year,pgisced97,sampreg,pgpsbil,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2018,Post-secondary Non-tertiary Level,West,Technical School Degree,0.32286,550,1864,0.30163,0.34410
2018,Post-secondary Non-tertiary Level,West,Upper Secondary Degree,0.46404,793,1864,0.44140,0.48669
2018,Post-secondary Non-tertiary Level,West,Other Degree,0.19253,521,1864,0.17463,0.21044
2018,Post-secondary Non-tertiary Level,East,Technical School Degree,0.22078,63,331,0.17603,0.26553
2018,Post-secondary Non-tertiary Level,East,Upper Secondary Degree,0.69845,221,331,0.64894,0.74797
2018,Post-secondary Non-tertiary Level,East,Other Degree,0.08076,47,331,0.05137,0.11016
2018,First Stage of Tertiary Education,West,Secondary School Degree,0.25278,259,1032,0.22625,0.27931
2018,First Stage of Tertiary Education,West,Intermediate School Degree,0.36480,398,1032,0.33542,0.39419
2018,First Stage of Tertiary Education,West,Technical School Degree,0.15468,175,1032,0.13260,0.17675
2018,First Stage of Tertiary Education,West,Upper Secondary Degree,0.16095,167,1032,0.13852,0.18338
2018,First Stage of Tertiary Education,West,Other Degree,0.03747,33,1032,0.02587,0.04906
2018,First Stage of Tertiary Education,East,Secondary School Degree,0.14188,45,361,0.10583,0.17792
2018,First Stage of Tertiary Education,East,Intermediate School Degree,0.66517,266,361,0.61642,0.71392
2018,First Stage of Tertiary Education,East,Upper Secondary Degree,0.13480,50,361,0.09952,0.17008
2018,Second Stage of Tertiary Education,West,Secondary School Degree,0.01494,63,5339,0.01169,0.01819
2018,Second Stage of Tertiary Education,West,Intermediate School Degree,0.06902,305,5339,0.06222,0.07582
2018,Second Stage of Tertiary Education,West,Technical School Degree,0.12219,534,5339,0.11341,0.13098
2018,Second Stage of Tertiary Education,West,Upper Secondary Degree,0.62471,3091,5339,0.61172,0.63770
2018,Second Stage of Tertiary Education,West,Other Degree,0.13724,1346,5339,0.12801,0.14647
2018,Second Stage of Tertiary Education,East,Secondary School Degree,0.04686,50,1466,0.03604,0.05768
2018,Second Stage of Tertiary Education,East,Intermediate School Degree,0.23343,332,1466,0.21177,0.25509
2018,Second Stage of Tertiary Education,East,Technical School Degree,0.07558,77,1466,0.06204,0.08912
2018,Second Stage of Tertiary Education,East,Upper Secondary Degree,0.55422,810,1466,0.52877,0.57968
2018,Second Stage of Tertiary Education,East,Other Degree,0.07708,197,1466,0.06342,0.09073
2019,Pre-primary Level,West,No School Degree Yet,0.99995,507,507,0.99933,1.00057
2019,Primary Level,West,Other Degree,0.10232,41,1470,0.08682,0.11782
2019,Primary Level,West,"Dropout, No School Degree",0.85454,1054,1470,0.83651,0.87257
2019,Primary Level,West,No School Degree Yet,0.00464,71,1470,0.00117,0.00812
2019,Primary Level,West,No School Attended,0.03320,304,1470,0.02404,0.04237
2019,Primary Level,East,"Dropout, No School Degree",0.63389,130,184,0.56409,0.70368
2019,Primary Level,East,No School Attended,0.05959,54,184,0.02529,0.09388
2019,Lower Secondary Level,West,Secondary School Degree,0.56959,1140,2718,0.55097,0.58820
2019,Lower Secondary Level,West,Intermediate School Degree,0.25424,702,2718,0.23786,0.27061
2019,Lower Secondary Level,West,Other Degree,0.17618,876,2718,0.16185,0.19050
2019,Lower Secondary Level,East,Secondary School Degree,0.55048,186,497,0.50670,0.59426
2019,Lower Secondary Level,East,Intermediate School Degree,0.34090,187,497,0.29919,0.38262
2019,Lower Secondary Level,East,Other Degree,0.10861,124,497,0.08123,0.13600
2019,Upper Secondary Level,West,Secondary School Degree,0.40769,3051,8770,0.39741,0.41798
2019,Upper Secondary Level,West,Intermediate School Degree,0.38083,3484,8770,0.37066,0.39099
2019,Upper Secondary Level,West,Technical School Degree,0.02062,230,8770,0.01764,0.02359
2019,Upper Secondary Level,West,Upper Secondary Degree,0.07583,822,8770,0.07029,0.08137
2019,Upper Secondary Level,West,Other Degree,0.07984,1084,8770,0.07417,0.08552
2019,Upper Secondary Level,West,"Dropout, No School Degree",0.00788,99,8770,0.00603,0.00973
2019,Upper Secondary Level,East,Secondary School Degree,0.25110,603,2597,0.23441,0.26778
2019,Upper Secondary Level,East,Intermediate School Degree,0.63000,1685,2597,0.61143,0.64858
2019,Upper Secondary Level,East,Upper Secondary Degree,0.05863,158,2597,0.04959,0.06766
2019,Upper Secondary Level,East,Other Degree,0.02386,151,2597,0.01799,0.02973
2019,Post-secondary Non-tertiary Level,West,Technical School Degree,0.30438,562,1903,0.28371,0.32506
2019,Post-secondary Non-tertiary Level,West,Upper Secondary Degree,0.47405,877,1903,0.45161,0.49649
2019,Post-secondary Non-tertiary Level,West,Other Degree,0.20196,464,1903,0.18392,0.22001
2019,Post-secondary Non-tertiary Level,East,Technical School Degree,0.24233,59,330,0.19602,0.28863
2019,Post-secondary Non-tertiary Level,East,Upper Secondary Degree,0.68507,232,330,0.63488,0.73526
2019,Post-secondary Non-tertiary Level,East,Other Degree,0.07261,39,330,0.04457,0.10065
2019,First Stage of Tertiary Education,West,Secondary School Degree,0.24068,301,1181,0.21629,0.26508
2019,First Stage of Tertiary Education,West,Intermediate School Degree,0.37241,468,1181,0.34483,0.39999
2019,First Stage of Tertiary Education,West,Technical School Degree,0.15601,196,1181,0.13531,0.17671
2019,First Stage of Tertiary Education,West,Upper Secondary Degree,0.16995,184,1181,0.14852,0.19138
2019,First Stage of Tertiary Education,West,Other Degree,0.02965,32,1181,0.01997,0.03933
2019,First Stage of Tertiary Education,East,Secondary School Degree,0.13643,41,406,0.10300,0.16986
2019,First Stage of Tertiary Education,East,Intermediate School Degree,0.64745,301,406,0.60092,0.69398
2019,First Stage of Tertiary Education,East,Upper Secondary Degree,0.14989,64,406,0.11513,0.18466
2019,Second Stage of Tertiary Education,West,Secondary School Degree,0.01556,74,5717,0.01235,0.01877
2019,Second Stage of Tertiary Education,West,Intermediate School Degree,0.07174,354,5717,0.06505,0.07843
2019,Second Stage of Tertiary Education,West,Technical School Degree,0.11552,591,5717,0.10724,0.12381
2019,Second Stage of Tertiary Education,West,Upper Secondary Degree,0.62299,3459,5717,0.61042,0.63555
2019,Second Stage of Tertiary Education,West,Other Degree,0.14199,1239,5717,0.13294,0.15104
2019,Second Stage of Tertiary Education,East,Secondary School Degree,0.04705,45,1640,0.03680,0.05730
2019,Second Stage of Tertiary Education,East,Intermediate School Degree,0.22443,358,1640,0.20423,0.24463
2019,Second Stage of Tertiary Education,East,Technical School Degree,0.07459,83,1640,0.06187,0.08731
2019,Second Stage of Tertiary Education,East,Upper Secondary Degree,0.56727,986,1640,0.54329,0.59126
2019,Second Stage of Tertiary Education,East,Other Degree,0.06999,168,1640,0.05764,0.08235
2020,Pre-primary Level,West,No School Degree Yet,0.99999,619,619,0.99975,1.00023
2020,Primary Level,West,Other Degree,0.10616,49,1557,0.09085,0.12146
2020,Primary Level,West,"Dropout, No School Degree",0.83056,1114,1557,0.81192,0.84920
2020,Primary Level,West,No School Degree Yet,0.00285,35,1557,0.00020,0.00549
2020,Primary Level,West,No School Attended,0.05512,359,1557,0.04378,0.06646
2020,Primary Level,East,"Dropout, No School Degree",0.57467,115,212,0.50796,0.64137
2020,Primary Level,East,No School Attended,0.14335,97,212,0.09607,0.19064
2020,Lower Secondary Level,West,Secondary School Degree,0.57057,1045,2843,0.55237,0.58877
2020,Lower Secondary Level,West,Intermediate School Degree,0.25863,679,2843,0.24253,0.27473
2020,Lower Secondary Level,West,Other Degree,0.17079,1119,2843,0.15696,0.18463
2020,Lower Secondary Level,East,Secondary School Degree,0.51277,169,492,0.46856,0.55698
2020,Lower Secondary Level,East,Intermediate School Degree,0.37663,182,492,0.33377,0.41949
2020,Lower Secondary Level,East,Other Degree,0.11060,141,492,0.08285,0.13834
2020,Upper Secondary Level,West,Secondary School Degree,0.40934,2793,8584,0.39893,0.41974
2020,Upper Secondary Level,West,Intermediate School Degree,0.38564,3226,8584,0.37535,0.39594
2020,Upper Secondary Level,West,Technical School Degree,0.02012,212,8584,0.01715,0.02309
2020,Upper Secondary Level,West,Upper Secondary Degree,0.07090,768,8584,0.06547,0.07633
2020,Upper Secondary Level,West,Other Degree,0.07522,1478,8584,0.06964,0.08080
2020,Upper Secondary Level,West,"Dropout, No School Degree",0.00724,107,8584,0.00544,0.00903
2020,Upper Secondary Level,East,Secondary School Degree,0.24454,548,2454,0.22753,0.26155
2020,Upper Secondary Level,East,Intermediate School Degree,0.62006,1541,2454,0.60085,0.63926
2020,Upper Secondary Level,East,Upper Secondary Degree,0.06530,159,2454,0.05553,0.07508
2020,Upper Secondary Level,East,Other Degree,0.02753,206,2454,0.02105,0.03400
2020,Post-secondary Non-tertiary Level,West,Technical School Degree,0.31452,547,2016,0.29425,0.33480
2020,Post-secondary Non-tertiary Level,West,Upper Secondary Degree,0.50464,850,2016,0.48281,0.52648
2020,Post-secondary Non-tertiary Level,West,Other Degree,0.15964,619,2016,0.14365,0.17564
2020,Post-secondary Non-tertiary Level,East,Technical School Degree,0.23181,53,325,0.18586,0.27776
2020,Post-secondary Non-tertiary Level,East,Upper Secondary Degree,0.70172,215,325,0.65190,0.75153
2020,Post-secondary Non-tertiary Level,East,Other Degree,0.06647,57,325,0.03935,0.09360
2020,First Stage of Tertiary Education,West,Secondary School Degree,0.23412,244,1008,0.20796,0.26027
2020,First Stage of Tertiary Education,West,Intermediate School Degree,0.38695,411,1008,0.35687,0.41704
2020,First Stage of Tertiary Education,West,Technical School Degree,0.15011,179,1008,0.12805,0.17217
2020,First Stage of Tertiary Education,West,Upper Secondary Degree,0.17593,174,1008,0.15242,0.19945
2020,First Stage of Tertiary Education,East,Secondary School Degree,0.11340,35,367,0.08092,0.14589
2020,First Stage of Tertiary Education,East,Intermediate School Degree,0.66285,275,367,0.61442,0.71128
2020,First Stage of Tertiary Education,East,Upper Secondary Degree,0.16410,57,367,0.12616,0.20204
2020,Second Stage of Tertiary Education,West,Secondary School Degree,0.01299,62,5896,0.01010,0.01588
2020,Second Stage of Tertiary Education,West,Intermediate School Degree,0.07184,329,5896,0.06524,0.07843
2020,Second Stage of Tertiary Education,West,Technical School Degree,0.11358,551,5896,0.10548,0.12168
2020,Second Stage of Tertiary Education,West,Upper Secondary Degree,0.63677,3318,5896,0.62449,0.64904
2020,Second Stage of Tertiary Education,West,Other Degree,0.12881,1636,5896,0.12026,0.13736
2020,Second Stage of Tertiary Education,East,Secondary School Degree,0.04162,40,1612,0.03187,0.05137
2020,Second Stage of Tertiary Education,East,Intermediate School Degree,0.22184,326,1612,0.20155,0.24213
2020,Second Stage of Tertiary Education,East,Technical School Degree,0.07569,81,1612,0.06277,0.08861
2020,Second Stage of Tertiary Education,East,Upper Secondary Degree,0.58300,924,1612,0.55892,0.60708
2020,Second Stage of Tertiary Education,East,Other Degree,0.05679,241,1612,0.04549,0.06809
2021,Primary Level,West,"Dropout, No School Degree",0.84884,621,846,0.82469,0.87299
2021,Primary Level,West,No School Attended,0.07954,225,846,0.06130,0.09779
2021,Primary Level,East,"Dropout, No School Degree",0.45131,71,108,0.35702,0.54560
2021,Primary Level,East,No School Attended,0.12610,37,108,0.06320,0.18901
2021,Lower Secondary Level,West,Secondary School Degree,0.56183,614,1625,0.53770,0.58596
2021,Lower Secondary Level,West,Intermediate School Degree,0.24862,430,1625,0.22760,0.26964
2021,Lower Secondary Level,West,Other Degree,0.18955,581,1625,0.17049,0.20861
2021,Lower Secondary Level,East,Secondary School Degree,0.47014,95,270,0.41050,0.52979
2021,Lower Secondary Level,East,Intermediate School Degree,0.42003,116,270,0.36105,0.47901
2021,Lower Secondary Level,East,Other Degree,0.10983,59,270,0.07246,0.14719
2021,Upper Secondary Level,West,Secondary School Degree,0.40349,1812,5581,0.39062,0.41636
2021,Upper Secondary Level,West,Intermediate School Degree,0.37967,2194,5581,0.36694,0.39241
2021,Upper Secondary Level,West,Technical School Degree,0.02519,145,5581,0.02108,0.02930
2021,Upper Secondary Level,West,Upper Secondary Degree,0.08681,621,5581,0.07942,0.09420
2021,Upper Secondary Level,West,Other Degree,0.06902,737,5581,0.06237,0.07567
2021,Upper Secondary Level,West,"Dropout, No School Degree",0.00820,72,5581,0.00583,0.01057
2021,Upper Secondary Level,East,Secondary School Degree,0.23637,345,1627,0.21572,0.25702
2021,Upper Secondary Level,East,Intermediate School Degree,0.61985,1049,1627,0.59625,0.64344
2021,Upper Secondary Level,East,Upper Secondary Degree,0.07749,136,1627,0.06449,0.09049
2021,Upper Secondary Level,East,Other Degree,0.02613,97,1627,0.01837,0.03388
2021,Post-secondary Non-tertiary Level,West,Technical School Degree,0.31562,405,1369,0.29099,0.34025
2021,Post-secondary Non-tertiary Level,West,Upper Secondary Degree,0.49750,617,1369,0.47101,0.52400
2021,Post-secondary Non-tertiary Level,West,Other Degree,0.16772,347,1369,0.14792,0.18752
2021,Post-secondary Non-tertiary Level,East,Technical School Degree,0.24145,34,193,0.18091,0.30198
2021,Post-secondary Non-tertiary Level,East,Upper Secondary Degree,0.72957,159,193,0.66674,0.79240
2021,First Stage of Tertiary Education,West,Secondary School Degree,0.24847,161,695,0.21632,0.28062
2021,First Stage of Tertiary Education,West,Intermediate School Degree,0.39021,290,695,0.35392,0.42650
2021,First Stage of Tertiary Education,West,Technical School Degree,0.13623,113,695,0.11071,0.16175
2021,First Stage of Tertiary Education,West,Upper Secondary Degree,0.17258,131,695,0.14447,0.20070
2021,First Stage of Tertiary Education,East,Intermediate School Degree,0.60326,183,224,0.53904,0.66747
2021,First Stage of Tertiary Education,East,Upper Secondary Degree,0.17512,41,224,0.12524,0.22501
2021,Second Stage of Tertiary Education,West,Secondary School Degree,0.01301,48,4374,0.00965,0.01637
2021,Second Stage of Tertiary Education,West,Intermediate School Degree,0.05997,244,4374,0.05293,0.06700
2021,Second Stage of Tertiary Education,West,Technical School Degree,0.11828,441,4374,0.10870,0.12785
2021,Second Stage of Tertiary Education,West,Upper Secondary Degree,0.65113,2640,4374,0.63700,0.66526
2021,Second Stage of Tertiary Education,West,Other Degree,0.12402,1001,4374,0.11425,0.13379
2021,Second Stage of Tertiary Education,East,Intermediate School Degree,0.19200,222,1145,0.16918,0.21482
2021,Second Stage of Tertiary Education,East,Technical School Degree,0.08864,68,1145,0.07217,0.10511
2021,Second Stage of Tertiary Education,East,Upper Secondary Degree,0.62184,704,1145,0.59374,0.64994
2021,Second Stage of Tertiary Education,East,Other Degree,0.05542,151,1145,0.04216,0.06868
2022,Primary Level,West,Other Degree,0.08786,36,711,0.06704,0.10869
2022,Primary Level,West,"Dropout, No School Degree",0.74560,506,711,0.71356,0.77763
2022,Primary Level,West,No School Attended,0.15234,169,711,0.12590,0.17877
2022,Primary Level,East,"Dropout, No School Degree",0.57982,74,108,0.48629,0.67334
2022,Primary Level,East,No School Attended,0.14242,34,108,0.07620,0.20864
2022,Lower Secondary Level,West,Secondary School Degree,0.53669,600,1558,0.51192,0.56146
2022,Lower Secondary Level,West,Intermediate School Degree,0.25621,473,1558,0.23453,0.27790
2022,Lower Secondary Level,West,Other Degree,0.20710,485,1558,0.18697,0.22723
2022,Lower Secondary Level,East,Secondary School Degree,0.46316,116,362,0.41172,0.51459
2022,Lower Secondary Level,East,Intermediate School Degree,0.40093,158,362,0.35038,0.45149
2022,Lower Secondary Level,East,Other Degree,0.13591,88,362,0.10056,0.17126
2022,Upper Secondary Level,West,Secondary School Degree,0.37172,2012,6880,0.36030,0.38314
2022,Upper Secondary Level,West,Intermediate School Degree,0.39767,2779,6880,0.38611,0.40924
2022,Upper Secondary Level,West,Technical School Degree,0.02425,177,6880,0.02061,0.02788
2022,Upper Secondary Level,West,Upper Secondary Degree,0.09115,837,6880,0.08435,0.09796
2022,Upper Secondary Level,West,Other Degree,0.07325,921,6880,0.06709,0.07941
2022,Upper Secondary Level,West,"Dropout, No School Degree",0.00923,103,6880,0.00697,0.01149
2022,Upper Secondary Level,West,No School Degree Yet,0.00211,51,6880,0.00103,0.00320
2022,Upper Secondary Level,East,Secondary School Degree,0.20479,346,2023,0.18720,0.22238
2022,Upper Secondary Level,East,Intermediate School Degree,0.61971,1307,2023,0.59855,0.64087
2022,Upper Secondary Level,East,Upper Secondary Degree,0.09670,228,2023,0.08382,0.10959
2022,Upper Secondary Level,East,Other Degree,0.03291,142,2023,0.02513,0.04068
2022,Post-secondary Non-tertiary Level,West,Technical School Degree,0.32118,548,1813,0.29968,0.34268
2022,Post-secondary Non-tertiary Level,West,Upper Secondary Degree,0.51388,864,1813,0.49087,0.53689
2022,Post-secondary Non-tertiary Level,West,Other Degree,0.15513,401,1813,0.13846,0.17180
2022,Post-secondary Non-tertiary Level,East,Technical School Degree,0.24328,76,383,0.20025,0.28631
2022,Post-secondary Non-tertiary Level,East,Upper Secondary Degree,0.71913,260,383,0.67406,0.76419
2022,Post-secondary Non-tertiary Level,East,Other Degree,0.03759,47,383,0.01852,0.05667
2022,First Stage of Tertiary Education,West,Secondary School Degree,0.22784,195,986,0.20164,0.25403
2022,First Stage of Tertiary Education,West,Intermediate School Degree,0.37866,379,986,0.34837,0.40895
2022,First Stage of Tertiary Education,West,Technical School Degree,0.16836,179,986,0.14499,0.19173
2022,First Stage of Tertiary Education,West,Upper Secondary Degree,0.17110,202,986,0.14758,0.19462
2022,First Stage of Tertiary Education,West,Other Degree,0.02442,31,986,0.01478,0.03406
2022,First Stage of Tertiary Education,East,Intermediate School Degree,0.63498,229,284,0.57889,0.69107
2022,First Stage of Tertiary Education,East,Upper Secondary Degree,0.16513,55,284,0.12187,0.20839
2022,Second Stage of Tertiary Education,West,Secondary School Degree,0.01245,62,6627,0.00978,0.01512
2022,Second Stage of Tertiary Education,West,Intermediate School Degree,0.06319,337,6627,0.05733,0.06905
2022,Second Stage of Tertiary Education,West,Technical School Degree,0.11687,594,6627,0.10913,0.12461
2022,Second Stage of Tertiary Education,West,Upper Secondary Degree,0.64819,3675,6627,0.63670,0.65969
2022,Second Stage of Tertiary Education,West,Other Degree,0.12000,1897,6627,0.11217,0.12782
2022,Second Stage of Tertiary Education,West,No School Degree Yet,0.00326,62,6627,0.00189,0.00464
2022,Second Stage of Tertiary Education,East,Intermediate School Degree,0.20156,290,1671,0.18232,0.22081
2022,Second Stage of Tertiary Education,East,Technical School Degree,0.07791,87,1671,0.06505,0.09076
2022,Second Stage of Tertiary Education,East,Upper Secondary Degree,0.60852,974,1671,0.58511,0.63193
2022,Second Stage of Tertiary Education,East,Other Degree,0.06076,320,1671,0.04931,0.07222
