year,pgisced97,sex,pgpsbil,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2013,Second Stage of Tertiary Education,female,Technical School Degree,0.08235,236,3360,0.07305,0.09165
2013,Second Stage of Tertiary Education,female,Upper Secondary Degree,0.66704,2079,3360,0.65110,0.68297
2013,Second Stage of Tertiary Education,female,Other Degree,0.11461,648,3360,0.10384,0.12538
2014,Primary Level,male,Other Degree,0.15577,33,211,0.10673,0.20482
2014,Primary Level,male,"Dropout, No School Degree",0.84423,178,211,0.79518,0.89327
2014,Primary Level,female,Other Degree,0.10849,31,292,0.07275,0.14422
2014,Primary Level,female,"Dropout, No School Degree",0.88277,261,292,0.84581,0.91973
2014,Lower Secondary Level,male,Secondary School Degree,0.51332,566,1260,0.48572,0.54093
2014,Lower Secondary Level,male,Intermediate School Degree,0.27923,379,1260,0.25445,0.30401
2014,Lower Secondary Level,male,Other Degree,0.20745,315,1260,0.18505,0.22984
2014,Lower Secondary Level,female,Secondary School Degree,0.62451,1103,1973,0.60314,0.64589
2014,Lower Secondary Level,female,Intermediate School Degree,0.22062,502,1973,0.20231,0.23892
2014,Lower Secondary Level,female,Other Degree,0.15487,368,1973,0.13890,0.17084
2014,Upper Secondary Level,male,Secondary School Degree,0.47758,2465,5576,0.46447,0.49070
2014,Upper Secondary Level,male,Intermediate School Degree,0.35261,2011,5576,0.34007,0.36515
2014,Upper Secondary Level,male,Technical School Degree,0.01211,73,5576,0.00924,0.01499
2014,Upper Secondary Level,male,Upper Secondary Degree,0.07604,415,5576,0.06909,0.08300
2014,Upper Secondary Level,male,Other Degree,0.07173,556,5576,0.06496,0.07851
2014,Upper Secondary Level,male,"Dropout, No School Degree",0.00900,56,5576,0.00652,0.01147
2014,Upper Secondary Level,female,Secondary School Degree,0.40418,2290,6781,0.39250,0.41586
2014,Upper Secondary Level,female,Intermediate School Degree,0.45576,3353,6781,0.44390,0.46761
2014,Upper Secondary Level,female,Technical School Degree,0.01242,107,6781,0.00979,0.01506
2014,Upper Secondary Level,female,Upper Secondary Degree,0.06463,443,6781,0.05877,0.07048
2014,Upper Secondary Level,female,Other Degree,0.05516,546,6781,0.04973,0.06059
2014,Upper Secondary Level,female,"Dropout, No School Degree",0.00739,42,6781,0.00535,0.00943
2014,Post-secondary Non-tertiary Level,male,Technical School Degree,0.33290,219,739,0.29890,0.36690
2014,Post-secondary Non-tertiary Level,male,Upper Secondary Degree,0.49063,329,739,0.45456,0.52670
2014,Post-secondary Non-tertiary Level,male,Other Degree,0.16175,191,739,0.13519,0.18832
2014,Post-secondary Non-tertiary Level,female,Technical School Degree,0.30858,357,1285,0.28331,0.33385
2014,Post-secondary Non-tertiary Level,female,Upper Secondary Degree,0.50831,619,1285,0.48096,0.53565
2014,Post-secondary Non-tertiary Level,female,Other Degree,0.16123,309,1285,0.14111,0.18134
2014,First Stage of Tertiary Education,male,Secondary School Degree,0.29880,278,958,0.26980,0.32780
2014,First Stage of Tertiary Education,male,Intermediate School Degree,0.41276,388,958,0.38156,0.44395
2014,First Stage of Tertiary Education,male,Technical School Degree,0.12293,142,958,0.10212,0.14373
2014,First Stage of Tertiary Education,male,Upper Secondary Degree,0.12046,115,958,0.09984,0.14109
2014,First Stage of Tertiary Education,male,Other Degree,0.03969,35,958,0.02732,0.05206
2014,First Stage of Tertiary Education,female,Secondary School Degree,0.20807,96,580,0.17501,0.24114
2014,First Stage of Tertiary Education,female,Intermediate School Degree,0.42253,306,580,0.38229,0.46276
2014,First Stage of Tertiary Education,female,Technical School Degree,0.15671,66,580,0.12710,0.18632
2014,First Stage of Tertiary Education,female,Upper Secondary Degree,0.18527,112,580,0.15362,0.21691
2014,Second Stage of Tertiary Education,male,Secondary School Degree,0.03487,108,3061,0.02837,0.04137
2014,Second Stage of Tertiary Education,male,Intermediate School Degree,0.11564,320,3061,0.10431,0.12697
2014,Second Stage of Tertiary Education,male,Technical School Degree,0.15409,377,3061,0.14129,0.16688
2014,Second Stage of Tertiary Education,male,Upper Secondary Degree,0.61116,1891,3061,0.59389,0.62843
2014,Second Stage of Tertiary Education,male,Other Degree,0.08351,365,3061,0.07371,0.09331
2014,Second Stage of Tertiary Education,female,Secondary School Degree,0.01988,43,3058,0.01493,0.02483
2014,Second Stage of Tertiary Education,female,Intermediate School Degree,0.11135,338,3058,0.10020,0.12250
2014,Second Stage of Tertiary Education,female,Technical School Degree,0.08827,231,3058,0.07822,0.09833
2014,Second Stage of Tertiary Education,female,Upper Secondary Degree,0.66255,1918,3058,0.64579,0.67931
2014,Second Stage of Tertiary Education,female,Other Degree,0.11771,528,3058,0.10628,0.12913
2015,Primary Level,male,Other Degree,0.16149,31,217,0.11241,0.21056
2015,Primary Level,male,"Dropout, No School Degree",0.83851,186,217,0.78944,0.88759
2015,Primary Level,female,Other Degree,0.09546,31,316,0.06301,0.12792
2015,Primary Level,female,"Dropout, No School Degree",0.90454,285,316,0.87208,0.93699
2015,Lower Secondary Level,male,Secondary School Degree,0.49684,542,1255,0.46917,0.52451
2015,Lower Secondary Level,male,Intermediate School Degree,0.29368,364,1255,0.26847,0.31889
2015,Lower Secondary Level,male,Other Degree,0.20948,349,1255,0.18695,0.23200
2015,Lower Secondary Level,female,Secondary School Degree,0.62030,996,1850,0.59818,0.64242
2015,Lower Secondary Level,female,Intermediate School Degree,0.22805,481,1850,0.20892,0.24717
2015,Lower Secondary Level,female,Other Degree,0.15165,373,1850,0.13530,0.16800
2015,Upper Secondary Level,male,Secondary School Degree,0.46831,2281,5392,0.45499,0.48163
2015,Upper Secondary Level,male,Intermediate School Degree,0.36235,1922,5392,0.34952,0.37518
2015,Upper Secondary Level,male,Technical School Degree,0.01563,85,5392,0.01232,0.01895
2015,Upper Secondary Level,male,Upper Secondary Degree,0.06933,385,5392,0.06255,0.07611
2015,Upper Secondary Level,male,Other Degree,0.07382,659,5392,0.06684,0.08080
2015,Upper Secondary Level,male,"Dropout, No School Degree",0.01035,60,5392,0.00765,0.01305
2015,Upper Secondary Level,female,Secondary School Degree,0.39425,2125,6591,0.38245,0.40604
2015,Upper Secondary Level,female,Intermediate School Degree,0.45985,3192,6591,0.44782,0.47188
2015,Upper Secondary Level,female,Technical School Degree,0.01332,106,6591,0.01056,0.01609
2015,Upper Secondary Level,female,Upper Secondary Degree,0.06390,468,6591,0.05800,0.06981
2015,Upper Secondary Level,female,Other Degree,0.06168,651,6591,0.05587,0.06749
2015,Upper Secondary Level,female,"Dropout, No School Degree",0.00698,49,6591,0.00497,0.00899
2015,Post-secondary Non-tertiary Level,male,Technical School Degree,0.28919,201,804,0.25783,0.32055
2015,Post-secondary Non-tertiary Level,male,Upper Secondary Degree,0.47966,308,804,0.44511,0.51422
2015,Post-secondary Non-tertiary Level,male,Other Degree,0.21614,295,804,0.18767,0.24461
2015,Post-secondary Non-tertiary Level,female,Technical School Degree,0.28746,340,1333,0.26316,0.31177
2015,Post-secondary Non-tertiary Level,female,Upper Secondary Degree,0.50243,589,1333,0.47558,0.52928
2015,Post-secondary Non-tertiary Level,female,Other Degree,0.19023,404,1333,0.16916,0.21131
2015,First Stage of Tertiary Education,male,Secondary School Degree,0.27849,261,888,0.24899,0.30799
2015,First Stage of Tertiary Education,male,Intermediate School Degree,0.43815,379,888,0.40549,0.47080
2015,First Stage of Tertiary Education,male,Technical School Degree,0.13268,140,888,0.11035,0.15500
2015,First Stage of Tertiary Education,male,Upper Secondary Degree,0.11414,108,888,0.09321,0.13506
2015,First Stage of Tertiary Education,female,Secondary School Degree,0.19480,87,552,0.16173,0.22787
2015,First Stage of Tertiary Education,female,Intermediate School Degree,0.43469,297,552,0.39329,0.47608
2015,First Stage of Tertiary Education,female,Technical School Degree,0.15657,64,552,0.12622,0.18691
2015,First Stage of Tertiary Education,female,Upper Secondary Degree,0.18611,104,552,0.15362,0.21861
2015,Second Stage of Tertiary Education,male,Secondary School Degree,0.03576,103,3154,0.02928,0.04225
2015,Second Stage of Tertiary Education,male,Intermediate School Degree,0.10629,306,3154,0.09553,0.11705
2015,Second Stage of Tertiary Education,male,Technical School Degree,0.14603,364,3154,0.13370,0.15836
2015,Second Stage of Tertiary Education,male,Upper Secondary Degree,0.61965,1862,3154,0.60271,0.63660
2015,Second Stage of Tertiary Education,male,Other Degree,0.09126,519,3154,0.08120,0.10131
2015,Second Stage of Tertiary Education,female,Secondary School Degree,0.01478,34,3156,0.01057,0.01899
2015,Second Stage of Tertiary Education,female,Intermediate School Degree,0.11099,322,3156,0.10003,0.12195
2015,Second Stage of Tertiary Education,female,Technical School Degree,0.08647,216,3156,0.07666,0.09627
2015,Second Stage of Tertiary Education,female,Upper Secondary Degree,0.65789,1858,3156,0.64134,0.67445
2015,Second Stage of Tertiary Education,female,Other Degree,0.12962,726,3156,0.11790,0.14134
2016,Primary Level,male,"Dropout, No School Degree",0.81940,564,679,0.79044,0.84835
2016,Primary Level,male,No School Attended,0.02336,115,679,0.01199,0.03473
2016,Primary Level,female,"Dropout, No School Degree",0.89516,516,684,0.87218,0.91813
2016,Primary Level,female,No School Attended,0.01908,168,684,0.00882,0.02934
2016,Lower Secondary Level,male,Secondary School Degree,0.49479,514,1421,0.46879,0.52080
2016,Lower Secondary Level,male,Intermediate School Degree,0.29479,328,1421,0.27108,0.31851
2016,Lower Secondary Level,male,Other Degree,0.21042,579,1421,0.18922,0.23162
2016,Lower Secondary Level,female,Secondary School Degree,0.60055,905,1871,0.57835,0.62275
2016,Lower Secondary Level,female,Intermediate School Degree,0.24234,468,1871,0.22292,0.26176
2016,Lower Secondary Level,female,Other Degree,0.15711,498,1871,0.14062,0.17361
2016,Upper Secondary Level,male,Secondary School Degree,0.45973,2098,5181,0.44616,0.47330
2016,Upper Secondary Level,male,Intermediate School Degree,0.36559,1771,5181,0.35247,0.37870
2016,Upper Secondary Level,male,Technical School Degree,0.01673,79,5181,0.01324,0.02023
2016,Upper Secondary Level,male,Upper Secondary Degree,0.07085,358,5181,0.06386,0.07784
2016,Upper Secondary Level,male,Other Degree,0.07726,802,5181,0.06999,0.08453
2016,Upper Secondary Level,male,"Dropout, No School Degree",0.00982,73,5181,0.00714,0.01251
2016,Upper Secondary Level,female,Secondary School Degree,0.38814,1939,6160,0.37597,0.40031
2016,Upper Secondary Level,female,Intermediate School Degree,0.46315,2936,6160,0.45070,0.47561
2016,Upper Secondary Level,female,Technical School Degree,0.01317,103,6160,0.01032,0.01602
2016,Upper Secondary Level,female,Upper Secondary Degree,0.06527,416,6160,0.05911,0.07144
2016,Upper Secondary Level,female,Other Degree,0.06317,708,6160,0.05709,0.06924
2016,Upper Secondary Level,female,"Dropout, No School Degree",0.00709,58,6160,0.00500,0.00919
2016,Post-secondary Non-tertiary Level,male,Technical School Degree,0.29914,189,793,0.26725,0.33103
2016,Post-secondary Non-tertiary Level,male,Upper Secondary Degree,0.45947,291,793,0.42476,0.49418
2016,Post-secondary Non-tertiary Level,male,Other Degree,0.22598,313,793,0.19686,0.25511
2016,Post-secondary Non-tertiary Level,female,Technical School Degree,0.29337,324,1281,0.26843,0.31832
2016,Post-secondary Non-tertiary Level,female,Upper Secondary Degree,0.48833,573,1281,0.46094,0.51571
2016,Post-secondary Non-tertiary Level,female,Other Degree,0.19705,384,1281,0.17526,0.21884
2016,First Stage of Tertiary Education,male,Secondary School Degree,0.26681,235,804,0.23621,0.29740
2016,First Stage of Tertiary Education,male,Intermediate School Degree,0.43381,341,804,0.39953,0.46809
2016,First Stage of Tertiary Education,male,Technical School Degree,0.13061,126,804,0.10730,0.15392
2016,First Stage of Tertiary Education,male,Upper Secondary Degree,0.12681,102,804,0.10380,0.14983
2016,First Stage of Tertiary Education,female,Secondary School Degree,0.17763,81,518,0.14468,0.21057
2016,First Stage of Tertiary Education,female,Intermediate School Degree,0.42624,272,518,0.38361,0.46887
2016,First Stage of Tertiary Education,female,Technical School Degree,0.15827,61,518,0.12681,0.18974
2016,First Stage of Tertiary Education,female,Upper Secondary Degree,0.20675,104,518,0.17184,0.24166
2016,Second Stage of Tertiary Education,male,Secondary School Degree,0.03288,93,3244,0.02674,0.03901
2016,Second Stage of Tertiary Education,male,Intermediate School Degree,0.10087,287,3244,0.09050,0.11124
2016,Second Stage of Tertiary Education,male,Technical School Degree,0.14372,343,3244,0.13165,0.15579
2016,Second Stage of Tertiary Education,male,Upper Secondary Degree,0.62138,1748,3244,0.60469,0.63808
2016,Second Stage of Tertiary Education,male,Other Degree,0.10070,773,3244,0.09034,0.11105
2016,Second Stage of Tertiary Education,female,Secondary School Degree,0.01631,32,3118,0.01187,0.02076
2016,Second Stage of Tertiary Education,female,Intermediate School Degree,0.10188,302,3118,0.09126,0.11250
2016,Second Stage of Tertiary Education,female,Technical School Degree,0.08014,204,3118,0.07061,0.08967
2016,Second Stage of Tertiary Education,female,Upper Secondary Degree,0.65822,1772,3118,0.64157,0.67487
2016,Second Stage of Tertiary Education,female,Other Degree,0.14331,808,3118,0.13100,0.15561
2017,Primary Level,male,Other Degree,0.13498,31,945,0.11319,0.15678
2017,Primary Level,male,"Dropout, No School Degree",0.82422,714,945,0.79994,0.84851
2017,Primary Level,male,No School Degree Yet,0.00761,44,945,0.00207,0.01316
2017,Primary Level,male,No School Attended,0.03318,156,945,0.02175,0.04460
2017,Primary Level,female,"Dropout, No School Degree",0.87587,658,948,0.85487,0.89687
2017,Primary Level,female,No School Degree Yet,0.00483,55,948,0.00042,0.00925
2017,Primary Level,female,No School Attended,0.02934,235,948,0.01860,0.04009
2017,Lower Secondary Level,male,Secondary School Degree,0.51138,554,1606,0.48692,0.53583
2017,Lower Secondary Level,male,Intermediate School Degree,0.29559,363,1606,0.27327,0.31792
2017,Lower Secondary Level,male,Other Degree,0.19303,689,1606,0.17372,0.21234
2017,Lower Secondary Level,female,Secondary School Degree,0.58454,927,2095,0.56343,0.60565
2017,Lower Secondary Level,female,Intermediate School Degree,0.24736,536,2095,0.22888,0.26584
2017,Lower Secondary Level,female,Other Degree,0.16810,632,2095,0.15208,0.18411
2017,Upper Secondary Level,male,Secondary School Degree,0.44694,2209,5768,0.43410,0.45977
2017,Upper Secondary Level,male,Intermediate School Degree,0.37279,2080,5768,0.36031,0.38527
2017,Upper Secondary Level,male,Technical School Degree,0.01768,105,5768,0.01428,0.02108
2017,Upper Secondary Level,male,Upper Secondary Degree,0.07492,466,5768,0.06813,0.08172
2017,Upper Secondary Level,male,Other Degree,0.07641,827,5768,0.06955,0.08327
2017,Upper Secondary Level,male,"Dropout, No School Degree",0.01098,81,5768,0.00829,0.01367
2017,Upper Secondary Level,female,Secondary School Degree,0.37747,2001,6772,0.36592,0.38902
2017,Upper Secondary Level,female,Intermediate School Degree,0.47616,3326,6772,0.46426,0.48806
2017,Upper Secondary Level,female,Technical School Degree,0.01469,122,6772,0.01182,0.01755
2017,Upper Secondary Level,female,Upper Secondary Degree,0.06199,494,6772,0.05625,0.06774
2017,Upper Secondary Level,female,Other Degree,0.06245,773,6772,0.05669,0.06821
2017,Upper Secondary Level,female,"Dropout, No School Degree",0.00722,56,6772,0.00520,0.00923
2017,Post-secondary Non-tertiary Level,male,Technical School Degree,0.30878,240,870,0.27807,0.33950
2017,Post-secondary Non-tertiary Level,male,Upper Secondary Degree,0.47514,353,870,0.44194,0.50834
2017,Post-secondary Non-tertiary Level,male,Other Degree,0.20307,277,870,0.17632,0.22982
2017,Post-secondary Non-tertiary Level,female,Technical School Degree,0.29698,394,1425,0.27325,0.32071
2017,Post-secondary Non-tertiary Level,female,Upper Secondary Degree,0.48037,665,1425,0.45442,0.50632
2017,Post-secondary Non-tertiary Level,female,Other Degree,0.20241,366,1425,0.18154,0.22328
2017,First Stage of Tertiary Education,male,Secondary School Degree,0.24780,237,893,0.21947,0.27613
2017,First Stage of Tertiary Education,male,Intermediate School Degree,0.47358,409,893,0.44081,0.50635
2017,First Stage of Tertiary Education,male,Technical School Degree,0.11720,134,893,0.09609,0.13831
2017,First Stage of Tertiary Education,male,Upper Secondary Degree,0.12537,113,893,0.10364,0.14710
2017,First Stage of Tertiary Education,female,Secondary School Degree,0.17028,80,559,0.13909,0.20146
2017,First Stage of Tertiary Education,female,Intermediate School Degree,0.44693,306,559,0.40568,0.48818
2017,First Stage of Tertiary Education,female,Technical School Degree,0.13889,67,559,0.11020,0.16759
2017,First Stage of Tertiary Education,female,Upper Secondary Degree,0.20229,106,559,0.16896,0.23563
2017,Second Stage of Tertiary Education,male,Secondary School Degree,0.03159,93,3654,0.02592,0.03726
2017,Second Stage of Tertiary Education,male,Intermediate School Degree,0.09525,313,3654,0.08573,0.10477
2017,Second Stage of Tertiary Education,male,Technical School Degree,0.14546,391,3654,0.13402,0.15689
2017,Second Stage of Tertiary Education,male,Upper Secondary Degree,0.62053,1998,3654,0.60479,0.63627
2017,Second Stage of Tertiary Education,male,Other Degree,0.10593,859,3654,0.09595,0.11591
2017,Second Stage of Tertiary Education,female,Intermediate School Degree,0.09429,327,3404,0.08447,0.10411
2017,Second Stage of Tertiary Education,female,Technical School Degree,0.08923,238,3404,0.07966,0.09881
2017,Second Stage of Tertiary Education,female,Upper Secondary Degree,0.65827,2021,3404,0.64234,0.67421
2017,Second Stage of Tertiary Education,female,Other Degree,0.14196,818,3404,0.13023,0.15369
2018,Primary Level,male,"Dropout, No School Degree",0.85285,696,861,0.82918,0.87653
2018,Primary Level,male,No School Degree Yet,0.00718,35,861,0.00154,0.01283
2018,Primary Level,male,No School Attended,0.02983,130,861,0.01846,0.04120
2018,Primary Level,female,"Dropout, No School Degree",0.87852,644,872,0.85682,0.90022
2018,Primary Level,female,No School Degree Yet,0.00676,44,872,0.00132,0.01220
2018,Primary Level,female,No School Attended,0.02753,184,872,0.01667,0.03840
2018,Lower Secondary Level,male,Secondary School Degree,0.52943,581,1592,0.50490,0.55396
2018,Lower Secondary Level,male,Intermediate School Degree,0.27078,372,1592,0.24894,0.29261
2018,Lower Secondary Level,male,Other Degree,0.19979,639,1592,0.18015,0.21944
2018,Lower Secondary Level,female,Secondary School Degree,0.59841,897,1984,0.57683,0.61998
2018,Lower Secondary Level,female,Intermediate School Degree,0.24095,533,1984,0.22213,0.25977
2018,Lower Secondary Level,female,Other Degree,0.16064,554,1984,0.14448,0.17680
2018,Upper Secondary Level,male,Secondary School Degree,0.44017,2052,5440,0.42698,0.45336
2018,Upper Secondary Level,male,Intermediate School Degree,0.37799,1979,5440,0.36510,0.39088
2018,Upper Secondary Level,male,Technical School Degree,0.01731,105,5440,0.01384,0.02078
2018,Upper Secondary Level,male,Upper Secondary Degree,0.07695,454,5440,0.06987,0.08404
2018,Upper Secondary Level,male,Other Degree,0.07681,774,5440,0.06973,0.08389
2018,Upper Secondary Level,male,"Dropout, No School Degree",0.01046,76,5440,0.00776,0.01316
2018,Upper Secondary Level,female,Secondary School Degree,0.36337,1896,6469,0.35165,0.37509
2018,Upper Secondary Level,female,Intermediate School Degree,0.48149,3206,6469,0.46931,0.49367
2018,Upper Secondary Level,female,Technical School Degree,0.01666,131,6469,0.01354,0.01977
2018,Upper Secondary Level,female,Upper Secondary Degree,0.06519,485,6469,0.05917,0.07121
2018,Upper Secondary Level,female,Other Degree,0.06792,697,6469,0.06179,0.07406
2018,Upper Secondary Level,female,"Dropout, No School Degree",0.00534,54,6469,0.00357,0.00712
2018,Post-secondary Non-tertiary Level,male,Technical School Degree,0.32273,238,836,0.29102,0.35444
2018,Post-secondary Non-tertiary Level,male,Upper Secondary Degree,0.49072,355,836,0.45681,0.52463
2018,Post-secondary Non-tertiary Level,male,Other Degree,0.17574,243,836,0.14992,0.20155
2018,Post-secondary Non-tertiary Level,female,Technical School Degree,0.30046,375,1359,0.27608,0.32485
2018,Post-secondary Non-tertiary Level,female,Upper Secondary Degree,0.49457,659,1359,0.46797,0.52116
2018,Post-secondary Non-tertiary Level,female,Other Degree,0.18121,325,1359,0.16072,0.20169
2018,First Stage of Tertiary Education,male,Secondary School Degree,0.26698,226,835,0.23696,0.29701
2018,First Stage of Tertiary Education,male,Intermediate School Degree,0.45609,378,835,0.42229,0.48989
2018,First Stage of Tertiary Education,male,Technical School Degree,0.12507,129,835,0.10262,0.14752
2018,First Stage of Tertiary Education,male,Upper Secondary Degree,0.12395,102,835,0.10158,0.14631
2018,First Stage of Tertiary Education,female,Secondary School Degree,0.17081,78,545,0.13918,0.20243
2018,First Stage of Tertiary Education,female,Intermediate School Degree,0.42736,286,545,0.38578,0.46893
2018,First Stage of Tertiary Education,female,Technical School Degree,0.14077,66,545,0.11155,0.17000
2018,First Stage of Tertiary Education,female,Upper Secondary Degree,0.22083,115,545,0.18597,0.25569
2018,Second Stage of Tertiary Education,male,Secondary School Degree,0.02813,86,3473,0.02263,0.03362
2018,Second Stage of Tertiary Education,male,Intermediate School Degree,0.09799,312,3473,0.08810,0.10788
2018,Second Stage of Tertiary Education,male,Technical School Degree,0.14554,380,3473,0.13381,0.15727
2018,Second Stage of Tertiary Education,male,Upper Secondary Degree,0.61628,1933,3473,0.60011,0.63246
2018,Second Stage of Tertiary Education,male,Other Degree,0.11159,762,3473,0.10112,0.12207
2018,Second Stage of Tertiary Education,female,Intermediate School Degree,0.10368,325,3305,0.09329,0.11408
2018,Second Stage of Tertiary Education,female,Technical School Degree,0.08512,231,3305,0.07560,0.09464
2018,Second Stage of Tertiary Education,female,Upper Secondary Degree,0.64579,1968,3305,0.62948,0.66210
2018,Second Stage of Tertiary Education,female,Other Degree,0.15178,781,3305,0.13955,0.16402
2019,Primary Level,male,Other Degree,0.14316,34,873,0.11992,0.16641
2019,Primary Level,male,"Dropout, No School Degree",0.81097,648,873,0.78498,0.83695
2019,Primary Level,male,No School Degree Yet,0.00956,42,873,0.00310,0.01601
2019,Primary Level,male,No School Attended,0.03631,149,873,0.02390,0.04873
2019,Primary Level,female,"Dropout, No School Degree",0.86205,537,784,0.83790,0.88621
2019,Primary Level,female,No School Degree Yet,0.00320,38,784,-0.00076,0.00715
2019,Primary Level,female,No School Attended,0.03573,209,784,0.02273,0.04873
2019,Lower Secondary Level,male,Secondary School Degree,0.50874,532,1466,0.48314,0.53434
2019,Lower Secondary Level,male,Intermediate School Degree,0.29313,380,1466,0.26982,0.31644
2019,Lower Secondary Level,male,Other Degree,0.19813,554,1466,0.17772,0.21854
2019,Lower Secondary Level,female,Secondary School Degree,0.61108,796,1752,0.58825,0.63392
2019,Lower Secondary Level,female,Intermediate School Degree,0.24151,510,1752,0.22146,0.26156
2019,Lower Secondary Level,female,Other Degree,0.14741,446,1752,0.13080,0.16401
2019,Upper Secondary Level,male,Secondary School Degree,0.43452,1933,5259,0.42112,0.44792
2019,Upper Secondary Level,male,Intermediate School Degree,0.38028,2019,5259,0.36715,0.39340
2019,Upper Secondary Level,male,Technical School Degree,0.01872,115,5259,0.01505,0.02238
2019,Upper Secondary Level,male,Upper Secondary Degree,0.08212,481,5259,0.07470,0.08954
2019,Upper Secondary Level,male,Other Degree,0.07423,640,5259,0.06715,0.08132
2019,Upper Secondary Level,male,"Dropout, No School Degree",0.00999,71,5259,0.00731,0.01268
2019,Upper Secondary Level,female,Secondary School Degree,0.34596,1725,6173,0.33409,0.35783
2019,Upper Secondary Level,female,Intermediate School Degree,0.49348,3164,6173,0.48101,0.50595
2019,Upper Secondary Level,female,Technical School Degree,0.01807,133,6173,0.01475,0.02139
2019,Upper Secondary Level,female,Upper Secondary Degree,0.06819,505,6173,0.06190,0.07448
2019,Upper Secondary Level,female,Other Degree,0.06815,596,6173,0.06186,0.07444
2019,Upper Secondary Level,female,"Dropout, No School Degree",0.00614,50,6173,0.00419,0.00808
2019,Post-secondary Non-tertiary Level,male,Technical School Degree,0.29654,244,879,0.26633,0.32675
2019,Post-secondary Non-tertiary Level,male,Upper Secondary Degree,0.51319,415,879,0.48013,0.54625
2019,Post-secondary Non-tertiary Level,male,Other Degree,0.18527,220,879,0.15957,0.21097
2019,Post-secondary Non-tertiary Level,female,Technical School Degree,0.29688,378,1362,0.27261,0.32115
2019,Post-secondary Non-tertiary Level,female,Upper Secondary Degree,0.48984,701,1362,0.46329,0.51640
2019,Post-secondary Non-tertiary Level,female,Other Degree,0.18716,283,1362,0.16644,0.20788
2019,First Stage of Tertiary Education,male,Secondary School Degree,0.25475,270,1021,0.22801,0.28150
2019,First Stage of Tertiary Education,male,Intermediate School Degree,0.45249,473,1021,0.42194,0.48304
2019,First Stage of Tertiary Education,male,Technical School Degree,0.12943,149,1021,0.10883,0.15003
2019,First Stage of Tertiary Education,male,Upper Secondary Degree,0.13483,129,1021,0.11387,0.15579
2019,First Stage of Tertiary Education,female,Secondary School Degree,0.16161,72,557,0.13102,0.19221
2019,First Stage of Tertiary Education,female,Intermediate School Degree,0.44105,297,557,0.39978,0.48232
2019,First Stage of Tertiary Education,female,Technical School Degree,0.13620,69,557,0.10769,0.16471
2019,First Stage of Tertiary Education,female,Upper Secondary Degree,0.23156,119,557,0.19650,0.26663
2019,Second Stage of Tertiary Education,male,Secondary School Degree,0.02887,94,3939,0.02364,0.03410
2019,Second Stage of Tertiary Education,male,Intermediate School Degree,0.09974,383,3939,0.09038,0.10910
2019,Second Stage of Tertiary Education,male,Technical School Degree,0.14047,435,3939,0.12961,0.15132
2019,Second Stage of Tertiary Education,male,Upper Secondary Degree,0.60896,2327,3939,0.59372,0.62420
2019,Second Stage of Tertiary Education,male,Other Degree,0.12131,700,3939,0.11111,0.13151
2019,Second Stage of Tertiary Education,female,Intermediate School Degree,0.10344,334,3424,0.09324,0.11364
2019,Second Stage of Tertiary Education,female,Technical School Degree,0.07760,239,3424,0.06864,0.08656
2019,Second Stage of Tertiary Education,female,Upper Secondary Degree,0.65812,2142,3424,0.64222,0.67401
2019,Second Stage of Tertiary Education,female,Other Degree,0.14688,709,3424,0.13502,0.15874
2020,Primary Level,male,Other Degree,0.14783,37,975,0.12554,0.17012
2020,Primary Level,male,"Dropout, No School Degree",0.78016,708,975,0.75415,0.80617
2020,Primary Level,male,No School Attended,0.06800,230,975,0.05219,0.08381
2020,Primary Level,female,"Dropout, No School Degree",0.83492,521,747,0.80828,0.86156
2020,Primary Level,female,No School Attended,0.06078,226,747,0.04364,0.07793
2020,Lower Secondary Level,male,Secondary School Degree,0.52262,494,1574,0.49793,0.54730
2020,Lower Secondary Level,male,Intermediate School Degree,0.28628,370,1574,0.26395,0.30862
2020,Lower Secondary Level,male,Other Degree,0.19110,710,1574,0.17167,0.21053
2020,Lower Secondary Level,female,Secondary School Degree,0.59565,720,1760,0.57271,0.61858
2020,Lower Secondary Level,female,Intermediate School Degree,0.26062,490,1760,0.24011,0.28114
2020,Lower Secondary Level,female,Other Degree,0.14373,550,1760,0.12733,0.16012
2020,Upper Secondary Level,male,Secondary School Degree,0.42908,1748,5143,0.41555,0.44261
2020,Upper Secondary Level,male,Intermediate School Degree,0.39303,1849,5143,0.37967,0.40638
2020,Upper Secondary Level,male,Technical School Degree,0.01937,104,5143,0.01560,0.02314
2020,Upper Secondary Level,male,Upper Secondary Degree,0.07798,426,5143,0.07065,0.08531
2020,Upper Secondary Level,male,Other Degree,0.07126,939,5143,0.06423,0.07830
2020,Upper Secondary Level,male,"Dropout, No School Degree",0.00902,77,5143,0.00643,0.01160
2020,Upper Secondary Level,female,Secondary School Degree,0.35415,1593,5930,0.34198,0.36632
2020,Upper Secondary Level,female,Intermediate School Degree,0.49112,2918,5930,0.47839,0.50384
2020,Upper Secondary Level,female,Technical School Degree,0.01763,125,5930,0.01428,0.02098
2020,Upper Secondary Level,female,Upper Secondary Degree,0.06627,498,5930,0.05994,0.07261
2020,Upper Secondary Level,female,Other Degree,0.06525,745,5930,0.05896,0.07153
2020,Upper Secondary Level,female,"Dropout, No School Degree",0.00550,51,5930,0.00362,0.00738
