,Unnamed: 0,year,bula_h,hhtyp,hgroom,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
286,286,1990,North Rhine-Westphalia,Couple with children,4 rooms,0.31892,150,3990,0.29406,0.34546
287,287,1990,North Rhine-Westphalia,Couple with children,5 rooms,0.20648,85,3990,0.18895,0.22707
288,288,1990,North Rhine-Westphalia,Couple with children,6 rooms,0.11294,44,3990,0.10058,0.12672
289,289,1990,Hesse,Single-person household,2 rooms,0.51408,31,3990,0.42039,0.59994
290,290,1990,Hesse,Single-person household,3 rooms,0.48592,31,3990,0.40709,0.5559
291,291,1990,Hesse,Couple without children,3 rooms,1.0,42,3990,0.85549,1.13522
292,292,1990,Hesse,Couple with children,3 rooms,0.50388,83,3990,0.40441,0.59944
293,293,1990,Hesse,Couple with children,4 rooms,0.49612,56,3990,0.41985,0.57039
294,294,1990,"Rhineland-Palatinate, Saarland",Couple with children,4 rooms,1.0,33,3990,0.85542,1.15541
295,295,1990,Baden-Wuerttemberg,Single-person household,2 rooms,0.40269,43,3990,0.33008,0.48718
296,296,1990,Baden-Wuerttemberg,Single-person household,3 rooms,0.59731,46,3990,0.5343,0.64399
297,297,1990,Baden-Wuerttemberg,Couple without children,2 rooms,0.17976,38,3990,0.13651,0.23382
298,298,1990,Baden-Wuerttemberg,Couple without children,3 rooms,0.48453,71,3990,0.42006,0.53679
299,299,1990,Baden-Wuerttemberg,Couple without children,4 rooms,0.33571,40,3990,0.29766,0.37562
300,300,1990,Baden-Wuerttemberg,Couple with children,3 rooms,0.30149,149,3990,0.25798,0.35001
301,301,1990,Baden-Wuerttemberg,Couple with children,4 rooms,0.31881,110,3990,0.28093,0.36755
302,302,1990,Baden-Wuerttemberg,Couple with children,5 rooms,0.21857,57,3990,0.19152,0.24703
303,303,1990,Baden-Wuerttemberg,Couple with children,6 rooms,0.16113,36,3990,0.13835,0.18173
304,304,1990,Bavaria,Single-person household,1 room,0.21757,36,3990,0.19196,0.24095
305,305,1990,Bavaria,Single-person household,2 rooms,0.3508,56,3990,0.31133,0.38608
306,306,1990,Bavaria,Single-person household,3 rooms,0.43163,64,3990,0.39785,0.46478
307,307,1990,Bavaria,Couple without children,2 rooms,0.25632,45,3990,0.20678,0.30876
308,308,1990,Bavaria,Couple without children,3 rooms,0.46762,65,3990,0.42127,0.50965
309,309,1990,Bavaria,Couple without children,4 rooms,0.27606,42,3990,0.2404,0.31841
310,310,1990,Bavaria,Couple with children,3 rooms,0.31507,109,3990,0.27068,0.35988
311,311,1990,Bavaria,Couple with children,4 rooms,0.29481,82,3990,0.26739,0.32432
312,312,1990,Bavaria,Couple with children,5 rooms,0.25988,58,3990,0.23878,0.28777
313,313,1990,Bavaria,Couple with children,6 rooms,0.13024,31,3990,0.11462,0.14229
314,314,1990,Berlin,Single-person household,2 rooms,1.0,55,3990,0.87062,1.11201
315,315,1990,Berlin,Couple without children,3 rooms,1.0,38,3990,0.86954,1.12844
316,316,1990,Berlin,Couple with children,3 rooms,0.55425,59,3990,0.45571,0.67747
317,317,1990,Berlin,Couple with children,4 rooms,0.44575,45,3990,0.36123,0.5486
318,318,1990,Brandenburg,Couple without children,3 rooms,1.0,44,3990,0.90313,1.11717
319,319,1990,Brandenburg,Couple with children,3 rooms,0.68047,100,3990,0.63669,0.72738
320,320,1990,Brandenburg,Couple with children,4 rooms,0.31953,48,3990,0.29253,0.35313
321,321,1990,Mecklenburg-Western Pomerania,Couple with children,3 rooms,1.0,55,3990,0.89925,1.0762
322,322,1990,Saxony,Single-person household,2 rooms,1.0,57,3990,0.93011,1.07497
323,323,1990,Saxony,Couple without children,2 rooms,0.4437,56,3990,0.40249,0.49053
324,324,1990,Saxony,Couple without children,3 rooms,0.5563,71,3990,0.51859,0.59276
325,325,1990,Saxony,Couple with children,2 rooms,0.16017,42,3990,0.15113,0.16946
326,326,1990,Saxony,Couple with children,3 rooms,0.49997,135,3990,0.47551,0.52291
327,327,1990,Saxony,Couple with children,4 rooms,0.33986,99,3990,0.32417,0.356
328,328,1990,Saxony-Anhalt,Single-person household,2 rooms,1.0,39,3990,0.86365,1.11327
329,329,1990,Saxony-Anhalt,Couple without children,3 rooms,1.0,39,3990,0.92789,1.07115
330,330,1990,Saxony-Anhalt,Couple with children,3 rooms,0.67016,99,3990,0.62607,0.71126
331,331,1990,Saxony-Anhalt,Couple with children,4 rooms,0.32984,52,3990,0.29198,0.36724
332,332,1990,Thuringa,Couple without children,3 rooms,1.0,40,3990,0.91564,1.09975
333,333,1990,Thuringa,Couple with children,3 rooms,0.59743,69,3990,0.54162,0.66467
334,334,1990,Thuringa,Couple with children,4 rooms,0.40257,55,3990,0.36228,0.43834
335,335,1991,Lower Saxony,Single-person household,2 rooms,0.55165,37,3887,0.47056,0.62035
336,336,1991,Lower Saxony,Single-person household,3 rooms,0.44835,32,3887,0.38193,0.51469
337,337,1991,Lower Saxony,Couple without children,3 rooms,0.53314,49,3887,0.45498,0.61055
338,338,1991,Lower Saxony,Couple without children,4 rooms,0.46686,34,3887,0.42956,0.51191
339,339,1991,Lower Saxony,Couple with children,3 rooms,0.50971,57,3887,0.41839,0.60196
340,340,1991,Lower Saxony,Couple with children,4 rooms,0.49029,48,3887,0.4239,0.5617
341,341,1991,North Rhine-Westphalia,Single-person household,1 room,0.11846,33,3887,0.0968,0.1396
342,342,1991,North Rhine-Westphalia,Single-person household,2 rooms,0.5422,125,3887,0.50894,0.57582
343,343,1991,North Rhine-Westphalia,Single-person household,3 rooms,0.33935,77,3887,0.31164,0.36394
344,344,1991,North Rhine-Westphalia,Couple without children,2 rooms,0.31928,85,3887,0.27816,0.35813
345,345,1991,North Rhine-Westphalia,Couple without children,3 rooms,0.50243,134,3887,0.45349,0.55779
346,346,1991,North Rhine-Westphalia,Couple without children,4 rooms,0.17828,52,3887,0.15881,0.20104
347,347,1991,North Rhine-Westphalia,Couple with children,2 rooms,0.05681,37,3887,0.04287,0.07249
348,348,1991,North Rhine-Westphalia,Couple with children,3 rooms,0.32813,197,3887,0.29808,0.3624
349,349,1991,North Rhine-Westphalia,Couple with children,4 rooms,0.30117,144,3887,0.27385,0.32604
350,350,1991,North Rhine-Westphalia,Couple with children,5 rooms,0.2012,84,3887,0.17936,0.22116
351,351,1991,North Rhine-Westphalia,Couple with children,6 rooms,0.11269,48,3887,0.10079,0.12449
352,352,1991,Hesse,Couple without children,3 rooms,1.0,49,3887,0.86396,1.14172
353,353,1991,Hesse,Couple with children,3 rooms,0.50702,74,3887,0.40377,0.63767
354,354,1991,Hesse,Couple with children,4 rooms,0.49298,48,3887,0.42369,0.58549
355,355,1991,"Rhineland-Palatinate, Saarland",Couple with children,4 rooms,1.0,34,3887,0.82683,1.15298
356,356,1991,Baden-Wuerttemberg,Single-person household,2 rooms,0.46052,53,3887,0.36914,0.54455
357,357,1991,Baden-Wuerttemberg,Single-person household,3 rooms,0.53948,42,3887,0.47093,0.60042
358,358,1991,Baden-Wuerttemberg,Couple without children,2 rooms,0.17522,37,3887,0.12566,0.23349
359,359,1991,Baden-Wuerttemberg,Couple without children,3 rooms,0.48982,78,3887,0.42202,0.55929
360,360,1991,Baden-Wuerttemberg,Couple without children,4 rooms,0.33496,42,3887,0.2978,0.37609
361,361,1991,Baden-Wuerttemberg,Couple with children,2 rooms,0.06713,32,3887,0.03829,0.09666
362,362,1991,Baden-Wuerttemberg,Couple with children,3 rooms,0.28131,144,3887,0.22844,0.324
363,363,1991,Baden-Wuerttemberg,Couple with children,4 rooms,0.27891,103,3887,0.23593,0.32245
364,364,1991,Baden-Wuerttemberg,Couple with children,5 rooms,0.2194,57,3887,0.1917,0.25139
365,365,1991,Baden-Wuerttemberg,Couple with children,6 rooms,0.15326,35,3887,0.13435,0.16769
366,366,1991,Bavaria,Single-person household,1 room,0.20062,31,3887,0.16869,0.22835
367,367,1991,Bavaria,Single-person household,2 rooms,0.37564,55,3887,0.33744,0.41375
368,368,1991,Bavaria,Single-person household,3 rooms,0.42374,57,3887,0.38814,0.458
369,369,1991,Bavaria,Couple without children,2 rooms,0.27908,51,3887,0.23171,0.33228
370,370,1991,Bavaria,Couple without children,3 rooms,0.43334,62,3887,0.3867,0.48007
371,371,1991,Bavaria,Couple without children,4 rooms,0.28758,43,3887,0.24657,0.32434
372,372,1991,Bavaria,Couple with children,3 rooms,0.3088,107,3887,0.26804,0.34762
373,373,1991,Bavaria,Couple with children,4 rooms,0.30853,87,3887,0.27592,0.33989
374,374,1991,Bavaria,Couple with children,5 rooms,0.24218,57,3887,0.21765,0.26727
375,375,1991,Bavaria,Couple with children,6 rooms,0.14048,33,3887,0.12456,0.15617
376,376,1991,Berlin,Single-person household,2 rooms,1.0,47,3887,0.8637,1.09826
377,377,1991,Berlin,Couple without children,3 rooms,1.0,37,3887,0.89468,1.14028
378,378,1991,Berlin,Couple with children,3 rooms,0.56383,57,3887,0.45585,0.66918
379,379,1991,Berlin,Couple with children,4 rooms,0.43617,42,3887,0.35353,0.52211
380,380,1991,Brandenburg,Couple without children,3 rooms,1.0,41,3887,0.89639,1.1373
381,381,1991,Brandenburg,Couple with children,3 rooms,0.70764,97,3887,0.65582,0.76123
382,382,1991,Brandenburg,Couple with children,4 rooms,0.29236,41,3887,0.25836,0.32527
383,383,1991,Mecklenburg-Western Pomerania,Couple with children,3 rooms,1.0,54,3887,0.91982,1.0993
384,384,1991,Saxony,Single-person household,2 rooms,1.0,55,3887,0.92843,1.07193
385,385,1991,Saxony,Couple without children,2 rooms,0.37834,42,3887,0.35084,0.41448
386,386,1991,Saxony,Couple without children,3 rooms,0.62166,68,3887,0.57901,0.66594
387,387,1991,Saxony,Couple with children,2 rooms,0.15499,36,3887,0.14327,0.16673
388,388,1991,Saxony,Couple with children,3 rooms,0.49163,118,3887,0.46008,0.52639
389,389,1991,Saxony,Couple with children,4 rooms,0.35338,95,3887,0.33659,0.36786
390,390,1991,Saxony-Anhalt,Single-person household,2 rooms,1.0,32,3887,0.88561,1.11318
391,391,1991,Saxony-Anhalt,Couple without children,3 rooms,1.0,40,3887,0.90014,1.11166
392,392,1991,Saxony-Anhalt,Couple with children,3 rooms,0.6265,89,3887,0.58528,0.67972
393,393,1991,Saxony-Anhalt,Couple with children,4 rooms,0.3735,56,3887,0.3347,0.40585
394,394,1991,Thuringa,Couple without children,3 rooms,1.0,34,3887,0.89512,1.10537
395,395,1991,Thuringa,Couple with children,3 rooms,0.60224,68,3887,0.55,0.67324
396,396,1991,Thuringa,Couple with children,4 rooms,0.39776,54,3887,0.36178,0.43984
397,397,1992,Lower Saxony,Single-person household,2 rooms,0.52945,38,3874,0.46361,0.60156
398,398,1992,Lower Saxony,Single-person household,3 rooms,0.47055,33,3874,0.40323,0.53694
399,399,1992,Lower Saxony,Couple without children,3 rooms,0.52317,45,3874,0.42706,0.61364
400,400,1992,Lower Saxony,Couple without children,4 rooms,0.47683,32,3874,0.42966,0.52108
401,401,1992,Lower Saxony,Couple with children,3 rooms,0.34933,60,3874,0.29601,0.41757
402,402,1992,Lower Saxony,Couple with children,4 rooms,0.36588,46,3874,0.30651,0.43649
403,403,1992,Lower Saxony,Couple with children,5 rooms,0.2848,32,3874,0.24869,0.33395
404,404,1992,North Rhine-Westphalia,Single-person household,1 room,0.11849,38,3874,0.09043,0.14211
405,405,1992,North Rhine-Westphalia,Single-person household,2 rooms,0.53857,122,3874,0.4998,0.57187
406,406,1992,North Rhine-Westphalia,Single-person household,3 rooms,0.34294,75,3874,0.32002,0.36783
407,407,1992,North Rhine-Westphalia,Couple without children,2 rooms,0.31035,88,3874,0.26536,0.36053
408,408,1992,North Rhine-Westphalia,Couple without children,3 rooms,0.4884,127,3874,0.4469,0.52857
409,409,1992,North Rhine-Westphalia,Couple without children,4 rooms,0.20125,57,3874,0.17052,0.23516
410,410,1992,North Rhine-Westphalia,Couple with children,2 rooms,0.05148,34,3874,0.03768,0.06592
411,411,1992,North Rhine-Westphalia,Couple with children,3 rooms,0.31339,198,3874,0.27908,0.34443
412,412,1992,North Rhine-Westphalia,Couple with children,4 rooms,0.30873,138,3874,0.27731,0.33689
413,413,1992,North Rhine-Westphalia,Couple with children,5 rooms,0.21793,89,3874,0.19861,0.24066
414,414,1992,North Rhine-Westphalia,Couple with children,6 rooms,0.10847,45,3874,0.09716,0.12301
415,415,1992,Hesse,Single-person household,2 rooms,1.0,31,3874,0.78977,1.19385
416,416,1992,Hesse,Couple without children,3 rooms,1.0,51,3874,0.85803,1.13271
417,417,1992,Hesse,Couple with children,3 rooms,0.50741,77,3874,0.40485,0.60497
418,418,1992,Hesse,Couple with children,4 rooms,0.49259,49,3874,0.40432,0.57668
419,419,1992,"Rhineland-Palatinate, Saarland",Couple with children,4 rooms,1.0,33,3874,0.83061,1.18327
420,420,1992,Baden-Wuerttemberg,Single-person household,2 rooms,0.44446,52,3874,0.36037,0.52563
421,421,1992,Baden-Wuerttemberg,Single-person household,3 rooms,0.55554,45,3874,0.48278,0.6351
422,422,1992,Baden-Wuerttemberg,Couple without children,2 rooms,0.14186,34,3874,0.09977,0.19019
423,423,1992,Baden-Wuerttemberg,Couple without children,3 rooms,0.51676,82,3874,0.43946,0.58133
424,424,1992,Baden-Wuerttemberg,Couple without children,4 rooms,0.34137,43,3874,0.29885,0.38422
425,425,1992,Baden-Wuerttemberg,Couple with children,2 rooms,0.05918,32,3874,0.03246,0.083
426,426,1992,Baden-Wuerttemberg,Couple with children,3 rooms,0.28279,129,3874,0.2316,0.3333
427,427,1992,Baden-Wuerttemberg,Couple with children,4 rooms,0.2695,100,3874,0.2264,0.31431
428,428,1992,Baden-Wuerttemberg,Couple with children,5 rooms,0.23647,62,3874,0.19939,0.27236
429,429,1992,Baden-Wuerttemberg,Couple with children,6 rooms,0.15207,35,3874,0.13175,0.16974
430,430,1992,Bavaria,Single-person household,2 rooms,0.45191,57,3874,0.39674,0.50871
431,431,1992,Bavaria,Single-person household,3 rooms,0.54809,61,3874,0.4828,0.6043
432,432,1992,Bavaria,Couple without children,2 rooms,0.3109,57,3874,0.26167,0.37227
433,433,1992,Bavaria,Couple without children,3 rooms,0.42895,65,3874,0.38092,0.49011
434,434,1992,Bavaria,Couple without children,4 rooms,0.26015,44,3874,0.22578,0.30319
435,435,1992,Bavaria,Couple with children,3 rooms,0.34217,118,3874,0.29875,0.38343
436,436,1992,Bavaria,Couple with children,4 rooms,0.29001,88,3874,0.2581,0.3251
437,437,1992,Bavaria,Couple with children,5 rooms,0.2258,54,3874,0.20504,0.251
438,438,1992,Bavaria,Couple with children,6 rooms,0.14202,36,3874,0.12664,0.15421
439,439,1992,Berlin,Single-person household,2 rooms,1.0,52,3874,0.85445,1.10952
440,440,1992,Berlin,Couple without children,3 rooms,1.0,37,3874,0.905,1.10139
441,441,1992,Berlin,Couple with children,3 rooms,0.61497,58,3874,0.52201,0.70947
442,442,1992,Berlin,Couple with children,4 rooms,0.38503,40,3874,0.33657,0.45053
443,443,1992,Brandenburg,Couple without children,3 rooms,1.0,38,3874,0.87895,1.14679
444,444,1992,Brandenburg,Couple with children,3 rooms,0.71276,89,3874,0.64628,0.77117
445,445,1992,Brandenburg,Couple with children,4 rooms,0.28724,36,3874,0.25124,0.32079
446,446,1992,Mecklenburg-Western Pomerania,Couple with children,3 rooms,1.0,48,3874,0.9133,1.0983
447,447,1992,Saxony,Single-person household,2 rooms,1.0,47,3874,0.90703,1.0766
448,448,1992,Saxony,Couple without children,2 rooms,0.39146,46,3874,0.35601,0.43262
449,449,1992,Saxony,Couple without children,3 rooms,0.60854,67,3874,0.55356,0.66724
450,450,1992,Saxony,Couple with children,2 rooms,0.16256,33,3874,0.1445,0.18219
451,451,1992,Saxony,Couple with children,3 rooms,0.46933,105,3874,0.44352,0.49823
452,452,1992,Saxony,Couple with children,4 rooms,0.36812,91,3874,0.35113,0.38859
453,453,1992,Saxony-Anhalt,Single-person household,2 rooms,1.0,32,3874,0.88079,1.11027
454,454,1992,Saxony-Anhalt,Couple without children,3 rooms,1.0,42,3874,0.89677,1.09749
455,455,1992,Saxony-Anhalt,Couple with children,3 rooms,0.61878,79,3874,0.56465,0.67169
456,456,1992,Saxony-Anhalt,Couple with children,4 rooms,0.38122,51,3874,0.34041,0.42364
457,457,1992,Thuringa,Couple without children,3 rooms,1.0,32,3874,0.86509,1.14005
458,458,1992,Thuringa,Couple with children,3 rooms,0.5568,64,3874,0.50235,0.61659
459,459,1992,Thuringa,Couple with children,4 rooms,0.4432,55,3874,0.39664,0.48919
460,460,1993,Lower Saxony,Single-person household,2 rooms,0.50784,39,3760,0.43655,0.57397
461,461,1993,Lower Saxony,Single-person household,3 rooms,0.49216,40,3760,0.41587,0.56455
462,462,1993,Lower Saxony,Couple without children,3 rooms,0.54287,51,3760,0.45619,0.64715
463,463,1993,Lower Saxony,Couple without children,4 rooms,0.45713,35,3760,0.41068,0.5082
464,464,1993,Lower Saxony,Couple with children,3 rooms,0.32988,58,3760,0.26514,0.38495
465,465,1993,Lower Saxony,Couple with children,4 rooms,0.31748,40,3760,0.25274,0.38886
466,466,1993,Lower Saxony,Couple with children,5 rooms,0.35265,36,3760,0.29576,0.41219
467,467,1993,North Rhine-Westphalia,Single-person household,1 room,0.11526,33,3760,0.08286,0.13966
468,468,1993,North Rhine-Westphalia,Single-person household,2 rooms,0.51387,118,3760,0.4703,0.55006
469,469,1993,North Rhine-Westphalia,Single-person household,3 rooms,0.37087,86,3760,0.33814,0.40035
470,470,1993,North Rhine-Westphalia,Couple without children,2 rooms,0.31189,87,3760,0.27153,0.36294
471,471,1993,North Rhine-Westphalia,Couple without children,3 rooms,0.48895,129,3760,0.4357,0.53908
472,472,1993,North Rhine-Westphalia,Couple without children,4 rooms,0.19916,59,3760,0.16554,0.23593
473,473,1993,North Rhine-Westphalia,Couple with children,2 rooms,0.04253,35,3760,0.02908,0.05899
474,474,1993,North Rhine-Westphalia,Couple with children,3 rooms,0.31882,196,3760,0.2838,0.35576
475,475,1993,North Rhine-Westphalia,Couple with children,4 rooms,0.31656,141,3760,0.28029,0.34915
476,476,1993,North Rhine-Westphalia,Couple with children,5 rooms,0.23313,92,3760,0.20687,0.26316
477,477,1993,North Rhine-Westphalia,Couple with children,6 rooms,0.08897,37,3760,0.07797,0.10025
478,478,1993,Hesse,Couple without children,2 rooms,0.22708,32,3760,0.16411,0.28819
479,479,1993,Hesse,Couple without children,3 rooms,0.49195,57,3760,0.41488,0.57142
480,480,1993,Hesse,Couple without children,4 rooms,0.28098,31,3760,0.21489,0.33977
481,481,1993,Hesse,Couple with children,3 rooms,0.52831,71,3760,0.40652,0.64801
482,482,1993,Hesse,Couple with children,4 rooms,0.47169,43,3760,0.39095,0.56101
483,483,1993,"Rhineland-Palatinate, Saarland",Couple with children,4 rooms,1.0,39,3760,0.83495,1.16795
484,484,1993,Baden-Wuerttemberg,Single-person household,2 rooms,0.38894,49,3760,0.32207,0.48084
485,485,1993,Baden-Wuerttemberg,Single-person household,3 rooms,0.61106,53,3760,0.51189,0.70414
486,486,1993,Baden-Wuerttemberg,Couple without children,2 rooms,0.15062,41,3760,0.11588,0.19327
487,487,1993,Baden-Wuerttemberg,Couple without children,3 rooms,0.50552,76,3760,0.43068,0.57205
488,488,1993,Baden-Wuerttemberg,Couple without children,4 rooms,0.34386,43,3760,0.28509,0.39979
489,489,1993,Baden-Wuerttemberg,Couple with children,3 rooms,0.32478,138,3760,0.26457,0.39508
490,490,1993,Baden-Wuerttemberg,Couple with children,4 rooms,0.29779,99,3760,0.24813,0.3503
491,491,1993,Baden-Wuerttemberg,Couple with children,5 rooms,0.22442,55,3760,0.18073,0.25993
492,492,1993,Baden-Wuerttemberg,Couple with children,6 rooms,0.15301,32,3760,0.13048,0.17451
493,493,1993,Bavaria,Single-person household,1 room,0.21096,35,3760,0.17274,0.25909
494,494,1993,Bavaria,Single-person household,2 rooms,0.37928,64,3760,0.34396,0.41684
495,495,1993,Bavaria,Single-person household,3 rooms,0.40976,60,3760,0.3697,0.45294
496,496,1993,Bavaria,Couple without children,2 rooms,0.2527,44,3760,0.19462,0.32694
497,497,1993,Bavaria,Couple without children,3 rooms,0.45376,67,3760,0.40297,0.51691
498,498,1993,Bavaria,Couple without children,4 rooms,0.29354,44,3760,0.25348,0.32951
499,499,1993,Bavaria,Couple with children,3 rooms,0.30763,103,3760,0.26342,0.35106
500,500,1993,Bavaria,Couple with children,4 rooms,0.31242,88,3760,0.26954,0.34356
501,501,1993,Bavaria,Couple with children,5 rooms,0.23898,55,3760,0.21449,0.26744
502,502,1993,Bavaria,Couple with children,6 rooms,0.14096,33,3760,0.12616,0.15482
