"plb0022_h","year","migback","sampreg","n","percent","lower_confidence","upper_confidence"
"Freiwilliger Wehrdienst","1987","direkter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Freiwilliger Wehrdienst","1987","indirekter Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"Freiwilliger Wehrdienst","1987","indirekter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"FSJ/FOeJ/BFD","1987","kein Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"FSJ/FOeJ/BFD","1987","kein Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"FSJ/FOeJ/BFD","1987","direkter Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"FSJ/FOeJ/BFD","1987","direkter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"FSJ/FOeJ/BFD","1987","indirekter Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"FSJ/FOeJ/BFD","1987","indirekter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Werkstatt fuer Behinderte","1987","kein Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"Werkstatt fuer Behinderte","1987","kein Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Werkstatt fuer Behinderte","1987","direkter Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"Werkstatt fuer Behinderte","1987","direkter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Werkstatt fuer Behinderte","1987","indirekter Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"Werkstatt fuer Behinderte","1987","indirekter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Nicht erwerbstaetig","1987","kein Migrationshintergrund","Westdeutschland, alte Bundeslaender","3110","0.455645639320465","0.444368377356283","0.466922901284648"
"Nicht erwerbstaetig","1987","kein Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Nicht erwerbstaetig","1987","direkter Migrationshintergrund","Westdeutschland, alte Bundeslaender","969","0.394718507992403","0.376754396677836","0.412682619306969"
"Nicht erwerbstaetig","1987","direkter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Nicht erwerbstaetig","1987","indirekter Migrationshintergrund","Westdeutschland, alte Bundeslaender","84","0.482146842341444","0.408533856165168","0.55575982851772"
"Nicht erwerbstaetig","1987","indirekter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Betriebliches Praktikum","1987","kein Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"Betriebliches Praktikum","1987","kein Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Betriebliches Praktikum","1987","direkter Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"Betriebliches Praktikum","1987","direkter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Betriebliches Praktikum","1987","indirekter Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"Betriebliches Praktikum","1987","indirekter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Wehrpflicht/Zivildienst","1987","kein Migrationshintergrund","Westdeutschland, alte Bundeslaender","50","0.00644693473886275","0.00463467109774569","0.00825919837997981"
"Wehrpflicht/Zivildienst","1987","kein Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Wehrpflicht/Zivildienst","1987","direkter Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"Wehrpflicht/Zivildienst","1987","direkter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Wehrpflicht/Zivildienst","1987","indirekter Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"Wehrpflicht/Zivildienst","1987","indirekter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Voll erwerbstaetig","1988","kein Migrationshintergrund","Westdeutschland, alte Bundeslaender","3118","0.415019851780742","0.403565266207794","0.426474437353689"
"Voll erwerbstaetig","1988","kein Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Voll erwerbstaetig","1988","direkter Migrationshintergrund","Westdeutschland, alte Bundeslaender","1482","0.490014232374108","0.471119703601374","0.508908761146841"
"Voll erwerbstaetig","1988","direkter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Voll erwerbstaetig","1988","indirekter Migrationshintergrund","Westdeutschland, alte Bundeslaender","69","0.297128850927336","0.237282957878456","0.356974743976216"
"Voll erwerbstaetig","1988","indirekter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Teilzeitbeschaeftigung","1988","kein Migrationshintergrund","Westdeutschland, alte Bundeslaender","536","0.068649607880004","0.0627713320241699","0.0745278837358381"
"Teilzeitbeschaeftigung","1988","kein Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Teilzeitbeschaeftigung","1988","direkter Migrationshintergrund","Westdeutschland, alte Bundeslaender","134","0.0573560905441092","0.0485675594490372","0.0661446216391813"
"Teilzeitbeschaeftigung","1988","direkter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Teilzeitbeschaeftigung","1988","indirekter Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"Teilzeitbeschaeftigung","1988","indirekter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Ausbildung/Lehre","1988","kein Migrationshintergrund","Westdeutschland, alte Bundeslaender","307","0.0338849790462623","0.0296787549267635","0.038091203165761"
"Ausbildung/Lehre","1988","kein Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Ausbildung/Lehre","1988","direkter Migrationshintergrund","Westdeutschland, alte Bundeslaender","90","0.0230775913758716","0.0174024332682547","0.0287527494834886"
"Ausbildung/Lehre","1988","direkter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Ausbildung/Lehre","1988","indirekter Migrationshintergrund","Westdeutschland, alte Bundeslaender","33","0.0872224234140707","0.0502718963397325","0.124172950488409"
"Ausbildung/Lehre","1988","indirekter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Geringfuegig erwerbstaetig","1988","kein Migrationshintergrund","Westdeutschland, alte Bundeslaender","158","0.0210180736886991","0.0176833629072535","0.0243527844701448"
"Geringfuegig erwerbstaetig","1988","kein Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Geringfuegig erwerbstaetig","1988","direkter Migrationshintergrund","Westdeutschland, alte Bundeslaender","41","0.018832736593525","0.0136948923914806","0.0239705807955695"
"Geringfuegig erwerbstaetig","1988","direkter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Geringfuegig erwerbstaetig","1988","indirekter Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"Geringfuegig erwerbstaetig","1988","indirekter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Altersteilzeit mit Arbeitszeit Null","1988","kein Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"Altersteilzeit mit Arbeitszeit Null","1988","kein Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Altersteilzeit mit Arbeitszeit Null","1988","direkter Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"Altersteilzeit mit Arbeitszeit Null","1988","direkter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Altersteilzeit mit Arbeitszeit Null","1988","indirekter Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"Altersteilzeit mit Arbeitszeit Null","1988","indirekter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Freiwilliger Wehrdienst","1988","kein Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"Freiwilliger Wehrdienst","1988","kein Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Freiwilliger Wehrdienst","1988","direkter Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"Freiwilliger Wehrdienst","1988","direkter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Freiwilliger Wehrdienst","1988","indirekter Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"Freiwilliger Wehrdienst","1988","indirekter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"FSJ/FOeJ/BFD","1988","kein Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"FSJ/FOeJ/BFD","1988","kein Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"FSJ/FOeJ/BFD","1988","direkter Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"FSJ/FOeJ/BFD","1988","direkter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"FSJ/FOeJ/BFD","1988","indirekter Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"FSJ/FOeJ/BFD","1988","indirekter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Werkstatt fuer Behinderte","1988","kein Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"Werkstatt fuer Behinderte","1988","kein Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Werkstatt fuer Behinderte","1988","direkter Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"Werkstatt fuer Behinderte","1988","direkter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Werkstatt fuer Behinderte","1988","indirekter Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"Werkstatt fuer Behinderte","1988","indirekter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Nicht erwerbstaetig","1988","kein Migrationshintergrund","Westdeutschland, alte Bundeslaender","2938","0.454778096635128","0.443202035849616","0.466354157420639"
"Nicht erwerbstaetig","1988","kein Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Nicht erwerbstaetig","1988","direkter Migrationshintergrund","Westdeutschland, alte Bundeslaender","937","0.408896931782525","0.390314984543881","0.427478879021169"
"Nicht erwerbstaetig","1988","direkter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Nicht erwerbstaetig","1988","indirekter Migrationshintergrund","Westdeutschland, alte Bundeslaender","103","0.479843688615423","0.414419113406773","0.545268263824074"
"Nicht erwerbstaetig","1988","indirekter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Betriebliches Praktikum","1988","kein Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"Betriebliches Praktikum","1988","kein Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Betriebliches Praktikum","1988","direkter Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"Betriebliches Praktikum","1988","direkter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Betriebliches Praktikum","1988","indirekter Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"Betriebliches Praktikum","1988","indirekter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Wehrpflicht/Zivildienst","1988","kein Migrationshintergrund","Westdeutschland, alte Bundeslaender","51","0.00664939096916541","0.00476002278742416","0.00853875915090666"
"Wehrpflicht/Zivildienst","1988","kein Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Wehrpflicht/Zivildienst","1988","direkter Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"Wehrpflicht/Zivildienst","1988","direkter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Wehrpflicht/Zivildienst","1988","indirekter Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"Wehrpflicht/Zivildienst","1988","indirekter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Voll erwerbstaetig","1989","kein Migrationshintergrund","Westdeutschland, alte Bundeslaender","3086","0.424342337703246","0.412632115170574","0.436052560235919"
"Voll erwerbstaetig","1989","kein Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Voll erwerbstaetig","1989","direkter Migrationshintergrund","Westdeutschland, alte Bundeslaender","1464","0.486812268730328","0.4676220566059","0.506002480854756"
"Voll erwerbstaetig","1989","direkter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Voll erwerbstaetig","1989","indirekter Migrationshintergrund","Westdeutschland, alte Bundeslaender","83","0.255643823064194","0.20272186704863","0.308565779079759"
"Voll erwerbstaetig","1989","indirekter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Teilzeitbeschaeftigung","1989","kein Migrationshintergrund","Westdeutschland, alte Bundeslaender","529","0.0707781864060157","0.0647019559901048","0.0768544168219265"
"Teilzeitbeschaeftigung","1989","kein Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Teilzeitbeschaeftigung","1989","direkter Migrationshintergrund","Westdeutschland, alte Bundeslaender","129","0.0547180763133866","0.045986212124761","0.0634499405020122"
"Teilzeitbeschaeftigung","1989","direkter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Teilzeitbeschaeftigung","1989","indirekter Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"Teilzeitbeschaeftigung","1989","indirekter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Ausbildung/Lehre","1989","kein Migrationshintergrund","Westdeutschland, alte Bundeslaender","277","0.0335211539963495","0.0292565326344538","0.0377857753582451"
"Ausbildung/Lehre","1989","kein Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Ausbildung/Lehre","1989","direkter Migrationshintergrund","Westdeutschland, alte Bundeslaender","65","0.0129415057731126","0.00860215522246286","0.0172808563237624"
"Ausbildung/Lehre","1989","direkter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Ausbildung/Lehre","1989","indirekter Migrationshintergrund","Westdeutschland, alte Bundeslaender","35","0.0878999167840941","0.0535486057325925","0.122251227835596"
"Ausbildung/Lehre","1989","indirekter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Geringfuegig erwerbstaetig","1989","kein Migrationshintergrund","Westdeutschland, alte Bundeslaender","152","0.0198439600153432","0.0165396057474863","0.0231483142832001"
"Geringfuegig erwerbstaetig","1989","kein Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Geringfuegig erwerbstaetig","1989","direkter Migrationshintergrund","Westdeutschland, alte Bundeslaender","41","0.0214394519973573","0.0158783408292338","0.0270005631654809"
"Geringfuegig erwerbstaetig","1989","direkter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Geringfuegig erwerbstaetig","1989","indirekter Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"Geringfuegig erwerbstaetig","1989","indirekter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Altersteilzeit mit Arbeitszeit Null","1989","kein Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"Altersteilzeit mit Arbeitszeit Null","1989","kein Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Altersteilzeit mit Arbeitszeit Null","1989","direkter Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"Altersteilzeit mit Arbeitszeit Null","1989","direkter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
