"plb0022_h","year","migback","sex","n","percent","lower_confidence","upper_confidence"
"Geringfuegig erwerbstaetig","1988","kein Migrationshintergrund","maennlich","37","0.0119274396813995","0.00829175812594626","0.0155631212368528"
"Geringfuegig erwerbstaetig","1988","kein Migrationshintergrund","weiblich","121","0.0291218247345514","0.0236913363043182","0.0345523131647845"
"Geringfuegig erwerbstaetig","1988","direkter Migrationshintergrund","maennlich","","","",""
"Geringfuegig erwerbstaetig","1988","direkter Migrationshintergrund","weiblich","35","0.0338047463958232","0.0238573424272465","0.0437521503643999"
"Geringfuegig erwerbstaetig","1988","indirekter Migrationshintergrund","maennlich","","","",""
"Geringfuegig erwerbstaetig","1988","indirekter Migrationshintergrund","weiblich","","","",""
"Altersteilzeit mit Arbeitszeit Null","1988","kein Migrationshintergrund","maennlich","","","",""
"Altersteilzeit mit Arbeitszeit Null","1988","kein Migrationshintergrund","weiblich","","","",""
"Altersteilzeit mit Arbeitszeit Null","1988","direkter Migrationshintergrund","maennlich","","","",""
"Altersteilzeit mit Arbeitszeit Null","1988","direkter Migrationshintergrund","weiblich","","","",""
"Altersteilzeit mit Arbeitszeit Null","1988","indirekter Migrationshintergrund","maennlich","","","",""
"Altersteilzeit mit Arbeitszeit Null","1988","indirekter Migrationshintergrund","weiblich","","","",""
"Freiwilliger Wehrdienst","1988","kein Migrationshintergrund","maennlich","","","",""
"Freiwilliger Wehrdienst","1988","kein Migrationshintergrund","weiblich","","","",""
"Freiwilliger Wehrdienst","1988","direkter Migrationshintergrund","maennlich","","","",""
"Freiwilliger Wehrdienst","1988","direkter Migrationshintergrund","weiblich","","","",""
"Freiwilliger Wehrdienst","1988","indirekter Migrationshintergrund","maennlich","","","",""
"Freiwilliger Wehrdienst","1988","indirekter Migrationshintergrund","weiblich","","","",""
"FSJ/FOeJ/BFD","1988","kein Migrationshintergrund","maennlich","","","",""
"FSJ/FOeJ/BFD","1988","kein Migrationshintergrund","weiblich","","","",""
"FSJ/FOeJ/BFD","1988","direkter Migrationshintergrund","maennlich","","","",""
"FSJ/FOeJ/BFD","1988","direkter Migrationshintergrund","weiblich","","","",""
"FSJ/FOeJ/BFD","1988","indirekter Migrationshintergrund","maennlich","","","",""
"FSJ/FOeJ/BFD","1988","indirekter Migrationshintergrund","weiblich","","","",""
"Werkstatt fuer Behinderte","1988","kein Migrationshintergrund","maennlich","","","",""
"Werkstatt fuer Behinderte","1988","kein Migrationshintergrund","weiblich","","","",""
"Werkstatt fuer Behinderte","1988","direkter Migrationshintergrund","maennlich","","","",""
"Werkstatt fuer Behinderte","1988","direkter Migrationshintergrund","weiblich","","","",""
"Werkstatt fuer Behinderte","1988","indirekter Migrationshintergrund","maennlich","","","",""
"Werkstatt fuer Behinderte","1988","indirekter Migrationshintergrund","weiblich","","","",""
"Nicht erwerbstaetig","1988","kein Migrationshintergrund","maennlich","939","0.307523892952177","0.292069226670652","0.322978559233702"
"Nicht erwerbstaetig","1988","kein Migrationshintergrund","weiblich","1999","0.586046323487473","0.57013929435174","0.601953352623207"
"Nicht erwerbstaetig","1988","direkter Migrationshintergrund","maennlich","291","0.281510861070157","0.258127403213335","0.30489431892698"
"Nicht erwerbstaetig","1988","direkter Migrationshintergrund","weiblich","646","0.542199499862431","0.514777056260668","0.569621943464194"
"Nicht erwerbstaetig","1988","indirekter Migrationshintergrund","maennlich","40","0.402753710654483","0.310255630559331","0.495251790749636"
"Nicht erwerbstaetig","1988","indirekter Migrationshintergrund","weiblich","63","0.540459255532761","0.449768590312479","0.631149920753042"
"Betriebliches Praktikum","1988","kein Migrationshintergrund","maennlich","","","",""
"Betriebliches Praktikum","1988","kein Migrationshintergrund","weiblich","","","",""
"Betriebliches Praktikum","1988","direkter Migrationshintergrund","maennlich","","","",""
"Betriebliches Praktikum","1988","direkter Migrationshintergrund","weiblich","","","",""
"Betriebliches Praktikum","1988","indirekter Migrationshintergrund","maennlich","","","",""
"Betriebliches Praktikum","1988","indirekter Migrationshintergrund","weiblich","","","",""
"Wehrpflicht/Zivildienst","1988","kein Migrationshintergrund","maennlich","51","0.0141085514653488","0.0101587654638706","0.018058337466827"
"Wehrpflicht/Zivildienst","1988","kein Migrationshintergrund","weiblich","","","",""
"Wehrpflicht/Zivildienst","1988","direkter Migrationshintergrund","maennlich","","","",""
"Wehrpflicht/Zivildienst","1988","direkter Migrationshintergrund","weiblich","","","",""
"Wehrpflicht/Zivildienst","1988","indirekter Migrationshintergrund","maennlich","","","",""
"Wehrpflicht/Zivildienst","1988","indirekter Migrationshintergrund","weiblich","","","",""
"Voll erwerbstaetig","1989","kein Migrationshintergrund","maennlich","2149","0.624131981081324","0.607609272817999","0.640654689344649"
"Voll erwerbstaetig","1989","kein Migrationshintergrund","weiblich","937","0.245560566296207","0.231385819300897","0.259735313291518"
"Voll erwerbstaetig","1989","direkter Migrationshintergrund","maennlich","1034","0.684973322362726","0.660257864383049","0.709688780342402"
"Voll erwerbstaetig","1989","direkter Migrationshintergrund","weiblich","430","0.286173848670002","0.261108250613094","0.31123944672691"
"Voll erwerbstaetig","1989","indirekter Migrationshintergrund","maennlich","45","0.326863052084917","0.243967702814054","0.40975840135578"
"Voll erwerbstaetig","1989","indirekter Migrationshintergrund","weiblich","38","0.196279474087083","0.130012289365698","0.262546658808467"
"Teilzeitbeschaeftigung","1989","kein Migrationshintergrund","maennlich","32","0.0105422752441243","0.00705817111711257","0.014026379371136"
"Teilzeitbeschaeftigung","1989","kein Migrationshintergrund","weiblich","497","0.124680294231799","0.113800865923158","0.135559722540441"
"Teilzeitbeschaeftigung","1989","direkter Migrationshintergrund","maennlich","","","",""
"Teilzeitbeschaeftigung","1989","direkter Migrationshintergrund","weiblich","121","0.101551793241566","0.0848001585625644","0.118303427920568"
"Teilzeitbeschaeftigung","1989","indirekter Migrationshintergrund","maennlich","","","",""
"Teilzeitbeschaeftigung","1989","indirekter Migrationshintergrund","weiblich","","","",""
"Ausbildung/Lehre","1989","kein Migrationshintergrund","maennlich","157","0.0405335880399905","0.0338061804403118","0.0472609956396692"
"Ausbildung/Lehre","1989","kein Migrationshintergrund","weiblich","120","0.0272460770754467","0.0218846883284567","0.0326074658224366"
"Ausbildung/Lehre","1989","direkter Migrationshintergrund","maennlich","42","0.0138506743146709","0.00763247029855102","0.0200688783307908"
"Ausbildung/Lehre","1989","direkter Migrationshintergrund","weiblich","","","",""
"Ausbildung/Lehre","1989","indirekter Migrationshintergrund","maennlich","","","",""
"Ausbildung/Lehre","1989","indirekter Migrationshintergrund","weiblich","","","",""
"Geringfuegig erwerbstaetig","1989","kein Migrationshintergrund","maennlich","34","0.010787995221959","0.00726395878102103","0.014312031662897"
"Geringfuegig erwerbstaetig","1989","kein Migrationshintergrund","weiblich","118","0.027947690520018","0.0225196685909972","0.0333757124490388"
"Geringfuegig erwerbstaetig","1989","direkter Migrationshintergrund","maennlich","","","",""
"Geringfuegig erwerbstaetig","1989","direkter Migrationshintergrund","weiblich","31","0.0333788738652754","0.0234172336244245","0.0433405141061262"
"Geringfuegig erwerbstaetig","1989","indirekter Migrationshintergrund","maennlich","","","",""
"Geringfuegig erwerbstaetig","1989","indirekter Migrationshintergrund","weiblich","","","",""
"Altersteilzeit mit Arbeitszeit Null","1989","kein Migrationshintergrund","maennlich","","","",""
"Altersteilzeit mit Arbeitszeit Null","1989","kein Migrationshintergrund","weiblich","","","",""
"Altersteilzeit mit Arbeitszeit Null","1989","direkter Migrationshintergrund","maennlich","","","",""
"Altersteilzeit mit Arbeitszeit Null","1989","direkter Migrationshintergrund","weiblich","","","",""
"Altersteilzeit mit Arbeitszeit Null","1989","indirekter Migrationshintergrund","maennlich","","","",""
"Altersteilzeit mit Arbeitszeit Null","1989","indirekter Migrationshintergrund","weiblich","","","",""
"Freiwilliger Wehrdienst","1989","kein Migrationshintergrund","maennlich","","","",""
"Freiwilliger Wehrdienst","1989","kein Migrationshintergrund","weiblich","","","",""
"Freiwilliger Wehrdienst","1989","direkter Migrationshintergrund","maennlich","","","",""
"Freiwilliger Wehrdienst","1989","direkter Migrationshintergrund","weiblich","","","",""
"Freiwilliger Wehrdienst","1989","indirekter Migrationshintergrund","maennlich","","","",""
"Freiwilliger Wehrdienst","1989","indirekter Migrationshintergrund","weiblich","","","",""
"FSJ/FOeJ/BFD","1989","kein Migrationshintergrund","maennlich","","","",""
"FSJ/FOeJ/BFD","1989","kein Migrationshintergrund","weiblich","","","",""
"FSJ/FOeJ/BFD","1989","direkter Migrationshintergrund","maennlich","","","",""
"FSJ/FOeJ/BFD","1989","direkter Migrationshintergrund","weiblich","","","",""
"FSJ/FOeJ/BFD","1989","indirekter Migrationshintergrund","maennlich","","","",""
"FSJ/FOeJ/BFD","1989","indirekter Migrationshintergrund","weiblich","","","",""
"Werkstatt fuer Behinderte","1989","kein Migrationshintergrund","maennlich","","","",""
"Werkstatt fuer Behinderte","1989","kein Migrationshintergrund","weiblich","","","",""
"Werkstatt fuer Behinderte","1989","direkter Migrationshintergrund","maennlich","","","",""
"Werkstatt fuer Behinderte","1989","direkter Migrationshintergrund","weiblich","","","",""
"Werkstatt fuer Behinderte","1989","indirekter Migrationshintergrund","maennlich","","","",""
"Werkstatt fuer Behinderte","1989","indirekter Migrationshintergrund","weiblich","","","",""
"Nicht erwerbstaetig","1989","kein Migrationshintergrund","maennlich","881","0.302912199838897","0.287236481466259","0.318587918211536"
"Nicht erwerbstaetig","1989","kein Migrationshintergrund","weiblich","1870","0.574565371876529","0.558283289230582","0.590847454522475"
"Nicht erwerbstaetig","1989","direkter Migrationshintergrund","maennlich","261","0.277802694274395","0.253971032542282","0.301634356006508"
"Nicht erwerbstaetig","1989","direkter Migrationshintergrund","weiblich","644","0.566874513219127","0.539394482897294","0.59435454354096"
"Nicht erwerbstaetig","1989","indirekter Migrationshintergrund","maennlich","52","0.526845013564246","0.438610461973442","0.615079565155051"
"Nicht erwerbstaetig","1989","indirekter Migrationshintergrund","weiblich","71","0.502913693088913","0.419493502439743","0.586333883738082"
"Betriebliches Praktikum","1989","kein Migrationshintergrund","maennlich","","","",""
"Betriebliches Praktikum","1989","kein Migrationshintergrund","weiblich","","","",""
"Betriebliches Praktikum","1989","direkter Migrationshintergrund","maennlich","","","",""
"Betriebliches Praktikum","1989","direkter Migrationshintergrund","weiblich","","","",""
"Betriebliches Praktikum","1989","indirekter Migrationshintergrund","maennlich","","","",""
"Betriebliches Praktikum","1989","indirekter Migrationshintergrund","weiblich","","","",""
"Wehrpflicht/Zivildienst","1989","kein Migrationshintergrund","maennlich","48","0.0110919605737049","0.00751917097626744","0.0146647501711423"
"Wehrpflicht/Zivildienst","1989","kein Migrationshintergrund","weiblich","","","",""
"Wehrpflicht/Zivildienst","1989","direkter Migrationshintergrund","maennlich","","","",""
"Wehrpflicht/Zivildienst","1989","direkter Migrationshintergrund","weiblich","","","",""
"Wehrpflicht/Zivildienst","1989","indirekter Migrationshintergrund","maennlich","","","",""
"Wehrpflicht/Zivildienst","1989","indirekter Migrationshintergrund","weiblich","","","",""
"Voll erwerbstaetig","1990","kein Migrationshintergrund","maennlich","2082","0.62831247626465","0.611576677112029","0.645048275417271"
"Voll erwerbstaetig","1990","kein Migrationshintergrund","weiblich","918","0.247784923303014","0.233416239017139","0.262153607588888"
"Voll erwerbstaetig","1990","direkter Migrationshintergrund","maennlich","1002","0.686391680458054","0.661578074700439","0.711205286215668"
"Voll erwerbstaetig","1990","direkter Migrationshintergrund","weiblich","425","0.294898665271296","0.269184241561275","0.320613088981318"
"Voll erwerbstaetig","1990","indirekter Migrationshintergrund","maennlich","56","0.333439235951392","0.256967686963388","0.409910784939396"
"Voll erwerbstaetig","1990","indirekter Migrationshintergrund","weiblich","40","0.213200921382254","0.147874919763453","0.278526923001054"
"Teilzeitbeschaeftigung","1990","kein Migrationshintergrund","maennlich","39","0.0126883373916206","0.00881220042856617","0.016564474354675"
"Teilzeitbeschaeftigung","1990","kein Migrationshintergrund","weiblich","523","0.137272523309779","0.12581905100492","0.148725995614638"
"Teilzeitbeschaeftigung","1990","direkter Migrationshintergrund","maennlich","","","",""
"Teilzeitbeschaeftigung","1990","direkter Migrationshintergrund","weiblich","128","0.125947829711806","0.107237620409412","0.144658039014199"
"Teilzeitbeschaeftigung","1990","indirekter Migrationshintergrund","maennlich","","","",""
"Teilzeitbeschaeftigung","1990","indirekter Migrationshintergrund","weiblich","","","",""
"Ausbildung/Lehre","1990","kein Migrationshintergrund","maennlich","136","0.0394693645095476","0.03272633129152","0.0462123977275752"
"Ausbildung/Lehre","1990","kein Migrationshintergrund","weiblich","104","0.0239227523990785","0.0188369882733764","0.0290085165247806"
"Ausbildung/Lehre","1990","direkter Migrationshintergrund","maennlich","39","0.0252541039633986","0.0168629483647984","0.0336452595619988"
"Ausbildung/Lehre","1990","direkter Migrationshintergrund","weiblich","","","",""
"Ausbildung/Lehre","1990","indirekter Migrationshintergrund","maennlich","","","",""
"Ausbildung/Lehre","1990","indirekter Migrationshintergrund","weiblich","","","",""
"Geringfuegig erwerbstaetig","1990","kein Migrationshintergrund","maennlich","30","0.00911004514853418","0.00581969134377075","0.0124003989532976"
"Geringfuegig erwerbstaetig","1990","kein Migrationshintergrund","weiblich","113","0.029163170294682","0.0235630283474243","0.0347633122419397"
"Geringfuegig erwerbstaetig","1990","direkter Migrationshintergrund","maennlich","","","",""
"Geringfuegig erwerbstaetig","1990","direkter Migrationshintergrund","weiblich","","","",""
"Geringfuegig erwerbstaetig","1990","indirekter Migrationshintergrund","maennlich","","","",""
"Geringfuegig erwerbstaetig","1990","indirekter Migrationshintergrund","weiblich","","","",""
"Altersteilzeit mit Arbeitszeit Null","1990","kein Migrationshintergrund","maennlich","","","",""
"Altersteilzeit mit Arbeitszeit Null","1990","kein Migrationshintergrund","weiblich","","","",""
"Altersteilzeit mit Arbeitszeit Null","1990","direkter Migrationshintergrund","maennlich","","","",""
"Altersteilzeit mit Arbeitszeit Null","1990","direkter Migrationshintergrund","weiblich","","","",""
"Altersteilzeit mit Arbeitszeit Null","1990","indirekter Migrationshintergrund","maennlich","","","",""
