"plb0022_h","year","bildungsniveau","sampreg","n","percent","lower_confidence","upper_confidence"
"Ausbildung/Lehre","1986","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Ausbildung/Lehre","1986","Realschulabschluss","Westdeutschland, alte Bundeslaender","138","0.0658571326981108","0.054331409716158","0.0773828556800636"
"Ausbildung/Lehre","1986","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Ausbildung/Lehre","1986","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","48","0.0699374643901296","0.0524598378206753","0.087415090959584"
"Ausbildung/Lehre","1986","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"Ausbildung/Lehre","1986","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"Ausbildung/Lehre","1986","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"Geringfuegig erwerbstaetig","1986","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","","","",""
"Geringfuegig erwerbstaetig","1986","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Geringfuegig erwerbstaetig","1986","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","149","0.0249372691771094","0.0210302225920011","0.0288443157622176"
"Geringfuegig erwerbstaetig","1986","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Geringfuegig erwerbstaetig","1986","Realschulabschluss","Westdeutschland, alte Bundeslaender","40","0.0201317125516087","0.0136051526477999","0.0266582724554175"
"Geringfuegig erwerbstaetig","1986","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Geringfuegig erwerbstaetig","1986","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","37","0.0451872749546568","0.0309528930314371","0.0594216568778765"
"Geringfuegig erwerbstaetig","1986","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"Geringfuegig erwerbstaetig","1986","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"Geringfuegig erwerbstaetig","1986","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"Altersteilzeit mit Arbeitszeit Null","1986","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","","","",""
"Altersteilzeit mit Arbeitszeit Null","1986","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Altersteilzeit mit Arbeitszeit Null","1986","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"Altersteilzeit mit Arbeitszeit Null","1986","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Altersteilzeit mit Arbeitszeit Null","1986","Realschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"Altersteilzeit mit Arbeitszeit Null","1986","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Altersteilzeit mit Arbeitszeit Null","1986","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","","","",""
"Altersteilzeit mit Arbeitszeit Null","1986","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"Altersteilzeit mit Arbeitszeit Null","1986","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"Altersteilzeit mit Arbeitszeit Null","1986","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"Freiwilliger Wehrdienst","1986","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","","","",""
"Freiwilliger Wehrdienst","1986","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Freiwilliger Wehrdienst","1986","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"Freiwilliger Wehrdienst","1986","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Freiwilliger Wehrdienst","1986","Realschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"Freiwilliger Wehrdienst","1986","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Freiwilliger Wehrdienst","1986","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","","","",""
"Freiwilliger Wehrdienst","1986","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"Freiwilliger Wehrdienst","1986","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"Freiwilliger Wehrdienst","1986","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"FSJ/FOeJ/BFD","1986","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","","","",""
"FSJ/FOeJ/BFD","1986","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"FSJ/FOeJ/BFD","1986","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"FSJ/FOeJ/BFD","1986","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"FSJ/FOeJ/BFD","1986","Realschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"FSJ/FOeJ/BFD","1986","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"FSJ/FOeJ/BFD","1986","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","","","",""
"FSJ/FOeJ/BFD","1986","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"FSJ/FOeJ/BFD","1986","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"FSJ/FOeJ/BFD","1986","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"Werkstatt fuer Behinderte","1986","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","","","",""
"Werkstatt fuer Behinderte","1986","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Werkstatt fuer Behinderte","1986","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"Werkstatt fuer Behinderte","1986","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Werkstatt fuer Behinderte","1986","Realschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"Werkstatt fuer Behinderte","1986","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Werkstatt fuer Behinderte","1986","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","","","",""
"Werkstatt fuer Behinderte","1986","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"Werkstatt fuer Behinderte","1986","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"Werkstatt fuer Behinderte","1986","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"Nicht erwerbstaetig","1986","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","549","0.676644071864985","0.648242996397318","0.705045147332652"
"Nicht erwerbstaetig","1986","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Nicht erwerbstaetig","1986","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","2528","0.491907254129681","0.479381007011872","0.50443350124749"
"Nicht erwerbstaetig","1986","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Nicht erwerbstaetig","1986","Realschulabschluss","Westdeutschland, alte Bundeslaender","649","0.405466142568287","0.382650867424336","0.428281417712238"
"Nicht erwerbstaetig","1986","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Nicht erwerbstaetig","1986","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","353","0.467496683249055","0.433304891098598","0.501688475399513"
"Nicht erwerbstaetig","1986","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"Nicht erwerbstaetig","1986","AkademikerInnen","Westdeutschland, alte Bundeslaender","162","0.246703720588014","0.215871920360451","0.277535520815576"
"Nicht erwerbstaetig","1986","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"Betriebliches Praktikum","1986","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","","","",""
"Betriebliches Praktikum","1986","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Betriebliches Praktikum","1986","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"Betriebliches Praktikum","1986","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Betriebliches Praktikum","1986","Realschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"Betriebliches Praktikum","1986","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Betriebliches Praktikum","1986","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","","","",""
"Betriebliches Praktikum","1986","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"Betriebliches Praktikum","1986","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"Betriebliches Praktikum","1986","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"Wehrpflicht/Zivildienst","1986","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","","","",""
"Wehrpflicht/Zivildienst","1986","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Wehrpflicht/Zivildienst","1986","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"Wehrpflicht/Zivildienst","1986","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Wehrpflicht/Zivildienst","1986","Realschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"Wehrpflicht/Zivildienst","1986","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Wehrpflicht/Zivildienst","1986","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","","","",""
"Wehrpflicht/Zivildienst","1986","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"Wehrpflicht/Zivildienst","1986","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"Wehrpflicht/Zivildienst","1986","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"Voll erwerbstaetig","1987","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","417","0.291592310952708","0.26364558706524","0.319539034840176"
"Voll erwerbstaetig","1987","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Voll erwerbstaetig","1987","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","2851","0.403827429043083","0.391459473312663","0.416195384773503"
"Voll erwerbstaetig","1987","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Voll erwerbstaetig","1987","Realschulabschluss","Westdeutschland, alte Bundeslaender","807","0.44964350275029","0.426435811061585","0.472851194438995"
"Voll erwerbstaetig","1987","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Voll erwerbstaetig","1987","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","308","0.33722616416846","0.304217473992397","0.370234854344523"
"Voll erwerbstaetig","1987","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"Voll erwerbstaetig","1987","AkademikerInnen","Westdeutschland, alte Bundeslaender","513","0.653205212472343","0.619005478747872","0.687404946196814"
"Voll erwerbstaetig","1987","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"Teilzeitbeschaeftigung","1987","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","37","0.0317502813569661","0.020969041309003","0.0425315214049291"
"Teilzeitbeschaeftigung","1987","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Teilzeitbeschaeftigung","1987","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","415","0.0690552391888657","0.0626641586182702","0.0754463197594613"
"Teilzeitbeschaeftigung","1987","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Teilzeitbeschaeftigung","1987","Realschulabschluss","Westdeutschland, alte Bundeslaender","138","0.0726409141771508","0.0605324140025912","0.0847494143517105"
"Teilzeitbeschaeftigung","1987","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Teilzeitbeschaeftigung","1987","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","39","0.0534952401744315","0.0377842356289423","0.0692062447199207"
"Teilzeitbeschaeftigung","1987","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"Teilzeitbeschaeftigung","1987","AkademikerInnen","Westdeutschland, alte Bundeslaender","49","0.061218658035938","0.0439926061643478","0.0784447099075283"
"Teilzeitbeschaeftigung","1987","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"Ausbildung/Lehre","1987","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","","","",""
"Ausbildung/Lehre","1987","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Ausbildung/Lehre","1987","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","173","0.0185416700347142","0.0151413141246325","0.0219420259447958"
"Ausbildung/Lehre","1987","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Ausbildung/Lehre","1987","Realschulabschluss","Westdeutschland, alte Bundeslaender","168","0.0752363121827626","0.0629306533551293","0.087541971010396"
"Ausbildung/Lehre","1987","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Ausbildung/Lehre","1987","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","58","0.0791673088229171","0.0603157057126148","0.0980189119332194"
"Ausbildung/Lehre","1987","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"Ausbildung/Lehre","1987","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"Ausbildung/Lehre","1987","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"Geringfuegig erwerbstaetig","1987","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","","","",""
"Geringfuegig erwerbstaetig","1987","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Geringfuegig erwerbstaetig","1987","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","104","0.0174135451779572","0.0141163625378201","0.0207107278180942"
"Geringfuegig erwerbstaetig","1987","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Geringfuegig erwerbstaetig","1987","Realschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"Geringfuegig erwerbstaetig","1987","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Geringfuegig erwerbstaetig","1987","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","41","0.0563996102994512","0.0402925201400598","0.0725067004588427"
"Geringfuegig erwerbstaetig","1987","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"Geringfuegig erwerbstaetig","1987","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"Geringfuegig erwerbstaetig","1987","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"Altersteilzeit mit Arbeitszeit Null","1987","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","","","",""
"Altersteilzeit mit Arbeitszeit Null","1987","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Altersteilzeit mit Arbeitszeit Null","1987","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"Altersteilzeit mit Arbeitszeit Null","1987","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Altersteilzeit mit Arbeitszeit Null","1987","Realschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"Altersteilzeit mit Arbeitszeit Null","1987","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Altersteilzeit mit Arbeitszeit Null","1987","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","","","",""
"Altersteilzeit mit Arbeitszeit Null","1987","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"Altersteilzeit mit Arbeitszeit Null","1987","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"Altersteilzeit mit Arbeitszeit Null","1987","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"Freiwilliger Wehrdienst","1987","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","","","",""
"Freiwilliger Wehrdienst","1987","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Freiwilliger Wehrdienst","1987","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"Freiwilliger Wehrdienst","1987","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Freiwilliger Wehrdienst","1987","Realschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"Freiwilliger Wehrdienst","1987","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Freiwilliger Wehrdienst","1987","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","","","",""
"Freiwilliger Wehrdienst","1987","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"Freiwilliger Wehrdienst","1987","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"Freiwilliger Wehrdienst","1987","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"FSJ/FOeJ/BFD","1987","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","","","",""
"FSJ/FOeJ/BFD","1987","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"FSJ/FOeJ/BFD","1987","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"FSJ/FOeJ/BFD","1987","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"FSJ/FOeJ/BFD","1987","Realschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"FSJ/FOeJ/BFD","1987","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"FSJ/FOeJ/BFD","1987","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","","","",""
"FSJ/FOeJ/BFD","1987","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"FSJ/FOeJ/BFD","1987","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"FSJ/FOeJ/BFD","1987","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"Werkstatt fuer Behinderte","1987","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","","","",""
"Werkstatt fuer Behinderte","1987","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
