"plb0022_h","year","migback","n","percent","lower_confidence","upper_confidence"
"Ausbildung/Lehre","2019","indirekter Migrationshintergrund","110","0.0687936930466735","0.0568008996298615","0.0807864864634855"
"Geringfuegig erwerbstaetig","2019","kein Migrationshintergrund","1057","0.048898102008073","0.0459321552787907","0.0518640487373553"
"Geringfuegig erwerbstaetig","2019","direkter Migrationshintergrund","439","0.061135675777382","0.0557875963930826","0.0664837551616815"
"Geringfuegig erwerbstaetig","2019","indirekter Migrationshintergrund","127","0.0496223260982929","0.0393324591750875","0.0599121930214984"
"Altersteilzeit mit Arbeitszeit Null","2019","kein Migrationshintergrund","48","0.00304227083566149","0.0022848432282369","0.00379969844308609"
"Altersteilzeit mit Arbeitszeit Null","2019","direkter Migrationshintergrund","","","",""
"Altersteilzeit mit Arbeitszeit Null","2019","indirekter Migrationshintergrund","","","",""
"Freiwilliger Wehrdienst","2019","kein Migrationshintergrund","","","",""
"Freiwilliger Wehrdienst","2019","direkter Migrationshintergrund","","","",""
"Freiwilliger Wehrdienst","2019","indirekter Migrationshintergrund","","","",""
"FSJ/FOeJ/BFD","2019","kein Migrationshintergrund","47","0.00177634702293205","0.00119720956486457","0.00235548448099953"
"FSJ/FOeJ/BFD","2019","direkter Migrationshintergrund","","","",""
"FSJ/FOeJ/BFD","2019","indirekter Migrationshintergrund","","","",""
"Werkstatt fuer Behinderte","2019","kein Migrationshintergrund","32","0.00298804848242622","0.00223738061989157","0.00373871634496087"
"Werkstatt fuer Behinderte","2019","direkter Migrationshintergrund","","","",""
"Werkstatt fuer Behinderte","2019","indirekter Migrationshintergrund","","","",""
"Nicht erwerbstaetig","2019","kein Migrationshintergrund","7024","0.392021143163761","0.385306811271029","0.398735475056493"
"Nicht erwerbstaetig","2019","direkter Migrationshintergrund","3869","0.392019003304816","0.381120982547523","0.402917024062108"
"Nicht erwerbstaetig","2019","indirekter Migrationshintergrund","457","0.28057643854817","0.25928813697252","0.301864740123819"
"Betriebliches Praktikum","2019","kein Migrationshintergrund","","","",""
"Betriebliches Praktikum","2019","direkter Migrationshintergrund","31","0.000424734725399285","-3.52206548744209e-05","0.000884690105672992"
"Betriebliches Praktikum","2019","indirekter Migrationshintergrund","","","",""
"Wehrpflicht/Zivildienst","2019","kein Migrationshintergrund","","","",""
"Wehrpflicht/Zivildienst","2019","direkter Migrationshintergrund","","","",""
"Wehrpflicht/Zivildienst","2019","indirekter Migrationshintergrund","","","",""
