"erwst","year","migback","quintil_oecd","n","percent","lower_confidence_percent","upper_confidence_percent"
"Teilzeit","1998","direkter Migrationshintergrund","2","49","0.0781274700295041","0.058232338226769","0.0980226018322393"
"Teilzeit","1998","direkter Migrationshintergrund","3","29","","",""
"Teilzeit","1998","direkter Migrationshintergrund","4","12","","",""
"Teilzeit","1998","direkter Migrationshintergrund","5 Einkommensstärkstes Quintil","4","","",""
"Teilzeit","1998","indirekter Migrationshintergrund","1 Einkommensschwächstes Quintil","11","","",""
"Teilzeit","1998","indirekter Migrationshintergrund","2","12","","",""
"Teilzeit","1998","indirekter Migrationshintergrund","3","5","","",""
"Teilzeit","1998","indirekter Migrationshintergrund","4","2","","",""
"Teilzeit","1998","indirekter Migrationshintergrund","5 Einkommensstärkstes Quintil","1","","",""
"Teilzeit","1998","Migrationshintergrund - n. w. differenzierbar","1 Einkommensschwächstes Quintil","","","",""
"Teilzeit","1998","Migrationshintergrund - n. w. differenzierbar","2","","","",""
"Teilzeit","1998","Migrationshintergrund - n. w. differenzierbar","3","","","",""
"Teilzeit","1998","Migrationshintergrund - n. w. differenzierbar","4","","","",""
"Teilzeit","1998","Migrationshintergrund - n. w. differenzierbar","5 Einkommensstärkstes Quintil","","","",""
"nicht erwerbstätig","1998","kein Migrationshintergrund","1 Einkommensschwächstes Quintil","1802","0.604825276350869","0.588081555138894","0.621568997562843"
"nicht erwerbstätig","1998","kein Migrationshintergrund","2","1491","0.525052530908995","0.507825695870929","0.54227936594706"
"nicht erwerbstätig","1998","kein Migrationshintergrund","3","755","0.410570972538631","0.389747863128535","0.431394081948728"
"nicht erwerbstätig","1998","kein Migrationshintergrund","4","481","0.326383555469449","0.304015288122783","0.348751822816115"
"nicht erwerbstätig","1998","kein Migrationshintergrund","5 Einkommensstärkstes Quintil","215","0.274776918799002","0.245709268572801","0.303844569025204"
"nicht erwerbstätig","1998","direkter Migrationshintergrund","1 Einkommensschwächstes Quintil","643","0.594300507114305","0.565322693304104","0.623278320924507"
"nicht erwerbstätig","1998","direkter Migrationshintergrund","2","304","0.495611382042529","0.458546486728155","0.532676277356903"
"nicht erwerbstätig","1998","direkter Migrationshintergrund","3","100","0.33206109474934","0.281554018885437","0.382568170613243"
"nicht erwerbstätig","1998","direkter Migrationshintergrund","4","52","0.282039855329815","0.216118369831093","0.347961340828536"
"nicht erwerbstätig","1998","direkter Migrationshintergrund","5 Einkommensstärkstes Quintil","23","","",""
"nicht erwerbstätig","1998","indirekter Migrationshintergrund","1 Einkommensschwächstes Quintil","140","0.59582403649975","0.533996113290207","0.657651959709293"
"nicht erwerbstätig","1998","indirekter Migrationshintergrund","2","63","0.371699454133188","0.300904671002531","0.442494237263844"
"nicht erwerbstätig","1998","indirekter Migrationshintergrund","3","24","","",""
"nicht erwerbstätig","1998","indirekter Migrationshintergrund","4","11","","",""
"nicht erwerbstätig","1998","indirekter Migrationshintergrund","5 Einkommensstärkstes Quintil","5","","",""
"nicht erwerbstätig","1998","Migrationshintergrund - n. w. differenzierbar","1 Einkommensschwächstes Quintil","","","",""
"nicht erwerbstätig","1998","Migrationshintergrund - n. w. differenzierbar","2","","","",""
"nicht erwerbstätig","1998","Migrationshintergrund - n. w. differenzierbar","3","","","",""
"nicht erwerbstätig","1998","Migrationshintergrund - n. w. differenzierbar","4","","","",""
"nicht erwerbstätig","1998","Migrationshintergrund - n. w. differenzierbar","5 Einkommensstärkstes Quintil","","","",""
"Andere","1998","kein Migrationshintergrund","1 Einkommensschwächstes Quintil","253","0.0628340632125222","0.0545231593495303","0.0711449670755142"
"Andere","1998","kein Migrationshintergrund","2","166","0.0451003706155095","0.037941405506923","0.052259335724096"
"Andere","1998","kein Migrationshintergrund","3","116","0.0456071004646848","0.036775985643729","0.0544382152856406"
"Andere","1998","kein Migrationshintergrund","4","51","0.0252494357372907","0.0177654240664555","0.032733447408126"
"Andere","1998","kein Migrationshintergrund","5 Einkommensstärkstes Quintil","22","","",""
"Andere","1998","direkter Migrationshintergrund","1 Einkommensschwächstes Quintil","47","0.0490142504409063","0.036273103566131","0.0617553973156817"
"Andere","1998","direkter Migrationshintergrund","2","26","","",""
"Andere","1998","direkter Migrationshintergrund","3","9","","",""
"Andere","1998","direkter Migrationshintergrund","4","","","",""
"Andere","1998","direkter Migrationshintergrund","5 Einkommensstärkstes Quintil","2","","",""
"Andere","1998","indirekter Migrationshintergrund","1 Einkommensschwächstes Quintil","48","0.181062017508113","0.132546620148149","0.229577414868078"
"Andere","1998","indirekter Migrationshintergrund","2","41","0.179702054959911","0.123457056522167","0.235947053397655"
"Andere","1998","indirekter Migrationshintergrund","3","9","","",""
"Andere","1998","indirekter Migrationshintergrund","4","5","","",""
"Andere","1998","indirekter Migrationshintergrund","5 Einkommensstärkstes Quintil","1","","",""
"Andere","1998","Migrationshintergrund - n. w. differenzierbar","1 Einkommensschwächstes Quintil","","","",""
"Andere","1998","Migrationshintergrund - n. w. differenzierbar","2","","","",""
"Andere","1998","Migrationshintergrund - n. w. differenzierbar","3","","","",""
"Andere","1998","Migrationshintergrund - n. w. differenzierbar","4","","","",""
"Andere","1998","Migrationshintergrund - n. w. differenzierbar","5 Einkommensstärkstes Quintil","","","",""
"voll erwerbstätig","1999","kein Migrationshintergrund","1 Einkommensschwächstes Quintil","801","0.252245234823512","0.235914927728207","0.268575541918816"
"voll erwerbstätig","1999","kein Migrationshintergrund","2","1303","0.360398774590666","0.343823366308849","0.376974182872483"
"voll erwerbstätig","1999","kein Migrationshintergrund","3","1079","0.45879512924925","0.437692886951412","0.479897371547088"
"voll erwerbstätig","1999","kein Migrationshintergrund","4","1037","0.535110150823597","0.511735248069965","0.558485053577228"
"voll erwerbstätig","1999","kein Migrationshintergrund","5 Einkommensstärkstes Quintil","646","0.582701230337953","0.552645011695992","0.612757448979913"
"voll erwerbstätig","1999","direkter Migrationshintergrund","1 Einkommensschwächstes Quintil","274","0.276685217962866","0.247682971280826","0.305687464644907"
"voll erwerbstätig","1999","direkter Migrationshintergrund","2","312","0.392978371807713","0.356693141970838","0.429263601644587"
"voll erwerbstätig","1999","direkter Migrationshintergrund","3","177","0.53511130635753","0.480463887044872","0.589758725670188"
"voll erwerbstätig","1999","direkter Migrationshintergrund","4","118","0.658017211457906","0.589844217047891","0.726190205867921"
"voll erwerbstätig","1999","direkter Migrationshintergrund","5 Einkommensstärkstes Quintil","56","0.54906581622438","0.445103597970596","0.653028034478163"
"voll erwerbstätig","1999","indirekter Migrationshintergrund","1 Einkommensschwächstes Quintil","47","0.186878717196586","0.136609781833312","0.237147652559861"
"voll erwerbstätig","1999","indirekter Migrationshintergrund","2","73","0.373131678414788","0.30247860456888","0.443784752260695"
"voll erwerbstätig","1999","indirekter Migrationshintergrund","3","53","0.440114597669195","0.341834062629274","0.538395132709117"
"voll erwerbstätig","1999","indirekter Migrationshintergrund","4","51","0.625505434076279","0.511306552847489","0.73970431530507"
"voll erwerbstätig","1999","indirekter Migrationshintergrund","5 Einkommensstärkstes Quintil","16","","",""
"voll erwerbstätig","1999","Migrationshintergrund - n. w. differenzierbar","1 Einkommensschwächstes Quintil","","","",""
"voll erwerbstätig","1999","Migrationshintergrund - n. w. differenzierbar","2","","","",""
"voll erwerbstätig","1999","Migrationshintergrund - n. w. differenzierbar","3","","","",""
"voll erwerbstätig","1999","Migrationshintergrund - n. w. differenzierbar","4","","","",""
"voll erwerbstätig","1999","Migrationshintergrund - n. w. differenzierbar","5 Einkommensstärkstes Quintil","","","",""
"Teilzeit","1999","kein Migrationshintergrund","1 Einkommensschwächstes Quintil","206","0.0722035792664227","0.0624714250620658","0.0819357334707796"
"Teilzeit","1999","kein Migrationshintergrund","2","277","0.0772185284362508","0.0680028326170975","0.086434224255404"
"Teilzeit","1999","kein Migrationshintergrund","3","198","0.0886098216130929","0.0765752271288495","0.100644416097336"
"Teilzeit","1999","kein Migrationshintergrund","4","162","0.0960808570207392","0.0822694980761219","0.109892215965356"
"Teilzeit","1999","kein Migrationshintergrund","5 Einkommensstärkstes Quintil","89","0.0767703759131351","0.0605433279082526","0.0929974239180177"
"Teilzeit","1999","direkter Migrationshintergrund","1 Einkommensschwächstes Quintil","55","0.0576638890039829","0.0425516130744897","0.072776164933476"
"Teilzeit","1999","direkter Migrationshintergrund","2","47","0.0878153183013222","0.0667886725196568","0.108841964082988"
"Teilzeit","1999","direkter Migrationshintergrund","3","31","0.101522560342936","0.0684317066727662","0.134613414013105"
"Teilzeit","1999","direkter Migrationshintergrund","4","15","","",""
"Teilzeit","1999","direkter Migrationshintergrund","5 Einkommensstärkstes Quintil","5","","",""
"Teilzeit","1999","indirekter Migrationshintergrund","1 Einkommensschwächstes Quintil","6","","",""
"Teilzeit","1999","indirekter Migrationshintergrund","2","14","","",""
"Teilzeit","1999","indirekter Migrationshintergrund","3","6","","",""
"Teilzeit","1999","indirekter Migrationshintergrund","4","2","","",""
"Teilzeit","1999","indirekter Migrationshintergrund","5 Einkommensstärkstes Quintil","3","","",""
"Teilzeit","1999","Migrationshintergrund - n. w. differenzierbar","1 Einkommensschwächstes Quintil","","","",""
"Teilzeit","1999","Migrationshintergrund - n. w. differenzierbar","2","","","",""
"Teilzeit","1999","Migrationshintergrund - n. w. differenzierbar","3","","","",""
"Teilzeit","1999","Migrationshintergrund - n. w. differenzierbar","4","","","",""
"Teilzeit","1999","Migrationshintergrund - n. w. differenzierbar","5 Einkommensstärkstes Quintil","","","",""
"nicht erwerbstätig","1999","kein Migrationshintergrund","1 Einkommensschwächstes Quintil","1444","0.590802722105567","0.5723146816146","0.609290762596533"
"nicht erwerbstätig","1999","kein Migrationshintergrund","2","1431","0.505287316945166","0.48802640809368","0.522548225796652"
"nicht erwerbstätig","1999","kein Migrationshintergrund","3","760","0.404449487216326","0.383665455148933","0.425233519283719"
"nicht erwerbstätig","1999","kein Migrationshintergrund","4","478","0.329676277038028","0.307645017352602","0.351707536723455"
"nicht erwerbstätig","1999","kein Migrationshintergrund","5 Einkommensstärkstes Quintil","258","0.297457617630206","0.269594055680391","0.32532117958002"
"nicht erwerbstätig","1999","direkter Migrationshintergrund","1 Einkommensschwächstes Quintil","548","0.605197667115915","0.573508306921654","0.636887027310175"
"nicht erwerbstätig","1999","direkter Migrationshintergrund","2","299","0.465960707279007","0.428900766145369","0.503020648412645"
"nicht erwerbstätig","1999","direkter Migrationshintergrund","3","100","0.33247672029414","0.280860413045878","0.384093027542403"
"nicht erwerbstätig","1999","direkter Migrationshintergrund","4","48","0.250167143068083","0.187924362333326","0.312409923802839"
"nicht erwerbstätig","1999","direkter Migrationshintergrund","5 Einkommensstärkstes Quintil","22","","",""
"nicht erwerbstätig","1999","indirekter Migrationshintergrund","1 Einkommensschwächstes Quintil","128","0.582156519357016","0.518554808372485","0.645758230341548"
"nicht erwerbstätig","1999","indirekter Migrationshintergrund","2","59","0.303330118858883","0.236174381222903","0.370485856494863"
"nicht erwerbstätig","1999","indirekter Migrationshintergrund","3","26","","",""
"nicht erwerbstätig","1999","indirekter Migrationshintergrund","4","10","","",""
"nicht erwerbstätig","1999","indirekter Migrationshintergrund","5 Einkommensstärkstes Quintil","5","","",""
"nicht erwerbstätig","1999","Migrationshintergrund - n. w. differenzierbar","1 Einkommensschwächstes Quintil","","","",""
"nicht erwerbstätig","1999","Migrationshintergrund - n. w. differenzierbar","2","","","",""
"nicht erwerbstätig","1999","Migrationshintergrund - n. w. differenzierbar","3","","","",""
"nicht erwerbstätig","1999","Migrationshintergrund - n. w. differenzierbar","4","","","",""
"nicht erwerbstätig","1999","Migrationshintergrund - n. w. differenzierbar","5 Einkommensstärkstes Quintil","","","",""
"Andere","1999","kein Migrationshintergrund","1 Einkommensschwächstes Quintil","266","0.0847484638044988","0.0742762277662337","0.0952206998427639"
"Andere","1999","kein Migrationshintergrund","2","212","0.0570953800279172","0.0490850150555524","0.065105745000282"
"Andere","1999","kein Migrationshintergrund","3","105","0.0481455619213315","0.0390798532814944","0.0572112705611686"
"Andere","1999","kein Migrationshintergrund","4","72","0.0391327151176357","0.0300449963141727","0.0482204339210988"
"Andere","1999","kein Migrationshintergrund","5 Einkommensstärkstes Quintil","41","0.0430707761187063","0.0306965206071107","0.055445031630302"
"Andere","1999","direkter Migrationshintergrund","1 Einkommensschwächstes Quintil","37","0.0604532259172358","0.0450026761811505","0.0759037756533212"
"Andere","1999","direkter Migrationshintergrund","2","38","0.0532456026119583","0.0365652967472","0.0699259084767166"
"Andere","1999","direkter Migrationshintergrund","3","12","","",""
"Andere","1999","direkter Migrationshintergrund","4","5","","",""
"Andere","1999","direkter Migrationshintergrund","5 Einkommensstärkstes Quintil","5","","",""
"Andere","1999","indirekter Migrationshintergrund","1 Einkommensschwächstes Quintil","50","0.199283269447722","0.147770254095693","0.250796284799751"
"Andere","1999","indirekter Migrationshintergrund","2","34","0.217320272949903","0.157070695997334","0.277569849902473"
