"erwst","year","migback","sampreg","n","percent","lower_confidence_percent","upper_confidence_percent"
"Andere","2019","kein Migrationshintergrund","Westdeutschland","1300","","",""
"Andere","2019","kein Migrationshintergrund","Ostdeutschland","321","0.0625590541165213","0.0559744364015445","0.069143671831498"
"Andere","2019","direkter Migrationshintergrund","Westdeutschland","601","0.0738375006138781","0.0675035328967693","0.080171468330987"
"Andere","2019","direkter Migrationshintergrund","Ostdeutschland","77","0.0732763179724842","0.0547374098110532","0.0918152261339151"
"Andere","2019","indirekter Migrationshintergrund","Westdeutschland","246","","",""
"Andere","2019","indirekter Migrationshintergrund","Ostdeutschland","14","","",""
"Andere","2019","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Andere","2019","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"voll erwerbstätig","2020","kein Migrationshintergrund","Westdeutschland","5480","0.385789019946957","0.377776969133017","0.393801070760896"
"voll erwerbstätig","2020","kein Migrationshintergrund","Ostdeutschland","1962","","",""
"voll erwerbstätig","2020","direkter Migrationshintergrund","Westdeutschland","3210","0.393886143419988","0.383340755710145","0.404431531129831"
"voll erwerbstätig","2020","direkter Migrationshintergrund","Ostdeutschland","314","0.46587316422003","0.434831263799942","0.496915064640117"
"voll erwerbstätig","2020","indirekter Migrationshintergrund","Westdeutschland","643","0.4203557804006","0.396311381009934","0.444400179791267"
"voll erwerbstätig","2020","indirekter Migrationshintergrund","Ostdeutschland","68","0.444631916638762","0.362317700096241","0.526946133181283"
"voll erwerbstätig","2020","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"voll erwerbstätig","2020","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Teilzeit","2020","kein Migrationshintergrund","Westdeutschland","2454","","",""
"Teilzeit","2020","kein Migrationshintergrund","Ostdeutschland","635","0.127269212866936","0.117863509295312","0.13667491643856"
"Teilzeit","2020","direkter Migrationshintergrund","Westdeutschland","899","0.150918864321028","0.143193011081569","0.158644717560487"
"Teilzeit","2020","direkter Migrationshintergrund","Ostdeutschland","99","0.11608541880496","0.0961517958052433","0.136019041804676"
"Teilzeit","2020","indirekter Migrationshintergrund","Westdeutschland","247","","",""
"Teilzeit","2020","indirekter Migrationshintergrund","Ostdeutschland","18","","",""
"Teilzeit","2020","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Teilzeit","2020","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"nicht erwerbstätig","2020","kein Migrationshintergrund","Westdeutschland","5055","0.395178312928703","0.387131568562083","0.403225057295323"
"nicht erwerbstätig","2020","kein Migrationshintergrund","Ostdeutschland","1943","","",""
"nicht erwerbstätig","2020","direkter Migrationshintergrund","Westdeutschland","3457","0.398322482531317","0.387756755274877","0.408888209787758"
"nicht erwerbstätig","2020","direkter Migrationshintergrund","Ostdeutschland","497","0.356788360069132","0.326977497583741","0.386599222554524"
"nicht erwerbstätig","2020","indirekter Migrationshintergrund","Westdeutschland","485","0.310030920171391","0.287501916506503","0.332559923836279"
"nicht erwerbstätig","2020","indirekter Migrationshintergrund","Ostdeutschland","40","0.320706463909134","0.243390945744463","0.398021982073806"
"nicht erwerbstätig","2020","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"nicht erwerbstätig","2020","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Andere","2020","kein Migrationshintergrund","Westdeutschland","1191","","",""
"Andere","2020","kein Migrationshintergrund","Ostdeutschland","283","","",""
"Andere","2020","direkter Migrationshintergrund","Westdeutschland","681","0.0568725097276665","0.0518740466033014","0.0618709728520316"
"Andere","2020","direkter Migrationshintergrund","Ostdeutschland","82","0.0612530569058784","0.046330941081936","0.0761751727298209"
"Andere","2020","indirekter Migrationshintergrund","Westdeutschland","244","","",""
"Andere","2020","indirekter Migrationshintergrund","Ostdeutschland","14","","",""
"Andere","2020","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Andere","2020","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
