"erwst","year","age_gr","migback","n","percent","lower_confidence_percent","upper_confidence_percent"
"Andere","1988","66","kein Migrationshintergrund","","","",""
"Andere","1988","66","direkter Migrationshintergrund","","","",""
"Andere","1988","66","indirekter Migrationshintergrund","","","",""
"Andere","1988","66","Migrationshintergrund - n. w. differenzierbar","","","",""
"voll erwerbstätig","1989","17-29","kein Migrationshintergrund","867","0.477225319984123","0.454556564170908","0.499894075797339"
"voll erwerbstätig","1989","17-29","direkter Migrationshintergrund","372","0.484460545718271","0.448428739548264","0.520492351888279"
"voll erwerbstätig","1989","17-29","indirekter Migrationshintergrund","71","0.274188893613219","0.21563815287269","0.332739634353749"
"voll erwerbstätig","1989","17-29","Migrationshintergrund - n. w. differenzierbar","","","",""
"voll erwerbstätig","1989","30-45","kein Migrationshintergrund","1213","0.645603438944247","0.624345754536025","0.666861123352469"
"voll erwerbstätig","1989","30-45","direkter Migrationshintergrund","567","0.632043658690768","0.600108599673772","0.663978717707764"
"voll erwerbstätig","1989","30-45","indirekter Migrationshintergrund","7","","",""
"voll erwerbstätig","1989","30-45","Migrationshintergrund - n. w. differenzierbar","","","",""
"voll erwerbstätig","1989","46-65","kein Migrationshintergrund","989","0.467212249867875","0.445698448308132","0.488726051427618"
"voll erwerbstätig","1989","46-65","direkter Migrationshintergrund","510","0.477875105616868","0.445313314986081","0.510436896247655"
"voll erwerbstätig","1989","46-65","indirekter Migrationshintergrund","4","","",""
"voll erwerbstätig","1989","46-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"voll erwerbstätig","1989","66","kein Migrationshintergrund","","","",""
"voll erwerbstätig","1989","66","direkter Migrationshintergrund","","","",""
"voll erwerbstätig","1989","66","indirekter Migrationshintergrund","","","",""
"voll erwerbstätig","1989","66","Migrationshintergrund - n. w. differenzierbar","","","",""
"Teilzeit","1989","17-29","kein Migrationshintergrund","88","0.0498963864538915","0.0400147537972097","0.0597780191105734"
"Teilzeit","1989","17-29","direkter Migrationshintergrund","21","","",""
"Teilzeit","1989","17-29","indirekter Migrationshintergrund","4","","",""
"Teilzeit","1989","17-29","Migrationshintergrund - n. w. differenzierbar","","","",""
"Teilzeit","1989","30-45","kein Migrationshintergrund","241","0.117130142585558","0.102838867824656","0.13142141734646"
"Teilzeit","1989","30-45","direkter Migrationshintergrund","72","0.080233111402386","0.0622439159435925","0.0982223068611794"
"Teilzeit","1989","30-45","indirekter Migrationshintergrund","9","","",""
"Teilzeit","1989","30-45","Migrationshintergrund - n. w. differenzierbar","","","",""
"Teilzeit","1989","46-65","kein Migrationshintergrund","187","0.0879691343867431","0.075755276574466","0.10018299219902"
"Teilzeit","1989","46-65","direkter Migrationshintergrund","35","0.0585961473167544","0.0432857524179003","0.0739065422156084"
"Teilzeit","1989","46-65","indirekter Migrationshintergrund","3","","",""
"Teilzeit","1989","46-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"Teilzeit","1989","66","kein Migrationshintergrund","","","",""
"Teilzeit","1989","66","direkter Migrationshintergrund","","","",""
"Teilzeit","1989","66","indirekter Migrationshintergrund","","","",""
"Teilzeit","1989","66","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht erwerbstätig","1989","17-29","kein Migrationshintergrund","600","0.314269615049439","0.293200971937744","0.335338258161134"
"nicht erwerbstätig","1989","17-29","direkter Migrationshintergrund","266","0.392175460823783","0.356974445170415","0.427376476477151"
"nicht erwerbstätig","1989","17-29","indirekter Migrationshintergrund","110","0.549900820558874","0.484604012194672","0.615197628923076"
"nicht erwerbstätig","1989","17-29","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht erwerbstätig","1989","30-45","kein Migrationshintergrund","429","0.209151129122322","0.191076676888558","0.227225581356086"
"nicht erwerbstätig","1989","30-45","direkter Migrationshintergrund","224","0.261590895922016","0.232486682134524","0.290695109709509"
"nicht erwerbstätig","1989","30-45","indirekter Migrationshintergrund","5","","",""
"nicht erwerbstätig","1989","30-45","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht erwerbstätig","1989","46-65","kein Migrationshintergrund","845","0.424674716328519","0.403360573817212","0.445988858839825"
"nicht erwerbstätig","1989","46-65","direkter Migrationshintergrund","347","0.446133703489341","0.413729685705493","0.478537721273189"
"nicht erwerbstätig","1989","46-65","indirekter Migrationshintergrund","4","","",""
"nicht erwerbstätig","1989","46-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht erwerbstätig","1989","66","kein Migrationshintergrund","","","",""
"nicht erwerbstätig","1989","66","direkter Migrationshintergrund","","","",""
"nicht erwerbstätig","1989","66","indirekter Migrationshintergrund","","","",""
"nicht erwerbstätig","1989","66","Migrationshintergrund - n. w. differenzierbar","","","",""
"Andere","1989","17-29","kein Migrationshintergrund","310","0.158608678512546","0.142029188769782","0.17518816825531"
"Andere","1989","17-29","direkter Migrationshintergrund","80","0.0898338697815107","0.0692177817013712","0.11044995786165"
"Andere","1989","17-29","indirekter Migrationshintergrund","38","0.142939324272806","0.0970007718109469","0.188877876734664"
"Andere","1989","17-29","Migrationshintergrund - n. w. differenzierbar","","","",""
"Andere","1989","30-45","kein Migrationshintergrund","62","0.0281152893478725","0.0207690184036981","0.0354615602920468"
"Andere","1989","30-45","direkter Migrationshintergrund","13","","",""
"Andere","1989","30-45","indirekter Migrationshintergrund","","","",""
"Andere","1989","30-45","Migrationshintergrund - n. w. differenzierbar","","","",""
"Andere","1989","46-65","kein Migrationshintergrund","45","0.0201438994168631","0.0140858075477614","0.0262019912859649"
"Andere","1989","46-65","direkter Migrationshintergrund","12","","",""
"Andere","1989","46-65","indirekter Migrationshintergrund","1","","",""
"Andere","1989","46-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"Andere","1989","66","kein Migrationshintergrund","","","",""
"Andere","1989","66","direkter Migrationshintergrund","","","",""
"Andere","1989","66","indirekter Migrationshintergrund","","","",""
"Andere","1989","66","Migrationshintergrund - n. w. differenzierbar","","","",""
"voll erwerbstätig","1990","17-29","kein Migrationshintergrund","1534","0.515614090910462","0.497396867502614","0.533831314318311"
"voll erwerbstätig","1990","17-29","direkter Migrationshintergrund","353","0.484008216519987","0.447066404955608","0.520950028084366"
"voll erwerbstätig","1990","17-29","indirekter Migrationshintergrund","84","0.278344894001462","0.224075631562124","0.3326141564408"
"voll erwerbstätig","1990","17-29","Migrationshintergrund - n. w. differenzierbar","","","",""
"voll erwerbstätig","1990","30-45","kein Migrationshintergrund","2449","0.685248370763784","0.669660783394148","0.700835958133419"
"voll erwerbstätig","1990","30-45","direkter Migrationshintergrund","591","0.656557768361393","0.625094242753365","0.68802129396942"
"voll erwerbstätig","1990","30-45","indirekter Migrationshintergrund","10","","",""
"voll erwerbstätig","1990","30-45","Migrationshintergrund - n. w. differenzierbar","","","",""
"voll erwerbstätig","1990","46-65","kein Migrationshintergrund","1781","0.510239275061486","0.493081869717815","0.527396680405157"
"voll erwerbstätig","1990","46-65","direkter Migrationshintergrund","556","0.503310319360311","0.472180847702476","0.534439791018146"
"voll erwerbstätig","1990","46-65","indirekter Migrationshintergrund","4","","",""
"voll erwerbstätig","1990","46-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"voll erwerbstätig","1990","66","kein Migrationshintergrund","","","",""
"voll erwerbstätig","1990","66","direkter Migrationshintergrund","","","",""
"voll erwerbstätig","1990","66","indirekter Migrationshintergrund","","","",""
"voll erwerbstätig","1990","66","Migrationshintergrund - n. w. differenzierbar","","","",""
"Teilzeit","1990","17-29","kein Migrationshintergrund","148","0.0491841563173135","0.0413012772654622","0.0570670353691647"
"Teilzeit","1990","17-29","direkter Migrationshintergrund","23","","",""
"Teilzeit","1990","17-29","indirekter Migrationshintergrund","11","","",""
"Teilzeit","1990","17-29","Migrationshintergrund - n. w. differenzierbar","","","",""
"Teilzeit","1990","30-45","kein Migrationshintergrund","437","0.130969929070743","0.119646600748595","0.14229325739289"
"Teilzeit","1990","30-45","direkter Migrationshintergrund","67","0.091103781451794","0.0720373500783917","0.110170212825196"
"Teilzeit","1990","30-45","indirekter Migrationshintergrund","4","","",""
"Teilzeit","1990","30-45","Migrationshintergrund - n. w. differenzierbar","","","",""
"Teilzeit","1990","46-65","kein Migrationshintergrund","354","0.0995104668493815","0.0892363048781363","0.109784628820627"
"Teilzeit","1990","46-65","direkter Migrationshintergrund","62","0.0826609874633556","0.0655164216895039","0.0998055532372072"
"Teilzeit","1990","46-65","indirekter Migrationshintergrund","3","","",""
"Teilzeit","1990","46-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"Teilzeit","1990","66","kein Migrationshintergrund","","","",""
"Teilzeit","1990","66","direkter Migrationshintergrund","","","",""
"Teilzeit","1990","66","indirekter Migrationshintergrund","","","",""
"Teilzeit","1990","66","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht erwerbstätig","1990","17-29","kein Migrationshintergrund","813","0.298130502948459","0.281455902516978","0.31480510337994"
"nicht erwerbstätig","1990","17-29","direkter Migrationshintergrund","263","0.371081506846405","0.335370485868474","0.406792527824336"
"nicht erwerbstätig","1990","17-29","indirekter Migrationshintergrund","116","0.484370249465349","0.423856347250613","0.544884151680085"
"nicht erwerbstätig","1990","17-29","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht erwerbstätig","1990","30-45","kein Migrationshintergrund","456","0.157959703465159","0.145718883960025","0.170200522970293"
"nicht erwerbstätig","1990","30-45","direkter Migrationshintergrund","204","0.24337583779888","0.214942823902381","0.271808851695379"
"nicht erwerbstätig","1990","30-45","indirekter Migrationshintergrund","6","","",""
"nicht erwerbstätig","1990","30-45","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht erwerbstätig","1990","46-65","kein Migrationshintergrund","1074","0.370449511305993","0.353874551366701","0.387024471245286"
"nicht erwerbstätig","1990","46-65","direkter Migrationshintergrund","363","0.401387526323322","0.370868822751023","0.431906229895621"
"nicht erwerbstätig","1990","46-65","indirekter Migrationshintergrund","3","","",""
"nicht erwerbstätig","1990","46-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht erwerbstätig","1990","66","kein Migrationshintergrund","","","",""
"nicht erwerbstätig","1990","66","direkter Migrationshintergrund","","","",""
"nicht erwerbstätig","1990","66","indirekter Migrationshintergrund","","","",""
"nicht erwerbstätig","1990","66","Migrationshintergrund - n. w. differenzierbar","","","",""
"Andere","1990","17-29","kein Migrationshintergrund","396","0.137071249823765","0.124534507464098","0.149607992183432"
"Andere","1990","17-29","direkter Migrationshintergrund","64","0.102923623900507","0.0804619212840211","0.125385326516993"
"Andere","1990","17-29","indirekter Migrationshintergrund","51","0.171556457480259","0.125907334437219","0.217205580523299"
"Andere","1990","17-29","Migrationshintergrund - n. w. differenzierbar","","","",""
"Andere","1990","30-45","kein Migrationshintergrund","68","0.0258219967003148","0.0204986473061356","0.031145346094494"
"Andere","1990","30-45","direkter Migrationshintergrund","13","","",""
"Andere","1990","30-45","indirekter Migrationshintergrund","1","","",""
"Andere","1990","30-45","Migrationshintergrund - n. w. differenzierbar","","","",""
"Andere","1990","46-65","kein Migrationshintergrund","52","0.0198007467831392","0.0150191752174388","0.0245823183488397"
"Andere","1990","46-65","direkter Migrationshintergrund","10","","",""
"Andere","1990","46-65","indirekter Migrationshintergrund","","","",""
"Andere","1990","46-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"Andere","1990","66","kein Migrationshintergrund","","","",""
"Andere","1990","66","direkter Migrationshintergrund","","","",""
"Andere","1990","66","indirekter Migrationshintergrund","","","",""
"Andere","1990","66","Migrationshintergrund - n. w. differenzierbar","","","",""
"voll erwerbstätig","1991","17-29","kein Migrationshintergrund","1355","0.498577454155493","0.479769938990339","0.517384969320647"
"voll erwerbstätig","1991","17-29","direkter Migrationshintergrund","338","0.479236530725641","0.441295756405891","0.51717730504539"
"voll erwerbstätig","1991","17-29","indirekter Migrationshintergrund","96","0.296648825911341","0.246125644234325","0.347172007588357"
"voll erwerbstätig","1991","17-29","Migrationshintergrund - n. w. differenzierbar","","","",""
"voll erwerbstätig","1991","30-45","kein Migrationshintergrund","2408","0.666430263870284","0.650711011001508","0.68214951673906"
"voll erwerbstätig","1991","30-45","direkter Migrationshintergrund","563","0.660349369902973","0.628246190298354","0.692452549507593"
"voll erwerbstätig","1991","30-45","indirekter Migrationshintergrund","12","","",""
"voll erwerbstätig","1991","30-45","Migrationshintergrund - n. w. differenzierbar","","","",""
"voll erwerbstätig","1991","46-65","kein Migrationshintergrund","1601","0.496771590991359","0.479233085106025","0.514310096876693"
