"erwst","year","migback","regtyp","n","percent","lower_confidence_percent","upper_confidence_percent"
"Teilzeit","2019","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"nicht erwerbstätig","2019","kein Migrationshintergrund","Staedtischer Raum","4346","0.398666734427216","0.390026889993096","0.407306578861336"
"nicht erwerbstätig","2019","kein Migrationshintergrund","Laendlicher Raum","2780","","",""
"nicht erwerbstätig","2019","direkter Migrationshintergrund","Staedtischer Raum","2645","","",""
"nicht erwerbstätig","2019","direkter Migrationshintergrund","Laendlicher Raum","969","0.390228043410338","0.368527116453755","0.41192897036692"
"nicht erwerbstätig","2019","indirekter Migrationshintergrund","Staedtischer Raum","422","0.30564616760087","0.282096253930416","0.329196081271324"
"nicht erwerbstätig","2019","indirekter Migrationshintergrund","Laendlicher Raum","98","0.277718913245252","0.232864564643119","0.322573261847385"
"nicht erwerbstätig","2019","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"nicht erwerbstätig","2019","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"Andere","2019","kein Migrationshintergrund","Staedtischer Raum","971","0.0730960432946756","0.0685029252058926","0.0776891613834587"
"Andere","2019","kein Migrationshintergrund","Laendlicher Raum","607","0.074821025522524","0.0689209911537835","0.0807210598912645"
"Andere","2019","direkter Migrationshintergrund","Staedtischer Raum","486","0.0729427177838483","0.0659661190494855","0.0799193165182111"
"Andere","2019","direkter Migrationshintergrund","Laendlicher Raum","188","","",""
"Andere","2019","indirekter Migrationshintergrund","Staedtischer Raum","194","","",""
"Andere","2019","indirekter Migrationshintergrund","Laendlicher Raum","61","0.118560411868452","0.0861850352093543","0.15093578852755"
"Andere","2019","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"Andere","2019","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"voll erwerbstätig","2020","kein Migrationshintergrund","Staedtischer Raum","4625","0.387937727992354","0.379159515667295","0.396715940317414"
"voll erwerbstätig","2020","kein Migrationshintergrund","Laendlicher Raum","2817","","",""
"voll erwerbstätig","2020","direkter Migrationshintergrund","Staedtischer Raum","2658","","",""
"voll erwerbstätig","2020","direkter Migrationshintergrund","Laendlicher Raum","866","0.3961515164516","0.375851784146763","0.416451248756438"
"voll erwerbstätig","2020","indirekter Migrationshintergrund","Staedtischer Raum","566","0.421058654610826","0.395242086398984","0.446875222822668"
"voll erwerbstätig","2020","indirekter Migrationshintergrund","Laendlicher Raum","145","","",""
"voll erwerbstätig","2020","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"voll erwerbstätig","2020","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"Teilzeit","2020","kein Migrationshintergrund","Staedtischer Raum","1958","","",""
"Teilzeit","2020","kein Migrationshintergrund","Laendlicher Raum","1131","","",""
"Teilzeit","2020","direkter Migrationshintergrund","Staedtischer Raum","772","0.156078361284193","0.147581814156479","0.164574908411907"
"Teilzeit","2020","direkter Migrationshintergrund","Laendlicher Raum","226","","",""
"Teilzeit","2020","indirekter Migrationshintergrund","Staedtischer Raum","219","","",""
"Teilzeit","2020","indirekter Migrationshintergrund","Laendlicher Raum","46","0.125080664786198","0.0906198487363571","0.159541480836039"
"Teilzeit","2020","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"Teilzeit","2020","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"nicht erwerbstätig","2020","kein Migrationshintergrund","Staedtischer Raum","4337","0.400829286318124","0.392000880693091","0.409657691943158"
"nicht erwerbstätig","2020","kein Migrationshintergrund","Laendlicher Raum","2661","","",""
"nicht erwerbstätig","2020","direkter Migrationshintergrund","Staedtischer Raum","3003","0.391476687742188","0.380050229842055","0.402903145642321"
"nicht erwerbstätig","2020","direkter Migrationshintergrund","Laendlicher Raum","951","0.412854221447569","0.392419581231205","0.433288861663933"
"nicht erwerbstätig","2020","indirekter Migrationshintergrund","Staedtischer Raum","419","0.314144682011733","0.289873493678344","0.338415870345122"
"nicht erwerbstätig","2020","indirekter Migrationshintergrund","Laendlicher Raum","106","","",""
"nicht erwerbstätig","2020","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"nicht erwerbstätig","2020","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"Andere","2020","kein Migrationshintergrund","Staedtischer Raum","917","0.0738908701071804","0.0691783443128287","0.0786033959015321"
"Andere","2020","kein Migrationshintergrund","Laendlicher Raum","557","0.076495518336903","0.0703416643331699","0.0826493723406361"
"Andere","2020","direkter Migrationshintergrund","Staedtischer Raum","576","0.0541252766379868","0.0488281917157925","0.0594223615601812"
"Andere","2020","direkter Migrationshintergrund","Laendlicher Raum","187","","",""
"Andere","2020","indirekter Migrationshintergrund","Staedtischer Raum","201","","",""
"Andere","2020","indirekter Migrationshintergrund","Laendlicher Raum","57","0.155570570650191","0.117814059004164","0.193327082296218"
"Andere","2020","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"Andere","2020","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
