"pli0097_h","year","bildungsniveau","sampreg","n","percent","lowerconfidence_percent","upperconfidence_percent"
"Seltener","2012","Hauptschule","Ostdeutschland","","","",""
"Seltener","2012","Realschule","Westdeutschland","","","",""
"Seltener","2012","Realschule","Ostdeutschland","","","",""
"Seltener","2012","(Fach-)Abitur","Westdeutschland","","","",""
"Seltener","2012","(Fach-)Abitur","Ostdeutschland","","","",""
"Seltener","2012","AkademikerIn","Westdeutschland","","","",""
"Seltener","2012","AkademikerIn","Ostdeutschland","","","",""
"Nie","2012","(noch) kein Abschluss","Westdeutschland","","","",""
"Nie","2012","(noch) kein Abschluss","Ostdeutschland","","","",""
"Nie","2012","Hauptschule","Westdeutschland","","","",""
"Nie","2012","Hauptschule","Ostdeutschland","","","",""
"Nie","2012","Realschule","Westdeutschland","","","",""
"Nie","2012","Realschule","Ostdeutschland","","","",""
"Nie","2012","(Fach-)Abitur","Westdeutschland","","","",""
"Nie","2012","(Fach-)Abitur","Ostdeutschland","","","",""
"Nie","2012","AkademikerIn","Westdeutschland","","","",""
"Nie","2012","AkademikerIn","Ostdeutschland","","","",""
"Taeglich","2013","(noch) kein Abschluss","Westdeutschland","1","","",""
"Taeglich","2013","(noch) kein Abschluss","Ostdeutschland","1","","",""
"Taeglich","2013","Hauptschule","Westdeutschland","8","","",""
"Taeglich","2013","Hauptschule","Ostdeutschland","1","","",""
"Taeglich","2013","Realschule","Westdeutschland","7","","",""
"Taeglich","2013","Realschule","Ostdeutschland","3","","",""
"Taeglich","2013","(Fach-)Abitur","Westdeutschland","9","","",""
"Taeglich","2013","(Fach-)Abitur","Ostdeutschland","1","","",""
"Taeglich","2013","AkademikerIn","Westdeutschland","22","","",""
"Taeglich","2013","AkademikerIn","Ostdeutschland","10","","",""
"Min 1x pro Woche","2013","(noch) kein Abschluss","Westdeutschland","7","","",""
"Min 1x pro Woche","2013","(noch) kein Abschluss","Ostdeutschland","","","",""
"Min 1x pro Woche","2013","Hauptschule","Westdeutschland","34","0.00556424179685549","0.0037472039714154","0.00738127962229558"
"Min 1x pro Woche","2013","Hauptschule","Ostdeutschland","2","","",""
"Min 1x pro Woche","2013","Realschule","Westdeutschland","32","0.00591740475763576","0.00376598042199567","0.00806882909327584"
"Min 1x pro Woche","2013","Realschule","Ostdeutschland","7","","",""
"Min 1x pro Woche","2013","(Fach-)Abitur","Westdeutschland","30","0.0109600191663709","0.00707577850102536","0.0148442598317165"
"Min 1x pro Woche","2013","(Fach-)Abitur","Ostdeutschland","4","","",""
"Min 1x pro Woche","2013","AkademikerIn","Westdeutschland","87","0.0208779113602404","0.0166310720618862","0.0251247506585946"
"Min 1x pro Woche","2013","AkademikerIn","Ostdeutschland","25","","",""
"Min 1x pro Monat","2013","(noch) kein Abschluss","Westdeutschland","10","","",""
"Min 1x pro Monat","2013","(noch) kein Abschluss","Ostdeutschland","1","","",""
"Min 1x pro Monat","2013","Hauptschule","Westdeutschland","96","0.0167855987909325","0.0136475106360718","0.0199236869457931"
"Min 1x pro Monat","2013","Hauptschule","Ostdeutschland","11","","",""
"Min 1x pro Monat","2013","Realschule","Westdeutschland","89","0.0153021053527671","0.0118587939401884","0.0187454167653457"
"Min 1x pro Monat","2013","Realschule","Ostdeutschland","30","0.0155647788322087","0.0104838195303513","0.0206457381340661"
"Min 1x pro Monat","2013","(Fach-)Abitur","Westdeutschland","49","0.0139564803820708","0.0095799540449232","0.0183330067192184"
"Min 1x pro Monat","2013","(Fach-)Abitur","Ostdeutschland","11","","",""
"Min 1x pro Monat","2013","AkademikerIn","Westdeutschland","140","0.031471862018727","0.0262859968721276","0.0366577271653264"
"Min 1x pro Monat","2013","AkademikerIn","Ostdeutschland","57","0.0360972800873072","0.0264896194915981","0.0457049406830163"
"Seltener","2013","(noch) kein Abschluss","Westdeutschland","57","0.0742984138735847","0.0548427679038636","0.0937540598433057"
"Seltener","2013","(noch) kein Abschluss","Ostdeutschland","6","","",""
"Seltener","2013","Hauptschule","Westdeutschland","494","0.0808577834007915","0.0741985401748843","0.0875170266266986"
"Seltener","2013","Hauptschule","Ostdeutschland","58","0.0539815355646467","0.0414339116409593","0.066529159488334"
"Seltener","2013","Realschule","Westdeutschland","372","0.084015685977684","0.0762340052084743","0.0917973667468936"
"Seltener","2013","Realschule","Ostdeutschland","134","0.0562330125165703","0.0467769848645685","0.0656890401685721"
"Seltener","2013","(Fach-)Abitur","Westdeutschland","247","0.0919116773000647","0.0811335591181654","0.102689795481964"
"Seltener","2013","(Fach-)Abitur","Ostdeutschland","25","","",""
"Seltener","2013","AkademikerIn","Westdeutschland","490","0.123385982345799","0.113617187350508","0.133154777341091"
"Seltener","2013","AkademikerIn","Ostdeutschland","196","0.13883799991866","0.121028143702696","0.156647856134623"
"Nie","2013","(noch) kein Abschluss","Westdeutschland","623","0.911388316209589","0.890306034968247","0.93247059745093"
"Nie","2013","(noch) kein Abschluss","Ostdeutschland","97","0.936297770645803","0.889584771461907","0.9830107698297"
"Nie","2013","Hauptschule","Westdeutschland","5806","0.895695721406543","0.888229447531307","0.903161995281779"
"Nie","2013","Hauptschule","Ostdeutschland","1174","0.932805440270469","0.918904260446249","0.946706620094689"
"Nie","2013","Realschule","Westdeutschland","4382","0.894040120999261","0.885406391562262","0.902673850436259"
"Nie","2013","Realschule","Ostdeutschland","2106","0.923712257241364","0.912816023693087","0.934608490789641"
"Nie","2013","(Fach-)Abitur","Westdeutschland","2425","0.877171993626763","0.864926265028682","0.889417722224844"
"Nie","2013","(Fach-)Abitur","Ostdeutschland","447","0.881500599977366","0.852825326936644","0.910175873018089"
"Nie","2013","AkademikerIn","Westdeutschland","3615","0.819560577963757","0.808138105431873","0.830983050495641"
"Nie","2013","AkademikerIn","Ostdeutschland","1160","0.800442670764517","0.779857106882035","0.821028234647"
"Taeglich","2014","(noch) kein Abschluss","Westdeutschland","","","",""
"Taeglich","2014","(noch) kein Abschluss","Ostdeutschland","","","",""
"Taeglich","2014","Hauptschule","Westdeutschland","","","",""
"Taeglich","2014","Hauptschule","Ostdeutschland","","","",""
"Taeglich","2014","Realschule","Westdeutschland","","","",""
"Taeglich","2014","Realschule","Ostdeutschland","","","",""
"Taeglich","2014","(Fach-)Abitur","Westdeutschland","","","",""
"Taeglich","2014","(Fach-)Abitur","Ostdeutschland","","","",""
"Taeglich","2014","AkademikerIn","Westdeutschland","","","",""
"Taeglich","2014","AkademikerIn","Ostdeutschland","","","",""
"Min 1x pro Woche","2014","(noch) kein Abschluss","Westdeutschland","","","",""
"Min 1x pro Woche","2014","(noch) kein Abschluss","Ostdeutschland","","","",""
"Min 1x pro Woche","2014","Hauptschule","Westdeutschland","","","",""
"Min 1x pro Woche","2014","Hauptschule","Ostdeutschland","","","",""
"Min 1x pro Woche","2014","Realschule","Westdeutschland","","","",""
"Min 1x pro Woche","2014","Realschule","Ostdeutschland","","","",""
"Min 1x pro Woche","2014","(Fach-)Abitur","Westdeutschland","","","",""
"Min 1x pro Woche","2014","(Fach-)Abitur","Ostdeutschland","","","",""
"Min 1x pro Woche","2014","AkademikerIn","Westdeutschland","","","",""
"Min 1x pro Woche","2014","AkademikerIn","Ostdeutschland","","","",""
"Min 1x pro Monat","2014","(noch) kein Abschluss","Westdeutschland","","","",""
"Min 1x pro Monat","2014","(noch) kein Abschluss","Ostdeutschland","","","",""
"Min 1x pro Monat","2014","Hauptschule","Westdeutschland","","","",""
"Min 1x pro Monat","2014","Hauptschule","Ostdeutschland","","","",""
"Min 1x pro Monat","2014","Realschule","Westdeutschland","","","",""
"Min 1x pro Monat","2014","Realschule","Ostdeutschland","","","",""
"Min 1x pro Monat","2014","(Fach-)Abitur","Westdeutschland","","","",""
"Min 1x pro Monat","2014","(Fach-)Abitur","Ostdeutschland","","","",""
"Min 1x pro Monat","2014","AkademikerIn","Westdeutschland","","","",""
"Min 1x pro Monat","2014","AkademikerIn","Ostdeutschland","","","",""
"Seltener","2014","(noch) kein Abschluss","Westdeutschland","","","",""
"Seltener","2014","(noch) kein Abschluss","Ostdeutschland","","","",""
"Seltener","2014","Hauptschule","Westdeutschland","","","",""
"Seltener","2014","Hauptschule","Ostdeutschland","","","",""
"Seltener","2014","Realschule","Westdeutschland","","","",""
"Seltener","2014","Realschule","Ostdeutschland","","","",""
"Seltener","2014","(Fach-)Abitur","Westdeutschland","","","",""
"Seltener","2014","(Fach-)Abitur","Ostdeutschland","","","",""
"Seltener","2014","AkademikerIn","Westdeutschland","","","",""
"Seltener","2014","AkademikerIn","Ostdeutschland","","","",""
"Nie","2014","(noch) kein Abschluss","Westdeutschland","","","",""
"Nie","2014","(noch) kein Abschluss","Ostdeutschland","","","",""
"Nie","2014","Hauptschule","Westdeutschland","","","",""
"Nie","2014","Hauptschule","Ostdeutschland","","","",""
"Nie","2014","Realschule","Westdeutschland","","","",""
"Nie","2014","Realschule","Ostdeutschland","","","",""
"Nie","2014","(Fach-)Abitur","Westdeutschland","","","",""
"Nie","2014","(Fach-)Abitur","Ostdeutschland","","","",""
"Nie","2014","AkademikerIn","Westdeutschland","","","",""
"Nie","2014","AkademikerIn","Ostdeutschland","","","",""
"Taeglich","2015","(noch) kein Abschluss","Westdeutschland","","","",""
"Taeglich","2015","(noch) kein Abschluss","Ostdeutschland","","","",""
"Taeglich","2015","Hauptschule","Westdeutschland","","","",""
"Taeglich","2015","Hauptschule","Ostdeutschland","","","",""
"Taeglich","2015","Realschule","Westdeutschland","","","",""
"Taeglich","2015","Realschule","Ostdeutschland","","","",""
"Taeglich","2015","(Fach-)Abitur","Westdeutschland","","","",""
"Taeglich","2015","(Fach-)Abitur","Ostdeutschland","","","",""
"Taeglich","2015","AkademikerIn","Westdeutschland","","","",""
"Taeglich","2015","AkademikerIn","Ostdeutschland","","","",""
"Min 1x pro Woche","2015","(noch) kein Abschluss","Westdeutschland","3","","",""
"Min 1x pro Woche","2015","(noch) kein Abschluss","Ostdeutschland","","","",""
"Min 1x pro Woche","2015","Hauptschule","Westdeutschland","36","0.00456384988432907","0.00293403685277223","0.00619366291588591"
"Min 1x pro Woche","2015","Hauptschule","Ostdeutschland","2","","",""
"Min 1x pro Woche","2015","Realschule","Westdeutschland","32","0.00573640964410865","0.00353815408682954","0.00793466520138775"
"Min 1x pro Woche","2015","Realschule","Ostdeutschland","9","","",""
"Min 1x pro Woche","2015","(Fach-)Abitur","Westdeutschland","39","0.012852216405272","0.00918451453979784","0.0165199182707461"
"Min 1x pro Woche","2015","(Fach-)Abitur","Ostdeutschland","4","","",""
"Min 1x pro Woche","2015","AkademikerIn","Westdeutschland","80","0.0206233739311054","0.0166797448130136","0.0245670030491973"
"Min 1x pro Woche","2015","AkademikerIn","Ostdeutschland","22","","",""
"Min 1x pro Monat","2015","(noch) kein Abschluss","Westdeutschland","9","","",""
"Min 1x pro Monat","2015","(noch) kein Abschluss","Ostdeutschland","1","","",""
"Min 1x pro Monat","2015","Hauptschule","Westdeutschland","69","0.00962486189332083","0.00726404380366247","0.0119856799829792"
"Min 1x pro Monat","2015","Hauptschule","Ostdeutschland","4","","",""
"Min 1x pro Monat","2015","Realschule","Westdeutschland","64","0.0133493951397039","0.0100088309556627","0.0166899593237451"
"Min 1x pro Monat","2015","Realschule","Ostdeutschland","26","","",""
"Min 1x pro Monat","2015","(Fach-)Abitur","Westdeutschland","49","0.0121029237214702","0.00854239148508167","0.0156634559578587"
"Min 1x pro Monat","2015","(Fach-)Abitur","Ostdeutschland","10","","",""
"Min 1x pro Monat","2015","AkademikerIn","Westdeutschland","124","0.0249213144858841","0.0205957116283134","0.0292469173434548"
"Min 1x pro Monat","2015","AkademikerIn","Ostdeutschland","59","0.0465031285699291","0.0355237507003697","0.0574825064394886"
"Seltener","2015","(noch) kein Abschluss","Westdeutschland","33","0.0268757346614664","0.0159393753262206","0.0378120939967122"
"Seltener","2015","(noch) kein Abschluss","Ostdeutschland","6","","",""
"Seltener","2015","Hauptschule","Westdeutschland","315","0.0486207209296826","0.0434201269673717","0.0538213148919935"
"Seltener","2015","Hauptschule","Ostdeutschland","39","0.0331908833273605","0.0230555685381966","0.0433261981165244"
"Seltener","2015","Realschule","Westdeutschland","286","0.0606372351724426","0.0536902927524725","0.0675841775924127"
"Seltener","2015","Realschule","Ostdeutschland","96","0.0520513893523102","0.042325982185147","0.0617767965194734"
"Seltener","2015","(Fach-)Abitur","Westdeutschland","197","0.059794084891675","0.0520734231519349","0.0675147466314152"
"Seltener","2015","(Fach-)Abitur","Ostdeutschland","27","","",""
"Seltener","2015","AkademikerIn","Westdeutschland","418","0.0817445565813566","0.0741421250765493","0.0893469880861638"
"Seltener","2015","AkademikerIn","Ostdeutschland","150","0.0882682955035187","0.0734767719700866","0.103059819036951"
"Nie","2015","(noch) kein Abschluss","Westdeutschland","795","0.965637556037478","0.953319064077255","0.9779560479977"
"Nie","2015","(noch) kein Abschluss","Ostdeutschland","108","0.927876946915406","0.880596517241268","0.975157376589544"
"Nie","2015","Hauptschule","Westdeutschland","6150","0.937190567292668","0.931323895452197","0.943057239133138"
"Nie","2015","Hauptschule","Ostdeutschland","1155","0.964080548445829","0.953551746007329","0.97460935088433"
"Nie","2015","Realschule","Westdeutschland","4152","0.920276960043745","0.912392743696603","0.928161176390886"
"Nie","2015","Realschule","Ostdeutschland","1873","0.938209903357613","0.927668251336632","0.948751555378593"
"Nie","2015","(Fach-)Abitur","Westdeutschland","3338","0.915250774981583","0.906181932796734","0.924319617166432"
"Nie","2015","(Fach-)Abitur","Ostdeutschland","479","0.908102074554129","0.883272652722346","0.932931496385912"
"Nie","2015","AkademikerIn","Westdeutschland","4367","0.872710755001654","0.863462232482345","0.881959277520963"
"Nie","2015","AkademikerIn","Ostdeutschland","1182","0.84623372234509","0.827425284569449","0.86504216012073"
"Taeglich","2016","(noch) kein Abschluss","Westdeutschland","","","",""
"Taeglich","2016","(noch) kein Abschluss","Ostdeutschland","","","",""
"Taeglich","2016","Hauptschule","Westdeutschland","","","",""
"Taeglich","2016","Hauptschule","Ostdeutschland","","","",""
"Taeglich","2016","Realschule","Westdeutschland","","","",""
"Taeglich","2016","Realschule","Ostdeutschland","","","",""
"Taeglich","2016","(Fach-)Abitur","Westdeutschland","","","",""
"Taeglich","2016","(Fach-)Abitur","Ostdeutschland","","","",""
"Taeglich","2016","AkademikerIn","Westdeutschland","","","",""
"Taeglich","2016","AkademikerIn","Ostdeutschland","","","",""
"Min 1x pro Woche","2016","(noch) kein Abschluss","Westdeutschland","","","",""
"Min 1x pro Woche","2016","(noch) kein Abschluss","Ostdeutschland","","","",""
"Min 1x pro Woche","2016","Hauptschule","Westdeutschland","","","",""
"Min 1x pro Woche","2016","Hauptschule","Ostdeutschland","","","",""
"Min 1x pro Woche","2016","Realschule","Westdeutschland","","","",""
"Min 1x pro Woche","2016","Realschule","Ostdeutschland","","","",""
"Min 1x pro Woche","2016","(Fach-)Abitur","Westdeutschland","","","",""
"Min 1x pro Woche","2016","(Fach-)Abitur","Ostdeutschland","","","",""
"Min 1x pro Woche","2016","AkademikerIn","Westdeutschland","","","",""
"Min 1x pro Woche","2016","AkademikerIn","Ostdeutschland","","","",""
"Min 1x pro Monat","2016","(noch) kein Abschluss","Westdeutschland","","","",""
"Min 1x pro Monat","2016","(noch) kein Abschluss","Ostdeutschland","","","",""
"Min 1x pro Monat","2016","Hauptschule","Westdeutschland","","","",""
"Min 1x pro Monat","2016","Hauptschule","Ostdeutschland","","","",""
"Min 1x pro Monat","2016","Realschule","Westdeutschland","","","",""
"Min 1x pro Monat","2016","Realschule","Ostdeutschland","","","",""
"Min 1x pro Monat","2016","(Fach-)Abitur","Westdeutschland","","","",""
"Min 1x pro Monat","2016","(Fach-)Abitur","Ostdeutschland","","","",""
"Min 1x pro Monat","2016","AkademikerIn","Westdeutschland","","","",""
"Min 1x pro Monat","2016","AkademikerIn","Ostdeutschland","","","",""
"Seltener","2016","(noch) kein Abschluss","Westdeutschland","","","",""
"Seltener","2016","(noch) kein Abschluss","Ostdeutschland","","","",""
"Seltener","2016","Hauptschule","Westdeutschland","","","",""
"Seltener","2016","Hauptschule","Ostdeutschland","","","",""
"Seltener","2016","Realschule","Westdeutschland","","","",""
"Seltener","2016","Realschule","Ostdeutschland","","","",""
"Seltener","2016","(Fach-)Abitur","Westdeutschland","","","",""
"Seltener","2016","(Fach-)Abitur","Ostdeutschland","","","",""
"Seltener","2016","AkademikerIn","Westdeutschland","","","",""
"Seltener","2016","AkademikerIn","Ostdeutschland","","","",""
"Nie","2016","(noch) kein Abschluss","Westdeutschland","","","",""
"Nie","2016","(noch) kein Abschluss","Ostdeutschland","","","",""
"Nie","2016","Hauptschule","Westdeutschland","","","",""
"Nie","2016","Hauptschule","Ostdeutschland","","","",""
"Nie","2016","Realschule","Westdeutschland","","","",""
"Nie","2016","Realschule","Ostdeutschland","","","",""
"Nie","2016","(Fach-)Abitur","Westdeutschland","","","",""
"Nie","2016","(Fach-)Abitur","Ostdeutschland","","","",""
"Nie","2016","AkademikerIn","Westdeutschland","","","",""
"Nie","2016","AkademikerIn","Ostdeutschland","","","",""
"Taeglich","2017","(noch) kein Abschluss","Westdeutschland","","","",""
"Taeglich","2017","(noch) kein Abschluss","Ostdeutschland","","","",""
"Taeglich","2017","Hauptschule","Westdeutschland","","","",""
"Taeglich","2017","Hauptschule","Ostdeutschland","","","",""
"Taeglich","2017","Realschule","Westdeutschland","","","",""
"Taeglich","2017","Realschule","Ostdeutschland","","","",""
"Taeglich","2017","(Fach-)Abitur","Westdeutschland","","","",""
"Taeglich","2017","(Fach-)Abitur","Ostdeutschland","","","",""
"Taeglich","2017","AkademikerIn","Westdeutschland","","","",""
"Taeglich","2017","AkademikerIn","Ostdeutschland","","","",""
"Min 1x pro Woche","2017","(noch) kein Abschluss","Westdeutschland","1","","",""
"Min 1x pro Woche","2017","(noch) kein Abschluss","Ostdeutschland","1","","",""
"Min 1x pro Woche","2017","Hauptschule","Westdeutschland","40","0.00698398873192432","0.00488135601432674","0.0090866214495219"
"Min 1x pro Woche","2017","Hauptschule","Ostdeutschland","2","","",""
"Min 1x pro Woche","2017","Realschule","Westdeutschland","45","0.0097169399785725","0.00691964940652777","0.0125142305506172"
"Min 1x pro Woche","2017","Realschule","Ostdeutschland","8","","",""
"Min 1x pro Woche","2017","(Fach-)Abitur","Westdeutschland","40","0.0128877750393999","0.00917436016215291","0.0166011899166469"
"Min 1x pro Woche","2017","(Fach-)Abitur","Ostdeutschland","9","","",""
"Min 1x pro Woche","2017","AkademikerIn","Westdeutschland","107","0.0239092687160453","0.0197029625580306","0.0281155748740599"
"Min 1x pro Woche","2017","AkademikerIn","Ostdeutschland","28","","",""
"Min 1x pro Monat","2017","(noch) kein Abschluss","Westdeutschland","5","","",""
"Min 1x pro Monat","2017","(noch) kein Abschluss","Ostdeutschland","1","","",""
"Min 1x pro Monat","2017","Hauptschule","Westdeutschland","67","0.0103743313139338","0.00781604551663275","0.012932617111235"
"Min 1x pro Monat","2017","Hauptschule","Ostdeutschland","7","","",""
"Min 1x pro Monat","2017","Realschule","Westdeutschland","67","0.0115284324132717","0.00848432224102141","0.014572542585522"
"Min 1x pro Monat","2017","Realschule","Ostdeutschland","27","","",""
"Min 1x pro Monat","2017","(Fach-)Abitur","Westdeutschland","54","0.0188913820385432","0.014409177767669","0.0233735863094174"
"Min 1x pro Monat","2017","(Fach-)Abitur","Ostdeutschland","6","","",""
"Min 1x pro Monat","2017","AkademikerIn","Westdeutschland","128","0.0286534810213997","0.0240599312300546","0.0332470308127449"
"Min 1x pro Monat","2017","AkademikerIn","Ostdeutschland","55","0.0421418961731506","0.0317103596207844","0.0525734327255167"
"Seltener","2017","(noch) kein Abschluss","Westdeutschland","37","0.0494684220415224","0.034525995360571","0.0644108487224739"
"Seltener","2017","(noch) kein Abschluss","Ostdeutschland","2","","",""
"Seltener","2017","Hauptschule","Westdeutschland","288","0.0506530409233","0.0451163692468917","0.0561897125997084"
"Seltener","2017","Hauptschule","Ostdeutschland","38","0.035261684969876","0.024332299985947","0.046191069953805"
"Seltener","2017","Realschule","Westdeutschland","293","0.0633534287356054","0.0564069280569306","0.0702999294142803"
"Seltener","2017","Realschule","Ostdeutschland","101","0.0513673563754105","0.0421199945564689","0.0606147181943521"
"Seltener","2017","(Fach-)Abitur","Westdeutschland","192","0.0541629095961184","0.0467111231926592","0.0616146959995775"
"Seltener","2017","(Fach-)Abitur","Ostdeutschland","32","0.0597889653355521","0.0407221544320868","0.0788557762390175"
"Seltener","2017","AkademikerIn","Westdeutschland","402","0.0838717193898488","0.0762393644838541","0.0915040742958436"
"Seltener","2017","AkademikerIn","Ostdeutschland","127","0.0705473832598011","0.0572521873609697","0.0838425791586324"
"Nie","2017","(noch) kein Abschluss","Westdeutschland","766","0.943317143450673","0.9273830060393","0.959251280862045"
"Nie","2017","(noch) kein Abschluss","Ostdeutschland","121","0.956393498263735","0.920593169428178","0.992193827099291"
"Nie","2017","Hauptschule","Westdeutschland","5631","0.931988639030842","0.925631970447239","0.938345307614445"
"Nie","2017","Hauptschule","Ostdeutschland","1047","0.953043102911568","0.940507495084256","0.965578710738881"
"Nie","2017","Realschule","Westdeutschland","4319","0.91540119887255","0.907465576570632","0.923336821174468"
"Nie","2017","Realschule","Ostdeutschland","2053","0.935849251737888","0.925584959176614","0.946113544299161"
"Nie","2017","(Fach-)Abitur","Westdeutschland","3258","0.914057933325938","0.904830285906838","0.923285580745039"
"Nie","2017","(Fach-)Abitur","Ostdeutschland","547","0.921793904500872","0.900201943532519","0.943385865469224"
"Nie","2017","AkademikerIn","Westdeutschland","4430","0.863565530872706","0.854114431247229","0.873016630498183"
"Nie","2017","AkademikerIn","Ostdeutschland","1215","0.865978803477443","0.848290709569663","0.883666897385222"
"Taeglich","2018","(noch) kein Abschluss","Westdeutschland","","","",""
"Taeglich","2018","(noch) kein Abschluss","Ostdeutschland","","","",""
"Taeglich","2018","Hauptschule","Westdeutschland","","","",""
"Taeglich","2018","Hauptschule","Ostdeutschland","","","",""
"Taeglich","2018","Realschule","Westdeutschland","","","",""
"Taeglich","2018","Realschule","Ostdeutschland","","","",""
"Taeglich","2018","(Fach-)Abitur","Westdeutschland","","","",""
"Taeglich","2018","(Fach-)Abitur","Ostdeutschland","","","",""
"Taeglich","2018","AkademikerIn","Westdeutschland","","","",""
"Taeglich","2018","AkademikerIn","Ostdeutschland","","","",""
"Min 1x pro Woche","2018","(noch) kein Abschluss","Westdeutschland","","","",""
"Min 1x pro Woche","2018","(noch) kein Abschluss","Ostdeutschland","","","",""
"Min 1x pro Woche","2018","Hauptschule","Westdeutschland","","","",""
"Min 1x pro Woche","2018","Hauptschule","Ostdeutschland","","","",""
"Min 1x pro Woche","2018","Realschule","Westdeutschland","","","",""
"Min 1x pro Woche","2018","Realschule","Ostdeutschland","","","",""
"Min 1x pro Woche","2018","(Fach-)Abitur","Westdeutschland","","","",""
"Min 1x pro Woche","2018","(Fach-)Abitur","Ostdeutschland","","","",""
"Min 1x pro Woche","2018","AkademikerIn","Westdeutschland","","","",""
"Min 1x pro Woche","2018","AkademikerIn","Ostdeutschland","","","",""
"Min 1x pro Monat","2018","(noch) kein Abschluss","Westdeutschland","","","",""
"Min 1x pro Monat","2018","(noch) kein Abschluss","Ostdeutschland","","","",""
"Min 1x pro Monat","2018","Hauptschule","Westdeutschland","","","",""
"Min 1x pro Monat","2018","Hauptschule","Ostdeutschland","","","",""
"Min 1x pro Monat","2018","Realschule","Westdeutschland","","","",""
"Min 1x pro Monat","2018","Realschule","Ostdeutschland","","","",""
"Min 1x pro Monat","2018","(Fach-)Abitur","Westdeutschland","","","",""
"Min 1x pro Monat","2018","(Fach-)Abitur","Ostdeutschland","","","",""
"Min 1x pro Monat","2018","AkademikerIn","Westdeutschland","","","",""
"Min 1x pro Monat","2018","AkademikerIn","Ostdeutschland","","","",""
"Seltener","2018","(noch) kein Abschluss","Westdeutschland","","","",""
"Seltener","2018","(noch) kein Abschluss","Ostdeutschland","","","",""
"Seltener","2018","Hauptschule","Westdeutschland","","","",""
"Seltener","2018","Hauptschule","Ostdeutschland","","","",""
"Seltener","2018","Realschule","Westdeutschland","","","",""
"Seltener","2018","Realschule","Ostdeutschland","","","",""
"Seltener","2018","(Fach-)Abitur","Westdeutschland","","","",""
"Seltener","2018","(Fach-)Abitur","Ostdeutschland","","","",""
"Seltener","2018","AkademikerIn","Westdeutschland","","","",""
"Seltener","2018","AkademikerIn","Ostdeutschland","","","",""
"Nie","2018","(noch) kein Abschluss","Westdeutschland","","","",""
"Nie","2018","(noch) kein Abschluss","Ostdeutschland","","","",""
"Nie","2018","Hauptschule","Westdeutschland","","","",""
"Nie","2018","Hauptschule","Ostdeutschland","","","",""
"Nie","2018","Realschule","Westdeutschland","","","",""
"Nie","2018","Realschule","Ostdeutschland","","","",""
"Nie","2018","(Fach-)Abitur","Westdeutschland","","","",""
"Nie","2018","(Fach-)Abitur","Ostdeutschland","","","",""
"Nie","2018","AkademikerIn","Westdeutschland","","","",""
"Nie","2018","AkademikerIn","Ostdeutschland","","","",""
"Taeglich","2019","(noch) kein Abschluss","Westdeutschland","4","","",""
"Taeglich","2019","(noch) kein Abschluss","Ostdeutschland","","","",""
"Taeglich","2019","Hauptschule","Westdeutschland","9","","",""
"Taeglich","2019","Hauptschule","Ostdeutschland","1","","",""
"Taeglich","2019","Realschule","Westdeutschland","20","","",""
"Taeglich","2019","Realschule","Ostdeutschland","8","","",""
"Taeglich","2019","(Fach-)Abitur","Westdeutschland","11","","",""
"Taeglich","2019","(Fach-)Abitur","Ostdeutschland","3","","",""
"Taeglich","2019","AkademikerIn","Westdeutschland","43","0.00629266673271994","0.00418219522157498","0.00840313824386489"
"Taeglich","2019","AkademikerIn","Ostdeutschland","13","","",""
"Min 1x pro Woche","2019","(noch) kein Abschluss","Westdeutschland","7","","",""
"Min 1x pro Woche","2019","(noch) kein Abschluss","Ostdeutschland","","","",""
"Min 1x pro Woche","2019","Hauptschule","Westdeutschland","43","0.00667992951856712","0.00447439939950747","0.00888545963762678"
"Min 1x pro Woche","2019","Hauptschule","Ostdeutschland","4","","",""
"Min 1x pro Woche","2019","Realschule","Westdeutschland","51","0.00853665088883043","0.00586202379280725","0.0112112779848536"
"Min 1x pro Woche","2019","Realschule","Ostdeutschland","13","","",""
"Min 1x pro Woche","2019","(Fach-)Abitur","Westdeutschland","51","0.00993032929843322","0.00665518995579401","0.0132054686410724"
"Min 1x pro Woche","2019","(Fach-)Abitur","Ostdeutschland","11","","",""
"Min 1x pro Woche","2019","AkademikerIn","Westdeutschland","110","0.0201756523141348","0.0164231515706476","0.0239281530576219"
"Min 1x pro Woche","2019","AkademikerIn","Ostdeutschland","38","0.026982297420908","0.0190104411301529","0.0349541537116631"
"Min 1x pro Monat","2019","(noch) kein Abschluss","Westdeutschland","12","","",""
"Min 1x pro Monat","2019","(noch) kein Abschluss","Ostdeutschland","","","",""
"Min 1x pro Monat","2019","Hauptschule","Westdeutschland","66","0.0115652441480815","0.00867034222906874","0.0144601460670942"
"Min 1x pro Monat","2019","Hauptschule","Ostdeutschland","10","","",""
"Min 1x pro Monat","2019","Realschule","Westdeutschland","104","0.0205867469524176","0.0164585729109918","0.0247149209938434"
"Min 1x pro Monat","2019","Realschule","Ostdeutschland","47","0.0128008789405523","0.00804583708586677","0.0175559207952379"
"Min 1x pro Monat","2019","(Fach-)Abitur","Westdeutschland","69","0.020596065450779","0.0159048202589028","0.0252873106426552"
"Min 1x pro Monat","2019","(Fach-)Abitur","Ostdeutschland","11","","",""
"Min 1x pro Monat","2019","AkademikerIn","Westdeutschland","194","0.0297943065330155","0.0252566519726629","0.0343319610933681"
