"pgcasmin","year","bildungsniveau","migback","n","percent","lower_confidence","upper_confidence"
"(3b) higher tertiary education","1985","Realschulabschluss","indirekter Migrationshintergrund","","","",""
"(3b) higher tertiary education","1985","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"(3b) higher tertiary education","1985","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"(3b) higher tertiary education","1985","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"(3b) higher tertiary education","1985","AkademikerInnen","kein Migrationshintergrund","418","0.644148083529024","0.607142256152247","0.681153910905801"
"(3b) higher tertiary education","1985","AkademikerInnen","direkter Migrationshintergrund","89","0.690162128274316","0.604136190779979","0.776188065768652"
"(3b) higher tertiary education","1985","AkademikerInnen","indirekter Migrationshintergrund","","","",""
"(0) in school","1986","(noch) kein Abschluss","kein Migrationshintergrund","147","0.614510850229682","0.550049872180745","0.678971828278618"
"(0) in school","1986","(noch) kein Abschluss","direkter Migrationshintergrund","31","0.0572706079730894","0.0411993549385887","0.07334186100759"
"(0) in school","1986","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"(0) in school","1986","Hauptschulabschluss","kein Migrationshintergrund","","","",""
"(0) in school","1986","Hauptschulabschluss","direkter Migrationshintergrund","","","",""
"(0) in school","1986","Hauptschulabschluss","indirekter Migrationshintergrund","","","",""
"(0) in school","1986","Realschulabschluss","kein Migrationshintergrund","","","",""
"(0) in school","1986","Realschulabschluss","direkter Migrationshintergrund","","","",""
"(0) in school","1986","Realschulabschluss","indirekter Migrationshintergrund","","","",""
"(0) in school","1986","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"(0) in school","1986","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"(0) in school","1986","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"(0) in school","1986","AkademikerInnen","kein Migrationshintergrund","","","",""
"(0) in school","1986","AkademikerInnen","direkter Migrationshintergrund","","","",""
"(0) in school","1986","AkademikerInnen","indirekter Migrationshintergrund","","","",""
"(1a) inadequately completed","1986","(noch) kein Abschluss","kein Migrationshintergrund","72","0.385489149770318","0.321028171721382","0.449950127819255"
"(1a) inadequately completed","1986","(noch) kein Abschluss","direkter Migrationshintergrund","772","0.942729392026911","0.92665813899241","0.958800645061411"
"(1a) inadequately completed","1986","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"(1a) inadequately completed","1986","Hauptschulabschluss","kein Migrationshintergrund","","","",""
"(1a) inadequately completed","1986","Hauptschulabschluss","direkter Migrationshintergrund","","","",""
"(1a) inadequately completed","1986","Hauptschulabschluss","indirekter Migrationshintergrund","","","",""
"(1a) inadequately completed","1986","Realschulabschluss","kein Migrationshintergrund","","","",""
"(1a) inadequately completed","1986","Realschulabschluss","direkter Migrationshintergrund","","","",""
"(1a) inadequately completed","1986","Realschulabschluss","indirekter Migrationshintergrund","","","",""
"(1a) inadequately completed","1986","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"(1a) inadequately completed","1986","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"(1a) inadequately completed","1986","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"(1a) inadequately completed","1986","AkademikerInnen","kein Migrationshintergrund","","","",""
"(1a) inadequately completed","1986","AkademikerInnen","direkter Migrationshintergrund","","","",""
"(1a) inadequately completed","1986","AkademikerInnen","indirekter Migrationshintergrund","","","",""
"(1b) general elementary school","1986","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"(1b) general elementary school","1986","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"(1b) general elementary school","1986","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"(1b) general elementary school","1986","Hauptschulabschluss","kein Migrationshintergrund","1577","0.357060405295749","0.343121651967804","0.370999158623693"
"(1b) general elementary school","1986","Hauptschulabschluss","direkter Migrationshintergrund","866","0.49628985055786","0.470928274721003","0.521651426394717"
"(1b) general elementary school","1986","Hauptschulabschluss","indirekter Migrationshintergrund","44","0.390117647780923","0.28762108619706","0.492614209364786"
"(1b) general elementary school","1986","Realschulabschluss","kein Migrationshintergrund","","","",""
"(1b) general elementary school","1986","Realschulabschluss","direkter Migrationshintergrund","","","",""
"(1b) general elementary school","1986","Realschulabschluss","indirekter Migrationshintergrund","","","",""
"(1b) general elementary school","1986","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"(1b) general elementary school","1986","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"(1b) general elementary school","1986","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"(1b) general elementary school","1986","AkademikerInnen","kein Migrationshintergrund","","","",""
"(1b) general elementary school","1986","AkademikerInnen","direkter Migrationshintergrund","","","",""
"(1b) general elementary school","1986","AkademikerInnen","indirekter Migrationshintergrund","","","",""
"(1c) basic vocational qualification","1986","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"(1c) basic vocational qualification","1986","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"(1c) basic vocational qualification","1986","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"(1c) basic vocational qualification","1986","Hauptschulabschluss","kein Migrationshintergrund","2962","0.642939594704251","0.629000841376307","0.656878348032196"
"(1c) basic vocational qualification","1986","Hauptschulabschluss","direkter Migrationshintergrund","627","0.50371014944214","0.478348573605283","0.529071725278997"
"(1c) basic vocational qualification","1986","Hauptschulabschluss","indirekter Migrationshintergrund","43","0.609882352219077","0.507385790635214","0.71237891380294"
"(1c) basic vocational qualification","1986","Realschulabschluss","kein Migrationshintergrund","","","",""
"(1c) basic vocational qualification","1986","Realschulabschluss","direkter Migrationshintergrund","","","",""
"(1c) basic vocational qualification","1986","Realschulabschluss","indirekter Migrationshintergrund","","","",""
"(1c) basic vocational qualification","1986","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"(1c) basic vocational qualification","1986","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"(1c) basic vocational qualification","1986","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"(1c) basic vocational qualification","1986","AkademikerInnen","kein Migrationshintergrund","","","",""
"(1c) basic vocational qualification","1986","AkademikerInnen","direkter Migrationshintergrund","","","",""
"(1c) basic vocational qualification","1986","AkademikerInnen","indirekter Migrationshintergrund","","","",""
"(2b) intermediate general qualification","1986","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"(2b) intermediate general qualification","1986","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"(2b) intermediate general qualification","1986","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"(2b) intermediate general qualification","1986","Hauptschulabschluss","kein Migrationshintergrund","","","",""
"(2b) intermediate general qualification","1986","Hauptschulabschluss","direkter Migrationshintergrund","","","",""
"(2b) intermediate general qualification","1986","Hauptschulabschluss","indirekter Migrationshintergrund","","","",""
"(2b) intermediate general qualification","1986","Realschulabschluss","kein Migrationshintergrund","389","0.245392175392972","0.224326647965654","0.26645770282029"
"(2b) intermediate general qualification","1986","Realschulabschluss","direkter Migrationshintergrund","63","0.303981283918078","0.229112984004836","0.378849583831321"
"(2b) intermediate general qualification","1986","Realschulabschluss","indirekter Migrationshintergrund","","","",""
"(2b) intermediate general qualification","1986","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"(2b) intermediate general qualification","1986","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"(2b) intermediate general qualification","1986","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"(2b) intermediate general qualification","1986","AkademikerInnen","kein Migrationshintergrund","","","",""
"(2b) intermediate general qualification","1986","AkademikerInnen","direkter Migrationshintergrund","","","",""
"(2b) intermediate general qualification","1986","AkademikerInnen","indirekter Migrationshintergrund","","","",""
"(2a) intermediate vocational","1986","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"(2a) intermediate vocational","1986","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"(2a) intermediate vocational","1986","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"(2a) intermediate vocational","1986","Hauptschulabschluss","kein Migrationshintergrund","","","",""
"(2a) intermediate vocational","1986","Hauptschulabschluss","direkter Migrationshintergrund","","","",""
"(2a) intermediate vocational","1986","Hauptschulabschluss","indirekter Migrationshintergrund","","","",""
"(2a) intermediate vocational","1986","Realschulabschluss","kein Migrationshintergrund","1214","0.754607824607028","0.73354229717971","0.775673352034347"
"(2a) intermediate vocational","1986","Realschulabschluss","direkter Migrationshintergrund","82","0.696018716081922","0.621150416168679","0.770887015995164"
"(2a) intermediate vocational","1986","Realschulabschluss","indirekter Migrationshintergrund","","","",""
"(2a) intermediate vocational","1986","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"(2a) intermediate vocational","1986","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"(2a) intermediate vocational","1986","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"(2a) intermediate vocational","1986","AkademikerInnen","kein Migrationshintergrund","","","",""
"(2a) intermediate vocational","1986","AkademikerInnen","direkter Migrationshintergrund","","","",""
"(2a) intermediate vocational","1986","AkademikerInnen","indirekter Migrationshintergrund","","","",""
"(2c_gen) general maturity certificate","1986","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"(2c_gen) general maturity certificate","1986","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"(2c_gen) general maturity certificate","1986","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"(2c_gen) general maturity certificate","1986","Hauptschulabschluss","kein Migrationshintergrund","","","",""
"(2c_gen) general maturity certificate","1986","Hauptschulabschluss","direkter Migrationshintergrund","","","",""
"(2c_gen) general maturity certificate","1986","Hauptschulabschluss","indirekter Migrationshintergrund","","","",""
"(2c_gen) general maturity certificate","1986","Realschulabschluss","kein Migrationshintergrund","","","",""
"(2c_gen) general maturity certificate","1986","Realschulabschluss","direkter Migrationshintergrund","","","",""
"(2c_gen) general maturity certificate","1986","Realschulabschluss","indirekter Migrationshintergrund","","","",""
"(2c_gen) general maturity certificate","1986","(Fach-)Abitur","kein Migrationshintergrund","286","0.469479215467895","0.428722776047666","0.510235654888124"
