"pgcasmin","year","alter_gr","bildungsniveau","n","percent","lower_confidence","upper_confidence"
"(1a) inadequately completed","1986","16-34 Jahre alt","Hauptschulabschluss","","","",""
"(1a) inadequately completed","1986","16-34 Jahre alt","Realschulabschluss","","","",""
"(1a) inadequately completed","1986","16-34 Jahre alt","(Fach-)Abitur","","","",""
"(1a) inadequately completed","1986","16-34 Jahre alt","AkademikerInnen","","","",""
"(1a) inadequately completed","1986","35-65 Jahre alt","(noch) kein Abschluss","599","1","1","1"
"(1a) inadequately completed","1986","35-65 Jahre alt","Hauptschulabschluss","","","",""
"(1a) inadequately completed","1986","35-65 Jahre alt","Realschulabschluss","","","",""
"(1a) inadequately completed","1986","35-65 Jahre alt","(Fach-)Abitur","","","",""
"(1a) inadequately completed","1986","35-65 Jahre alt","AkademikerInnen","","","",""
"(1a) inadequately completed","1986","66 und älter","(noch) kein Abschluss","","","",""
"(1a) inadequately completed","1986","66 und älter","Hauptschulabschluss","","","",""
"(1a) inadequately completed","1986","66 und älter","Realschulabschluss","","","",""
"(1a) inadequately completed","1986","66 und älter","(Fach-)Abitur","","","",""
"(1a) inadequately completed","1986","66 und älter","AkademikerInnen","","","",""
"(1b) general elementary school","1986","16-34 Jahre alt","(noch) kein Abschluss","","","",""
"(1b) general elementary school","1986","16-34 Jahre alt","Hauptschulabschluss","788","0.334441063938015","0.31295962155457","0.35592250632146"
"(1b) general elementary school","1986","16-34 Jahre alt","Realschulabschluss","","","",""
"(1b) general elementary school","1986","16-34 Jahre alt","(Fach-)Abitur","","","",""
"(1b) general elementary school","1986","16-34 Jahre alt","AkademikerInnen","","","",""
"(1b) general elementary school","1986","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"(1b) general elementary school","1986","35-65 Jahre alt","Hauptschulabschluss","1329","0.342399890604941","0.326684044508545","0.358115736701336"
"(1b) general elementary school","1986","35-65 Jahre alt","Realschulabschluss","","","",""
"(1b) general elementary school","1986","35-65 Jahre alt","(Fach-)Abitur","","","",""
"(1b) general elementary school","1986","35-65 Jahre alt","AkademikerInnen","","","",""
"(1b) general elementary school","1986","66 und älter","(noch) kein Abschluss","","","",""
"(1b) general elementary school","1986","66 und älter","Hauptschulabschluss","370","0.479817831654314","0.444392221917401","0.515243441391228"
"(1b) general elementary school","1986","66 und älter","Realschulabschluss","","","",""
"(1b) general elementary school","1986","66 und älter","(Fach-)Abitur","","","",""
"(1b) general elementary school","1986","66 und älter","AkademikerInnen","","","",""
"(1c) basic vocational qualification","1986","16-34 Jahre alt","(noch) kein Abschluss","","","",""
"(1c) basic vocational qualification","1986","16-34 Jahre alt","Hauptschulabschluss","1065","0.665558936061985","0.644077493678539","0.68704037844543"
"(1c) basic vocational qualification","1986","16-34 Jahre alt","Realschulabschluss","","","",""
"(1c) basic vocational qualification","1986","16-34 Jahre alt","(Fach-)Abitur","","","",""
"(1c) basic vocational qualification","1986","16-34 Jahre alt","AkademikerInnen","","","",""
"(1c) basic vocational qualification","1986","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"(1c) basic vocational qualification","1986","35-65 Jahre alt","Hauptschulabschluss","2173","0.657600109395059","0.641884263298664","0.673315955491455"
"(1c) basic vocational qualification","1986","35-65 Jahre alt","Realschulabschluss","","","",""
"(1c) basic vocational qualification","1986","35-65 Jahre alt","(Fach-)Abitur","","","",""
"(1c) basic vocational qualification","1986","35-65 Jahre alt","AkademikerInnen","","","",""
"(1c) basic vocational qualification","1986","66 und älter","(noch) kein Abschluss","","","",""
"(1c) basic vocational qualification","1986","66 und älter","Hauptschulabschluss","394","0.520182168345686","0.484756558608772","0.555607778082599"
"(1c) basic vocational qualification","1986","66 und älter","Realschulabschluss","","","",""
"(1c) basic vocational qualification","1986","66 und älter","(Fach-)Abitur","","","",""
"(1c) basic vocational qualification","1986","66 und älter","AkademikerInnen","","","",""
"(2b) intermediate general qualification","1986","16-34 Jahre alt","(noch) kein Abschluss","","","",""
"(2b) intermediate general qualification","1986","16-34 Jahre alt","Hauptschulabschluss","","","",""
"(2b) intermediate general qualification","1986","16-34 Jahre alt","Realschulabschluss","367","0.373872670567548","0.343250781579538","0.404494559555558"
"(2b) intermediate general qualification","1986","16-34 Jahre alt","(Fach-)Abitur","","","",""
"(2b) intermediate general qualification","1986","16-34 Jahre alt","AkademikerInnen","","","",""
"(2b) intermediate general qualification","1986","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"(2b) intermediate general qualification","1986","35-65 Jahre alt","Hauptschulabschluss","","","",""
"(2b) intermediate general qualification","1986","35-65 Jahre alt","Realschulabschluss","71","0.108965982067438","0.0851396046240008","0.132792359510875"
"(2b) intermediate general qualification","1986","35-65 Jahre alt","(Fach-)Abitur","","","",""
"(2b) intermediate general qualification","1986","35-65 Jahre alt","AkademikerInnen","","","",""
"(2b) intermediate general qualification","1986","66 und älter","(noch) kein Abschluss","","","",""
"(2b) intermediate general qualification","1986","66 und älter","Hauptschulabschluss","","","",""
"(2b) intermediate general qualification","1986","66 und älter","Realschulabschluss","30","0.201246243527221","0.139696728273066","0.262795758781377"
"(2b) intermediate general qualification","1986","66 und älter","(Fach-)Abitur","","","",""
"(2b) intermediate general qualification","1986","66 und älter","AkademikerInnen","","","",""
"(2a) intermediate vocational","1986","16-34 Jahre alt","(noch) kein Abschluss","","","",""
"(2a) intermediate vocational","1986","16-34 Jahre alt","Hauptschulabschluss","","","",""
"(2a) intermediate vocational","1986","16-34 Jahre alt","Realschulabschluss","592","0.626127329432452","0.595505440444442","0.656749218420462"
"(2a) intermediate vocational","1986","16-34 Jahre alt","(Fach-)Abitur","","","",""
"(2a) intermediate vocational","1986","16-34 Jahre alt","AkademikerInnen","","","",""
"(2a) intermediate vocational","1986","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"(2a) intermediate vocational","1986","35-65 Jahre alt","Hauptschulabschluss","","","",""
"(2a) intermediate vocational","1986","35-65 Jahre alt","Realschulabschluss","586","0.891034017932562","0.867207640489125","0.914860395375999"
"(2a) intermediate vocational","1986","35-65 Jahre alt","(Fach-)Abitur","","","",""
"(2a) intermediate vocational","1986","35-65 Jahre alt","AkademikerInnen","","","",""
"(2a) intermediate vocational","1986","66 und älter","(noch) kein Abschluss","","","",""
"(2a) intermediate vocational","1986","66 und älter","Hauptschulabschluss","","","",""
"(2a) intermediate vocational","1986","66 und älter","Realschulabschluss","133","0.798753756472779","0.737204241218623","0.860303271726934"
"(2a) intermediate vocational","1986","66 und älter","(Fach-)Abitur","","","",""
"(2a) intermediate vocational","1986","66 und älter","AkademikerInnen","","","",""
"(2c_gen) general maturity certificate","1986","16-34 Jahre alt","(noch) kein Abschluss","","","",""
"(2c_gen) general maturity certificate","1986","16-34 Jahre alt","Hauptschulabschluss","","","",""
"(2c_gen) general maturity certificate","1986","16-34 Jahre alt","Realschulabschluss","","","",""
"(2c_gen) general maturity certificate","1986","16-34 Jahre alt","(Fach-)Abitur","348","0.613117289777409","0.572743117716348","0.653491461838471"
"(2c_gen) general maturity certificate","1986","16-34 Jahre alt","AkademikerInnen","","","",""
"(2c_gen) general maturity certificate","1986","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"(2c_gen) general maturity certificate","1986","35-65 Jahre alt","Hauptschulabschluss","","","",""
"(2c_gen) general maturity certificate","1986","35-65 Jahre alt","Realschulabschluss","","","",""
"(2c_gen) general maturity certificate","1986","35-65 Jahre alt","(Fach-)Abitur","50","0.158447277985238","0.109408307378464","0.207486248592012"
"(2c_gen) general maturity certificate","1986","35-65 Jahre alt","AkademikerInnen","","","",""
"(2c_gen) general maturity certificate","1986","66 und älter","(noch) kein Abschluss","","","",""
"(2c_gen) general maturity certificate","1986","66 und älter","Hauptschulabschluss","","","",""
"(2c_gen) general maturity certificate","1986","66 und älter","Realschulabschluss","","","",""
"(2c_gen) general maturity certificate","1986","66 und älter","(Fach-)Abitur","","","",""
"(2c_gen) general maturity certificate","1986","66 und älter","AkademikerInnen","","","",""
"(2c_voc) vocational maturity certificate","1986","16-34 Jahre alt","(noch) kein Abschluss","","","",""
"(2c_voc) vocational maturity certificate","1986","16-34 Jahre alt","Hauptschulabschluss","","","",""
"(2c_voc) vocational maturity certificate","1986","16-34 Jahre alt","Realschulabschluss","","","",""
"(2c_voc) vocational maturity certificate","1986","16-34 Jahre alt","(Fach-)Abitur","211","0.386882710222591","0.346508538161529","0.427256882283652"
"(2c_voc) vocational maturity certificate","1986","16-34 Jahre alt","AkademikerInnen","","","",""
"(2c_voc) vocational maturity certificate","1986","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"(2c_voc) vocational maturity certificate","1986","35-65 Jahre alt","Hauptschulabschluss","","","",""
"(2c_voc) vocational maturity certificate","1986","35-65 Jahre alt","Realschulabschluss","","","",""
"(2c_voc) vocational maturity certificate","1986","35-65 Jahre alt","(Fach-)Abitur","163","0.841552722014762","0.792513751407989","0.890591692621536"
"(2c_voc) vocational maturity certificate","1986","35-65 Jahre alt","AkademikerInnen","","","",""
"(2c_voc) vocational maturity certificate","1986","66 und älter","(noch) kein Abschluss","","","",""
"(2c_voc) vocational maturity certificate","1986","66 und älter","Hauptschulabschluss","","","",""
"(2c_voc) vocational maturity certificate","1986","66 und älter","Realschulabschluss","","","",""
"(2c_voc) vocational maturity certificate","1986","66 und älter","(Fach-)Abitur","39","0.804951367906605","0.690446104273517","0.919456631539694"
"(2c_voc) vocational maturity certificate","1986","66 und älter","AkademikerInnen","","","",""
"(3a) lower tertiary education","1986","16-34 Jahre alt","(noch) kein Abschluss","","","",""
"(3a) lower tertiary education","1986","16-34 Jahre alt","Hauptschulabschluss","","","",""
"(3a) lower tertiary education","1986","16-34 Jahre alt","Realschulabschluss","","","",""
"(3a) lower tertiary education","1986","16-34 Jahre alt","(Fach-)Abitur","","","",""
"(3a) lower tertiary education","1986","16-34 Jahre alt","AkademikerInnen","65","0.295246528333973","0.236166409302752","0.354326647365193"
"(3a) lower tertiary education","1986","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"(3a) lower tertiary education","1986","35-65 Jahre alt","Hauptschulabschluss","","","",""
"(3a) lower tertiary education","1986","35-65 Jahre alt","Realschulabschluss","","","",""
"(3a) lower tertiary education","1986","35-65 Jahre alt","(Fach-)Abitur","","","",""
"(3a) lower tertiary education","1986","35-65 Jahre alt","AkademikerInnen","158","0.375435522553065","0.331610919563805","0.419260125542324"
"(3a) lower tertiary education","1986","66 und älter","(noch) kein Abschluss","","","",""
"(3a) lower tertiary education","1986","66 und älter","Hauptschulabschluss","","","",""
"(3a) lower tertiary education","1986","66 und älter","Realschulabschluss","","","",""
"(3a) lower tertiary education","1986","66 und älter","(Fach-)Abitur","","","",""
"(3a) lower tertiary education","1986","66 und älter","AkademikerInnen","","","",""
"(3b) higher tertiary education","1986","16-34 Jahre alt","(noch) kein Abschluss","","","",""
"(3b) higher tertiary education","1986","16-34 Jahre alt","Hauptschulabschluss","","","",""
"(3b) higher tertiary education","1986","16-34 Jahre alt","Realschulabschluss","","","",""
"(3b) higher tertiary education","1986","16-34 Jahre alt","(Fach-)Abitur","","","",""
"(3b) higher tertiary education","1986","16-34 Jahre alt","AkademikerInnen","164","0.704753471666027","0.645673352634807","0.763833590697248"
"(3b) higher tertiary education","1986","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"(3b) higher tertiary education","1986","35-65 Jahre alt","Hauptschulabschluss","","","",""
"(3b) higher tertiary education","1986","35-65 Jahre alt","Realschulabschluss","","","",""
"(3b) higher tertiary education","1986","35-65 Jahre alt","(Fach-)Abitur","","","",""
"(3b) higher tertiary education","1986","35-65 Jahre alt","AkademikerInnen","311","0.624564477446935","0.580739874457676","0.668389080436195"
"(3b) higher tertiary education","1986","66 und älter","(noch) kein Abschluss","","","",""
"(3b) higher tertiary education","1986","66 und älter","Hauptschulabschluss","","","",""
"(3b) higher tertiary education","1986","66 und älter","Realschulabschluss","","","",""
"(3b) higher tertiary education","1986","66 und älter","(Fach-)Abitur","","","",""
"(3b) higher tertiary education","1986","66 und älter","AkademikerInnen","","","",""
"(0) in school","1987","16-34 Jahre alt","(noch) kein Abschluss","193","0.63108302871452","0.583738563965506","0.678427493463534"
"(0) in school","1987","16-34 Jahre alt","Hauptschulabschluss","","","",""
"(0) in school","1987","16-34 Jahre alt","Realschulabschluss","","","",""
"(0) in school","1987","16-34 Jahre alt","(Fach-)Abitur","","","",""
"(0) in school","1987","16-34 Jahre alt","AkademikerInnen","","","",""
"(0) in school","1987","35-65 Jahre alt","(noch) kein Abschluss","","","",""
