"pgcasmin","year","alter_gr","migback","n","percent","lower_confidence","upper_confidence"
"(3a) lower tertiary education","1986","66 und älter","kein Migrationshintergrund","","","",""
"(3a) lower tertiary education","1986","66 und älter","direkter Migrationshintergrund","","","",""
"(3a) lower tertiary education","1986","66 und älter","indirekter Migrationshintergrund","","","",""
"(3b) higher tertiary education","1986","16-34 Jahre alt","kein Migrationshintergrund","137","0.0459509984826624","0.0382218193956109","0.0536801775697139"
"(3b) higher tertiary education","1986","16-34 Jahre alt","direkter Migrationshintergrund","","","",""
"(3b) higher tertiary education","1986","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"(3b) higher tertiary education","1986","35-65 Jahre alt","kein Migrationshintergrund","250","0.060869587328641","0.0532294383602182","0.0685097362970638"
"(3b) higher tertiary education","1986","35-65 Jahre alt","direkter Migrationshintergrund","60","0.0499383730425358","0.0394475150567526","0.0604292310283191"
"(3b) higher tertiary education","1986","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"(3b) higher tertiary education","1986","66 und älter","kein Migrationshintergrund","","","",""
"(3b) higher tertiary education","1986","66 und älter","direkter Migrationshintergrund","","","",""
"(3b) higher tertiary education","1986","66 und älter","indirekter Migrationshintergrund","","","",""
"(0) in school","1987","16-34 Jahre alt","kein Migrationshintergrund","151","0.0439968265022742","0.0363483207646761","0.0516453322398723"
"(0) in school","1987","16-34 Jahre alt","direkter Migrationshintergrund","33","0.0256694244026836","0.0160900757315781","0.0352487730737891"
"(0) in school","1987","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"(0) in school","1987","35-65 Jahre alt","kein Migrationshintergrund","","","",""
"(0) in school","1987","35-65 Jahre alt","direkter Migrationshintergrund","","","",""
"(0) in school","1987","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"(0) in school","1987","66 und älter","kein Migrationshintergrund","","","",""
"(0) in school","1987","66 und älter","direkter Migrationshintergrund","","","",""
"(0) in school","1987","66 und älter","indirekter Migrationshintergrund","","","",""
"(1a) inadequately completed","1987","16-34 Jahre alt","kein Migrationshintergrund","38","0.0143003852620867","0.00987264214916513","0.0187281283750083"
"(1a) inadequately completed","1987","16-34 Jahre alt","direkter Migrationshintergrund","159","0.116061491899162","0.0966602356585774","0.135462748139747"
"(1a) inadequately completed","1987","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"(1a) inadequately completed","1987","35-65 Jahre alt","kein Migrationshintergrund","","","",""
"(1a) inadequately completed","1987","35-65 Jahre alt","direkter Migrationshintergrund","581","0.190535504389024","0.171683082483578","0.209387926294471"
"(1a) inadequately completed","1987","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"(1a) inadequately completed","1987","66 und älter","kein Migrationshintergrund","","","",""
"(1a) inadequately completed","1987","66 und älter","direkter Migrationshintergrund","","","",""
"(1a) inadequately completed","1987","66 und älter","indirekter Migrationshintergrund","","","",""
"(1b) general elementary school","1987","16-34 Jahre alt","kein Migrationshintergrund","362","0.123862757117697","0.111577261078702","0.136148253156691"
"(1b) general elementary school","1987","16-34 Jahre alt","direkter Migrationshintergrund","386","0.26919506147091","0.242328689023533","0.296061433918287"
"(1b) general elementary school","1987","16-34 Jahre alt","indirekter Migrationshintergrund","39","0.228683291401478","0.158864186343597","0.29850239645936"
"(1b) general elementary school","1987","35-65 Jahre alt","kein Migrationshintergrund","790","0.222509237761762","0.208989826000495","0.236028649523029"
"(1b) general elementary school","1987","35-65 Jahre alt","direkter Migrationshintergrund","485","0.277435367784492","0.255942243329019","0.298928492239965"
"(1b) general elementary school","1987","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"(1b) general elementary school","1987","66 und älter","kein Migrationshintergrund","364","0.346510162511342","0.317364393417594","0.375655931605089"
"(1b) general elementary school","1987","66 und älter","direkter Migrationshintergrund","","","",""
"(1b) general elementary school","1987","66 und älter","indirekter Migrationshintergrund","","","",""
"(1c) basic vocational qualification","1987","16-34 Jahre alt","kein Migrationshintergrund","774","0.288793903325499","0.27189229630569","0.305695510345308"
"(1c) basic vocational qualification","1987","16-34 Jahre alt","direkter Migrationshintergrund","229","0.264937984137562","0.238207375061397","0.291668593213727"
"(1c) basic vocational qualification","1987","16-34 Jahre alt","indirekter Migrationshintergrund","37","0.270357079860999","0.196521659667923","0.344192500054076"
"(1c) basic vocational qualification","1987","35-65 Jahre alt","kein Migrationshintergrund","1759","0.485362156186143","0.469117146718508","0.501607165653778"
"(1c) basic vocational qualification","1987","35-65 Jahre alt","direkter Migrationshintergrund","372","0.287248930469575","0.265527999263969","0.308969861675181"
"(1c) basic vocational qualification","1987","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"(1c) basic vocational qualification","1987","66 und älter","kein Migrationshintergrund","395","0.388522821279832","0.358669235261792","0.418376407297872"
"(1c) basic vocational qualification","1987","66 und älter","direkter Migrationshintergrund","","","",""
"(1c) basic vocational qualification","1987","66 und älter","indirekter Migrationshintergrund","","","",""
"(2b) intermediate general qualification","1987","16-34 Jahre alt","kein Migrationshintergrund","270","0.0927462367126103","0.0819281915200621","0.103564281905159"
"(2b) intermediate general qualification","1987","16-34 Jahre alt","direkter Migrationshintergrund","47","0.0569652734386034","0.0429260305992913","0.0710045162779155"
"(2b) intermediate general qualification","1987","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"(2b) intermediate general qualification","1987","35-65 Jahre alt","kein Migrationshintergrund","57","0.0159012708108926","0.0118352330624313","0.0199673085593539"
"(2b) intermediate general qualification","1987","35-65 Jahre alt","direkter Migrationshintergrund","","","",""
"(2b) intermediate general qualification","1987","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"(2b) intermediate general qualification","1987","66 und älter","kein Migrationshintergrund","","","",""
"(2b) intermediate general qualification","1987","66 und älter","direkter Migrationshintergrund","","","",""
"(2b) intermediate general qualification","1987","66 und älter","indirekter Migrationshintergrund","","","",""
"(2a) intermediate vocational","1987","16-34 Jahre alt","kein Migrationshintergrund","581","0.215177216037214","0.199851520368363","0.230502911706064"
"(2a) intermediate vocational","1987","16-34 Jahre alt","direkter Migrationshintergrund","39","0.0738754914202943","0.0580316812527729","0.0897193015878156"
"(2a) intermediate vocational","1987","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"(2a) intermediate vocational","1987","35-65 Jahre alt","kein Migrationshintergrund","516","0.141177818403746","0.129859783903796","0.152495852903696"
"(2a) intermediate vocational","1987","35-65 Jahre alt","direkter Migrationshintergrund","43","0.0780275921660261","0.0651521143249439","0.0909030700071082"
"(2a) intermediate vocational","1987","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"(2a) intermediate vocational","1987","66 und älter","kein Migrationshintergrund","131","0.136753555256623","0.115709238759512","0.157797871753734"
"(2a) intermediate vocational","1987","66 und älter","direkter Migrationshintergrund","","","",""
"(2a) intermediate vocational","1987","66 und älter","indirekter Migrationshintergrund","","","",""
"(2c_gen) general maturity certificate","1987","16-34 Jahre alt","kein Migrationshintergrund","238","0.0885603854131514","0.0779649220720828","0.0991558487542201"
"(2c_gen) general maturity certificate","1987","16-34 Jahre alt","direkter Migrationshintergrund","74","0.079333324789603","0.0629631321632396","0.0957035174159663"
"(2c_gen) general maturity certificate","1987","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"(2c_gen) general maturity certificate","1987","35-65 Jahre alt","kein Migrationshintergrund","","","",""
"(2c_gen) general maturity certificate","1987","35-65 Jahre alt","direkter Migrationshintergrund","36","0.0230129035758554","0.015814927250489","0.0302108799012217"
"(2c_gen) general maturity certificate","1987","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"(2c_gen) general maturity certificate","1987","66 und älter","kein Migrationshintergrund","","","",""
"(2c_gen) general maturity certificate","1987","66 und älter","direkter Migrationshintergrund","","","",""
"(2c_gen) general maturity certificate","1987","66 und älter","indirekter Migrationshintergrund","","","",""
"(2c_voc) vocational maturity certificate","1987","16-34 Jahre alt","kein Migrationshintergrund","157","0.0639361575853516","0.0548126412244466","0.0730596739462566"
"(2c_voc) vocational maturity certificate","1987","16-34 Jahre alt","direkter Migrationshintergrund","54","0.0649267715589106","0.0500019390532357","0.0798516040645854"
"(2c_voc) vocational maturity certificate","1987","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"(2c_voc) vocational maturity certificate","1987","35-65 Jahre alt","kein Migrationshintergrund","90","0.0250505616461188","0.0199708865600548","0.0301302367321828"
"(2c_voc) vocational maturity certificate","1987","35-65 Jahre alt","direkter Migrationshintergrund","67","0.0453093829833438","0.035325357237852","0.0552934087288356"
"(2c_voc) vocational maturity certificate","1987","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"(2c_voc) vocational maturity certificate","1987","66 und älter","kein Migrationshintergrund","36","0.0315870731479111","0.0208747640688008","0.0422993822270214"
"(2c_voc) vocational maturity certificate","1987","66 und älter","direkter Migrationshintergrund","","","",""
"(2c_voc) vocational maturity certificate","1987","66 und älter","indirekter Migrationshintergrund","","","",""
"(3a) lower tertiary education","1987","16-34 Jahre alt","kein Migrationshintergrund","62","0.0230556282512604","0.0174585722533112","0.0286526842492095"
"(3a) lower tertiary education","1987","16-34 Jahre alt","direkter Migrationshintergrund","","","",""
"(3a) lower tertiary education","1987","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"(3a) lower tertiary education","1987","35-65 Jahre alt","kein Migrationshintergrund","136","0.0364454503537408","0.0303543470163219","0.0425365536911597"
"(3a) lower tertiary education","1987","35-65 Jahre alt","direkter Migrationshintergrund","","","",""
"(3a) lower tertiary education","1987","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"(3a) lower tertiary education","1987","66 und älter","kein Migrationshintergrund","","","",""
"(3a) lower tertiary education","1987","66 und älter","direkter Migrationshintergrund","","","",""
"(3a) lower tertiary education","1987","66 und älter","indirekter Migrationshintergrund","","","",""
"(3b) higher tertiary education","1987","16-34 Jahre alt","kein Migrationshintergrund","129","0.0455705037928559","0.0377928233585564","0.0533481842271554"
"(3b) higher tertiary education","1987","16-34 Jahre alt","direkter Migrationshintergrund","","","",""
"(3b) higher tertiary education","1987","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"(3b) higher tertiary education","1987","35-65 Jahre alt","kein Migrationshintergrund","259","0.0656369402620002","0.0575874542930201","0.0736864262309803"
"(3b) higher tertiary education","1987","35-65 Jahre alt","direkter Migrationshintergrund","56","0.0499429816993763","0.0394863368002305","0.0603996265985222"
