year,migback,pgisced97,pgcasmin,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2020,Direct migration background,Second Stage of Tertiary Education,(3b) Higher Tertiary Education,0.84336,2048,2189,0.82813,0.85859
2020,Indirect migration background,Lower Secondary Level,(1b) General Elementary School,0.54863,123,242,0.48580,0.61145
2020,Indirect migration background,Lower Secondary Level,(2) Intermediate General/Vocational Qualification,0.45137,119,242,0.38855,0.51420
2020,Indirect migration background,Upper Secondary Level,(1c) Basic Vocational Qualification,0.36709,173,584,0.32797,0.40622
2020,Indirect migration background,Upper Secondary Level,(2) Intermediate General/Vocational Qualification,0.33244,207,584,0.29420,0.37068
2020,Indirect migration background,Upper Secondary Level,(2c_gen) General Maturity Certificate,0.29736,204,584,0.26026,0.33447
2020,Indirect migration background,Second Stage of Tertiary Education,(3a) Lower Tertiary Education,0.48649,119,292,0.42906,0.54392
2020,Indirect migration background,Second Stage of Tertiary Education,(3b) Higher Tertiary Education,0.51351,173,292,0.45608,0.57094
2021,No migration background,Primary Level,(1a) Inadequately completed,0.78938,69,69,0.69247,0.88630
2021,No migration background,Lower Secondary Level,(1b) General Elementary School,0.68955,541,935,0.65988,0.71922
2021,No migration background,Lower Secondary Level,(2) Intermediate General/Vocational Qualification,0.31045,394,935,0.28078,0.34012
2021,No migration background,Upper Secondary Level,(1a) Inadequately completed,0.00419,32,5635,0.00251,0.00588
2021,No migration background,Upper Secondary Level,(1c) Basic Vocational Qualification,0.41279,1967,5635,0.39993,0.42565
2021,No migration background,Upper Secondary Level,(2) Intermediate General/Vocational Qualification,0.48133,2961,5635,0.46828,0.49437
2021,No migration background,Upper Secondary Level,(2c_gen) General Maturity Certificate,0.10126,675,5635,0.09338,0.10914
2021,No migration background,First Stage of Tertiary Education,(1c) Basic Vocational Qualification,0.23165,173,886,0.20386,0.25945
2021,No migration background,First Stage of Tertiary Education,(2) Intermediate General/Vocational Qualification,0.45260,441,886,0.41980,0.48539
2021,No migration background,First Stage of Tertiary Education,(2c_voc) Vocational Maturity Certificate,0.31526,272,886,0.28464,0.34587
2021,No migration background,Second Stage of Tertiary Education,(3a) Lower Tertiary Education,0.39743,1543,4088,0.38242,0.41243
2021,No migration background,Second Stage of Tertiary Education,(3b) Higher Tertiary Education,0.60257,2545,4088,0.58757,0.61758
2021,Direct migration background,Primary Level,(1a) Inadequately completed,0.98767,936,936,0.98060,0.99475
2021,Direct migration background,Lower Secondary Level,(1b) General Elementary School,0.88622,754,827,0.86457,0.90788
2021,Direct migration background,Lower Secondary Level,(2) Intermediate General/Vocational Qualification,0.11378,73,827,0.09212,0.13543
2021,Direct migration background,Upper Secondary Level,(1a) Inadequately completed,0.04547,68,1245,0.03389,0.05704
2021,Direct migration background,Upper Secondary Level,(1c) Basic Vocational Qualification,0.55852,444,1245,0.53093,0.58612
2021,Direct migration background,Upper Secondary Level,(2) Intermediate General/Vocational Qualification,0.15418,166,1245,0.13411,0.17425
2021,Direct migration background,Upper Secondary Level,(2c_gen) General Maturity Certificate,0.24171,567,1245,0.21791,0.26550
2021,Direct migration background,Second Stage of Tertiary Education,(3a) Lower Tertiary Education,0.17635,116,1408,0.15643,0.19626
2021,Direct migration background,Second Stage of Tertiary Education,(3b) Higher Tertiary Education,0.82365,1292,1408,0.80374,0.84357
2021,Indirect migration background,Lower Secondary Level,(1b) General Elementary School,0.50794,54,133,0.42265,0.59322
2021,Indirect migration background,Lower Secondary Level,(2) Intermediate General/Vocational Qualification,0.49206,79,133,0.40678,0.57735
2021,Indirect migration background,Upper Secondary Level,(1c) Basic Vocational Qualification,0.37003,92,371,0.32083,0.41923
2021,Indirect migration background,Upper Secondary Level,(2) Intermediate General/Vocational Qualification,0.25936,118,371,0.21470,0.30401
2021,Indirect migration background,Upper Secondary Level,(2c_gen) General Maturity Certificate,0.36832,161,371,0.31917,0.41747
2021,Indirect migration background,Second Stage of Tertiary Education,(3a) Lower Tertiary Education,0.40274,80,210,0.33625,0.46923
2021,Indirect migration background,Second Stage of Tertiary Education,(3b) Higher Tertiary Education,0.59726,130,210,0.53077,0.66375
2022,No migration background,Primary Level,(1a) Inadequately completed,0.77523,94,94,0.69039,0.86007
2022,No migration background,Lower Secondary Level,(1b) General Elementary School,0.66922,541,1008,0.64016,0.69828
2022,No migration background,Lower Secondary Level,(2) Intermediate General/Vocational Qualification,0.33078,467,1008,0.30172,0.35984
2022,No migration background,Upper Secondary Level,(1a) Inadequately completed,0.00563,58,6836,0.00386,0.00741
2022,No migration background,Upper Secondary Level,(1c) Basic Vocational Qualification,0.39542,2161,6836,0.38382,0.40701
2022,No migration background,Upper Secondary Level,(2) Intermediate General/Vocational Qualification,0.49133,3660,6836,0.47948,0.50318
2022,No migration background,Upper Secondary Level,(2c_gen) General Maturity Certificate,0.10595,957,6836,0.09865,0.11324
2022,No migration background,First Stage of Tertiary Education,(1c) Basic Vocational Qualification,0.22005,213,1188,0.19649,0.24362
2022,No migration background,First Stage of Tertiary Education,(2) Intermediate General/Vocational Qualification,0.44310,560,1188,0.41484,0.47136
2022,No migration background,First Stage of Tertiary Education,(2c_voc) Vocational Maturity Certificate,0.33028,415,1188,0.30352,0.35703
2022,No migration background,Second Stage of Tertiary Education,(3a) Lower Tertiary Education,0.37001,1938,5514,0.35726,0.38275
2022,No migration background,Second Stage of Tertiary Education,(3b) Higher Tertiary Education,0.62999,3576,5514,0.61725,0.64274
2022,Direct migration background,Primary Level,(1a) Inadequately completed,0.96612,719,719,0.95289,0.97936
2022,Direct migration background,Lower Secondary Level,(1b) General Elementary School,0.90967,696,780,0.88954,0.92980
2022,Direct migration background,Lower Secondary Level,(2) Intermediate General/Vocational Qualification,0.09033,84,780,0.07020,0.11046
2022,Direct migration background,Upper Secondary Level,(0) No qualification (yet),0.00628,39,1567,0.00237,0.01019
2022,Direct migration background,Upper Secondary Level,(1a) Inadequately completed,0.03595,87,1567,0.02673,0.04517
2022,Direct migration background,Upper Secondary Level,(1c) Basic Vocational Qualification,0.49677,448,1567,0.47201,0.52154
2022,Direct migration background,Upper Secondary Level,(2) Intermediate General/Vocational Qualification,0.20240,194,1567,0.18250,0.22230
2022,Direct migration background,Upper Secondary Level,(2c_gen) General Maturity Certificate,0.25860,799,1567,0.23692,0.28029
2022,Direct migration background,Second Stage of Tertiary Education,(3a) Lower Tertiary Education,0.13543,155,2736,0.12261,0.14826
2022,Direct migration background,Second Stage of Tertiary Education,(3b) Higher Tertiary Education,0.86457,2581,2736,0.85174,0.87739
2022,Indirect migration background,Lower Secondary Level,(1b) General Elementary School,0.47013,52,132,0.38466,0.55560
2022,Indirect migration background,Lower Secondary Level,(2) Intermediate General/Vocational Qualification,0.52987,80,132,0.44440,0.61534
2022,Indirect migration background,Upper Secondary Level,(1c) Basic Vocational Qualification,0.30371,136,555,0.26541,0.34200
2022,Indirect migration background,Upper Secondary Level,(2) Intermediate General/Vocational Qualification,0.35296,235,555,0.31316,0.39275
2022,Indirect migration background,Upper Secondary Level,(2c_gen) General Maturity Certificate,0.32677,184,555,0.28771,0.36582
2022,Indirect migration background,First Stage of Tertiary Education,(2) Intermediate General/Vocational Qualification,0.43536,31,62,0.31094,0.55979
2022,Indirect migration background,First Stage of Tertiary Education,(2c_voc) Vocational Maturity Certificate,0.39963,31,62,0.27671,0.52256
2022,Indirect migration background,Second Stage of Tertiary Education,(3a) Lower Tertiary Education,0.31029,136,423,0.26615,0.35443
2022,Indirect migration background,Second Stage of Tertiary Education,(3b) Higher Tertiary Education,0.68971,287,423,0.64557,0.73385
