"pli0091_h","year","migback","regtyp","n","percent","lower_confidence_percent","upper_confidence_percent"
"Min 1x pro Monat","2015","direkter Migrationshintergrund","Staedtischer Raum","688","0.155153097106588","0.144422408676547","0.165883785536629"
"Min 1x pro Monat","2015","direkter Migrationshintergrund","Laendlicher Raum","228","","",""
"Min 1x pro Monat","2015","indirekter Migrationshintergrund","Staedtischer Raum","423","0.348041103631619","0.322770993081423","0.373311214181816"
"Min 1x pro Monat","2015","indirekter Migrationshintergrund","Laendlicher Raum","88","0.30496673929481","0.254043936501719","0.355889542087902"
"Min 1x pro Monat","2015","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"Min 1x pro Monat","2015","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"Seltener","2015","kein Migrationshintergrund","Staedtischer Raum","5909","0.474246336821328","0.465188356086005","0.483304317556651"
"Seltener","2015","kein Migrationshintergrund","Laendlicher Raum","3921","0.487445643710629","0.476124293252838","0.49876699416842"
"Seltener","2015","direkter Migrationshintergrund","Staedtischer Raum","1811","","",""
"Seltener","2015","direkter Migrationshintergrund","Laendlicher Raum","598","0.377462153185806","0.352930769362448","0.401993537009165"
"Seltener","2015","indirekter Migrationshintergrund","Staedtischer Raum","645","0.436959135258397","0.410646028046798","0.463272242469997"
"Seltener","2015","indirekter Migrationshintergrund","Laendlicher Raum","171","","",""
"Seltener","2015","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"Seltener","2015","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"Nie","2015","kein Migrationshintergrund","Staedtischer Raum","2947","","",""
"Nie","2015","kein Migrationshintergrund","Laendlicher Raum","2112","","",""
"Nie","2015","direkter Migrationshintergrund","Staedtischer Raum","1727","","",""
"Nie","2015","direkter Migrationshintergrund","Laendlicher Raum","624","0.409535053482636","0.384649628495635","0.434420478469637"
"Nie","2015","indirekter Migrationshintergrund","Staedtischer Raum","216","","",""
"Nie","2015","indirekter Migrationshintergrund","Laendlicher Raum","36","0.106863389994918","0.0726924688421586","0.141034311147678"
"Nie","2015","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"Nie","2015","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"Taeglich","2016","kein Migrationshintergrund","Staedtischer Raum","","","",""
"Taeglich","2016","kein Migrationshintergrund","Laendlicher Raum","","","",""
"Taeglich","2016","direkter Migrationshintergrund","Staedtischer Raum","","","",""
"Taeglich","2016","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"Taeglich","2016","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"Taeglich","2016","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"Taeglich","2016","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"Taeglich","2016","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"Min 1x pro Woche","2016","kein Migrationshintergrund","Staedtischer Raum","","","",""
"Min 1x pro Woche","2016","kein Migrationshintergrund","Laendlicher Raum","","","",""
"Min 1x pro Woche","2016","direkter Migrationshintergrund","Staedtischer Raum","","","",""
"Min 1x pro Woche","2016","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"Min 1x pro Woche","2016","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"Min 1x pro Woche","2016","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"Min 1x pro Woche","2016","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"Min 1x pro Woche","2016","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"Min 1x pro Monat","2016","kein Migrationshintergrund","Staedtischer Raum","","","",""
"Min 1x pro Monat","2016","kein Migrationshintergrund","Laendlicher Raum","","","",""
"Min 1x pro Monat","2016","direkter Migrationshintergrund","Staedtischer Raum","","","",""
"Min 1x pro Monat","2016","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"Min 1x pro Monat","2016","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"Min 1x pro Monat","2016","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"Min 1x pro Monat","2016","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"Min 1x pro Monat","2016","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"Seltener","2016","kein Migrationshintergrund","Staedtischer Raum","","","",""
"Seltener","2016","kein Migrationshintergrund","Laendlicher Raum","","","",""
"Seltener","2016","direkter Migrationshintergrund","Staedtischer Raum","","","",""
"Seltener","2016","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"Seltener","2016","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"Seltener","2016","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"Seltener","2016","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"Seltener","2016","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"Nie","2016","kein Migrationshintergrund","Staedtischer Raum","","","",""
"Nie","2016","kein Migrationshintergrund","Laendlicher Raum","","","",""
"Nie","2016","direkter Migrationshintergrund","Staedtischer Raum","","","",""
"Nie","2016","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"Nie","2016","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"Nie","2016","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"Nie","2016","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"Nie","2016","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"Taeglich","2017","kein Migrationshintergrund","Staedtischer Raum","","","",""
"Taeglich","2017","kein Migrationshintergrund","Laendlicher Raum","","","",""
"Taeglich","2017","direkter Migrationshintergrund","Staedtischer Raum","4","0.000105670190074901","-0.000150833727819122","0.000362174107968925"
"Taeglich","2017","direkter Migrationshintergrund","Laendlicher Raum","1","","",""
"Taeglich","2017","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"Taeglich","2017","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"Taeglich","2017","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"Taeglich","2017","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"Min 1x pro Woche","2017","kein Migrationshintergrund","Staedtischer Raum","555","0.0447035467521786","0.0410488308934396","0.0483582626109176"
"Min 1x pro Woche","2017","kein Migrationshintergrund","Laendlicher Raum","316","0.0418454657993455","0.0374277625913846","0.0462631690073064"
"Min 1x pro Woche","2017","direkter Migrationshintergrund","Staedtischer Raum","149","","",""
"Min 1x pro Woche","2017","direkter Migrationshintergrund","Laendlicher Raum","58","0.03312899290952","0.026008638864332","0.040249346954708"
"Min 1x pro Woche","2017","indirekter Migrationshintergrund","Staedtischer Raum","94","0.0708665991020347","0.0574107930114928","0.0843224051925766"
"Min 1x pro Woche","2017","indirekter Migrationshintergrund","Laendlicher Raum","22","","",""
"Min 1x pro Woche","2017","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"Min 1x pro Woche","2017","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"Min 1x pro Monat","2017","kein Migrationshintergrund","Staedtischer Raum","2912","","",""
"Min 1x pro Monat","2017","kein Migrationshintergrund","Laendlicher Raum","1549","","",""
"Min 1x pro Monat","2017","direkter Migrationshintergrund","Staedtischer Raum","821","0.174640087770503","0.165166066355751","0.184114109185255"
"Min 1x pro Monat","2017","direkter Migrationshintergrund","Laendlicher Raum","269","","",""
"Min 1x pro Monat","2017","indirekter Migrationshintergrund","Staedtischer Raum","461","0.364890051161823","0.339646214752915","0.390133887570732"
"Min 1x pro Monat","2017","indirekter Migrationshintergrund","Laendlicher Raum","103","","",""
"Min 1x pro Monat","2017","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"Min 1x pro Monat","2017","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"Seltener","2017","kein Migrationshintergrund","Staedtischer Raum","6071","0.460882627989216","0.452067058422013","0.46969819755642"
"Seltener","2017","kein Migrationshintergrund","Laendlicher Raum","4063","0.485660213571908","0.474633505521796","0.496686921622021"
"Seltener","2017","direkter Migrationshintergrund","Staedtischer Raum","1938","","",""
"Seltener","2017","direkter Migrationshintergrund","Laendlicher Raum","707","0.383229113102812","0.363886979322183","0.402571246883442"
"Seltener","2017","indirekter Migrationshintergrund","Staedtischer Raum","629","0.419439612911326","0.39356294753803","0.445316278284623"
"Seltener","2017","indirekter Migrationshintergrund","Laendlicher Raum","142","","",""
"Seltener","2017","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"Seltener","2017","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"Nie","2017","kein Migrationshintergrund","Staedtischer Raum","2744","","",""
"Nie","2017","kein Migrationshintergrund","Laendlicher Raum","1964","","",""
"Nie","2017","direkter Migrationshintergrund","Staedtischer Raum","3257","0.399223475046765","0.387002517977851","0.411444432115678"
"Nie","2017","direkter Migrationshintergrund","Laendlicher Raum","1392","","",""
"Nie","2017","indirekter Migrationshintergrund","Staedtischer Raum","213","","",""
"Nie","2017","indirekter Migrationshintergrund","Laendlicher Raum","39","0.0817354026354649","0.0510397832305333","0.112431022040397"
"Nie","2017","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"Nie","2017","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"Taeglich","2018","kein Migrationshintergrund","Staedtischer Raum","","","",""
"Taeglich","2018","kein Migrationshintergrund","Laendlicher Raum","","","",""
"Taeglich","2018","direkter Migrationshintergrund","Staedtischer Raum","5","0.00199701606441188","0.000174113093406306","0.00381991903541746"
"Taeglich","2018","direkter Migrationshintergrund","Laendlicher Raum","5","0.00308350665840355","-0.000654771148095669","0.00682178446490278"
"Taeglich","2018","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"Taeglich","2018","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"Taeglich","2018","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"Taeglich","2018","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"Min 1x pro Woche","2018","kein Migrationshintergrund","Staedtischer Raum","","","",""
"Min 1x pro Woche","2018","kein Migrationshintergrund","Laendlicher Raum","","","",""
"Min 1x pro Woche","2018","direkter Migrationshintergrund","Staedtischer Raum","42","0.0222948154487882","0.0162662670265874","0.0283233638709889"
"Min 1x pro Woche","2018","direkter Migrationshintergrund","Laendlicher Raum","18","","",""
"Min 1x pro Woche","2018","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"Min 1x pro Woche","2018","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"Min 1x pro Woche","2018","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"Min 1x pro Woche","2018","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"Min 1x pro Monat","2018","kein Migrationshintergrund","Staedtischer Raum","","","",""
"Min 1x pro Monat","2018","kein Migrationshintergrund","Laendlicher Raum","","","",""
"Min 1x pro Monat","2018","direkter Migrationshintergrund","Staedtischer Raum","200","","",""
"Min 1x pro Monat","2018","direkter Migrationshintergrund","Laendlicher Raum","71","0.134885642955223","0.111853234193414","0.157918051717031"
"Min 1x pro Monat","2018","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"Min 1x pro Monat","2018","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"Min 1x pro Monat","2018","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"Min 1x pro Monat","2018","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"Seltener","2018","kein Migrationshintergrund","Staedtischer Raum","","","",""
"Seltener","2018","kein Migrationshintergrund","Laendlicher Raum","","","",""
"Seltener","2018","direkter Migrationshintergrund","Staedtischer Raum","502","0.225165141513598","0.208109737661658","0.242220545365538"
"Seltener","2018","direkter Migrationshintergrund","Laendlicher Raum","138","","",""
"Seltener","2018","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"Seltener","2018","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"Seltener","2018","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"Seltener","2018","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"Nie","2018","kein Migrationshintergrund","Staedtischer Raum","","","",""
"Nie","2018","kein Migrationshintergrund","Laendlicher Raum","","","",""
"Nie","2018","direkter Migrationshintergrund","Staedtischer Raum","1555","","",""
"Nie","2018","direkter Migrationshintergrund","Laendlicher Raum","613","0.627264645938512","0.594662556418882","0.659866735458143"
"Nie","2018","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"Nie","2018","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"Nie","2018","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"Nie","2018","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"Taeglich","2019","kein Migrationshintergrund","Staedtischer Raum","7","0.000590573944949494","0.000158321893907507","0.00102282599599148"
"Taeglich","2019","kein Migrationshintergrund","Laendlicher Raum","2","","",""
"Taeglich","2019","direkter Migrationshintergrund","Staedtischer Raum","5","0.00188873626235615","0.000696764651862325","0.00308070787284998"
"Taeglich","2019","direkter Migrationshintergrund","Laendlicher Raum","2","","",""
"Taeglich","2019","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"Taeglich","2019","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"Taeglich","2019","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"Taeglich","2019","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"Min 1x pro Woche","2019","kein Migrationshintergrund","Staedtischer Raum","263","","",""
"Min 1x pro Woche","2019","kein Migrationshintergrund","Laendlicher Raum","100","","",""
"Min 1x pro Woche","2019","direkter Migrationshintergrund","Staedtischer Raum","79","0.0185290178748152","0.014826853423724","0.0222311823259064"
"Min 1x pro Woche","2019","direkter Migrationshintergrund","Laendlicher Raum","28","","",""
"Min 1x pro Woche","2019","indirekter Migrationshintergrund","Staedtischer Raum","54","0.0384333374825274","0.0284098059994132","0.0484568689656416"
"Min 1x pro Woche","2019","indirekter Migrationshintergrund","Laendlicher Raum","19","","",""
"Min 1x pro Woche","2019","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"Min 1x pro Woche","2019","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"Min 1x pro Monat","2019","kein Migrationshintergrund","Staedtischer Raum","2676","","",""
"Min 1x pro Monat","2019","kein Migrationshintergrund","Laendlicher Raum","1372","","",""
"Min 1x pro Monat","2019","direkter Migrationshintergrund","Staedtischer Raum","735","0.198795086766679","0.187838749327003","0.209751424206354"
"Min 1x pro Monat","2019","direkter Migrationshintergrund","Laendlicher Raum","225","","",""
"Min 1x pro Monat","2019","indirekter Migrationshintergrund","Staedtischer Raum","451","0.360982299420303","0.335939872926552","0.386024725914055"
"Min 1x pro Monat","2019","indirekter Migrationshintergrund","Laendlicher Raum","108","","",""
"Min 1x pro Monat","2019","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"Min 1x pro Monat","2019","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"Seltener","2019","kein Migrationshintergrund","Staedtischer Raum","6131","0.473011528631241","0.464128427204985","0.481894630057496"
"Seltener","2019","kein Migrationshintergrund","Laendlicher Raum","3848","0.466511852154839","0.455221403814446","0.477802300495233"
"Seltener","2019","direkter Migrationshintergrund","Staedtischer Raum","1515","","",""
"Seltener","2019","direkter Migrationshintergrund","Laendlicher Raum","467","0.376855340912204","0.354555014212793","0.399155667611615"
"Seltener","2019","indirekter Migrationshintergrund","Staedtischer Raum","657","0.426937922536253","0.401147395849181","0.452728449223325"
"Seltener","2019","indirekter Migrationshintergrund","Laendlicher Raum","176","","",""
"Seltener","2019","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"Seltener","2019","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"Nie","2019","kein Migrationshintergrund","Staedtischer Raum","3058","0.296795887973728","0.288667623214238","0.304924152733219"
"Nie","2019","kein Migrationshintergrund","Laendlicher Raum","2178","","",""
"Nie","2019","direkter Migrationshintergrund","Staedtischer Raum","2763","","",""
"Nie","2019","direkter Migrationshintergrund","Laendlicher Raum","1092","","",""
"Nie","2019","indirekter Migrationshintergrund","Staedtischer Raum","251","","",""
"Nie","2019","indirekter Migrationshintergrund","Laendlicher Raum","61","0.146545053039366","0.110214393632","0.182875712446732"
"Nie","2019","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"Nie","2019","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
