year,migback,pgisced97,party,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1992,No migration background,First Stage of Tertiary Education,Not leaning towards specific party,0.43833,326,633,0.39965,0.47702
1992,No migration background,First Stage of Tertiary Education,SPD,0.18953,129,633,0.15897,0.22008
1992,No migration background,First Stage of Tertiary Education,CDU/CSU,0.28281,178,633,0.24770,0.31793
1992,No migration background,Second Stage of Tertiary Education,Not leaning towards specific party,0.42184,735,1499,0.39683,0.44685
1992,No migration background,Second Stage of Tertiary Education,SPD,0.17883,260,1499,0.15943,0.19824
1992,No migration background,Second Stage of Tertiary Education,CDU/CSU,0.19289,237,1499,0.17291,0.21287
1992,No migration background,Second Stage of Tertiary Education,FDP,0.06667,78,1499,0.05404,0.07931
1992,No migration background,Second Stage of Tertiary Education,Bündnis90/Grüne,0.09328,131,1499,0.07855,0.10800
1992,No migration background,Second Stage of Tertiary Education,PDS/Linke,0.02875,58,1499,0.02029,0.03721
1992,Direct migration background,Primary Level,Not leaning towards specific party,0.84889,432,494,0.81727,0.88050
1992,Direct migration background,Primary Level,SPD,0.11250,62,494,0.08460,0.14039
1992,Direct migration background,Lower Secondary Level,Not leaning towards specific party,0.70317,616,797,0.67143,0.73491
1992,Direct migration background,Lower Secondary Level,SPD,0.18864,137,797,0.16146,0.21582
1992,Direct migration background,Lower Secondary Level,CDU/CSU,0.08672,44,797,0.06717,0.10627
1992,Direct migration background,Upper Secondary Level,Not leaning towards specific party,0.59880,559,815,0.56513,0.63247
1992,Direct migration background,Upper Secondary Level,SPD,0.20751,177,815,0.17965,0.23537
1992,Direct migration background,Upper Secondary Level,CDU/CSU,0.15390,79,815,0.12911,0.17869
1992,Direct migration background,Post-secondary Non-tertiary Level,Not leaning towards specific party,0.66519,59,59,0.54374,0.78665
1992,Direct migration background,Second Stage of Tertiary Education,Not leaning towards specific party,0.47118,73,73,0.35588,0.58648
1992,Indirect migration background,Pre-primary Level,Not leaning towards specific party,0.65591,35,35,0.49622,0.81560
1992,Indirect migration background,Lower Secondary Level,Not leaning towards specific party,0.71232,121,121,0.63132,0.79331
1992,Indirect migration background,Upper Secondary Level,Not leaning towards specific party,0.57849,86,86,0.47351,0.68346
1993,No migration background,Pre-primary Level,Not leaning towards specific party,0.73595,99,99,0.64867,0.82322
1993,No migration background,Primary Level,Not leaning towards specific party,0.83668,70,70,0.74945,0.92390
1993,No migration background,Lower Secondary Level,Not leaning towards specific party,0.60303,1086,1623,0.57922,0.62684
1993,No migration background,Lower Secondary Level,SPD,0.18697,278,1623,0.16800,0.20595
1993,No migration background,Lower Secondary Level,CDU/CSU,0.16849,259,1623,0.15027,0.18670
1993,No migration background,Upper Secondary Level,Not leaning towards specific party,0.55268,3419,5641,0.53970,0.56565
1993,No migration background,Upper Secondary Level,SPD,0.19868,997,5641,0.18827,0.20910
1993,No migration background,Upper Secondary Level,CDU/CSU,0.17405,870,5641,0.16416,0.18395
1993,No migration background,Upper Secondary Level,FDP,0.02004,90,5641,0.01638,0.02370
1993,No migration background,Upper Secondary Level,Bündnis90/Grüne,0.02399,137,5641,0.02000,0.02799
1993,No migration background,Upper Secondary Level,PDS/Linke,0.00551,44,5641,0.00358,0.00744
1993,No migration background,Upper Secondary Level,Far right parties,0.01602,84,5641,0.01274,0.01929
1993,No migration background,Post-secondary Non-tertiary Level,Not leaning towards specific party,0.45047,138,230,0.38602,0.51491
1993,No migration background,Post-secondary Non-tertiary Level,SPD,0.19811,49,230,0.14649,0.24973
1993,No migration background,Post-secondary Non-tertiary Level,CDU/CSU,0.15750,43,230,0.11032,0.20469
1993,No migration background,First Stage of Tertiary Education,Not leaning towards specific party,0.46357,337,610,0.42397,0.50318
1993,No migration background,First Stage of Tertiary Education,SPD,0.17722,118,610,0.14689,0.20755
1993,No migration background,First Stage of Tertiary Education,CDU/CSU,0.25077,155,610,0.21634,0.28520
1993,No migration background,Second Stage of Tertiary Education,Not leaning towards specific party,0.45889,771,1477,0.43346,0.48431
1993,No migration background,Second Stage of Tertiary Education,SPD,0.17067,251,1477,0.15148,0.18986
1993,No migration background,Second Stage of Tertiary Education,CDU/CSU,0.16778,194,1477,0.14872,0.18685
1993,No migration background,Second Stage of Tertiary Education,FDP,0.05119,59,1477,0.03994,0.06243
1993,No migration background,Second Stage of Tertiary Education,Bündnis90/Grüne,0.09910,132,1477,0.08386,0.11434
1993,No migration background,Second Stage of Tertiary Education,PDS/Linke,0.03693,70,1477,0.02730,0.04655
1993,Direct migration background,Primary Level,Not leaning towards specific party,0.85244,429,493,0.82111,0.88378
1993,Direct migration background,Primary Level,SPD,0.12822,64,493,0.09868,0.15777
1993,Direct migration background,Lower Secondary Level,Not leaning towards specific party,0.71795,590,760,0.68594,0.74996
1993,Direct migration background,Lower Secondary Level,SPD,0.17562,131,760,0.14855,0.20269
1993,Direct migration background,Lower Secondary Level,CDU/CSU,0.08445,39,760,0.06466,0.10423
1993,Direct migration background,Upper Secondary Level,Not leaning towards specific party,0.64748,575,811,0.61457,0.68038
1993,Direct migration background,Upper Secondary Level,SPD,0.17788,168,811,0.15154,0.20421
1993,Direct migration background,Upper Secondary Level,CDU/CSU,0.13770,68,811,0.11397,0.16144
1993,Direct migration background,Post-secondary Non-tertiary Level,Not leaning towards specific party,0.59594,60,60,0.47072,0.72115
1993,Direct migration background,First Stage of Tertiary Education,Not leaning towards specific party,0.55278,32,32,0.37775,0.72781
1993,Direct migration background,Second Stage of Tertiary Education,Not leaning towards specific party,0.45103,70,70,0.33362,0.56844
1993,Indirect migration background,Pre-primary Level,Not leaning towards specific party,0.73477,36,36,0.58851,0.88102
1993,Indirect migration background,Lower Secondary Level,Not leaning towards specific party,0.76209,151,151,0.69395,0.83023
1993,Indirect migration background,Upper Secondary Level,Not leaning towards specific party,0.77193,118,118,0.69589,0.84796
1994,No migration background,Pre-primary Level,Not leaning towards specific party,0.74442,132,132,0.66973,0.81912
1994,No migration background,Primary Level,Not leaning towards specific party,0.78588,56,56,0.67747,0.89429
1994,No migration background,Lower Secondary Level,Not leaning towards specific party,0.55445,955,1522,0.52947,0.57942
1994,No migration background,Lower Secondary Level,SPD,0.23068,323,1522,0.20951,0.25185
1994,No migration background,Lower Secondary Level,CDU/CSU,0.17284,244,1522,0.15384,0.19185
1994,No migration background,Upper Secondary Level,Not leaning towards specific party,0.53006,3267,5570,0.51695,0.54317
1994,No migration background,Upper Secondary Level,SPD,0.22368,1089,5570,0.21274,0.23463
1994,No migration background,Upper Secondary Level,CDU/CSU,0.18173,881,5570,0.17160,0.19186
1994,No migration background,Upper Secondary Level,FDP,0.01217,50,5570,0.00929,0.01504
1994,No migration background,Upper Secondary Level,Bündnis90/Grüne,0.02273,131,5570,0.01882,0.02665
1994,No migration background,Upper Secondary Level,PDS/Linke,0.00870,69,5570,0.00626,0.01114
1994,No migration background,Upper Secondary Level,Far right parties,0.00907,52,5570,0.00658,0.01156
1994,No migration background,Upper Secondary Level,Others,0.00631,31,5570,0.00423,0.00839
1994,No migration background,Post-secondary Non-tertiary Level,Not leaning towards specific party,0.42390,144,272,0.36506,0.48274
1994,No migration background,Post-secondary Non-tertiary Level,SPD,0.21890,59,272,0.16967,0.26813
1994,No migration background,Post-secondary Non-tertiary Level,CDU/CSU,0.14716,38,272,0.10498,0.18934
1994,No migration background,Post-secondary Non-tertiary Level,Bündnis90/Grüne,0.12492,31,272,0.08555,0.16428
1994,No migration background,First Stage of Tertiary Education,Not leaning towards specific party,0.46969,351,625,0.43053,0.50885
1994,No migration background,First Stage of Tertiary Education,SPD,0.18784,118,625,0.15720,0.21849
1994,No migration background,First Stage of Tertiary Education,CDU/CSU,0.26220,156,625,0.22769,0.29671
1994,No migration background,Second Stage of Tertiary Education,Not leaning towards specific party,0.41713,741,1494,0.39212,0.44214
1994,No migration background,Second Stage of Tertiary Education,SPD,0.19294,267,1494,0.17292,0.21296
1994,No migration background,Second Stage of Tertiary Education,CDU/CSU,0.18116,217,1494,0.16162,0.20070
1994,No migration background,Second Stage of Tertiary Education,FDP,0.04570,51,1494,0.03511,0.05629
1994,No migration background,Second Stage of Tertiary Education,Bündnis90/Grüne,0.09640,119,1494,0.08143,0.11137
1994,No migration background,Second Stage of Tertiary Education,PDS/Linke,0.04573,99,1494,0.03513,0.05633
1994,Direct migration background,Primary Level,Not leaning towards specific party,0.82771,382,449,0.79274,0.86268
1994,Direct migration background,Primary Level,SPD,0.13417,67,449,0.10261,0.16573
1994,Direct migration background,Lower Secondary Level,Not leaning towards specific party,0.69753,524,691,0.66326,0.73181
1994,Direct migration background,Lower Secondary Level,SPD,0.19840,130,691,0.16864,0.22815
1994,Direct migration background,Lower Secondary Level,CDU/CSU,0.08651,37,691,0.06553,0.10748
1994,Direct migration background,Upper Secondary Level,Not leaning towards specific party,0.59980,524,785,0.56551,0.63410
1994,Direct migration background,Upper Secondary Level,SPD,0.20720,180,785,0.17883,0.23557
1994,Direct migration background,Upper Secondary Level,CDU/CSU,0.15153,81,785,0.12643,0.17663
1994,Direct migration background,Post-secondary Non-tertiary Level,Not leaning towards specific party,0.69123,57,57,0.57023,0.81223
1994,Direct migration background,Second Stage of Tertiary Education,Not leaning towards specific party,0.48133,67,67,0.36078,0.60188
1994,Indirect migration background,Pre-primary Level,Not leaning towards specific party,0.85345,50,50,0.75443,0.95247
1994,Indirect migration background,Lower Secondary Level,Not leaning towards specific party,0.69594,133,169,0.62638,0.76550
1994,Indirect migration background,Lower Secondary Level,SPD,0.20066,36,169,0.14010,0.26122
1994,Indirect migration background,Upper Secondary Level,Not leaning towards specific party,0.63799,107,141,0.55838,0.71760
1994,Indirect migration background,Upper Secondary Level,SPD,0.22005,34,141,0.15143,0.28868
1995,No migration background,Pre-primary Level,Not leaning towards specific party,0.64201,137,137,0.56144,0.72258
1995,No migration background,Primary Level,Not leaning towards specific party,0.73872,41,41,0.60257,0.87487
1995,No migration background,Lower Secondary Level,Not leaning towards specific party,0.53960,889,1511,0.51446,0.56474
1995,No migration background,Lower Secondary Level,SPD,0.22621,304,1511,0.20510,0.24731
1995,No migration background,Lower Secondary Level,CDU/CSU,0.19806,282,1511,0.17796,0.21816
1995,No migration background,Lower Secondary Level,Bündnis90/Grüne,0.01885,36,1511,0.01199,0.02571
1995,No migration background,Upper Secondary Level,Not leaning towards specific party,0.47126,2924,5518,0.45808,0.48443
1995,No migration background,Upper Secondary Level,SPD,0.23860,1163,5518,0.22735,0.24985
1995,No migration background,Upper Secondary Level,CDU/CSU,0.21589,1070,5518,0.20504,0.22675
1995,No migration background,Upper Secondary Level,FDP,0.01452,62,5518,0.01137,0.01768
1995,No migration background,Upper Secondary Level,Bündnis90/Grüne,0.03045,165,5518,0.02591,0.03498
1995,No migration background,Upper Secondary Level,PDS/Linke,0.01162,95,5518,0.00879,0.01445
1995,No migration background,Upper Secondary Level,Far right parties,0.00757,39,5518,0.00528,0.00986
1995,No migration background,Post-secondary Non-tertiary Level,Not leaning towards specific party,0.37171,127,292,0.31619,0.42724
1995,No migration background,Post-secondary Non-tertiary Level,SPD,0.22373,62,292,0.17585,0.27161
1995,No migration background,Post-secondary Non-tertiary Level,CDU/CSU,0.20741,62,292,0.16082,0.25399
1995,No migration background,Post-secondary Non-tertiary Level,Bündnis90/Grüne,0.15515,41,292,0.11355,0.19675
1995,No migration background,First Stage of Tertiary Education,Not leaning towards specific party,0.43258,319,657,0.39467,0.47049
1995,No migration background,First Stage of Tertiary Education,SPD,0.22417,143,657,0.19226,0.25608
1995,No migration background,First Stage of Tertiary Education,CDU/CSU,0.24922,163,657,0.21612,0.28232
1995,No migration background,First Stage of Tertiary Education,Bündnis90/Grüne,0.04112,32,657,0.02592,0.05631
1995,No migration background,Second Stage of Tertiary Education,Not leaning towards specific party,0.38097,660,1540,0.35671,0.40523
1995,No migration background,Second Stage of Tertiary Education,SPD,0.18709,275,1540,0.16760,0.20657
1995,No migration background,Second Stage of Tertiary Education,CDU/CSU,0.21198,289,1540,0.19156,0.23240
1995,No migration background,Second Stage of Tertiary Education,FDP,0.03695,43,1540,0.02752,0.04637
1995,No migration background,Second Stage of Tertiary Education,Bündnis90/Grüne,0.12310,162,1540,0.10669,0.13952
1995,No migration background,Second Stage of Tertiary Education,PDS/Linke,0.05611,111,1540,0.04462,0.06761
1995,Direct migration background,Primary Level,Not leaning towards specific party,0.83402,377,438,0.79913,0.86890
1995,Direct migration background,Primary Level,SPD,0.10303,61,438,0.07452,0.13153
1995,Direct migration background,Lower Secondary Level,Not leaning towards specific party,0.64699,559,756,0.61290,0.68108
