"party","year","alter_gr","migback","n","percent","lower_confidence","upper_confidence"
"Sonstige","1987","16-34 Jahre alt","direkter Migrationshintergrund","","","",""
"Sonstige","1987","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"Sonstige","1987","35-65 Jahre alt","kein Migrationshintergrund","","","",""
"Sonstige","1987","35-65 Jahre alt","direkter Migrationshintergrund","","","",""
"Sonstige","1987","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"Sonstige","1987","66 und älter","kein Migrationshintergrund","","","",""
"Sonstige","1987","66 und älter","direkter Migrationshintergrund","","","",""
"Sonstige","1987","66 und älter","indirekter Migrationshintergrund","","","",""
"keine PI","1988","16-34 Jahre alt","kein Migrationshintergrund","1307","0.495156611844024","0.475975337144354","0.514337886543695"
"keine PI","1988","16-34 Jahre alt","direkter Migrationshintergrund","715","0.632811862299872","0.603273126717492","0.662350597882253"
"keine PI","1988","16-34 Jahre alt","indirekter Migrationshintergrund","131","0.62359709088453","0.555067837135798","0.692126344633262"
"keine PI","1988","35-65 Jahre alt","kein Migrationshintergrund","1091","0.317977964169876","0.302463206128444","0.333492722211309"
"keine PI","1988","35-65 Jahre alt","direkter Migrationshintergrund","1098","0.572967905257957","0.548715483632705","0.597220326883209"
"keine PI","1988","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"keine PI","1988","66 und älter","kein Migrationshintergrund","358","0.357286847314254","0.327284712278965","0.387288982349544"
"keine PI","1988","66 und älter","direkter Migrationshintergrund","30","0.373417791353548","0.253973788593099","0.492861794113996"
"keine PI","1988","66 und älter","indirekter Migrationshintergrund","","","",""
"CDU/CSU","1988","16-34 Jahre alt","kein Migrationshintergrund","461","0.174441889656802","0.159883040284912","0.189000739028692"
"CDU/CSU","1988","16-34 Jahre alt","direkter Migrationshintergrund","49","0.0869127686786844","0.0696500894179764","0.104175447939392"
"CDU/CSU","1988","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"CDU/CSU","1988","35-65 Jahre alt","kein Migrationshintergrund","1034","0.298824959846377","0.283574991216817","0.314074928475937"
"CDU/CSU","1988","35-65 Jahre alt","direkter Migrationshintergrund","124","0.172061891181767","0.15355638426732","0.190567398096215"
"CDU/CSU","1988","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"CDU/CSU","1988","66 und älter","kein Migrationshintergrund","313","0.315536826599471","0.28644070365512","0.344632949543822"
"CDU/CSU","1988","66 und älter","direkter Migrationshintergrund","","","",""
"CDU/CSU","1988","66 und älter","indirekter Migrationshintergrund","","","",""
"SPD","1988","16-34 Jahre alt","kein Migrationshintergrund","604","0.231236248397011","0.215060952148809","0.247411544645213"
"SPD","1988","16-34 Jahre alt","direkter Migrationshintergrund","200","0.201069869830629","0.176509315047507","0.225630424613751"
"SPD","1988","16-34 Jahre alt","indirekter Migrationshintergrund","47","0.245683490628734","0.184791205807353","0.306575775450116"
"SPD","1988","35-65 Jahre alt","kein Migrationshintergrund","1124","0.322968282068176","0.307389563360232","0.338547000776121"
"SPD","1988","35-65 Jahre alt","direkter Migrationshintergrund","341","0.231249149311777","0.210576669327257","0.251921629296297"
"SPD","1988","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"SPD","1988","66 und älter","kein Migrationshintergrund","263","0.277185268528981","0.249161042739845","0.305209494318116"
"SPD","1988","66 und älter","direkter Migrationshintergrund","","","",""
"SPD","1988","66 und älter","indirekter Migrationshintergrund","","","",""
"FDP","1988","16-34 Jahre alt","kein Migrationshintergrund","45","0.0189414365291082","0.0137116765128467","0.0241711965453697"
"FDP","1988","16-34 Jahre alt","direkter Migrationshintergrund","","","",""
"FDP","1988","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"FDP","1988","35-65 Jahre alt","kein Migrationshintergrund","117","0.0327124069603985","0.0267861381030738","0.0386386758177232"
"FDP","1988","35-65 Jahre alt","direkter Migrationshintergrund","","","",""
"FDP","1988","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"FDP","1988","66 und älter","kein Migrationshintergrund","36","0.0389070164776133","0.026800150886158","0.0510138820690687"
"FDP","1988","66 und älter","direkter Migrationshintergrund","","","",""
"FDP","1988","66 und älter","indirekter Migrationshintergrund","","","",""
"Grüne","1988","16-34 Jahre alt","kein Migrationshintergrund","180","0.0753349402098043","0.0652093980805847","0.0854604823390238"
"Grüne","1988","16-34 Jahre alt","direkter Migrationshintergrund","49","0.0579005062681907","0.0435885223379568","0.0722124901984245"
"Grüne","1988","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"Grüne","1988","35-65 Jahre alt","kein Migrationshintergrund","76","0.0211835917786657","0.0163862825748458","0.0259809009824857"
"Grüne","1988","35-65 Jahre alt","direkter Migrationshintergrund","","","",""
"Grüne","1988","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"Grüne","1988","66 und älter","kein Migrationshintergrund","","","",""
"Grüne","1988","66 und älter","direkter Migrationshintergrund","","","",""
"Grüne","1988","66 und älter","indirekter Migrationshintergrund","","","",""
"PDS/Linke","1988","16-34 Jahre alt","kein Migrationshintergrund","","","",""
"PDS/Linke","1988","16-34 Jahre alt","direkter Migrationshintergrund","","","",""
"PDS/Linke","1988","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"PDS/Linke","1988","35-65 Jahre alt","kein Migrationshintergrund","","","",""
"PDS/Linke","1988","35-65 Jahre alt","direkter Migrationshintergrund","","","",""
"PDS/Linke","1988","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"PDS/Linke","1988","66 und älter","kein Migrationshintergrund","","","",""
"PDS/Linke","1988","66 und älter","direkter Migrationshintergrund","","","",""
"PDS/Linke","1988","66 und älter","indirekter Migrationshintergrund","","","",""
"Rechtsextrem","1988","16-34 Jahre alt","kein Migrationshintergrund","","","",""
"Rechtsextrem","1988","16-34 Jahre alt","direkter Migrationshintergrund","","","",""
"Rechtsextrem","1988","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"Rechtsextrem","1988","35-65 Jahre alt","kein Migrationshintergrund","","","",""
"Rechtsextrem","1988","35-65 Jahre alt","direkter Migrationshintergrund","","","",""
"Rechtsextrem","1988","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"Rechtsextrem","1988","66 und älter","kein Migrationshintergrund","","","",""
"Rechtsextrem","1988","66 und älter","direkter Migrationshintergrund","","","",""
"Rechtsextrem","1988","66 und älter","indirekter Migrationshintergrund","","","",""
"AfD","1988","16-34 Jahre alt","kein Migrationshintergrund","","","",""
"AfD","1988","16-34 Jahre alt","direkter Migrationshintergrund","","","",""
"AfD","1988","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"AfD","1988","35-65 Jahre alt","kein Migrationshintergrund","","","",""
"AfD","1988","35-65 Jahre alt","direkter Migrationshintergrund","","","",""
"AfD","1988","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"AfD","1988","66 und älter","kein Migrationshintergrund","","","",""
"AfD","1988","66 und älter","direkter Migrationshintergrund","","","",""
"AfD","1988","66 und älter","indirekter Migrationshintergrund","","","",""
"Sonstige","1988","16-34 Jahre alt","kein Migrationshintergrund","","","",""
"Sonstige","1988","16-34 Jahre alt","direkter Migrationshintergrund","","","",""
"Sonstige","1988","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"Sonstige","1988","35-65 Jahre alt","kein Migrationshintergrund","","","",""
"Sonstige","1988","35-65 Jahre alt","direkter Migrationshintergrund","","","",""
"Sonstige","1988","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"Sonstige","1988","66 und älter","kein Migrationshintergrund","","","",""
"Sonstige","1988","66 und älter","direkter Migrationshintergrund","","","",""
"Sonstige","1988","66 und älter","indirekter Migrationshintergrund","","","",""
"keine PI","1989","16-34 Jahre alt","kein Migrationshintergrund","1374","0.530688249895188","0.511325893675262","0.550050606115115"
"keine PI","1989","16-34 Jahre alt","direkter Migrationshintergrund","621","0.601987202299491","0.57090986593928","0.633064538659701"
"keine PI","1989","16-34 Jahre alt","indirekter Migrationshintergrund","145","0.622406505415702","0.559618069726665","0.68519494110474"
"keine PI","1989","35-65 Jahre alt","kein Migrationshintergrund","1107","0.334624187764507","0.318480937768647","0.350767437760367"
"keine PI","1989","35-65 Jahre alt","direkter Migrationshintergrund","993","0.562591113292976","0.538053150714627","0.587129075871325"
"keine PI","1989","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"keine PI","1989","66 und älter","kein Migrationshintergrund","353","0.359174058980572","0.328601974846526","0.389746143114617"
"keine PI","1989","66 und älter","direkter Migrationshintergrund","","","",""
"keine PI","1989","66 und älter","indirekter Migrationshintergrund","","","",""
"CDU/CSU","1989","16-34 Jahre alt","kein Migrationshintergrund","377","0.149699191835485","0.135857034547516","0.163541349123453"
"CDU/CSU","1989","16-34 Jahre alt","direkter Migrationshintergrund","37","0.0725789700887701","0.056107001285501","0.0890509388920391"
"CDU/CSU","1989","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"CDU/CSU","1989","35-65 Jahre alt","kein Migrationshintergrund","874","0.269713842593066","0.254530165638393","0.284897519547738"
"CDU/CSU","1989","35-65 Jahre alt","direkter Migrationshintergrund","114","0.146534169776016","0.129041311082867","0.164027028469165"
"CDU/CSU","1989","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"CDU/CSU","1989","66 und älter","kein Migrationshintergrund","289","0.299098539379362","0.26992170625733","0.328275372501394"
"CDU/CSU","1989","66 und älter","direkter Migrationshintergrund","","","",""
"CDU/CSU","1989","66 und älter","indirekter Migrationshintergrund","","","",""
"SPD","1989","16-34 Jahre alt","kein Migrationshintergrund","538","0.209313871066677","0.193530170953562","0.225097571179792"
"SPD","1989","16-34 Jahre alt","direkter Migrationshintergrund","228","0.226073852989363","0.199517002505541","0.252630703473184"
"SPD","1989","16-34 Jahre alt","indirekter Migrationshintergrund","63","0.264406348500306","0.207286733001082","0.32152596399953"
"SPD","1989","35-65 Jahre alt","kein Migrationshintergrund","1062","0.324882933966155","0.308860378075639","0.340905489856671"
"SPD","1989","35-65 Jahre alt","direkter Migrationshintergrund","414","0.248195131422941","0.226827939013791","0.269562323832092"
"SPD","1989","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"SPD","1989","66 und älter","kein Migrationshintergrund","254","0.284112809680091","0.255373904065128","0.312851715295054"
"SPD","1989","66 und älter","direkter Migrationshintergrund","","","",""
"SPD","1989","66 und älter","indirekter Migrationshintergrund","","","",""
"FDP","1989","16-34 Jahre alt","kein Migrationshintergrund","30","0.0131907058071277","0.00876422700497369","0.0176171846092816"
"FDP","1989","16-34 Jahre alt","direkter Migrationshintergrund","","","",""
"FDP","1989","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"FDP","1989","35-65 Jahre alt","kein Migrationshintergrund","75","0.0209303197939586","0.0160328300473868","0.0258278095405304"
"FDP","1989","35-65 Jahre alt","direkter Migrationshintergrund","","","",""
"FDP","1989","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"FDP","1989","66 und älter","kein Migrationshintergrund","","","",""
"FDP","1989","66 und älter","direkter Migrationshintergrund","","","",""
"FDP","1989","66 und älter","indirekter Migrationshintergrund","","","",""
"Grüne","1989","16-34 Jahre alt","kein Migrationshintergrund","169","0.0721656004247579","0.0621261923919835","0.0822050084575323"
"Grüne","1989","16-34 Jahre alt","direkter Migrationshintergrund","59","0.087519451436389","0.0695776625665142","0.105461240306264"
"Grüne","1989","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"Grüne","1989","35-65 Jahre alt","kein Migrationshintergrund","86","0.0245169670093661","0.0192261586146715","0.0298077754040607"
"Grüne","1989","35-65 Jahre alt","direkter Migrationshintergrund","","","",""
"Grüne","1989","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"Grüne","1989","66 und älter","kein Migrationshintergrund","","","",""
"Grüne","1989","66 und älter","direkter Migrationshintergrund","","","",""
"Grüne","1989","66 und älter","indirekter Migrationshintergrund","","","",""
"PDS/Linke","1989","16-34 Jahre alt","kein Migrationshintergrund","","","",""
"PDS/Linke","1989","16-34 Jahre alt","direkter Migrationshintergrund","","","",""
"PDS/Linke","1989","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"PDS/Linke","1989","35-65 Jahre alt","kein Migrationshintergrund","","","",""
"PDS/Linke","1989","35-65 Jahre alt","direkter Migrationshintergrund","","","",""
"PDS/Linke","1989","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"PDS/Linke","1989","66 und älter","kein Migrationshintergrund","","","",""
"PDS/Linke","1989","66 und älter","direkter Migrationshintergrund","","","",""
"PDS/Linke","1989","66 und älter","indirekter Migrationshintergrund","","","",""
"Rechtsextrem","1989","16-34 Jahre alt","kein Migrationshintergrund","","","",""
"Rechtsextrem","1989","16-34 Jahre alt","direkter Migrationshintergrund","","","",""
"Rechtsextrem","1989","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"Rechtsextrem","1989","35-65 Jahre alt","kein Migrationshintergrund","","","",""
"Rechtsextrem","1989","35-65 Jahre alt","direkter Migrationshintergrund","","","",""
"Rechtsextrem","1989","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"Rechtsextrem","1989","66 und älter","kein Migrationshintergrund","","","",""
"Rechtsextrem","1989","66 und älter","direkter Migrationshintergrund","","","",""
"Rechtsextrem","1989","66 und älter","indirekter Migrationshintergrund","","","",""
"AfD","1989","16-34 Jahre alt","kein Migrationshintergrund","","","",""
"AfD","1989","16-34 Jahre alt","direkter Migrationshintergrund","","","",""
"AfD","1989","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"AfD","1989","35-65 Jahre alt","kein Migrationshintergrund","","","",""
"AfD","1989","35-65 Jahre alt","direkter Migrationshintergrund","","","",""
"AfD","1989","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"AfD","1989","66 und älter","kein Migrationshintergrund","","","",""
"AfD","1989","66 und älter","direkter Migrationshintergrund","","","",""
"AfD","1989","66 und älter","indirekter Migrationshintergrund","","","",""
"Sonstige","1989","16-34 Jahre alt","kein Migrationshintergrund","64","0.0249423809707641","0.0188918728206081","0.0309928891209201"
