year,bula_h,migback,party,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1989,Bavaria,No migration background,Bündnis90/Grüne,0.02154,33,1171,0.01322,0.02986
1989,Bavaria,No migration background,Others,0.04353,46,1171,0.03183,0.05522
1989,Bavaria,Direct migration background,Not leaning towards specific party,0.53788,229,342,0.48496,0.59080
1989,Bavaria,Direct migration background,SPD,0.17720,68,342,0.13667,0.21772
1989,Bavaria,Direct migration background,CDU/CSU,0.20401,45,342,0.16124,0.24678
1989,Bavaria,Indirect migration background,Not leaning towards specific party,0.57963,32,32,0.40586,0.75339
1989,Berlin,No migration background,Not leaning towards specific party,0.34044,70,199,0.27443,0.40644
1989,Berlin,No migration background,SPD,0.34821,79,199,0.28185,0.41457
1989,Berlin,No migration background,CDU/CSU,0.22053,50,199,0.16278,0.27828
1989,Berlin,Direct migration background,Not leaning towards specific party,0.46599,56,56,0.33415,0.59783
1990,Schleswig-Holstein,No migration background,Not leaning towards specific party,0.33106,81,225,0.26944,0.39269
1990,Schleswig-Holstein,No migration background,SPD,0.37572,91,225,0.31230,0.43915
1990,Schleswig-Holstein,No migration background,CDU/CSU,0.22105,53,225,0.16671,0.27540
1990,Hamburg,No migration background,Not leaning towards specific party,0.31377,39,81,0.21209,0.41545
1990,Hamburg,No migration background,SPD,0.35107,42,81,0.24648,0.45566
1990,Lower Saxony,No migration background,Not leaning towards specific party,0.34049,285,751,0.30658,0.37441
1990,Lower Saxony,No migration background,SPD,0.32841,259,751,0.29480,0.36203
1990,Lower Saxony,No migration background,CDU/CSU,0.27371,207,751,0.24180,0.30562
1990,Lower Saxony,Direct migration background,Not leaning towards specific party,0.65939,107,141,0.58089,0.73789
1990,Lower Saxony,Direct migration background,SPD,0.20421,34,141,0.13743,0.27099
1990,Bremen,No migration background,SPD,0.46099,39,39,0.30249,0.61948
1990,North Rhine-Westphalia,No migration background,Not leaning towards specific party,0.32012,590,1775,0.29841,0.34183
1990,North Rhine-Westphalia,No migration background,SPD,0.35114,616,1775,0.32893,0.37336
1990,North Rhine-Westphalia,No migration background,CDU/CSU,0.26301,468,1775,0.24252,0.28350
1990,North Rhine-Westphalia,No migration background,FDP,0.02324,43,1775,0.01623,0.03025
1990,North Rhine-Westphalia,No migration background,Bündnis90/Grüne,0.03316,58,1775,0.02482,0.04149
1990,North Rhine-Westphalia,Direct migration background,Not leaning towards specific party,0.51282,401,641,0.47410,0.55155
1990,North Rhine-Westphalia,Direct migration background,SPD,0.26572,189,641,0.23150,0.29994
1990,North Rhine-Westphalia,Direct migration background,CDU/CSU,0.17981,51,641,0.15006,0.20956
1990,North Rhine-Westphalia,Indirect migration background,Not leaning towards specific party,0.57781,47,47,0.43507,0.72054
1990,Hesse,No migration background,Not leaning towards specific party,0.40930,250,569,0.36886,0.44974
1990,Hesse,No migration background,SPD,0.30616,179,569,0.26826,0.34406
1990,Hesse,No migration background,CDU/CSU,0.19043,109,569,0.15814,0.22272
1990,Hesse,No migration background,Bündnis90/Grüne,0.04648,31,569,0.02916,0.06379
1990,Hesse,Direct migration background,Not leaning towards specific party,0.49420,221,315,0.43890,0.54950
1990,Hesse,Direct migration background,SPD,0.34062,94,315,0.28820,0.39304
1990,"Rhineland-Palatinate, Saarland",No migration background,Not leaning towards specific party,0.42623,239,502,0.38292,0.46953
1990,"Rhineland-Palatinate, Saarland",No migration background,SPD,0.26902,148,502,0.23018,0.30785
1990,"Rhineland-Palatinate, Saarland",No migration background,CDU/CSU,0.23329,115,502,0.19626,0.27033
1990,"Rhineland-Palatinate, Saarland",Direct migration background,Not leaning towards specific party,0.62651,71,107,0.53442,0.71860
1990,"Rhineland-Palatinate, Saarland",Direct migration background,SPD,0.23443,36,107,0.15378,0.31508
1990,Baden-Wuerttemberg,No migration background,Not leaning towards specific party,0.45355,471,963,0.42209,0.48501
1990,Baden-Wuerttemberg,No migration background,SPD,0.22866,239,963,0.20212,0.25520
1990,Baden-Wuerttemberg,No migration background,CDU/CSU,0.25556,253,963,0.22800,0.28312
1990,Baden-Wuerttemberg,Direct migration background,Not leaning towards specific party,0.56893,442,662,0.53118,0.60668
1990,Baden-Wuerttemberg,Direct migration background,SPD,0.24072,180,662,0.20813,0.27331
1990,Baden-Wuerttemberg,Direct migration background,CDU/CSU,0.14360,40,662,0.11687,0.17034
1990,Baden-Wuerttemberg,Indirect migration background,Not leaning towards specific party,0.78977,56,56,0.68208,0.89746
1990,Bavaria,No migration background,Not leaning towards specific party,0.41718,509,1118,0.38827,0.44610
1990,Bavaria,No migration background,SPD,0.22102,241,1118,0.19669,0.24536
1990,Bavaria,No migration background,CDU/CSU,0.28484,336,1118,0.25837,0.31131
1990,Bavaria,No migration background,Bündnis90/Grüne,0.02180,32,1118,0.01323,0.03036
1990,Bavaria,Direct migration background,Not leaning towards specific party,0.59816,240,343,0.54620,0.65013
1990,Bavaria,Direct migration background,SPD,0.19708,68,343,0.15492,0.23924
1990,Bavaria,Direct migration background,CDU/CSU,0.14478,35,343,0.10749,0.18208
1990,Berlin,No migration background,Not leaning towards specific party,0.35261,73,193,0.28503,0.42020
1990,Berlin,No migration background,SPD,0.36361,76,193,0.29557,0.43165
1990,Berlin,No migration background,CDU/CSU,0.19661,44,193,0.14039,0.25282
1990,Berlin,Direct migration background,Not leaning towards specific party,0.46250,54,54,0.32827,0.59674
1991,Schleswig-Holstein,No migration background,Not leaning towards specific party,0.28326,77,230,0.22490,0.34162
1991,Schleswig-Holstein,No migration background,SPD,0.36363,92,230,0.30132,0.42593
1991,Schleswig-Holstein,No migration background,CDU/CSU,0.25564,61,230,0.19914,0.31213
1991,Hamburg,No migration background,Not leaning towards specific party,0.45715,54,88,0.35247,0.56183
1991,Hamburg,No migration background,SPD,0.27235,34,88,0.17881,0.36590
1991,Lower Saxony,No migration background,Not leaning towards specific party,0.35007,291,753,0.31598,0.38417
1991,Lower Saxony,No migration background,SPD,0.31634,255,753,0.28310,0.34958
1991,Lower Saxony,No migration background,CDU/CSU,0.28226,207,753,0.25009,0.31443
1991,Bremen,No migration background,SPD,0.41707,34,34,0.24883,0.58530
1991,North Rhine-Westphalia,No migration background,Not leaning towards specific party,0.34763,648,1761,0.32539,0.36988
1991,North Rhine-Westphalia,No migration background,SPD,0.32714,564,1761,0.30522,0.34906
1991,North Rhine-Westphalia,No migration background,CDU/CSU,0.25950,440,1761,0.23902,0.27998
1991,North Rhine-Westphalia,No migration background,FDP,0.03239,56,1761,0.02412,0.04066
1991,North Rhine-Westphalia,No migration background,Bündnis90/Grüne,0.02889,53,1761,0.02107,0.03672
1991,North Rhine-Westphalia,Direct migration background,Not leaning towards specific party,0.46800,47,81,0.35866,0.57734
1991,North Rhine-Westphalia,Direct migration background,CDU/CSU,0.34002,34,81,0.23621,0.44383
1991,Hesse,No migration background,Not leaning towards specific party,0.40248,238,527,0.36057,0.44439
1991,Hesse,No migration background,SPD,0.30985,183,527,0.27033,0.34937
1991,Hesse,No migration background,CDU/CSU,0.19725,106,527,0.16325,0.23126
1991,"Rhineland-Palatinate, Saarland",No migration background,Not leaning towards specific party,0.41097,230,494,0.36754,0.45440
1991,"Rhineland-Palatinate, Saarland",No migration background,SPD,0.26977,143,494,0.23059,0.30895
1991,"Rhineland-Palatinate, Saarland",No migration background,CDU/CSU,0.24691,121,494,0.20884,0.28497
1991,Baden-Wuerttemberg,No migration background,Not leaning towards specific party,0.45329,459,999,0.42241,0.48418
1991,Baden-Wuerttemberg,No migration background,SPD,0.18320,202,999,0.15920,0.20720
1991,Baden-Wuerttemberg,No migration background,CDU/CSU,0.27427,270,999,0.24659,0.30195
1991,Baden-Wuerttemberg,No migration background,FDP,0.04706,37,999,0.03392,0.06020
1991,Baden-Wuerttemberg,No migration background,Bündnis90/Grüne,0.03049,31,999,0.01982,0.04116
1991,Baden-Wuerttemberg,Direct migration background,Not leaning towards specific party,0.51027,60,60,0.38271,0.63782
1991,Bavaria,No migration background,Not leaning towards specific party,0.44719,530,1133,0.41823,0.47616
1991,Bavaria,No migration background,SPD,0.19301,218,1133,0.17002,0.21600
1991,Bavaria,No migration background,CDU/CSU,0.29450,352,1133,0.26794,0.32105
1991,Bavaria,No migration background,Bündnis90/Grüne,0.02475,33,1133,0.01570,0.03380
1991,Bavaria,Direct migration background,Not leaning towards specific party,0.50396,40,40,0.34704,0.66088
1991,Berlin,No migration background,Not leaning towards specific party,0.44697,87,195,0.37701,0.51694
1991,Berlin,No migration background,SPD,0.26799,58,195,0.20566,0.33032
1991,Berlin,No migration background,CDU/CSU,0.19078,50,195,0.13549,0.24607
1992,Schleswig-Holstein,No migration background,Not leaning towards specific party,0.37391,91,214,0.30893,0.43889
1992,Schleswig-Holstein,No migration background,SPD,0.34785,81,214,0.28388,0.41181
1992,Schleswig-Holstein,No migration background,CDU/CSU,0.18739,42,214,0.13498,0.23980
1992,Hamburg,No migration background,Not leaning towards specific party,0.56298,57,57,0.43307,0.69290
1992,Lower Saxony,No migration background,Not leaning towards specific party,0.41931,354,748,0.38393,0.45470
1992,Lower Saxony,No migration background,SPD,0.27753,220,748,0.24542,0.30964
1992,Lower Saxony,No migration background,CDU/CSU,0.24562,174,748,0.21475,0.27649
1992,Lower Saxony,Direct migration background,Not leaning towards specific party,0.63854,96,96,0.54193,0.73514
1992,Bremen,No migration background,Not leaning towards specific party,0.43644,33,33,0.26460,0.60828
1992,North Rhine-Westphalia,No migration background,Not leaning towards specific party,0.38918,726,1748,0.36632,0.41205
1992,North Rhine-Westphalia,No migration background,SPD,0.29803,520,1748,0.27658,0.31947
1992,North Rhine-Westphalia,No migration background,CDU/CSU,0.24843,401,1748,0.22817,0.26870
1992,North Rhine-Westphalia,No migration background,FDP,0.02824,44,1748,0.02047,0.03601
1992,North Rhine-Westphalia,No migration background,Bündnis90/Grüne,0.02929,57,1748,0.02139,0.03720
1992,North Rhine-Westphalia,Direct migration background,Not leaning towards specific party,0.66627,456,620,0.62912,0.70342
1992,North Rhine-Westphalia,Direct migration background,SPD,0.19411,127,620,0.16295,0.22527
1992,North Rhine-Westphalia,Direct migration background,CDU/CSU,0.12095,37,620,0.09526,0.14663
1992,North Rhine-Westphalia,Indirect migration background,Not leaning towards specific party,0.58666,77,77,0.47594,0.69737
1992,Hesse,No migration background,Not leaning towards specific party,0.47734,274,553,0.43567,0.51901
1992,Hesse,No migration background,SPD,0.25367,147,553,0.21737,0.28997
1992,Hesse,No migration background,CDU/CSU,0.17543,100,553,0.14370,0.20716
1992,Hesse,No migration background,Bündnis90/Grüne,0.04140,32,553,0.02478,0.05802
1992,Hesse,Direct migration background,Not leaning towards specific party,0.58770,221,289,0.53085,0.64455
1992,Hesse,Direct migration background,SPD,0.28214,68,289,0.23016,0.33411
1992,Hesse,Indirect migration background,Not leaning towards specific party,0.91491,39,39,0.82619,1.00362
1992,"Rhineland-Palatinate, Saarland",No migration background,Not leaning towards specific party,0.48729,267,501,0.44348,0.53110
1992,"Rhineland-Palatinate, Saarland",No migration background,SPD,0.24472,132,501,0.20703,0.28240
1992,"Rhineland-Palatinate, Saarland",No migration background,CDU/CSU,0.21358,102,501,0.17766,0.24950
1992,"Rhineland-Palatinate, Saarland",Direct migration background,Not leaning towards specific party,0.76267,82,82,0.67002,0.85532
1992,Baden-Wuerttemberg,No migration background,Not leaning towards specific party,0.48480,487,943,0.45288,0.51672
1992,Baden-Wuerttemberg,No migration background,SPD,0.18983,192,943,0.16479,0.21488
1992,Baden-Wuerttemberg,No migration background,CDU/CSU,0.25022,233,943,0.22256,0.27788
1992,Baden-Wuerttemberg,No migration background,Bündnis90/Grüne,0.03086,31,943,0.01981,0.04190
1992,Baden-Wuerttemberg,Direct migration background,Not leaning towards specific party,0.65963,492,648,0.62312,0.69614
1992,Baden-Wuerttemberg,Direct migration background,SPD,0.16782,112,648,0.13903,0.19662
1992,Baden-Wuerttemberg,Direct migration background,CDU/CSU,0.13229,44,648,0.10619,0.15840
1992,Baden-Wuerttemberg,Indirect migration background,Not leaning towards specific party,0.74384,76,76,0.64505,0.84263
1992,Bavaria,No migration background,Not leaning towards specific party,0.53178,652,1145,0.50287,0.56070
1992,Bavaria,No migration background,SPD,0.15691,186,1145,0.13584,0.17799
1992,Bavaria,No migration background,CDU/CSU,0.25339,307,1145,0.22818,0.27859
1992,Bavaria,Direct migration background,Not leaning towards specific party,0.67546,268,346,0.62606,0.72487
1992,Bavaria,Direct migration background,SPD,0.10873,41,346,0.07588,0.14158
1992,Bavaria,Direct migration background,CDU/CSU,0.16395,37,346,0.12488,0.20302
1992,Bavaria,Indirect migration background,Not leaning towards specific party,0.65910,41,41,0.51220,0.80600
1992,Berlin,No migration background,Not leaning towards specific party,0.51686,255,450,0.47064,0.56309
1992,Berlin,No migration background,SPD,0.23437,102,450,0.19519,0.27355
1992,Berlin,No migration background,CDU/CSU,0.14208,60,450,0.10979,0.17437
1992,Berlin,No migration background,Bündnis90/Grüne,0.07229,33,450,0.04833,0.09624
1992,Berlin,Direct migration background,Not leaning towards specific party,0.64980,76,76,0.54184,0.75777
1992,Brandenburg,No migration background,Not leaning towards specific party,0.64743,422,588,0.60878,0.68608
1992,Brandenburg,No migration background,SPD,0.19253,118,588,0.16063,0.22443
1992,Brandenburg,No migration background,CDU/CSU,0.07643,48,588,0.05494,0.09793
1992,Mecklenburg-Western Pomerania,No migration background,Not leaning towards specific party,0.65870,261,358,0.60952,0.70789
1992,Mecklenburg-Western Pomerania,No migration background,SPD,0.09814,42,358,0.06728,0.12900
1992,Mecklenburg-Western Pomerania,No migration background,CDU/CSU,0.13323,55,358,0.09798,0.16848
1992,Saxony,No migration background,Not leaning towards specific party,0.67190,749,1023,0.64311,0.70068
1992,Saxony,No migration background,SPD,0.10711,107,1023,0.08815,0.12607
1992,Saxony,No migration background,CDU/CSU,0.14683,167,1023,0.12513,0.16853
1992,Saxony,Direct migration background,Not leaning towards specific party,0.82089,34,34,0.69006,0.95172
1992,Saxony-Anhalt,No migration background,Not leaning towards specific party,0.69561,499,672,0.66080,0.73043
1992,Saxony-Anhalt,No migration background,SPD,0.10005,80,672,0.07734,0.12275
1992,Saxony-Anhalt,No migration background,CDU/CSU,0.11560,93,672,0.09141,0.13980
1992,Thuringa,No migration background,Not leaning towards specific party,0.70497,470,600,0.66844,0.74149
1992,Thuringa,No migration background,SPD,0.08259,52,600,0.06054,0.10463
1992,Thuringa,No migration background,CDU/CSU,0.12000,78,600,0.09398,0.14603
1993,Schleswig-Holstein,No migration background,Not leaning towards specific party,0.43428,113,223,0.36907,0.49948
1993,Schleswig-Holstein,No migration background,SPD,0.27201,64,223,0.21347,0.33055
1993,Schleswig-Holstein,No migration background,CDU/CSU,0.18821,46,223,0.13679,0.23963
1993,Hamburg,No migration background,Not leaning towards specific party,0.42593,44,83,0.31890,0.53296
1993,Hamburg,No migration background,SPD,0.36589,39,83,0.26163,0.47015
1993,Lower Saxony,No migration background,Not leaning towards specific party,0.48265,404,768,0.44729,0.51802
1993,Lower Saxony,No migration background,SPD,0.22898,183,768,0.19924,0.25872
1993,Lower Saxony,No migration background,CDU/CSU,0.21288,150,768,0.18391,0.24185
1993,Lower Saxony,No migration background,Bündnis90/Grüne,0.03564,31,768,0.02252,0.04876
1993,Lower Saxony,Direct migration background,Not leaning towards specific party,0.64131,100,131,0.55886,0.72376
