"plh0033","year","bula_h","migback","n","percent","lower_confidence_percent","upper_confidence_percent"
"Einige Sorgen","1985","Saarland","direkter Migrationshintergrund","","","",""
"Einige Sorgen","1985","Saarland","indirekter Migrationshintergrund","","","",""
"Einige Sorgen","1985","Saarland","Migrationshintergrund - n. w. differenzierbar","","","",""
"Einige Sorgen","1985","Berlin","kein Migrationshintergrund","108","","",""
"Einige Sorgen","1985","Berlin","direkter Migrationshintergrund","48","0.493622677470806","0.396597894296043","0.590647460645569"
"Einige Sorgen","1985","Berlin","indirekter Migrationshintergrund","3","","",""
"Einige Sorgen","1985","Berlin","Migrationshintergrund - n. w. differenzierbar","","","",""
"Einige Sorgen","1985","Brandenburg","kein Migrationshintergrund","","","",""
"Einige Sorgen","1985","Brandenburg","direkter Migrationshintergrund","","","",""
"Einige Sorgen","1985","Brandenburg","indirekter Migrationshintergrund","","","",""
"Einige Sorgen","1985","Brandenburg","Migrationshintergrund - n. w. differenzierbar","","","",""
"Einige Sorgen","1985","Mecklenburg-Vorpommern","kein Migrationshintergrund","","","",""
"Einige Sorgen","1985","Mecklenburg-Vorpommern","direkter Migrationshintergrund","","","",""
"Einige Sorgen","1985","Mecklenburg-Vorpommern","indirekter Migrationshintergrund","","","",""
"Einige Sorgen","1985","Mecklenburg-Vorpommern","Migrationshintergrund - n. w. differenzierbar","","","",""
"Einige Sorgen","1985","Sachsen","kein Migrationshintergrund","","","",""
"Einige Sorgen","1985","Sachsen","direkter Migrationshintergrund","","","",""
"Einige Sorgen","1985","Sachsen","indirekter Migrationshintergrund","","","",""
"Einige Sorgen","1985","Sachsen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Einige Sorgen","1985","Sachsen-Anhalt","kein Migrationshintergrund","","","",""
"Einige Sorgen","1985","Sachsen-Anhalt","direkter Migrationshintergrund","","","",""
"Einige Sorgen","1985","Sachsen-Anhalt","indirekter Migrationshintergrund","","","",""
"Einige Sorgen","1985","Sachsen-Anhalt","Migrationshintergrund - n. w. differenzierbar","","","",""
"Einige Sorgen","1985","Thueringen","kein Migrationshintergrund","","","",""
"Einige Sorgen","1985","Thueringen","direkter Migrationshintergrund","","","",""
"Einige Sorgen","1985","Thueringen","indirekter Migrationshintergrund","","","",""
"Einige Sorgen","1985","Thueringen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Keine Sorgen","1985","Schleswig-Holstein","kein Migrationshintergrund","108","","",""
"Keine Sorgen","1985","Schleswig-Holstein","direkter Migrationshintergrund","5","0.225024817763849","0.0904678053799371","0.359581830147761"
"Keine Sorgen","1985","Schleswig-Holstein","indirekter Migrationshintergrund","","","",""
"Keine Sorgen","1985","Schleswig-Holstein","Migrationshintergrund - n. w. differenzierbar","","","",""
"Keine Sorgen","1985","Hamburg","kein Migrationshintergrund","85","0.436502634062653","0.367939692507824","0.505065575617481"
"Keine Sorgen","1985","Hamburg","direkter Migrationshintergrund","12","","",""
"Keine Sorgen","1985","Hamburg","indirekter Migrationshintergrund","","","",""
"Keine Sorgen","1985","Hamburg","Migrationshintergrund - n. w. differenzierbar","","","",""
"Keine Sorgen","1985","Niedersachsen","kein Migrationshintergrund","301","0.334415769647726","0.304191553051717","0.364639986243736"
"Keine Sorgen","1985","Niedersachsen","direkter Migrationshintergrund","31","0.20577655867353","0.140864668238663","0.270688449108398"
"Keine Sorgen","1985","Niedersachsen","indirekter Migrationshintergrund","2","","",""
"Keine Sorgen","1985","Niedersachsen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Keine Sorgen","1985","Bremen","kein Migrationshintergrund","26","","",""
"Keine Sorgen","1985","Bremen","direkter Migrationshintergrund","3","","",""
"Keine Sorgen","1985","Bremen","indirekter Migrationshintergrund","","","",""
"Keine Sorgen","1985","Bremen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Keine Sorgen","1985","Nordrhein-Westfalen","kein Migrationshintergrund","778","0.380227143093002","0.359420169836705","0.401034116349299"
"Keine Sorgen","1985","Nordrhein-Westfalen","direkter Migrationshintergrund","194","","",""
"Keine Sorgen","1985","Nordrhein-Westfalen","indirekter Migrationshintergrund","10","","",""
"Keine Sorgen","1985","Nordrhein-Westfalen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Keine Sorgen","1985","Hessen","kein Migrationshintergrund","284","","",""
"Keine Sorgen","1985","Hessen","direkter Migrationshintergrund","112","","",""
"Keine Sorgen","1985","Hessen","indirekter Migrationshintergrund","4","0.425537036221028","0.133356388212224","0.717717684229831"
"Keine Sorgen","1985","Hessen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Keine Sorgen","1985","Rheinland-Pfalz,Saarland","kein Migrationshintergrund","185","","",""
"Keine Sorgen","1985","Rheinland-Pfalz,Saarland","direkter Migrationshintergrund","31","0.233739372609905","0.159844039554665","0.307634705665145"
"Keine Sorgen","1985","Rheinland-Pfalz,Saarland","indirekter Migrationshintergrund","1","","",""
"Keine Sorgen","1985","Rheinland-Pfalz,Saarland","Migrationshintergrund - n. w. differenzierbar","","","",""
"Keine Sorgen","1985","Baden-Wuerttemberg","kein Migrationshintergrund","509","0.424545482914505","0.396718610612256","0.452372355216753"
"Keine Sorgen","1985","Baden-Wuerttemberg","direkter Migrationshintergrund","255","","",""
"Keine Sorgen","1985","Baden-Wuerttemberg","indirekter Migrationshintergrund","14","","",""
"Keine Sorgen","1985","Baden-Wuerttemberg","Migrationshintergrund - n. w. differenzierbar","","","",""
"Keine Sorgen","1985","Bayern","kein Migrationshintergrund","567","0.400368573734777","0.375209740378084","0.42552740709147"
"Keine Sorgen","1985","Bayern","direkter Migrationshintergrund","110","","",""
"Keine Sorgen","1985","Bayern","indirekter Migrationshintergrund","9","0.405283157760851","0.226600053403377","0.583966262118325"
"Keine Sorgen","1985","Bayern","Migrationshintergrund - n. w. differenzierbar","","","",""
"Keine Sorgen","1985","Saarland","kein Migrationshintergrund","","","",""
"Keine Sorgen","1985","Saarland","direkter Migrationshintergrund","","","",""
"Keine Sorgen","1985","Saarland","indirekter Migrationshintergrund","","","",""
"Keine Sorgen","1985","Saarland","Migrationshintergrund - n. w. differenzierbar","","","",""
"Keine Sorgen","1985","Berlin","kein Migrationshintergrund","102","","",""
"Keine Sorgen","1985","Berlin","direkter Migrationshintergrund","21","","",""
"Keine Sorgen","1985","Berlin","indirekter Migrationshintergrund","","","",""
"Keine Sorgen","1985","Berlin","Migrationshintergrund - n. w. differenzierbar","","","",""
"Keine Sorgen","1985","Brandenburg","kein Migrationshintergrund","","","",""
"Keine Sorgen","1985","Brandenburg","direkter Migrationshintergrund","","","",""
"Keine Sorgen","1985","Brandenburg","indirekter Migrationshintergrund","","","",""
"Keine Sorgen","1985","Brandenburg","Migrationshintergrund - n. w. differenzierbar","","","",""
"Keine Sorgen","1985","Mecklenburg-Vorpommern","kein Migrationshintergrund","","","",""
"Keine Sorgen","1985","Mecklenburg-Vorpommern","direkter Migrationshintergrund","","","",""
"Keine Sorgen","1985","Mecklenburg-Vorpommern","indirekter Migrationshintergrund","","","",""
"Keine Sorgen","1985","Mecklenburg-Vorpommern","Migrationshintergrund - n. w. differenzierbar","","","",""
"Keine Sorgen","1985","Sachsen","kein Migrationshintergrund","","","",""
"Keine Sorgen","1985","Sachsen","direkter Migrationshintergrund","","","",""
"Keine Sorgen","1985","Sachsen","indirekter Migrationshintergrund","","","",""
"Keine Sorgen","1985","Sachsen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Keine Sorgen","1985","Sachsen-Anhalt","kein Migrationshintergrund","","","",""
"Keine Sorgen","1985","Sachsen-Anhalt","direkter Migrationshintergrund","","","",""
"Keine Sorgen","1985","Sachsen-Anhalt","indirekter Migrationshintergrund","","","",""
"Keine Sorgen","1985","Sachsen-Anhalt","Migrationshintergrund - n. w. differenzierbar","","","",""
"Keine Sorgen","1985","Thueringen","kein Migrationshintergrund","","","",""
"Keine Sorgen","1985","Thueringen","direkter Migrationshintergrund","","","",""
"Keine Sorgen","1985","Thueringen","indirekter Migrationshintergrund","","","",""
"Keine Sorgen","1985","Thueringen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Grosse Sorgen","1986","Schleswig-Holstein","kein Migrationshintergrund","52","0.16604646548253","0.122224288238569","0.209868642726491"
"Grosse Sorgen","1986","Schleswig-Holstein","direkter Migrationshintergrund","5","0.151659792136113","0.0376147141412251","0.265704870131001"
"Grosse Sorgen","1986","Schleswig-Holstein","indirekter Migrationshintergrund","","","",""
"Grosse Sorgen","1986","Schleswig-Holstein","Migrationshintergrund - n. w. differenzierbar","","","",""
"Grosse Sorgen","1986","Hamburg","kein Migrationshintergrund","22","","",""
"Grosse Sorgen","1986","Hamburg","direkter Migrationshintergrund","15","","",""
"Grosse Sorgen","1986","Hamburg","indirekter Migrationshintergrund","1","","",""
"Grosse Sorgen","1986","Hamburg","Migrationshintergrund - n. w. differenzierbar","","","",""
"Grosse Sorgen","1986","Niedersachsen","kein Migrationshintergrund","138","","",""
"Grosse Sorgen","1986","Niedersachsen","direkter Migrationshintergrund","50","0.221892255272145","0.159245918640261","0.28453859190403"
"Grosse Sorgen","1986","Niedersachsen","indirekter Migrationshintergrund","3","","",""
"Grosse Sorgen","1986","Niedersachsen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Grosse Sorgen","1986","Bremen","kein Migrationshintergrund","21","","",""
"Grosse Sorgen","1986","Bremen","direkter Migrationshintergrund","13","","",""
"Grosse Sorgen","1986","Bremen","indirekter Migrationshintergrund","","","",""
"Grosse Sorgen","1986","Bremen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Grosse Sorgen","1986","Nordrhein-Westfalen","kein Migrationshintergrund","337","0.169676265545731","0.153283484710693","0.186069046380769"
"Grosse Sorgen","1986","Nordrhein-Westfalen","direkter Migrationshintergrund","230","","",""
"Grosse Sorgen","1986","Nordrhein-Westfalen","indirekter Migrationshintergrund","6","0.132566158214289","0.0312104110947946","0.233921905333783"
"Grosse Sorgen","1986","Nordrhein-Westfalen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Grosse Sorgen","1986","Hessen","kein Migrationshintergrund","79","0.108962004633235","0.0849711211155568","0.132952888150913"
"Grosse Sorgen","1986","Hessen","direkter Migrationshintergrund","74","0.169044948322044","0.131212253200604","0.206877643443483"
"Grosse Sorgen","1986","Hessen","indirekter Migrationshintergrund","1","","",""
"Grosse Sorgen","1986","Hessen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Grosse Sorgen","1986","Rheinland-Pfalz,Saarland","kein Migrationshintergrund","131","","",""
"Grosse Sorgen","1986","Rheinland-Pfalz,Saarland","direkter Migrationshintergrund","25","","",""
"Grosse Sorgen","1986","Rheinland-Pfalz,Saarland","indirekter Migrationshintergrund","4","0.481036452020504","0.15461081738334","0.807462086657668"
"Grosse Sorgen","1986","Rheinland-Pfalz,Saarland","Migrationshintergrund - n. w. differenzierbar","","","",""
"Grosse Sorgen","1986","Baden-Wuerttemberg","kein Migrationshintergrund","159","","",""
"Grosse Sorgen","1986","Baden-Wuerttemberg","direkter Migrationshintergrund","161","","",""
"Grosse Sorgen","1986","Baden-Wuerttemberg","indirekter Migrationshintergrund","7","0.151041174458958","0.0440113399426154","0.2580710089753"
"Grosse Sorgen","1986","Baden-Wuerttemberg","Migrationshintergrund - n. w. differenzierbar","","","",""
"Grosse Sorgen","1986","Bayern","kein Migrationshintergrund","184","","",""
"Grosse Sorgen","1986","Bayern","direkter Migrationshintergrund","70","0.176232303900938","0.136928043534323","0.215536564267552"
"Grosse Sorgen","1986","Bayern","indirekter Migrationshintergrund","7","0.256984771289721","0.0979465009925624","0.41602304158688"
"Grosse Sorgen","1986","Bayern","Migrationshintergrund - n. w. differenzierbar","","","",""
"Grosse Sorgen","1986","Saarland","kein Migrationshintergrund","","","",""
"Grosse Sorgen","1986","Saarland","direkter Migrationshintergrund","","","",""
"Grosse Sorgen","1986","Saarland","indirekter Migrationshintergrund","","","",""
"Grosse Sorgen","1986","Saarland","Migrationshintergrund - n. w. differenzierbar","","","",""
"Grosse Sorgen","1986","Berlin","kein Migrationshintergrund","32","0.126039775990696","0.0840501394781439","0.168029412503249"
"Grosse Sorgen","1986","Berlin","direkter Migrationshintergrund","41","0.277172269998021","0.191558083698554","0.362786456297488"
"Grosse Sorgen","1986","Berlin","indirekter Migrationshintergrund","1","","",""
"Grosse Sorgen","1986","Berlin","Migrationshintergrund - n. w. differenzierbar","","","",""
"Grosse Sorgen","1986","Brandenburg","kein Migrationshintergrund","","","",""
"Grosse Sorgen","1986","Brandenburg","direkter Migrationshintergrund","","","",""
"Grosse Sorgen","1986","Brandenburg","indirekter Migrationshintergrund","","","",""
"Grosse Sorgen","1986","Brandenburg","Migrationshintergrund - n. w. differenzierbar","","","",""
"Grosse Sorgen","1986","Mecklenburg-Vorpommern","kein Migrationshintergrund","","","",""
"Grosse Sorgen","1986","Mecklenburg-Vorpommern","direkter Migrationshintergrund","","","",""
"Grosse Sorgen","1986","Mecklenburg-Vorpommern","indirekter Migrationshintergrund","","","",""
"Grosse Sorgen","1986","Mecklenburg-Vorpommern","Migrationshintergrund - n. w. differenzierbar","","","",""
"Grosse Sorgen","1986","Sachsen","kein Migrationshintergrund","","","",""
"Grosse Sorgen","1986","Sachsen","direkter Migrationshintergrund","","","",""
"Grosse Sorgen","1986","Sachsen","indirekter Migrationshintergrund","","","",""
"Grosse Sorgen","1986","Sachsen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Grosse Sorgen","1986","Sachsen-Anhalt","kein Migrationshintergrund","","","",""
"Grosse Sorgen","1986","Sachsen-Anhalt","direkter Migrationshintergrund","","","",""
"Grosse Sorgen","1986","Sachsen-Anhalt","indirekter Migrationshintergrund","","","",""
"Grosse Sorgen","1986","Sachsen-Anhalt","Migrationshintergrund - n. w. differenzierbar","","","",""
"Grosse Sorgen","1986","Thueringen","kein Migrationshintergrund","","","",""
"Grosse Sorgen","1986","Thueringen","direkter Migrationshintergrund","","","",""
"Grosse Sorgen","1986","Thueringen","indirekter Migrationshintergrund","","","",""
"Grosse Sorgen","1986","Thueringen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Einige Sorgen","1986","Schleswig-Holstein","kein Migrationshintergrund","117","","",""
"Einige Sorgen","1986","Schleswig-Holstein","direkter Migrationshintergrund","20","","",""
"Einige Sorgen","1986","Schleswig-Holstein","indirekter Migrationshintergrund","1","","",""
"Einige Sorgen","1986","Schleswig-Holstein","Migrationshintergrund - n. w. differenzierbar","","","",""
"Einige Sorgen","1986","Hamburg","kein Migrationshintergrund","65","0.356250165916703","0.286675921311538","0.425824410521869"
"Einige Sorgen","1986","Hamburg","direkter Migrationshintergrund","37","0.460795303313447","0.342320910988272","0.579269695638623"
"Einige Sorgen","1986","Hamburg","indirekter Migrationshintergrund","","","",""
"Einige Sorgen","1986","Hamburg","Migrationshintergrund - n. w. differenzierbar","","","",""
"Einige Sorgen","1986","Niedersachsen","kein Migrationshintergrund","383","0.402013315440619","0.370192108518208","0.43383452236303"
"Einige Sorgen","1986","Niedersachsen","direkter Migrationshintergrund","68","0.438934315182264","0.364115408108555","0.513753222255973"
"Einige Sorgen","1986","Niedersachsen","indirekter Migrationshintergrund","5","0.287545981934901","0.00701543222490603","0.568076531644897"
"Einige Sorgen","1986","Niedersachsen","Migrationshintergrund - n. w. differenzierbar","","","",""
