"plh0012_h","year","migback","n","percent","lower_confidence","upper_confidence"
"CDU/Buendnis90/Gruene","1988","indirekter Migrationshintergrund","","","",""
"Buendnis90/Gruene/Die Linke","1988","kein Migrationshintergrund","","","",""
"Buendnis90/Gruene/Die Linke","1988","direkter Migrationshintergrund","","","",""
"Buendnis90/Gruene/Die Linke","1988","indirekter Migrationshintergrund","","","",""
"SPD/Die Linke","1988","kein Migrationshintergrund","","","",""
"SPD/Die Linke","1988","direkter Migrationshintergrund","","","",""
"SPD/Die Linke","1988","indirekter Migrationshintergrund","","","",""
"Gruene/DVU(Rep/NPD)","1988","kein Migrationshintergrund","","","",""
"Gruene/DVU(Rep/NPD)","1988","direkter Migrationshintergrund","","","",""
"Gruene/DVU(Rep/NPD)","1988","indirekter Migrationshintergrund","","","",""
"Die Linke /DVU(Rep/NPD)","1988","kein Migrationshintergrund","","","",""
"Die Linke /DVU(Rep/NPD)","1988","direkter Migrationshintergrund","","","",""
"Die Linke /DVU(Rep/NPD)","1988","indirekter Migrationshintergrund","","","",""
"CDU/Die Linke","1988","kein Migrationshintergrund","","","",""
"CDU/Die Linke","1988","direkter Migrationshintergrund","","","",""
"CDU/Die Linke","1988","indirekter Migrationshintergrund","","","",""
"CDU/DVU(Rep/NPD)","1988","kein Migrationshintergrund","","","",""
"CDU/DVU(Rep/NPD)","1988","direkter Migrationshintergrund","","","",""
"CDU/DVU(Rep/NPD)","1988","indirekter Migrationshintergrund","","","",""
"CSU/FDP","1988","kein Migrationshintergrund","","","",""
"CSU/FDP","1988","direkter Migrationshintergrund","","","",""
"CSU/FDP","1988","indirekter Migrationshintergrund","","","",""
"Gruene/FDP","1988","kein Migrationshintergrund","","","",""
"Gruene/FDP","1988","direkter Migrationshintergrund","","","",""
"Gruene/FDP","1988","indirekter Migrationshintergrund","","","",""
"FDP/Die Linke","1988","kein Migrationshintergrund","","","",""
"FDP/Die Linke","1988","direkter Migrationshintergrund","","","",""
"FDP/Die Linke","1988","indirekter Migrationshintergrund","","","",""
"FDP/NPD","1988","kein Migrationshintergrund","","","",""
"FDP/NPD","1988","direkter Migrationshintergrund","","","",""
"FDP/NPD","1988","indirekter Migrationshintergrund","","","",""
"Piratenpartei","1988","kein Migrationshintergrund","","","",""
"Piratenpartei","1988","direkter Migrationshintergrund","","","",""
"Piratenpartei","1988","indirekter Migrationshintergrund","","","",""
"AfD","1988","kein Migrationshintergrund","","","",""
"AfD","1988","direkter Migrationshintergrund","","","",""
"AfD","1988","indirekter Migrationshintergrund","","","",""
"CDU+/oder CSU/AfD","1988","kein Migrationshintergrund","","","",""
"CDU+/oder CSU/AfD","1988","direkter Migrationshintergrund","","","",""
"CDU+/oder CSU/AfD","1988","indirekter Migrationshintergrund","","","",""
"SPD/AfD","1988","kein Migrationshintergrund","","","",""
"SPD/AfD","1988","direkter Migrationshintergrund","","","",""
"SPD/AfD","1988","indirekter Migrationshintergrund","","","",""
"SPD","1989","kein Migrationshintergrund","1854","0.467860190803992","0.452291916602759","0.483428465005224"
"SPD","1989","direkter Migrationshintergrund","659","0.547254092847251","0.515601589455374","0.578906596239128"
"SPD","1989","indirekter Migrationshintergrund","70","0.565085423456623","0.467921034196231","0.662249812717016"
"CDU","1989","kein Migrationshintergrund","992","0.255290401038784","0.241685973581258","0.26889482849631"
"CDU","1989","direkter Migrationshintergrund","67","0.185844670485577","0.161109495955741","0.210579845015414"
"CDU","1989","indirekter Migrationshintergrund","","","",""
"CSU","1989","kein Migrationshintergrund","234","0.0609426292340708","0.0534785505842327","0.0684067078839089"
"CSU","1989","direkter Migrationshintergrund","","","",""
"CSU","1989","indirekter Migrationshintergrund","","","",""
"FDP","1989","kein Migrationshintergrund","127","0.0325618879875916","0.0270241049625308","0.0380996710126523"
"FDP","1989","direkter Migrationshintergrund","","","",""
"FDP","1989","indirekter Migrationshintergrund","","","",""
"Buendnis90/Gruene","1989","kein Migrationshintergrund","258","0.060431395147376","0.0529966667232907","0.0678661235714613"
"Buendnis90/Gruene","1989","direkter Migrationshintergrund","88","0.088721275113767","0.0706401358411067","0.106802414386427"
"Buendnis90/Gruene","1989","indirekter Migrationshintergrund","","","",""
"Die Linke","1989","kein Migrationshintergrund","","","",""
"Die Linke","1989","direkter Migrationshintergrund","","","",""
"Die Linke","1989","indirekter Migrationshintergrund","","","",""
"NPD/Republikaner/Die Rechte","1989","kein Migrationshintergrund","","","",""
"NPD/Republikaner/Die Rechte","1989","direkter Migrationshintergrund","","","",""
"NPD/Republikaner/Die Rechte","1989","indirekter Migrationshintergrund","","","",""
"Andere","1989","kein Migrationshintergrund","167","0.043282850786587","0.0369336471155103","0.0496320544576637"
"Andere","1989","direkter Migrationshintergrund","","","",""
"Andere","1989","indirekter Migrationshintergrund","","","",""
"SPD/Buendnis90/Gruene","1989","kein Migrationshintergrund","","","",""
"SPD/Buendnis90/Gruene","1989","direkter Migrationshintergrund","","","",""
"SPD/Buendnis90/Gruene","1989","indirekter Migrationshintergrund","","","",""
"SPD/CDU","1989","kein Migrationshintergrund","","","",""
"SPD/CDU","1989","direkter Migrationshintergrund","","","",""
"SPD/CDU","1989","indirekter Migrationshintergrund","","","",""
"SPD/FDP","1989","kein Migrationshintergrund","","","",""
"SPD/FDP","1989","direkter Migrationshintergrund","","","",""
"SPD/FDP","1989","indirekter Migrationshintergrund","","","",""
"SPD/DVU(Rep/NPD)","1989","kein Migrationshintergrund","","","",""
"SPD/DVU(Rep/NPD)","1989","direkter Migrationshintergrund","","","",""
"SPD/DVU(Rep/NPD)","1989","indirekter Migrationshintergrund","","","",""
"CDU/CSU","1989","kein Migrationshintergrund","314","0.0796306450015987","0.0711838735738095","0.0880774164293879"
"CDU/CSU","1989","direkter Migrationshintergrund","92","0.0998761679879888","0.0808097831708276","0.11894255280515"
"CDU/CSU","1989","indirekter Migrationshintergrund","","","",""
"CDU/FDP","1989","kein Migrationshintergrund","","","",""
"CDU/FDP","1989","direkter Migrationshintergrund","","","",""
"CDU/FDP","1989","indirekter Migrationshintergrund","","","",""
"CDU/Buendnis90/Gruene","1989","kein Migrationshintergrund","","","",""
"CDU/Buendnis90/Gruene","1989","direkter Migrationshintergrund","","","",""
"CDU/Buendnis90/Gruene","1989","indirekter Migrationshintergrund","","","",""
"Buendnis90/Gruene/Die Linke","1989","kein Migrationshintergrund","","","",""
"Buendnis90/Gruene/Die Linke","1989","direkter Migrationshintergrund","","","",""
"Buendnis90/Gruene/Die Linke","1989","indirekter Migrationshintergrund","","","",""
"SPD/Die Linke","1989","kein Migrationshintergrund","","","",""
"SPD/Die Linke","1989","direkter Migrationshintergrund","","","",""
"SPD/Die Linke","1989","indirekter Migrationshintergrund","","","",""
"Gruene/DVU(Rep/NPD)","1989","kein Migrationshintergrund","","","",""
"Gruene/DVU(Rep/NPD)","1989","direkter Migrationshintergrund","","","",""
"Gruene/DVU(Rep/NPD)","1989","indirekter Migrationshintergrund","","","",""
"Die Linke /DVU(Rep/NPD)","1989","kein Migrationshintergrund","","","",""
"Die Linke /DVU(Rep/NPD)","1989","direkter Migrationshintergrund","","","",""
"Die Linke /DVU(Rep/NPD)","1989","indirekter Migrationshintergrund","","","",""
"CDU/Die Linke","1989","kein Migrationshintergrund","","","",""
"CDU/Die Linke","1989","direkter Migrationshintergrund","","","",""
"CDU/Die Linke","1989","indirekter Migrationshintergrund","","","",""
"CDU/DVU(Rep/NPD)","1989","kein Migrationshintergrund","","","",""
"CDU/DVU(Rep/NPD)","1989","direkter Migrationshintergrund","","","",""
"CDU/DVU(Rep/NPD)","1989","indirekter Migrationshintergrund","","","",""
"CSU/FDP","1989","kein Migrationshintergrund","","","",""
"CSU/FDP","1989","direkter Migrationshintergrund","","","",""
"CSU/FDP","1989","indirekter Migrationshintergrund","","","",""
"Gruene/FDP","1989","kein Migrationshintergrund","","","",""
"Gruene/FDP","1989","direkter Migrationshintergrund","","","",""
"Gruene/FDP","1989","indirekter Migrationshintergrund","","","",""
"FDP/Die Linke","1989","kein Migrationshintergrund","","","",""
"FDP/Die Linke","1989","direkter Migrationshintergrund","","","",""
"FDP/Die Linke","1989","indirekter Migrationshintergrund","","","",""
"FDP/NPD","1989","kein Migrationshintergrund","","","",""
"FDP/NPD","1989","direkter Migrationshintergrund","","","",""
"FDP/NPD","1989","indirekter Migrationshintergrund","","","",""
"Piratenpartei","1989","kein Migrationshintergrund","","","",""
"Piratenpartei","1989","direkter Migrationshintergrund","","","",""
"Piratenpartei","1989","indirekter Migrationshintergrund","","","",""
"AfD","1989","kein Migrationshintergrund","","","",""
"AfD","1989","direkter Migrationshintergrund","","","",""
"AfD","1989","indirekter Migrationshintergrund","","","",""
"CDU+/oder CSU/AfD","1989","kein Migrationshintergrund","","","",""
"CDU+/oder CSU/AfD","1989","direkter Migrationshintergrund","","","",""
"CDU+/oder CSU/AfD","1989","indirekter Migrationshintergrund","","","",""
"SPD/AfD","1989","kein Migrationshintergrund","","","",""
"SPD/AfD","1989","direkter Migrationshintergrund","","","",""
"SPD/AfD","1989","indirekter Migrationshintergrund","","","",""
"SPD","1990","kein Migrationshintergrund","1936","0.477611053535854","0.462240844950501","0.492981262121207"
"SPD","1990","direkter Migrationshintergrund","659","0.564166520889536","0.532348642441398","0.595984399337674"
"SPD","1990","indirekter Migrationshintergrund","69","0.565795176358205","0.46766287240073","0.663927480315679"
"CDU","1990","kein Migrationshintergrund","1135","0.285751344969843","0.271849755971936","0.299652933967751"
"CDU","1990","direkter Migrationshintergrund","76","0.199781728777877","0.174125702942204","0.22543775461355"
"CDU","1990","indirekter Migrationshintergrund","","","",""
"CSU","1990","kein Migrationshintergrund","182","0.0470483686745081","0.0405327853838098","0.0535639519652064"
"CSU","1990","direkter Migrationshintergrund","","","",""
"CSU","1990","indirekter Migrationshintergrund","","","",""
"FDP","1990","kein Migrationshintergrund","181","0.0451879077029771","0.0387962183561451","0.0515795970498092"
"FDP","1990","direkter Migrationshintergrund","","","",""
"FDP","1990","indirekter Migrationshintergrund","","","",""
"Buendnis90/Gruene","1990","kein Migrationshintergrund","216","0.0487343185975423","0.042108890414201","0.0553597467808837"
"Buendnis90/Gruene","1990","direkter Migrationshintergrund","69","0.0782049323745538","0.0609766678424683","0.0954331969066393"
"Buendnis90/Gruene","1990","indirekter Migrationshintergrund","","","",""
"Die Linke","1990","kein Migrationshintergrund","","","",""
"Die Linke","1990","direkter Migrationshintergrund","","","",""
"Die Linke","1990","indirekter Migrationshintergrund","","","",""
"NPD/Republikaner/Die Rechte","1990","kein Migrationshintergrund","66","0.0138423351922511","0.0102471319627362","0.0174375384217659"
"NPD/Republikaner/Die Rechte","1990","direkter Migrationshintergrund","","","",""
"NPD/Republikaner/Die Rechte","1990","indirekter Migrationshintergrund","","","",""
"Andere","1990","kein Migrationshintergrund","","","",""
"Andere","1990","direkter Migrationshintergrund","","","",""
"Andere","1990","indirekter Migrationshintergrund","","","",""
"SPD/Buendnis90/Gruene","1990","kein Migrationshintergrund","","","",""
"SPD/Buendnis90/Gruene","1990","direkter Migrationshintergrund","","","",""
"SPD/Buendnis90/Gruene","1990","indirekter Migrationshintergrund","","","",""
"SPD/CDU","1990","kein Migrationshintergrund","","","",""
"SPD/CDU","1990","direkter Migrationshintergrund","","","",""
"SPD/CDU","1990","indirekter Migrationshintergrund","","","",""
"SPD/FDP","1990","kein Migrationshintergrund","","","",""
"SPD/FDP","1990","direkter Migrationshintergrund","","","",""
"SPD/FDP","1990","indirekter Migrationshintergrund","","","",""
"SPD/DVU(Rep/NPD)","1990","kein Migrationshintergrund","","","",""
"SPD/DVU(Rep/NPD)","1990","direkter Migrationshintergrund","","","",""
"SPD/DVU(Rep/NPD)","1990","indirekter Migrationshintergrund","","","",""
"CDU/CSU","1990","kein Migrationshintergrund","317","0.0750600648635314","0.0669521940490068","0.0831679356780559"
"CDU/CSU","1990","direkter Migrationshintergrund","95","0.101393188863167","0.0820246654377038","0.120761712288631"
"CDU/CSU","1990","indirekter Migrationshintergrund","","","",""
"CDU/FDP","1990","kein Migrationshintergrund","","","",""
"CDU/FDP","1990","direkter Migrationshintergrund","","","",""
"CDU/FDP","1990","indirekter Migrationshintergrund","","","",""
"CDU/Buendnis90/Gruene","1990","kein Migrationshintergrund","","","",""
"CDU/Buendnis90/Gruene","1990","direkter Migrationshintergrund","","","",""
"CDU/Buendnis90/Gruene","1990","indirekter Migrationshintergrund","","","",""
"Buendnis90/Gruene/Die Linke","1990","kein Migrationshintergrund","","","",""
"Buendnis90/Gruene/Die Linke","1990","direkter Migrationshintergrund","","","",""
"Buendnis90/Gruene/Die Linke","1990","indirekter Migrationshintergrund","","","",""
"SPD/Die Linke","1990","kein Migrationshintergrund","","","",""
"SPD/Die Linke","1990","direkter Migrationshintergrund","","","",""
"SPD/Die Linke","1990","indirekter Migrationshintergrund","","","",""
"Gruene/DVU(Rep/NPD)","1990","kein Migrationshintergrund","","","",""
"Gruene/DVU(Rep/NPD)","1990","direkter Migrationshintergrund","","","",""
"Gruene/DVU(Rep/NPD)","1990","indirekter Migrationshintergrund","","","",""
"Die Linke /DVU(Rep/NPD)","1990","kein Migrationshintergrund","","","",""
"Die Linke /DVU(Rep/NPD)","1990","direkter Migrationshintergrund","","","",""
"Die Linke /DVU(Rep/NPD)","1990","indirekter Migrationshintergrund","","","",""
"CDU/Die Linke","1990","kein Migrationshintergrund","","","",""
"CDU/Die Linke","1990","direkter Migrationshintergrund","","","",""
"CDU/Die Linke","1990","indirekter Migrationshintergrund","","","",""
"CDU/DVU(Rep/NPD)","1990","kein Migrationshintergrund","","","",""
"CDU/DVU(Rep/NPD)","1990","direkter Migrationshintergrund","","","",""
"CDU/DVU(Rep/NPD)","1990","indirekter Migrationshintergrund","","","",""
"CSU/FDP","1990","kein Migrationshintergrund","","","",""
"CSU/FDP","1990","direkter Migrationshintergrund","","","",""
"CSU/FDP","1990","indirekter Migrationshintergrund","","","",""
"Gruene/FDP","1990","kein Migrationshintergrund","","","",""
"Gruene/FDP","1990","direkter Migrationshintergrund","","","",""
"Gruene/FDP","1990","indirekter Migrationshintergrund","","","",""
"FDP/Die Linke","1990","kein Migrationshintergrund","","","",""
"FDP/Die Linke","1990","direkter Migrationshintergrund","","","",""
"FDP/Die Linke","1990","indirekter Migrationshintergrund","","","",""
"FDP/NPD","1990","kein Migrationshintergrund","","","",""
"FDP/NPD","1990","direkter Migrationshintergrund","","","",""
"FDP/NPD","1990","indirekter Migrationshintergrund","","","",""
"Piratenpartei","1990","kein Migrationshintergrund","","","",""
"Piratenpartei","1990","direkter Migrationshintergrund","","","",""
"Piratenpartei","1990","indirekter Migrationshintergrund","","","",""
"AfD","1990","kein Migrationshintergrund","","","",""
"AfD","1990","direkter Migrationshintergrund","","","",""
"AfD","1990","indirekter Migrationshintergrund","","","",""
"CDU+/oder CSU/AfD","1990","kein Migrationshintergrund","","","",""
"CDU+/oder CSU/AfD","1990","direkter Migrationshintergrund","","","",""
"CDU+/oder CSU/AfD","1990","indirekter Migrationshintergrund","","","",""
"SPD/AfD","1990","kein Migrationshintergrund","","","",""
"SPD/AfD","1990","direkter Migrationshintergrund","","","",""
"SPD/AfD","1990","indirekter Migrationshintergrund","","","",""
"SPD","1991","kein Migrationshintergrund","1789","0.449118461372994","0.433535598704176","0.464701324041813"
"SPD","1991","direkter Migrationshintergrund","88","0.402310747694984","0.337806228204279","0.46681526718569"
