year,pgisced97,regtyp,pgemplst,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1992,Primary Level,Urban regions,Full-Time Employment,0.40829,214,518,0.36592,0.45066
1992,Primary Level,Urban regions,Regular Part-Time Employment,0.04481,33,518,0.02697,0.06264
1992,Primary Level,Urban regions,Not Employed,0.53619,271,518,0.49320,0.57917
1992,Primary Level,Rural regions,Full-Time Employment,0.37568,44,95,0.27777,0.47358
1992,Primary Level,Rural regions,Not Employed,0.55330,51,95,0.45280,0.65380
1992,Lower Secondary Level,Urban regions,Full-Time Employment,0.25311,670,1915,0.23363,0.27259
1992,Lower Secondary Level,Urban regions,Regular Part-Time Employment,0.07163,139,1915,0.06008,0.08318
1992,Lower Secondary Level,Urban regions,Vocational Training,0.07593,195,1915,0.06407,0.08780
1992,Lower Secondary Level,Urban regions,Not Employed,0.58832,911,1915,0.56627,0.61037
1992,Lower Secondary Level,Rural regions,Full-Time Employment,0.16288,172,829,0.13773,0.18803
1992,Lower Secondary Level,Rural regions,Regular Part-Time Employment,0.07482,54,829,0.05690,0.09274
1992,Lower Secondary Level,Rural regions,Vocational Training,0.09877,114,829,0.07845,0.11909
1992,Lower Secondary Level,Rural regions,Not Employed,0.65398,489,829,0.62158,0.68639
1992,Upper Secondary Level,No answer / don't know,Full-Time Employment,0.57468,40,40,0.41951,0.72984
1992,Upper Secondary Level,Urban regions,Full-Time Employment,0.47297,2162,4168,0.45781,0.48813
1992,Upper Secondary Level,Urban regions,Regular Part-Time Employment,0.07791,337,4168,0.06977,0.08605
1992,Upper Secondary Level,Urban regions,Vocational Training,0.01265,61,4168,0.00926,0.01604
1992,Upper Secondary Level,Urban regions,"Marginal, Irregular Part-Time Employment",0.01594,77,4168,0.01214,0.01974
1992,Upper Secondary Level,Urban regions,Not Employed,0.42053,1531,4168,0.40554,0.43552
1992,Upper Secondary Level,Rural regions,Full-Time Employment,0.47752,1321,2466,0.45780,0.49724
1992,Upper Secondary Level,Rural regions,Regular Part-Time Employment,0.07621,180,2466,0.06574,0.08669
1992,Upper Secondary Level,Rural regions,Vocational Training,0.01973,45,2466,0.01424,0.02522
1992,Upper Secondary Level,Rural regions,Not Employed,0.41787,920,2466,0.39840,0.43734
1992,Post-secondary Non-tertiary Level,Urban regions,Full-Time Employment,0.51497,157,259,0.45398,0.57595
1992,Post-secondary Non-tertiary Level,Urban regions,Not Employed,0.33517,102,259,0.27757,0.39278
1992,Post-secondary Non-tertiary Level,Rural regions,Full-Time Employment,0.42072,42,77,0.30973,0.53171
1992,Post-secondary Non-tertiary Level,Rural regions,Not Employed,0.51214,35,77,0.39976,0.62452
1992,First Stage of Tertiary Education,Urban regions,Full-Time Employment,0.56664,285,459,0.52125,0.61202
1992,First Stage of Tertiary Education,Urban regions,Regular Part-Time Employment,0.07577,39,459,0.05153,0.10000
1992,First Stage of Tertiary Education,Urban regions,Not Employed,0.32888,135,459,0.28585,0.37191
1992,First Stage of Tertiary Education,Rural regions,Full-Time Employment,0.58746,193,271,0.52874,0.64618
1992,First Stage of Tertiary Education,Rural regions,Not Employed,0.33028,78,271,0.27418,0.38638
1992,Second Stage of Tertiary Education,Urban regions,Full-Time Employment,0.63251,665,975,0.60223,0.66278
1992,Second Stage of Tertiary Education,Urban regions,Regular Part-Time Employment,0.09236,79,975,0.07417,0.11054
1992,Second Stage of Tertiary Education,Urban regions,Not Employed,0.25190,231,975,0.22464,0.27917
1992,Second Stage of Tertiary Education,Rural regions,Full-Time Employment,0.65364,432,596,0.61541,0.69187
1992,Second Stage of Tertiary Education,Rural regions,Not Employed,0.29520,164,596,0.25855,0.33185
1993,No answer / don't know,Urban regions,Full-Time Employment,0.33241,58,115,0.24593,0.41889
1993,No answer / don't know,Urban regions,Not Employed,0.39905,57,115,0.30915,0.48894
1993,Pre-primary Level,Urban regions,Not Employed,0.96228,123,123,0.92847,0.99609
1993,Pre-primary Level,Rural regions,Not Employed,0.90225,51,51,0.81993,0.98457
1993,Primary Level,Urban regions,Full-Time Employment,0.39706,203,497,0.35400,0.44012
1993,Primary Level,Urban regions,Regular Part-Time Employment,0.05215,37,497,0.03258,0.07171
1993,Primary Level,Urban regions,Not Employed,0.51661,257,497,0.47263,0.56059
1993,Primary Level,Rural regions,Full-Time Employment,0.38019,43,95,0.28206,0.47833
1993,Primary Level,Rural regions,Not Employed,0.54434,52,95,0.44365,0.64502
1993,Lower Secondary Level,Urban regions,Full-Time Employment,0.25552,633,1836,0.23556,0.27547
1993,Lower Secondary Level,Urban regions,Regular Part-Time Employment,0.07082,131,1836,0.05908,0.08255
1993,Lower Secondary Level,Urban regions,Vocational Training,0.07621,184,1836,0.06407,0.08835
1993,Lower Secondary Level,Urban regions,Not Employed,0.58233,888,1836,0.55976,0.60489
1993,Lower Secondary Level,Rural regions,Full-Time Employment,0.16366,169,809,0.13815,0.18917
1993,Lower Secondary Level,Rural regions,Regular Part-Time Employment,0.07603,53,809,0.05776,0.09431
1993,Lower Secondary Level,Rural regions,Vocational Training,0.09350,109,809,0.07342,0.11357
1993,Lower Secondary Level,Rural regions,Not Employed,0.64769,478,809,0.61475,0.68063
1993,Upper Secondary Level,Urban regions,Full-Time Employment,0.46607,2128,4192,0.45096,0.48117
1993,Upper Secondary Level,Urban regions,Regular Part-Time Employment,0.07485,321,4192,0.06689,0.08282
1993,Upper Secondary Level,Urban regions,Vocational Training,0.01532,73,4192,0.01161,0.01904
1993,Upper Secondary Level,Urban regions,"Marginal, Irregular Part-Time Employment",0.01801,78,4192,0.01399,0.02204
1993,Upper Secondary Level,Urban regions,Not Employed,0.42574,1592,4192,0.41077,0.44071
1993,Upper Secondary Level,Rural regions,Full-Time Employment,0.46208,1263,2472,0.44242,0.48174
1993,Upper Secondary Level,Rural regions,Regular Part-Time Employment,0.07166,166,2472,0.06149,0.08183
1993,Upper Secondary Level,Rural regions,Vocational Training,0.02032,64,2472,0.01476,0.02589
1993,Upper Secondary Level,Rural regions,"Marginal, Irregular Part-Time Employment",0.01595,33,2472,0.01101,0.02089
1993,Upper Secondary Level,Rural regions,Not Employed,0.42999,946,2472,0.41047,0.44951
1993,Post-secondary Non-tertiary Level,Urban regions,Full-Time Employment,0.53324,160,251,0.47140,0.59509
1993,Post-secondary Non-tertiary Level,Urban regions,Not Employed,0.28926,91,251,0.23306,0.34547
1993,Post-secondary Non-tertiary Level,Rural regions,Full-Time Employment,0.45762,46,85,0.35107,0.56416
1993,Post-secondary Non-tertiary Level,Rural regions,Not Employed,0.44782,39,85,0.34148,0.55416
1993,First Stage of Tertiary Education,Urban regions,Full-Time Employment,0.56076,277,451,0.51490,0.60661
1993,First Stage of Tertiary Education,Urban regions,Regular Part-Time Employment,0.07107,38,451,0.04733,0.09482
1993,First Stage of Tertiary Education,Urban regions,Not Employed,0.33911,136,451,0.29537,0.38285
1993,First Stage of Tertiary Education,Rural regions,Full-Time Employment,0.54175,168,258,0.48083,0.60266
1993,First Stage of Tertiary Education,Rural regions,Not Employed,0.37332,90,258,0.31418,0.43246
1993,Second Stage of Tertiary Education,Urban regions,Full-Time Employment,0.62931,682,998,0.59933,0.65930
1993,Second Stage of Tertiary Education,Urban regions,Regular Part-Time Employment,0.09097,82,998,0.07312,0.10882
1993,Second Stage of Tertiary Education,Urban regions,Not Employed,0.25693,234,998,0.22981,0.28405
1993,Second Stage of Tertiary Education,Rural regions,Full-Time Employment,0.61560,411,611,0.57700,0.65421
1993,Second Stage of Tertiary Education,Rural regions,Regular Part-Time Employment,0.05594,35,611,0.03770,0.07418
1993,Second Stage of Tertiary Education,Rural regions,Not Employed,0.31687,165,611,0.27995,0.35379
1994,No answer / don't know,Urban regions,Full-Time Employment,0.43301,72,135,0.34912,0.51691
1994,No answer / don't know,Urban regions,Not Employed,0.32914,63,135,0.24958,0.40870
1994,Pre-primary Level,Urban regions,Not Employed,0.98531,166,166,0.96695,1.00367
1994,Pre-primary Level,Rural regions,Not Employed,0.89064,62,62,0.81233,0.96896
1994,Primary Level,Urban regions,Full-Time Employment,0.35819,175,454,0.31404,0.40235
1994,Primary Level,Urban regions,Regular Part-Time Employment,0.05634,31,454,0.03510,0.07757
1994,Primary Level,Urban regions,Not Employed,0.55559,248,454,0.50983,0.60135
1994,Primary Level,Rural regions,Full-Time Employment,0.36709,37,78,0.25943,0.47475
1994,Primary Level,Rural regions,Not Employed,0.52577,41,78,0.41423,0.63730
1994,Lower Secondary Level,Urban regions,Full-Time Employment,0.22502,536,1706,0.20520,0.24484
1994,Lower Secondary Level,Urban regions,Regular Part-Time Employment,0.06470,115,1706,0.05303,0.07638
1994,Lower Secondary Level,Urban regions,Vocational Training,0.05817,132,1706,0.04706,0.06928
1994,Lower Secondary Level,Urban regions,Not Employed,0.63671,923,1706,0.61388,0.65954
1994,Lower Secondary Level,Rural regions,Full-Time Employment,0.15998,152,743,0.13361,0.18636
1994,Lower Secondary Level,Rural regions,Regular Part-Time Employment,0.06160,44,743,0.04430,0.07890
1994,Lower Secondary Level,Rural regions,Vocational Training,0.09947,110,743,0.07793,0.12100
1994,Lower Secondary Level,Rural regions,Not Employed,0.65281,437,743,0.61855,0.68706
1994,Upper Secondary Level,Urban regions,Full-Time Employment,0.45586,2049,4144,0.44070,0.47103
1994,Upper Secondary Level,Urban regions,Regular Part-Time Employment,0.07399,309,4144,0.06602,0.08196
1994,Upper Secondary Level,Urban regions,Vocational Training,0.01439,70,4144,0.01076,0.01801
1994,Upper Secondary Level,Urban regions,"Marginal, Irregular Part-Time Employment",0.01806,89,4144,0.01401,0.02212
1994,Upper Secondary Level,Urban regions,Not Employed,0.43770,1627,4144,0.42259,0.45280
1994,Upper Secondary Level,Rural regions,Full-Time Employment,0.43735,1189,2424,0.41760,0.45711
1994,Upper Secondary Level,Rural regions,Regular Part-Time Employment,0.07627,170,2424,0.06571,0.08684
1994,Upper Secondary Level,Rural regions,Vocational Training,0.01995,61,2424,0.01439,0.02552
1994,Upper Secondary Level,Rural regions,"Marginal, Irregular Part-Time Employment",0.01471,33,2424,0.00992,0.01950
1994,Upper Secondary Level,Rural regions,Not Employed,0.45171,971,2424,0.43189,0.47152
1994,Post-secondary Non-tertiary Level,Urban regions,Full-Time Employment,0.52207,153,254,0.46052,0.58362
1994,Post-secondary Non-tertiary Level,Urban regions,Not Employed,0.32538,101,254,0.26765,0.38311
1994,Post-secondary Non-tertiary Level,Rural regions,Full-Time Employment,0.48698,54,88,0.38195,0.59201
1994,Post-secondary Non-tertiary Level,Rural regions,Not Employed,0.35305,34,88,0.25262,0.45348
1994,First Stage of Tertiary Education,Urban regions,Full-Time Employment,0.56078,277,445,0.51462,0.60694
1994,First Stage of Tertiary Education,Urban regions,Regular Part-Time Employment,0.07226,35,445,0.04818,0.09635
1994,First Stage of Tertiary Education,Urban regions,Not Employed,0.33667,133,445,0.29271,0.38063
1994,First Stage of Tertiary Education,Rural regions,Full-Time Employment,0.51066,172,268,0.45069,0.57062
1994,First Stage of Tertiary Education,Rural regions,Not Employed,0.39418,96,268,0.33556,0.45280
1994,Second Stage of Tertiary Education,Urban regions,Full-Time Employment,0.62388,690,1012,0.59402,0.65374
1994,Second Stage of Tertiary Education,Urban regions,Regular Part-Time Employment,0.08436,86,1012,0.06722,0.10149
1994,Second Stage of Tertiary Education,Urban regions,Not Employed,0.25540,236,1012,0.22852,0.28228
1994,Second Stage of Tertiary Education,Rural regions,Full-Time Employment,0.61148,407,604,0.57257,0.65038
1994,Second Stage of Tertiary Education,Rural regions,Regular Part-Time Employment,0.05115,36,604,0.03356,0.06873
1994,Second Stage of Tertiary Education,Rural regions,Not Employed,0.32168,161,604,0.28439,0.35896
1995,No answer / don't know,Urban regions,Full-Time Employment,0.36703,83,167,0.29370,0.44035
1995,No answer / don't know,Urban regions,Not Employed,0.45806,84,167,0.38227,0.53385
1995,No answer / don't know,Rural regions,Not Employed,0.58537,32,32,0.41195,0.75880
1995,Pre-primary Level,Urban regions,Not Employed,0.94601,190,190,0.91379,0.97823
1995,Pre-primary Level,Rural regions,Not Employed,0.94497,84,84,0.89591,0.99403
1995,Primary Level,Urban regions,Full-Time Employment,0.34248,159,409,0.29643,0.38853
1995,Primary Level,Urban regions,Not Employed,0.56991,250,409,0.52187,0.61795
1995,Primary Level,Rural regions,Not Employed,0.52282,45,45,0.37524,0.67041
1995,Lower Secondary Level,Urban regions,Full-Time Employment,0.22886,543,1729,0.20906,0.24867
1995,Lower Secondary Level,Urban regions,Regular Part-Time Employment,0.05172,97,1729,0.04128,0.06216
1995,Lower Secondary Level,Urban regions,Vocational Training,0.05898,134,1729,0.04787,0.07009
1995,Lower Secondary Level,Urban regions,"Marginal, Irregular Part-Time Employment",0.02738,54,1729,0.01969,0.03508
1995,Lower Secondary Level,Urban regions,Not Employed,0.63306,901,1729,0.61033,0.65578
1995,Lower Secondary Level,Rural regions,Full-Time Employment,0.14760,150,746,0.12213,0.17307
1995,Lower Secondary Level,Rural regions,Regular Part-Time Employment,0.04879,39,746,0.03332,0.06426
1995,Lower Secondary Level,Rural regions,Vocational Training,0.11328,121,746,0.09052,0.13603
1995,Lower Secondary Level,Rural regions,Not Employed,0.66605,436,746,0.63219,0.69992
1995,Upper Secondary Level,Urban regions,Full-Time Employment,0.43612,2035,4237,0.42119,0.45106
1995,Upper Secondary Level,Urban regions,Regular Part-Time Employment,0.07782,352,4237,0.06975,0.08589
1995,Upper Secondary Level,Urban regions,Vocational Training,0.01374,68,4237,0.01024,0.01725
1995,Upper Secondary Level,Urban regions,"Marginal, Irregular Part-Time Employment",0.02410,106,4237,0.01949,0.02872
1995,Upper Secondary Level,Urban regions,Not Employed,0.44821,1676,4237,0.43323,0.46318
1995,Upper Secondary Level,Rural regions,Full-Time Employment,0.45160,1251,2489,0.43204,0.47115
1995,Upper Secondary Level,Rural regions,Regular Part-Time Employment,0.08113,193,2489,0.07040,0.09186
1995,Upper Secondary Level,Rural regions,Vocational Training,0.01838,61,2489,0.01310,0.02365
1995,Upper Secondary Level,Rural regions,"Marginal, Irregular Part-Time Employment",0.01743,39,2489,0.01228,0.02257
1995,Upper Secondary Level,Rural regions,Not Employed,0.43147,945,2489,0.41201,0.45093
1995,Post-secondary Non-tertiary Level,Urban regions,Full-Time Employment,0.49751,184,313,0.44203,0.55299
1995,Post-secondary Non-tertiary Level,Urban regions,Not Employed,0.36076,129,313,0.30747,0.41405
1995,Post-secondary Non-tertiary Level,Rural regions,Full-Time Employment,0.53582,64,99,0.43708,0.63456
1995,Post-secondary Non-tertiary Level,Rural regions,Not Employed,0.34439,35,99,0.25031,0.43846
1995,First Stage of Tertiary Education,Urban regions,Full-Time Employment,0.54582,280,446,0.49956,0.59209
1995,First Stage of Tertiary Education,Urban regions,Regular Part-Time Employment,0.08194,40,446,0.05646,0.10743
1995,First Stage of Tertiary Education,Urban regions,Not Employed,0.35443,126,446,0.30999,0.39888
1995,First Stage of Tertiary Education,Rural regions,Full-Time Employment,0.52115,184,272,0.46167,0.58063
1995,First Stage of Tertiary Education,Rural regions,Not Employed,0.37980,88,272,0.32202,0.43759
1995,Second Stage of Tertiary Education,Urban regions,Full-Time Employment,0.61142,721,1079,0.58232,0.64052
1995,Second Stage of Tertiary Education,Urban regions,Regular Part-Time Employment,0.10534,112,1079,0.08701,0.12366
1995,Second Stage of Tertiary Education,Urban regions,Not Employed,0.25124,246,1079,0.22535,0.27713
1995,Second Stage of Tertiary Education,Rural regions,Full-Time Employment,0.60192,427,637,0.56388,0.63997
1995,Second Stage of Tertiary Education,Rural regions,Regular Part-Time Employment,0.07206,47,637,0.05196,0.09215
1995,Second Stage of Tertiary Education,Rural regions,Not Employed,0.31386,163,637,0.27779,0.34992
1996,No answer / don't know,Urban regions,Full-Time Employment,0.32878,72,155,0.25458,0.40297
1996,No answer / don't know,Urban regions,Not Employed,0.43299,83,155,0.35473,0.51125
1996,Pre-primary Level,Urban regions,Not Employed,0.95841,193,193,0.93017,0.98665
1996,Pre-primary Level,Rural regions,Not Employed,0.97208,90,90,0.93786,1.00631
1996,Primary Level,Urban regions,Full-Time Employment,0.33103,138,394,0.28451,0.37756
1996,Primary Level,Urban regions,Regular Part-Time Employment,0.07545,31,394,0.04934,0.10156
1996,Primary Level,Urban regions,Not Employed,0.55857,225,394,0.50948,0.60767
1996,Primary Level,Rural regions,Not Employed,0.53212,48,48,0.38947,0.67477
1996,Lower Secondary Level,Urban regions,Full-Time Employment,0.20189,466,1646,0.18249,0.22128
1996,Lower Secondary Level,Urban regions,Regular Part-Time Employment,0.05735,106,1646,0.04611,0.06858
1996,Lower Secondary Level,Urban regions,Vocational Training,0.07563,149,1646,0.06286,0.08841
1996,Lower Secondary Level,Urban regions,"Marginal, Irregular Part-Time Employment",0.02522,43,1646,0.01765,0.03280
