year,migback,pgisced97,pgemplst,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1992,No migration background,Upper Secondary Level,Not Employed,0.42446,2180,5753,0.41168,0.43723
1992,No migration background,Post-secondary Non-tertiary Level,Full-Time Employment,0.51173,142,238,0.44809,0.57537
1992,No migration background,Post-secondary Non-tertiary Level,Not Employed,0.34380,96,238,0.28332,0.40427
1992,No migration background,First Stage of Tertiary Education,Full-Time Employment,0.57287,441,680,0.53566,0.61008
1992,No migration background,First Stage of Tertiary Education,Regular Part-Time Employment,0.06948,47,680,0.05035,0.08860
1992,No migration background,First Stage of Tertiary Education,Not Employed,0.32804,192,680,0.29273,0.36336
1992,No migration background,Second Stage of Tertiary Education,Full-Time Employment,0.65005,1039,1495,0.62586,0.67423
1992,No migration background,Second Stage of Tertiary Education,Regular Part-Time Employment,0.07936,98,1495,0.06565,0.09306
1992,No migration background,Second Stage of Tertiary Education,Not Employed,0.25197,358,1495,0.22996,0.27399
1992,Direct migration background,Primary Level,Full-Time Employment,0.44685,220,509,0.40361,0.49008
1992,Direct migration background,Primary Level,Regular Part-Time Employment,0.04639,33,509,0.02810,0.06468
1992,Direct migration background,Primary Level,Not Employed,0.49973,256,509,0.45625,0.54321
1992,Direct migration background,Lower Secondary Level,Full-Time Employment,0.40788,431,816,0.37414,0.44162
1992,Direct migration background,Lower Secondary Level,Regular Part-Time Employment,0.07760,56,816,0.05923,0.09597
1992,Direct migration background,Lower Secondary Level,Vocational Training,0.06321,43,816,0.04650,0.07992
1992,Direct migration background,Lower Secondary Level,Not Employed,0.44362,286,816,0.40951,0.47773
1992,Direct migration background,Upper Secondary Level,Full-Time Employment,0.52736,511,825,0.49327,0.56144
1992,Direct migration background,Upper Secondary Level,Regular Part-Time Employment,0.07561,49,825,0.05756,0.09366
1992,Direct migration background,Upper Secondary Level,Not Employed,0.37463,265,825,0.34158,0.40768
1992,Direct migration background,Post-secondary Non-tertiary Level,Full-Time Employment,0.42903,52,89,0.32562,0.53244
1992,Direct migration background,Post-secondary Non-tertiary Level,Not Employed,0.49795,37,89,0.39349,0.60242
1992,Direct migration background,First Stage of Tertiary Education,Full-Time Employment,0.60874,37,37,0.44932,0.76817
1992,Direct migration background,Second Stage of Tertiary Education,Full-Time Employment,0.54489,81,121,0.45579,0.63399
1992,Direct migration background,Second Stage of Tertiary Education,Not Employed,0.39150,40,121,0.30417,0.47883
1992,Indirect migration background,Pre-primary Level,Not Employed,0.94837,47,47,0.88443,1.01232
1992,Indirect migration background,Lower Secondary Level,Full-Time Employment,0.21589,37,160,0.15194,0.27985
1992,Indirect migration background,Lower Secondary Level,Vocational Training,0.36499,64,160,0.29016,0.43982
1992,Indirect migration background,Lower Secondary Level,Not Employed,0.36561,59,160,0.29075,0.44047
1992,Indirect migration background,Upper Secondary Level,Full-Time Employment,0.41264,59,91,0.31092,0.51435
1992,Indirect migration background,Upper Secondary Level,Not Employed,0.27895,32,91,0.18630,0.37161
1993,No migration background,Pre-primary Level,Not Employed,0.93446,119,119,0.88980,0.97911
1993,No migration background,Primary Level,Not Employed,0.54884,43,43,0.39835,0.69934
1993,No migration background,Lower Secondary Level,Full-Time Employment,0.18651,345,1672,0.16783,0.20518
1993,No migration background,Lower Secondary Level,Regular Part-Time Employment,0.07422,128,1672,0.06165,0.08679
1993,No migration background,Lower Secondary Level,Vocational Training,0.07622,185,1672,0.06349,0.08894
1993,No migration background,Lower Secondary Level,Not Employed,0.64395,1014,1672,0.62099,0.66691
1993,No migration background,Upper Secondary Level,Full-Time Employment,0.46300,2838,5680,0.45003,0.47597
1993,No migration background,Upper Secondary Level,Regular Part-Time Employment,0.07350,427,5680,0.06671,0.08029
1993,No migration background,Upper Secondary Level,Vocational Training,0.01652,109,5680,0.01321,0.01984
1993,No migration background,Upper Secondary Level,"Marginal, Irregular Part-Time Employment",0.01770,100,5680,0.01427,0.02113
1993,No migration background,Upper Secondary Level,Not Employed,0.42928,2206,5680,0.41641,0.44215
1993,No migration background,Post-secondary Non-tertiary Level,Full-Time Employment,0.50313,145,237,0.43934,0.56693
1993,No migration background,Post-secondary Non-tertiary Level,Not Employed,0.32226,92,237,0.26264,0.38189
1993,No migration background,First Stage of Tertiary Education,Full-Time Employment,0.54425,406,659,0.50620,0.58231
1993,No migration background,First Stage of Tertiary Education,Regular Part-Time Employment,0.06782,46,659,0.04861,0.08703
1993,No migration background,First Stage of Tertiary Education,Not Employed,0.35551,207,659,0.31894,0.39209
1993,No migration background,Second Stage of Tertiary Education,Full-Time Employment,0.62825,1005,1475,0.60358,0.65293
1993,No migration background,Second Stage of Tertiary Education,Regular Part-Time Employment,0.08598,111,1475,0.07166,0.10029
1993,No migration background,Second Stage of Tertiary Education,Not Employed,0.26631,359,1475,0.24374,0.28887
1993,Direct migration background,Primary Level,Full-Time Employment,0.43477,209,499,0.39123,0.47831
1993,Direct migration background,Primary Level,Regular Part-Time Employment,0.04848,36,499,0.02961,0.06734
1993,Direct migration background,Primary Level,Not Employed,0.51044,254,499,0.46654,0.55435
1993,Direct migration background,Lower Secondary Level,Full-Time Employment,0.43199,411,753,0.39659,0.46739
1993,Direct migration background,Lower Secondary Level,Regular Part-Time Employment,0.07787,54,753,0.05872,0.09702
1993,Direct migration background,Lower Secondary Level,Not Employed,0.44714,288,753,0.41161,0.48268
1993,Direct migration background,Upper Secondary Level,Full-Time Employment,0.49163,477,817,0.45733,0.52593
1993,Direct migration background,Upper Secondary Level,Regular Part-Time Employment,0.06774,49,817,0.05049,0.08498
1993,Direct migration background,Upper Secondary Level,Not Employed,0.41646,291,817,0.38263,0.45028
1993,Direct migration background,Post-secondary Non-tertiary Level,Full-Time Employment,0.59186,55,87,0.48798,0.69574
1993,Direct migration background,Post-secondary Non-tertiary Level,Not Employed,0.31981,32,87,0.22124,0.41839
1993,Direct migration background,First Stage of Tertiary Education,Full-Time Employment,0.65585,34,34,0.49376,0.81795
1993,Direct migration background,Second Stage of Tertiary Education,Full-Time Employment,0.59046,85,123,0.50319,0.67772
1993,Direct migration background,Second Stage of Tertiary Education,Not Employed,0.36087,38,123,0.27565,0.44609
1993,Indirect migration background,Pre-primary Level,Not Employed,0.98110,46,46,0.94132,1.02089
1993,Indirect migration background,Lower Secondary Level,Full-Time Employment,0.21125,46,189,0.15290,0.26960
1993,Indirect migration background,Lower Secondary Level,Vocational Training,0.40442,79,189,0.33427,0.47458
1993,Indirect migration background,Lower Secondary Level,Not Employed,0.35280,64,189,0.28450,0.42111
1993,Indirect migration background,Upper Secondary Level,Full-Time Employment,0.39754,76,117,0.30848,0.48660
1993,Indirect migration background,Upper Secondary Level,Not Employed,0.31633,41,117,0.23170,0.40096
1994,No migration background,Pre-primary Level,Not Employed,0.95182,157,157,0.91822,0.98543
1994,No migration background,Primary Level,Not Employed,0.64460,40,40,0.49438,0.79482
1994,No migration background,Lower Secondary Level,Full-Time Employment,0.17215,303,1603,0.15367,0.19064
1994,No migration background,Lower Secondary Level,Regular Part-Time Employment,0.06531,114,1603,0.05322,0.07741
1994,No migration background,Lower Secondary Level,Vocational Training,0.06921,167,1603,0.05678,0.08164
1994,No migration background,Lower Secondary Level,"Marginal, Irregular Part-Time Employment",0.02114,35,1603,0.01409,0.02818
1994,No migration background,Lower Secondary Level,Not Employed,0.67218,984,1603,0.64920,0.69517
1994,No migration background,Upper Secondary Level,Full-Time Employment,0.44941,2727,5596,0.43637,0.46244
1994,No migration background,Upper Secondary Level,Regular Part-Time Employment,0.07540,424,5596,0.06849,0.08232
1994,No migration background,Upper Secondary Level,Vocational Training,0.01506,98,5596,0.01186,0.01825
1994,No migration background,Upper Secondary Level,"Marginal, Irregular Part-Time Employment",0.01670,105,5596,0.01334,0.02006
1994,No migration background,Upper Secondary Level,Not Employed,0.44343,2242,5596,0.43041,0.45645
1994,No migration background,Post-secondary Non-tertiary Level,Full-Time Employment,0.51130,152,252,0.44946,0.57314
1994,No migration background,Post-secondary Non-tertiary Level,Not Employed,0.32620,100,252,0.26820,0.38420
1994,No migration background,First Stage of Tertiary Education,Full-Time Employment,0.54157,410,662,0.50359,0.57956
1994,No migration background,First Stage of Tertiary Education,Regular Part-Time Employment,0.06971,45,662,0.05030,0.08913
1994,No migration background,First Stage of Tertiary Education,Not Employed,0.35890,207,662,0.32233,0.39547
1994,No migration background,Second Stage of Tertiary Education,Full-Time Employment,0.62940,1014,1485,0.60482,0.65397
1994,No migration background,Second Stage of Tertiary Education,Regular Part-Time Employment,0.07646,113,1485,0.06294,0.08998
1994,No migration background,Second Stage of Tertiary Education,Not Employed,0.26544,358,1485,0.24297,0.28790
1994,Direct migration background,Primary Level,Full-Time Employment,0.42329,187,428,0.37643,0.47016
1994,Direct migration background,Primary Level,Not Employed,0.50919,241,428,0.46177,0.55661
1994,Direct migration background,Lower Secondary Level,Full-Time Employment,0.35635,342,688,0.32053,0.39216
1994,Direct migration background,Lower Secondary Level,Regular Part-Time Employment,0.05983,39,688,0.04210,0.07757
1994,Direct migration background,Lower Secondary Level,Not Employed,0.55052,307,688,0.51332,0.58772
1994,Direct migration background,Upper Secondary Level,Full-Time Employment,0.45981,429,790,0.42503,0.49459
1994,Direct migration background,Upper Secondary Level,Regular Part-Time Employment,0.06143,46,790,0.04467,0.07818
1994,Direct migration background,Upper Secondary Level,Not Employed,0.44647,315,790,0.41178,0.48116
1994,Direct migration background,Post-secondary Non-tertiary Level,Full-Time Employment,0.50333,45,77,0.39092,0.61574
1994,Direct migration background,Post-secondary Non-tertiary Level,Not Employed,0.38413,32,77,0.27477,0.49348
1994,Direct migration background,First Stage of Tertiary Education,Full-Time Employment,0.56373,34,34,0.39453,0.73294
1994,Direct migration background,Second Stage of Tertiary Education,Full-Time Employment,0.53743,76,114,0.44549,0.62936
1994,Direct migration background,Second Stage of Tertiary Education,Not Employed,0.37642,38,114,0.28709,0.46575
1994,Indirect migration background,Pre-primary Level,Not Employed,0.98272,59,59,0.94919,1.01626
1994,Indirect migration background,Lower Secondary Level,Full-Time Employment,0.26102,43,172,0.19519,0.32684
1994,Indirect migration background,Lower Secondary Level,Vocational Training,0.32291,60,172,0.25283,0.39300
1994,Indirect migration background,Lower Secondary Level,Not Employed,0.36084,69,172,0.28885,0.43282
1994,Indirect migration background,Upper Secondary Level,Full-Time Employment,0.40988,82,123,0.32261,0.49715
1994,Indirect migration background,Upper Secondary Level,Not Employed,0.29631,41,123,0.21528,0.37734
1995,No migration background,Pre-primary Level,Not Employed,0.95399,187,187,0.92388,0.98410
1995,No migration background,Lower Secondary Level,Full-Time Employment,0.17750,306,1545,0.15844,0.19656
1995,No migration background,Lower Secondary Level,Regular Part-Time Employment,0.05237,93,1545,0.04126,0.06348
1995,No migration background,Lower Secondary Level,Vocational Training,0.07508,177,1545,0.06193,0.08822
1995,No migration background,Lower Secondary Level,"Marginal, Irregular Part-Time Employment",0.02646,45,1545,0.01845,0.03446
1995,No migration background,Lower Secondary Level,Not Employed,0.66860,924,1545,0.64512,0.69208
1995,No migration background,Upper Secondary Level,Full-Time Employment,0.44164,2696,5559,0.42858,0.45470
1995,No migration background,Upper Secondary Level,Regular Part-Time Employment,0.07894,469,5559,0.07185,0.08603
1995,No migration background,Upper Secondary Level,Vocational Training,0.01463,97,5559,0.01147,0.01778
1995,No migration background,Upper Secondary Level,"Marginal, Irregular Part-Time Employment",0.02117,121,5559,0.01738,0.02495
1995,No migration background,Upper Secondary Level,Not Employed,0.44337,2176,5559,0.43031,0.45643
1995,No migration background,Post-secondary Non-tertiary Level,Full-Time Employment,0.50853,162,265,0.44822,0.56883
1995,No migration background,Post-secondary Non-tertiary Level,Not Employed,0.34117,103,265,0.28398,0.39836
1995,No migration background,First Stage of Tertiary Education,Full-Time Employment,0.53514,429,670,0.49734,0.57293
1995,No migration background,First Stage of Tertiary Education,Regular Part-Time Employment,0.07500,48,670,0.05505,0.09496
1995,No migration background,First Stage of Tertiary Education,Not Employed,0.36313,193,670,0.32669,0.39957
1995,No migration background,Second Stage of Tertiary Education,Full-Time Employment,0.62481,1034,1519,0.60045,0.64916
1995,No migration background,Second Stage of Tertiary Education,Regular Part-Time Employment,0.09886,141,1519,0.08384,0.11387
