year,migback,quintil_oecd,pgemplst,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1992,No migration background,4th Quintile,Full-Time Employment,0.49464,1038,1967,0.47254,0.51674
1992,No migration background,4th Quintile,Regular Part-Time Employment,0.09472,184,1967,0.08178,0.10767
1992,No migration background,4th Quintile,Vocational Training,0.03154,70,1967,0.02381,0.03927
1992,No migration background,4th Quintile,"Marginal, Irregular Part-Time Employment",0.01573,33,1967,0.01023,0.02123
1992,No migration background,4th Quintile,Not Employed,0.36337,642,1967,0.34211,0.38463
1992,No migration background,5th Quintile,Full-Time Employment,0.61383,1316,2058,0.59279,0.63487
1992,No migration background,5th Quintile,Regular Part-Time Employment,0.08800,183,2058,0.07575,0.10024
1992,No migration background,5th Quintile,"Marginal, Irregular Part-Time Employment",0.02393,50,2058,0.01732,0.03053
1992,No migration background,5th Quintile,Not Employed,0.26431,509,2058,0.24525,0.28337
1992,Direct migration background,1st Quintile,Full-Time Employment,0.22468,145,469,0.18686,0.26249
1992,Direct migration background,1st Quintile,Not Employed,0.68534,324,469,0.64326,0.72741
1992,Direct migration background,2nd Quintile,Full-Time Employment,0.42109,294,592,0.38129,0.46090
1992,Direct migration background,2nd Quintile,Regular Part-Time Employment,0.06965,39,592,0.04912,0.09017
1992,Direct migration background,2nd Quintile,Not Employed,0.47777,259,592,0.43749,0.51804
1992,Direct migration background,3rd Quintile,Full-Time Employment,0.51661,351,572,0.47562,0.55760
1992,Direct migration background,3rd Quintile,Regular Part-Time Employment,0.07819,46,572,0.05617,0.10021
1992,Direct migration background,3rd Quintile,Not Employed,0.34763,175,572,0.30857,0.38669
1992,Direct migration background,4th Quintile,Full-Time Employment,0.63701,375,497,0.59469,0.67933
1992,Direct migration background,4th Quintile,Not Employed,0.26251,122,497,0.22378,0.30123
1992,Direct migration background,5th Quintile,Full-Time Employment,0.61215,197,259,0.55270,0.67161
1992,Direct migration background,5th Quintile,Not Employed,0.30694,62,259,0.25066,0.36322
1992,Indirect migration background,1st Quintile,Not Employed,0.51147,38,38,0.35040,0.67253
1992,Indirect migration background,2nd Quintile,Not Employed,0.50837,49,49,0.36694,0.64980
1992,Indirect migration background,3rd Quintile,Not Employed,0.42646,49,49,0.28655,0.56638
1992,Indirect migration background,4th Quintile,Full-Time Employment,0.43752,51,51,0.30001,0.57502
1993,No migration background,1st Quintile,Full-Time Employment,0.20113,493,1841,0.18282,0.21945
1993,No migration background,1st Quintile,Regular Part-Time Employment,0.04624,92,1841,0.03664,0.05583
1993,No migration background,1st Quintile,Vocational Training,0.03168,82,1841,0.02368,0.03968
1993,No migration background,1st Quintile,Not Employed,0.70312,1174,1841,0.68225,0.72400
1993,No migration background,2nd Quintile,Full-Time Employment,0.33844,870,2104,0.31822,0.35867
1993,No migration background,2nd Quintile,Regular Part-Time Employment,0.07180,157,2104,0.06076,0.08283
1993,No migration background,2nd Quintile,Vocational Training,0.03937,96,2104,0.03106,0.04768
1993,No migration background,2nd Quintile,Not Employed,0.53463,981,2104,0.51331,0.55595
1993,No migration background,3rd Quintile,Full-Time Employment,0.42404,1023,2054,0.40267,0.44542
1993,No migration background,3rd Quintile,Regular Part-Time Employment,0.07374,145,2054,0.06244,0.08505
1993,No migration background,3rd Quintile,Vocational Training,0.03494,79,2054,0.02700,0.04289
1993,No migration background,3rd Quintile,"Marginal, Irregular Part-Time Employment",0.02125,39,2054,0.01501,0.02748
1993,No migration background,3rd Quintile,Not Employed,0.44602,768,2054,0.42452,0.46753
1993,No migration background,4th Quintile,Full-Time Employment,0.50658,1131,2067,0.48502,0.52814
1993,No migration background,4th Quintile,Regular Part-Time Employment,0.08530,172,2067,0.07325,0.09734
1993,No migration background,4th Quintile,Vocational Training,0.02855,62,2067,0.02137,0.03573
1993,No migration background,4th Quintile,"Marginal, Irregular Part-Time Employment",0.02073,40,2067,0.01459,0.02687
1993,No migration background,4th Quintile,Not Employed,0.35884,662,2067,0.33815,0.37952
1993,No migration background,5th Quintile,Full-Time Employment,0.62417,1295,2034,0.60312,0.64523
1993,No migration background,5th Quintile,Regular Part-Time Employment,0.09122,180,2034,0.07870,0.10373
1993,No migration background,5th Quintile,Vocational Training,0.01464,35,2034,0.00942,0.01986
1993,No migration background,5th Quintile,"Marginal, Irregular Part-Time Employment",0.01801,39,2034,0.01223,0.02379
1993,No migration background,5th Quintile,Not Employed,0.25196,485,2034,0.23309,0.27083
1993,Direct migration background,1st Quintile,Full-Time Employment,0.23212,171,562,0.19719,0.26706
1993,Direct migration background,1st Quintile,Not Employed,0.68462,391,562,0.64617,0.72307
1993,Direct migration background,2nd Quintile,Full-Time Employment,0.39861,278,576,0.35859,0.43863
1993,Direct migration background,2nd Quintile,Regular Part-Time Employment,0.06198,46,576,0.04227,0.08169
1993,Direct migration background,2nd Quintile,Not Employed,0.50138,252,576,0.46051,0.54225
1993,Direct migration background,3rd Quintile,Full-Time Employment,0.55402,322,503,0.51053,0.59750
1993,Direct migration background,3rd Quintile,Regular Part-Time Employment,0.07932,38,503,0.05568,0.10296
1993,Direct migration background,3rd Quintile,Not Employed,0.33797,143,503,0.29660,0.37935
1993,Direct migration background,4th Quintile,Full-Time Employment,0.66688,309,412,0.62131,0.71245
1993,Direct migration background,4th Quintile,Not Employed,0.25594,103,412,0.21375,0.29813
1993,Direct migration background,5th Quintile,Full-Time Employment,0.64572,215,287,0.59029,0.70115
1993,Direct migration background,5th Quintile,Not Employed,0.28176,72,287,0.22962,0.33389
1993,Indirect migration background,1st Quintile,Not Employed,0.53504,72,72,0.41902,0.65106
1993,Indirect migration background,2nd Quintile,Not Employed,0.47447,48,48,0.33171,0.61723
1993,Indirect migration background,3rd Quintile,Full-Time Employment,0.23203,31,101,0.14929,0.31476
1993,Indirect migration background,3rd Quintile,Vocational Training,0.33505,33,101,0.24254,0.42757
1993,Indirect migration background,3rd Quintile,Not Employed,0.35585,37,101,0.26201,0.44969
1993,Indirect migration background,4th Quintile,Full-Time Employment,0.46963,53,53,0.33398,0.60528
1994,No migration background,1st Quintile,Full-Time Employment,0.18254,400,1692,0.16412,0.20095
1994,No migration background,1st Quintile,Regular Part-Time Employment,0.04233,86,1692,0.03273,0.05193
1994,No migration background,1st Quintile,Vocational Training,0.03649,86,1692,0.02755,0.04543
1994,No migration background,1st Quintile,Not Employed,0.71644,1120,1692,0.69496,0.73792
1994,No migration background,2nd Quintile,Full-Time Employment,0.32341,779,2018,0.30300,0.34383
1994,No migration background,2nd Quintile,Regular Part-Time Employment,0.06429,142,2018,0.05359,0.07499
1994,No migration background,2nd Quintile,Vocational Training,0.03358,75,2018,0.02571,0.04144
1994,No migration background,2nd Quintile,"Marginal, Irregular Part-Time Employment",0.01937,39,2018,0.01336,0.02539
1994,No migration background,2nd Quintile,Not Employed,0.55935,983,2018,0.53768,0.58101
1994,No migration background,3rd Quintile,Full-Time Employment,0.41408,1027,2130,0.39315,0.43500
1994,No migration background,3rd Quintile,Regular Part-Time Employment,0.08233,174,2130,0.07065,0.09400
1994,No migration background,3rd Quintile,Vocational Training,0.03023,83,2130,0.02296,0.03751
1994,No migration background,3rd Quintile,"Marginal, Irregular Part-Time Employment",0.02059,43,2130,0.01455,0.02662
1994,No migration background,3rd Quintile,Not Employed,0.45278,803,2130,0.43163,0.47392
1994,No migration background,4th Quintile,Full-Time Employment,0.51785,1134,2069,0.49631,0.53939
1994,No migration background,4th Quintile,Regular Part-Time Employment,0.08354,161,2069,0.07161,0.09546
1994,No migration background,4th Quintile,Vocational Training,0.02298,55,2069,0.01652,0.02944
1994,No migration background,4th Quintile,"Marginal, Irregular Part-Time Employment",0.01714,36,2069,0.01155,0.02273
1994,No migration background,4th Quintile,Not Employed,0.35849,683,2069,0.33782,0.37916
1994,No migration background,5th Quintile,Full-Time Employment,0.61122,1327,2062,0.59018,0.63227
1994,No migration background,5th Quintile,Regular Part-Time Employment,0.08281,163,2062,0.07091,0.09471
1994,No migration background,5th Quintile,"Marginal, Irregular Part-Time Employment",0.02144,46,2062,0.01518,0.02769
1994,No migration background,5th Quintile,Not Employed,0.27684,526,2062,0.25753,0.29616
1994,Direct migration background,1st Quintile,Full-Time Employment,0.23374,188,656,0.20133,0.26615
1994,Direct migration background,1st Quintile,Regular Part-Time Employment,0.04324,34,656,0.02766,0.05882
1994,Direct migration background,1st Quintile,Not Employed,0.69322,434,656,0.65790,0.72853
1994,Direct migration background,2nd Quintile,Full-Time Employment,0.37382,250,491,0.33098,0.41666
1994,Direct migration background,2nd Quintile,Not Employed,0.54356,241,491,0.49946,0.58766
1994,Direct migration background,3rd Quintile,Full-Time Employment,0.47112,272,467,0.42579,0.51644
1994,Direct migration background,3rd Quintile,Regular Part-Time Employment,0.08484,37,467,0.05954,0.11014
1994,Direct migration background,3rd Quintile,Not Employed,0.40610,158,467,0.36151,0.45069
1994,Direct migration background,4th Quintile,Full-Time Employment,0.61787,249,336,0.56584,0.66991
1994,Direct migration background,4th Quintile,Not Employed,0.27041,87,336,0.22285,0.31798
1994,Direct migration background,5th Quintile,Full-Time Employment,0.60438,188,267,0.54562,0.66315
1994,Direct migration background,5th Quintile,Not Employed,0.30490,79,267,0.24957,0.36022
1994,Indirect migration background,1st Quintile,Not Employed,0.46839,62,62,0.34317,0.59362
1994,Indirect migration background,2nd Quintile,Not Employed,0.40550,52,52,0.27074,0.54025
1994,Indirect migration background,3rd Quintile,Full-Time Employment,0.28181,35,76,0.17999,0.38363
1994,Indirect migration background,3rd Quintile,Not Employed,0.47916,41,76,0.36610,0.59222
1994,Indirect migration background,4th Quintile,Full-Time Employment,0.43289,53,53,0.29822,0.56756
1995,No migration background,1st Quintile,Full-Time Employment,0.22299,421,1551,0.20226,0.24371
1995,No migration background,1st Quintile,Regular Part-Time Employment,0.05199,87,1551,0.04094,0.06304
1995,No migration background,1st Quintile,Vocational Training,0.03502,71,1551,0.02587,0.04418
1995,No migration background,1st Quintile,"Marginal, Irregular Part-Time Employment",0.02644,36,1551,0.01846,0.03443
1995,No migration background,1st Quintile,Not Employed,0.66355,936,1551,0.64003,0.68708
1995,No migration background,2nd Quintile,Full-Time Employment,0.29612,740,2033,0.27627,0.31597
1995,No migration background,2nd Quintile,Regular Part-Time Employment,0.06801,151,2033,0.05707,0.07896
1995,No migration background,2nd Quintile,Vocational Training,0.02873,79,2033,0.02147,0.03600
1995,No migration background,2nd Quintile,"Marginal, Irregular Part-Time Employment",0.02268,44,2033,0.01620,0.02915
1995,No migration background,2nd Quintile,Not Employed,0.58446,1019,2033,0.56303,0.60589
1995,No migration background,3rd Quintile,Full-Time Employment,0.41229,992,2094,0.39120,0.43338
1995,No migration background,3rd Quintile,Regular Part-Time Employment,0.07716,174,2094,0.06573,0.08859
1995,No migration background,3rd Quintile,Vocational Training,0.02472,69,2094,0.01807,0.03138
1995,No migration background,3rd Quintile,"Marginal, Irregular Part-Time Employment",0.02349,52,2094,0.01700,0.02998
1995,No migration background,3rd Quintile,Not Employed,0.46233,807,2094,0.44097,0.48369
1995,No migration background,4th Quintile,Full-Time Employment,0.49432,1208,2192,0.47338,0.51525
1995,No migration background,4th Quintile,Regular Part-Time Employment,0.09124,197,2192,0.07918,0.10329
1995,No migration background,4th Quintile,Vocational Training,0.02655,69,2192,0.01982,0.03329
1995,No migration background,4th Quintile,"Marginal, Irregular Part-Time Employment",0.02342,46,2192,0.01709,0.02976
1995,No migration background,4th Quintile,Not Employed,0.36447,672,2192,0.34432,0.38462
1995,No migration background,5th Quintile,Full-Time Employment,0.59616,1323,2127,0.57531,0.61702
1995,No migration background,5th Quintile,Regular Part-Time Employment,0.08154,173,2127,0.06990,0.09317
1995,No migration background,5th Quintile,Vocational Training,0.01372,32,2127,0.00877,0.01866
1995,No migration background,5th Quintile,"Marginal, Irregular Part-Time Employment",0.01987,41,2127,0.01394,0.02580
1995,No migration background,5th Quintile,Not Employed,0.28871,558,2127,0.26945,0.30798
1995,Direct migration background,1st Quintile,Full-Time Employment,0.22021,232,828,0.19197,0.24845
1995,Direct migration background,1st Quintile,Regular Part-Time Employment,0.05352,39,828,0.03818,0.06886
1995,Direct migration background,1st Quintile,Not Employed,0.69505,557,828,0.66367,0.72643
1995,Direct migration background,2nd Quintile,Full-Time Employment,0.33442,310,684,0.29904,0.36980
1995,Direct migration background,2nd Quintile,Regular Part-Time Employment,0.06062,45,684,0.04272,0.07852
1995,Direct migration background,2nd Quintile,Not Employed,0.53915,329,684,0.50177,0.57654
1995,Direct migration background,3rd Quintile,Full-Time Employment,0.49574,304,503,0.45200,0.53948
1995,Direct migration background,3rd Quintile,Regular Part-Time Employment,0.07276,44,503,0.05004,0.09549
1995,Direct migration background,3rd Quintile,Not Employed,0.37526,155,503,0.33291,0.41762
1995,Direct migration background,4th Quintile,Full-Time Employment,0.60648,250,350,0.55523,0.65774
1995,Direct migration background,4th Quintile,Not Employed,0.30162,100,350,0.25347,0.34978
1995,Direct migration background,5th Quintile,Full-Time Employment,0.55241,174,270,0.49299,0.61183
1995,Direct migration background,5th Quintile,Not Employed,0.37750,96,270,0.31956,0.43543
1995,Indirect migration background,1st Quintile,Not Employed,0.51310,70,70,0.39516,0.63103
1995,Indirect migration background,2nd Quintile,Full-Time Employment,0.25090,43,95,0.16325,0.33854
1995,Indirect migration background,2nd Quintile,Not Employed,0.43867,52,95,0.33835,0.53898
1995,Indirect migration background,3rd Quintile,Full-Time Employment,0.31213,35,72,0.20434,0.41991
1995,Indirect migration background,3rd Quintile,Not Employed,0.38000,37,72,0.26710,0.49291
1995,Indirect migration background,4th Quintile,Full-Time Employment,0.42464,43,43,0.27515,0.57413
1996,No migration background,1st Quintile,Full-Time Employment,0.19236,384,1560,0.17280,0.21193
1996,No migration background,1st Quintile,Regular Part-Time Employment,0.06945,106,1560,0.05683,0.08207
