year,hhtyp,quintil_oecd_hh,hgeqpgar,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2021,Other Combinations,1st Quintile,Yes,0.29737,33,105,0.20952,0.38522
2021,Other Combinations,1st Quintile,No,0.33345,72,105,0.24284,0.42406
2021,Other Combinations,4th Quintile,Yes,0.66808,32,32,0.50231,0.83385
2021,Other Combinations,5th Quintile,Yes,0.79108,39,39,0.66182,0.92034
2022,Single-person household,1st Quintile,Yes,0.34882,444,1459,0.32436,0.37328
2022,Single-person household,1st Quintile,No,0.64381,1015,1459,0.61923,0.66839
2022,Single-person household,2nd Quintile,Yes,0.44274,415,1154,0.41407,0.47141
2022,Single-person household,2nd Quintile,No,0.54987,739,1154,0.52115,0.57859
2022,Single-person household,3rd Quintile,Yes,0.46018,401,1041,0.42989,0.49047
2022,Single-person household,3rd Quintile,No,0.53644,640,1041,0.50613,0.56675
2022,Single-person household,4th Quintile,Yes,0.54689,465,997,0.51597,0.57780
2022,Single-person household,4th Quintile,No,0.45243,532,997,0.42151,0.48334
2022,Single-person household,5th Quintile,Yes,0.65520,586,990,0.62557,0.68482
2022,Single-person household,5th Quintile,No,0.34271,404,990,0.31313,0.37229
2022,Couple without children,1st Quintile,Yes,0.53561,414,918,0.50333,0.56789
2022,Couple without children,1st Quintile,No,0.45754,504,918,0.42529,0.48978
2022,Couple without children,2nd Quintile,Yes,0.61947,591,1066,0.59031,0.64863
2022,Couple without children,2nd Quintile,No,0.38044,475,1066,0.35128,0.40960
2022,Couple without children,3rd Quintile,Yes,0.71411,671,1034,0.68656,0.74167
2022,Couple without children,3rd Quintile,No,0.28508,363,1034,0.25755,0.31261
2022,Couple without children,4th Quintile,Yes,0.75708,759,1098,0.73170,0.78245
2022,Couple without children,4th Quintile,No,0.23929,339,1098,0.21404,0.26453
2022,Couple without children,5th Quintile,Yes,0.79378,1235,1607,0.77399,0.81356
2022,Couple without children,5th Quintile,No,0.20576,372,1607,0.18599,0.22553
2022,Single parent,1st Quintile,Yes,0.41786,140,373,0.36774,0.46798
2022,Single parent,1st Quintile,No,0.57249,233,373,0.52222,0.62277
2022,Single parent,2nd Quintile,Yes,0.52022,170,348,0.46766,0.57279
2022,Single parent,2nd Quintile,No,0.47970,178,348,0.42713,0.53226
2022,Single parent,3rd Quintile,Yes,0.63138,127,218,0.56719,0.69557
2022,Single parent,3rd Quintile,No,0.36801,91,218,0.30385,0.43218
2022,Single parent,4th Quintile,Yes,0.72542,107,160,0.65605,0.79480
2022,Single parent,4th Quintile,No,0.27458,53,160,0.20520,0.34395
2022,Single parent,5th Quintile,Yes,0.79172,83,83,0.70382,0.87961
2022,Couple with children,1st Quintile,Yes,0.60156,767,1413,0.57602,0.62709
2022,Couple with children,1st Quintile,No,0.37406,646,1413,0.34882,0.39929
2022,Couple with children,2nd Quintile,Yes,0.66675,755,1184,0.63988,0.69361
2022,Couple with children,2nd Quintile,No,0.32437,429,1184,0.29769,0.35104
2022,Couple with children,3rd Quintile,Yes,0.82171,762,975,0.79767,0.84575
2022,Couple with children,3rd Quintile,No,0.17626,213,975,0.15233,0.20019
2022,Couple with children,4th Quintile,Yes,0.83521,863,1034,0.81259,0.85783
2022,Couple with children,4th Quintile,No,0.16307,171,1034,0.14054,0.18560
2022,Couple with children,5th Quintile,Yes,0.85034,865,1000,0.82822,0.87246
2022,Couple with children,5th Quintile,No,0.14966,135,1000,0.12754,0.17178
2022,Other Combinations,1st Quintile,Yes,0.59114,386,641,0.55305,0.62923
2022,Other Combinations,1st Quintile,No,0.40143,255,641,0.36345,0.43941
2022,Other Combinations,2nd Quintile,Yes,0.55450,128,209,0.48696,0.62205
2022,Other Combinations,2nd Quintile,No,0.44046,81,209,0.37299,0.50793
2022,Other Combinations,3rd Quintile,Yes,0.54007,62,114,0.44818,0.63197
2022,Other Combinations,3rd Quintile,No,0.45904,52,114,0.36716,0.55092
2022,Other Combinations,4th Quintile,Yes,0.74752,59,59,0.63572,0.85933
2022,Other Combinations,5th Quintile,Yes,0.76628,69,69,0.66569,0.86687
