"pli0089","year","bula_h","regtyp","n","percent","lower_confidence_percent","upper_confidence_percent"
"Min 1x pro Woche","2006","Hamburg","Laendlicher Raum","","","",""
"Min 1x pro Woche","2006","Niedersachsen","Staedtischer Raum","","","",""
"Min 1x pro Woche","2006","Niedersachsen","Laendlicher Raum","","","",""
"Min 1x pro Woche","2006","Bremen","Staedtischer Raum","","","",""
"Min 1x pro Woche","2006","Bremen","Laendlicher Raum","","","",""
"Min 1x pro Woche","2006","Nordrhein-Westfalen","Staedtischer Raum","","","",""
"Min 1x pro Woche","2006","Nordrhein-Westfalen","Laendlicher Raum","","","",""
"Min 1x pro Woche","2006","Hessen","Staedtischer Raum","","","",""
"Min 1x pro Woche","2006","Hessen","Laendlicher Raum","","","",""
"Min 1x pro Woche","2006","Rheinland-Pfalz,Saarland","Staedtischer Raum","","","",""
"Min 1x pro Woche","2006","Rheinland-Pfalz,Saarland","Laendlicher Raum","","","",""
"Min 1x pro Woche","2006","Baden-Wuerttemberg","Staedtischer Raum","","","",""
"Min 1x pro Woche","2006","Baden-Wuerttemberg","Laendlicher Raum","","","",""
"Min 1x pro Woche","2006","Bayern","Staedtischer Raum","","","",""
"Min 1x pro Woche","2006","Bayern","Laendlicher Raum","","","",""
"Min 1x pro Woche","2006","Saarland","Staedtischer Raum","","","",""
"Min 1x pro Woche","2006","Saarland","Laendlicher Raum","","","",""
"Min 1x pro Woche","2006","Berlin","Staedtischer Raum","","","",""
"Min 1x pro Woche","2006","Berlin","Laendlicher Raum","","","",""
"Min 1x pro Woche","2006","Brandenburg","Staedtischer Raum","","","",""
"Min 1x pro Woche","2006","Brandenburg","Laendlicher Raum","","","",""
"Min 1x pro Woche","2006","Mecklenburg-Vorpommern","Staedtischer Raum","","","",""
"Min 1x pro Woche","2006","Mecklenburg-Vorpommern","Laendlicher Raum","","","",""
"Min 1x pro Woche","2006","Sachsen","Staedtischer Raum","","","",""
"Min 1x pro Woche","2006","Sachsen","Laendlicher Raum","","","",""
"Min 1x pro Woche","2006","Sachsen-Anhalt","Staedtischer Raum","","","",""
"Min 1x pro Woche","2006","Sachsen-Anhalt","Laendlicher Raum","","","",""
"Min 1x pro Woche","2006","Thueringen","Staedtischer Raum","","","",""
"Min 1x pro Woche","2006","Thueringen","Laendlicher Raum","","","",""
"Min 1x pro Monat","2006","Schleswig-Holstein","Staedtischer Raum","","","",""
"Min 1x pro Monat","2006","Schleswig-Holstein","Laendlicher Raum","","","",""
"Min 1x pro Monat","2006","Hamburg","Staedtischer Raum","","","",""
"Min 1x pro Monat","2006","Hamburg","Laendlicher Raum","","","",""
"Min 1x pro Monat","2006","Niedersachsen","Staedtischer Raum","","","",""
"Min 1x pro Monat","2006","Niedersachsen","Laendlicher Raum","","","",""
"Min 1x pro Monat","2006","Bremen","Staedtischer Raum","","","",""
"Min 1x pro Monat","2006","Bremen","Laendlicher Raum","","","",""
"Min 1x pro Monat","2006","Nordrhein-Westfalen","Staedtischer Raum","","","",""
"Min 1x pro Monat","2006","Nordrhein-Westfalen","Laendlicher Raum","","","",""
"Min 1x pro Monat","2006","Hessen","Staedtischer Raum","","","",""
"Min 1x pro Monat","2006","Hessen","Laendlicher Raum","","","",""
"Min 1x pro Monat","2006","Rheinland-Pfalz,Saarland","Staedtischer Raum","","","",""
"Min 1x pro Monat","2006","Rheinland-Pfalz,Saarland","Laendlicher Raum","","","",""
"Min 1x pro Monat","2006","Baden-Wuerttemberg","Staedtischer Raum","","","",""
"Min 1x pro Monat","2006","Baden-Wuerttemberg","Laendlicher Raum","","","",""
"Min 1x pro Monat","2006","Bayern","Staedtischer Raum","","","",""
"Min 1x pro Monat","2006","Bayern","Laendlicher Raum","","","",""
"Min 1x pro Monat","2006","Saarland","Staedtischer Raum","","","",""
"Min 1x pro Monat","2006","Saarland","Laendlicher Raum","","","",""
"Min 1x pro Monat","2006","Berlin","Staedtischer Raum","","","",""
"Min 1x pro Monat","2006","Berlin","Laendlicher Raum","","","",""
"Min 1x pro Monat","2006","Brandenburg","Staedtischer Raum","","","",""
"Min 1x pro Monat","2006","Brandenburg","Laendlicher Raum","","","",""
"Min 1x pro Monat","2006","Mecklenburg-Vorpommern","Staedtischer Raum","","","",""
"Min 1x pro Monat","2006","Mecklenburg-Vorpommern","Laendlicher Raum","","","",""
"Min 1x pro Monat","2006","Sachsen","Staedtischer Raum","","","",""
"Min 1x pro Monat","2006","Sachsen","Laendlicher Raum","","","",""
"Min 1x pro Monat","2006","Sachsen-Anhalt","Staedtischer Raum","","","",""
"Min 1x pro Monat","2006","Sachsen-Anhalt","Laendlicher Raum","","","",""
"Min 1x pro Monat","2006","Thueringen","Staedtischer Raum","","","",""
"Min 1x pro Monat","2006","Thueringen","Laendlicher Raum","","","",""
"Seltener","2006","Schleswig-Holstein","Staedtischer Raum","","","",""
"Seltener","2006","Schleswig-Holstein","Laendlicher Raum","","","",""
"Seltener","2006","Hamburg","Staedtischer Raum","","","",""
"Seltener","2006","Hamburg","Laendlicher Raum","","","",""
"Seltener","2006","Niedersachsen","Staedtischer Raum","","","",""
"Seltener","2006","Niedersachsen","Laendlicher Raum","","","",""
"Seltener","2006","Bremen","Staedtischer Raum","","","",""
"Seltener","2006","Bremen","Laendlicher Raum","","","",""
"Seltener","2006","Nordrhein-Westfalen","Staedtischer Raum","","","",""
"Seltener","2006","Nordrhein-Westfalen","Laendlicher Raum","","","",""
"Seltener","2006","Hessen","Staedtischer Raum","","","",""
"Seltener","2006","Hessen","Laendlicher Raum","","","",""
"Seltener","2006","Rheinland-Pfalz,Saarland","Staedtischer Raum","","","",""
"Seltener","2006","Rheinland-Pfalz,Saarland","Laendlicher Raum","","","",""
"Seltener","2006","Baden-Wuerttemberg","Staedtischer Raum","","","",""
"Seltener","2006","Baden-Wuerttemberg","Laendlicher Raum","","","",""
"Seltener","2006","Bayern","Staedtischer Raum","","","",""
"Seltener","2006","Bayern","Laendlicher Raum","","","",""
"Seltener","2006","Saarland","Staedtischer Raum","","","",""
"Seltener","2006","Saarland","Laendlicher Raum","","","",""
"Seltener","2006","Berlin","Staedtischer Raum","","","",""
"Seltener","2006","Berlin","Laendlicher Raum","","","",""
"Seltener","2006","Brandenburg","Staedtischer Raum","","","",""
"Seltener","2006","Brandenburg","Laendlicher Raum","","","",""
"Seltener","2006","Mecklenburg-Vorpommern","Staedtischer Raum","","","",""
"Seltener","2006","Mecklenburg-Vorpommern","Laendlicher Raum","","","",""
"Seltener","2006","Sachsen","Staedtischer Raum","","","",""
"Seltener","2006","Sachsen","Laendlicher Raum","","","",""
"Seltener","2006","Sachsen-Anhalt","Staedtischer Raum","","","",""
"Seltener","2006","Sachsen-Anhalt","Laendlicher Raum","","","",""
"Seltener","2006","Thueringen","Staedtischer Raum","","","",""
"Seltener","2006","Thueringen","Laendlicher Raum","","","",""
"Nie","2006","Schleswig-Holstein","Staedtischer Raum","","","",""
"Nie","2006","Schleswig-Holstein","Laendlicher Raum","","","",""
"Nie","2006","Hamburg","Staedtischer Raum","","","",""
"Nie","2006","Hamburg","Laendlicher Raum","","","",""
"Nie","2006","Niedersachsen","Staedtischer Raum","","","",""
"Nie","2006","Niedersachsen","Laendlicher Raum","","","",""
"Nie","2006","Bremen","Staedtischer Raum","","","",""
"Nie","2006","Bremen","Laendlicher Raum","","","",""
"Nie","2006","Nordrhein-Westfalen","Staedtischer Raum","","","",""
"Nie","2006","Nordrhein-Westfalen","Laendlicher Raum","","","",""
"Nie","2006","Hessen","Staedtischer Raum","","","",""
"Nie","2006","Hessen","Laendlicher Raum","","","",""
"Nie","2006","Rheinland-Pfalz,Saarland","Staedtischer Raum","","","",""
"Nie","2006","Rheinland-Pfalz,Saarland","Laendlicher Raum","","","",""
"Nie","2006","Baden-Wuerttemberg","Staedtischer Raum","","","",""
"Nie","2006","Baden-Wuerttemberg","Laendlicher Raum","","","",""
"Nie","2006","Bayern","Staedtischer Raum","","","",""
"Nie","2006","Bayern","Laendlicher Raum","","","",""
"Nie","2006","Saarland","Staedtischer Raum","","","",""
"Nie","2006","Saarland","Laendlicher Raum","","","",""
"Nie","2006","Berlin","Staedtischer Raum","","","",""
"Nie","2006","Berlin","Laendlicher Raum","","","",""
"Nie","2006","Brandenburg","Staedtischer Raum","","","",""
"Nie","2006","Brandenburg","Laendlicher Raum","","","",""
"Nie","2006","Mecklenburg-Vorpommern","Staedtischer Raum","","","",""
"Nie","2006","Mecklenburg-Vorpommern","Laendlicher Raum","","","",""
"Nie","2006","Sachsen","Staedtischer Raum","","","",""
"Nie","2006","Sachsen","Laendlicher Raum","","","",""
"Nie","2006","Sachsen-Anhalt","Staedtischer Raum","","","",""
"Nie","2006","Sachsen-Anhalt","Laendlicher Raum","","","",""
"Nie","2006","Thueringen","Staedtischer Raum","","","",""
"Nie","2006","Thueringen","Laendlicher Raum","","","",""
"Taeglich","2007","Schleswig-Holstein","Staedtischer Raum","","","",""
"Taeglich","2007","Schleswig-Holstein","Laendlicher Raum","","","",""
"Taeglich","2007","Hamburg","Staedtischer Raum","","","",""
"Taeglich","2007","Hamburg","Laendlicher Raum","","","",""
"Taeglich","2007","Niedersachsen","Staedtischer Raum","","","",""
"Taeglich","2007","Niedersachsen","Laendlicher Raum","","","",""
"Taeglich","2007","Bremen","Staedtischer Raum","","","",""
"Taeglich","2007","Bremen","Laendlicher Raum","","","",""
"Taeglich","2007","Nordrhein-Westfalen","Staedtischer Raum","","","",""
"Taeglich","2007","Nordrhein-Westfalen","Laendlicher Raum","","","",""
"Taeglich","2007","Hessen","Staedtischer Raum","","","",""
"Taeglich","2007","Hessen","Laendlicher Raum","","","",""
"Taeglich","2007","Rheinland-Pfalz,Saarland","Staedtischer Raum","","","",""
"Taeglich","2007","Rheinland-Pfalz,Saarland","Laendlicher Raum","","","",""
"Taeglich","2007","Baden-Wuerttemberg","Staedtischer Raum","","","",""
"Taeglich","2007","Baden-Wuerttemberg","Laendlicher Raum","","","",""
"Taeglich","2007","Bayern","Staedtischer Raum","","","",""
"Taeglich","2007","Bayern","Laendlicher Raum","","","",""
"Taeglich","2007","Saarland","Staedtischer Raum","","","",""
"Taeglich","2007","Saarland","Laendlicher Raum","","","",""
"Taeglich","2007","Berlin","Staedtischer Raum","","","",""
"Taeglich","2007","Berlin","Laendlicher Raum","","","",""
"Taeglich","2007","Brandenburg","Staedtischer Raum","","","",""
"Taeglich","2007","Brandenburg","Laendlicher Raum","","","",""
"Taeglich","2007","Mecklenburg-Vorpommern","Staedtischer Raum","","","",""
"Taeglich","2007","Mecklenburg-Vorpommern","Laendlicher Raum","","","",""
"Taeglich","2007","Sachsen","Staedtischer Raum","","","",""
"Taeglich","2007","Sachsen","Laendlicher Raum","","","",""
"Taeglich","2007","Sachsen-Anhalt","Staedtischer Raum","","","",""
"Taeglich","2007","Sachsen-Anhalt","Laendlicher Raum","","","",""
"Taeglich","2007","Thueringen","Staedtischer Raum","","","",""
"Taeglich","2007","Thueringen","Laendlicher Raum","","","",""
"Min 1x pro Woche","2007","Schleswig-Holstein","Staedtischer Raum","","","",""
"Min 1x pro Woche","2007","Schleswig-Holstein","Laendlicher Raum","","","",""
"Min 1x pro Woche","2007","Hamburg","Staedtischer Raum","","","",""
"Min 1x pro Woche","2007","Hamburg","Laendlicher Raum","","","",""
"Min 1x pro Woche","2007","Niedersachsen","Staedtischer Raum","","","",""
"Min 1x pro Woche","2007","Niedersachsen","Laendlicher Raum","","","",""
"Min 1x pro Woche","2007","Bremen","Staedtischer Raum","","","",""
"Min 1x pro Woche","2007","Bremen","Laendlicher Raum","","","",""
"Min 1x pro Woche","2007","Nordrhein-Westfalen","Staedtischer Raum","","","",""
"Min 1x pro Woche","2007","Nordrhein-Westfalen","Laendlicher Raum","","","",""
"Min 1x pro Woche","2007","Hessen","Staedtischer Raum","","","",""
"Min 1x pro Woche","2007","Hessen","Laendlicher Raum","","","",""
"Min 1x pro Woche","2007","Rheinland-Pfalz,Saarland","Staedtischer Raum","","","",""
"Min 1x pro Woche","2007","Rheinland-Pfalz,Saarland","Laendlicher Raum","","","",""
"Min 1x pro Woche","2007","Baden-Wuerttemberg","Staedtischer Raum","","","",""
"Min 1x pro Woche","2007","Baden-Wuerttemberg","Laendlicher Raum","","","",""
"Min 1x pro Woche","2007","Bayern","Staedtischer Raum","","","",""
"Min 1x pro Woche","2007","Bayern","Laendlicher Raum","","","",""
"Min 1x pro Woche","2007","Saarland","Staedtischer Raum","","","",""
"Min 1x pro Woche","2007","Saarland","Laendlicher Raum","","","",""
"Min 1x pro Woche","2007","Berlin","Staedtischer Raum","","","",""
"Min 1x pro Woche","2007","Berlin","Laendlicher Raum","","","",""
"Min 1x pro Woche","2007","Brandenburg","Staedtischer Raum","","","",""
"Min 1x pro Woche","2007","Brandenburg","Laendlicher Raum","","","",""
"Min 1x pro Woche","2007","Mecklenburg-Vorpommern","Staedtischer Raum","","","",""
"Min 1x pro Woche","2007","Mecklenburg-Vorpommern","Laendlicher Raum","","","",""
"Min 1x pro Woche","2007","Sachsen","Staedtischer Raum","","","",""
"Min 1x pro Woche","2007","Sachsen","Laendlicher Raum","","","",""
"Min 1x pro Woche","2007","Sachsen-Anhalt","Staedtischer Raum","","","",""
"Min 1x pro Woche","2007","Sachsen-Anhalt","Laendlicher Raum","","","",""
"Min 1x pro Woche","2007","Thueringen","Staedtischer Raum","","","",""
"Min 1x pro Woche","2007","Thueringen","Laendlicher Raum","","","",""
"Min 1x pro Monat","2007","Schleswig-Holstein","Staedtischer Raum","","","",""
"Min 1x pro Monat","2007","Schleswig-Holstein","Laendlicher Raum","","","",""
"Min 1x pro Monat","2007","Hamburg","Staedtischer Raum","","","",""
"Min 1x pro Monat","2007","Hamburg","Laendlicher Raum","","","",""
"Min 1x pro Monat","2007","Niedersachsen","Staedtischer Raum","","","",""
"Min 1x pro Monat","2007","Niedersachsen","Laendlicher Raum","","","",""
"Min 1x pro Monat","2007","Bremen","Staedtischer Raum","","","",""
"Min 1x pro Monat","2007","Bremen","Laendlicher Raum","","","",""
"Min 1x pro Monat","2007","Nordrhein-Westfalen","Staedtischer Raum","","","",""
"Min 1x pro Monat","2007","Nordrhein-Westfalen","Laendlicher Raum","","","",""
"Min 1x pro Monat","2007","Hessen","Staedtischer Raum","","","",""
"Min 1x pro Monat","2007","Hessen","Laendlicher Raum","","","",""
"Min 1x pro Monat","2007","Rheinland-Pfalz,Saarland","Staedtischer Raum","","","",""
"Min 1x pro Monat","2007","Rheinland-Pfalz,Saarland","Laendlicher Raum","","","",""
"Min 1x pro Monat","2007","Baden-Wuerttemberg","Staedtischer Raum","","","",""
"Min 1x pro Monat","2007","Baden-Wuerttemberg","Laendlicher Raum","","","",""
"Min 1x pro Monat","2007","Bayern","Staedtischer Raum","","","",""
"Min 1x pro Monat","2007","Bayern","Laendlicher Raum","","","",""
"Min 1x pro Monat","2007","Saarland","Staedtischer Raum","","","",""
"Min 1x pro Monat","2007","Saarland","Laendlicher Raum","","","",""
"Min 1x pro Monat","2007","Berlin","Staedtischer Raum","","","",""
"Min 1x pro Monat","2007","Berlin","Laendlicher Raum","","","",""
"Min 1x pro Monat","2007","Brandenburg","Staedtischer Raum","","","",""
"Min 1x pro Monat","2007","Brandenburg","Laendlicher Raum","","","",""
"Min 1x pro Monat","2007","Mecklenburg-Vorpommern","Staedtischer Raum","","","",""
"Min 1x pro Monat","2007","Mecklenburg-Vorpommern","Laendlicher Raum","","","",""
"Min 1x pro Monat","2007","Sachsen","Staedtischer Raum","","","",""
"Min 1x pro Monat","2007","Sachsen","Laendlicher Raum","","","",""
"Min 1x pro Monat","2007","Sachsen-Anhalt","Staedtischer Raum","","","",""
"Min 1x pro Monat","2007","Sachsen-Anhalt","Laendlicher Raum","","","",""
"Min 1x pro Monat","2007","Thueringen","Staedtischer Raum","","","",""
"Min 1x pro Monat","2007","Thueringen","Laendlicher Raum","","","",""
"Seltener","2007","Schleswig-Holstein","Staedtischer Raum","","","",""
"Seltener","2007","Schleswig-Holstein","Laendlicher Raum","","","",""
"Seltener","2007","Hamburg","Staedtischer Raum","","","",""
"Seltener","2007","Hamburg","Laendlicher Raum","","","",""
"Seltener","2007","Niedersachsen","Staedtischer Raum","","","",""
"Seltener","2007","Niedersachsen","Laendlicher Raum","","","",""
"Seltener","2007","Bremen","Staedtischer Raum","","","",""
"Seltener","2007","Bremen","Laendlicher Raum","","","",""
"Seltener","2007","Nordrhein-Westfalen","Staedtischer Raum","","","",""
"Seltener","2007","Nordrhein-Westfalen","Laendlicher Raum","","","",""
"Seltener","2007","Hessen","Staedtischer Raum","","","",""
"Seltener","2007","Hessen","Laendlicher Raum","","","",""
"Seltener","2007","Rheinland-Pfalz,Saarland","Staedtischer Raum","","","",""
"Seltener","2007","Rheinland-Pfalz,Saarland","Laendlicher Raum","","","",""
"Seltener","2007","Baden-Wuerttemberg","Staedtischer Raum","","","",""
"Seltener","2007","Baden-Wuerttemberg","Laendlicher Raum","","","",""
"Seltener","2007","Bayern","Staedtischer Raum","","","",""
"Seltener","2007","Bayern","Laendlicher Raum","","","",""
"Seltener","2007","Saarland","Staedtischer Raum","","","",""
"Seltener","2007","Saarland","Laendlicher Raum","","","",""
"Seltener","2007","Berlin","Staedtischer Raum","","","",""
"Seltener","2007","Berlin","Laendlicher Raum","","","",""
"Seltener","2007","Brandenburg","Staedtischer Raum","","","",""
"Seltener","2007","Brandenburg","Laendlicher Raum","","","",""
"Seltener","2007","Mecklenburg-Vorpommern","Staedtischer Raum","","","",""
"Seltener","2007","Mecklenburg-Vorpommern","Laendlicher Raum","","","",""
"Seltener","2007","Sachsen","Staedtischer Raum","","","",""
"Seltener","2007","Sachsen","Laendlicher Raum","","","",""
"Seltener","2007","Sachsen-Anhalt","Staedtischer Raum","","","",""
"Seltener","2007","Sachsen-Anhalt","Laendlicher Raum","","","",""
"Seltener","2007","Thueringen","Staedtischer Raum","","","",""
"Seltener","2007","Thueringen","Laendlicher Raum","","","",""
"Nie","2007","Schleswig-Holstein","Staedtischer Raum","","","",""
"Nie","2007","Schleswig-Holstein","Laendlicher Raum","","","",""
"Nie","2007","Hamburg","Staedtischer Raum","","","",""
"Nie","2007","Hamburg","Laendlicher Raum","","","",""
"Nie","2007","Niedersachsen","Staedtischer Raum","","","",""
"Nie","2007","Niedersachsen","Laendlicher Raum","","","",""
"Nie","2007","Bremen","Staedtischer Raum","","","",""
"Nie","2007","Bremen","Laendlicher Raum","","","",""
"Nie","2007","Nordrhein-Westfalen","Staedtischer Raum","","","",""
"Nie","2007","Nordrhein-Westfalen","Laendlicher Raum","","","",""
"Nie","2007","Hessen","Staedtischer Raum","","","",""
"Nie","2007","Hessen","Laendlicher Raum","","","",""
"Nie","2007","Rheinland-Pfalz,Saarland","Staedtischer Raum","","","",""
"Nie","2007","Rheinland-Pfalz,Saarland","Laendlicher Raum","","","",""
"Nie","2007","Baden-Wuerttemberg","Staedtischer Raum","","","",""
"Nie","2007","Baden-Wuerttemberg","Laendlicher Raum","","","",""
