"pli0089","year","bildungsniveau","migback","n","percent","lower_confidence","upper_confidence"
"Min 1x pro Monat","1994","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Seltener","1994","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Seltener","1994","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Seltener","1994","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Seltener","1994","Hauptschule","kein Migrationshintergrund","","","",""
"Seltener","1994","Hauptschule","direkter Migrationshintergrund","","","",""
"Seltener","1994","Hauptschule","indirekter Migrationshintergrund","","","",""
"Seltener","1994","Realschule","kein Migrationshintergrund","","","",""
"Seltener","1994","Realschule","direkter Migrationshintergrund","","","",""
"Seltener","1994","Realschule","indirekter Migrationshintergrund","","","",""
"Seltener","1994","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Seltener","1994","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Seltener","1994","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Seltener","1994","AkademikerIn","kein Migrationshintergrund","","","",""
"Seltener","1994","AkademikerIn","direkter Migrationshintergrund","","","",""
"Seltener","1994","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Nie","1994","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Nie","1994","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Nie","1994","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Nie","1994","Hauptschule","kein Migrationshintergrund","","","",""
"Nie","1994","Hauptschule","direkter Migrationshintergrund","","","",""
"Nie","1994","Hauptschule","indirekter Migrationshintergrund","","","",""
"Nie","1994","Realschule","kein Migrationshintergrund","","","",""
"Nie","1994","Realschule","direkter Migrationshintergrund","","","",""
"Nie","1994","Realschule","indirekter Migrationshintergrund","","","",""
"Nie","1994","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Nie","1994","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Nie","1994","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Nie","1994","AkademikerIn","kein Migrationshintergrund","","","",""
"Nie","1994","AkademikerIn","direkter Migrationshintergrund","","","",""
"Nie","1994","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Taeglich","1995","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Taeglich","1995","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Taeglich","1995","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Taeglich","1995","Hauptschule","kein Migrationshintergrund","","","",""
"Taeglich","1995","Hauptschule","direkter Migrationshintergrund","","","",""
"Taeglich","1995","Hauptschule","indirekter Migrationshintergrund","","","",""
"Taeglich","1995","Realschule","kein Migrationshintergrund","","","",""
"Taeglich","1995","Realschule","direkter Migrationshintergrund","","","",""
"Taeglich","1995","Realschule","indirekter Migrationshintergrund","","","",""
"Taeglich","1995","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Taeglich","1995","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Taeglich","1995","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Taeglich","1995","AkademikerIn","kein Migrationshintergrund","","","",""
"Taeglich","1995","AkademikerIn","direkter Migrationshintergrund","","","",""
"Taeglich","1995","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Min 1x pro Woche","1995","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Min 1x pro Woche","1995","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Min 1x pro Woche","1995","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Min 1x pro Woche","1995","Hauptschule","kein Migrationshintergrund","196","0.0452543132454007","0.0391607942218404","0.051347832268961"
"Min 1x pro Woche","1995","Hauptschule","direkter Migrationshintergrund","71","0.0509567842419778","0.0394864851186993","0.0624270833652563"
"Min 1x pro Woche","1995","Hauptschule","indirekter Migrationshintergrund","","","",""
"Min 1x pro Woche","1995","Realschule","kein Migrationshintergrund","150","0.0489009219423068","0.040942665090767","0.0568591787938465"
"Min 1x pro Woche","1995","Realschule","direkter Migrationshintergrund","","","",""
"Min 1x pro Woche","1995","Realschule","indirekter Migrationshintergrund","","","",""
"Min 1x pro Woche","1995","(Fach-)Abitur","kein Migrationshintergrund","50","0.0690834229577514","0.0500925420105989","0.0880743039049039"
"Min 1x pro Woche","1995","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Min 1x pro Woche","1995","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Min 1x pro Woche","1995","AkademikerIn","kein Migrationshintergrund","45","0.0360024311479557","0.0267009811613394","0.045303881134572"
"Min 1x pro Woche","1995","AkademikerIn","direkter Migrationshintergrund","","","",""
"Min 1x pro Woche","1995","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Min 1x pro Monat","1995","(noch) kein Abschluss","kein Migrationshintergrund","44","0.160989914946236","0.115881151003363","0.206098678889109"
"Min 1x pro Monat","1995","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Min 1x pro Monat","1995","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Min 1x pro Monat","1995","Hauptschule","kein Migrationshintergrund","293","0.0631951975962913","0.0560623832266142","0.0703280119659685"
"Min 1x pro Monat","1995","Hauptschule","direkter Migrationshintergrund","107","0.0635135106838896","0.0507927067116259","0.0762343146561533"
"Min 1x pro Monat","1995","Hauptschule","indirekter Migrationshintergrund","35","0.151652423268101","0.100917259607404","0.202387586928798"
"Min 1x pro Monat","1995","Realschule","kein Migrationshintergrund","226","0.0801808467666953","0.0701593384453344","0.0902023550880561"
"Min 1x pro Monat","1995","Realschule","direkter Migrationshintergrund","","","",""
"Min 1x pro Monat","1995","Realschule","indirekter Migrationshintergrund","","","",""
"Min 1x pro Monat","1995","(Fach-)Abitur","kein Migrationshintergrund","76","0.108586608131135","0.0852879710682281","0.131885245194041"
"Min 1x pro Monat","1995","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Min 1x pro Monat","1995","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Min 1x pro Monat","1995","AkademikerIn","kein Migrationshintergrund","104","0.0678180377935824","0.0552643960901054","0.0803716794970594"
"Min 1x pro Monat","1995","AkademikerIn","direkter Migrationshintergrund","","","",""
"Min 1x pro Monat","1995","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Seltener","1995","(noch) kein Abschluss","kein Migrationshintergrund","96","0.375887235185605","0.316439088179935","0.435335382191275"
"Seltener","1995","(noch) kein Abschluss","direkter Migrationshintergrund","78","0.142658997526877","0.113431399388644","0.17188659566511"
"Seltener","1995","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Seltener","1995","Hauptschule","kein Migrationshintergrund","1082","0.230945230160869","0.218590665037758","0.243299795283981"
"Seltener","1995","Hauptschule","direkter Migrationshintergrund","254","0.179404173782549","0.159391198186812","0.199417149378285"
"Seltener","1995","Hauptschule","indirekter Migrationshintergrund","47","0.287999326968976","0.223947220750516","0.352051433187437"
"Seltener","1995","Realschule","kein Migrationshintergrund","937","0.325978548421288","0.308681264341337","0.343275832501239"
"Seltener","1995","Realschule","direkter Migrationshintergrund","47","0.29048904860938","0.219923298473575","0.361054798745186"
"Seltener","1995","Realschule","indirekter Migrationshintergrund","35","0.266201883188483","0.185423895680641","0.346979870696324"
"Seltener","1995","(Fach-)Abitur","kein Migrationshintergrund","253","0.355892002379631","0.320037700941436","0.391746303817825"
"Seltener","1995","(Fach-)Abitur","direkter Migrationshintergrund","69","0.208003194444233","0.162966395861231","0.253039993027235"
"Seltener","1995","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Seltener","1995","AkademikerIn","kein Migrationshintergrund","472","0.300865476614627","0.277966644971979","0.323764308257275"
"Seltener","1995","AkademikerIn","direkter Migrationshintergrund","55","0.305539042750882","0.239693491098118","0.371384594403646"
"Seltener","1995","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Nie","1995","(noch) kein Abschluss","kein Migrationshintergrund","94","0.381190590371133","0.321579434756429","0.440801745985837"
"Nie","1995","(noch) kein Abschluss","direkter Migrationshintergrund","423","0.734669665714736","0.697771374637575","0.771567956791897"
"Nie","1995","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Nie","1995","Hauptschule","kein Migrationshintergrund","2895","0.659854849435131","0.645966498634375","0.673743200235888"
"Nie","1995","Hauptschule","direkter Migrationshintergrund","979","0.705913123267936","0.682147774450681","0.729678472085192"
"Nie","1995","Hauptschule","indirekter Migrationshintergrund","83","0.426894109501787","0.356930051056194","0.496858167947381"
"Nie","1995","Realschule","kein Migrationshintergrund","1504","0.543831239654499","0.52545141373203","0.562211065576968"
"Nie","1995","Realschule","direkter Migrationshintergrund","89","0.573473134120337","0.496599172400097","0.650347095840576"
"Nie","1995","Realschule","indirekter Migrationshintergrund","45","0.476728535433284","0.385443776924023","0.568013293942545"
"Nie","1995","(Fach-)Abitur","kein Migrationshintergrund","306","0.466437966531483","0.42907922729465","0.503796705768316"
"Nie","1995","(Fach-)Abitur","direkter Migrationshintergrund","205","0.681220880731213","0.629512647034391","0.732929114428036"
"Nie","1995","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Nie","1995","AkademikerIn","kein Migrationshintergrund","918","0.594555381620637","0.5700416910951","0.619069072146174"
"Nie","1995","AkademikerIn","direkter Migrationshintergrund","122","0.636322172947427","0.567557385251064","0.705086960643791"
"Nie","1995","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Taeglich","1996","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Taeglich","1996","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Taeglich","1996","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Taeglich","1996","Hauptschule","kein Migrationshintergrund","","","",""
"Taeglich","1996","Hauptschule","direkter Migrationshintergrund","","","",""
"Taeglich","1996","Hauptschule","indirekter Migrationshintergrund","","","",""
"Taeglich","1996","Realschule","kein Migrationshintergrund","","","",""
"Taeglich","1996","Realschule","direkter Migrationshintergrund","","","",""
"Taeglich","1996","Realschule","indirekter Migrationshintergrund","","","",""
"Taeglich","1996","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Taeglich","1996","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Taeglich","1996","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Taeglich","1996","AkademikerIn","kein Migrationshintergrund","","","",""
"Taeglich","1996","AkademikerIn","direkter Migrationshintergrund","","","",""
"Taeglich","1996","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Min 1x pro Woche","1996","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Min 1x pro Woche","1996","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Min 1x pro Woche","1996","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Min 1x pro Woche","1996","Hauptschule","kein Migrationshintergrund","","","",""
"Min 1x pro Woche","1996","Hauptschule","direkter Migrationshintergrund","","","",""
"Min 1x pro Woche","1996","Hauptschule","indirekter Migrationshintergrund","","","",""
"Min 1x pro Woche","1996","Realschule","kein Migrationshintergrund","","","",""
"Min 1x pro Woche","1996","Realschule","direkter Migrationshintergrund","","","",""
"Min 1x pro Woche","1996","Realschule","indirekter Migrationshintergrund","","","",""
"Min 1x pro Woche","1996","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Min 1x pro Woche","1996","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Min 1x pro Woche","1996","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Min 1x pro Woche","1996","AkademikerIn","kein Migrationshintergrund","","","",""
"Min 1x pro Woche","1996","AkademikerIn","direkter Migrationshintergrund","","","",""
"Min 1x pro Woche","1996","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Min 1x pro Monat","1996","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Min 1x pro Monat","1996","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Min 1x pro Monat","1996","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Min 1x pro Monat","1996","Hauptschule","kein Migrationshintergrund","","","",""
"Min 1x pro Monat","1996","Hauptschule","direkter Migrationshintergrund","","","",""
"Min 1x pro Monat","1996","Hauptschule","indirekter Migrationshintergrund","","","",""
"Min 1x pro Monat","1996","Realschule","kein Migrationshintergrund","","","",""
"Min 1x pro Monat","1996","Realschule","direkter Migrationshintergrund","","","",""
"Min 1x pro Monat","1996","Realschule","indirekter Migrationshintergrund","","","",""
"Min 1x pro Monat","1996","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Min 1x pro Monat","1996","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Min 1x pro Monat","1996","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Min 1x pro Monat","1996","AkademikerIn","kein Migrationshintergrund","","","",""
"Min 1x pro Monat","1996","AkademikerIn","direkter Migrationshintergrund","","","",""
"Min 1x pro Monat","1996","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Seltener","1996","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Seltener","1996","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Seltener","1996","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Seltener","1996","Hauptschule","kein Migrationshintergrund","","","",""
"Seltener","1996","Hauptschule","direkter Migrationshintergrund","","","",""
"Seltener","1996","Hauptschule","indirekter Migrationshintergrund","","","",""
"Seltener","1996","Realschule","kein Migrationshintergrund","","","",""
"Seltener","1996","Realschule","direkter Migrationshintergrund","","","",""
"Seltener","1996","Realschule","indirekter Migrationshintergrund","","","",""
"Seltener","1996","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Seltener","1996","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Seltener","1996","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Seltener","1996","AkademikerIn","kein Migrationshintergrund","","","",""
