"hgeqpgar","year","bula_h","quintil","n","percent","lower_confidence_percent","upper_confidence_percent"
"Ja","1997","Sachsen-Anhalt","3","74","0.576920466383093","0.492639383528012","0.661201549238174"
"Ja","1997","Sachsen-Anhalt","4","25","","",""
"Ja","1997","Sachsen-Anhalt","5 Einkommensstärkstes Quintil","","","",""
"Ja","1997","Thueringen","1 Einkommensschwächstes Quintil","","","",""
"Ja","1997","Thueringen","2","186","","",""
"Ja","1997","Thueringen","3","96","0.629349963692336","0.550189523321836","0.708510404062837"
"Ja","1997","Thueringen","4","18","","",""
"Ja","1997","Thueringen","5 Einkommensstärkstes Quintil","","","",""
"Nein","1997","Schleswig-Holstein","1 Einkommensschwächstes Quintil","","","",""
"Nein","1997","Schleswig-Holstein","2","23","","",""
"Nein","1997","Schleswig-Holstein","3","15","","",""
"Nein","1997","Schleswig-Holstein","4","10","","",""
"Nein","1997","Schleswig-Holstein","5 Einkommensstärkstes Quintil","","","",""
"Nein","1997","Hamburg","1 Einkommensschwächstes Quintil","","","",""
"Nein","1997","Hamburg","2","17","","",""
"Nein","1997","Hamburg","3","31","0.589938283139683","0.452224327227671","0.727652239051695"
"Nein","1997","Hamburg","4","15","","",""
"Nein","1997","Hamburg","5 Einkommensstärkstes Quintil","","","",""
"Nein","1997","Niedersachsen","1 Einkommensschwächstes Quintil","","","",""
"Nein","1997","Niedersachsen","2","125","","",""
"Nein","1997","Niedersachsen","3","50","0.16206312781529","0.117526433826322","0.206599821804258"
"Nein","1997","Niedersachsen","4","48","0.245490225801913","0.183135110889032","0.307845340714793"
"Nein","1997","Niedersachsen","5 Einkommensstärkstes Quintil","","","",""
"Nein","1997","Bremen","1 Einkommensschwächstes Quintil","","","",""
"Nein","1997","Bremen","2","18","","",""
"Nein","1997","Bremen","3","11","","",""
"Nein","1997","Bremen","4","1","","",""
"Nein","1997","Bremen","5 Einkommensstärkstes Quintil","","","",""
"Nein","1997","Nordrhein-Westfalen","1 Einkommensschwächstes Quintil","","","",""
"Nein","1997","Nordrhein-Westfalen","2","300","0.339905840711945","0.307184400584777","0.372627280839113"
"Nein","1997","Nordrhein-Westfalen","3","250","","",""
"Nein","1997","Nordrhein-Westfalen","4","128","","",""
"Nein","1997","Nordrhein-Westfalen","5 Einkommensstärkstes Quintil","","","",""
"Nein","1997","Hessen","1 Einkommensschwächstes Quintil","","","",""
"Nein","1997","Hessen","2","141","","",""
"Nein","1997","Hessen","3","85","0.349045004766478","0.28662263133865","0.411467378194305"
"Nein","1997","Hessen","4","52","0.312335320126049","0.24162138145368","0.383049258798418"
"Nein","1997","Hessen","5 Einkommensstärkstes Quintil","","","",""
"Nein","1997","Rheinland-Pfalz,Saarland","1 Einkommensschwächstes Quintil","","","",""
"Nein","1997","Rheinland-Pfalz,Saarland","2","78","0.239344074807457","0.191769565466779","0.286918584148136"
"Nein","1997","Rheinland-Pfalz,Saarland","3","48","0.2751291243148","0.211122356628297","0.339135892001303"
"Nein","1997","Rheinland-Pfalz,Saarland","4","31","0.305940375023813","0.22059974048726","0.391281009560367"
"Nein","1997","Rheinland-Pfalz,Saarland","5 Einkommensstärkstes Quintil","","","",""
"Nein","1997","Baden-Wuerttemberg","1 Einkommensschwächstes Quintil","","","",""
"Nein","1997","Baden-Wuerttemberg","2","252","","",""
"Nein","1997","Baden-Wuerttemberg","3","171","","",""
"Nein","1997","Baden-Wuerttemberg","4","83","0.269765902568597","0.21518310206147","0.324348703075725"
"Nein","1997","Baden-Wuerttemberg","5 Einkommensstärkstes Quintil","","","",""
"Nein","1997","Bayern","1 Einkommensschwächstes Quintil","","","",""
"Nein","1997","Bayern","2","219","","",""
"Nein","1997","Bayern","3","122","","",""
"Nein","1997","Bayern","4","82","0.24169877377424","0.194645197886085","0.288752349662394"
"Nein","1997","Bayern","5 Einkommensstärkstes Quintil","","","",""
"Nein","1997","Saarland","1 Einkommensschwächstes Quintil","","","",""
"Nein","1997","Saarland","2","","","",""
"Nein","1997","Saarland","3","","","",""
"Nein","1997","Saarland","4","","","",""
"Nein","1997","Saarland","5 Einkommensstärkstes Quintil","","","",""
"Nein","1997","Berlin","1 Einkommensschwächstes Quintil","","","",""
"Nein","1997","Berlin","2","152","","",""
"Nein","1997","Berlin","3","112","","",""
"Nein","1997","Berlin","4","72","0.80593262752985","0.722830126049655","0.889035129010044"
"Nein","1997","Berlin","5 Einkommensstärkstes Quintil","","","",""
"Nein","1997","Brandenburg","1 Einkommensschwächstes Quintil","","","",""
"Nein","1997","Brandenburg","2","89","0.328973932494016","0.270380349840899","0.387567515147132"
"Nein","1997","Brandenburg","3","62","0.469449699618566","0.380892068501379","0.558007330735754"
"Nein","1997","Brandenburg","4","6","0.181605571682749","0.0797200056435834","0.283491137721914"
"Nein","1997","Brandenburg","5 Einkommensstärkstes Quintil","","","",""
"Nein","1997","Mecklenburg-Vorpommern","1 Einkommensschwächstes Quintil","","","",""
"Nein","1997","Mecklenburg-Vorpommern","2","63","0.501294282489056","0.417872954885215","0.584715610092897"
"Nein","1997","Mecklenburg-Vorpommern","3","38","0.545771859279779","0.435978232009691","0.655565486549867"
"Nein","1997","Mecklenburg-Vorpommern","4","26","","",""
"Nein","1997","Mecklenburg-Vorpommern","5 Einkommensstärkstes Quintil","","","",""
"Nein","1997","Sachsen","1 Einkommensschwächstes Quintil","","","",""
"Nein","1997","Sachsen","2","216","","",""
"Nein","1997","Sachsen","3","115","","",""
"Nein","1997","Sachsen","4","41","0.534973498829457","0.425676538576601","0.644270459082313"
"Nein","1997","Sachsen","5 Einkommensstärkstes Quintil","","","",""
"Nein","1997","Sachsen-Anhalt","1 Einkommensschwächstes Quintil","","","",""
"Nein","1997","Sachsen-Anhalt","2","109","","",""
"Nein","1997","Sachsen-Anhalt","3","58","0.423079533616907","0.338798450761826","0.507360616471988"
"Nein","1997","Sachsen-Anhalt","4","16","","",""
"Nein","1997","Sachsen-Anhalt","5 Einkommensstärkstes Quintil","","","",""
"Nein","1997","Thueringen","1 Einkommensschwächstes Quintil","","","",""
"Nein","1997","Thueringen","2","94","0.360405822047894","0.304169459089392","0.416642185006397"
"Nein","1997","Thueringen","3","47","0.370650036307664","0.291489595937163","0.449810476678164"
"Nein","1997","Thueringen","4","16","","",""
"Nein","1997","Thueringen","5 Einkommensstärkstes Quintil","","","",""
"Ja","1998","Schleswig-Holstein","1 Einkommensschwächstes Quintil","","","",""
"Ja","1998","Schleswig-Holstein","2","98","0.763466080283281","0.686133823537138","0.840798337029425"
"Ja","1998","Schleswig-Holstein","3","64","0.798464249164987","0.711104904348523","0.88582359398145"
"Ja","1998","Schleswig-Holstein","4","76","0.883383272492426","0.817438191562784","0.949328353422068"
"Ja","1998","Schleswig-Holstein","5 Einkommensstärkstes Quintil","","","",""
"Ja","1998","Hamburg","1 Einkommensschwächstes Quintil","","","",""
"Ja","1998","Hamburg","2","17","","",""
"Ja","1998","Hamburg","3","11","","",""
"Ja","1998","Hamburg","4","14","","",""
"Ja","1998","Hamburg","5 Einkommensstärkstes Quintil","","","",""
"Ja","1998","Niedersachsen","1 Einkommensschwächstes Quintil","","","",""
"Ja","1998","Niedersachsen","2","326","0.73965290157883","0.699507842460989","0.779797960696671"
"Ja","1998","Niedersachsen","3","230","","",""
"Ja","1998","Niedersachsen","4","173","","",""
"Ja","1998","Niedersachsen","5 Einkommensstärkstes Quintil","","","",""
"Ja","1998","Bremen","1 Einkommensschwächstes Quintil","","","",""
"Ja","1998","Bremen","2","18","","",""
"Ja","1998","Bremen","3","9","0.396456452639216","0.18207601946488","0.610836885813552"
"Ja","1998","Bremen","4","5","0.568628637717918","0.261664167947394","0.875593107488442"
"Ja","1998","Bremen","5 Einkommensstärkstes Quintil","","","",""
"Ja","1998","Nordrhein-Westfalen","1 Einkommensschwächstes Quintil","","","",""
"Ja","1998","Nordrhein-Westfalen","2","604","0.604029654508761","0.573987251787923","0.634072057229598"
"Ja","1998","Nordrhein-Westfalen","3","466","0.617154242049922","0.581425142633005","0.652883341466839"
"Ja","1998","Nordrhein-Westfalen","4","333","0.692883923381252","0.651659264496646","0.734108582265859"
"Ja","1998","Nordrhein-Westfalen","5 Einkommensstärkstes Quintil","","","",""
"Ja","1998","Hessen","1 Einkommensschwächstes Quintil","","","",""
"Ja","1998","Hessen","2","184","","",""
"Ja","1998","Hessen","3","138","","",""
"Ja","1998","Hessen","4","166","","",""
"Ja","1998","Hessen","5 Einkommensstärkstes Quintil","","","",""
"Ja","1998","Rheinland-Pfalz,Saarland","1 Einkommensschwächstes Quintil","","","",""
"Ja","1998","Rheinland-Pfalz,Saarland","2","246","","",""
"Ja","1998","Rheinland-Pfalz,Saarland","3","163","","",""
"Ja","1998","Rheinland-Pfalz,Saarland","4","96","0.638293581407707","0.556938620969835","0.719648541845578"
"Ja","1998","Rheinland-Pfalz,Saarland","5 Einkommensstärkstes Quintil","","","",""
"Ja","1998","Baden-Wuerttemberg","1 Einkommensschwächstes Quintil","","","",""
"Ja","1998","Baden-Wuerttemberg","2","387","0.658004626812202","0.620843787583199","0.695165466041205"
"Ja","1998","Baden-Wuerttemberg","3","311","0.636556941143336","0.594606240317463","0.678507641969209"
"Ja","1998","Baden-Wuerttemberg","4","215","","",""
"Ja","1998","Baden-Wuerttemberg","5 Einkommensstärkstes Quintil","","","",""
"Ja","1998","Bayern","1 Einkommensschwächstes Quintil","","","",""
"Ja","1998","Bayern","2","435","0.665486798972244","0.629813784702391","0.701159813242097"
"Ja","1998","Bayern","3","384","0.700884530888016","0.662049814595225","0.739719247180808"
"Ja","1998","Bayern","4","299","","",""
"Ja","1998","Bayern","5 Einkommensstärkstes Quintil","","","",""
"Ja","1998","Saarland","1 Einkommensschwächstes Quintil","","","",""
"Ja","1998","Saarland","2","","","",""
"Ja","1998","Saarland","3","","","",""
"Ja","1998","Saarland","4","","","",""
"Ja","1998","Saarland","5 Einkommensstärkstes Quintil","","","",""
"Ja","1998","Berlin","1 Einkommensschwächstes Quintil","","","",""
"Ja","1998","Berlin","2","30","0.151717391374322","0.0968121086703888","0.206622674078255"
"Ja","1998","Berlin","3","15","","",""
"Ja","1998","Berlin","4","18","","",""
"Ja","1998","Berlin","5 Einkommensstärkstes Quintil","","","",""
"Ja","1998","Brandenburg","1 Einkommensschwächstes Quintil","","","",""
"Ja","1998","Brandenburg","2","137","","",""
"Ja","1998","Brandenburg","3","72","0.535419236316047","0.452803710733738","0.618034761898357"
"Ja","1998","Brandenburg","4","51","0.598283942254674","0.492174401669449","0.7043934828399"
"Ja","1998","Brandenburg","5 Einkommensstärkstes Quintil","","","",""
"Ja","1998","Mecklenburg-Vorpommern","1 Einkommensschwächstes Quintil","","","",""
"Ja","1998","Mecklenburg-Vorpommern","2","60","0.406296931237","0.326901439736718","0.485692422737282"
"Ja","1998","Mecklenburg-Vorpommern","3","56","0.535383282275659","0.439529061612395","0.631237502938922"
"Ja","1998","Mecklenburg-Vorpommern","4","21","","",""
"Ja","1998","Mecklenburg-Vorpommern","5 Einkommensstärkstes Quintil","","","",""
"Ja","1998","Sachsen","1 Einkommensschwächstes Quintil","","","",""
"Ja","1998","Sachsen","2","194","","",""
"Ja","1998","Sachsen","3","104","","",""
"Ja","1998","Sachsen","4","57","0.529411654981573","0.434837268064258","0.623986041898888"
"Ja","1998","Sachsen","5 Einkommensstärkstes Quintil","","","",""
"Ja","1998","Sachsen-Anhalt","1 Einkommensschwächstes Quintil","","","",""
"Ja","1998","Sachsen-Anhalt","2","129","","",""
"Ja","1998","Sachsen-Anhalt","3","89","0.495109048353916","0.418354607141523","0.571863489566309"
"Ja","1998","Sachsen-Anhalt","4","32","0.545899752247653","0.415497108713145","0.67630239578216"
"Ja","1998","Sachsen-Anhalt","5 Einkommensstärkstes Quintil","","","",""
"Ja","1998","Thueringen","1 Einkommensschwächstes Quintil","","","",""
"Ja","1998","Thueringen","2","195","","",""
"Ja","1998","Thueringen","3","97","0.630331876296571","0.552824043532603","0.70783970906054"
"Ja","1998","Thueringen","4","32","0.563068929073419","0.42275049853433","0.703387359612509"
"Ja","1998","Thueringen","5 Einkommensstärkstes Quintil","","","",""
"Nein","1998","Schleswig-Holstein","1 Einkommensschwächstes Quintil","","","",""
"Nein","1998","Schleswig-Holstein","2","18","","",""
"Nein","1998","Schleswig-Holstein","3","17","","",""
"Nein","1998","Schleswig-Holstein","4","15","","",""
"Nein","1998","Schleswig-Holstein","5 Einkommensstärkstes Quintil","","","",""
"Nein","1998","Hamburg","1 Einkommensschwächstes Quintil","","","",""
"Nein","1998","Hamburg","2","42","0.740649557496728","0.628816044958314","0.852483070035141"
"Nein","1998","Hamburg","3","31","0.73020126162342","0.595966593760257","0.864435929486584"
"Nein","1998","Hamburg","4","22","","",""
"Nein","1998","Hamburg","5 Einkommensstärkstes Quintil","","","",""
"Nein","1998","Niedersachsen","1 Einkommensschwächstes Quintil","","","",""
"Nein","1998","Niedersachsen","2","133","","",""
"Nein","1998","Niedersachsen","3","84","0.265597525823277","0.216747775856376","0.314447275790178"
"Nein","1998","Niedersachsen","4","52","0.21822841331957","0.164258413016467","0.272198413622673"
"Nein","1998","Niedersachsen","5 Einkommensstärkstes Quintil","","","",""
"Nein","1998","Bremen","1 Einkommensschwächstes Quintil","","","",""
"Nein","1998","Bremen","2","18","","",""
"Nein","1998","Bremen","3","11","","",""
"Nein","1998","Bremen","4","5","0.431371362282082","0.124406892511558","0.738335832052606"
"Nein","1998","Bremen","5 Einkommensstärkstes Quintil","","","",""
"Nein","1998","Nordrhein-Westfalen","1 Einkommensschwächstes Quintil","","","",""
"Nein","1998","Nordrhein-Westfalen","2","414","0.395970345491239","0.365927942770402","0.426012748212077"
"Nein","1998","Nordrhein-Westfalen","3","245","","",""
"Nein","1998","Nordrhein-Westfalen","4","148","","",""
"Nein","1998","Nordrhein-Westfalen","5 Einkommensstärkstes Quintil","","","",""
"Nein","1998","Hessen","1 Einkommensschwächstes Quintil","","","",""
"Nein","1998","Hessen","2","140","","",""
"Nein","1998","Hessen","3","75","0.341604728244938","0.277915853242199","0.405293603247676"
"Nein","1998","Hessen","4","51","0.200578067795065","0.147300060218502","0.253856075371628"
"Nein","1998","Hessen","5 Einkommensstärkstes Quintil","","","",""
"Nein","1998","Rheinland-Pfalz,Saarland","1 Einkommensschwächstes Quintil","","","",""
"Nein","1998","Rheinland-Pfalz,Saarland","2","94","0.309407626997085","0.260273298076334","0.358541955917835"
"Nein","1998","Rheinland-Pfalz,Saarland","3","40","0.216164839633603","0.159540262741762","0.272789416525444"
"Nein","1998","Rheinland-Pfalz,Saarland","4","38","0.361706418592293","0.280351458154422","0.443061379030165"
"Nein","1998","Rheinland-Pfalz,Saarland","5 Einkommensstärkstes Quintil","","","",""
"Nein","1998","Baden-Wuerttemberg","1 Einkommensschwächstes Quintil","","","",""
"Nein","1998","Baden-Wuerttemberg","2","239","","",""
"Nein","1998","Baden-Wuerttemberg","3","194","","",""
"Nein","1998","Baden-Wuerttemberg","4","131","","",""
"Nein","1998","Baden-Wuerttemberg","5 Einkommensstärkstes Quintil","","","",""
"Nein","1998","Bayern","1 Einkommensschwächstes Quintil","","","",""
"Nein","1998","Bayern","2","237","","",""
"Nein","1998","Bayern","3","150","","",""
"Nein","1998","Bayern","4","88","0.249605548983967","0.206486960706116","0.292724137261818"
"Nein","1998","Bayern","5 Einkommensstärkstes Quintil","","","",""
"Nein","1998","Saarland","1 Einkommensschwächstes Quintil","","","",""
"Nein","1998","Saarland","2","","","",""
"Nein","1998","Saarland","3","","","",""
"Nein","1998","Saarland","4","","","",""
"Nein","1998","Saarland","5 Einkommensstärkstes Quintil","","","",""
"Nein","1998","Berlin","1 Einkommensschwächstes Quintil","","","",""
"Nein","1998","Berlin","2","134","","",""
"Nein","1998","Berlin","3","131","","",""
"Nein","1998","Berlin","4","99","0.812641123479816","0.741937496190611","0.88334475076902"
"Nein","1998","Berlin","5 Einkommensstärkstes Quintil","","","",""
"Nein","1998","Brandenburg","1 Einkommensschwächstes Quintil","","","",""
"Nein","1998","Brandenburg","2","82","0.342753256852073","0.279892290938914","0.405614222765232"
"Nein","1998","Brandenburg","3","68","0.464580763683953","0.381965238101643","0.547196289266262"
"Nein","1998","Brandenburg","4","31","0.401716057745325","0.2956065171601","0.507825598330551"
"Nein","1998","Brandenburg","5 Einkommensstärkstes Quintil","","","",""
"Nein","1998","Mecklenburg-Vorpommern","1 Einkommensschwächstes Quintil","","","",""
"Nein","1998","Mecklenburg-Vorpommern","2","87","0.593703068763","0.514307577262718","0.673098560263282"
"Nein","1998","Mecklenburg-Vorpommern","3","48","0.464616717724341","0.368762497061078","0.560470938387605"
"Nein","1998","Mecklenburg-Vorpommern","4","19","","",""
"Nein","1998","Mecklenburg-Vorpommern","5 Einkommensstärkstes Quintil","","","",""
"Nein","1998","Sachsen","1 Einkommensschwächstes Quintil","","","",""
"Nein","1998","Sachsen","2","239","","",""
"Nein","1998","Sachsen","3","148","","",""
"Nein","1998","Sachsen","4","50","0.470588345018427","0.376013958101112","0.565162731935742"
"Nein","1998","Sachsen","5 Einkommensstärkstes Quintil","","","",""
"Nein","1998","Sachsen-Anhalt","1 Einkommensschwächstes Quintil","","","",""
"Nein","1998","Sachsen-Anhalt","2","130","","",""
"Nein","1998","Sachsen-Anhalt","3","74","0.504890951646084","0.428136510433691","0.581645392858477"
"Nein","1998","Sachsen-Anhalt","4","24","","",""
"Nein","1998","Sachsen-Anhalt","5 Einkommensstärkstes Quintil","","","",""
"Nein","1998","Thueringen","1 Einkommensschwächstes Quintil","","","",""
"Nein","1998","Thueringen","2","88","0.338193196900967","0.283073995021716","0.393312398780217"
