"pld0044","year","bildungsniveau","migback","n","percent","lowerconfidence_percent","upperconfidence_percent"
"Nie","2016","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Sehr oft","2017","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Sehr oft","2017","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Sehr oft","2017","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Sehr oft","2017","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Sehr oft","2017","Hauptschule","kein Migrationshintergrund","","","",""
"Sehr oft","2017","Hauptschule","direkter Migrationshintergrund","","","",""
"Sehr oft","2017","Hauptschule","indirekter Migrationshintergrund","","","",""
"Sehr oft","2017","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Sehr oft","2017","Realschule","kein Migrationshintergrund","","","",""
"Sehr oft","2017","Realschule","direkter Migrationshintergrund","","","",""
"Sehr oft","2017","Realschule","indirekter Migrationshintergrund","","","",""
"Sehr oft","2017","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Sehr oft","2017","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Sehr oft","2017","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Sehr oft","2017","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Sehr oft","2017","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Sehr oft","2017","AkademikerIn","kein Migrationshintergrund","","","",""
"Sehr oft","2017","AkademikerIn","direkter Migrationshintergrund","","","",""
"Sehr oft","2017","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Sehr oft","2017","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Oft","2017","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Oft","2017","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Oft","2017","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Oft","2017","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Oft","2017","Hauptschule","kein Migrationshintergrund","","","",""
"Oft","2017","Hauptschule","direkter Migrationshintergrund","","","",""
"Oft","2017","Hauptschule","indirekter Migrationshintergrund","","","",""
"Oft","2017","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Oft","2017","Realschule","kein Migrationshintergrund","","","",""
"Oft","2017","Realschule","direkter Migrationshintergrund","","","",""
"Oft","2017","Realschule","indirekter Migrationshintergrund","","","",""
"Oft","2017","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Oft","2017","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Oft","2017","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Oft","2017","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Oft","2017","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Oft","2017","AkademikerIn","kein Migrationshintergrund","","","",""
"Oft","2017","AkademikerIn","direkter Migrationshintergrund","","","",""
"Oft","2017","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Oft","2017","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Manchmal","2017","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Manchmal","2017","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Manchmal","2017","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Manchmal","2017","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Manchmal","2017","Hauptschule","kein Migrationshintergrund","","","",""
"Manchmal","2017","Hauptschule","direkter Migrationshintergrund","","","",""
"Manchmal","2017","Hauptschule","indirekter Migrationshintergrund","","","",""
"Manchmal","2017","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Manchmal","2017","Realschule","kein Migrationshintergrund","","","",""
"Manchmal","2017","Realschule","direkter Migrationshintergrund","","","",""
"Manchmal","2017","Realschule","indirekter Migrationshintergrund","","","",""
"Manchmal","2017","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Manchmal","2017","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Manchmal","2017","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Manchmal","2017","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Manchmal","2017","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Manchmal","2017","AkademikerIn","kein Migrationshintergrund","","","",""
"Manchmal","2017","AkademikerIn","direkter Migrationshintergrund","","","",""
"Manchmal","2017","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Manchmal","2017","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Selten","2017","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Selten","2017","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Selten","2017","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Selten","2017","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Selten","2017","Hauptschule","kein Migrationshintergrund","","","",""
"Selten","2017","Hauptschule","direkter Migrationshintergrund","","","",""
"Selten","2017","Hauptschule","indirekter Migrationshintergrund","","","",""
"Selten","2017","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Selten","2017","Realschule","kein Migrationshintergrund","","","",""
"Selten","2017","Realschule","direkter Migrationshintergrund","","","",""
"Selten","2017","Realschule","indirekter Migrationshintergrund","","","",""
"Selten","2017","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Selten","2017","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Selten","2017","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Selten","2017","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Selten","2017","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Selten","2017","AkademikerIn","kein Migrationshintergrund","","","",""
"Selten","2017","AkademikerIn","direkter Migrationshintergrund","","","",""
"Selten","2017","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Selten","2017","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","2017","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Nie","2017","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Nie","2017","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Nie","2017","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","2017","Hauptschule","kein Migrationshintergrund","","","",""
"Nie","2017","Hauptschule","direkter Migrationshintergrund","","","",""
"Nie","2017","Hauptschule","indirekter Migrationshintergrund","","","",""
"Nie","2017","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","2017","Realschule","kein Migrationshintergrund","","","",""
"Nie","2017","Realschule","direkter Migrationshintergrund","","","",""
"Nie","2017","Realschule","indirekter Migrationshintergrund","","","",""
"Nie","2017","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","2017","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Nie","2017","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Nie","2017","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Nie","2017","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","2017","AkademikerIn","kein Migrationshintergrund","","","",""
"Nie","2017","AkademikerIn","direkter Migrationshintergrund","","","",""
"Nie","2017","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Nie","2017","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Sehr oft","2018","(noch) kein Abschluss","kein Migrationshintergrund","21","","",""
"Sehr oft","2018","(noch) kein Abschluss","direkter Migrationshintergrund","7","","",""
"Sehr oft","2018","(noch) kein Abschluss","indirekter Migrationshintergrund","3","","",""
"Sehr oft","2018","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Sehr oft","2018","Hauptschule","kein Migrationshintergrund","22","","",""
"Sehr oft","2018","Hauptschule","direkter Migrationshintergrund","23","","",""
"Sehr oft","2018","Hauptschule","indirekter Migrationshintergrund","13","","",""
"Sehr oft","2018","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Sehr oft","2018","Realschule","kein Migrationshintergrund","28","","",""
"Sehr oft","2018","Realschule","direkter Migrationshintergrund","2","","",""
"Sehr oft","2018","Realschule","indirekter Migrationshintergrund","3","","",""
"Sehr oft","2018","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Sehr oft","2018","(Fach-)Abitur","kein Migrationshintergrund","23","","",""
"Sehr oft","2018","(Fach-)Abitur","direkter Migrationshintergrund","16","","",""
"Sehr oft","2018","(Fach-)Abitur","indirekter Migrationshintergrund","8","","",""
"Sehr oft","2018","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Sehr oft","2018","AkademikerIn","kein Migrationshintergrund","17","","",""
"Sehr oft","2018","AkademikerIn","direkter Migrationshintergrund","10","","",""
"Sehr oft","2018","AkademikerIn","indirekter Migrationshintergrund","1","","",""
"Sehr oft","2018","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Oft","2018","(noch) kein Abschluss","kein Migrationshintergrund","53","0.123560339288145","0.0918227729018135","0.155297905674477"
"Oft","2018","(noch) kein Abschluss","direkter Migrationshintergrund","24","","",""
"Oft","2018","(noch) kein Abschluss","indirekter Migrationshintergrund","15","","",""
"Oft","2018","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Oft","2018","Hauptschule","kein Migrationshintergrund","90","0.0186440969273704","0.0148747936554013","0.0224134001993394"
"Oft","2018","Hauptschule","direkter Migrationshintergrund","69","0.0494673366256766","0.0382441469676068","0.0606905262837464"
"Oft","2018","Hauptschule","indirekter Migrationshintergrund","34","0.0986381244719284","0.0687760001304254","0.128500248813431"
"Oft","2018","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Oft","2018","Realschule","kein Migrationshintergrund","126","0.0182828822916105","0.0148710102261051","0.0216947543571158"
"Oft","2018","Realschule","direkter Migrationshintergrund","20","","",""
"Oft","2018","Realschule","indirekter Migrationshintergrund","34","0.109352088436302","0.0792174454370608","0.139486731435544"
"Oft","2018","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Oft","2018","(Fach-)Abitur","kein Migrationshintergrund","169","0.0669284307414656","0.0574138872962567","0.0764429741866744"
"Oft","2018","(Fach-)Abitur","direkter Migrationshintergrund","68","0.0642125717040992","0.0490873711141449","0.0793377722940535"
"Oft","2018","(Fach-)Abitur","indirekter Migrationshintergrund","41","0.144449498819281","0.107982936239948","0.180916061398613"
"Oft","2018","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Oft","2018","AkademikerIn","kein Migrationshintergrund","143","0.0329536890805827","0.0279655196582046","0.0379418585029608"
"Oft","2018","AkademikerIn","direkter Migrationshintergrund","72","0.0651990479590334","0.0508931448643726","0.0795049510536942"
"Oft","2018","AkademikerIn","indirekter Migrationshintergrund","14","","",""
"Oft","2018","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Manchmal","2018","(noch) kein Abschluss","kein Migrationshintergrund","122","0.261319641237456","0.218946821297591","0.303692461177321"
"Manchmal","2018","(noch) kein Abschluss","direkter Migrationshintergrund","74","0.254180199782103","0.208824249262699","0.299536150301507"
"Manchmal","2018","(noch) kein Abschluss","indirekter Migrationshintergrund","46","0.324744916419103","0.24232306603068","0.407166766807526"
"Manchmal","2018","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Manchmal","2018","Hauptschule","kein Migrationshintergrund","545","0.105096555704335","0.0965506230263215","0.113642488382349"
"Manchmal","2018","Hauptschule","direkter Migrationshintergrund","238","0.163441797381942","0.144303506059182","0.182580088704703"
"Manchmal","2018","Hauptschule","indirekter Migrationshintergrund","85","0.255894191647202","0.212192699535326","0.299595683759078"
"Manchmal","2018","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Manchmal","2018","Realschule","kein Migrationshintergrund","797","0.145149183767842","0.136178414449184","0.1541199530865"
"Manchmal","2018","Realschule","direkter Migrationshintergrund","74","0.20617371812745","0.160919580689309","0.25142785556559"
"Manchmal","2018","Realschule","indirekter Migrationshintergrund","92","0.250327230875356","0.208497083123655","0.292157378627058"
"Manchmal","2018","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Manchmal","2018","(Fach-)Abitur","kein Migrationshintergrund","561","0.199928405670235","0.184700967976252","0.215155843364218"
"Manchmal","2018","(Fach-)Abitur","direkter Migrationshintergrund","194","0.195477218515864","0.171008019316298","0.21994641771543"
"Manchmal","2018","(Fach-)Abitur","indirekter Migrationshintergrund","110","0.346428917349744","0.297069790842959","0.395788043856529"
"Manchmal","2018","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Manchmal","2018","AkademikerIn","kein Migrationshintergrund","845","0.192082775498465","0.181075161687182","0.203090389309749"
"Manchmal","2018","AkademikerIn","direkter Migrationshintergrund","236","0.202603162519923","0.17931177059559","0.225894554444255"
"Manchmal","2018","AkademikerIn","indirekter Migrationshintergrund","82","0.326106306899252","0.271000040412128","0.381212573386375"
"Manchmal","2018","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Selten","2018","(noch) kein Abschluss","kein Migrationshintergrund","89","0.182709193101119","0.145440722403387","0.219977663798851"
"Selten","2018","(noch) kein Abschluss","direkter Migrationshintergrund","67","0.171394134365213","0.132137014037377","0.210651254693049"
"Selten","2018","(noch) kein Abschluss","indirekter Migrationshintergrund","30","0.308595402862902","0.227293987558825","0.389896818166979"
"Selten","2018","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Selten","2018","Hauptschule","kein Migrationshintergrund","1343","0.26962561495517","0.257259579795082","0.281991650115258"
"Selten","2018","Hauptschule","direkter Migrationshintergrund","379","0.288867507300103","0.265409121547941","0.312325893052265"
"Selten","2018","Hauptschule","indirekter Migrationshintergrund","106","0.271090445665522","0.226571729539091","0.315609161791952"
"Selten","2018","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Selten","2018","Realschule","kein Migrationshintergrund","1976","0.337530351504502","0.325487852105252","0.349572850903752"
"Selten","2018","Realschule","direkter Migrationshintergrund","102","0.277781437857512","0.227678310208239","0.327884565506785"
"Selten","2018","Realschule","indirekter Migrationshintergrund","140","0.35166399523357","0.305557351862896","0.397770638604245"
"Selten","2018","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Selten","2018","(Fach-)Abitur","kein Migrationshintergrund","984","0.392925461775745","0.374330244841626","0.411520678709863"
"Selten","2018","(Fach-)Abitur","direkter Migrationshintergrund","297","0.276703794922617","0.249100040257534","0.304307549587701"
"Selten","2018","(Fach-)Abitur","indirekter Migrationshintergrund","117","0.321245855986995","0.272807544343637","0.369684167630353"
"Selten","2018","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Selten","2018","AkademikerIn","kein Migrationshintergrund","1985","0.39745264089654","0.383778381098992","0.411126900694088"
"Selten","2018","AkademikerIn","direkter Migrationshintergrund","386","0.347675465631147","0.320078968633832","0.375271962628463"
"Selten","2018","AkademikerIn","indirekter Migrationshintergrund","101","0.251562435608995","0.200555835418307","0.302569035799682"
"Selten","2018","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","2018","(noch) kein Abschluss","kein Migrationshintergrund","128","0.384069485016851","0.337161818692882","0.43097715134082"
"Nie","2018","(noch) kein Abschluss","direkter Migrationshintergrund","182","0.503872696863527","0.451788803981142","0.555956589745911"
"Nie","2018","(noch) kein Abschluss","indirekter Migrationshintergrund","30","0.260113949893961","0.182898982920835","0.337328916867087"
"Nie","2018","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","2018","Hauptschule","kein Migrationshintergrund","2947","0.604862252709411","0.591239036885695","0.618485468533128"
"Nie","2018","Hauptschule","direkter Migrationshintergrund","725","0.482672133064345","0.456808914807141","0.50853535132155"
"Nie","2018","Hauptschule","indirekter Migrationshintergrund","145","0.34490157449303","0.297296903244382","0.392506245741679"
"Nie","2018","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","2018","Realschule","kein Migrationshintergrund","2996","0.494750712357656","0.482017930644576","0.507483494070737"
"Nie","2018","Realschule","direkter Migrationshintergrund","109","0.41029014589097","0.355267225278626","0.465313066503314"
"Nie","2018","Realschule","indirekter Migrationshintergrund","143","0.286552670124633","0.242892776697779","0.330212563551487"
"Nie","2018","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","2018","(Fach-)Abitur","kein Migrationshintergrund","913","0.334192131427873","0.316232487341026","0.35215177551472"
"Nie","2018","(Fach-)Abitur","direkter Migrationshintergrund","434","0.449881243254648","0.419185392286957","0.480577094222339"
"Nie","2018","(Fach-)Abitur","indirekter Migrationshintergrund","81","0.170265034904046","0.131275647229022","0.209254422579071"
"Nie","2018","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","2018","AkademikerIn","kein Migrationshintergrund","1930","0.373849230577974","0.360329960488701","0.387368500667246"
"Nie","2018","AkademikerIn","direkter Migrationshintergrund","440","0.380667713580403","0.352531220837831","0.408804206322975"
"Nie","2018","AkademikerIn","indirekter Migrationshintergrund","80","0.310109971624657","0.255738198939601","0.364481744309713"
"Nie","2018","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
