"pgstib","year","sampreg","sex","n","percent","lower_confidence","upper_confidence"
"Meister, Polier","1985","Westdeutschland, alte Bundeslaender","maennlich","42","0.0087375817457921","0.00626631578042196","0.0112088477111622"
"Meister, Polier","1985","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"Meister, Polier","1985","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"Meister, Polier","1985","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"Arbeiter in der Landwirtschaft (1990 Ost)","1985","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"Arbeiter in der Landwirtschaft (1990 Ost)","1985","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"Arbeiter in der Landwirtschaft (1990 Ost)","1985","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"Arbeiter in der Landwirtschaft (1990 Ost)","1985","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"Facharbeiter in der Landwirtschaft (1990 Ost)","1985","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"Facharbeiter in der Landwirtschaft (1990 Ost)","1985","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"Facharbeiter in der Landwirtschaft (1990 Ost)","1985","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"Facharbeiter in der Landwirtschaft (1990 Ost)","1985","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"Brigadier, Meister in der Landwirtschaft (1990 Ost)","1985","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"Brigadier, Meister in der Landwirtschaft (1990 Ost)","1985","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"Brigadier, Meister in der Landwirtschaft (1990 Ost)","1985","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"Brigadier, Meister in der Landwirtschaft (1990 Ost)","1985","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"höhere Leitungsfunktion in der Landwirtschaft (1990 Ost)","1985","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"höhere Leitungsfunktion in der Landwirtschaft (1990 Ost)","1985","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"höhere Leitungsfunktion in der Landwirtschaft (1990 Ost)","1985","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"höhere Leitungsfunktion in der Landwirtschaft (1990 Ost)","1985","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"selbständiger Landwirt","1985","Westdeutschland, alte Bundeslaender","maennlich","42","0.0101985021194954","0.00753058833978963","0.0128664158992012"
"selbständiger Landwirt","1985","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"selbständiger Landwirt","1985","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"selbständiger Landwirt","1985","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"selbständiger Landwirt ohne Mitarbeiter (ab 2000)","1985","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"selbständiger Landwirt ohne Mitarbeiter (ab 2000)","1985","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"selbständiger Landwirt ohne Mitarbeiter (ab 2000)","1985","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"selbständiger Landwirt ohne Mitarbeiter (ab 2000)","1985","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"selbständiger Landwirt 1-9 Mitarbeiter (ab 2000)","1985","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"selbständiger Landwirt 1-9 Mitarbeiter (ab 2000)","1985","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"selbständiger Landwirt 1-9 Mitarbeiter (ab 2000)","1985","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"selbständiger Landwirt 1-9 Mitarbeiter (ab 2000)","1985","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"selbständiger Landwirt 10+ Mitarbeiter (ab 2000)","1985","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"selbständiger Landwirt 10+ Mitarbeiter (ab 2000)","1985","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"selbständiger Landwirt 10+ Mitarbeiter (ab 2000)","1985","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"selbständiger Landwirt 10+ Mitarbeiter (ab 2000)","1985","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"Freiberufler, Akademiker","1985","Westdeutschland, alte Bundeslaender","maennlich","71","0.0151032428202413","0.0118646227890527","0.0183418628514299"
"Freiberufler, Akademiker","1985","Westdeutschland, alte Bundeslaender","weiblich","30","0.00500951171690371","0.00316386548111874","0.00685515795268869"
"Freiberufler, Akademiker","1985","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"Freiberufler, Akademiker","1985","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"Freiberufler, Akademiker ohne Mitarbeiter (ab 2000)","1985","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"Freiberufler, Akademiker ohne Mitarbeiter (ab 2000)","1985","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"Freiberufler, Akademiker ohne Mitarbeiter (ab 2000)","1985","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"Freiberufler, Akademiker ohne Mitarbeiter (ab 2000)","1985","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"Freiberufler, Akademiker, 1-9 Mitarbeiter (ab 2000)","1985","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"Freiberufler, Akademiker, 1-9 Mitarbeiter (ab 2000)","1985","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"Freiberufler, Akademiker, 1-9 Mitarbeiter (ab 2000)","1985","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"Freiberufler, Akademiker, 1-9 Mitarbeiter (ab 2000)","1985","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"Freiberufler, Akademiker, 10+ Mitarbeiter (ab 2000)","1985","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"Freiberufler, Akademiker, 10+ Mitarbeiter (ab 2000)","1985","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"Freiberufler, Akademiker, 10+ Mitarbeiter (ab 2000)","1985","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"Freiberufler, Akademiker, 10+ Mitarbeiter (ab 2000)","1985","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"sonstige selbständiger","1985","Westdeutschland, alte Bundeslaender","maennlich","204","0.038241313332358","0.0331488372278177","0.0433337894368983"
"sonstige selbständiger","1985","Westdeutschland, alte Bundeslaender","weiblich","76","0.0131516981951316","0.0101734738150361","0.0161299225752272"
"sonstige selbständiger","1985","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"sonstige selbständiger","1985","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"sonstige selbständiger, ohne Mitarbeiter (ab 1997)","1985","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"sonstige selbständiger, ohne Mitarbeiter (ab 1997)","1985","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"sonstige selbständiger, ohne Mitarbeiter (ab 1997)","1985","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"sonstige selbständiger, ohne Mitarbeiter (ab 1997)","1985","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"sonstige selbständiger, 1-9 Mitarbeiter (ab 1997)","1985","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"sonstige selbständiger, 1-9 Mitarbeiter (ab 1997)","1985","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"sonstige selbständiger, 1-9 Mitarbeiter (ab 1997)","1985","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"sonstige selbständiger, 1-9 Mitarbeiter (ab 1997)","1985","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"sonstige selbständiger, 10+ Mitarbeiter","1985","Westdeutschland, alte Bundeslaender","maennlich","32","0.00682086259881826","0.00463530132767872","0.0090064238699578"
"sonstige selbständiger, 10+ Mitarbeiter","1985","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"sonstige selbständiger, 10+ Mitarbeiter","1985","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"sonstige selbständiger, 10+ Mitarbeiter","1985","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"mithelfende Familienangehörige","1985","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"mithelfende Familienangehörige","1985","Westdeutschland, alte Bundeslaender","weiblich","70","0.0114470785280846","0.00866615791399336","0.0142279991421758"
"mithelfende Familienangehörige","1985","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"mithelfende Familienangehörige","1985","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"Angestellte, Industrie- und Werkmeister","1985","Westdeutschland, alte Bundeslaender","maennlich","59","0.0126201649722008","0.00965598762245558","0.0155843423219459"
"Angestellte, Industrie- und Werkmeister","1985","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"Angestellte, Industrie- und Werkmeister","1985","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"Angestellte, Industrie- und Werkmeister","1985","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"Angestellte, einfache Tätigkeit (bis 1990)","1985","Westdeutschland, alte Bundeslaender","maennlich","93","0.0172066471895904","0.013753550224869","0.0206597441543117"
"Angestellte, einfache Tätigkeit (bis 1990)","1985","Westdeutschland, alte Bundeslaender","weiblich","451","0.0798039021341962","0.0727196574053837","0.0868881468630087"
"Angestellte, einfache Tätigkeit (bis 1990)","1985","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"Angestellte, einfache Tätigkeit (bis 1990)","1985","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"Angestellte, einfache Tätigkeit ohne Ausbildungsabschluss (ab 1991)","1985","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"Angestellte, einfache Tätigkeit ohne Ausbildungsabschluss (ab 1991)","1985","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"Angestellte, einfache Tätigkeit ohne Ausbildungsabschluss (ab 1991)","1985","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"Angestellte, einfache Tätigkeit ohne Ausbildungsabschluss (ab 1991)","1985","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"Angestellte, einfache Tätigkeit mit Ausbildungsabschluss (ab 1991)","1985","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"Angestellte, einfache Tätigkeit mit Ausbildungsabschluss (ab 1991)","1985","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"Angestellte, einfache Tätigkeit mit Ausbildungsabschluss (ab 1991)","1985","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"Angestellte, einfache Tätigkeit mit Ausbildungsabschluss (ab 1991)","1985","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"Angestellte, qualifizierte Tätigkeit","1985","Westdeutschland, alte Bundeslaender","maennlich","447","0.0946732451995138","0.0868992216630141","0.102447268736013"
"Angestellte, qualifizierte Tätigkeit","1985","Westdeutschland, alte Bundeslaender","weiblich","586","0.112561087293586","0.104298716670983","0.120823457916189"
"Angestellte, qualifizierte Tätigkeit","1985","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"Angestellte, qualifizierte Tätigkeit","1985","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"Angestellte, hochqualifizierte Tätigkeit oder Leitungsfunktion","1985","Westdeutschland, alte Bundeslaender","maennlich","320","0.0658190843742154","0.0592346123742206","0.0724035563742102"
"Angestellte, hochqualifizierte Tätigkeit oder Leitungsfunktion","1985","Westdeutschland, alte Bundeslaender","weiblich","75","0.014378473822311","0.0112663792659271","0.0174905683786949"
"Angestellte, hochqualifizierte Tätigkeit oder Leitungsfunktion","1985","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"Angestellte, hochqualifizierte Tätigkeit oder Leitungsfunktion","1985","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"Angestellte, umfassende Führungsaufgaben","1985","Westdeutschland, alte Bundeslaender","maennlich","44","0.00958647277774893","0.00699905090616705","0.0121738946493308"
"Angestellte, umfassende Führungsaufgaben","1985","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"Angestellte, umfassende Führungsaufgaben","1985","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"Angestellte, umfassende Führungsaufgaben","1985","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"Geschäftsführender Gesellschafter und vergl. Angestellte im eigenen Betrieb (ab 2019)","1985","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"Geschäftsführender Gesellschafter und vergl. Angestellte im eigenen Betrieb (ab 2019)","1985","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"Geschäftsführender Gesellschafter und vergl. Angestellte im eigenen Betrieb (ab 2019)","1985","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"Geschäftsführender Gesellschafter und vergl. Angestellte im eigenen Betrieb (ab 2019)","1985","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"Beamte, einfacher Dienst","1985","Westdeutschland, alte Bundeslaender","maennlich","31","0.00672446234205919","0.0045542951463711","0.00889462953774729"
"Beamte, einfacher Dienst","1985","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"Beamte, einfacher Dienst","1985","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"Beamte, einfacher Dienst","1985","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"Beamte, mittlerer Dienst","1985","Westdeutschland, alte Bundeslaender","maennlich","139","0.0299466735482172","0.0254208080800035","0.0344725390164309"
"Beamte, mittlerer Dienst","1985","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"Beamte, mittlerer Dienst","1985","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"Beamte, mittlerer Dienst","1985","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"Beamte, gehobener Dienst","1985","Westdeutschland, alte Bundeslaender","maennlich","112","0.0247074549823798","0.0205854263873051","0.0288294835774545"
"Beamte, gehobener Dienst","1985","Westdeutschland, alte Bundeslaender","weiblich","51","0.0087914871397849","0.00635112104451274","0.0112318532350571"
"Beamte, gehobener Dienst","1985","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"Beamte, gehobener Dienst","1985","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"Beamte, höherer Dienst","1985","Westdeutschland, alte Bundeslaender","maennlich","88","0.0176935743068008","0.0141928265339232","0.0211943220796784"
"Beamte, höherer Dienst","1985","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"Beamte, höherer Dienst","1985","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"Beamte, höherer Dienst","1985","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"nicht erwerbstätig (NE): keine weitere Angaben","1986","Westdeutschland, alte Bundeslaender","maennlich","72","0.0103228529786276","0.00759030966479358","0.0130553962924617"
"nicht erwerbstätig (NE): keine weitere Angaben","1986","Westdeutschland, alte Bundeslaender","weiblich","1556","0.246829351803305","0.235299461277258","0.258359242329352"
"nicht erwerbstätig (NE): keine weitere Angaben","1986","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"nicht erwerbstätig (NE): keine weitere Angaben","1986","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"NE: in Ausbildung, inkl. Weiterbildung, Berufsausbildung, Lehre","1986","Westdeutschland, alte Bundeslaender","maennlich","390","0.069556235677795","0.0626786895365296","0.0764337818190603"
"NE: in Ausbildung, inkl. Weiterbildung, Berufsausbildung, Lehre","1986","Westdeutschland, alte Bundeslaender","weiblich","298","0.0453022322786513","0.0397409768355474","0.0508634877217552"
"NE: in Ausbildung, inkl. Weiterbildung, Berufsausbildung, Lehre","1986","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"NE: in Ausbildung, inkl. Weiterbildung, Berufsausbildung, Lehre","1986","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"NE: arbeitslos gemeldet","1986","Westdeutschland, alte Bundeslaender","maennlich","230","0.038239197316766","0.033054679957314","0.0434237146762181"
"NE: arbeitslos gemeldet","1986","Westdeutschland, alte Bundeslaender","weiblich","231","0.0347657985801648","0.0298671921880214","0.0396644049723082"
"NE: arbeitslos gemeldet","1986","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"NE: arbeitslos gemeldet","1986","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
