"pgstib","year","alter_gr","bildungsniveau","n","percent","lower_confidence","upper_confidence"
"Brigadier, Meister in der Landwirtschaft (1990 Ost)","1984","66 und älter","(Fach-)Abitur","","","",""
"Brigadier, Meister in der Landwirtschaft (1990 Ost)","1984","66 und älter","AkademikerInnen","","","",""
"höhere Leitungsfunktion in der Landwirtschaft (1990 Ost)","1984","16-34 Jahre alt","(noch) kein Abschluss","","","",""
"höhere Leitungsfunktion in der Landwirtschaft (1990 Ost)","1984","16-34 Jahre alt","Hauptschulabschluss","","","",""
"höhere Leitungsfunktion in der Landwirtschaft (1990 Ost)","1984","16-34 Jahre alt","Realschulabschluss","","","",""
"höhere Leitungsfunktion in der Landwirtschaft (1990 Ost)","1984","16-34 Jahre alt","(Fach-)Abitur","","","",""
"höhere Leitungsfunktion in der Landwirtschaft (1990 Ost)","1984","16-34 Jahre alt","AkademikerInnen","","","",""
"höhere Leitungsfunktion in der Landwirtschaft (1990 Ost)","1984","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"höhere Leitungsfunktion in der Landwirtschaft (1990 Ost)","1984","35-65 Jahre alt","Hauptschulabschluss","","","",""
"höhere Leitungsfunktion in der Landwirtschaft (1990 Ost)","1984","35-65 Jahre alt","Realschulabschluss","","","",""
"höhere Leitungsfunktion in der Landwirtschaft (1990 Ost)","1984","35-65 Jahre alt","(Fach-)Abitur","","","",""
"höhere Leitungsfunktion in der Landwirtschaft (1990 Ost)","1984","35-65 Jahre alt","AkademikerInnen","","","",""
"höhere Leitungsfunktion in der Landwirtschaft (1990 Ost)","1984","66 und älter","(noch) kein Abschluss","","","",""
"höhere Leitungsfunktion in der Landwirtschaft (1990 Ost)","1984","66 und älter","Hauptschulabschluss","","","",""
"höhere Leitungsfunktion in der Landwirtschaft (1990 Ost)","1984","66 und älter","Realschulabschluss","","","",""
"höhere Leitungsfunktion in der Landwirtschaft (1990 Ost)","1984","66 und älter","(Fach-)Abitur","","","",""
"höhere Leitungsfunktion in der Landwirtschaft (1990 Ost)","1984","66 und älter","AkademikerInnen","","","",""
"selbständiger Landwirt","1984","16-34 Jahre alt","(noch) kein Abschluss","","","",""
"selbständiger Landwirt","1984","16-34 Jahre alt","Hauptschulabschluss","","","",""
"selbständiger Landwirt","1984","16-34 Jahre alt","Realschulabschluss","","","",""
"selbständiger Landwirt","1984","16-34 Jahre alt","(Fach-)Abitur","","","",""
"selbständiger Landwirt","1984","16-34 Jahre alt","AkademikerInnen","","","",""
"selbständiger Landwirt","1984","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"selbständiger Landwirt","1984","35-65 Jahre alt","Hauptschulabschluss","48","0.0138754098209009","0.0102848138502426","0.0174660057915592"
"selbständiger Landwirt","1984","35-65 Jahre alt","Realschulabschluss","","","",""
"selbständiger Landwirt","1984","35-65 Jahre alt","(Fach-)Abitur","","","",""
"selbständiger Landwirt","1984","35-65 Jahre alt","AkademikerInnen","","","",""
"selbständiger Landwirt","1984","66 und älter","(noch) kein Abschluss","","","",""
"selbständiger Landwirt","1984","66 und älter","Hauptschulabschluss","","","",""
"selbständiger Landwirt","1984","66 und älter","Realschulabschluss","","","",""
"selbständiger Landwirt","1984","66 und älter","(Fach-)Abitur","","","",""
"selbständiger Landwirt","1984","66 und älter","AkademikerInnen","","","",""
"selbständiger Landwirt ohne Mitarbeiter (ab 2000)","1984","16-34 Jahre alt","(noch) kein Abschluss","","","",""
"selbständiger Landwirt ohne Mitarbeiter (ab 2000)","1984","16-34 Jahre alt","Hauptschulabschluss","","","",""
"selbständiger Landwirt ohne Mitarbeiter (ab 2000)","1984","16-34 Jahre alt","Realschulabschluss","","","",""
"selbständiger Landwirt ohne Mitarbeiter (ab 2000)","1984","16-34 Jahre alt","(Fach-)Abitur","","","",""
"selbständiger Landwirt ohne Mitarbeiter (ab 2000)","1984","16-34 Jahre alt","AkademikerInnen","","","",""
"selbständiger Landwirt ohne Mitarbeiter (ab 2000)","1984","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"selbständiger Landwirt ohne Mitarbeiter (ab 2000)","1984","35-65 Jahre alt","Hauptschulabschluss","","","",""
"selbständiger Landwirt ohne Mitarbeiter (ab 2000)","1984","35-65 Jahre alt","Realschulabschluss","","","",""
"selbständiger Landwirt ohne Mitarbeiter (ab 2000)","1984","35-65 Jahre alt","(Fach-)Abitur","","","",""
"selbständiger Landwirt ohne Mitarbeiter (ab 2000)","1984","35-65 Jahre alt","AkademikerInnen","","","",""
"selbständiger Landwirt ohne Mitarbeiter (ab 2000)","1984","66 und älter","(noch) kein Abschluss","","","",""
"selbständiger Landwirt ohne Mitarbeiter (ab 2000)","1984","66 und älter","Hauptschulabschluss","","","",""
"selbständiger Landwirt ohne Mitarbeiter (ab 2000)","1984","66 und älter","Realschulabschluss","","","",""
"selbständiger Landwirt ohne Mitarbeiter (ab 2000)","1984","66 und älter","(Fach-)Abitur","","","",""
"selbständiger Landwirt ohne Mitarbeiter (ab 2000)","1984","66 und älter","AkademikerInnen","","","",""
"selbständiger Landwirt 1-9 Mitarbeiter (ab 2000)","1984","16-34 Jahre alt","(noch) kein Abschluss","","","",""
"selbständiger Landwirt 1-9 Mitarbeiter (ab 2000)","1984","16-34 Jahre alt","Hauptschulabschluss","","","",""
"selbständiger Landwirt 1-9 Mitarbeiter (ab 2000)","1984","16-34 Jahre alt","Realschulabschluss","","","",""
"selbständiger Landwirt 1-9 Mitarbeiter (ab 2000)","1984","16-34 Jahre alt","(Fach-)Abitur","","","",""
"selbständiger Landwirt 1-9 Mitarbeiter (ab 2000)","1984","16-34 Jahre alt","AkademikerInnen","","","",""
"selbständiger Landwirt 1-9 Mitarbeiter (ab 2000)","1984","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"selbständiger Landwirt 1-9 Mitarbeiter (ab 2000)","1984","35-65 Jahre alt","Hauptschulabschluss","","","",""
"selbständiger Landwirt 1-9 Mitarbeiter (ab 2000)","1984","35-65 Jahre alt","Realschulabschluss","","","",""
"selbständiger Landwirt 1-9 Mitarbeiter (ab 2000)","1984","35-65 Jahre alt","(Fach-)Abitur","","","",""
"selbständiger Landwirt 1-9 Mitarbeiter (ab 2000)","1984","35-65 Jahre alt","AkademikerInnen","","","",""
"selbständiger Landwirt 1-9 Mitarbeiter (ab 2000)","1984","66 und älter","(noch) kein Abschluss","","","",""
"selbständiger Landwirt 1-9 Mitarbeiter (ab 2000)","1984","66 und älter","Hauptschulabschluss","","","",""
"selbständiger Landwirt 1-9 Mitarbeiter (ab 2000)","1984","66 und älter","Realschulabschluss","","","",""
"selbständiger Landwirt 1-9 Mitarbeiter (ab 2000)","1984","66 und älter","(Fach-)Abitur","","","",""
"selbständiger Landwirt 1-9 Mitarbeiter (ab 2000)","1984","66 und älter","AkademikerInnen","","","",""
"selbständiger Landwirt 10+ Mitarbeiter (ab 2000)","1984","16-34 Jahre alt","(noch) kein Abschluss","","","",""
"selbständiger Landwirt 10+ Mitarbeiter (ab 2000)","1984","16-34 Jahre alt","Hauptschulabschluss","","","",""
"selbständiger Landwirt 10+ Mitarbeiter (ab 2000)","1984","16-34 Jahre alt","Realschulabschluss","","","",""
"selbständiger Landwirt 10+ Mitarbeiter (ab 2000)","1984","16-34 Jahre alt","(Fach-)Abitur","","","",""
"selbständiger Landwirt 10+ Mitarbeiter (ab 2000)","1984","16-34 Jahre alt","AkademikerInnen","","","",""
"selbständiger Landwirt 10+ Mitarbeiter (ab 2000)","1984","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"selbständiger Landwirt 10+ Mitarbeiter (ab 2000)","1984","35-65 Jahre alt","Hauptschulabschluss","","","",""
"selbständiger Landwirt 10+ Mitarbeiter (ab 2000)","1984","35-65 Jahre alt","Realschulabschluss","","","",""
"selbständiger Landwirt 10+ Mitarbeiter (ab 2000)","1984","35-65 Jahre alt","(Fach-)Abitur","","","",""
"selbständiger Landwirt 10+ Mitarbeiter (ab 2000)","1984","35-65 Jahre alt","AkademikerInnen","","","",""
"selbständiger Landwirt 10+ Mitarbeiter (ab 2000)","1984","66 und älter","(noch) kein Abschluss","","","",""
"selbständiger Landwirt 10+ Mitarbeiter (ab 2000)","1984","66 und älter","Hauptschulabschluss","","","",""
"selbständiger Landwirt 10+ Mitarbeiter (ab 2000)","1984","66 und älter","Realschulabschluss","","","",""
"selbständiger Landwirt 10+ Mitarbeiter (ab 2000)","1984","66 und älter","(Fach-)Abitur","","","",""
"selbständiger Landwirt 10+ Mitarbeiter (ab 2000)","1984","66 und älter","AkademikerInnen","","","",""
"Freiberufler, Akademiker","1984","16-34 Jahre alt","(noch) kein Abschluss","","","",""
"Freiberufler, Akademiker","1984","16-34 Jahre alt","Hauptschulabschluss","","","",""
"Freiberufler, Akademiker","1984","16-34 Jahre alt","Realschulabschluss","","","",""
"Freiberufler, Akademiker","1984","16-34 Jahre alt","(Fach-)Abitur","","","",""
"Freiberufler, Akademiker","1984","16-34 Jahre alt","AkademikerInnen","","","",""
"Freiberufler, Akademiker","1984","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"Freiberufler, Akademiker","1984","35-65 Jahre alt","Hauptschulabschluss","","","",""
"Freiberufler, Akademiker","1984","35-65 Jahre alt","Realschulabschluss","","","",""
"Freiberufler, Akademiker","1984","35-65 Jahre alt","(Fach-)Abitur","","","",""
"Freiberufler, Akademiker","1984","35-65 Jahre alt","AkademikerInnen","35","0.0689955269022768","0.0463458555673784","0.0916451982371752"
"Freiberufler, Akademiker","1984","66 und älter","(noch) kein Abschluss","","","",""
"Freiberufler, Akademiker","1984","66 und älter","Hauptschulabschluss","","","",""
"Freiberufler, Akademiker","1984","66 und älter","Realschulabschluss","","","",""
"Freiberufler, Akademiker","1984","66 und älter","(Fach-)Abitur","","","",""
"Freiberufler, Akademiker","1984","66 und älter","AkademikerInnen","","","",""
"Freiberufler, Akademiker ohne Mitarbeiter (ab 2000)","1984","16-34 Jahre alt","(noch) kein Abschluss","","","",""
"Freiberufler, Akademiker ohne Mitarbeiter (ab 2000)","1984","16-34 Jahre alt","Hauptschulabschluss","","","",""
"Freiberufler, Akademiker ohne Mitarbeiter (ab 2000)","1984","16-34 Jahre alt","Realschulabschluss","","","",""
"Freiberufler, Akademiker ohne Mitarbeiter (ab 2000)","1984","16-34 Jahre alt","(Fach-)Abitur","","","",""
"Freiberufler, Akademiker ohne Mitarbeiter (ab 2000)","1984","16-34 Jahre alt","AkademikerInnen","","","",""
"Freiberufler, Akademiker ohne Mitarbeiter (ab 2000)","1984","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"Freiberufler, Akademiker ohne Mitarbeiter (ab 2000)","1984","35-65 Jahre alt","Hauptschulabschluss","","","",""
"Freiberufler, Akademiker ohne Mitarbeiter (ab 2000)","1984","35-65 Jahre alt","Realschulabschluss","","","",""
"Freiberufler, Akademiker ohne Mitarbeiter (ab 2000)","1984","35-65 Jahre alt","(Fach-)Abitur","","","",""
"Freiberufler, Akademiker ohne Mitarbeiter (ab 2000)","1984","35-65 Jahre alt","AkademikerInnen","","","",""
"Freiberufler, Akademiker ohne Mitarbeiter (ab 2000)","1984","66 und älter","(noch) kein Abschluss","","","",""
"Freiberufler, Akademiker ohne Mitarbeiter (ab 2000)","1984","66 und älter","Hauptschulabschluss","","","",""
"Freiberufler, Akademiker ohne Mitarbeiter (ab 2000)","1984","66 und älter","Realschulabschluss","","","",""
"Freiberufler, Akademiker ohne Mitarbeiter (ab 2000)","1984","66 und älter","(Fach-)Abitur","","","",""
"Freiberufler, Akademiker ohne Mitarbeiter (ab 2000)","1984","66 und älter","AkademikerInnen","","","",""
"Freiberufler, Akademiker, 1-9 Mitarbeiter (ab 2000)","1984","16-34 Jahre alt","(noch) kein Abschluss","","","",""
"Freiberufler, Akademiker, 1-9 Mitarbeiter (ab 2000)","1984","16-34 Jahre alt","Hauptschulabschluss","","","",""
"Freiberufler, Akademiker, 1-9 Mitarbeiter (ab 2000)","1984","16-34 Jahre alt","Realschulabschluss","","","",""
"Freiberufler, Akademiker, 1-9 Mitarbeiter (ab 2000)","1984","16-34 Jahre alt","(Fach-)Abitur","","","",""
"Freiberufler, Akademiker, 1-9 Mitarbeiter (ab 2000)","1984","16-34 Jahre alt","AkademikerInnen","","","",""
"Freiberufler, Akademiker, 1-9 Mitarbeiter (ab 2000)","1984","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"Freiberufler, Akademiker, 1-9 Mitarbeiter (ab 2000)","1984","35-65 Jahre alt","Hauptschulabschluss","","","",""
"Freiberufler, Akademiker, 1-9 Mitarbeiter (ab 2000)","1984","35-65 Jahre alt","Realschulabschluss","","","",""
"Freiberufler, Akademiker, 1-9 Mitarbeiter (ab 2000)","1984","35-65 Jahre alt","(Fach-)Abitur","","","",""
"Freiberufler, Akademiker, 1-9 Mitarbeiter (ab 2000)","1984","35-65 Jahre alt","AkademikerInnen","","","",""
"Freiberufler, Akademiker, 1-9 Mitarbeiter (ab 2000)","1984","66 und älter","(noch) kein Abschluss","","","",""
"Freiberufler, Akademiker, 1-9 Mitarbeiter (ab 2000)","1984","66 und älter","Hauptschulabschluss","","","",""
"Freiberufler, Akademiker, 1-9 Mitarbeiter (ab 2000)","1984","66 und älter","Realschulabschluss","","","",""
"Freiberufler, Akademiker, 1-9 Mitarbeiter (ab 2000)","1984","66 und älter","(Fach-)Abitur","","","",""
"Freiberufler, Akademiker, 1-9 Mitarbeiter (ab 2000)","1984","66 und älter","AkademikerInnen","","","",""
"Freiberufler, Akademiker, 10+ Mitarbeiter (ab 2000)","1984","16-34 Jahre alt","(noch) kein Abschluss","","","",""
"Freiberufler, Akademiker, 10+ Mitarbeiter (ab 2000)","1984","16-34 Jahre alt","Hauptschulabschluss","","","",""
"Freiberufler, Akademiker, 10+ Mitarbeiter (ab 2000)","1984","16-34 Jahre alt","Realschulabschluss","","","",""
"Freiberufler, Akademiker, 10+ Mitarbeiter (ab 2000)","1984","16-34 Jahre alt","(Fach-)Abitur","","","",""
"Freiberufler, Akademiker, 10+ Mitarbeiter (ab 2000)","1984","16-34 Jahre alt","AkademikerInnen","","","",""
"Freiberufler, Akademiker, 10+ Mitarbeiter (ab 2000)","1984","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"Freiberufler, Akademiker, 10+ Mitarbeiter (ab 2000)","1984","35-65 Jahre alt","Hauptschulabschluss","","","",""
"Freiberufler, Akademiker, 10+ Mitarbeiter (ab 2000)","1984","35-65 Jahre alt","Realschulabschluss","","","",""
"Freiberufler, Akademiker, 10+ Mitarbeiter (ab 2000)","1984","35-65 Jahre alt","(Fach-)Abitur","","","",""
"Freiberufler, Akademiker, 10+ Mitarbeiter (ab 2000)","1984","35-65 Jahre alt","AkademikerInnen","","","",""
"Freiberufler, Akademiker, 10+ Mitarbeiter (ab 2000)","1984","66 und älter","(noch) kein Abschluss","","","",""
"Freiberufler, Akademiker, 10+ Mitarbeiter (ab 2000)","1984","66 und älter","Hauptschulabschluss","","","",""
"Freiberufler, Akademiker, 10+ Mitarbeiter (ab 2000)","1984","66 und älter","Realschulabschluss","","","",""
"Freiberufler, Akademiker, 10+ Mitarbeiter (ab 2000)","1984","66 und älter","(Fach-)Abitur","","","",""
"Freiberufler, Akademiker, 10+ Mitarbeiter (ab 2000)","1984","66 und älter","AkademikerInnen","","","",""
"sonstige selbständiger","1984","16-34 Jahre alt","(noch) kein Abschluss","","","",""
"sonstige selbständiger","1984","16-34 Jahre alt","Hauptschulabschluss","35","0.015433248887082","0.0103204937678489","0.0205460040063152"
"sonstige selbständiger","1984","16-34 Jahre alt","Realschulabschluss","","","",""
"sonstige selbständiger","1984","16-34 Jahre alt","(Fach-)Abitur","","","",""
"sonstige selbständiger","1984","16-34 Jahre alt","AkademikerInnen","","","",""
"sonstige selbständiger","1984","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"sonstige selbständiger","1984","35-65 Jahre alt","Hauptschulabschluss","154","0.0383406267328824","0.0324465203023631","0.0442347331634017"
"sonstige selbständiger","1984","35-65 Jahre alt","Realschulabschluss","37","0.0534865071491378","0.0368422254074962","0.0701307888907794"
"sonstige selbständiger","1984","35-65 Jahre alt","(Fach-)Abitur","","","",""
"sonstige selbständiger","1984","35-65 Jahre alt","AkademikerInnen","","","",""
"sonstige selbständiger","1984","66 und älter","(noch) kein Abschluss","","","",""
"sonstige selbständiger","1984","66 und älter","Hauptschulabschluss","","","",""
"sonstige selbständiger","1984","66 und älter","Realschulabschluss","","","",""
"sonstige selbständiger","1984","66 und älter","(Fach-)Abitur","","","",""
"sonstige selbständiger","1984","66 und älter","AkademikerInnen","","","",""
"sonstige selbständiger, ohne Mitarbeiter (ab 1997)","1984","16-34 Jahre alt","(noch) kein Abschluss","","","",""
"sonstige selbständiger, ohne Mitarbeiter (ab 1997)","1984","16-34 Jahre alt","Hauptschulabschluss","","","",""
"sonstige selbständiger, ohne Mitarbeiter (ab 1997)","1984","16-34 Jahre alt","Realschulabschluss","","","",""
"sonstige selbständiger, ohne Mitarbeiter (ab 1997)","1984","16-34 Jahre alt","(Fach-)Abitur","","","",""
"sonstige selbständiger, ohne Mitarbeiter (ab 1997)","1984","16-34 Jahre alt","AkademikerInnen","","","",""
"sonstige selbständiger, ohne Mitarbeiter (ab 1997)","1984","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"sonstige selbständiger, ohne Mitarbeiter (ab 1997)","1984","35-65 Jahre alt","Hauptschulabschluss","","","",""
"sonstige selbständiger, ohne Mitarbeiter (ab 1997)","1984","35-65 Jahre alt","Realschulabschluss","","","",""
"sonstige selbständiger, ohne Mitarbeiter (ab 1997)","1984","35-65 Jahre alt","(Fach-)Abitur","","","",""
"sonstige selbständiger, ohne Mitarbeiter (ab 1997)","1984","35-65 Jahre alt","AkademikerInnen","","","",""
"sonstige selbständiger, ohne Mitarbeiter (ab 1997)","1984","66 und älter","(noch) kein Abschluss","","","",""
"sonstige selbständiger, ohne Mitarbeiter (ab 1997)","1984","66 und älter","Hauptschulabschluss","","","",""
"sonstige selbständiger, ohne Mitarbeiter (ab 1997)","1984","66 und älter","Realschulabschluss","","","",""
"sonstige selbständiger, ohne Mitarbeiter (ab 1997)","1984","66 und älter","(Fach-)Abitur","","","",""
"sonstige selbständiger, ohne Mitarbeiter (ab 1997)","1984","66 und älter","AkademikerInnen","","","",""
"sonstige selbständiger, 1-9 Mitarbeiter (ab 1997)","1984","16-34 Jahre alt","(noch) kein Abschluss","","","",""
"sonstige selbständiger, 1-9 Mitarbeiter (ab 1997)","1984","16-34 Jahre alt","Hauptschulabschluss","","","",""
"sonstige selbständiger, 1-9 Mitarbeiter (ab 1997)","1984","16-34 Jahre alt","Realschulabschluss","","","",""
