"pgstib","year","alter_gr","migback","n","percent","lower_confidence","upper_confidence"
"sonstige selbständiger","1984","35-65 Jahre alt","kein Migrationshintergrund","194","0.0442166138673665","0.0380948532079235","0.0503383745268096"
"sonstige selbständiger","1984","35-65 Jahre alt","direkter Migrationshintergrund","45","0.0208636648729764","0.014572897630772","0.0271544321151808"
"sonstige selbständiger","1984","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"sonstige selbständiger","1984","66 und älter","kein Migrationshintergrund","","","",""
"sonstige selbständiger","1984","66 und älter","direkter Migrationshintergrund","","","",""
"sonstige selbständiger","1984","66 und älter","indirekter Migrationshintergrund","","","",""
"sonstige selbständiger, ohne Mitarbeiter (ab 1997)","1984","16-34 Jahre alt","kein Migrationshintergrund","","","",""
"sonstige selbständiger, ohne Mitarbeiter (ab 1997)","1984","16-34 Jahre alt","direkter Migrationshintergrund","","","",""
"sonstige selbständiger, ohne Mitarbeiter (ab 1997)","1984","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"sonstige selbständiger, ohne Mitarbeiter (ab 1997)","1984","35-65 Jahre alt","kein Migrationshintergrund","","","",""
"sonstige selbständiger, ohne Mitarbeiter (ab 1997)","1984","35-65 Jahre alt","direkter Migrationshintergrund","","","",""
"sonstige selbständiger, ohne Mitarbeiter (ab 1997)","1984","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"sonstige selbständiger, ohne Mitarbeiter (ab 1997)","1984","66 und älter","kein Migrationshintergrund","","","",""
"sonstige selbständiger, ohne Mitarbeiter (ab 1997)","1984","66 und älter","direkter Migrationshintergrund","","","",""
"sonstige selbständiger, ohne Mitarbeiter (ab 1997)","1984","66 und älter","indirekter Migrationshintergrund","","","",""
"sonstige selbständiger, 1-9 Mitarbeiter (ab 1997)","1984","16-34 Jahre alt","kein Migrationshintergrund","","","",""
"sonstige selbständiger, 1-9 Mitarbeiter (ab 1997)","1984","16-34 Jahre alt","direkter Migrationshintergrund","","","",""
"sonstige selbständiger, 1-9 Mitarbeiter (ab 1997)","1984","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"sonstige selbständiger, 1-9 Mitarbeiter (ab 1997)","1984","35-65 Jahre alt","kein Migrationshintergrund","","","",""
"sonstige selbständiger, 1-9 Mitarbeiter (ab 1997)","1984","35-65 Jahre alt","direkter Migrationshintergrund","","","",""
"sonstige selbständiger, 1-9 Mitarbeiter (ab 1997)","1984","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"sonstige selbständiger, 1-9 Mitarbeiter (ab 1997)","1984","66 und älter","kein Migrationshintergrund","","","",""
"sonstige selbständiger, 1-9 Mitarbeiter (ab 1997)","1984","66 und älter","direkter Migrationshintergrund","","","",""
"sonstige selbständiger, 1-9 Mitarbeiter (ab 1997)","1984","66 und älter","indirekter Migrationshintergrund","","","",""
"sonstige selbständiger, 10+ Mitarbeiter","1984","16-34 Jahre alt","kein Migrationshintergrund","","","",""
"sonstige selbständiger, 10+ Mitarbeiter","1984","16-34 Jahre alt","direkter Migrationshintergrund","","","",""
"sonstige selbständiger, 10+ Mitarbeiter","1984","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"sonstige selbständiger, 10+ Mitarbeiter","1984","35-65 Jahre alt","kein Migrationshintergrund","","","",""
"sonstige selbständiger, 10+ Mitarbeiter","1984","35-65 Jahre alt","direkter Migrationshintergrund","","","",""
"sonstige selbständiger, 10+ Mitarbeiter","1984","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"sonstige selbständiger, 10+ Mitarbeiter","1984","66 und älter","kein Migrationshintergrund","","","",""
"sonstige selbständiger, 10+ Mitarbeiter","1984","66 und älter","direkter Migrationshintergrund","","","",""
"sonstige selbständiger, 10+ Mitarbeiter","1984","66 und älter","indirekter Migrationshintergrund","","","",""
"mithelfende Familienangehörige","1984","16-34 Jahre alt","kein Migrationshintergrund","","","",""
"mithelfende Familienangehörige","1984","16-34 Jahre alt","direkter Migrationshintergrund","","","",""
"mithelfende Familienangehörige","1984","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"mithelfende Familienangehörige","1984","35-65 Jahre alt","kein Migrationshintergrund","36","0.0082469686737556","0.00555386664055261","0.0109400707069586"
"mithelfende Familienangehörige","1984","35-65 Jahre alt","direkter Migrationshintergrund","","","",""
"mithelfende Familienangehörige","1984","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"mithelfende Familienangehörige","1984","66 und älter","kein Migrationshintergrund","","","",""
"mithelfende Familienangehörige","1984","66 und älter","direkter Migrationshintergrund","","","",""
"mithelfende Familienangehörige","1984","66 und älter","indirekter Migrationshintergrund","","","",""
"Angestellte, Industrie- und Werkmeister","1984","16-34 Jahre alt","kein Migrationshintergrund","","","",""
"Angestellte, Industrie- und Werkmeister","1984","16-34 Jahre alt","direkter Migrationshintergrund","","","",""
"Angestellte, Industrie- und Werkmeister","1984","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"Angestellte, Industrie- und Werkmeister","1984","35-65 Jahre alt","kein Migrationshintergrund","38","0.00871112106524775","0.00594391813575358","0.0114783239947419"
"Angestellte, Industrie- und Werkmeister","1984","35-65 Jahre alt","direkter Migrationshintergrund","","","",""
"Angestellte, Industrie- und Werkmeister","1984","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"Angestellte, Industrie- und Werkmeister","1984","66 und älter","kein Migrationshintergrund","","","",""
"Angestellte, Industrie- und Werkmeister","1984","66 und älter","direkter Migrationshintergrund","","","",""
"Angestellte, Industrie- und Werkmeister","1984","66 und älter","indirekter Migrationshintergrund","","","",""
"Angestellte, einfache Tätigkeit (bis 1990)","1984","16-34 Jahre alt","kein Migrationshintergrund","217","0.0695870380970745","0.0606428735206021","0.078531202673547"
"Angestellte, einfache Tätigkeit (bis 1990)","1984","16-34 Jahre alt","direkter Migrationshintergrund","54","0.0414478439739125","0.0309993582969506","0.0518963296508743"
"Angestellte, einfache Tätigkeit (bis 1990)","1984","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"Angestellte, einfache Tätigkeit (bis 1990)","1984","35-65 Jahre alt","kein Migrationshintergrund","278","0.0618397378853419","0.0546671446241918","0.0690123311464919"
"Angestellte, einfache Tätigkeit (bis 1990)","1984","35-65 Jahre alt","direkter Migrationshintergrund","35","0.0291351280642568","0.0217326932204223","0.0365375629080913"
"Angestellte, einfache Tätigkeit (bis 1990)","1984","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"Angestellte, einfache Tätigkeit (bis 1990)","1984","66 und älter","kein Migrationshintergrund","","","",""
"Angestellte, einfache Tätigkeit (bis 1990)","1984","66 und älter","direkter Migrationshintergrund","","","",""
"Angestellte, einfache Tätigkeit (bis 1990)","1984","66 und älter","indirekter Migrationshintergrund","","","",""
"Angestellte, einfache Tätigkeit ohne Ausbildungsabschluss (ab 1991)","1984","16-34 Jahre alt","kein Migrationshintergrund","","","",""
"Angestellte, einfache Tätigkeit ohne Ausbildungsabschluss (ab 1991)","1984","16-34 Jahre alt","direkter Migrationshintergrund","","","",""
"Angestellte, einfache Tätigkeit ohne Ausbildungsabschluss (ab 1991)","1984","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"Angestellte, einfache Tätigkeit ohne Ausbildungsabschluss (ab 1991)","1984","35-65 Jahre alt","kein Migrationshintergrund","","","",""
"Angestellte, einfache Tätigkeit ohne Ausbildungsabschluss (ab 1991)","1984","35-65 Jahre alt","direkter Migrationshintergrund","","","",""
"Angestellte, einfache Tätigkeit ohne Ausbildungsabschluss (ab 1991)","1984","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"Angestellte, einfache Tätigkeit ohne Ausbildungsabschluss (ab 1991)","1984","66 und älter","kein Migrationshintergrund","","","",""
"Angestellte, einfache Tätigkeit ohne Ausbildungsabschluss (ab 1991)","1984","66 und älter","direkter Migrationshintergrund","","","",""
"Angestellte, einfache Tätigkeit ohne Ausbildungsabschluss (ab 1991)","1984","66 und älter","indirekter Migrationshintergrund","","","",""
"Angestellte, einfache Tätigkeit mit Ausbildungsabschluss (ab 1991)","1984","16-34 Jahre alt","kein Migrationshintergrund","","","",""
"Angestellte, einfache Tätigkeit mit Ausbildungsabschluss (ab 1991)","1984","16-34 Jahre alt","direkter Migrationshintergrund","","","",""
"Angestellte, einfache Tätigkeit mit Ausbildungsabschluss (ab 1991)","1984","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"Angestellte, einfache Tätigkeit mit Ausbildungsabschluss (ab 1991)","1984","35-65 Jahre alt","kein Migrationshintergrund","","","",""
"Angestellte, einfache Tätigkeit mit Ausbildungsabschluss (ab 1991)","1984","35-65 Jahre alt","direkter Migrationshintergrund","","","",""
"Angestellte, einfache Tätigkeit mit Ausbildungsabschluss (ab 1991)","1984","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"Angestellte, einfache Tätigkeit mit Ausbildungsabschluss (ab 1991)","1984","66 und älter","kein Migrationshintergrund","","","",""
"Angestellte, einfache Tätigkeit mit Ausbildungsabschluss (ab 1991)","1984","66 und älter","direkter Migrationshintergrund","","","",""
"Angestellte, einfache Tätigkeit mit Ausbildungsabschluss (ab 1991)","1984","66 und älter","indirekter Migrationshintergrund","","","",""
"Angestellte, qualifizierte Tätigkeit","1984","16-34 Jahre alt","kein Migrationshintergrund","464","0.146911325603858","0.134467255275571","0.159355395932145"
"Angestellte, qualifizierte Tätigkeit","1984","16-34 Jahre alt","direkter Migrationshintergrund","30","0.0446501499465228","0.0338236722373957","0.0554766276556499"
"Angestellte, qualifizierte Tätigkeit","1984","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"Angestellte, qualifizierte Tätigkeit","1984","35-65 Jahre alt","kein Migrationshintergrund","536","0.119796672030724","0.110126866348197","0.129466477713251"
"Angestellte, qualifizierte Tätigkeit","1984","35-65 Jahre alt","direkter Migrationshintergrund","55","0.0683116060957252","0.0572078650521903","0.07941534713926"
"Angestellte, qualifizierte Tätigkeit","1984","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"Angestellte, qualifizierte Tätigkeit","1984","66 und älter","kein Migrationshintergrund","","","",""
"Angestellte, qualifizierte Tätigkeit","1984","66 und älter","direkter Migrationshintergrund","","","",""
"Angestellte, qualifizierte Tätigkeit","1984","66 und älter","indirekter Migrationshintergrund","","","",""
"Angestellte, hochqualifizierte Tätigkeit oder Leitungsfunktion","1984","16-34 Jahre alt","kein Migrationshintergrund","103","0.0327105746688613","0.0264579834409288","0.0389631658967938"
"Angestellte, hochqualifizierte Tätigkeit oder Leitungsfunktion","1984","16-34 Jahre alt","direkter Migrationshintergrund","","","",""
"Angestellte, hochqualifizierte Tätigkeit oder Leitungsfunktion","1984","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"Angestellte, hochqualifizierte Tätigkeit oder Leitungsfunktion","1984","35-65 Jahre alt","kein Migrationshintergrund","248","0.0538677229324572","0.0471450171455144","0.0605904287193999"
"Angestellte, hochqualifizierte Tätigkeit oder Leitungsfunktion","1984","35-65 Jahre alt","direkter Migrationshintergrund","","","",""
"Angestellte, hochqualifizierte Tätigkeit oder Leitungsfunktion","1984","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"Angestellte, hochqualifizierte Tätigkeit oder Leitungsfunktion","1984","66 und älter","kein Migrationshintergrund","","","",""
"Angestellte, hochqualifizierte Tätigkeit oder Leitungsfunktion","1984","66 und älter","direkter Migrationshintergrund","","","",""
"Angestellte, hochqualifizierte Tätigkeit oder Leitungsfunktion","1984","66 und älter","indirekter Migrationshintergrund","","","",""
"Angestellte, umfassende Führungsaufgaben","1984","16-34 Jahre alt","kein Migrationshintergrund","","","",""
"Angestellte, umfassende Führungsaufgaben","1984","16-34 Jahre alt","direkter Migrationshintergrund","","","",""
"Angestellte, umfassende Führungsaufgaben","1984","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"Angestellte, umfassende Führungsaufgaben","1984","35-65 Jahre alt","kein Migrationshintergrund","49","0.0113281001799152","0.0081766640991698","0.0144795362606606"
"Angestellte, umfassende Führungsaufgaben","1984","35-65 Jahre alt","direkter Migrationshintergrund","","","",""
"Angestellte, umfassende Führungsaufgaben","1984","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"Angestellte, umfassende Führungsaufgaben","1984","66 und älter","kein Migrationshintergrund","","","",""
"Angestellte, umfassende Führungsaufgaben","1984","66 und älter","direkter Migrationshintergrund","","","",""
"Angestellte, umfassende Führungsaufgaben","1984","66 und älter","indirekter Migrationshintergrund","","","",""
"Geschäftsführender Gesellschafter und vergl. Angestellte im eigenen Betrieb (ab 2019)","1984","16-34 Jahre alt","kein Migrationshintergrund","","","",""
"Geschäftsführender Gesellschafter und vergl. Angestellte im eigenen Betrieb (ab 2019)","1984","16-34 Jahre alt","direkter Migrationshintergrund","","","",""
"Geschäftsführender Gesellschafter und vergl. Angestellte im eigenen Betrieb (ab 2019)","1984","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"Geschäftsführender Gesellschafter und vergl. Angestellte im eigenen Betrieb (ab 2019)","1984","35-65 Jahre alt","kein Migrationshintergrund","","","",""
"Geschäftsführender Gesellschafter und vergl. Angestellte im eigenen Betrieb (ab 2019)","1984","35-65 Jahre alt","direkter Migrationshintergrund","","","",""
"Geschäftsführender Gesellschafter und vergl. Angestellte im eigenen Betrieb (ab 2019)","1984","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"Geschäftsführender Gesellschafter und vergl. Angestellte im eigenen Betrieb (ab 2019)","1984","66 und älter","kein Migrationshintergrund","","","",""
"Geschäftsführender Gesellschafter und vergl. Angestellte im eigenen Betrieb (ab 2019)","1984","66 und älter","direkter Migrationshintergrund","","","",""
"Geschäftsführender Gesellschafter und vergl. Angestellte im eigenen Betrieb (ab 2019)","1984","66 und älter","indirekter Migrationshintergrund","","","",""
"Beamte, einfacher Dienst","1984","16-34 Jahre alt","kein Migrationshintergrund","","","",""
"Beamte, einfacher Dienst","1984","16-34 Jahre alt","direkter Migrationshintergrund","","","",""
"Beamte, einfacher Dienst","1984","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"Beamte, einfacher Dienst","1984","35-65 Jahre alt","kein Migrationshintergrund","","","",""
"Beamte, einfacher Dienst","1984","35-65 Jahre alt","direkter Migrationshintergrund","","","",""
"Beamte, einfacher Dienst","1984","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"Beamte, einfacher Dienst","1984","66 und älter","kein Migrationshintergrund","","","",""
"Beamte, einfacher Dienst","1984","66 und älter","direkter Migrationshintergrund","","","",""
"Beamte, einfacher Dienst","1984","66 und älter","indirekter Migrationshintergrund","","","",""
"Beamte, mittlerer Dienst","1984","16-34 Jahre alt","kein Migrationshintergrund","79","0.024729579276022","0.0192706355147785","0.0301885230372654"
"Beamte, mittlerer Dienst","1984","16-34 Jahre alt","direkter Migrationshintergrund","","","",""
"Beamte, mittlerer Dienst","1984","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"Beamte, mittlerer Dienst","1984","35-65 Jahre alt","kein Migrationshintergrund","80","0.0179872874840306","0.0140295657127478","0.0219450092553133"
"Beamte, mittlerer Dienst","1984","35-65 Jahre alt","direkter Migrationshintergrund","","","",""
"Beamte, mittlerer Dienst","1984","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
