"pgstib","year","bildungsniveau","sex","n","percent","lower_confidence","upper_confidence"
"sonstige selbständiger","1984","(Fach-)Abitur","maennlich","","","",""
"sonstige selbständiger","1984","(Fach-)Abitur","weiblich","","","",""
"sonstige selbständiger","1984","AkademikerInnen","maennlich","","","",""
"sonstige selbständiger","1984","AkademikerInnen","weiblich","","","",""
"sonstige selbständiger, ohne Mitarbeiter (ab 1997)","1984","(noch) kein Abschluss","maennlich","","","",""
"sonstige selbständiger, ohne Mitarbeiter (ab 1997)","1984","(noch) kein Abschluss","weiblich","","","",""
"sonstige selbständiger, ohne Mitarbeiter (ab 1997)","1984","Hauptschulabschluss","maennlich","","","",""
"sonstige selbständiger, ohne Mitarbeiter (ab 1997)","1984","Hauptschulabschluss","weiblich","","","",""
"sonstige selbständiger, ohne Mitarbeiter (ab 1997)","1984","Realschulabschluss","maennlich","","","",""
"sonstige selbständiger, ohne Mitarbeiter (ab 1997)","1984","Realschulabschluss","weiblich","","","",""
"sonstige selbständiger, ohne Mitarbeiter (ab 1997)","1984","(Fach-)Abitur","maennlich","","","",""
"sonstige selbständiger, ohne Mitarbeiter (ab 1997)","1984","(Fach-)Abitur","weiblich","","","",""
"sonstige selbständiger, ohne Mitarbeiter (ab 1997)","1984","AkademikerInnen","maennlich","","","",""
"sonstige selbständiger, ohne Mitarbeiter (ab 1997)","1984","AkademikerInnen","weiblich","","","",""
"sonstige selbständiger, 1-9 Mitarbeiter (ab 1997)","1984","(noch) kein Abschluss","maennlich","","","",""
"sonstige selbständiger, 1-9 Mitarbeiter (ab 1997)","1984","(noch) kein Abschluss","weiblich","","","",""
"sonstige selbständiger, 1-9 Mitarbeiter (ab 1997)","1984","Hauptschulabschluss","maennlich","","","",""
"sonstige selbständiger, 1-9 Mitarbeiter (ab 1997)","1984","Hauptschulabschluss","weiblich","","","",""
"sonstige selbständiger, 1-9 Mitarbeiter (ab 1997)","1984","Realschulabschluss","maennlich","","","",""
"sonstige selbständiger, 1-9 Mitarbeiter (ab 1997)","1984","Realschulabschluss","weiblich","","","",""
"sonstige selbständiger, 1-9 Mitarbeiter (ab 1997)","1984","(Fach-)Abitur","maennlich","","","",""
"sonstige selbständiger, 1-9 Mitarbeiter (ab 1997)","1984","(Fach-)Abitur","weiblich","","","",""
"sonstige selbständiger, 1-9 Mitarbeiter (ab 1997)","1984","AkademikerInnen","maennlich","","","",""
"sonstige selbständiger, 1-9 Mitarbeiter (ab 1997)","1984","AkademikerInnen","weiblich","","","",""
"sonstige selbständiger, 10+ Mitarbeiter","1984","(noch) kein Abschluss","maennlich","","","",""
"sonstige selbständiger, 10+ Mitarbeiter","1984","(noch) kein Abschluss","weiblich","","","",""
"sonstige selbständiger, 10+ Mitarbeiter","1984","Hauptschulabschluss","maennlich","","","",""
"sonstige selbständiger, 10+ Mitarbeiter","1984","Hauptschulabschluss","weiblich","","","",""
"sonstige selbständiger, 10+ Mitarbeiter","1984","Realschulabschluss","maennlich","","","",""
"sonstige selbständiger, 10+ Mitarbeiter","1984","Realschulabschluss","weiblich","","","",""
"sonstige selbständiger, 10+ Mitarbeiter","1984","(Fach-)Abitur","maennlich","","","",""
"sonstige selbständiger, 10+ Mitarbeiter","1984","(Fach-)Abitur","weiblich","","","",""
"sonstige selbständiger, 10+ Mitarbeiter","1984","AkademikerInnen","maennlich","","","",""
"sonstige selbständiger, 10+ Mitarbeiter","1984","AkademikerInnen","weiblich","","","",""
"mithelfende Familienangehörige","1984","(noch) kein Abschluss","maennlich","","","",""
"mithelfende Familienangehörige","1984","(noch) kein Abschluss","weiblich","","","",""
"mithelfende Familienangehörige","1984","Hauptschulabschluss","maennlich","","","",""
"mithelfende Familienangehörige","1984","Hauptschulabschluss","weiblich","32","0.00742376797856835","0.00468035900367735","0.0101671769534593"
"mithelfende Familienangehörige","1984","Realschulabschluss","maennlich","","","",""
"mithelfende Familienangehörige","1984","Realschulabschluss","weiblich","","","",""
"mithelfende Familienangehörige","1984","(Fach-)Abitur","maennlich","","","",""
"mithelfende Familienangehörige","1984","(Fach-)Abitur","weiblich","","","",""
"mithelfende Familienangehörige","1984","AkademikerInnen","maennlich","","","",""
"mithelfende Familienangehörige","1984","AkademikerInnen","weiblich","","","",""
"Angestellte, Industrie- und Werkmeister","1984","(noch) kein Abschluss","maennlich","","","",""
"Angestellte, Industrie- und Werkmeister","1984","(noch) kein Abschluss","weiblich","","","",""
"Angestellte, Industrie- und Werkmeister","1984","Hauptschulabschluss","maennlich","44","0.0148138669092414","0.0108218392848309","0.0188058945336519"
"Angestellte, Industrie- und Werkmeister","1984","Hauptschulabschluss","weiblich","","","",""
"Angestellte, Industrie- und Werkmeister","1984","Realschulabschluss","maennlich","","","",""
"Angestellte, Industrie- und Werkmeister","1984","Realschulabschluss","weiblich","","","",""
"Angestellte, Industrie- und Werkmeister","1984","(Fach-)Abitur","maennlich","","","",""
"Angestellte, Industrie- und Werkmeister","1984","(Fach-)Abitur","weiblich","","","",""
"Angestellte, Industrie- und Werkmeister","1984","AkademikerInnen","maennlich","","","",""
"Angestellte, Industrie- und Werkmeister","1984","AkademikerInnen","weiblich","","","",""
"Angestellte, einfache Tätigkeit (bis 1990)","1984","(noch) kein Abschluss","maennlich","","","",""
"Angestellte, einfache Tätigkeit (bis 1990)","1984","(noch) kein Abschluss","weiblich","","","",""
"Angestellte, einfache Tätigkeit (bis 1990)","1984","Hauptschulabschluss","maennlich","77","0.0236270060059133","0.0186080614442341","0.0286459505675926"
"Angestellte, einfache Tätigkeit (bis 1990)","1984","Hauptschulabschluss","weiblich","334","0.0846335749726825","0.0757381795821936","0.0935289703631715"
"Angestellte, einfache Tätigkeit (bis 1990)","1984","Realschulabschluss","maennlich","","","",""
"Angestellte, einfache Tätigkeit (bis 1990)","1984","Realschulabschluss","weiblich","112","0.0942933825253028","0.0770236295115154","0.11156313553909"
"Angestellte, einfache Tätigkeit (bis 1990)","1984","(Fach-)Abitur","maennlich","","","",""
"Angestellte, einfache Tätigkeit (bis 1990)","1984","(Fach-)Abitur","weiblich","","","",""
"Angestellte, einfache Tätigkeit (bis 1990)","1984","AkademikerInnen","maennlich","","","",""
"Angestellte, einfache Tätigkeit (bis 1990)","1984","AkademikerInnen","weiblich","","","",""
"Angestellte, einfache Tätigkeit ohne Ausbildungsabschluss (ab 1991)","1984","(noch) kein Abschluss","maennlich","","","",""
"Angestellte, einfache Tätigkeit ohne Ausbildungsabschluss (ab 1991)","1984","(noch) kein Abschluss","weiblich","","","",""
"Angestellte, einfache Tätigkeit ohne Ausbildungsabschluss (ab 1991)","1984","Hauptschulabschluss","maennlich","","","",""
"Angestellte, einfache Tätigkeit ohne Ausbildungsabschluss (ab 1991)","1984","Hauptschulabschluss","weiblich","","","",""
"Angestellte, einfache Tätigkeit ohne Ausbildungsabschluss (ab 1991)","1984","Realschulabschluss","maennlich","","","",""
"Angestellte, einfache Tätigkeit ohne Ausbildungsabschluss (ab 1991)","1984","Realschulabschluss","weiblich","","","",""
"Angestellte, einfache Tätigkeit ohne Ausbildungsabschluss (ab 1991)","1984","(Fach-)Abitur","maennlich","","","",""
"Angestellte, einfache Tätigkeit ohne Ausbildungsabschluss (ab 1991)","1984","(Fach-)Abitur","weiblich","","","",""
"Angestellte, einfache Tätigkeit ohne Ausbildungsabschluss (ab 1991)","1984","AkademikerInnen","maennlich","","","",""
"Angestellte, einfache Tätigkeit ohne Ausbildungsabschluss (ab 1991)","1984","AkademikerInnen","weiblich","","","",""
"Angestellte, einfache Tätigkeit mit Ausbildungsabschluss (ab 1991)","1984","(noch) kein Abschluss","maennlich","","","",""
"Angestellte, einfache Tätigkeit mit Ausbildungsabschluss (ab 1991)","1984","(noch) kein Abschluss","weiblich","","","",""
"Angestellte, einfache Tätigkeit mit Ausbildungsabschluss (ab 1991)","1984","Hauptschulabschluss","maennlich","","","",""
"Angestellte, einfache Tätigkeit mit Ausbildungsabschluss (ab 1991)","1984","Hauptschulabschluss","weiblich","","","",""
"Angestellte, einfache Tätigkeit mit Ausbildungsabschluss (ab 1991)","1984","Realschulabschluss","maennlich","","","",""
"Angestellte, einfache Tätigkeit mit Ausbildungsabschluss (ab 1991)","1984","Realschulabschluss","weiblich","","","",""
"Angestellte, einfache Tätigkeit mit Ausbildungsabschluss (ab 1991)","1984","(Fach-)Abitur","maennlich","","","",""
"Angestellte, einfache Tätigkeit mit Ausbildungsabschluss (ab 1991)","1984","(Fach-)Abitur","weiblich","","","",""
"Angestellte, einfache Tätigkeit mit Ausbildungsabschluss (ab 1991)","1984","AkademikerInnen","maennlich","","","",""
"Angestellte, einfache Tätigkeit mit Ausbildungsabschluss (ab 1991)","1984","AkademikerInnen","weiblich","","","",""
"Angestellte, qualifizierte Tätigkeit","1984","(noch) kein Abschluss","maennlich","","","",""
"Angestellte, qualifizierte Tätigkeit","1984","(noch) kein Abschluss","weiblich","","","",""
"Angestellte, qualifizierte Tätigkeit","1984","Hauptschulabschluss","maennlich","253","0.0828926309601691","0.0737815852178951","0.0920036767024431"
"Angestellte, qualifizierte Tätigkeit","1984","Hauptschulabschluss","weiblich","227","0.0610250935932533","0.0533748080646598","0.0686753791218467"
"Angestellte, qualifizierte Tätigkeit","1984","Realschulabschluss","maennlich","135","0.178436686199619","0.151652660300894","0.205220712098344"
"Angestellte, qualifizierte Tätigkeit","1984","Realschulabschluss","weiblich","293","0.24825079414226","0.222721808406759","0.27377977987776"
"Angestellte, qualifizierte Tätigkeit","1984","(Fach-)Abitur","maennlich","45","0.0939979884341725","0.0688184884828521","0.119177488385493"
"Angestellte, qualifizierte Tätigkeit","1984","(Fach-)Abitur","weiblich","57","0.195668989578931","0.154107368695668","0.237230610462194"
"Angestellte, qualifizierte Tätigkeit","1984","AkademikerInnen","maennlich","52","0.0967399656172479","0.0717382212741833","0.121741709960313"
"Angestellte, qualifizierte Tätigkeit","1984","AkademikerInnen","weiblich","","","",""
"Angestellte, hochqualifizierte Tätigkeit oder Leitungsfunktion","1984","(noch) kein Abschluss","maennlich","","","",""
"Angestellte, hochqualifizierte Tätigkeit oder Leitungsfunktion","1984","(noch) kein Abschluss","weiblich","","","",""
"Angestellte, hochqualifizierte Tätigkeit oder Leitungsfunktion","1984","Hauptschulabschluss","maennlich","66","0.0218770344665152","0.017043207202356","0.0267108617306745"
"Angestellte, hochqualifizierte Tätigkeit oder Leitungsfunktion","1984","Hauptschulabschluss","weiblich","","","",""
"Angestellte, hochqualifizierte Tätigkeit oder Leitungsfunktion","1984","Realschulabschluss","maennlich","74","0.0902519097957381","0.0702070954005146","0.110296724190962"
"Angestellte, hochqualifizierte Tätigkeit oder Leitungsfunktion","1984","Realschulabschluss","weiblich","","","",""
"Angestellte, hochqualifizierte Tätigkeit oder Leitungsfunktion","1984","(Fach-)Abitur","maennlich","","","",""
"Angestellte, hochqualifizierte Tätigkeit oder Leitungsfunktion","1984","(Fach-)Abitur","weiblich","","","",""
"Angestellte, hochqualifizierte Tätigkeit oder Leitungsfunktion","1984","AkademikerInnen","maennlich","147","0.274402474446556","0.236662390977863","0.312142557915249"
"Angestellte, hochqualifizierte Tätigkeit oder Leitungsfunktion","1984","AkademikerInnen","weiblich","35","0.131526183873902","0.0899623397754576","0.173090027972347"
"Angestellte, umfassende Führungsaufgaben","1984","(noch) kein Abschluss","maennlich","","","",""
"Angestellte, umfassende Führungsaufgaben","1984","(noch) kein Abschluss","weiblich","","","",""
"Angestellte, umfassende Führungsaufgaben","1984","Hauptschulabschluss","maennlich","","","",""
"Angestellte, umfassende Führungsaufgaben","1984","Hauptschulabschluss","weiblich","","","",""
"Angestellte, umfassende Führungsaufgaben","1984","Realschulabschluss","maennlich","","","",""
"Angestellte, umfassende Führungsaufgaben","1984","Realschulabschluss","weiblich","","","",""
"Angestellte, umfassende Führungsaufgaben","1984","(Fach-)Abitur","maennlich","","","",""
"Angestellte, umfassende Führungsaufgaben","1984","(Fach-)Abitur","weiblich","","","",""
"Angestellte, umfassende Führungsaufgaben","1984","AkademikerInnen","maennlich","","","",""
"Angestellte, umfassende Führungsaufgaben","1984","AkademikerInnen","weiblich","","","",""
"Geschäftsführender Gesellschafter und vergl. Angestellte im eigenen Betrieb (ab 2019)","1984","(noch) kein Abschluss","maennlich","","","",""
"Geschäftsführender Gesellschafter und vergl. Angestellte im eigenen Betrieb (ab 2019)","1984","(noch) kein Abschluss","weiblich","","","",""
"Geschäftsführender Gesellschafter und vergl. Angestellte im eigenen Betrieb (ab 2019)","1984","Hauptschulabschluss","maennlich","","","",""
"Geschäftsführender Gesellschafter und vergl. Angestellte im eigenen Betrieb (ab 2019)","1984","Hauptschulabschluss","weiblich","","","",""
"Geschäftsführender Gesellschafter und vergl. Angestellte im eigenen Betrieb (ab 2019)","1984","Realschulabschluss","maennlich","","","",""
"Geschäftsführender Gesellschafter und vergl. Angestellte im eigenen Betrieb (ab 2019)","1984","Realschulabschluss","weiblich","","","",""
"Geschäftsführender Gesellschafter und vergl. Angestellte im eigenen Betrieb (ab 2019)","1984","(Fach-)Abitur","maennlich","","","",""
"Geschäftsführender Gesellschafter und vergl. Angestellte im eigenen Betrieb (ab 2019)","1984","(Fach-)Abitur","weiblich","","","",""
"Geschäftsführender Gesellschafter und vergl. Angestellte im eigenen Betrieb (ab 2019)","1984","AkademikerInnen","maennlich","","","",""
"Geschäftsführender Gesellschafter und vergl. Angestellte im eigenen Betrieb (ab 2019)","1984","AkademikerInnen","weiblich","","","",""
"Beamte, einfacher Dienst","1984","(noch) kein Abschluss","maennlich","","","",""
"Beamte, einfacher Dienst","1984","(noch) kein Abschluss","weiblich","","","",""
"Beamte, einfacher Dienst","1984","Hauptschulabschluss","maennlich","31","0.00985467895982903","0.00659052313085326","0.0131188347888048"
"Beamte, einfacher Dienst","1984","Hauptschulabschluss","weiblich","","","",""
"Beamte, einfacher Dienst","1984","Realschulabschluss","maennlich","","","",""
"Beamte, einfacher Dienst","1984","Realschulabschluss","weiblich","","","",""
"Beamte, einfacher Dienst","1984","(Fach-)Abitur","maennlich","","","",""
"Beamte, einfacher Dienst","1984","(Fach-)Abitur","weiblich","","","",""
"Beamte, einfacher Dienst","1984","AkademikerInnen","maennlich","","","",""
"Beamte, einfacher Dienst","1984","AkademikerInnen","weiblich","","","",""
"Beamte, mittlerer Dienst","1984","(noch) kein Abschluss","maennlich","","","",""
"Beamte, mittlerer Dienst","1984","(noch) kein Abschluss","weiblich","","","",""
"Beamte, mittlerer Dienst","1984","Hauptschulabschluss","maennlich","72","0.0245762947445191","0.0194600061962374","0.0296925832928008"
"Beamte, mittlerer Dienst","1984","Hauptschulabschluss","weiblich","","","",""
"Beamte, mittlerer Dienst","1984","Realschulabschluss","maennlich","60","0.0718774633300063","0.0538093713532355","0.0899455553067771"
"Beamte, mittlerer Dienst","1984","Realschulabschluss","weiblich","","","",""
"Beamte, mittlerer Dienst","1984","(Fach-)Abitur","maennlich","","","",""
"Beamte, mittlerer Dienst","1984","(Fach-)Abitur","weiblich","","","",""
"Beamte, mittlerer Dienst","1984","AkademikerInnen","maennlich","","","",""
"Beamte, mittlerer Dienst","1984","AkademikerInnen","weiblich","","","",""
"Beamte, gehobener Dienst","1984","(noch) kein Abschluss","maennlich","","","",""
"Beamte, gehobener Dienst","1984","(noch) kein Abschluss","weiblich","","","",""
"Beamte, gehobener Dienst","1984","Hauptschulabschluss","maennlich","","","",""
"Beamte, gehobener Dienst","1984","Hauptschulabschluss","weiblich","","","",""
"Beamte, gehobener Dienst","1984","Realschulabschluss","maennlich","34","0.044080718102776","0.0297209242923001","0.0584405119132518"
"Beamte, gehobener Dienst","1984","Realschulabschluss","weiblich","","","",""
"Beamte, gehobener Dienst","1984","(Fach-)Abitur","maennlich","","","",""
"Beamte, gehobener Dienst","1984","(Fach-)Abitur","weiblich","","","",""
"Beamte, gehobener Dienst","1984","AkademikerInnen","maennlich","43","0.08590227942195","0.0622016649877017","0.109602893856198"
"Beamte, gehobener Dienst","1984","AkademikerInnen","weiblich","39","0.136782615943067","0.0945248265527089","0.179040405333425"
"Beamte, höherer Dienst","1984","(noch) kein Abschluss","maennlich","","","",""
"Beamte, höherer Dienst","1984","(noch) kein Abschluss","weiblich","","","",""
"Beamte, höherer Dienst","1984","Hauptschulabschluss","maennlich","","","",""
"Beamte, höherer Dienst","1984","Hauptschulabschluss","weiblich","","","",""
"Beamte, höherer Dienst","1984","Realschulabschluss","maennlich","","","",""
"Beamte, höherer Dienst","1984","Realschulabschluss","weiblich","","","",""
"Beamte, höherer Dienst","1984","(Fach-)Abitur","maennlich","","","",""
"Beamte, höherer Dienst","1984","(Fach-)Abitur","weiblich","","","",""
"Beamte, höherer Dienst","1984","AkademikerInnen","maennlich","93","0.17387226740854","0.141816977596715","0.205927557220365"
