"pgstib","year","sampreg","n","percent","lower_confidence","upper_confidence"
"Angestellte, einfache Tätigkeit ohne Ausbildungsabschluss (ab 1991)","1986","Ostdeutschland, neue Bundeslaender","","","",""
"Angestellte, einfache Tätigkeit mit Ausbildungsabschluss (ab 1991)","1986","Westdeutschland, alte Bundeslaender","","","",""
"Angestellte, einfache Tätigkeit mit Ausbildungsabschluss (ab 1991)","1986","Ostdeutschland, neue Bundeslaender","","","",""
"Angestellte, qualifizierte Tätigkeit","1986","Westdeutschland, alte Bundeslaender","1058","0.111640679791684","0.105653422992599","0.117627936590769"
"Angestellte, qualifizierte Tätigkeit","1986","Ostdeutschland, neue Bundeslaender","","","",""
"Angestellte, hochqualifizierte Tätigkeit oder Leitungsfunktion","1986","Westdeutschland, alte Bundeslaender","347","0.0361034060771712","0.032556810819249","0.0396500013350934"
"Angestellte, hochqualifizierte Tätigkeit oder Leitungsfunktion","1986","Ostdeutschland, neue Bundeslaender","","","",""
"Angestellte, umfassende Führungsaufgaben","1986","Westdeutschland, alte Bundeslaender","59","0.00587762394196092","0.00442436454218968","0.00733088334173216"
"Angestellte, umfassende Führungsaufgaben","1986","Ostdeutschland, neue Bundeslaender","","","",""
"Geschäftsführender Gesellschafter und vergl. Angestellte im eigenen Betrieb (ab 2019)","1986","Westdeutschland, alte Bundeslaender","","","",""
"Geschäftsführender Gesellschafter und vergl. Angestellte im eigenen Betrieb (ab 2019)","1986","Ostdeutschland, neue Bundeslaender","","","",""
"Beamte, einfacher Dienst","1986","Westdeutschland, alte Bundeslaender","33","0.00363021228086819","0.00248681118506862","0.00477361337666776"
"Beamte, einfacher Dienst","1986","Ostdeutschland, neue Bundeslaender","","","",""
"Beamte, mittlerer Dienst","1986","Westdeutschland, alte Bundeslaender","161","0.0173006061417932","0.01482168151559","0.0197795307679964"
"Beamte, mittlerer Dienst","1986","Ostdeutschland, neue Bundeslaender","","","",""
"Beamte, gehobener Dienst","1986","Westdeutschland, alte Bundeslaender","151","0.0150649665414189","0.0127491177665039","0.017380815316334"
"Beamte, gehobener Dienst","1986","Ostdeutschland, neue Bundeslaender","","","",""
"Beamte, höherer Dienst","1986","Westdeutschland, alte Bundeslaender","102","0.0101088619263922","0.00820705174252293","0.0120106721102615"
"Beamte, höherer Dienst","1986","Ostdeutschland, neue Bundeslaender","","","",""
"nicht erwerbstätig (NE): keine weitere Angaben","1987","Westdeutschland, alte Bundeslaender","1546","0.131307742369788","0.124845909759752","0.137769574979824"
"nicht erwerbstätig (NE): keine weitere Angaben","1987","Ostdeutschland, neue Bundeslaender","","","",""
"NE: in Ausbildung, inkl. Weiterbildung, Berufsausbildung, Lehre","1987","Westdeutschland, alte Bundeslaender","646","0.0495255407276078","0.0453744483360629","0.0536766331191527"
"NE: in Ausbildung, inkl. Weiterbildung, Berufsausbildung, Lehre","1987","Ostdeutschland, neue Bundeslaender","","","",""
"NE: arbeitslos gemeldet","1987","Westdeutschland, alte Bundeslaender","474","0.0368694814213337","0.0332640798146322","0.0404748830280352"
"NE: arbeitslos gemeldet","1987","Ostdeutschland, neue Bundeslaender","","","",""
"NE: Rentner/Rentnerin","1987","Westdeutschland, alte Bundeslaender","1502","0.232918114510981","0.224830879614413","0.24100534940755"
"NE: Rentner/Rentnerin","1987","Ostdeutschland, neue Bundeslaender","","","",""
"NE: Wehr- und Zivildienst","1987","Westdeutschland, alte Bundeslaender","53","0.00587902987727946","0.0044163475563688","0.00734171219819013"
"NE: Wehr- und Zivildienst","1987","Ostdeutschland, neue Bundeslaender","","","",""
"Auszubildende (1984-1999), Lehrlinge (1990 Ost)","1987","Westdeutschland, alte Bundeslaender","422","0.0331749187210579","0.029748373647521","0.0366014637945948"
"Auszubildende (1984-1999), Lehrlinge (1990 Ost)","1987","Ostdeutschland, neue Bundeslaender","","","",""
"Auszubildende, gewerblich-technisch (ab 2000)","1987","Westdeutschland, alte Bundeslaender","","","",""
"Auszubildende, gewerblich-technisch (ab 2000)","1987","Ostdeutschland, neue Bundeslaender","","","",""
"Auszubildende, kaufmännisch (ab 2000)","1987","Westdeutschland, alte Bundeslaender","","","",""
"Auszubildende, kaufmännisch (ab 2000)","1987","Ostdeutschland, neue Bundeslaender","","","",""
"Volontäre, Praktikanten","1987","Westdeutschland, alte Bundeslaender","","","",""
"Volontäre, Praktikanten","1987","Ostdeutschland, neue Bundeslaender","","","",""
"Aspiranten (1990 Ost)","1987","Westdeutschland, alte Bundeslaender","","","",""
"Aspiranten (1990 Ost)","1987","Ostdeutschland, neue Bundeslaender","","","",""
"ungelernter Arbeiter","1987","Westdeutschland, alte Bundeslaender","525","0.0278799493635931","0.0247301455691885","0.0310297531579977"
"ungelernter Arbeiter","1987","Ostdeutschland, neue Bundeslaender","","","",""
"angelernter Arbeiter","1987","Westdeutschland, alte Bundeslaender","1212","0.075174745795229","0.070129952392641","0.080219539197817"
"angelernter Arbeiter","1987","Ostdeutschland, neue Bundeslaender","","","",""
"gelernte und Facharbeiter","1987","Westdeutschland, alte Bundeslaender","968","0.0809966883994472","0.0757766976822871","0.0862166791166072"
"gelernte und Facharbeiter","1987","Ostdeutschland, neue Bundeslaender","","","",""
"Vorarbeiter, Kolonnenführer","1987","Westdeutschland, alte Bundeslaender","110","0.0112381926250974","0.00922135173261567","0.013255033517579"
"Vorarbeiter, Kolonnenführer","1987","Ostdeutschland, neue Bundeslaender","","","",""
"Meister, Polier","1987","Westdeutschland, alte Bundeslaender","42","0.00415079268505965","0.00292069422887018","0.00538089114124913"
"Meister, Polier","1987","Ostdeutschland, neue Bundeslaender","","","",""
"Arbeiter in der Landwirtschaft (1990 Ost)","1987","Westdeutschland, alte Bundeslaender","","","",""
"Arbeiter in der Landwirtschaft (1990 Ost)","1987","Ostdeutschland, neue Bundeslaender","","","",""
"Facharbeiter in der Landwirtschaft (1990 Ost)","1987","Westdeutschland, alte Bundeslaender","","","",""
"Facharbeiter in der Landwirtschaft (1990 Ost)","1987","Ostdeutschland, neue Bundeslaender","","","",""
"Brigadier, Meister in der Landwirtschaft (1990 Ost)","1987","Westdeutschland, alte Bundeslaender","","","",""
"Brigadier, Meister in der Landwirtschaft (1990 Ost)","1987","Ostdeutschland, neue Bundeslaender","","","",""
"höhere Leitungsfunktion in der Landwirtschaft (1990 Ost)","1987","Westdeutschland, alte Bundeslaender","","","",""
"höhere Leitungsfunktion in der Landwirtschaft (1990 Ost)","1987","Ostdeutschland, neue Bundeslaender","","","",""
"selbständiger Landwirt","1987","Westdeutschland, alte Bundeslaender","51","0.00596622552328976","0.00449280076102898","0.00743965028555054"
"selbständiger Landwirt","1987","Ostdeutschland, neue Bundeslaender","","","",""
"selbständiger Landwirt ohne Mitarbeiter (ab 2000)","1987","Westdeutschland, alte Bundeslaender","","","",""
"selbständiger Landwirt ohne Mitarbeiter (ab 2000)","1987","Ostdeutschland, neue Bundeslaender","","","",""
"selbständiger Landwirt 1-9 Mitarbeiter (ab 2000)","1987","Westdeutschland, alte Bundeslaender","","","",""
"selbständiger Landwirt 1-9 Mitarbeiter (ab 2000)","1987","Ostdeutschland, neue Bundeslaender","","","",""
"selbständiger Landwirt 10+ Mitarbeiter (ab 2000)","1987","Westdeutschland, alte Bundeslaender","","","",""
"selbständiger Landwirt 10+ Mitarbeiter (ab 2000)","1987","Ostdeutschland, neue Bundeslaender","","","",""
"Freiberufler, Akademiker","1987","Westdeutschland, alte Bundeslaender","107","0.0113034553701856","0.00928083358217405","0.0133260771581971"
"Freiberufler, Akademiker","1987","Ostdeutschland, neue Bundeslaender","","","",""
"Freiberufler, Akademiker ohne Mitarbeiter (ab 2000)","1987","Westdeutschland, alte Bundeslaender","","","",""
"Freiberufler, Akademiker ohne Mitarbeiter (ab 2000)","1987","Ostdeutschland, neue Bundeslaender","","","",""
"Freiberufler, Akademiker, 1-9 Mitarbeiter (ab 2000)","1987","Westdeutschland, alte Bundeslaender","","","",""
"Freiberufler, Akademiker, 1-9 Mitarbeiter (ab 2000)","1987","Ostdeutschland, neue Bundeslaender","","","",""
"Freiberufler, Akademiker, 10+ Mitarbeiter (ab 2000)","1987","Westdeutschland, alte Bundeslaender","","","",""
"Freiberufler, Akademiker, 10+ Mitarbeiter (ab 2000)","1987","Ostdeutschland, neue Bundeslaender","","","",""
"sonstige selbständiger","1987","Westdeutschland, alte Bundeslaender","278","0.0261027940672718","0.0230522477767839","0.0291533403577598"
"sonstige selbständiger","1987","Ostdeutschland, neue Bundeslaender","","","",""
"sonstige selbständiger, ohne Mitarbeiter (ab 1997)","1987","Westdeutschland, alte Bundeslaender","","","",""
"sonstige selbständiger, ohne Mitarbeiter (ab 1997)","1987","Ostdeutschland, neue Bundeslaender","","","",""
"sonstige selbständiger, 1-9 Mitarbeiter (ab 1997)","1987","Westdeutschland, alte Bundeslaender","","","",""
"sonstige selbständiger, 1-9 Mitarbeiter (ab 1997)","1987","Ostdeutschland, neue Bundeslaender","","","",""
"sonstige selbständiger, 10+ Mitarbeiter","1987","Westdeutschland, alte Bundeslaender","","","",""
"sonstige selbständiger, 10+ Mitarbeiter","1987","Ostdeutschland, neue Bundeslaender","","","",""
"mithelfende Familienangehörige","1987","Westdeutschland, alte Bundeslaender","67","0.00579887731788959","0.00434614149425495","0.00725161314152424"
"mithelfende Familienangehörige","1987","Ostdeutschland, neue Bundeslaender","","","",""
"Angestellte, Industrie- und Werkmeister","1987","Westdeutschland, alte Bundeslaender","45","0.00476995360700111","0.00345170786212586","0.00608819935187637"
"Angestellte, Industrie- und Werkmeister","1987","Ostdeutschland, neue Bundeslaender","","","",""
"Angestellte, einfache Tätigkeit (bis 1990)","1987","Westdeutschland, alte Bundeslaender","516","0.049875771835267","0.045710795173337","0.0540407484971969"
"Angestellte, einfache Tätigkeit (bis 1990)","1987","Ostdeutschland, neue Bundeslaender","","","",""
"Angestellte, einfache Tätigkeit ohne Ausbildungsabschluss (ab 1991)","1987","Westdeutschland, alte Bundeslaender","","","",""
"Angestellte, einfache Tätigkeit ohne Ausbildungsabschluss (ab 1991)","1987","Ostdeutschland, neue Bundeslaender","","","",""
"Angestellte, einfache Tätigkeit mit Ausbildungsabschluss (ab 1991)","1987","Westdeutschland, alte Bundeslaender","","","",""
"Angestellte, einfache Tätigkeit mit Ausbildungsabschluss (ab 1991)","1987","Ostdeutschland, neue Bundeslaender","","","",""
"Angestellte, qualifizierte Tätigkeit","1987","Westdeutschland, alte Bundeslaender","1031","0.112977489080442","0.106920722442087","0.119034255718797"
"Angestellte, qualifizierte Tätigkeit","1987","Ostdeutschland, neue Bundeslaender","","","",""
"Angestellte, hochqualifizierte Tätigkeit oder Leitungsfunktion","1987","Westdeutschland, alte Bundeslaender","356","0.0368959753792176","0.0332893282135784","0.0405026225448567"
"Angestellte, hochqualifizierte Tätigkeit oder Leitungsfunktion","1987","Ostdeutschland, neue Bundeslaender","","","",""
"Angestellte, umfassende Führungsaufgaben","1987","Westdeutschland, alte Bundeslaender","46","0.00471163309945903","0.00340143261067062","0.00602183358824744"
"Angestellte, umfassende Führungsaufgaben","1987","Ostdeutschland, neue Bundeslaender","","","",""
"Geschäftsführender Gesellschafter und vergl. Angestellte im eigenen Betrieb (ab 2019)","1987","Westdeutschland, alte Bundeslaender","","","",""
"Geschäftsführender Gesellschafter und vergl. Angestellte im eigenen Betrieb (ab 2019)","1987","Ostdeutschland, neue Bundeslaender","","","",""
"Beamte, einfacher Dienst","1987","Westdeutschland, alte Bundeslaender","37","0.00394724951052907","0.00274756784852832","0.00514693117252981"
"Beamte, einfacher Dienst","1987","Ostdeutschland, neue Bundeslaender","","","",""
"Beamte, mittlerer Dienst","1987","Westdeutschland, alte Bundeslaender","159","0.0176503067696968","0.0151309669731175","0.0201696465662761"
"Beamte, mittlerer Dienst","1987","Ostdeutschland, neue Bundeslaender","","","",""
"Beamte, gehobener Dienst","1987","Westdeutschland, alte Bundeslaender","146","0.015077834794555","0.0127462672198736","0.0174094023692363"
"Beamte, gehobener Dienst","1987","Ostdeutschland, neue Bundeslaender","","","",""
"Beamte, höherer Dienst","1987","Westdeutschland, alte Bundeslaender","102","0.0101450743420307","0.00822777045700484","0.0120623782270565"
"Beamte, höherer Dienst","1987","Ostdeutschland, neue Bundeslaender","","","",""
"nicht erwerbstätig (NE): keine weitere Angaben","1988","Westdeutschland, alte Bundeslaender","1485","0.127044290777093","0.120518799312753","0.133569782241433"
"nicht erwerbstätig (NE): keine weitere Angaben","1988","Ostdeutschland, neue Bundeslaender","","","",""
"NE: in Ausbildung, inkl. Weiterbildung, Berufsausbildung, Lehre","1988","Westdeutschland, alte Bundeslaender","573","0.0508915502075125","0.0465850913294814","0.0551980090855436"
"NE: in Ausbildung, inkl. Weiterbildung, Berufsausbildung, Lehre","1988","Ostdeutschland, neue Bundeslaender","","","",""
"NE: arbeitslos gemeldet","1988","Westdeutschland, alte Bundeslaender","457","0.0381961104396849","0.0344403975968351","0.0419518232825347"
"NE: arbeitslos gemeldet","1988","Ostdeutschland, neue Bundeslaender","","","",""
"NE: Rentner/Rentnerin","1988","Westdeutschland, alte Bundeslaender","1471","0.235939813182666","0.227620184465915","0.244259441899416"
"NE: Rentner/Rentnerin","1988","Ostdeutschland, neue Bundeslaender","","","",""
"NE: Wehr- und Zivildienst","1988","Westdeutschland, alte Bundeslaender","55","0.00599834069604462","0.00448530677772648","0.00751137461436276"
"NE: Wehr- und Zivildienst","1988","Ostdeutschland, neue Bundeslaender","","","",""
"Auszubildende (1984-1999), Lehrlinge (1990 Ost)","1988","Westdeutschland, alte Bundeslaender","412","0.031496874618398","0.028074529612008","0.034919219624788"
"Auszubildende (1984-1999), Lehrlinge (1990 Ost)","1988","Ostdeutschland, neue Bundeslaender","","","",""
"Auszubildende, gewerblich-technisch (ab 2000)","1988","Westdeutschland, alte Bundeslaender","","","",""
"Auszubildende, gewerblich-technisch (ab 2000)","1988","Ostdeutschland, neue Bundeslaender","","","",""
"Auszubildende, kaufmännisch (ab 2000)","1988","Westdeutschland, alte Bundeslaender","","","",""
"Auszubildende, kaufmännisch (ab 2000)","1988","Ostdeutschland, neue Bundeslaender","","","",""
"Volontäre, Praktikanten","1988","Westdeutschland, alte Bundeslaender","","","",""
"Volontäre, Praktikanten","1988","Ostdeutschland, neue Bundeslaender","","","",""
"Aspiranten (1990 Ost)","1988","Westdeutschland, alte Bundeslaender","","","",""
"Aspiranten (1990 Ost)","1988","Ostdeutschland, neue Bundeslaender","","","",""
"ungelernter Arbeiter","1988","Westdeutschland, alte Bundeslaender","554","0.0281239874112841","0.0248844468381951","0.031363527984373"
"ungelernter Arbeiter","1988","Ostdeutschland, neue Bundeslaender","","","",""
"angelernter Arbeiter","1988","Westdeutschland, alte Bundeslaender","1026","0.0660871667924428","0.0612191587953181","0.0709551747895676"
"angelernter Arbeiter","1988","Ostdeutschland, neue Bundeslaender","","","",""
"gelernte und Facharbeiter","1988","Westdeutschland, alte Bundeslaender","953","0.0836342923284326","0.0782097119080527","0.0890588727488126"
"gelernte und Facharbeiter","1988","Ostdeutschland, neue Bundeslaender","","","",""
"Vorarbeiter, Kolonnenführer","1988","Westdeutschland, alte Bundeslaender","105","0.0104961170056283","0.00849918798892437","0.0124930460223322"
"Vorarbeiter, Kolonnenführer","1988","Ostdeutschland, neue Bundeslaender","","","",""
"Meister, Polier","1988","Westdeutschland, alte Bundeslaender","40","0.00423164010871551","0.00295968123852923","0.00550359897890179"
"Meister, Polier","1988","Ostdeutschland, neue Bundeslaender","","","",""
"Arbeiter in der Landwirtschaft (1990 Ost)","1988","Westdeutschland, alte Bundeslaender","","","",""
"Arbeiter in der Landwirtschaft (1990 Ost)","1988","Ostdeutschland, neue Bundeslaender","","","",""
"Facharbeiter in der Landwirtschaft (1990 Ost)","1988","Westdeutschland, alte Bundeslaender","","","",""
"Facharbeiter in der Landwirtschaft (1990 Ost)","1988","Ostdeutschland, neue Bundeslaender","","","",""
"Brigadier, Meister in der Landwirtschaft (1990 Ost)","1988","Westdeutschland, alte Bundeslaender","","","",""
"Brigadier, Meister in der Landwirtschaft (1990 Ost)","1988","Ostdeutschland, neue Bundeslaender","","","",""
"höhere Leitungsfunktion in der Landwirtschaft (1990 Ost)","1988","Westdeutschland, alte Bundeslaender","","","",""
"höhere Leitungsfunktion in der Landwirtschaft (1990 Ost)","1988","Ostdeutschland, neue Bundeslaender","","","",""
"selbständiger Landwirt","1988","Westdeutschland, alte Bundeslaender","60","0.00716961877180383","0.00551641987975588","0.00882281766385178"
"selbständiger Landwirt","1988","Ostdeutschland, neue Bundeslaender","","","",""
