"ple0044_h","year","bula_h","migback","n","percent","lower_confidence_percent","upper_confidence_percent"
"Ja","1987","Hamburg","direkter Migrationshintergrund","45","0.724529102513314","0.612417914982737","0.836640290043891"
"Ja","1987","Hamburg","indirekter Migrationshintergrund","2","","",""
"Ja","1987","Hamburg","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","1987","Niedersachsen","kein Migrationshintergrund","627","0.712899549487986","0.683456990447124","0.742342108528847"
"Ja","1987","Niedersachsen","direkter Migrationshintergrund","112","0.651785370167737","0.579746107184135","0.723824633151339"
"Ja","1987","Niedersachsen","indirekter Migrationshintergrund","5","","",""
"Ja","1987","Niedersachsen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","1987","Bremen","kein Migrationshintergrund","58","0.769186892351424","0.675679281393974","0.862694503308873"
"Ja","1987","Bremen","direkter Migrationshintergrund","12","","",""
"Ja","1987","Bremen","indirekter Migrationshintergrund","","","",""
"Ja","1987","Bremen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","1987","Nordrhein-Westfalen","kein Migrationshintergrund","1401","0.724572634185058","0.704875677543623","0.744269590826493"
"Ja","1987","Nordrhein-Westfalen","direkter Migrationshintergrund","549","0.751076178003582","0.720151631000485","0.782000725006679"
"Ja","1987","Nordrhein-Westfalen","indirekter Migrationshintergrund","40","0.849666882126352","0.750603131503111","0.948730632749594"
"Ja","1987","Nordrhein-Westfalen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","1987","Hessen","kein Migrationshintergrund","461","0.736833877130088","0.702610779452076","0.771056974808099"
"Ja","1987","Hessen","direkter Migrationshintergrund","250","0.731748227783752","0.687945217726838","0.775551237840666"
"Ja","1987","Hessen","indirekter Migrationshintergrund","11","","",""
"Ja","1987","Hessen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","1987","Rheinland-Pfalz,Saarland","kein Migrationshintergrund","435","0.731817322033471","0.696804490254174","0.766830153812768"
"Ja","1987","Rheinland-Pfalz,Saarland","direkter Migrationshintergrund","85","0.595523519813391","0.510499976138634","0.680547063488147"
"Ja","1987","Rheinland-Pfalz,Saarland","indirekter Migrationshintergrund","7","","",""
"Ja","1987","Rheinland-Pfalz,Saarland","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","1987","Baden-Württemberg","kein Migrationshintergrund","761","0.689489544584834","0.66258281699282","0.716396272176848"
"Ja","1987","Baden-Württemberg","direkter Migrationshintergrund","525","0.722619574647256","0.690492480715355","0.754746668579158"
"Ja","1987","Baden-Württemberg","indirekter Migrationshintergrund","30","0.557620200913874","0.409170011510608","0.70607039031714"
"Ja","1987","Baden-Württemberg","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","1987","Bayern","kein Migrationshintergrund","878","0.70650524698193","0.681646484839596","0.731364009124265"
"Ja","1987","Bayern","direkter Migrationshintergrund","239","0.686704040054361","0.638386072425674","0.735022007683048"
"Ja","1987","Bayern","indirekter Migrationshintergrund","24","","",""
"Ja","1987","Bayern","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","1987","Saarland","kein Migrationshintergrund","","","",""
"Ja","1987","Saarland","direkter Migrationshintergrund","","","",""
"Ja","1987","Saarland","indirekter Migrationshintergrund","","","",""
"Ja","1987","Saarland","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","1987","Berlin","kein Migrationshintergrund","180","0.782136897289643","0.729582731435876","0.834691063143411"
"Ja","1987","Berlin","direkter Migrationshintergrund","75","0.610338720075546","0.520422517529269","0.700254922621823"
"Ja","1987","Berlin","indirekter Migrationshintergrund","5","","",""
"Ja","1987","Berlin","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","1987","Brandenburg","kein Migrationshintergrund","","","",""
"Ja","1987","Brandenburg","direkter Migrationshintergrund","","","",""
"Ja","1987","Brandenburg","indirekter Migrationshintergrund","","","",""
"Ja","1987","Brandenburg","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","1987","Mecklenburg-Vorpommern","kein Migrationshintergrund","","","",""
"Ja","1987","Mecklenburg-Vorpommern","direkter Migrationshintergrund","","","",""
"Ja","1987","Mecklenburg-Vorpommern","indirekter Migrationshintergrund","","","",""
"Ja","1987","Mecklenburg-Vorpommern","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","1987","Sachsen","kein Migrationshintergrund","","","",""
"Ja","1987","Sachsen","direkter Migrationshintergrund","","","",""
"Ja","1987","Sachsen","indirekter Migrationshintergrund","","","",""
"Ja","1987","Sachsen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","1987","Sachsen-Anhalt","kein Migrationshintergrund","","","",""
"Ja","1987","Sachsen-Anhalt","direkter Migrationshintergrund","","","",""
"Ja","1987","Sachsen-Anhalt","indirekter Migrationshintergrund","","","",""
"Ja","1987","Sachsen-Anhalt","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","1987","Thüringen","kein Migrationshintergrund","","","",""
"Ja","1987","Thüringen","direkter Migrationshintergrund","","","",""
"Ja","1987","Thüringen","indirekter Migrationshintergrund","","","",""
"Ja","1987","Thüringen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","1988","Schleswig-Holstein","kein Migrationshintergrund","82","0.291625831700477","0.236902880961331","0.346348782439623"
"Nein","1988","Schleswig-Holstein","direkter Migrationshintergrund","15","","",""
"Nein","1988","Schleswig-Holstein","indirekter Migrationshintergrund","","","",""
"Nein","1988","Schleswig-Holstein","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","1988","Hamburg","kein Migrationshintergrund","38","0.249955900128582","0.179480234605222","0.320431565651941"
"Nein","1988","Hamburg","direkter Migrationshintergrund","19","","",""
"Nein","1988","Hamburg","indirekter Migrationshintergrund","","","",""
"Nein","1988","Hamburg","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","1988","Niedersachsen","kein Migrationshintergrund","269","0.296575525758807","0.265870107330005","0.327280944187608"
"Nein","1988","Niedersachsen","direkter Migrationshintergrund","46","0.313603253060743","0.24237829919099","0.384828206930496"
"Nein","1988","Niedersachsen","indirekter Migrationshintergrund","4","","",""
"Nein","1988","Niedersachsen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","1988","Bremen","kein Migrationshintergrund","20","","",""
"Nein","1988","Bremen","direkter Migrationshintergrund","9","","",""
"Nein","1988","Bremen","indirekter Migrationshintergrund","1","","",""
"Nein","1988","Bremen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","1988","Nordrhein-Westfalen","kein Migrationshintergrund","577","0.284625928663594","0.264341589643687","0.304910267683502"
"Nein","1988","Nordrhein-Westfalen","direkter Migrationshintergrund","215","0.287651210039693","0.253578028105161","0.321724391974225"
"Nein","1988","Nordrhein-Westfalen","indirekter Migrationshintergrund","19","","",""
"Nein","1988","Nordrhein-Westfalen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","1988","Hessen","kein Migrationshintergrund","161","0.255632959091806","0.22034463514461","0.290921283039002"
"Nein","1988","Hessen","direkter Migrationshintergrund","119","0.26483789980123","0.220118711463807","0.309557088138653"
"Nein","1988","Hessen","indirekter Migrationshintergrund","8","","",""
"Nein","1988","Hessen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","1988","Rheinland-Pfalz,Saarland","kein Migrationshintergrund","170","0.260341163462493","0.225022204832035","0.295660122092951"
"Nein","1988","Rheinland-Pfalz,Saarland","direkter Migrationshintergrund","41","0.319424116661431","0.238651298589482","0.400196934733381"
"Nein","1988","Rheinland-Pfalz,Saarland","indirekter Migrationshintergrund","2","","",""
"Nein","1988","Rheinland-Pfalz,Saarland","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","1988","Baden-Württemberg","kein Migrationshintergrund","351","0.297408749816793","0.270209215966362","0.324608283667224"
"Nein","1988","Baden-Württemberg","direkter Migrationshintergrund","187","0.292877585911245","0.25959046459999","0.326164707222501"
"Nein","1988","Baden-Württemberg","indirekter Migrationshintergrund","15","","",""
"Nein","1988","Baden-Württemberg","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","1988","Bayern","kein Migrationshintergrund","431","0.33816414104846","0.311563085162752","0.364765196934167"
"Nein","1988","Bayern","direkter Migrationshintergrund","105","0.29402857725522","0.246500628590747","0.341556525919693"
"Nein","1988","Bayern","indirekter Migrationshintergrund","13","","",""
"Nein","1988","Bayern","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","1988","Saarland","kein Migrationshintergrund","","","",""
"Nein","1988","Saarland","direkter Migrationshintergrund","","","",""
"Nein","1988","Saarland","indirekter Migrationshintergrund","","","",""
"Nein","1988","Saarland","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","1988","Berlin","kein Migrationshintergrund","70","0.293021089735594","0.233549506425682","0.352492673045506"
"Nein","1988","Berlin","direkter Migrationshintergrund","27","","",""
"Nein","1988","Berlin","indirekter Migrationshintergrund","2","","",""
"Nein","1988","Berlin","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","1988","Brandenburg","kein Migrationshintergrund","","","",""
"Nein","1988","Brandenburg","direkter Migrationshintergrund","","","",""
"Nein","1988","Brandenburg","indirekter Migrationshintergrund","","","",""
"Nein","1988","Brandenburg","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","1988","Mecklenburg-Vorpommern","kein Migrationshintergrund","","","",""
"Nein","1988","Mecklenburg-Vorpommern","direkter Migrationshintergrund","","","",""
"Nein","1988","Mecklenburg-Vorpommern","indirekter Migrationshintergrund","","","",""
"Nein","1988","Mecklenburg-Vorpommern","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","1988","Sachsen","kein Migrationshintergrund","","","",""
"Nein","1988","Sachsen","direkter Migrationshintergrund","","","",""
"Nein","1988","Sachsen","indirekter Migrationshintergrund","","","",""
"Nein","1988","Sachsen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","1988","Sachsen-Anhalt","kein Migrationshintergrund","","","",""
"Nein","1988","Sachsen-Anhalt","direkter Migrationshintergrund","","","",""
"Nein","1988","Sachsen-Anhalt","indirekter Migrationshintergrund","","","",""
"Nein","1988","Sachsen-Anhalt","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","1988","Thüringen","kein Migrationshintergrund","","","",""
"Nein","1988","Thüringen","direkter Migrationshintergrund","","","",""
"Nein","1988","Thüringen","indirekter Migrationshintergrund","","","",""
"Nein","1988","Thüringen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","1988","Schleswig-Holstein","kein Migrationshintergrund","183","0.708374168299523","0.653651217560377","0.763097119038669"
"Ja","1988","Schleswig-Holstein","direkter Migrationshintergrund","28","","",""
"Ja","1988","Schleswig-Holstein","indirekter Migrationshintergrund","2","","",""
"Ja","1988","Schleswig-Holstein","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","1988","Hamburg","kein Migrationshintergrund","107","0.750044099871418","0.679568434348059","0.820519765394778"
"Ja","1988","Hamburg","direkter Migrationshintergrund","32","0.707280073128068","0.582402382642525","0.832157763613612"
"Ja","1988","Hamburg","indirekter Migrationshintergrund","4","","",""
"Ja","1988","Hamburg","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","1988","Niedersachsen","kein Migrationshintergrund","581","0.703424474241193","0.672719055812392","0.734129892669995"
"Ja","1988","Niedersachsen","direkter Migrationshintergrund","117","0.686396746939257","0.615171793069504","0.75762170080901"
"Ja","1988","Niedersachsen","indirekter Migrationshintergrund","10","","",""
"Ja","1988","Niedersachsen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","1988","Bremen","kein Migrationshintergrund","56","0.787258088819357","0.695249919664978","0.879266257973736"
"Ja","1988","Bremen","direkter Migrationshintergrund","10","","",""
"Ja","1988","Bremen","indirekter Migrationshintergrund","1","","",""
"Ja","1988","Bremen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","1988","Nordrhein-Westfalen","kein Migrationshintergrund","1324","0.715374071336406","0.695089732316498","0.735658410356313"
"Ja","1988","Nordrhein-Westfalen","direkter Migrationshintergrund","463","0.712348789960307","0.678275608025775","0.746421971894839"
"Ja","1988","Nordrhein-Westfalen","indirekter Migrationshintergrund","41","0.653749810717225","0.533364564970508","0.774135056463941"
"Ja","1988","Nordrhein-Westfalen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","1988","Hessen","kein Migrationshintergrund","426","0.744367040908194","0.709078716960998","0.77965536485539"
"Ja","1988","Hessen","direkter Migrationshintergrund","255","0.73516210019877","0.690442911861347","0.779881288536193"
"Ja","1988","Hessen","indirekter Migrationshintergrund","13","","",""
"Ja","1988","Hessen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","1988","Rheinland-Pfalz,Saarland","kein Migrationshintergrund","423","0.739658836537507","0.704339877907049","0.774977795167965"
"Ja","1988","Rheinland-Pfalz,Saarland","direkter Migrationshintergrund","87","0.680575883338569","0.599803065266619","0.761348701410518"
"Ja","1988","Rheinland-Pfalz,Saarland","indirekter Migrationshintergrund","6","","",""
"Ja","1988","Rheinland-Pfalz,Saarland","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","1988","Baden-Württemberg","kein Migrationshintergrund","734","0.702591250183207","0.675391716332776","0.729790784033638"
"Ja","1988","Baden-Württemberg","direkter Migrationshintergrund","531","0.707122414088755","0.673835292777499","0.74040953540001"
"Ja","1988","Baden-Württemberg","indirekter Migrationshintergrund","43","0.600389580882294","0.474331970752659","0.726447191011929"
"Ja","1988","Baden-Württemberg","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","1988","Bayern","kein Migrationshintergrund","784","0.66183585895154","0.635234803065832","0.688436914837248"
"Ja","1988","Bayern","direkter Migrationshintergrund","248","0.70597142274478","0.658443474080307","0.753499371409253"
"Ja","1988","Bayern","indirekter Migrationshintergrund","26","","",""
"Ja","1988","Bayern","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","1988","Saarland","kein Migrationshintergrund","","","",""
"Ja","1988","Saarland","direkter Migrationshintergrund","","","",""
"Ja","1988","Saarland","indirekter Migrationshintergrund","","","",""
"Ja","1988","Saarland","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","1988","Berlin","kein Migrationshintergrund","155","0.706978910264406","0.647507326954494","0.766450493574318"
