"religion","year","bildungsniveau","sampreg","n","percent","lower_confidence","upper_confidence"
"andere","2012","Realschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"andere","2012","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"andere","2012","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","","","",""
"andere","2012","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"andere","2012","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"andere","2012","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"katholisch","2013","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","72","0.116602829006693","0.0869494369284142","0.146256221084972"
"katholisch","2013","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"katholisch","2013","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","363","0.23158161884756","0.210388655841447","0.252774581853673"
"katholisch","2013","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"katholisch","2013","Realschulabschluss","Westdeutschland, alte Bundeslaender","122","0.203535926362263","0.16803102986118","0.239040822863347"
"katholisch","2013","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"katholisch","2013","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","281","0.266316725748943","0.240063197217083","0.292570254280803"
"katholisch","2013","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"katholisch","2013","AkademikerInnen","Westdeutschland, alte Bundeslaender","238","0.242916945144083","0.215007891150537","0.27082599913763"
"katholisch","2013","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"evangelisch","2013","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","37","0.0677804986383995","0.0445556278872241","0.0910053693895749"
"evangelisch","2013","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"evangelisch","2013","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","252","0.147367489397629","0.12955918578683","0.165175793008429"
"evangelisch","2013","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"evangelisch","2013","Realschulabschluss","Westdeutschland, alte Bundeslaender","76","0.143481587290681","0.112567882555314","0.174395292026048"
"evangelisch","2013","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"evangelisch","2013","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","143","0.135949659194683","0.115593645439603","0.156305672949763"
"evangelisch","2013","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"evangelisch","2013","AkademikerInnen","Westdeutschland, alte Bundeslaender","91","0.108927462437998","0.0886520512608903","0.129202873615106"
"evangelisch","2013","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"islamische Religionsgemeinschaft","2013","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","174","0.436356482293997","0.390535456396962","0.482177508191033"
"islamische Religionsgemeinschaft","2013","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"islamische Religionsgemeinschaft","2013","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","403","0.336220834530589","0.31248716537427","0.359954503686908"
"islamische Religionsgemeinschaft","2013","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"islamische Religionsgemeinschaft","2013","Realschulabschluss","Westdeutschland, alte Bundeslaender","120","0.310808938856814","0.26999568834958","0.351622189364048"
"islamische Religionsgemeinschaft","2013","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"islamische Religionsgemeinschaft","2013","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","207","0.243394989781481","0.217907646131772","0.26888233343119"
"islamische Religionsgemeinschaft","2013","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"islamische Religionsgemeinschaft","2013","AkademikerInnen","Westdeutschland, alte Bundeslaender","91","0.134858849391477","0.11262945365557","0.157088245127383"
"islamische Religionsgemeinschaft","2013","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"konfessionslos","2013","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","86","0.233732208294082","0.194630889895596","0.272833526692569"
"konfessionslos","2013","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"konfessionslos","2013","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","274","0.181563073461423","0.162196752037171","0.200929394885676"
"konfessionslos","2013","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","50","0.535243822270431","0.443284177147354","0.627203467393509"
"konfessionslos","2013","Realschulabschluss","Westdeutschland, alte Bundeslaender","114","0.247836392860967","0.209762847942464","0.28590993777947"
"konfessionslos","2013","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"konfessionslos","2013","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","245","0.207741613177236","0.183646480409897","0.231836745944575"
"konfessionslos","2013","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","36","0.475419911634331","0.363875629487979","0.586964193780682"
"konfessionslos","2013","AkademikerInnen","Westdeutschland, alte Bundeslaender","294","0.355749404681718","0.32459324272339","0.386905566640046"
"konfessionslos","2013","AkademikerInnen","Ostdeutschland, neue Bundeslaender","58","0.620098341200103","0.524489870075698","0.715706812324509"
"andere","2013","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","81","0.145527981766828","0.112947011766086","0.178108951767569"
"andere","2013","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"andere","2013","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","230","0.103266983762799","0.0879788986822636","0.118555068843334"
"andere","2013","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"andere","2013","Realschulabschluss","Westdeutschland, alte Bundeslaender","62","0.0943371546292748","0.068561525238527","0.120112784020023"
"andere","2013","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"andere","2013","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","213","0.146597012097656","0.125589540258759","0.167604483936553"
"andere","2013","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"andere","2013","AkademikerInnen","Westdeutschland, alte Bundeslaender","193","0.157547338344724","0.133837819746077","0.18125685694337"
"andere","2013","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"katholisch","2014","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","","","",""
"katholisch","2014","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"katholisch","2014","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"katholisch","2014","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"katholisch","2014","Realschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"katholisch","2014","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"katholisch","2014","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","","","",""
"katholisch","2014","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"katholisch","2014","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"katholisch","2014","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"evangelisch","2014","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","","","",""
"evangelisch","2014","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"evangelisch","2014","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"evangelisch","2014","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"evangelisch","2014","Realschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"evangelisch","2014","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"evangelisch","2014","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","","","",""
"evangelisch","2014","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"evangelisch","2014","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"evangelisch","2014","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"islamische Religionsgemeinschaft","2014","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","","","",""
"islamische Religionsgemeinschaft","2014","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"islamische Religionsgemeinschaft","2014","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"islamische Religionsgemeinschaft","2014","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"islamische Religionsgemeinschaft","2014","Realschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"islamische Religionsgemeinschaft","2014","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"islamische Religionsgemeinschaft","2014","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","","","",""
"islamische Religionsgemeinschaft","2014","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"islamische Religionsgemeinschaft","2014","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"islamische Religionsgemeinschaft","2014","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"konfessionslos","2014","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","","","",""
"konfessionslos","2014","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"konfessionslos","2014","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"konfessionslos","2014","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"konfessionslos","2014","Realschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"konfessionslos","2014","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"konfessionslos","2014","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","","","",""
"konfessionslos","2014","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"konfessionslos","2014","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"konfessionslos","2014","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"andere","2014","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","","","",""
"andere","2014","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"andere","2014","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"andere","2014","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"andere","2014","Realschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"andere","2014","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"andere","2014","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","","","",""
"andere","2014","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"andere","2014","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"andere","2014","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"katholisch","2015","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","213","0.290171207426697","0.259625222783035","0.320717192070359"
"katholisch","2015","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"katholisch","2015","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","2474","0.392153237208101","0.380385129765142","0.403921344651059"
"katholisch","2015","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","62","0.0366404487293197","0.0260675934839952","0.0472133039746443"
"katholisch","2015","Realschulabschluss","Westdeutschland, alte Bundeslaender","1496","0.312066085632491","0.298591321467529","0.325540849797454"
"katholisch","2015","Realschulabschluss","Ostdeutschland, neue Bundeslaender","83","0.0303636200763144","0.0228568065154914","0.0378704336371374"
"katholisch","2015","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","1217","0.325067071047518","0.309867285033955","0.340266857061081"
"katholisch","2015","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","45","0.0524860192463132","0.0334464370294634","0.071525601463163"
"katholisch","2015","AkademikerInnen","Westdeutschland, alte Bundeslaender","1545","0.32457427895402","0.311593647692851","0.33755491021519"
"katholisch","2015","AkademikerInnen","Ostdeutschland, neue Bundeslaender","95","0.054002276580237","0.042250537724859","0.0657540154356149"
"evangelisch","2015","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","208","0.268237943412203","0.238418796577274","0.298057090247132"
"evangelisch","2015","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"evangelisch","2015","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","2153","0.349232203222064","0.337741361638785","0.360723044805342"
"evangelisch","2015","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","263","0.248846401895166","0.22451608590678","0.273176717883553"
"evangelisch","2015","Realschulabschluss","Westdeutschland, alte Bundeslaender","1576","0.342704964166445","0.328902237115009","0.356507691217882"
"evangelisch","2015","Realschulabschluss","Ostdeutschland, neue Bundeslaender","379","0.181662018639526","0.164793659965315","0.198530377313736"
"evangelisch","2015","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","1022","0.323543807737399","0.308362574217929","0.338725041256869"
"evangelisch","2015","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","109","0.205244300168429","0.170762084672398","0.239726515664459"
"evangelisch","2015","AkademikerInnen","Westdeutschland, alte Bundeslaender","1461","0.320639449310976","0.307700214196106","0.333578684425846"
"evangelisch","2015","AkademikerInnen","Ostdeutschland, neue Bundeslaender","314","0.212222421644373","0.19096314453387","0.233481698754876"
"islamische Religionsgemeinschaft","2015","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","216","0.238914454691643","0.210214043772095","0.267614865611192"
"islamische Religionsgemeinschaft","2015","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"islamische Religionsgemeinschaft","2015","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","519","0.0558057918303832","0.050272902646608","0.0613386810141584"
"islamische Religionsgemeinschaft","2015","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"islamische Religionsgemeinschaft","2015","Realschulabschluss","Westdeutschland, alte Bundeslaender","151","0.0238829731707885","0.0194425979986904","0.0283233483428867"
"islamische Religionsgemeinschaft","2015","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"islamische Religionsgemeinschaft","2015","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","274","0.057019592163834","0.049494980969938","0.06454420335773"
"islamische Religionsgemeinschaft","2015","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"islamische Religionsgemeinschaft","2015","AkademikerInnen","Westdeutschland, alte Bundeslaender","137","0.0162509451484024","0.0127455947144037","0.0197562955824011"
"islamische Religionsgemeinschaft","2015","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"konfessionslos","2015","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","119","0.149206559023379","0.125226171949155","0.173186946097603"
"konfessionslos","2015","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","80","0.718189726387715","0.637359719597903","0.799019733177526"
"konfessionslos","2015","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","1074","0.171519232597453","0.162433095267673","0.180605369927233"
"konfessionslos","2015","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","849","0.700695019843559","0.674923550661434","0.726466489025683"
"konfessionslos","2015","Realschulabschluss","Westdeutschland, alte Bundeslaender","1149","0.296677353683753","0.283392890024733","0.309961817342774"
"konfessionslos","2015","Realschulabschluss","Ostdeutschland, neue Bundeslaender","1520","0.777196238934594","0.758990806099361","0.795401671769827"
"konfessionslos","2015","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","791","0.238751881821691","0.224917581672941","0.252586181970441"
"konfessionslos","2015","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","346","0.706417106382311","0.667535986932661","0.745298225831962"
"konfessionslos","2015","AkademikerInnen","Westdeutschland, alte Bundeslaender","1470","0.295737809699979","0.283085477749065","0.308390141650893"
"konfessionslos","2015","AkademikerInnen","Ostdeutschland, neue Bundeslaender","962","0.710342734683875","0.686758204104532","0.733927265263217"
"andere","2015","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","92","0.0534698354460776","0.0383282337382975","0.0686114371538577"
"andere","2015","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"andere","2015","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","392","0.0312895351419989","0.0270931221803844","0.0354859481036134"
"andere","2015","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"andere","2015","Realschulabschluss","Westdeutschland, alte Bundeslaender","170","0.0246686233465219","0.0201576207094953","0.0291796259835485"
"andere","2015","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"andere","2015","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","344","0.0556176472295586","0.0481805935825323","0.0630547008765849"
"andere","2015","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"andere","2015","AkademikerInnen","Westdeutschland, alte Bundeslaender","385","0.0427975168866224","0.037186246976566","0.0484087867966788"
"andere","2015","AkademikerInnen","Ostdeutschland, neue Bundeslaender","42","0.0207045260620993","0.0133009665357011","0.0281080855884976"
"katholisch","2016","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","37","0.0713277941669043","0.0576037838087364","0.0850518045250722"
"katholisch","2016","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"katholisch","2016","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","31","0.122623765795896","0.0994860917483281","0.145761439843465"
"katholisch","2016","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"katholisch","2016","Realschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"katholisch","2016","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"katholisch","2016","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","38","0.181654435044496","0.15189945913372","0.211409410955271"
"katholisch","2016","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"katholisch","2016","AkademikerInnen","Westdeutschland, alte Bundeslaender","31","0.0998572779550671","0.0767199190936855","0.122994636816449"
"katholisch","2016","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"evangelisch","2016","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","30","0.0268370311281685","0.0182195480594971","0.0354545141968398"
"evangelisch","2016","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"evangelisch","2016","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"evangelisch","2016","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"evangelisch","2016","Realschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"evangelisch","2016","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"evangelisch","2016","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","","","",""
"evangelisch","2016","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"evangelisch","2016","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"evangelisch","2016","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"islamische Religionsgemeinschaft","2016","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","909","0.632168082699053","0.606454570280953","0.657881595117153"
"islamische Religionsgemeinschaft","2016","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","217","0.723996215873544","0.673746111798209","0.774246319948879"
"islamische Religionsgemeinschaft","2016","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","532","0.54200913331174","0.506863517934793","0.577154748688686"
"islamische Religionsgemeinschaft","2016","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","124","0.59986778224885","0.528096433970875","0.671639130526826"
"islamische Religionsgemeinschaft","2016","Realschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"islamische Religionsgemeinschaft","2016","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"islamische Religionsgemeinschaft","2016","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","459","0.483059598510763","0.444494998643853","0.521624198377673"
"islamische Religionsgemeinschaft","2016","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","76","0.366370571543289","0.280521941999786","0.452219201086791"
"islamische Religionsgemeinschaft","2016","AkademikerInnen","Westdeutschland, alte Bundeslaender","457","0.455924780236204","0.417488238529637","0.494361321942772"
"islamische Religionsgemeinschaft","2016","AkademikerInnen","Ostdeutschland, neue Bundeslaender","87","0.447290196128868","0.360815408480605","0.533764983777132"
"konfessionslos","2016","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","65","0.0807462162970266","0.066218437453264","0.0952739951407891"
"konfessionslos","2016","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","37","0.13733313262201","0.0986411911931873","0.176025074050834"
"konfessionslos","2016","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","50","0.0814194540174685","0.0621281246699424","0.100710783364995"
"konfessionslos","2016","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"konfessionslos","2016","Realschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"konfessionslos","2016","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"konfessionslos","2016","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","39","0.113852358816095","0.0893395943077506","0.13836512332444"
"konfessionslos","2016","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"konfessionslos","2016","AkademikerInnen","Westdeutschland, alte Bundeslaender","58","0.215556518283637","0.183822165667586","0.247290870899688"
"konfessionslos","2016","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"andere","2016","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","310","0.188920875708847","0.168047533015555","0.20979421840214"
"andere","2016","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","44","0.116156000788485","0.0801379726067178","0.152174028970252"
"andere","2016","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","139","0.215169637999341","0.186181665984393","0.24415761001429"
"andere","2016","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","30","0.146129636938854","0.0943824556821703","0.197876818195537"
"andere","2016","Realschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"andere","2016","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"andere","2016","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","82","0.147489707817862","0.12012449016187","0.174854925473853"
"andere","2016","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"andere","2016","AkademikerInnen","Westdeutschland, alte Bundeslaender","79","0.120821126370317","0.0956687921296219","0.145973460611012"
"andere","2016","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"katholisch","2017","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","","","",""
"katholisch","2017","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"katholisch","2017","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"katholisch","2017","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"katholisch","2017","Realschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"katholisch","2017","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"katholisch","2017","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","","","",""
"katholisch","2017","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"katholisch","2017","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"katholisch","2017","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"evangelisch","2017","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","","","",""
"evangelisch","2017","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"evangelisch","2017","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"evangelisch","2017","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"evangelisch","2017","Realschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"evangelisch","2017","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"evangelisch","2017","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","","","",""
"evangelisch","2017","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"evangelisch","2017","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"evangelisch","2017","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"islamische Religionsgemeinschaft","2017","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","838","0.613711848642608","0.585895648197189","0.641528049088026"
"islamische Religionsgemeinschaft","2017","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","78","0.593805400541475","0.500749193620705","0.686861607462245"
"islamische Religionsgemeinschaft","2017","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","430","0.490281040653115","0.448877067241303","0.531685014064927"
"islamische Religionsgemeinschaft","2017","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","45","0.835788623930437","0.739613996805039","0.931963251055835"
"islamische Religionsgemeinschaft","2017","Realschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"islamische Religionsgemeinschaft","2017","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"islamische Religionsgemeinschaft","2017","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","323","0.461561743179043","0.414714253977543","0.508409232380542"
"islamische Religionsgemeinschaft","2017","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","31","0.320675267768533","0.184307013681241","0.457043521855824"
"islamische Religionsgemeinschaft","2017","AkademikerInnen","Westdeutschland, alte Bundeslaender","304","0.364559484021398","0.318529047086978","0.410589920955818"
"islamische Religionsgemeinschaft","2017","AkademikerInnen","Ostdeutschland, neue Bundeslaender","31","0.311886696878482","0.176532964296677","0.447240429460286"
"konfessionslos","2017","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","62","0.0911582988770951","0.0747145025632667","0.107602095190924"
"konfessionslos","2017","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"konfessionslos","2017","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"konfessionslos","2017","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"konfessionslos","2017","Realschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"konfessionslos","2017","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"konfessionslos","2017","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","","","",""
"konfessionslos","2017","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"konfessionslos","2017","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"konfessionslos","2017","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"andere","2017","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","233","0.164145499579565","0.142984328797434","0.185306670361695"
"andere","2017","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"andere","2017","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","69","0.0679809957068035","0.0471331961828169","0.0888287952307902"
"andere","2017","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"andere","2017","Realschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"andere","2017","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"andere","2017","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","49","0.15578947345834","0.12170960586075","0.189869341055929"
"andere","2017","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"andere","2017","AkademikerInnen","Westdeutschland, alte Bundeslaender","54","0.123185739230042","0.0917547923115347","0.154616686148549"
"andere","2017","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"katholisch","2018","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","","","",""
