"religion","year","bula_h","migback","n","percent","lower_confidence","upper_confidence"
"evangelisch","1991","Sachsen-Anhalt","indirekter Migrationshintergrund","","","",""
"evangelisch","1991","Thueringen","kein Migrationshintergrund","215","0.319119827709023","0.283771237485408","0.354468417932639"
"evangelisch","1991","Thueringen","direkter Migrationshintergrund","","","",""
"evangelisch","1991","Thueringen","indirekter Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","1991","Schleswig-Holstein","kein Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","1991","Schleswig-Holstein","direkter Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","1991","Schleswig-Holstein","indirekter Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","1991","Hamburg","kein Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","1991","Hamburg","direkter Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","1991","Hamburg","indirekter Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","1991","Niedersachsen","kein Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","1991","Niedersachsen","direkter Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","1991","Niedersachsen","indirekter Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","1991","Bremen","kein Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","1991","Bremen","direkter Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","1991","Bremen","indirekter Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","1991","Nordrhein-Westfalen","kein Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","1991","Nordrhein-Westfalen","direkter Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","1991","Nordrhein-Westfalen","indirekter Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","1991","Hessen","kein Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","1991","Hessen","direkter Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","1991","Hessen","indirekter Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","1991","Rheinland-Pfalz,Saarland","kein Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","1991","Rheinland-Pfalz,Saarland","direkter Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","1991","Rheinland-Pfalz,Saarland","indirekter Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","1991","Baden-Wuerttemberg","kein Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","1991","Baden-Wuerttemberg","direkter Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","1991","Baden-Wuerttemberg","indirekter Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","1991","Bayern","kein Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","1991","Bayern","direkter Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","1991","Bayern","indirekter Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","1991","Saarland","kein Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","1991","Saarland","direkter Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","1991","Saarland","indirekter Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","1991","Berlin","kein Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","1991","Berlin","direkter Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","1991","Berlin","indirekter Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","1991","Brandenburg","kein Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","1991","Brandenburg","direkter Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","1991","Brandenburg","indirekter Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","1991","Mecklenburg-Vorpommern","kein Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","1991","Mecklenburg-Vorpommern","direkter Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","1991","Mecklenburg-Vorpommern","indirekter Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","1991","Sachsen","kein Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","1991","Sachsen","direkter Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","1991","Sachsen","indirekter Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","1991","Sachsen-Anhalt","kein Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","1991","Sachsen-Anhalt","direkter Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","1991","Sachsen-Anhalt","indirekter Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","1991","Thueringen","kein Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","1991","Thueringen","direkter Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","1991","Thueringen","indirekter Migrationshintergrund","","","",""
"konfessionslos","1991","Schleswig-Holstein","kein Migrationshintergrund","","","",""
"konfessionslos","1991","Schleswig-Holstein","direkter Migrationshintergrund","","","",""
"konfessionslos","1991","Schleswig-Holstein","indirekter Migrationshintergrund","","","",""
"konfessionslos","1991","Hamburg","kein Migrationshintergrund","","","",""
"konfessionslos","1991","Hamburg","direkter Migrationshintergrund","","","",""
"konfessionslos","1991","Hamburg","indirekter Migrationshintergrund","","","",""
"konfessionslos","1991","Niedersachsen","kein Migrationshintergrund","","","",""
"konfessionslos","1991","Niedersachsen","direkter Migrationshintergrund","","","",""
"konfessionslos","1991","Niedersachsen","indirekter Migrationshintergrund","","","",""
"konfessionslos","1991","Bremen","kein Migrationshintergrund","","","",""
"konfessionslos","1991","Bremen","direkter Migrationshintergrund","","","",""
"konfessionslos","1991","Bremen","indirekter Migrationshintergrund","","","",""
"konfessionslos","1991","Nordrhein-Westfalen","kein Migrationshintergrund","","","",""
"konfessionslos","1991","Nordrhein-Westfalen","direkter Migrationshintergrund","","","",""
"konfessionslos","1991","Nordrhein-Westfalen","indirekter Migrationshintergrund","","","",""
"konfessionslos","1991","Hessen","kein Migrationshintergrund","","","",""
"konfessionslos","1991","Hessen","direkter Migrationshintergrund","","","",""
"konfessionslos","1991","Hessen","indirekter Migrationshintergrund","","","",""
"konfessionslos","1991","Rheinland-Pfalz,Saarland","kein Migrationshintergrund","","","",""
"konfessionslos","1991","Rheinland-Pfalz,Saarland","direkter Migrationshintergrund","","","",""
"konfessionslos","1991","Rheinland-Pfalz,Saarland","indirekter Migrationshintergrund","","","",""
"konfessionslos","1991","Baden-Wuerttemberg","kein Migrationshintergrund","","","",""
"konfessionslos","1991","Baden-Wuerttemberg","direkter Migrationshintergrund","","","",""
"konfessionslos","1991","Baden-Wuerttemberg","indirekter Migrationshintergrund","","","",""
"konfessionslos","1991","Bayern","kein Migrationshintergrund","","","",""
"konfessionslos","1991","Bayern","direkter Migrationshintergrund","","","",""
"konfessionslos","1991","Bayern","indirekter Migrationshintergrund","","","",""
"konfessionslos","1991","Saarland","kein Migrationshintergrund","","","",""
"konfessionslos","1991","Saarland","direkter Migrationshintergrund","","","",""
"konfessionslos","1991","Saarland","indirekter Migrationshintergrund","","","",""
"konfessionslos","1991","Berlin","kein Migrationshintergrund","204","0.731745815286677","0.677473108142895","0.786018522430458"
"konfessionslos","1991","Berlin","direkter Migrationshintergrund","","","",""
"konfessionslos","1991","Berlin","indirekter Migrationshintergrund","","","",""
"konfessionslos","1991","Brandenburg","kein Migrationshintergrund","470","0.68305949316534","0.647615941361262","0.718503044969419"
"konfessionslos","1991","Brandenburg","direkter Migrationshintergrund","","","",""
"konfessionslos","1991","Brandenburg","indirekter Migrationshintergrund","","","",""
"konfessionslos","1991","Mecklenburg-Vorpommern","kein Migrationshintergrund","313","0.653772853965017","0.610057259096314","0.69748844883372"
"konfessionslos","1991","Mecklenburg-Vorpommern","direkter Migrationshintergrund","","","",""
"konfessionslos","1991","Mecklenburg-Vorpommern","indirekter Migrationshintergrund","","","",""
"konfessionslos","1991","Sachsen","kein Migrationshintergrund","779","0.632032911787996","0.604667486358055","0.659398337217938"
"konfessionslos","1991","Sachsen","direkter Migrationshintergrund","","","",""
"konfessionslos","1991","Sachsen","indirekter Migrationshintergrund","","","",""
"konfessionslos","1991","Sachsen-Anhalt","kein Migrationshintergrund","558","0.723123628639062","0.691457160145912","0.754790097132212"
"konfessionslos","1991","Sachsen-Anhalt","direkter Migrationshintergrund","","","",""
"konfessionslos","1991","Sachsen-Anhalt","indirekter Migrationshintergrund","","","",""
"konfessionslos","1991","Thueringen","kein Migrationshintergrund","381","0.568246906988417","0.530685130094949","0.605808683881886"
"konfessionslos","1991","Thueringen","direkter Migrationshintergrund","","","",""
"konfessionslos","1991","Thueringen","indirekter Migrationshintergrund","","","",""
"andere","1991","Schleswig-Holstein","kein Migrationshintergrund","","","",""
"andere","1991","Schleswig-Holstein","direkter Migrationshintergrund","","","",""
"andere","1991","Schleswig-Holstein","indirekter Migrationshintergrund","","","",""
"andere","1991","Hamburg","kein Migrationshintergrund","","","",""
"andere","1991","Hamburg","direkter Migrationshintergrund","","","",""
"andere","1991","Hamburg","indirekter Migrationshintergrund","","","",""
"andere","1991","Niedersachsen","kein Migrationshintergrund","","","",""
"andere","1991","Niedersachsen","direkter Migrationshintergrund","","","",""
"andere","1991","Niedersachsen","indirekter Migrationshintergrund","","","",""
"andere","1991","Bremen","kein Migrationshintergrund","","","",""
"andere","1991","Bremen","direkter Migrationshintergrund","","","",""
"andere","1991","Bremen","indirekter Migrationshintergrund","","","",""
"andere","1991","Nordrhein-Westfalen","kein Migrationshintergrund","","","",""
"andere","1991","Nordrhein-Westfalen","direkter Migrationshintergrund","","","",""
"andere","1991","Nordrhein-Westfalen","indirekter Migrationshintergrund","","","",""
"andere","1991","Hessen","kein Migrationshintergrund","","","",""
"andere","1991","Hessen","direkter Migrationshintergrund","","","",""
"andere","1991","Hessen","indirekter Migrationshintergrund","","","",""
"andere","1991","Rheinland-Pfalz,Saarland","kein Migrationshintergrund","","","",""
"andere","1991","Rheinland-Pfalz,Saarland","direkter Migrationshintergrund","","","",""
"andere","1991","Rheinland-Pfalz,Saarland","indirekter Migrationshintergrund","","","",""
"andere","1991","Baden-Wuerttemberg","kein Migrationshintergrund","","","",""
"andere","1991","Baden-Wuerttemberg","direkter Migrationshintergrund","","","",""
"andere","1991","Baden-Wuerttemberg","indirekter Migrationshintergrund","","","",""
"andere","1991","Bayern","kein Migrationshintergrund","","","",""
"andere","1991","Bayern","direkter Migrationshintergrund","","","",""
"andere","1991","Bayern","indirekter Migrationshintergrund","","","",""
"andere","1991","Saarland","kein Migrationshintergrund","","","",""
"andere","1991","Saarland","direkter Migrationshintergrund","","","",""
"andere","1991","Saarland","indirekter Migrationshintergrund","","","",""
"andere","1991","Berlin","kein Migrationshintergrund","","","",""
"andere","1991","Berlin","direkter Migrationshintergrund","","","",""
"andere","1991","Berlin","indirekter Migrationshintergrund","","","",""
"andere","1991","Brandenburg","kein Migrationshintergrund","","","",""
"andere","1991","Brandenburg","direkter Migrationshintergrund","","","",""
"andere","1991","Brandenburg","indirekter Migrationshintergrund","","","",""
"andere","1991","Mecklenburg-Vorpommern","kein Migrationshintergrund","","","",""
"andere","1991","Mecklenburg-Vorpommern","direkter Migrationshintergrund","","","",""
"andere","1991","Mecklenburg-Vorpommern","indirekter Migrationshintergrund","","","",""
"andere","1991","Sachsen","kein Migrationshintergrund","","","",""
"andere","1991","Sachsen","direkter Migrationshintergrund","","","",""
"andere","1991","Sachsen","indirekter Migrationshintergrund","","","",""
"andere","1991","Sachsen-Anhalt","kein Migrationshintergrund","","","",""
"andere","1991","Sachsen-Anhalt","direkter Migrationshintergrund","","","",""
"andere","1991","Sachsen-Anhalt","indirekter Migrationshintergrund","","","",""
"andere","1991","Thueringen","kein Migrationshintergrund","","","",""
"andere","1991","Thueringen","direkter Migrationshintergrund","","","",""
"andere","1991","Thueringen","indirekter Migrationshintergrund","","","",""
"katholisch","1992","Schleswig-Holstein","kein Migrationshintergrund","","","",""
"katholisch","1992","Schleswig-Holstein","direkter Migrationshintergrund","","","",""
"katholisch","1992","Schleswig-Holstein","indirekter Migrationshintergrund","","","",""
"katholisch","1992","Hamburg","kein Migrationshintergrund","","","",""
"katholisch","1992","Hamburg","direkter Migrationshintergrund","","","",""
"katholisch","1992","Hamburg","indirekter Migrationshintergrund","","","",""
"katholisch","1992","Niedersachsen","kein Migrationshintergrund","","","",""
"katholisch","1992","Niedersachsen","direkter Migrationshintergrund","","","",""
