"pld0045","year","bildungsniveau","migback","n","percent","lowerconfidence_percent","upperconfidence_percent"
"Nie","2016","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","2016","Realschule","kein Migrationshintergrund","","","",""
"Nie","2016","Realschule","direkter Migrationshintergrund","","","",""
"Nie","2016","Realschule","indirekter Migrationshintergrund","","","",""
"Nie","2016","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","2016","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Nie","2016","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Nie","2016","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Nie","2016","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","2016","AkademikerIn","kein Migrationshintergrund","","","",""
"Nie","2016","AkademikerIn","direkter Migrationshintergrund","","","",""
"Nie","2016","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Nie","2016","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Sehr oft","2017","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Sehr oft","2017","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Sehr oft","2017","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Sehr oft","2017","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Sehr oft","2017","Hauptschule","kein Migrationshintergrund","","","",""
"Sehr oft","2017","Hauptschule","direkter Migrationshintergrund","","","",""
"Sehr oft","2017","Hauptschule","indirekter Migrationshintergrund","","","",""
"Sehr oft","2017","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Sehr oft","2017","Realschule","kein Migrationshintergrund","","","",""
"Sehr oft","2017","Realschule","direkter Migrationshintergrund","","","",""
"Sehr oft","2017","Realschule","indirekter Migrationshintergrund","","","",""
"Sehr oft","2017","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Sehr oft","2017","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Sehr oft","2017","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Sehr oft","2017","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Sehr oft","2017","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Sehr oft","2017","AkademikerIn","kein Migrationshintergrund","","","",""
"Sehr oft","2017","AkademikerIn","direkter Migrationshintergrund","","","",""
"Sehr oft","2017","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Sehr oft","2017","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Oft","2017","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Oft","2017","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Oft","2017","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Oft","2017","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Oft","2017","Hauptschule","kein Migrationshintergrund","","","",""
"Oft","2017","Hauptschule","direkter Migrationshintergrund","","","",""
"Oft","2017","Hauptschule","indirekter Migrationshintergrund","","","",""
"Oft","2017","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Oft","2017","Realschule","kein Migrationshintergrund","","","",""
"Oft","2017","Realschule","direkter Migrationshintergrund","","","",""
"Oft","2017","Realschule","indirekter Migrationshintergrund","","","",""
"Oft","2017","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Oft","2017","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Oft","2017","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Oft","2017","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Oft","2017","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Oft","2017","AkademikerIn","kein Migrationshintergrund","","","",""
"Oft","2017","AkademikerIn","direkter Migrationshintergrund","","","",""
"Oft","2017","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Oft","2017","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Manchmal","2017","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Manchmal","2017","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Manchmal","2017","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Manchmal","2017","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Manchmal","2017","Hauptschule","kein Migrationshintergrund","","","",""
"Manchmal","2017","Hauptschule","direkter Migrationshintergrund","","","",""
"Manchmal","2017","Hauptschule","indirekter Migrationshintergrund","","","",""
"Manchmal","2017","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Manchmal","2017","Realschule","kein Migrationshintergrund","","","",""
"Manchmal","2017","Realschule","direkter Migrationshintergrund","","","",""
"Manchmal","2017","Realschule","indirekter Migrationshintergrund","","","",""
"Manchmal","2017","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Manchmal","2017","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Manchmal","2017","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Manchmal","2017","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Manchmal","2017","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Manchmal","2017","AkademikerIn","kein Migrationshintergrund","","","",""
"Manchmal","2017","AkademikerIn","direkter Migrationshintergrund","","","",""
"Manchmal","2017","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Manchmal","2017","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Selten","2017","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Selten","2017","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Selten","2017","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Selten","2017","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Selten","2017","Hauptschule","kein Migrationshintergrund","","","",""
"Selten","2017","Hauptschule","direkter Migrationshintergrund","","","",""
"Selten","2017","Hauptschule","indirekter Migrationshintergrund","","","",""
"Selten","2017","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Selten","2017","Realschule","kein Migrationshintergrund","","","",""
"Selten","2017","Realschule","direkter Migrationshintergrund","","","",""
"Selten","2017","Realschule","indirekter Migrationshintergrund","","","",""
"Selten","2017","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Selten","2017","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Selten","2017","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Selten","2017","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Selten","2017","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Selten","2017","AkademikerIn","kein Migrationshintergrund","","","",""
"Selten","2017","AkademikerIn","direkter Migrationshintergrund","","","",""
"Selten","2017","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Selten","2017","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","2017","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Nie","2017","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Nie","2017","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Nie","2017","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","2017","Hauptschule","kein Migrationshintergrund","","","",""
"Nie","2017","Hauptschule","direkter Migrationshintergrund","","","",""
"Nie","2017","Hauptschule","indirekter Migrationshintergrund","","","",""
"Nie","2017","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","2017","Realschule","kein Migrationshintergrund","","","",""
"Nie","2017","Realschule","direkter Migrationshintergrund","","","",""
"Nie","2017","Realschule","indirekter Migrationshintergrund","","","",""
"Nie","2017","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","2017","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Nie","2017","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Nie","2017","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Nie","2017","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","2017","AkademikerIn","kein Migrationshintergrund","","","",""
"Nie","2017","AkademikerIn","direkter Migrationshintergrund","","","",""
"Nie","2017","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Nie","2017","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Sehr oft","2018","(noch) kein Abschluss","kein Migrationshintergrund","25","","",""
"Sehr oft","2018","(noch) kein Abschluss","direkter Migrationshintergrund","14","","",""
"Sehr oft","2018","(noch) kein Abschluss","indirekter Migrationshintergrund","11","","",""
"Sehr oft","2018","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Sehr oft","2018","Hauptschule","kein Migrationshintergrund","315","0.0602076419517939","0.0535764049564607","0.0668388789471272"
"Sehr oft","2018","Hauptschule","direkter Migrationshintergrund","83","0.0566322470557982","0.0446732557322067","0.0685912383793897"
"Sehr oft","2018","Hauptschule","indirekter Migrationshintergrund","26","","",""
"Sehr oft","2018","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Sehr oft","2018","Realschule","kein Migrationshintergrund","424","0.062501685472332","0.0563365162477704","0.0686668546968935"
"Sehr oft","2018","Realschule","direkter Migrationshintergrund","19","","",""
"Sehr oft","2018","Realschule","indirekter Migrationshintergrund","31","0.075309340133009","0.0497970270013107","0.100821653264707"
"Sehr oft","2018","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Sehr oft","2018","(Fach-)Abitur","kein Migrationshintergrund","223","0.0734349081710416","0.0634977920338998","0.0833720243081834"
"Sehr oft","2018","(Fach-)Abitur","direkter Migrationshintergrund","57","0.0568864532020498","0.0426016643897936","0.071171242014306"
"Sehr oft","2018","(Fach-)Abitur","indirekter Migrationshintergrund","39","0.125670165632556","0.0910910022997121","0.1602493289654"
"Sehr oft","2018","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Sehr oft","2018","AkademikerIn","kein Migrationshintergrund","362","0.0689467768659317","0.0618685981391711","0.0760249555926923"
"Sehr oft","2018","AkademikerIn","direkter Migrationshintergrund","73","0.0786765029272438","0.0630682758991113","0.0942847299553763"
"Sehr oft","2018","AkademikerIn","indirekter Migrationshintergrund","24","","",""
"Sehr oft","2018","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Oft","2018","(noch) kein Abschluss","kein Migrationshintergrund","46","0.111270186912845","0.0807192052336899","0.141821168591999"
"Oft","2018","(noch) kein Abschluss","direkter Migrationshintergrund","27","","",""
"Oft","2018","(noch) kein Abschluss","indirekter Migrationshintergrund","17","","",""
"Oft","2018","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Oft","2018","Hauptschule","kein Migrationshintergrund","434","0.0827775180343031","0.0750960127855539","0.0904590232830523"
"Oft","2018","Hauptschule","direkter Migrationshintergrund","106","0.0628459244521133","0.0502894938963652","0.0754023550078614"
"Oft","2018","Hauptschule","indirekter Migrationshintergrund","40","0.11279117512047","0.0810271090732571","0.144555241167684"
"Oft","2018","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Oft","2018","Realschule","kein Migrationshintergrund","638","0.1067576296636","0.0988926426754015","0.114622616651799"
"Oft","2018","Realschule","direkter Migrationshintergrund","32","0.0863069494343252","0.0548944895193588","0.117719409349292"
"Oft","2018","Realschule","indirekter Migrationshintergrund","52","0.0971918079241568","0.0685540010445008","0.125829614803813"
"Oft","2018","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Oft","2018","(Fach-)Abitur","kein Migrationshintergrund","315","0.108115307886038","0.0962857348469904","0.119944880925087"
"Oft","2018","(Fach-)Abitur","direkter Migrationshintergrund","87","0.0942259059884064","0.0762089045701498","0.112242907406663"
"Oft","2018","(Fach-)Abitur","indirekter Migrationshintergrund","33","0.0984948377431227","0.067409786913954","0.129579888572291"
"Oft","2018","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Oft","2018","AkademikerIn","kein Migrationshintergrund","562","0.102102231974288","0.0936434398878802","0.110561024060695"
"Oft","2018","AkademikerIn","direkter Migrationshintergrund","114","0.10932277307014","0.0912326938100083","0.127412852330271"
"Oft","2018","AkademikerIn","indirekter Migrationshintergrund","29","","",""
"Oft","2018","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Manchmal","2018","(noch) kein Abschluss","kein Migrationshintergrund","40","0.101115886584943","0.0718263543478139","0.130405418822072"
"Manchmal","2018","(noch) kein Abschluss","direkter Migrationshintergrund","38","0.127859192674878","0.0930238552940256","0.16269453005573"
"Manchmal","2018","(noch) kein Abschluss","indirekter Migrationshintergrund","6","","",""
"Manchmal","2018","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Manchmal","2018","Hauptschule","kein Migrationshintergrund","471","0.101121515899511","0.0927167607860671","0.109526271012955"
"Manchmal","2018","Hauptschule","direkter Migrationshintergrund","111","0.0860748866932463","0.0715632740948939","0.100586499291599"
"Manchmal","2018","Hauptschule","indirekter Migrationshintergrund","36","0.0706470782456083","0.0449180703518312","0.0963760861393854"
"Manchmal","2018","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Manchmal","2018","Realschule","kein Migrationshintergrund","674","0.114758185705852","0.106640416757556","0.122875954654148"
"Manchmal","2018","Realschule","direkter Migrationshintergrund","33","0.0960274701024747","0.0630699698902932","0.128984970314656"
"Manchmal","2018","Realschule","indirekter Migrationshintergrund","34","0.0926633212047167","0.0646305943870613","0.120696048022372"
"Manchmal","2018","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Manchmal","2018","(Fach-)Abitur","kein Migrationshintergrund","327","0.12494871987171","0.11235210712704","0.137545332616379"
"Manchmal","2018","(Fach-)Abitur","direkter Migrationshintergrund","97","0.108667886476099","0.0894742267462525","0.127861546205946"
"Manchmal","2018","(Fach-)Abitur","indirekter Migrationshintergrund","35","0.108682558802052","0.0762144593067824","0.141150658297321"
"Manchmal","2018","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Manchmal","2018","AkademikerIn","kein Migrationshintergrund","631","0.123779980417663","0.114579530259703","0.132980430575624"
"Manchmal","2018","AkademikerIn","direkter Migrationshintergrund","126","0.0887141575919023","0.0722306833458474","0.105197631837957"
"Manchmal","2018","AkademikerIn","indirekter Migrationshintergrund","30","0.106253481220373","0.0700288094862591","0.142478152954486"
"Manchmal","2018","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Selten","2018","(noch) kein Abschluss","kein Migrationshintergrund","65","0.168345779956015","0.13199419080816","0.204697369103871"
"Selten","2018","(noch) kein Abschluss","direkter Migrationshintergrund","38","0.0868982790483974","0.0575132647198231","0.116283293376972"
"Selten","2018","(noch) kein Abschluss","indirekter Migrationshintergrund","11","","",""
"Selten","2018","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Selten","2018","Hauptschule","kein Migrationshintergrund","741","0.154772937396467","0.144690001752011","0.164855873040924"
"Selten","2018","Hauptschule","direkter Migrationshintergrund","187","0.157321305261886","0.138482779303358","0.176159831220414"
"Selten","2018","Hauptschule","indirekter Migrationshintergrund","50","0.150852076824601","0.114914157794378","0.186789995854824"
"Selten","2018","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Selten","2018","Realschule","kein Migrationshintergrund","987","0.176927961938552","0.167208750038179","0.186647173838924"
"Selten","2018","Realschule","direkter Migrationshintergrund","38","0.157439021575517","0.116697638780415","0.198180404370618"
"Selten","2018","Realschule","indirekter Migrationshintergrund","66","0.180625654541936","0.143432922768866","0.217818386315007"
"Selten","2018","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Selten","2018","(Fach-)Abitur","kein Migrationshintergrund","500","0.204362983055486","0.189001620928612","0.219724345182359"
"Selten","2018","(Fach-)Abitur","direkter Migrationshintergrund","141","0.145544872816664","0.123796313687766","0.167293431945562"
"Selten","2018","(Fach-)Abitur","indirekter Migrationshintergrund","66","0.148125432232424","0.111069019059155","0.185181845405693"
"Selten","2018","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Selten","2018","AkademikerIn","kein Migrationshintergrund","1033","0.204179355806747","0.192917996861735","0.21544071475176"
"Selten","2018","AkademikerIn","direkter Migrationshintergrund","161","0.16196473036794","0.14060644669339","0.183323014042491"
"Selten","2018","AkademikerIn","indirekter Migrationshintergrund","58","0.248446093119621","0.197650989883646","0.299241196355597"
"Selten","2018","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","2018","(noch) kein Abschluss","kein Migrationshintergrund","231","0.573807075207452","0.525763319087401","0.621850831327502"
"Nie","2018","(noch) kein Abschluss","direkter Migrationshintergrund","236","0.691070833793415","0.642870341203889","0.739271326382942"
"Nie","2018","(noch) kein Abschluss","indirekter Migrationshintergrund","79","0.639398921554482","0.554883354680779","0.723914488428185"
"Nie","2018","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","2018","Hauptschule","kein Migrationshintergrund","2982","0.601120386717924","0.587469702054095","0.614771071381753"
"Nie","2018","Hauptschule","direkter Migrationshintergrund","948","0.637125636536956","0.612247787722103","0.66200348535181"
"Nie","2018","Hauptschule","indirekter Migrationshintergrund","229","0.617510768836285","0.568711032315462","0.666310505357108"
"Nie","2018","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","2018","Realschule","kein Migrationshintergrund","3199","0.539054537219664","0.526358885068872","0.551750189370457"
"Nie","2018","Realschule","direkter Migrationshintergrund","185","0.611122498291815","0.556590746599635","0.665654249983995"
"Nie","2018","Realschule","indirekter Migrationshintergrund","228","0.554209876196181","0.506155877546925","0.602263874845438"
"Nie","2018","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","2018","(Fach-)Abitur","kein Migrationshintergrund","1282","0.489138081015725","0.47009493825159","0.50818122377986"
"Nie","2018","(Fach-)Abitur","direkter Migrationshintergrund","628","0.59467488151678","0.564396757697642","0.624953005335919"
"Nie","2018","(Fach-)Abitur","indirekter Migrationshintergrund","180","0.519027005589845","0.466905606832176","0.571148404347514"
"Nie","2018","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","2018","AkademikerIn","kein Migrationshintergrund","2334","0.50099165493537","0.48702326222057","0.51496004765017"
"Nie","2018","AkademikerIn","direkter Migrationshintergrund","669","0.561321836042774","0.532554214747662","0.590089457337886"
"Nie","2018","AkademikerIn","indirekter Migrationshintergrund","137","0.493119764731318","0.434349915502504","0.551889613960133"
"Nie","2018","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
