"pli0098_h","year","migback","sampreg","n","percent","lowerconfidence_percent","upperconfidence_percent"
"Seltener","2019","indirekter Migrationshintergrund","Westdeutschland","418","0.265163051624639","0.243896303441807","0.28642979980747"
"Seltener","2019","indirekter Migrationshintergrund","Ostdeutschland","31","0.264524756424324","0.195748784173545","0.333300728675103"
"Seltener","2019","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Seltener","2019","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Nie","2019","kein Migrationshintergrund","Westdeutschland","7895","0.554121133127157","0.546138638434688","0.562103627819627"
"Nie","2019","kein Migrationshintergrund","Ostdeutschland","3842","0.779991325447459","0.76861883546564","0.791363815429279"
"Nie","2019","direkter Migrationshintergrund","Westdeutschland","3412","0.545924432934192","0.533530258454475","0.55831860741391"
"Nie","2019","direkter Migrationshintergrund","Ostdeutschland","444","0.798251054768272","0.768856494558356","0.827645614978188"
"Nie","2019","indirekter Migrationshintergrund","Westdeutschland","1015","0.617757097518435","0.594345681687205","0.641168513349665"
"Nie","2019","indirekter Migrationshintergrund","Ostdeutschland","105","0.640989863665379","0.566190400010267","0.715789327320492"
"Nie","2019","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Nie","2019","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
