"germborn","year","bildungsniveau","bula_h","n","percent","lower_confidence_percent","upper_confidence_percent"
"nicht in Deutschland geboren","1985","Realschule","Nordrhein-Westfalen","37","0.0560896002490224","0.0349008399517642","0.0772783605462805"
"nicht in Deutschland geboren","1985","Realschule","Hessen","17","","",""
"nicht in Deutschland geboren","1985","Realschule","Rheinland-Pfalz,Saarland","4","0.0296321355624252","-0.00295761977637509","0.0622218909012255"
"nicht in Deutschland geboren","1985","Realschule","Baden-Wuerttemberg","30","0.0678735020971667","0.038036559166109","0.0977104450282245"
"nicht in Deutschland geboren","1985","Realschule","Bayern","31","0.067346644801706","0.0412391878523755","0.0934541017510365"
"nicht in Deutschland geboren","1985","Realschule","Saarland","","","",""
"nicht in Deutschland geboren","1985","Realschule","Berlin","5","0.0579083092217424","0.00432818822254171","0.111488430220943"
"nicht in Deutschland geboren","1985","Realschule","Brandenburg","","","",""
"nicht in Deutschland geboren","1985","Realschule","Mecklenburg-Vorpommern","","","",""
"nicht in Deutschland geboren","1985","Realschule","Sachsen","","","",""
"nicht in Deutschland geboren","1985","Realschule","Sachsen-Anhalt","","","",""
"nicht in Deutschland geboren","1985","Realschule","Thueringen","","","",""
"nicht in Deutschland geboren","1985","(Fach-)Abitur","Schleswig-Holstein","4","0.0229086738918183","-0.0357383044135347","0.0815556521971714"
"nicht in Deutschland geboren","1985","(Fach-)Abitur","Hamburg","16","","",""
"nicht in Deutschland geboren","1985","(Fach-)Abitur","Niedersachsen","18","","",""
"nicht in Deutschland geboren","1985","(Fach-)Abitur","Bremen","2","","",""
"nicht in Deutschland geboren","1985","(Fach-)Abitur","Nordrhein-Westfalen","72","0.115017108727499","0.0757815453232266","0.154252672131772"
"nicht in Deutschland geboren","1985","(Fach-)Abitur","Hessen","32","0.126308610851994","0.0572927999957446","0.195324421708244"
"nicht in Deutschland geboren","1985","(Fach-)Abitur","Rheinland-Pfalz,Saarland","3","","",""
"nicht in Deutschland geboren","1985","(Fach-)Abitur","Baden-Wuerttemberg","43","0.115074053938637","0.0589072878295041","0.171240820047769"
"nicht in Deutschland geboren","1985","(Fach-)Abitur","Bayern","28","","",""
"nicht in Deutschland geboren","1985","(Fach-)Abitur","Saarland","","","",""
"nicht in Deutschland geboren","1985","(Fach-)Abitur","Berlin","12","","",""
"nicht in Deutschland geboren","1985","(Fach-)Abitur","Brandenburg","","","",""
"nicht in Deutschland geboren","1985","(Fach-)Abitur","Mecklenburg-Vorpommern","","","",""
"nicht in Deutschland geboren","1985","(Fach-)Abitur","Sachsen","","","",""
"nicht in Deutschland geboren","1985","(Fach-)Abitur","Sachsen-Anhalt","","","",""
"nicht in Deutschland geboren","1985","(Fach-)Abitur","Thueringen","","","",""
"nicht in Deutschland geboren","1985","AkademikerIn","Schleswig-Holstein","3","","",""
"nicht in Deutschland geboren","1985","AkademikerIn","Hamburg","","","",""
"nicht in Deutschland geboren","1985","AkademikerIn","Niedersachsen","5","0.042960954864709","-0.00323819906440038","0.0891601087938183"
"nicht in Deutschland geboren","1985","AkademikerIn","Bremen","","","",""
"nicht in Deutschland geboren","1985","AkademikerIn","Nordrhein-Westfalen","29","","",""
"nicht in Deutschland geboren","1985","AkademikerIn","Hessen","22","","",""
"nicht in Deutschland geboren","1985","AkademikerIn","Rheinland-Pfalz,Saarland","1","","",""
"nicht in Deutschland geboren","1985","AkademikerIn","Baden-Wuerttemberg","21","","",""
"nicht in Deutschland geboren","1985","AkademikerIn","Bayern","24","","",""
"nicht in Deutschland geboren","1985","AkademikerIn","Saarland","","","",""
"nicht in Deutschland geboren","1985","AkademikerIn","Berlin","5","0.102479386322765","0.00475843122500617","0.200200341420523"
"nicht in Deutschland geboren","1985","AkademikerIn","Brandenburg","","","",""
"nicht in Deutschland geboren","1985","AkademikerIn","Mecklenburg-Vorpommern","","","",""
"nicht in Deutschland geboren","1985","AkademikerIn","Sachsen","","","",""
"nicht in Deutschland geboren","1985","AkademikerIn","Sachsen-Anhalt","","","",""
"nicht in Deutschland geboren","1985","AkademikerIn","Thueringen","","","",""
"in Deutschland geboren oder immigr.<1950","1986","(noch) kein Abschluss","Schleswig-Holstein","8","0.865198717818251","0.686307500937","1.0440899346995"
"in Deutschland geboren oder immigr.<1950","1986","(noch) kein Abschluss","Hamburg","4","0.452983526125488","0.229156410872466","0.676810641378509"
"in Deutschland geboren oder immigr.<1950","1986","(noch) kein Abschluss","Niedersachsen","29","","",""
"in Deutschland geboren oder immigr.<1950","1986","(noch) kein Abschluss","Bremen","2","","",""
"in Deutschland geboren oder immigr.<1950","1986","(noch) kein Abschluss","Nordrhein-Westfalen","83","0.591247218593243","0.539069412159286","0.6434250250272"
"in Deutschland geboren oder immigr.<1950","1986","(noch) kein Abschluss","Hessen","17","","",""
"in Deutschland geboren oder immigr.<1950","1986","(noch) kein Abschluss","Rheinland-Pfalz,Saarland","13","","",""
"in Deutschland geboren oder immigr.<1950","1986","(noch) kein Abschluss","Baden-Wuerttemberg","40","0.470000953013789","0.409681536700552","0.530320369327026"
"in Deutschland geboren oder immigr.<1950","1986","(noch) kein Abschluss","Bayern","33","0.674211299842771","0.583258928395619","0.765163671289922"
"in Deutschland geboren oder immigr.<1950","1986","(noch) kein Abschluss","Saarland","","","",""
"in Deutschland geboren oder immigr.<1950","1986","(noch) kein Abschluss","Berlin","10","","",""
"in Deutschland geboren oder immigr.<1950","1986","(noch) kein Abschluss","Brandenburg","","","",""
"in Deutschland geboren oder immigr.<1950","1986","(noch) kein Abschluss","Mecklenburg-Vorpommern","","","",""
"in Deutschland geboren oder immigr.<1950","1986","(noch) kein Abschluss","Sachsen","","","",""
"in Deutschland geboren oder immigr.<1950","1986","(noch) kein Abschluss","Sachsen-Anhalt","","","",""
"in Deutschland geboren oder immigr.<1950","1986","(noch) kein Abschluss","Thueringen","","","",""
"in Deutschland geboren oder immigr.<1950","1986","Hauptschule","Schleswig-Holstein","174","","",""
"in Deutschland geboren oder immigr.<1950","1986","Hauptschule","Hamburg","98","0.927923318162997","0.883805445573787","0.972041190752207"
"in Deutschland geboren oder immigr.<1950","1986","Hauptschule","Niedersachsen","550","0.942387691043094","0.924250254538876","0.960525127547313"
"in Deutschland geboren oder immigr.<1950","1986","Hauptschule","Bremen","56","0.924253524716695","0.863137005073239","0.985370044360151"
"in Deutschland geboren oder immigr.<1950","1986","Hauptschule","Nordrhein-Westfalen","1190","","",""
"in Deutschland geboren oder immigr.<1950","1986","Hauptschule","Hessen","361","0.861533236243691","0.833053716837877","0.890012755649505"
"in Deutschland geboren oder immigr.<1950","1986","Hauptschule","Rheinland-Pfalz,Saarland","454","0.947871009980595","0.928820284348773","0.966921735612418"
"in Deutschland geboren oder immigr.<1950","1986","Hauptschule","Baden-Wuerttemberg","750","0.851133477395735","0.830789222504497","0.871477732286972"
"in Deutschland geboren oder immigr.<1950","1986","Hauptschule","Bayern","849","0.920127919636597","0.903876891547657","0.936378947725538"
"in Deutschland geboren oder immigr.<1950","1986","Hauptschule","Saarland","","","",""
"in Deutschland geboren oder immigr.<1950","1986","Hauptschule","Berlin","128","","",""
"in Deutschland geboren oder immigr.<1950","1986","Hauptschule","Brandenburg","","","",""
"in Deutschland geboren oder immigr.<1950","1986","Hauptschule","Mecklenburg-Vorpommern","","","",""
"in Deutschland geboren oder immigr.<1950","1986","Hauptschule","Sachsen","","","",""
"in Deutschland geboren oder immigr.<1950","1986","Hauptschule","Sachsen-Anhalt","","","",""
"in Deutschland geboren oder immigr.<1950","1986","Hauptschule","Thueringen","","","",""
"in Deutschland geboren oder immigr.<1950","1986","Realschule","Schleswig-Holstein","71","0.981193386680993","0.950243088680444","1.01214368468154"
"in Deutschland geboren oder immigr.<1950","1986","Realschule","Hamburg","48","0.987312774586877","0.95597553361695","1.0186500155568"
"in Deutschland geboren oder immigr.<1950","1986","Realschule","Niedersachsen","217","","",""
"in Deutschland geboren oder immigr.<1950","1986","Realschule","Bremen","21","","",""
"in Deutschland geboren oder immigr.<1950","1986","Realschule","Nordrhein-Westfalen","415","0.938984007801206","0.916942062171803","0.961025953430609"
"in Deutschland geboren oder immigr.<1950","1986","Realschule","Hessen","148","","",""
"in Deutschland geboren oder immigr.<1950","1986","Realschule","Rheinland-Pfalz,Saarland","107","","",""
"in Deutschland geboren oder immigr.<1950","1986","Realschule","Baden-Wuerttemberg","249","","",""
"in Deutschland geboren oder immigr.<1950","1986","Realschule","Bayern","292","","",""
"in Deutschland geboren oder immigr.<1950","1986","Realschule","Saarland","","","",""
"in Deutschland geboren oder immigr.<1950","1986","Realschule","Berlin","59","0.932679149904662","0.871763014620708","0.993595285188617"
"in Deutschland geboren oder immigr.<1950","1986","Realschule","Brandenburg","","","",""
"in Deutschland geboren oder immigr.<1950","1986","Realschule","Mecklenburg-Vorpommern","","","",""
"in Deutschland geboren oder immigr.<1950","1986","Realschule","Sachsen","","","",""
"in Deutschland geboren oder immigr.<1950","1986","Realschule","Sachsen-Anhalt","","","",""
"in Deutschland geboren oder immigr.<1950","1986","Realschule","Thueringen","","","",""
"in Deutschland geboren oder immigr.<1950","1986","(Fach-)Abitur","Schleswig-Holstein","18","","",""
"in Deutschland geboren oder immigr.<1950","1986","(Fach-)Abitur","Hamburg","17","","",""
"in Deutschland geboren oder immigr.<1950","1986","(Fach-)Abitur","Niedersachsen","57","0.872277868313334","0.797725192707063","0.946830543919605"
"in Deutschland geboren oder immigr.<1950","1986","(Fach-)Abitur","Bremen","5","0.954815933562444","0.800946782852454","1.10868508427243"
"in Deutschland geboren oder immigr.<1950","1986","(Fach-)Abitur","Nordrhein-Westfalen","191","","",""
"in Deutschland geboren oder immigr.<1950","1986","(Fach-)Abitur","Hessen","63","0.88242482698249","0.818324699039046","0.946524954925935"
"in Deutschland geboren oder immigr.<1950","1986","(Fach-)Abitur","Rheinland-Pfalz,Saarland","28","","",""
"in Deutschland geboren oder immigr.<1950","1986","(Fach-)Abitur","Baden-Wuerttemberg","83","0.901581611972755","0.848505872650583","0.954657351294927"
"in Deutschland geboren oder immigr.<1950","1986","(Fach-)Abitur","Bayern","98","0.864739330310711","0.805258831313946","0.924219829307476"
"in Deutschland geboren oder immigr.<1950","1986","(Fach-)Abitur","Saarland","","","",""
"in Deutschland geboren oder immigr.<1950","1986","(Fach-)Abitur","Berlin","19","","",""
"in Deutschland geboren oder immigr.<1950","1986","(Fach-)Abitur","Brandenburg","","","",""
"in Deutschland geboren oder immigr.<1950","1986","(Fach-)Abitur","Mecklenburg-Vorpommern","","","",""
"in Deutschland geboren oder immigr.<1950","1986","(Fach-)Abitur","Sachsen","","","",""
"in Deutschland geboren oder immigr.<1950","1986","(Fach-)Abitur","Sachsen-Anhalt","","","",""
"in Deutschland geboren oder immigr.<1950","1986","(Fach-)Abitur","Thueringen","","","",""
"in Deutschland geboren oder immigr.<1950","1986","AkademikerIn","Schleswig-Holstein","13","","",""
"in Deutschland geboren oder immigr.<1950","1986","AkademikerIn","Hamburg","15","","",""
"in Deutschland geboren oder immigr.<1950","1986","AkademikerIn","Niedersachsen","74","0.944021452987412","0.893959553455097","0.994083352519728"
"in Deutschland geboren oder immigr.<1950","1986","AkademikerIn","Bremen","1","","",""
"in Deutschland geboren oder immigr.<1950","1986","AkademikerIn","Nordrhein-Westfalen","190","","",""
"in Deutschland geboren oder immigr.<1950","1986","AkademikerIn","Hessen","73","0.858439786276564","0.786816718552395","0.930062854000734"
"in Deutschland geboren oder immigr.<1950","1986","AkademikerIn","Rheinland-Pfalz,Saarland","34","0.968373749920209","0.911207172036915","1.0255403278035"
"in Deutschland geboren oder immigr.<1950","1986","AkademikerIn","Baden-Wuerttemberg","90","0.876335164188386","0.815904982871219","0.936765345505553"
"in Deutschland geboren oder immigr.<1950","1986","AkademikerIn","Bayern","121","","",""
"in Deutschland geboren oder immigr.<1950","1986","AkademikerIn","Saarland","","","",""
"in Deutschland geboren oder immigr.<1950","1986","AkademikerIn","Berlin","28","","",""
"in Deutschland geboren oder immigr.<1950","1986","AkademikerIn","Brandenburg","","","",""
"in Deutschland geboren oder immigr.<1950","1986","AkademikerIn","Mecklenburg-Vorpommern","","","",""
"in Deutschland geboren oder immigr.<1950","1986","AkademikerIn","Sachsen","","","",""
"in Deutschland geboren oder immigr.<1950","1986","AkademikerIn","Sachsen-Anhalt","","","",""
"in Deutschland geboren oder immigr.<1950","1986","AkademikerIn","Thueringen","","","",""
"nicht in Deutschland geboren","1986","(noch) kein Abschluss","Schleswig-Holstein","6","0.134801282181749","-0.0440899346995028","0.313692499063"
"nicht in Deutschland geboren","1986","(noch) kein Abschluss","Hamburg","15","","",""
"nicht in Deutschland geboren","1986","(noch) kein Abschluss","Niedersachsen","45","0.258127521779113","0.158423192313739","0.357831851244486"
"nicht in Deutschland geboren","1986","(noch) kein Abschluss","Bremen","3","","",""
"nicht in Deutschland geboren","1986","(noch) kein Abschluss","Nordrhein-Westfalen","258","","",""
"nicht in Deutschland geboren","1986","(noch) kein Abschluss","Hessen","93","0.53291476476389","0.439679825018091","0.626149704509688"
"nicht in Deutschland geboren","1986","(noch) kein Abschluss","Rheinland-Pfalz,Saarland","44","0.471977915136363","0.342380140040993","0.601575690231732"
"nicht in Deutschland geboren","1986","(noch) kein Abschluss","Baden-Wuerttemberg","223","","",""
"nicht in Deutschland geboren","1986","(noch) kein Abschluss","Bayern","69","0.325788700157229","0.234836328710078","0.416741071604381"
"nicht in Deutschland geboren","1986","(noch) kein Abschluss","Saarland","","","",""
"nicht in Deutschland geboren","1986","(noch) kein Abschluss","Berlin","33","0.444840323323954","0.296306659357544","0.593373987290364"
"nicht in Deutschland geboren","1986","(noch) kein Abschluss","Brandenburg","","","",""
"nicht in Deutschland geboren","1986","(noch) kein Abschluss","Mecklenburg-Vorpommern","","","",""
"nicht in Deutschland geboren","1986","(noch) kein Abschluss","Sachsen","","","",""
"nicht in Deutschland geboren","1986","(noch) kein Abschluss","Sachsen-Anhalt","","","",""
"nicht in Deutschland geboren","1986","(noch) kein Abschluss","Thueringen","","","",""
"nicht in Deutschland geboren","1986","Hauptschule","Schleswig-Holstein","23","","",""
"nicht in Deutschland geboren","1986","Hauptschule","Hamburg","34","0.0720766818370027","0.0279588092477927","0.116194554426213"
"nicht in Deutschland geboren","1986","Hauptschule","Niedersachsen","84","0.0576123089569058","0.0394748724526874","0.0757497454611243"
"nicht in Deutschland geboren","1986","Hauptschule","Bremen","16","","",""
"nicht in Deutschland geboren","1986","Hauptschule","Nordrhein-Westfalen","360","0.089334796359543","0.0751353327480577","0.103534259971028"
"nicht in Deutschland geboren","1986","Hauptschule","Hessen","204","","",""
"nicht in Deutschland geboren","1986","Hauptschule","Rheinland-Pfalz,Saarland","69","0.0521289900194048","0.0330782643875824","0.0711797156512272"
