year,pgisced97,quintil_oecd,germborn,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1990,Lower Secondary Level,1st Quintile,Born in Germany or immigrated <1950,0.83125,418,730,0.80406,0.85844
1990,Lower Secondary Level,1st Quintile,Not born in Germany,0.16875,312,730,0.14156,0.19594
1990,Lower Secondary Level,2nd Quintile,Born in Germany or immigrated <1950,0.86197,384,577,0.83380,0.89014
1990,Lower Secondary Level,2nd Quintile,Not born in Germany,0.13653,193,577,0.10849,0.16457
1990,Lower Secondary Level,3rd Quintile,Born in Germany or immigrated <1950,0.83116,325,503,0.79839,0.86393
1990,Lower Secondary Level,3rd Quintile,Not born in Germany,0.16884,178,503,0.13607,0.20161
1990,Lower Secondary Level,4th Quintile,Born in Germany or immigrated <1950,0.88284,311,432,0.85248,0.91320
1990,Lower Secondary Level,4th Quintile,Not born in Germany,0.11716,121,432,0.08680,0.14752
1990,Lower Secondary Level,5th Quintile,Born in Germany or immigrated <1950,0.89479,174,225,0.85461,0.93497
1990,Lower Secondary Level,5th Quintile,Not born in Germany,0.10521,51,225,0.06503,0.14539
1990,Upper Secondary Level,1st Quintile,Born in Germany or immigrated <1950,0.88380,513,710,0.86021,0.90739
1990,Upper Secondary Level,1st Quintile,Not born in Germany,0.11620,197,710,0.09261,0.13979
1990,Upper Secondary Level,2nd Quintile,Born in Germany or immigrated <1950,0.90344,719,896,0.88409,0.92279
1990,Upper Secondary Level,2nd Quintile,Not born in Germany,0.09656,177,896,0.07721,0.11591
1990,Upper Secondary Level,3rd Quintile,Born in Germany or immigrated <1950,0.89563,764,965,0.87633,0.91493
1990,Upper Secondary Level,3rd Quintile,Not born in Germany,0.10437,201,965,0.08507,0.12367
1990,Upper Secondary Level,4th Quintile,Born in Germany or immigrated <1950,0.94787,921,1057,0.93446,0.96128
1990,Upper Secondary Level,4th Quintile,Not born in Germany,0.05213,136,1057,0.03872,0.06554
1990,Upper Secondary Level,5th Quintile,Born in Germany or immigrated <1950,0.93802,819,909,0.92233,0.95370
1990,Upper Secondary Level,5th Quintile,Not born in Germany,0.06198,90,909,0.04630,0.07767
1990,Post-secondary Non-tertiary Level,1st Quintile,Not born in Germany,0.40487,33,33,0.23480,0.57495
1990,Post-secondary Non-tertiary Level,3rd Quintile,Born in Germany or immigrated <1950,0.92454,44,44,0.84559,1.00349
1990,Post-secondary Non-tertiary Level,4th Quintile,Born in Germany or immigrated <1950,0.92429,47,47,0.84784,1.00074
1990,Post-secondary Non-tertiary Level,5th Quintile,Born in Germany or immigrated <1950,0.96338,69,69,0.91874,1.00803
1990,First Stage of Tertiary Education,1st Quintile,Born in Germany or immigrated <1950,0.92874,45,45,0.85272,1.00475
1990,First Stage of Tertiary Education,2nd Quintile,Born in Germany or immigrated <1950,0.89958,69,69,0.82815,0.97102
1990,First Stage of Tertiary Education,3rd Quintile,Born in Germany or immigrated <1950,0.86635,85,85,0.79358,0.93912
1990,First Stage of Tertiary Education,4th Quintile,Born in Germany or immigrated <1950,0.95252,103,103,0.91124,0.99379
1990,First Stage of Tertiary Education,5th Quintile,Born in Germany or immigrated <1950,0.93471,163,163,0.89667,0.97275
1990,Second Stage of Tertiary Education,2nd Quintile,Born in Germany or immigrated <1950,0.87916,48,48,0.78597,0.97234
1990,Second Stage of Tertiary Education,3rd Quintile,Born in Germany or immigrated <1950,0.90426,82,82,0.84018,0.96834
1990,Second Stage of Tertiary Education,4th Quintile,Born in Germany or immigrated <1950,0.91406,135,135,0.86661,0.96152
1990,Second Stage of Tertiary Education,5th Quintile,Born in Germany or immigrated <1950,0.91057,319,356,0.88088,0.94025
1990,Second Stage of Tertiary Education,5th Quintile,Not born in Germany,0.08943,37,356,0.05975,0.11912
1991,Primary Level,1st Quintile,Born in Germany or immigrated <1950,0.39179,32,226,0.32800,0.45557
1991,Primary Level,1st Quintile,Not born in Germany,0.60821,194,226,0.54443,0.67200
1991,Primary Level,2nd Quintile,Not born in Germany,0.75730,151,151,0.68869,0.82591
1991,Primary Level,3rd Quintile,Not born in Germany,0.59953,91,91,0.49830,0.70076
1991,Primary Level,4th Quintile,Not born in Germany,0.54334,67,67,0.42317,0.66352
1991,Lower Secondary Level,1st Quintile,Born in Germany or immigrated <1950,0.84363,430,709,0.81687,0.87038
1991,Lower Secondary Level,1st Quintile,Not born in Germany,0.15637,279,709,0.12962,0.18313
1991,Lower Secondary Level,2nd Quintile,Born in Germany or immigrated <1950,0.81467,356,565,0.78260,0.84674
1991,Lower Secondary Level,2nd Quintile,Not born in Germany,0.18533,209,565,0.15326,0.21740
1991,Lower Secondary Level,3rd Quintile,Born in Germany or immigrated <1950,0.83976,318,468,0.80649,0.87303
1991,Lower Secondary Level,3rd Quintile,Not born in Germany,0.16024,150,468,0.12697,0.19351
1991,Lower Secondary Level,4th Quintile,Born in Germany or immigrated <1950,0.84470,289,433,0.81055,0.87886
1991,Lower Secondary Level,4th Quintile,Not born in Germany,0.15305,144,433,0.11910,0.18700
1991,Lower Secondary Level,5th Quintile,Born in Germany or immigrated <1950,0.90520,178,225,0.86684,0.94357
1991,Lower Secondary Level,5th Quintile,Not born in Germany,0.09480,47,225,0.05643,0.13316
1991,Upper Secondary Level,1st Quintile,Born in Germany or immigrated <1950,0.88373,484,671,0.85946,0.90800
1991,Upper Secondary Level,1st Quintile,Not born in Germany,0.11627,187,671,0.09200,0.14054
1991,Upper Secondary Level,2nd Quintile,Born in Germany or immigrated <1950,0.89225,718,898,0.87196,0.91254
1991,Upper Secondary Level,2nd Quintile,Not born in Germany,0.10775,180,898,0.08746,0.12804
1991,Upper Secondary Level,3rd Quintile,Born in Germany or immigrated <1950,0.91670,815,1003,0.89959,0.93381
1991,Upper Secondary Level,3rd Quintile,Not born in Germany,0.08330,188,1003,0.06619,0.10041
1991,Upper Secondary Level,4th Quintile,Born in Germany or immigrated <1950,0.92129,883,1033,0.90486,0.93772
1991,Upper Secondary Level,4th Quintile,Not born in Germany,0.07871,150,1033,0.06228,0.09514
1991,Upper Secondary Level,5th Quintile,Born in Germany or immigrated <1950,0.93622,830,926,0.92048,0.95197
1991,Upper Secondary Level,5th Quintile,Not born in Germany,0.06378,96,926,0.04803,0.07952
1991,Post-secondary Non-tertiary Level,1st Quintile,Not born in Germany,0.39124,34,34,0.22473,0.55775
1991,Post-secondary Non-tertiary Level,3rd Quintile,Born in Germany or immigrated <1950,0.86312,42,42,0.75791,0.96833
1991,Post-secondary Non-tertiary Level,4th Quintile,Born in Germany or immigrated <1950,0.96890,51,51,0.92078,1.01702
1991,Post-secondary Non-tertiary Level,5th Quintile,Born in Germany or immigrated <1950,0.91221,70,70,0.84544,0.97899
1991,First Stage of Tertiary Education,1st Quintile,Born in Germany or immigrated <1950,0.89264,50,50,0.80596,0.97932
1991,First Stage of Tertiary Education,2nd Quintile,Born in Germany or immigrated <1950,0.94418,71,71,0.89039,0.99796
1991,First Stage of Tertiary Education,3rd Quintile,Born in Germany or immigrated <1950,0.85730,81,81,0.78065,0.93394
1991,First Stage of Tertiary Education,4th Quintile,Born in Germany or immigrated <1950,0.93196,113,113,0.88532,0.97860
1991,First Stage of Tertiary Education,5th Quintile,Born in Germany or immigrated <1950,0.92459,156,156,0.88303,0.96616
1991,Second Stage of Tertiary Education,1st Quintile,Born in Germany or immigrated <1950,0.83732,35,35,0.71327,0.96138
1991,Second Stage of Tertiary Education,2nd Quintile,Born in Germany or immigrated <1950,0.89786,46,46,0.80938,0.98634
1991,Second Stage of Tertiary Education,3rd Quintile,Born in Germany or immigrated <1950,0.85799,77,77,0.77951,0.93647
1991,Second Stage of Tertiary Education,4th Quintile,Born in Germany or immigrated <1950,0.94576,152,152,0.90963,0.98188
1991,Second Stage of Tertiary Education,5th Quintile,Born in Germany or immigrated <1950,0.91286,320,353,0.88340,0.94233
1991,Second Stage of Tertiary Education,5th Quintile,Not born in Germany,0.08714,33,353,0.05767,0.11660
1992,Pre-primary Level,1st Quintile,Born in Germany or immigrated <1950,0.88795,39,39,0.78766,0.98824
1992,Pre-primary Level,2nd Quintile,Born in Germany or immigrated <1950,0.85715,34,34,0.73776,0.97654
1992,Pre-primary Level,3rd Quintile,Born in Germany or immigrated <1950,0.91991,46,46,0.84060,0.99922
1992,Pre-primary Level,5th Quintile,Born in Germany or immigrated <1950,0.97272,31,31,0.91443,1.03101
1992,Primary Level,1st Quintile,Born in Germany or immigrated <1950,0.46449,40,164,0.38793,0.54106
1992,Primary Level,1st Quintile,Not born in Germany,0.53551,124,164,0.45894,0.61207
1992,Primary Level,2nd Quintile,Not born in Germany,0.67811,131,131,0.59780,0.75842
1992,Primary Level,3rd Quintile,Not born in Germany,0.69443,128,128,0.61431,0.77455
1992,Primary Level,4th Quintile,Not born in Germany,0.72762,104,104,0.64165,0.81360
1992,Lower Secondary Level,1st Quintile,Born in Germany or immigrated <1950,0.85740,538,732,0.83205,0.88275
1992,Lower Secondary Level,1st Quintile,Not born in Germany,0.14260,194,732,0.11725,0.16795
1992,Lower Secondary Level,2nd Quintile,Born in Germany or immigrated <1950,0.83009,447,662,0.80146,0.85872
1992,Lower Secondary Level,2nd Quintile,Not born in Germany,0.16897,215,662,0.14041,0.19754
1992,Lower Secondary Level,3rd Quintile,Born in Germany or immigrated <1950,0.84483,374,545,0.81441,0.87526
1992,Lower Secondary Level,3rd Quintile,Not born in Germany,0.15517,171,545,0.12474,0.18559
1992,Lower Secondary Level,4th Quintile,Born in Germany or immigrated <1950,0.82511,373,548,0.79328,0.85695
1992,Lower Secondary Level,4th Quintile,Not born in Germany,0.17489,175,548,0.14305,0.20672
1992,Lower Secondary Level,5th Quintile,Born in Germany or immigrated <1950,0.88368,231,296,0.84710,0.92027
1992,Lower Secondary Level,5th Quintile,Not born in Germany,0.11318,65,296,0.07702,0.14933
1992,Upper Secondary Level,1st Quintile,Born in Germany or immigrated <1950,0.92626,1247,1389,0.91251,0.94001
1992,Upper Secondary Level,1st Quintile,Not born in Germany,0.07374,142,1389,0.05999,0.08749
1992,Upper Secondary Level,2nd Quintile,Born in Germany or immigrated <1950,0.91594,1260,1441,0.90161,0.93027
1992,Upper Secondary Level,2nd Quintile,Not born in Germany,0.08406,181,1441,0.06973,0.09839
1992,Upper Secondary Level,3rd Quintile,Born in Germany or immigrated <1950,0.89552,1099,1328,0.87906,0.91198
1992,Upper Secondary Level,3rd Quintile,Not born in Germany,0.10448,229,1328,0.08802,0.12094
1992,Upper Secondary Level,4th Quintile,Born in Germany or immigrated <1950,0.92410,1187,1370,0.91007,0.93813
1992,Upper Secondary Level,4th Quintile,Not born in Germany,0.07590,183,1370,0.06187,0.08993
1992,Upper Secondary Level,5th Quintile,Born in Germany or immigrated <1950,0.94367,1079,1191,0.93057,0.95677
1992,Upper Secondary Level,5th Quintile,Not born in Germany,0.05633,112,1191,0.04323,0.06943
1992,Post-secondary Non-tertiary Level,1st Quintile,Born in Germany or immigrated <1950,0.76742,44,44,0.64114,0.89370
1992,Post-secondary Non-tertiary Level,2nd Quintile,Born in Germany or immigrated <1950,0.73705,38,38,0.59520,0.87890
1992,Post-secondary Non-tertiary Level,3rd Quintile,Born in Germany or immigrated <1950,0.88443,48,48,0.79303,0.97584
1992,Post-secondary Non-tertiary Level,4th Quintile,Born in Germany or immigrated <1950,0.81274,66,66,0.71790,0.90758
1992,Post-secondary Non-tertiary Level,5th Quintile,Born in Germany or immigrated <1950,0.97109,91,91,0.93647,1.00571
1992,First Stage of Tertiary Education,1st Quintile,Born in Germany or immigrated <1950,0.88889,81,81,0.82003,0.95776
1992,First Stage of Tertiary Education,2nd Quintile,Born in Germany or immigrated <1950,0.94050,139,139,0.90103,0.97997
1992,First Stage of Tertiary Education,3rd Quintile,Born in Germany or immigrated <1950,0.89051,144,144,0.83933,0.94169
1992,First Stage of Tertiary Education,4th Quintile,Born in Germany or immigrated <1950,0.90123,132,132,0.85013,0.95232
1992,First Stage of Tertiary Education,5th Quintile,Born in Germany or immigrated <1950,0.94487,207,207,0.91370,0.97604
1992,Second Stage of Tertiary Education,1st Quintile,Born in Germany or immigrated <1950,0.95543,231,231,0.92876,0.98210
1992,Second Stage of Tertiary Education,2nd Quintile,Born in Germany or immigrated <1950,0.93479,293,293,0.90647,0.96311
1992,Second Stage of Tertiary Education,3rd Quintile,Born in Germany or immigrated <1950,0.93118,306,306,0.90277,0.95959
1992,Second Stage of Tertiary Education,4th Quintile,Born in Germany or immigrated <1950,0.89062,246,279,0.85393,0.92731
1992,Second Stage of Tertiary Education,4th Quintile,Not born in Germany,0.10938,33,279,0.07269,0.14607
1992,Second Stage of Tertiary Education,5th Quintile,Born in Germany or immigrated <1950,0.91056,448,491,0.88529,0.93583
1992,Second Stage of Tertiary Education,5th Quintile,Not born in Germany,0.08944,43,491,0.06417,0.11471
1993,Pre-primary Level,1st Quintile,Born in Germany or immigrated <1950,0.84890,40,40,0.73650,0.96130
1993,Pre-primary Level,2nd Quintile,Born in Germany or immigrated <1950,0.94681,48,48,0.88266,1.01097
1993,Primary Level,1st Quintile,Born in Germany or immigrated <1950,0.41285,40,198,0.34410,0.48160
1993,Primary Level,1st Quintile,Not born in Germany,0.58715,158,198,0.51840,0.65590
1993,Primary Level,2nd Quintile,Not born in Germany,0.74580,139,139,0.67315,0.81845
1993,Primary Level,3rd Quintile,Not born in Germany,0.57801,94,94,0.47763,0.67838
1993,Primary Level,4th Quintile,Not born in Germany,0.66232,81,81,0.55869,0.76595
1993,Primary Level,5th Quintile,Not born in Germany,0.60363,31,31,0.42859,0.77866
1993,Lower Secondary Level,1st Quintile,Born in Germany or immigrated <1950,0.85342,520,719,0.82755,0.87929
1993,Lower Secondary Level,1st Quintile,Not born in Germany,0.14658,199,719,0.12071,0.17245
1993,Lower Secondary Level,2nd Quintile,Born in Germany or immigrated <1950,0.84495,453,652,0.81715,0.87276
1993,Lower Secondary Level,2nd Quintile,Not born in Germany,0.15505,199,652,0.12724,0.18285
1993,Lower Secondary Level,3rd Quintile,Born in Germany or immigrated <1950,0.81489,373,546,0.78229,0.84750
1993,Lower Secondary Level,3rd Quintile,Not born in Germany,0.18511,173,546,0.15250,0.21771
1993,Lower Secondary Level,4th Quintile,Born in Germany or immigrated <1950,0.83158,335,482,0.79814,0.86503
1993,Lower Secondary Level,4th Quintile,Not born in Germany,0.16842,147,482,0.13497,0.20186
1993,Lower Secondary Level,5th Quintile,Born in Germany or immigrated <1950,0.87255,213,278,0.83328,0.91182
1993,Lower Secondary Level,5th Quintile,Not born in Germany,0.12745,65,278,0.08818,0.16672
1993,Upper Secondary Level,1st Quintile,Born in Germany or immigrated <1950,0.89530,1091,1271,0.87846,0.91214
1993,Upper Secondary Level,1st Quintile,Not born in Germany,0.10470,180,1271,0.08786,0.12154
1993,Upper Secondary Level,2nd Quintile,Born in Germany or immigrated <1950,0.91216,1275,1461,0.89764,0.92668
1993,Upper Secondary Level,2nd Quintile,Not born in Germany,0.08784,186,1461,0.07332,0.10236
1993,Upper Secondary Level,3rd Quintile,Born in Germany or immigrated <1950,0.91202,1200,1392,0.89714,0.92691
1993,Upper Secondary Level,3rd Quintile,Not born in Germany,0.08798,192,1392,0.07309,0.10286
1993,Upper Secondary Level,4th Quintile,Born in Germany or immigrated <1950,0.92713,1191,1339,0.91321,0.94106
1993,Upper Secondary Level,4th Quintile,Not born in Germany,0.07287,148,1339,0.05894,0.08679
1993,Upper Secondary Level,5th Quintile,Born in Germany or immigrated <1950,0.92902,1067,1200,0.91448,0.94355
1993,Upper Secondary Level,5th Quintile,Not born in Germany,0.07098,133,1200,0.05645,0.08552
1993,Post-secondary Non-tertiary Level,1st Quintile,Born in Germany or immigrated <1950,0.75903,40,40,0.62481,0.89326
1993,Post-secondary Non-tertiary Level,2nd Quintile,Born in Germany or immigrated <1950,0.74275,34,34,0.59361,0.89190
1993,Post-secondary Non-tertiary Level,3rd Quintile,Born in Germany or immigrated <1950,0.80025,58,58,0.69646,0.90405
1993,Post-secondary Non-tertiary Level,4th Quintile,Born in Germany or immigrated <1950,0.85993,69,69,0.77743,0.94242
1993,Post-secondary Non-tertiary Level,5th Quintile,Born in Germany or immigrated <1950,0.96309,89,89,0.92370,1.00248
1993,First Stage of Tertiary Education,1st Quintile,Born in Germany or immigrated <1950,0.90358,70,70,0.83394,0.97323
1993,First Stage of Tertiary Education,2nd Quintile,Born in Germany or immigrated <1950,0.93393,138,138,0.89233,0.97552
1993,First Stage of Tertiary Education,3rd Quintile,Born in Germany or immigrated <1950,0.93305,132,132,0.89025,0.97585
1993,First Stage of Tertiary Education,4th Quintile,Born in Germany or immigrated <1950,0.92546,162,162,0.88488,0.96603
1993,First Stage of Tertiary Education,5th Quintile,Born in Germany or immigrated <1950,0.88510,184,184,0.83889,0.93130
1993,Second Stage of Tertiary Education,1st Quintile,Born in Germany or immigrated <1950,0.95563,157,157,0.92331,0.98794
1993,Second Stage of Tertiary Education,2nd Quintile,Born in Germany or immigrated <1950,0.92347,242,242,0.88991,0.95703
1993,Second Stage of Tertiary Education,3rd Quintile,Born in Germany or immigrated <1950,0.90013,308,308,0.86659,0.93367
1993,Second Stage of Tertiary Education,4th Quintile,Born in Germany or immigrated <1950,0.90327,336,370,0.87311,0.93343
1993,Second Stage of Tertiary Education,4th Quintile,Not born in Germany,0.09673,34,370,0.06657,0.12689
1993,Second Stage of Tertiary Education,5th Quintile,Born in Germany or immigrated <1950,0.90371,462,505,0.87796,0.92947
1993,Second Stage of Tertiary Education,5th Quintile,Not born in Germany,0.09629,43,505,0.07053,0.12204
1994,Pre-primary Level,1st Quintile,Born in Germany or immigrated <1950,0.96396,45,45,0.90889,1.01904
