"germborn","year","bildungsniveau","migback","n","percent","lower_confidence_percent","upper_confidence_percent"
"nicht in Deutschland geboren","2014","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"nicht in Deutschland geboren","2014","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht in Deutschland geboren","2014","Hauptschule","kein Migrationshintergrund","","","",""
"nicht in Deutschland geboren","2014","Hauptschule","direkter Migrationshintergrund","1886","1","1","1"
"nicht in Deutschland geboren","2014","Hauptschule","indirekter Migrationshintergrund","","","",""
"nicht in Deutschland geboren","2014","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht in Deutschland geboren","2014","Realschule","kein Migrationshintergrund","","","",""
"nicht in Deutschland geboren","2014","Realschule","direkter Migrationshintergrund","400","1","1","1"
"nicht in Deutschland geboren","2014","Realschule","indirekter Migrationshintergrund","","","",""
"nicht in Deutschland geboren","2014","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht in Deutschland geboren","2014","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"nicht in Deutschland geboren","2014","(Fach-)Abitur","direkter Migrationshintergrund","1180","1","1","1"
"nicht in Deutschland geboren","2014","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"nicht in Deutschland geboren","2014","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht in Deutschland geboren","2014","AkademikerIn","kein Migrationshintergrund","","","",""
"nicht in Deutschland geboren","2014","AkademikerIn","direkter Migrationshintergrund","1111","1","1","1"
"nicht in Deutschland geboren","2014","AkademikerIn","indirekter Migrationshintergrund","","","",""
"nicht in Deutschland geboren","2014","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"in Deutschland geboren","2015","(noch) kein Abschluss","kein Migrationshintergrund","682","1","1","1"
"in Deutschland geboren","2015","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"in Deutschland geboren","2015","(noch) kein Abschluss","indirekter Migrationshintergrund","206","1","1","1"
"in Deutschland geboren","2015","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"in Deutschland geboren","2015","Hauptschule","kein Migrationshintergrund","5473","1","1","1"
"in Deutschland geboren","2015","Hauptschule","direkter Migrationshintergrund","","","",""
"in Deutschland geboren","2015","Hauptschule","indirekter Migrationshintergrund","429","1","1","1"
"in Deutschland geboren","2015","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"in Deutschland geboren","2015","Realschule","kein Migrationshintergrund","5823","1","1","1"
"in Deutschland geboren","2015","Realschule","direkter Migrationshintergrund","","","",""
"in Deutschland geboren","2015","Realschule","indirekter Migrationshintergrund","441","1","1","1"
"in Deutschland geboren","2015","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"in Deutschland geboren","2015","(Fach-)Abitur","kein Migrationshintergrund","2368","1","1","1"
"in Deutschland geboren","2015","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"in Deutschland geboren","2015","(Fach-)Abitur","indirekter Migrationshintergrund","331","1","1","1"
"in Deutschland geboren","2015","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"in Deutschland geboren","2015","AkademikerIn","kein Migrationshintergrund","4688","1","1","1"
"in Deutschland geboren","2015","AkademikerIn","direkter Migrationshintergrund","","","",""
"in Deutschland geboren","2015","AkademikerIn","indirekter Migrationshintergrund","263","1","1","1"
"in Deutschland geboren","2015","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht in Deutschland geboren","2015","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"nicht in Deutschland geboren","2015","(noch) kein Abschluss","direkter Migrationshintergrund","477","1","1","1"
"nicht in Deutschland geboren","2015","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"nicht in Deutschland geboren","2015","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht in Deutschland geboren","2015","Hauptschule","kein Migrationshintergrund","","","",""
"nicht in Deutschland geboren","2015","Hauptschule","direkter Migrationshintergrund","1968","1","1","1"
"nicht in Deutschland geboren","2015","Hauptschule","indirekter Migrationshintergrund","","","",""
"nicht in Deutschland geboren","2015","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht in Deutschland geboren","2015","Realschule","kein Migrationshintergrund","","","",""
"nicht in Deutschland geboren","2015","Realschule","direkter Migrationshintergrund","384","1","1","1"
"nicht in Deutschland geboren","2015","Realschule","indirekter Migrationshintergrund","","","",""
"nicht in Deutschland geboren","2015","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht in Deutschland geboren","2015","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"nicht in Deutschland geboren","2015","(Fach-)Abitur","direkter Migrationshintergrund","1472","1","1","1"
"nicht in Deutschland geboren","2015","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"nicht in Deutschland geboren","2015","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht in Deutschland geboren","2015","AkademikerIn","kein Migrationshintergrund","","","",""
"nicht in Deutschland geboren","2015","AkademikerIn","direkter Migrationshintergrund","1471","1","1","1"
"nicht in Deutschland geboren","2015","AkademikerIn","indirekter Migrationshintergrund","","","",""
"nicht in Deutschland geboren","2015","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"in Deutschland geboren","2016","(noch) kein Abschluss","kein Migrationshintergrund","651","1","1","1"
"in Deutschland geboren","2016","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"in Deutschland geboren","2016","(noch) kein Abschluss","indirekter Migrationshintergrund","186","1","1","1"
"in Deutschland geboren","2016","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"in Deutschland geboren","2016","Hauptschule","kein Migrationshintergrund","5018","1","1","1"
"in Deutschland geboren","2016","Hauptschule","direkter Migrationshintergrund","","","",""
"in Deutschland geboren","2016","Hauptschule","indirekter Migrationshintergrund","390","1","1","1"
"in Deutschland geboren","2016","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"in Deutschland geboren","2016","Realschule","kein Migrationshintergrund","5389","1","1","1"
"in Deutschland geboren","2016","Realschule","direkter Migrationshintergrund","","","",""
"in Deutschland geboren","2016","Realschule","indirekter Migrationshintergrund","406","1","1","1"
"in Deutschland geboren","2016","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"in Deutschland geboren","2016","(Fach-)Abitur","kein Migrationshintergrund","2213","1","1","1"
"in Deutschland geboren","2016","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"in Deutschland geboren","2016","(Fach-)Abitur","indirekter Migrationshintergrund","329","1","1","1"
"in Deutschland geboren","2016","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"in Deutschland geboren","2016","AkademikerIn","kein Migrationshintergrund","4438","1","1","1"
"in Deutschland geboren","2016","AkademikerIn","direkter Migrationshintergrund","","","",""
"in Deutschland geboren","2016","AkademikerIn","indirekter Migrationshintergrund","237","1","1","1"
"in Deutschland geboren","2016","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht in Deutschland geboren","2016","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"nicht in Deutschland geboren","2016","(noch) kein Abschluss","direkter Migrationshintergrund","1432","1","1","1"
"nicht in Deutschland geboren","2016","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"nicht in Deutschland geboren","2016","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht in Deutschland geboren","2016","Hauptschule","kein Migrationshintergrund","","","",""
"nicht in Deutschland geboren","2016","Hauptschule","direkter Migrationshintergrund","2261","1","1","1"
"nicht in Deutschland geboren","2016","Hauptschule","indirekter Migrationshintergrund","","","",""
"nicht in Deutschland geboren","2016","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht in Deutschland geboren","2016","Realschule","kein Migrationshintergrund","","","",""
"nicht in Deutschland geboren","2016","Realschule","direkter Migrationshintergrund","332","1","1","1"
"nicht in Deutschland geboren","2016","Realschule","indirekter Migrationshintergrund","","","",""
"nicht in Deutschland geboren","2016","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht in Deutschland geboren","2016","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"nicht in Deutschland geboren","2016","(Fach-)Abitur","direkter Migrationshintergrund","1680","1","1","1"
"nicht in Deutschland geboren","2016","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"nicht in Deutschland geboren","2016","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht in Deutschland geboren","2016","AkademikerIn","kein Migrationshintergrund","","","",""
"nicht in Deutschland geboren","2016","AkademikerIn","direkter Migrationshintergrund","1813","1","1","1"
"nicht in Deutschland geboren","2016","AkademikerIn","indirekter Migrationshintergrund","","","",""
"nicht in Deutschland geboren","2016","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"in Deutschland geboren","2017","(noch) kein Abschluss","kein Migrationshintergrund","739","1","1","1"
"in Deutschland geboren","2017","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"in Deutschland geboren","2017","(noch) kein Abschluss","indirekter Migrationshintergrund","225","1","1","1"
"in Deutschland geboren","2017","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"in Deutschland geboren","2017","Hauptschule","kein Migrationshintergrund","5288","1","1","1"
"in Deutschland geboren","2017","Hauptschule","direkter Migrationshintergrund","","","",""
"in Deutschland geboren","2017","Hauptschule","indirekter Migrationshintergrund","379","1","1","1"
"in Deutschland geboren","2017","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"in Deutschland geboren","2017","Realschule","kein Migrationshintergrund","6253","1","1","1"
"in Deutschland geboren","2017","Realschule","direkter Migrationshintergrund","","","",""
"in Deutschland geboren","2017","Realschule","indirekter Migrationshintergrund","423","1","1","1"
"in Deutschland geboren","2017","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"in Deutschland geboren","2017","(Fach-)Abitur","kein Migrationshintergrund","2682","1","1","1"
"in Deutschland geboren","2017","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"in Deutschland geboren","2017","(Fach-)Abitur","indirekter Migrationshintergrund","380","1","1","1"
"in Deutschland geboren","2017","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"in Deutschland geboren","2017","AkademikerIn","kein Migrationshintergrund","5056","1","1","1"
"in Deutschland geboren","2017","AkademikerIn","direkter Migrationshintergrund","","","",""
"in Deutschland geboren","2017","AkademikerIn","indirekter Migrationshintergrund","282","1","1","1"
"in Deutschland geboren","2017","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht in Deutschland geboren","2017","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"nicht in Deutschland geboren","2017","(noch) kein Abschluss","direkter Migrationshintergrund","1878","1","1","1"
"nicht in Deutschland geboren","2017","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"nicht in Deutschland geboren","2017","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht in Deutschland geboren","2017","Hauptschule","kein Migrationshintergrund","","","",""
"nicht in Deutschland geboren","2017","Hauptschule","direkter Migrationshintergrund","2444","1","1","1"
"nicht in Deutschland geboren","2017","Hauptschule","indirekter Migrationshintergrund","","","",""
"nicht in Deutschland geboren","2017","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht in Deutschland geboren","2017","Realschule","kein Migrationshintergrund","","","",""
"nicht in Deutschland geboren","2017","Realschule","direkter Migrationshintergrund","345","1","1","1"
"nicht in Deutschland geboren","2017","Realschule","indirekter Migrationshintergrund","","","",""
"nicht in Deutschland geboren","2017","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht in Deutschland geboren","2017","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"nicht in Deutschland geboren","2017","(Fach-)Abitur","direkter Migrationshintergrund","1779","1","1","1"
"nicht in Deutschland geboren","2017","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"nicht in Deutschland geboren","2017","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht in Deutschland geboren","2017","AkademikerIn","kein Migrationshintergrund","","","",""
"nicht in Deutschland geboren","2017","AkademikerIn","direkter Migrationshintergrund","1913","1","1","1"
"nicht in Deutschland geboren","2017","AkademikerIn","indirekter Migrationshintergrund","","","",""
"nicht in Deutschland geboren","2017","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"in Deutschland geboren","2018","(noch) kein Abschluss","kein Migrationshintergrund","643","1","1","1"
"in Deutschland geboren","2018","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"in Deutschland geboren","2018","(noch) kein Abschluss","indirekter Migrationshintergrund","202","1","1","1"
"in Deutschland geboren","2018","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"in Deutschland geboren","2018","Hauptschule","kein Migrationshintergrund","5003","1","1","1"
"in Deutschland geboren","2018","Hauptschule","direkter Migrationshintergrund","","","",""
"in Deutschland geboren","2018","Hauptschule","indirekter Migrationshintergrund","392","1","1","1"
"in Deutschland geboren","2018","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"in Deutschland geboren","2018","Realschule","kein Migrationshintergrund","6003","1","1","1"
"in Deutschland geboren","2018","Realschule","direkter Migrationshintergrund","","","",""
"in Deutschland geboren","2018","Realschule","indirekter Migrationshintergrund","430","1","1","1"
"in Deutschland geboren","2018","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"in Deutschland geboren","2018","(Fach-)Abitur","kein Migrationshintergrund","2668","1","1","1"
"in Deutschland geboren","2018","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"in Deutschland geboren","2018","(Fach-)Abitur","indirekter Migrationshintergrund","360","1","1","1"
"in Deutschland geboren","2018","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"in Deutschland geboren","2018","AkademikerIn","kein Migrationshintergrund","4932","1","1","1"
"in Deutschland geboren","2018","AkademikerIn","direkter Migrationshintergrund","","","",""
"in Deutschland geboren","2018","AkademikerIn","indirekter Migrationshintergrund","278","1","1","1"
"in Deutschland geboren","2018","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht in Deutschland geboren","2018","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"nicht in Deutschland geboren","2018","(noch) kein Abschluss","direkter Migrationshintergrund","1774","1","1","1"
"nicht in Deutschland geboren","2018","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"nicht in Deutschland geboren","2018","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht in Deutschland geboren","2018","Hauptschule","kein Migrationshintergrund","","","",""
"nicht in Deutschland geboren","2018","Hauptschule","direkter Migrationshintergrund","2239","1","1","1"
"nicht in Deutschland geboren","2018","Hauptschule","indirekter Migrationshintergrund","","","",""
"nicht in Deutschland geboren","2018","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht in Deutschland geboren","2018","Realschule","kein Migrationshintergrund","","","",""
"nicht in Deutschland geboren","2018","Realschule","direkter Migrationshintergrund","325","1","1","1"
"nicht in Deutschland geboren","2018","Realschule","indirekter Migrationshintergrund","","","",""
"nicht in Deutschland geboren","2018","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht in Deutschland geboren","2018","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"nicht in Deutschland geboren","2018","(Fach-)Abitur","direkter Migrationshintergrund","1620","1","1","1"
"nicht in Deutschland geboren","2018","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"nicht in Deutschland geboren","2018","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht in Deutschland geboren","2018","AkademikerIn","kein Migrationshintergrund","","","",""
"nicht in Deutschland geboren","2018","AkademikerIn","direkter Migrationshintergrund","1768","1","1","1"
"nicht in Deutschland geboren","2018","AkademikerIn","indirekter Migrationshintergrund","","","",""
"nicht in Deutschland geboren","2018","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"in Deutschland geboren","2019","(noch) kein Abschluss","kein Migrationshintergrund","583","1","1","1"
"in Deutschland geboren","2019","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"in Deutschland geboren","2019","(noch) kein Abschluss","indirekter Migrationshintergrund","173","1","1","1"
"in Deutschland geboren","2019","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"in Deutschland geboren","2019","Hauptschule","kein Migrationshintergrund","4713","1","1","1"
"in Deutschland geboren","2019","Hauptschule","direkter Migrationshintergrund","","","",""
"in Deutschland geboren","2019","Hauptschule","indirekter Migrationshintergrund","347","1","1","1"
"in Deutschland geboren","2019","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"in Deutschland geboren","2019","Realschule","kein Migrationshintergrund","6119","1","1","1"
"in Deutschland geboren","2019","Realschule","direkter Migrationshintergrund","","","",""
"in Deutschland geboren","2019","Realschule","indirekter Migrationshintergrund","440","1","1","1"
"in Deutschland geboren","2019","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"in Deutschland geboren","2019","(Fach-)Abitur","kein Migrationshintergrund","2890","1","1","1"
"in Deutschland geboren","2019","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"in Deutschland geboren","2019","(Fach-)Abitur","indirekter Migrationshintergrund","394","1","1","1"
"in Deutschland geboren","2019","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"in Deutschland geboren","2019","AkademikerIn","kein Migrationshintergrund","5576","1","1","1"
"in Deutschland geboren","2019","AkademikerIn","direkter Migrationshintergrund","","","",""
"in Deutschland geboren","2019","AkademikerIn","indirekter Migrationshintergrund","404","1","1","1"
"in Deutschland geboren","2019","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht in Deutschland geboren","2019","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"nicht in Deutschland geboren","2019","(noch) kein Abschluss","direkter Migrationshintergrund","1658","1","1","1"
"nicht in Deutschland geboren","2019","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"nicht in Deutschland geboren","2019","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht in Deutschland geboren","2019","Hauptschule","kein Migrationshintergrund","","","",""
"nicht in Deutschland geboren","2019","Hauptschule","direkter Migrationshintergrund","1918","1","1","1"
"nicht in Deutschland geboren","2019","Hauptschule","indirekter Migrationshintergrund","","","",""
"nicht in Deutschland geboren","2019","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht in Deutschland geboren","2019","Realschule","kein Migrationshintergrund","","","",""
"nicht in Deutschland geboren","2019","Realschule","direkter Migrationshintergrund","300","1","1","1"
"nicht in Deutschland geboren","2019","Realschule","indirekter Migrationshintergrund","","","",""
"nicht in Deutschland geboren","2019","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht in Deutschland geboren","2019","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"nicht in Deutschland geboren","2019","(Fach-)Abitur","direkter Migrationshintergrund","1414","1","1","1"
"nicht in Deutschland geboren","2019","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"nicht in Deutschland geboren","2019","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht in Deutschland geboren","2019","AkademikerIn","kein Migrationshintergrund","","","",""
"nicht in Deutschland geboren","2019","AkademikerIn","direkter Migrationshintergrund","1629","1","1","1"
"nicht in Deutschland geboren","2019","AkademikerIn","indirekter Migrationshintergrund","","","",""
"nicht in Deutschland geboren","2019","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"in Deutschland geboren","2020","(noch) kein Abschluss","kein Migrationshintergrund","594","1","1","1"
"in Deutschland geboren","2020","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"in Deutschland geboren","2020","(noch) kein Abschluss","indirekter Migrationshintergrund","179","1","1","1"
"in Deutschland geboren","2020","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"in Deutschland geboren","2020","Hauptschule","kein Migrationshintergrund","4234","1","1","1"
"in Deutschland geboren","2020","Hauptschule","direkter Migrationshintergrund","","","",""
"in Deutschland geboren","2020","Hauptschule","indirekter Migrationshintergrund","336","1","1","1"
"in Deutschland geboren","2020","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"in Deutschland geboren","2020","Realschule","kein Migrationshintergrund","5633","1","1","1"
"in Deutschland geboren","2020","Realschule","direkter Migrationshintergrund","","","",""
"in Deutschland geboren","2020","Realschule","indirekter Migrationshintergrund","389","1","1","1"
"in Deutschland geboren","2020","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"in Deutschland geboren","2020","(Fach-)Abitur","kein Migrationshintergrund","2727","1","1","1"
"in Deutschland geboren","2020","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"in Deutschland geboren","2020","(Fach-)Abitur","indirekter Migrationshintergrund","374","1","1","1"
"in Deutschland geboren","2020","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"in Deutschland geboren","2020","AkademikerIn","kein Migrationshintergrund","5306","1","1","1"
"in Deutschland geboren","2020","AkademikerIn","direkter Migrationshintergrund","","","",""
"in Deutschland geboren","2020","AkademikerIn","indirekter Migrationshintergrund","353","1","1","1"
"in Deutschland geboren","2020","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht in Deutschland geboren","2020","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"nicht in Deutschland geboren","2020","(noch) kein Abschluss","direkter Migrationshintergrund","1853","1","1","1"
"nicht in Deutschland geboren","2020","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"nicht in Deutschland geboren","2020","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht in Deutschland geboren","2020","Hauptschule","kein Migrationshintergrund","","","",""
"nicht in Deutschland geboren","2020","Hauptschule","direkter Migrationshintergrund","2218","1","1","1"
"nicht in Deutschland geboren","2020","Hauptschule","indirekter Migrationshintergrund","","","",""
"nicht in Deutschland geboren","2020","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht in Deutschland geboren","2020","Realschule","kein Migrationshintergrund","","","",""
"nicht in Deutschland geboren","2020","Realschule","direkter Migrationshintergrund","308","1","1","1"
"nicht in Deutschland geboren","2020","Realschule","indirekter Migrationshintergrund","","","",""
"nicht in Deutschland geboren","2020","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht in Deutschland geboren","2020","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"nicht in Deutschland geboren","2020","(Fach-)Abitur","direkter Migrationshintergrund","1982","1","1","1"
"nicht in Deutschland geboren","2020","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"nicht in Deutschland geboren","2020","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht in Deutschland geboren","2020","AkademikerIn","kein Migrationshintergrund","","","",""
"nicht in Deutschland geboren","2020","AkademikerIn","direkter Migrationshintergrund","2138","1","1","1"
"nicht in Deutschland geboren","2020","AkademikerIn","indirekter Migrationshintergrund","","","",""
"nicht in Deutschland geboren","2020","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
