"plj0588","year","bildungsniveau","bula_h","n","percent","lowerconfidence_percent","upperconfidence_percent"
"Nie","2013","Hauptschule","Bayern","473","0.309106290530523","0.285680889441063","0.332531691619983"
"Nie","2013","Hauptschule","Saarland","","","",""
"Nie","2013","Hauptschule","Berlin","41","0.287656014081039","0.217949687937935","0.357362340224143"
"Nie","2013","Hauptschule","Brandenburg","57","0.226444559566118","0.173272157450181","0.279616961682054"
"Nie","2013","Hauptschule","Mecklenburg-Vorpommern","30","0.197204873519549","0.1263097128215","0.268100034217599"
"Nie","2013","Hauptschule","Sachsen","102","0.307256457677719","0.257251741412462","0.357261173942977"
"Nie","2013","Hauptschule","Sachsen-Anhalt","79","0.37358228481286","0.311993863711472","0.435170705914248"
"Nie","2013","Hauptschule","Thueringen","90","0.334014375505594","0.277228521596013","0.390800229415174"
"Nie","2013","Realschule","Schleswig-Holstein","70","0.25379589689844","0.201983395423912","0.305608398372967"
"Nie","2013","Realschule","Hamburg","44","0.363264267734167","0.265518588630384","0.461009946837949"
"Nie","2013","Realschule","Niedersachsen","198","0.267218043456798","0.235506486484081","0.298929600429515"
"Nie","2013","Realschule","Bremen","11","","",""
"Nie","2013","Realschule","Nordrhein-Westfalen","325","0.260041334980364","0.233940274950721","0.286142395010007"
"Nie","2013","Realschule","Hessen","94","0.210457740281028","0.171473094954393","0.249442385607664"
"Nie","2013","Realschule","Rheinland-Pfalz,Saarland","102","0.244255620976238","0.195227321603843","0.293283920348633"
"Nie","2013","Realschule","Baden-Wuerttemberg","224","0.263268306980028","0.232361456123547","0.294175157836509"
"Nie","2013","Realschule","Bayern","287","0.298502597412865","0.270529624512932","0.326475570312798"
"Nie","2013","Realschule","Saarland","","","",""
"Nie","2013","Realschule","Berlin","68","0.192633169194648","0.146022779861921","0.239243558527376"
"Nie","2013","Realschule","Brandenburg","92","0.240977484322671","0.197458705630492","0.284496263014849"
"Nie","2013","Realschule","Mecklenburg-Vorpommern","50","0.197838212997201","0.147853264054233","0.24782316194017"
"Nie","2013","Realschule","Sachsen","189","0.247435476861899","0.216110758025083","0.278760195698715"
"Nie","2013","Realschule","Sachsen-Anhalt","107","0.287622846804768","0.242698427813075","0.332547265796461"
"Nie","2013","Realschule","Thueringen","108","0.271716595541685","0.228445951098622","0.314987239984748"
"Nie","2013","(Fach-)Abitur","Schleswig-Holstein","22","","",""
"Nie","2013","(Fach-)Abitur","Hamburg","27","","",""
"Nie","2013","(Fach-)Abitur","Niedersachsen","78","0.233890772250247","0.185667783204252","0.282113761296243"
"Nie","2013","(Fach-)Abitur","Bremen","4","","",""
"Nie","2013","(Fach-)Abitur","Nordrhein-Westfalen","273","0.317931915538217","0.287286380460833","0.348577450615601"
"Nie","2013","(Fach-)Abitur","Hessen","65","0.257280312991892","0.205139001032006","0.309421624951779"
"Nie","2013","(Fach-)Abitur","Rheinland-Pfalz,Saarland","36","0.179507980300206","0.122647813726155","0.236368146874256"
"Nie","2013","(Fach-)Abitur","Baden-Wuerttemberg","115","0.284167992282672","0.239290832370484","0.329045152194861"
"Nie","2013","(Fach-)Abitur","Bayern","115","0.247549180829284","0.207584266120495","0.287514095538073"
"Nie","2013","(Fach-)Abitur","Saarland","","","",""
"Nie","2013","(Fach-)Abitur","Berlin","23","","",""
"Nie","2013","(Fach-)Abitur","Brandenburg","30","0.234803787742051","0.151307061337751","0.318300514146351"
"Nie","2013","(Fach-)Abitur","Mecklenburg-Vorpommern","11","","",""
"Nie","2013","(Fach-)Abitur","Sachsen","38","0.25520653090586","0.182728812583883","0.327684249227836"
"Nie","2013","(Fach-)Abitur","Sachsen-Anhalt","18","","",""
"Nie","2013","(Fach-)Abitur","Thueringen","22","","",""
"Nie","2013","AkademikerIn","Schleswig-Holstein","45","0.267208149287248","0.195917528197955","0.338498770376541"
"Nie","2013","AkademikerIn","Hamburg","53","0.388503873403215","0.303734150739328","0.473273596067101"
"Nie","2013","AkademikerIn","Niedersachsen","134","0.238393258386349","0.200392969316784","0.276393547455914"
"Nie","2013","AkademikerIn","Bremen","14","","",""
"Nie","2013","AkademikerIn","Nordrhein-Westfalen","394","0.317067917772239","0.289643625079838","0.344492210464639"
"Nie","2013","AkademikerIn","Hessen","126","0.253033101049267","0.214578643234173","0.29148755886436"
"Nie","2013","AkademikerIn","Rheinland-Pfalz,Saarland","90","0.252714787901929","0.199376812980882","0.306052762822976"
"Nie","2013","AkademikerIn","Baden-Wuerttemberg","240","0.339661815304568","0.304727494071832","0.374596136537305"
"Nie","2013","AkademikerIn","Bayern","235","0.282610163089083","0.251350058403068","0.313870267775098"
"Nie","2013","AkademikerIn","Saarland","","","",""
"Nie","2013","AkademikerIn","Berlin","74","0.176595245692466","0.137528814692512","0.21566167669242"
"Nie","2013","AkademikerIn","Brandenburg","50","0.153296228384607","0.109335010026277","0.197257446742938"
"Nie","2013","AkademikerIn","Mecklenburg-Vorpommern","28","","",""
"Nie","2013","AkademikerIn","Sachsen","130","0.225930338584405","0.187334798749552","0.264525878419259"
"Nie","2013","AkademikerIn","Sachsen-Anhalt","56","0.255598171134812","0.197958786266982","0.313237556002641"
"Nie","2013","AkademikerIn","Thueringen","52","0.255294160350997","0.19660025861353","0.313988062088464"
"Sehr oft","2014","(noch) kein Abschluss","Schleswig-Holstein","","","",""
"Sehr oft","2014","(noch) kein Abschluss","Hamburg","","","",""
"Sehr oft","2014","(noch) kein Abschluss","Niedersachsen","","","",""
"Sehr oft","2014","(noch) kein Abschluss","Bremen","","","",""
"Sehr oft","2014","(noch) kein Abschluss","Nordrhein-Westfalen","","","",""
"Sehr oft","2014","(noch) kein Abschluss","Hessen","","","",""
"Sehr oft","2014","(noch) kein Abschluss","Rheinland-Pfalz,Saarland","","","",""
"Sehr oft","2014","(noch) kein Abschluss","Baden-Wuerttemberg","","","",""
"Sehr oft","2014","(noch) kein Abschluss","Bayern","","","",""
"Sehr oft","2014","(noch) kein Abschluss","Saarland","","","",""
"Sehr oft","2014","(noch) kein Abschluss","Berlin","","","",""
"Sehr oft","2014","(noch) kein Abschluss","Brandenburg","","","",""
"Sehr oft","2014","(noch) kein Abschluss","Mecklenburg-Vorpommern","","","",""
"Sehr oft","2014","(noch) kein Abschluss","Sachsen","","","",""
"Sehr oft","2014","(noch) kein Abschluss","Sachsen-Anhalt","","","",""
"Sehr oft","2014","(noch) kein Abschluss","Thueringen","","","",""
"Sehr oft","2014","Hauptschule","Schleswig-Holstein","","","",""
"Sehr oft","2014","Hauptschule","Hamburg","","","",""
"Sehr oft","2014","Hauptschule","Niedersachsen","","","",""
"Sehr oft","2014","Hauptschule","Bremen","","","",""
"Sehr oft","2014","Hauptschule","Nordrhein-Westfalen","","","",""
"Sehr oft","2014","Hauptschule","Hessen","","","",""
"Sehr oft","2014","Hauptschule","Rheinland-Pfalz,Saarland","","","",""
"Sehr oft","2014","Hauptschule","Baden-Wuerttemberg","","","",""
"Sehr oft","2014","Hauptschule","Bayern","","","",""
"Sehr oft","2014","Hauptschule","Saarland","","","",""
"Sehr oft","2014","Hauptschule","Berlin","","","",""
"Sehr oft","2014","Hauptschule","Brandenburg","","","",""
"Sehr oft","2014","Hauptschule","Mecklenburg-Vorpommern","","","",""
"Sehr oft","2014","Hauptschule","Sachsen","","","",""
"Sehr oft","2014","Hauptschule","Sachsen-Anhalt","","","",""
"Sehr oft","2014","Hauptschule","Thueringen","","","",""
"Sehr oft","2014","Realschule","Schleswig-Holstein","","","",""
"Sehr oft","2014","Realschule","Hamburg","","","",""
"Sehr oft","2014","Realschule","Niedersachsen","","","",""
"Sehr oft","2014","Realschule","Bremen","","","",""
"Sehr oft","2014","Realschule","Nordrhein-Westfalen","","","",""
"Sehr oft","2014","Realschule","Hessen","","","",""
"Sehr oft","2014","Realschule","Rheinland-Pfalz,Saarland","","","",""
"Sehr oft","2014","Realschule","Baden-Wuerttemberg","","","",""
"Sehr oft","2014","Realschule","Bayern","","","",""
"Sehr oft","2014","Realschule","Saarland","","","",""
"Sehr oft","2014","Realschule","Berlin","","","",""
"Sehr oft","2014","Realschule","Brandenburg","","","",""
"Sehr oft","2014","Realschule","Mecklenburg-Vorpommern","","","",""
"Sehr oft","2014","Realschule","Sachsen","","","",""
"Sehr oft","2014","Realschule","Sachsen-Anhalt","","","",""
"Sehr oft","2014","Realschule","Thueringen","","","",""
"Sehr oft","2014","(Fach-)Abitur","Schleswig-Holstein","","","",""
"Sehr oft","2014","(Fach-)Abitur","Hamburg","","","",""
"Sehr oft","2014","(Fach-)Abitur","Niedersachsen","","","",""
"Sehr oft","2014","(Fach-)Abitur","Bremen","","","",""
"Sehr oft","2014","(Fach-)Abitur","Nordrhein-Westfalen","","","",""
"Sehr oft","2014","(Fach-)Abitur","Hessen","","","",""
"Sehr oft","2014","(Fach-)Abitur","Rheinland-Pfalz,Saarland","","","",""
"Sehr oft","2014","(Fach-)Abitur","Baden-Wuerttemberg","","","",""
"Sehr oft","2014","(Fach-)Abitur","Bayern","","","",""
"Sehr oft","2014","(Fach-)Abitur","Saarland","","","",""
"Sehr oft","2014","(Fach-)Abitur","Berlin","","","",""
"Sehr oft","2014","(Fach-)Abitur","Brandenburg","","","",""
"Sehr oft","2014","(Fach-)Abitur","Mecklenburg-Vorpommern","","","",""
"Sehr oft","2014","(Fach-)Abitur","Sachsen","","","",""
"Sehr oft","2014","(Fach-)Abitur","Sachsen-Anhalt","","","",""
"Sehr oft","2014","(Fach-)Abitur","Thueringen","","","",""
"Sehr oft","2014","AkademikerIn","Schleswig-Holstein","","","",""
"Sehr oft","2014","AkademikerIn","Hamburg","","","",""
"Sehr oft","2014","AkademikerIn","Niedersachsen","","","",""
"Sehr oft","2014","AkademikerIn","Bremen","","","",""
"Sehr oft","2014","AkademikerIn","Nordrhein-Westfalen","","","",""
"Sehr oft","2014","AkademikerIn","Hessen","","","",""
"Sehr oft","2014","AkademikerIn","Rheinland-Pfalz,Saarland","","","",""
"Sehr oft","2014","AkademikerIn","Baden-Wuerttemberg","","","",""
"Sehr oft","2014","AkademikerIn","Bayern","","","",""
"Sehr oft","2014","AkademikerIn","Saarland","","","",""
"Sehr oft","2014","AkademikerIn","Berlin","","","",""
"Sehr oft","2014","AkademikerIn","Brandenburg","","","",""
"Sehr oft","2014","AkademikerIn","Mecklenburg-Vorpommern","","","",""
"Sehr oft","2014","AkademikerIn","Sachsen","","","",""
"Sehr oft","2014","AkademikerIn","Sachsen-Anhalt","","","",""
"Sehr oft","2014","AkademikerIn","Thueringen","","","",""
"Oft","2014","(noch) kein Abschluss","Schleswig-Holstein","","","",""
"Oft","2014","(noch) kein Abschluss","Hamburg","","","",""
"Oft","2014","(noch) kein Abschluss","Niedersachsen","","","",""
"Oft","2014","(noch) kein Abschluss","Bremen","","","",""
"Oft","2014","(noch) kein Abschluss","Nordrhein-Westfalen","","","",""
"Oft","2014","(noch) kein Abschluss","Hessen","","","",""
"Oft","2014","(noch) kein Abschluss","Rheinland-Pfalz,Saarland","","","",""
"Oft","2014","(noch) kein Abschluss","Baden-Wuerttemberg","","","",""
"Oft","2014","(noch) kein Abschluss","Bayern","","","",""
"Oft","2014","(noch) kein Abschluss","Saarland","","","",""
"Oft","2014","(noch) kein Abschluss","Berlin","","","",""
"Oft","2014","(noch) kein Abschluss","Brandenburg","","","",""
"Oft","2014","(noch) kein Abschluss","Mecklenburg-Vorpommern","","","",""
"Oft","2014","(noch) kein Abschluss","Sachsen","","","",""
"Oft","2014","(noch) kein Abschluss","Sachsen-Anhalt","","","",""
"Oft","2014","(noch) kein Abschluss","Thueringen","","","",""
"Oft","2014","Hauptschule","Schleswig-Holstein","","","",""
"Oft","2014","Hauptschule","Hamburg","","","",""
"Oft","2014","Hauptschule","Niedersachsen","","","",""
"Oft","2014","Hauptschule","Bremen","","","",""
"Oft","2014","Hauptschule","Nordrhein-Westfalen","","","",""
"Oft","2014","Hauptschule","Hessen","","","",""
"Oft","2014","Hauptschule","Rheinland-Pfalz,Saarland","","","",""
"Oft","2014","Hauptschule","Baden-Wuerttemberg","","","",""
"Oft","2014","Hauptschule","Bayern","","","",""
"Oft","2014","Hauptschule","Saarland","","","",""
"Oft","2014","Hauptschule","Berlin","","","",""
"Oft","2014","Hauptschule","Brandenburg","","","",""
"Oft","2014","Hauptschule","Mecklenburg-Vorpommern","","","",""
"Oft","2014","Hauptschule","Sachsen","","","",""
"Oft","2014","Hauptschule","Sachsen-Anhalt","","","",""
"Oft","2014","Hauptschule","Thueringen","","","",""
"Oft","2014","Realschule","Schleswig-Holstein","","","",""
"Oft","2014","Realschule","Hamburg","","","",""
"Oft","2014","Realschule","Niedersachsen","","","",""
"Oft","2014","Realschule","Bremen","","","",""
"Oft","2014","Realschule","Nordrhein-Westfalen","","","",""
"Oft","2014","Realschule","Hessen","","","",""
"Oft","2014","Realschule","Rheinland-Pfalz,Saarland","","","",""
"Oft","2014","Realschule","Baden-Wuerttemberg","","","",""
"Oft","2014","Realschule","Bayern","","","",""
"Oft","2014","Realschule","Saarland","","","",""
"Oft","2014","Realschule","Berlin","","","",""
"Oft","2014","Realschule","Brandenburg","","","",""
"Oft","2014","Realschule","Mecklenburg-Vorpommern","","","",""
"Oft","2014","Realschule","Sachsen","","","",""
"Oft","2014","Realschule","Sachsen-Anhalt","","","",""
"Oft","2014","Realschule","Thueringen","","","",""
"Oft","2014","(Fach-)Abitur","Schleswig-Holstein","","","",""
"Oft","2014","(Fach-)Abitur","Hamburg","","","",""
"Oft","2014","(Fach-)Abitur","Niedersachsen","","","",""
"Oft","2014","(Fach-)Abitur","Bremen","","","",""
"Oft","2014","(Fach-)Abitur","Nordrhein-Westfalen","","","",""
"Oft","2014","(Fach-)Abitur","Hessen","","","",""
"Oft","2014","(Fach-)Abitur","Rheinland-Pfalz,Saarland","","","",""
"Oft","2014","(Fach-)Abitur","Baden-Wuerttemberg","","","",""
"Oft","2014","(Fach-)Abitur","Bayern","","","",""
"Oft","2014","(Fach-)Abitur","Saarland","","","",""
"Oft","2014","(Fach-)Abitur","Berlin","","","",""
"Oft","2014","(Fach-)Abitur","Brandenburg","","","",""
"Oft","2014","(Fach-)Abitur","Mecklenburg-Vorpommern","","","",""
"Oft","2014","(Fach-)Abitur","Sachsen","","","",""
"Oft","2014","(Fach-)Abitur","Sachsen-Anhalt","","","",""
"Oft","2014","(Fach-)Abitur","Thueringen","","","",""
"Oft","2014","AkademikerIn","Schleswig-Holstein","","","",""
"Oft","2014","AkademikerIn","Hamburg","","","",""
"Oft","2014","AkademikerIn","Niedersachsen","","","",""
"Oft","2014","AkademikerIn","Bremen","","","",""
"Oft","2014","AkademikerIn","Nordrhein-Westfalen","","","",""
"Oft","2014","AkademikerIn","Hessen","","","",""
"Oft","2014","AkademikerIn","Rheinland-Pfalz,Saarland","","","",""
"Oft","2014","AkademikerIn","Baden-Wuerttemberg","","","",""
"Oft","2014","AkademikerIn","Bayern","","","",""
"Oft","2014","AkademikerIn","Saarland","","","",""
"Oft","2014","AkademikerIn","Berlin","","","",""
"Oft","2014","AkademikerIn","Brandenburg","","","",""
"Oft","2014","AkademikerIn","Mecklenburg-Vorpommern","","","",""
"Oft","2014","AkademikerIn","Sachsen","","","",""
"Oft","2014","AkademikerIn","Sachsen-Anhalt","","","",""
"Oft","2014","AkademikerIn","Thueringen","","","",""
"Manchmal","2014","(noch) kein Abschluss","Schleswig-Holstein","","","",""
"Manchmal","2014","(noch) kein Abschluss","Hamburg","","","",""
"Manchmal","2014","(noch) kein Abschluss","Niedersachsen","","","",""
"Manchmal","2014","(noch) kein Abschluss","Bremen","","","",""
"Manchmal","2014","(noch) kein Abschluss","Nordrhein-Westfalen","","","",""
"Manchmal","2014","(noch) kein Abschluss","Hessen","","","",""
"Manchmal","2014","(noch) kein Abschluss","Rheinland-Pfalz,Saarland","","","",""
"Manchmal","2014","(noch) kein Abschluss","Baden-Wuerttemberg","","","",""
"Manchmal","2014","(noch) kein Abschluss","Bayern","","","",""
"Manchmal","2014","(noch) kein Abschluss","Saarland","","","",""
"Manchmal","2014","(noch) kein Abschluss","Berlin","","","",""
"Manchmal","2014","(noch) kein Abschluss","Brandenburg","","","",""
"Manchmal","2014","(noch) kein Abschluss","Mecklenburg-Vorpommern","","","",""
"Manchmal","2014","(noch) kein Abschluss","Sachsen","","","",""
"Manchmal","2014","(noch) kein Abschluss","Sachsen-Anhalt","","","",""
"Manchmal","2014","(noch) kein Abschluss","Thueringen","","","",""
"Manchmal","2014","Hauptschule","Schleswig-Holstein","","","",""
"Manchmal","2014","Hauptschule","Hamburg","","","",""
"Manchmal","2014","Hauptschule","Niedersachsen","","","",""
"Manchmal","2014","Hauptschule","Bremen","","","",""
"Manchmal","2014","Hauptschule","Nordrhein-Westfalen","","","",""
"Manchmal","2014","Hauptschule","Hessen","","","",""
"Manchmal","2014","Hauptschule","Rheinland-Pfalz,Saarland","","","",""
"Manchmal","2014","Hauptschule","Baden-Wuerttemberg","","","",""
"Manchmal","2014","Hauptschule","Bayern","","","",""
"Manchmal","2014","Hauptschule","Saarland","","","",""
"Manchmal","2014","Hauptschule","Berlin","","","",""
"Manchmal","2014","Hauptschule","Brandenburg","","","",""
"Manchmal","2014","Hauptschule","Mecklenburg-Vorpommern","","","",""
"Manchmal","2014","Hauptschule","Sachsen","","","",""
"Manchmal","2014","Hauptschule","Sachsen-Anhalt","","","",""
"Manchmal","2014","Hauptschule","Thueringen","","","",""
"Manchmal","2014","Realschule","Schleswig-Holstein","","","",""
"Manchmal","2014","Realschule","Hamburg","","","",""
"Manchmal","2014","Realschule","Niedersachsen","","","",""
"Manchmal","2014","Realschule","Bremen","","","",""
"Manchmal","2014","Realschule","Nordrhein-Westfalen","","","",""
"Manchmal","2014","Realschule","Hessen","","","",""
"Manchmal","2014","Realschule","Rheinland-Pfalz,Saarland","","","",""
"Manchmal","2014","Realschule","Baden-Wuerttemberg","","","",""
