"corigin","year","quintil_oecd","n","percent","lower_confidence_percent","upper_confidence_percent"
"Weissrussland","1995","5 Einkommensstärkstes Quintil","","","",""
"Uruguay","1995","1 Einkommensschwächstes Quintil","","","",""
"Uruguay","1995","2","","","",""
"Uruguay","1995","3","","","",""
"Uruguay","1995","4","","","",""
"Uruguay","1995","5 Einkommensstärkstes Quintil","","","",""
"Uganda","1995","1 Einkommensschwächstes Quintil","","","",""
"Uganda","1995","2","","","",""
"Uganda","1995","3","","","",""
"Uganda","1995","4","","","",""
"Uganda","1995","5 Einkommensstärkstes Quintil","","","",""
"Mali","1995","1 Einkommensschwächstes Quintil","","","",""
"Mali","1995","2","","","",""
"Mali","1995","3","","","",""
"Mali","1995","4","","","",""
"Mali","1995","5 Einkommensstärkstes Quintil","","","",""
"Kamerun","1995","1 Einkommensschwächstes Quintil","","","",""
"Kamerun","1995","2","","","",""
"Kamerun","1995","3","","","",""
"Kamerun","1995","4","","","",""
"Kamerun","1995","5 Einkommensstärkstes Quintil","","","",""
"Kosovo-Albaner","1995","1 Einkommensschwächstes Quintil","17","","",""
"Kosovo-Albaner","1995","2","1","","",""
"Kosovo-Albaner","1995","3","","","",""
"Kosovo-Albaner","1995","4","","","",""
"Kosovo-Albaner","1995","5 Einkommensstärkstes Quintil","","","",""
"Georgien","1995","1 Einkommensschwächstes Quintil","","","",""
"Georgien","1995","2","","","",""
"Georgien","1995","3","","","",""
"Georgien","1995","4","","","",""
"Georgien","1995","5 Einkommensstärkstes Quintil","","","",""
"Sudan","1995","1 Einkommensschwächstes Quintil","","","",""
"Sudan","1995","2","","","",""
"Sudan","1995","3","1","","",""
"Sudan","1995","4","","","",""
"Sudan","1995","5 Einkommensstärkstes Quintil","","","",""
"Kongo","1995","1 Einkommensschwächstes Quintil","","","",""
"Kongo","1995","2","","","",""
"Kongo","1995","3","","","",""
"Kongo","1995","4","","","",""
"Kongo","1995","5 Einkommensstärkstes Quintil","","","",""
"Togo","1995","1 Einkommensschwächstes Quintil","","","",""
"Togo","1995","2","","","",""
"Togo","1995","3","","","",""
"Togo","1995","4","","","",""
"Togo","1995","5 Einkommensstärkstes Quintil","","","",""
"Mongolei","1995","1 Einkommensschwächstes Quintil","","","",""
"Mongolei","1995","2","","","",""
"Mongolei","1995","3","","","",""
"Mongolei","1995","4","","","",""
"Mongolei","1995","5 Einkommensstärkstes Quintil","","","",""
"Litauen","1995","1 Einkommensschwächstes Quintil","2","","",""
"Litauen","1995","2","","","",""
"Litauen","1995","3","","","",""
"Litauen","1995","4","1","","",""
"Litauen","1995","5 Einkommensstärkstes Quintil","","","",""
"Tschad","1995","1 Einkommensschwächstes Quintil","","","",""
"Tschad","1995","2","","","",""
"Tschad","1995","3","","","",""
"Tschad","1995","4","","","",""
"Tschad","1995","5 Einkommensstärkstes Quintil","","","",""
"Armenien","1995","1 Einkommensschwächstes Quintil","","","",""
"Armenien","1995","2","","","",""
"Armenien","1995","3","","","",""
"Armenien","1995","4","","","",""
"Armenien","1995","5 Einkommensstärkstes Quintil","","","",""
"Kurdistan_(149)","1995","1 Einkommensschwächstes Quintil","","","",""
"Kurdistan_(149)","1995","2","","","",""
"Kurdistan_(149)","1995","3","","","",""
"Kurdistan_(149)","1995","4","","","",""
"Kurdistan_(149)","1995","5 Einkommensstärkstes Quintil","","","",""
"Liberia","1995","1 Einkommensschwächstes Quintil","","","",""
"Liberia","1995","2","","","",""
"Liberia","1995","3","","","",""
"Liberia","1995","4","","","",""
"Liberia","1995","5 Einkommensstärkstes Quintil","","","",""
"Jemen","1995","1 Einkommensschwächstes Quintil","","","",""
"Jemen","1995","2","","","",""
"Jemen","1995","3","","","",""
"Jemen","1995","4","","","",""
"Jemen","1995","5 Einkommensstärkstes Quintil","","","",""
"Palaestina","1995","1 Einkommensschwächstes Quintil","","","",""
"Palaestina","1995","2","","","",""
"Palaestina","1995","3","","","",""
"Palaestina","1995","4","","","",""
"Palaestina","1995","5 Einkommensstärkstes Quintil","","","",""
"Taiwan","1995","1 Einkommensschwächstes Quintil","","","",""
"Taiwan","1995","2","","","",""
"Taiwan","1995","3","","","",""
"Taiwan","1995","4","","","",""
"Taiwan","1995","5 Einkommensstärkstes Quintil","","","",""
"Turkmenistan","1995","1 Einkommensschwächstes Quintil","","","",""
"Turkmenistan","1995","2","","","",""
"Turkmenistan","1995","3","","","",""
"Turkmenistan","1995","4","","","",""
"Turkmenistan","1995","5 Einkommensstärkstes Quintil","","","",""
"Afrika","1995","1 Einkommensschwächstes Quintil","","","",""
"Afrika","1995","2","","","",""
"Afrika","1995","3","","","",""
"Afrika","1995","4","","","",""
"Afrika","1995","5 Einkommensstärkstes Quintil","","","",""
"Sierra Leone(Westafrika)","1995","1 Einkommensschwächstes Quintil","","","",""
"Sierra Leone(Westafrika)","1995","2","","","",""
"Sierra Leone(Westafrika)","1995","3","","","",""
"Sierra Leone(Westafrika)","1995","4","","","",""
"Sierra Leone(Westafrika)","1995","5 Einkommensstärkstes Quintil","","","",""
"Senegal","1995","1 Einkommensschwächstes Quintil","","","",""
"Senegal","1995","2","","","",""
"Senegal","1995","3","","","",""
"Senegal","1995","4","","","",""
"Senegal","1995","5 Einkommensstärkstes Quintil","","","",""
"Malediven","1995","1 Einkommensschwächstes Quintil","","","",""
"Malediven","1995","2","","","",""
"Malediven","1995","3","","","",""
"Malediven","1995","4","","","",""
"Malediven","1995","5 Einkommensstärkstes Quintil","","","",""
"Serbien","1995","1 Einkommensschwächstes Quintil","11","","",""
"Serbien","1995","2","9","","",""
"Serbien","1995","3","2","","",""
"Serbien","1995","4","1","","",""
"Serbien","1995","5 Einkommensstärkstes Quintil","1","","",""
"Gambia","1995","1 Einkommensschwächstes Quintil","","","",""
"Gambia","1995","2","","","",""
"Gambia","1995","3","","","",""
"Gambia","1995","4","","","",""
"Gambia","1995","5 Einkommensstärkstes Quintil","","","",""
"Honduras","1995","1 Einkommensschwächstes Quintil","","","",""
"Honduras","1995","2","","","",""
"Honduras","1995","3","","","",""
"Honduras","1995","4","","","",""
"Honduras","1995","5 Einkommensstärkstes Quintil","","","",""
"Montenegro_(168)","1995","1 Einkommensschwächstes Quintil","","","",""
"Montenegro_(168)","1995","2","","","",""
"Montenegro_(168)","1995","3","","","",""
"Montenegro_(168)","1995","4","","","",""
"Montenegro_(168)","1995","5 Einkommensstärkstes Quintil","","","",""
"Kambodscha","1995","1 Einkommensschwächstes Quintil","","","",""
"Kambodscha","1995","2","","","",""
"Kambodscha","1995","3","","","",""
"Kambodscha","1995","4","","","",""
"Kambodscha","1995","5 Einkommensstärkstes Quintil","","","",""
"Surinam","1995","1 Einkommensschwächstes Quintil","","","",""
"Surinam","1995","2","","","",""
"Surinam","1995","3","","","",""
"Surinam","1995","4","","","",""
"Surinam","1995","5 Einkommensstärkstes Quintil","","","",""
"Guyana","1995","1 Einkommensschwächstes Quintil","","","",""
"Guyana","1995","2","","","",""
"Guyana","1995","3","","","",""
"Guyana","1995","4","","","",""
"Guyana","1995","5 Einkommensstärkstes Quintil","","","",""
"Simbabwe","1995","1 Einkommensschwächstes Quintil","","","",""
"Simbabwe","1995","2","","","",""
"Simbabwe","1995","3","","","",""
"Simbabwe","1995","4","","","",""
"Simbabwe","1995","5 Einkommensstärkstes Quintil","","","",""
"Madagaskar","1995","1 Einkommensschwächstes Quintil","","","",""
"Madagaskar","1995","2","","","",""
"Madagaskar","1995","3","","","",""
"Madagaskar","1995","4","","","",""
"Madagaskar","1995","5 Einkommensstärkstes Quintil","","","",""
"Lesotho","1995","1 Einkommensschwächstes Quintil","","","",""
"Lesotho","1995","2","","","",""
"Lesotho","1995","3","","","",""
"Lesotho","1995","4","","","",""
"Lesotho","1995","5 Einkommensstärkstes Quintil","","","",""
"Ruanda","1995","1 Einkommensschwächstes Quintil","","","",""
"Ruanda","1995","2","","","",""
"Ruanda","1995","3","","","",""
"Ruanda","1995","4","","","",""
"Ruanda","1995","5 Einkommensstärkstes Quintil","","","",""
"Myanmar","1995","1 Einkommensschwächstes Quintil","","","",""
"Myanmar","1995","2","","","",""
"Myanmar","1995","3","","","",""
"Myanmar","1995","4","","","",""
"Myanmar","1995","5 Einkommensstärkstes Quintil","","","",""
"Niger","1995","1 Einkommensschwächstes Quintil","","","",""
"Niger","1995","2","","","",""
"Niger","1995","3","","","",""
"Niger","1995","4","","","",""
"Niger","1995","5 Einkommensstärkstes Quintil","","","",""
"Dschibuti","1995","1 Einkommensschwächstes Quintil","","","",""
"Dschibuti","1995","2","","","",""
"Dschibuti","1995","3","","","",""
"Dschibuti","1995","4","","","",""
"Dschibuti","1995","5 Einkommensstärkstes Quintil","","","",""
"Katar","1995","1 Einkommensschwächstes Quintil","","","",""
"Katar","1995","2","","","",""
"Katar","1995","3","","","",""
"Katar","1995","4","","","",""
"Katar","1995","5 Einkommensstärkstes Quintil","","","",""
"Kosovo","1995","1 Einkommensschwächstes Quintil","","","",""
"Kosovo","1995","2","","","",""
"Kosovo","1995","3","","","",""
"Kosovo","1995","4","","","",""
"Kosovo","1995","5 Einkommensstärkstes Quintil","","","",""
"Eastern Europe","1995","1 Einkommensschwächstes Quintil","62","0.0171809801875717","0.013569017329584","0.0207929430455595"
"Eastern Europe","1995","2","57","0.0210752275048451","0.0165310383489078","0.0256194166607824"
"Eastern Europe","1995","3","33","0.0207131558777092","0.0147577528225312","0.0266685589328873"
"Eastern Europe","1995","4","8","","",""
"Eastern Europe","1995","5 Einkommensstärkstes Quintil","10","","",""
"Ethnische Minderheiten","1995","1 Einkommensschwächstes Quintil","","","",""
"Ethnische Minderheiten","1995","2","","","",""
"Ethnische Minderheiten","1995","3","","","",""
"Ethnische Minderheiten","1995","4","","","",""
"Ethnische Minderheiten","1995","5 Einkommensstärkstes Quintil","","","",""
"Deutschland","1996","1 Einkommensschwächstes Quintil","3223","0.807515152765332","0.795962712947785","0.819067592582878"
"Deutschland","1996","2","3102","0.869021934042123","0.858353908017731","0.879689960066515"
"Deutschland","1996","3","2002","0.902405396808141","0.890269235599409","0.914541558016872"
"Deutschland","1996","4","1363","0.922644742332799","0.909306182358875","0.935983302306724"
"Deutschland","1996","5 Einkommensstärkstes Quintil","760","0.921591670276889","0.903237495759544","0.939945844794235"
"Türkei","1996","1 Einkommensschwächstes Quintil","455","0.0492379544776349","0.0428980017373338","0.0555779072179359"
"Türkei","1996","2","142","0.0164010946250163","0.0123848991152203","0.0204172901348123"
"Türkei","1996","3","47","0.00987107358597068","0.00582814879478721","0.0139139983771541"
"Türkei","1996","4","12","","",""
"Türkei","1996","5 Einkommensstärkstes Quintil","3","","",""
"Ex-Jugoslawien","1996","1 Einkommensschwächstes Quintil","34","0.00802557863320083","0.00541107942197182","0.0106400778444298"
"Ex-Jugoslawien","1996","2","28","","",""
"Ex-Jugoslawien","1996","3","12","","",""
"Ex-Jugoslawien","1996","4","12","","",""
"Ex-Jugoslawien","1996","5 Einkommensstärkstes Quintil","2","","",""
"Griechenland","1996","1 Einkommensschwächstes Quintil","76","0.00613583972765649","0.00384760475178266","0.00842407470353032"
"Griechenland","1996","2","67","0.00468679088400124","0.00252712243865503","0.00684645932934745"
"Griechenland","1996","3","30","0.00449072070612795","0.00175640742157567","0.00722503399068022"
"Griechenland","1996","4","22","","",""
"Griechenland","1996","5 Einkommensstärkstes Quintil","2","","",""
"Italien","1996","1 Einkommensschwächstes Quintil","137","0.0128728148106843","0.00956970191053107","0.0161759277108375"
"Italien","1996","2","85","0.00886387066024908","0.00590007833107493","0.0118276629894232"
"Italien","1996","3","32","0.0050166801196695","0.00212743958988519","0.00790592064945382"
"Italien","1996","4","26","","",""
"Italien","1996","5 Einkommensstärkstes Quintil","7","","",""
"Spanien","1996","1 Einkommensschwächstes Quintil","32","0.00197984480085131","0.00067732201063961","0.00328236759106301"
"Spanien","1996","2","33","0.00216228132220195","0.000693505660629539","0.00363105698377435"
"Spanien","1996","3","15","","",""
"Spanien","1996","4","13","","",""
"Spanien","1996","5 Einkommensstärkstes Quintil","2","","",""
"österreich","1996","1 Einkommensschwächstes Quintil","9","","",""
"österreich","1996","2","6","","",""
"österreich","1996","3","5","","",""
"österreich","1996","4","6","","",""
"österreich","1996","5 Einkommensstärkstes Quintil","4","","",""
"Frankreich","1996","1 Einkommensschwächstes Quintil","5","","",""
"Frankreich","1996","2","3","","",""
"Frankreich","1996","3","3","","",""
"Frankreich","1996","4","2","","",""
"Frankreich","1996","5 Einkommensstärkstes Quintil","","","",""
"Benelux","1996","1 Einkommensschwächstes Quintil","","","",""
"Benelux","1996","2","1","","",""
"Benelux","1996","3","1","","",""
"Benelux","1996","4","","","",""
"Benelux","1996","5 Einkommensstärkstes Quintil","","","",""
"Dänemark","1996","1 Einkommensschwächstes Quintil","","","",""
"Dänemark","1996","2","","","",""
"Dänemark","1996","3","","","",""
"Dänemark","1996","4","","","",""
"Dänemark","1996","5 Einkommensstärkstes Quintil","","","",""
"Grossbritannien","1996","1 Einkommensschwächstes Quintil","","","",""
"Grossbritannien","1996","2","2","","",""
"Grossbritannien","1996","3","","","",""
"Grossbritannien","1996","4","3","","",""
"Grossbritannien","1996","5 Einkommensstärkstes Quintil","","","",""
"Schweden","1996","1 Einkommensschwächstes Quintil","","","",""
"Schweden","1996","2","","","",""
"Schweden","1996","3","1","","",""
"Schweden","1996","4","","","",""
"Schweden","1996","5 Einkommensstärkstes Quintil","","","",""
"Norwegen","1996","1 Einkommensschwächstes Quintil","","","",""
"Norwegen","1996","2","","","",""
"Norwegen","1996","3","","","",""
"Norwegen","1996","4","","","",""
"Norwegen","1996","5 Einkommensstärkstes Quintil","","","",""
"Finnland","1996","1 Einkommensschwächstes Quintil","","","",""
"Finnland","1996","2","","","",""
"Finnland","1996","3","","","",""
"Finnland","1996","4","","","",""
"Finnland","1996","5 Einkommensstärkstes Quintil","","","",""
"USA","1996","1 Einkommensschwächstes Quintil","2","","",""
"USA","1996","2","4","","",""
"USA","1996","3","","","",""
"USA","1996","4","1","","",""
"USA","1996","5 Einkommensstärkstes Quintil","1","","",""
"Schweiz","1996","1 Einkommensschwächstes Quintil","2","","",""
"Schweiz","1996","2","1","","",""
"Schweiz","1996","3","1","","",""
"Schweiz","1996","4","","","",""
"Schweiz","1996","5 Einkommensstärkstes Quintil","4","","",""
"Chile","1996","1 Einkommensschwächstes Quintil","","","",""
"Chile","1996","2","2","","",""
"Chile","1996","3","","","",""
"Chile","1996","4","1","","",""
"Chile","1996","5 Einkommensstärkstes Quintil","","","",""
"Rumaenien","1996","1 Einkommensschwächstes Quintil","30","0.00520714701009225","0.00309819669215143","0.00731609732803307"
"Rumaenien","1996","2","28","","",""
"Rumaenien","1996","3","9","","",""
"Rumaenien","1996","4","7","","",""
"Rumaenien","1996","5 Einkommensstärkstes Quintil","7","","",""
"Polen","1996","1 Einkommensschwächstes Quintil","102","0.0216291443942916","0.0173665743879651","0.0258917144006182"
"Polen","1996","2","74","0.0155442241599856","0.0116326457381703","0.019455802581801"
"Polen","1996","3","29","","",""
"Polen","1996","4","5","","",""
"Polen","1996","5 Einkommensstärkstes Quintil","7","","",""
"Korea","1996","1 Einkommensschwächstes Quintil","1","","",""
"Korea","1996","2","","","",""
"Korea","1996","3","1","","",""
"Korea","1996","4","","","",""
"Korea","1996","5 Einkommensstärkstes Quintil","","","",""
"Iran","1996","1 Einkommensschwächstes Quintil","5","","",""
"Iran","1996","2","","","",""
"Iran","1996","3","","","",""
"Iran","1996","4","","","",""
"Iran","1996","5 Einkommensstärkstes Quintil","1","","",""
"Indonesien","1996","1 Einkommensschwächstes Quintil","","","",""
"Indonesien","1996","2","","","",""
"Indonesien","1996","3","","","",""
"Indonesien","1996","4","","","",""
"Indonesien","1996","5 Einkommensstärkstes Quintil","","","",""
"Ungarn","1996","1 Einkommensschwächstes Quintil","7","","",""
"Ungarn","1996","2","4","","",""
"Ungarn","1996","3","3","","",""
"Ungarn","1996","4","2","","",""
"Ungarn","1996","5 Einkommensstärkstes Quintil","4","","",""
"Bolivien","1996","1 Einkommensschwächstes Quintil","","","",""
"Bolivien","1996","2","","","",""
"Bolivien","1996","3","","","",""
"Bolivien","1996","4","","","",""
"Bolivien","1996","5 Einkommensstärkstes Quintil","","","",""
"Portugal","1996","1 Einkommensschwächstes Quintil","4","","",""
"Portugal","1996","2","1","","",""
