"corigin","year","migback","n","percent","lower_confidence_percent","upper_confidence_percent"
"Samoa","1984","Migrationshintergrund - n. w. differenzierbar","","","",""
"Aserbaidschan","1984","kein Migrationshintergrund","","","",""
"Aserbaidschan","1984","direkter Migrationshintergrund","","","",""
"Aserbaidschan","1984","indirekter Migrationshintergrund","","","",""
"Aserbaidschan","1984","Migrationshintergrund - n. w. differenzierbar","","","",""
"Weissrussland","1984","kein Migrationshintergrund","","","",""
"Weissrussland","1984","direkter Migrationshintergrund","1","","",""
"Weissrussland","1984","indirekter Migrationshintergrund","","","",""
"Weissrussland","1984","Migrationshintergrund - n. w. differenzierbar","","","",""
"Uruguay","1984","kein Migrationshintergrund","","","",""
"Uruguay","1984","direkter Migrationshintergrund","","","",""
"Uruguay","1984","indirekter Migrationshintergrund","","","",""
"Uruguay","1984","Migrationshintergrund - n. w. differenzierbar","","","",""
"Uganda","1984","kein Migrationshintergrund","","","",""
"Uganda","1984","direkter Migrationshintergrund","","","",""
"Uganda","1984","indirekter Migrationshintergrund","","","",""
"Uganda","1984","Migrationshintergrund - n. w. differenzierbar","","","",""
"Mali","1984","kein Migrationshintergrund","","","",""
"Mali","1984","direkter Migrationshintergrund","","","",""
"Mali","1984","indirekter Migrationshintergrund","","","",""
"Mali","1984","Migrationshintergrund - n. w. differenzierbar","","","",""
"Kamerun","1984","kein Migrationshintergrund","","","",""
"Kamerun","1984","direkter Migrationshintergrund","","","",""
"Kamerun","1984","indirekter Migrationshintergrund","","","",""
"Kamerun","1984","Migrationshintergrund - n. w. differenzierbar","","","",""
"Kosovo-Albaner","1984","kein Migrationshintergrund","","","",""
"Kosovo-Albaner","1984","direkter Migrationshintergrund","7","","",""
"Kosovo-Albaner","1984","indirekter Migrationshintergrund","","","",""
"Kosovo-Albaner","1984","Migrationshintergrund - n. w. differenzierbar","","","",""
"Georgien","1984","kein Migrationshintergrund","","","",""
"Georgien","1984","direkter Migrationshintergrund","","","",""
"Georgien","1984","indirekter Migrationshintergrund","","","",""
"Georgien","1984","Migrationshintergrund - n. w. differenzierbar","","","",""
"Sudan","1984","kein Migrationshintergrund","","","",""
"Sudan","1984","direkter Migrationshintergrund","","","",""
"Sudan","1984","indirekter Migrationshintergrund","","","",""
"Sudan","1984","Migrationshintergrund - n. w. differenzierbar","","","",""
"Kongo","1984","kein Migrationshintergrund","","","",""
"Kongo","1984","direkter Migrationshintergrund","","","",""
"Kongo","1984","indirekter Migrationshintergrund","","","",""
"Kongo","1984","Migrationshintergrund - n. w. differenzierbar","","","",""
"Togo","1984","kein Migrationshintergrund","","","",""
"Togo","1984","direkter Migrationshintergrund","","","",""
"Togo","1984","indirekter Migrationshintergrund","","","",""
"Togo","1984","Migrationshintergrund - n. w. differenzierbar","","","",""
"Mongolei","1984","kein Migrationshintergrund","","","",""
"Mongolei","1984","direkter Migrationshintergrund","","","",""
"Mongolei","1984","indirekter Migrationshintergrund","","","",""
"Mongolei","1984","Migrationshintergrund - n. w. differenzierbar","","","",""
"Litauen","1984","kein Migrationshintergrund","","","",""
"Litauen","1984","direkter Migrationshintergrund","2","","",""
"Litauen","1984","indirekter Migrationshintergrund","","","",""
"Litauen","1984","Migrationshintergrund - n. w. differenzierbar","","","",""
"Tschad","1984","kein Migrationshintergrund","","","",""
"Tschad","1984","direkter Migrationshintergrund","","","",""
"Tschad","1984","indirekter Migrationshintergrund","","","",""
"Tschad","1984","Migrationshintergrund - n. w. differenzierbar","","","",""
"Armenien","1984","kein Migrationshintergrund","","","",""
"Armenien","1984","direkter Migrationshintergrund","","","",""
"Armenien","1984","indirekter Migrationshintergrund","","","",""
"Armenien","1984","Migrationshintergrund - n. w. differenzierbar","","","",""
"Kurdistan_(149)","1984","kein Migrationshintergrund","","","",""
"Kurdistan_(149)","1984","direkter Migrationshintergrund","","","",""
"Kurdistan_(149)","1984","indirekter Migrationshintergrund","","","",""
"Kurdistan_(149)","1984","Migrationshintergrund - n. w. differenzierbar","","","",""
"Liberia","1984","kein Migrationshintergrund","","","",""
"Liberia","1984","direkter Migrationshintergrund","","","",""
"Liberia","1984","indirekter Migrationshintergrund","","","",""
"Liberia","1984","Migrationshintergrund - n. w. differenzierbar","","","",""
"Jemen","1984","kein Migrationshintergrund","","","",""
"Jemen","1984","direkter Migrationshintergrund","","","",""
"Jemen","1984","indirekter Migrationshintergrund","","","",""
"Jemen","1984","Migrationshintergrund - n. w. differenzierbar","","","",""
"Palaestina","1984","kein Migrationshintergrund","","","",""
"Palaestina","1984","direkter Migrationshintergrund","","","",""
"Palaestina","1984","indirekter Migrationshintergrund","","","",""
"Palaestina","1984","Migrationshintergrund - n. w. differenzierbar","","","",""
"Taiwan","1984","kein Migrationshintergrund","","","",""
"Taiwan","1984","direkter Migrationshintergrund","","","",""
"Taiwan","1984","indirekter Migrationshintergrund","","","",""
"Taiwan","1984","Migrationshintergrund - n. w. differenzierbar","","","",""
"Turkmenistan","1984","kein Migrationshintergrund","","","",""
"Turkmenistan","1984","direkter Migrationshintergrund","","","",""
"Turkmenistan","1984","indirekter Migrationshintergrund","","","",""
"Turkmenistan","1984","Migrationshintergrund - n. w. differenzierbar","","","",""
"Afrika","1984","kein Migrationshintergrund","","","",""
"Afrika","1984","direkter Migrationshintergrund","","","",""
"Afrika","1984","indirekter Migrationshintergrund","","","",""
"Afrika","1984","Migrationshintergrund - n. w. differenzierbar","","","",""
"Sierra Leone(Westafrika)","1984","kein Migrationshintergrund","","","",""
"Sierra Leone(Westafrika)","1984","direkter Migrationshintergrund","","","",""
"Sierra Leone(Westafrika)","1984","indirekter Migrationshintergrund","","","",""
"Sierra Leone(Westafrika)","1984","Migrationshintergrund - n. w. differenzierbar","","","",""
"Senegal","1984","kein Migrationshintergrund","","","",""
"Senegal","1984","direkter Migrationshintergrund","","","",""
"Senegal","1984","indirekter Migrationshintergrund","","","",""
"Senegal","1984","Migrationshintergrund - n. w. differenzierbar","","","",""
"Malediven","1984","kein Migrationshintergrund","","","",""
"Malediven","1984","direkter Migrationshintergrund","","","",""
"Malediven","1984","indirekter Migrationshintergrund","","","",""
"Malediven","1984","Migrationshintergrund - n. w. differenzierbar","","","",""
"Serbien","1984","kein Migrationshintergrund","","","",""
"Serbien","1984","direkter Migrationshintergrund","20","","",""
"Serbien","1984","indirekter Migrationshintergrund","","","",""
"Serbien","1984","Migrationshintergrund - n. w. differenzierbar","","","",""
"Gambia","1984","kein Migrationshintergrund","","","",""
"Gambia","1984","direkter Migrationshintergrund","","","",""
"Gambia","1984","indirekter Migrationshintergrund","","","",""
"Gambia","1984","Migrationshintergrund - n. w. differenzierbar","","","",""
"Honduras","1984","kein Migrationshintergrund","","","",""
"Honduras","1984","direkter Migrationshintergrund","","","",""
"Honduras","1984","indirekter Migrationshintergrund","","","",""
"Honduras","1984","Migrationshintergrund - n. w. differenzierbar","","","",""
"Montenegro_(168)","1984","kein Migrationshintergrund","","","",""
"Montenegro_(168)","1984","direkter Migrationshintergrund","","","",""
"Montenegro_(168)","1984","indirekter Migrationshintergrund","","","",""
"Montenegro_(168)","1984","Migrationshintergrund - n. w. differenzierbar","","","",""
"Kambodscha","1984","kein Migrationshintergrund","","","",""
"Kambodscha","1984","direkter Migrationshintergrund","","","",""
"Kambodscha","1984","indirekter Migrationshintergrund","","","",""
"Kambodscha","1984","Migrationshintergrund - n. w. differenzierbar","","","",""
"Surinam","1984","kein Migrationshintergrund","","","",""
"Surinam","1984","direkter Migrationshintergrund","","","",""
"Surinam","1984","indirekter Migrationshintergrund","","","",""
"Surinam","1984","Migrationshintergrund - n. w. differenzierbar","","","",""
"Guyana","1984","kein Migrationshintergrund","","","",""
"Guyana","1984","direkter Migrationshintergrund","","","",""
"Guyana","1984","indirekter Migrationshintergrund","","","",""
"Guyana","1984","Migrationshintergrund - n. w. differenzierbar","","","",""
"Simbabwe","1984","kein Migrationshintergrund","","","",""
"Simbabwe","1984","direkter Migrationshintergrund","","","",""
"Simbabwe","1984","indirekter Migrationshintergrund","","","",""
"Simbabwe","1984","Migrationshintergrund - n. w. differenzierbar","","","",""
"Madagaskar","1984","kein Migrationshintergrund","","","",""
"Madagaskar","1984","direkter Migrationshintergrund","","","",""
"Madagaskar","1984","indirekter Migrationshintergrund","","","",""
"Madagaskar","1984","Migrationshintergrund - n. w. differenzierbar","","","",""
"Lesotho","1984","kein Migrationshintergrund","","","",""
"Lesotho","1984","direkter Migrationshintergrund","","","",""
"Lesotho","1984","indirekter Migrationshintergrund","","","",""
"Lesotho","1984","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ruanda","1984","kein Migrationshintergrund","","","",""
"Ruanda","1984","direkter Migrationshintergrund","","","",""
"Ruanda","1984","indirekter Migrationshintergrund","","","",""
"Ruanda","1984","Migrationshintergrund - n. w. differenzierbar","","","",""
"Myanmar","1984","kein Migrationshintergrund","","","",""
"Myanmar","1984","direkter Migrationshintergrund","","","",""
"Myanmar","1984","indirekter Migrationshintergrund","","","",""
"Myanmar","1984","Migrationshintergrund - n. w. differenzierbar","","","",""
"Niger","1984","kein Migrationshintergrund","","","",""
"Niger","1984","direkter Migrationshintergrund","","","",""
"Niger","1984","indirekter Migrationshintergrund","","","",""
"Niger","1984","Migrationshintergrund - n. w. differenzierbar","","","",""
"Dschibuti","1984","kein Migrationshintergrund","","","",""
"Dschibuti","1984","direkter Migrationshintergrund","","","",""
"Dschibuti","1984","indirekter Migrationshintergrund","","","",""
"Dschibuti","1984","Migrationshintergrund - n. w. differenzierbar","","","",""
"Katar","1984","kein Migrationshintergrund","","","",""
"Katar","1984","direkter Migrationshintergrund","","","",""
"Katar","1984","indirekter Migrationshintergrund","","","",""
"Katar","1984","Migrationshintergrund - n. w. differenzierbar","","","",""
"Kosovo","1984","kein Migrationshintergrund","","","",""
"Kosovo","1984","direkter Migrationshintergrund","","","",""
"Kosovo","1984","indirekter Migrationshintergrund","","","",""
"Kosovo","1984","Migrationshintergrund - n. w. differenzierbar","","","",""
"Eastern Europe","1984","kein Migrationshintergrund","","","",""
"Eastern Europe","1984","direkter Migrationshintergrund","106","0.12908037261116","0.117644252689928","0.140516492532392"
"Eastern Europe","1984","indirekter Migrationshintergrund","","","",""
"Eastern Europe","1984","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ethnische Minderheiten","1984","kein Migrationshintergrund","","","",""
"Ethnische Minderheiten","1984","direkter Migrationshintergrund","","","",""
"Ethnische Minderheiten","1984","indirekter Migrationshintergrund","","","",""
"Ethnische Minderheiten","1984","Migrationshintergrund - n. w. differenzierbar","","","",""
"Deutschland","1985","kein Migrationshintergrund","7979","1","1","1"
"Deutschland","1985","direkter Migrationshintergrund","","","",""
"Deutschland","1985","indirekter Migrationshintergrund","141","1","1","1"
"Deutschland","1985","Migrationshintergrund - n. w. differenzierbar","","","",""
"Türkei","1985","kein Migrationshintergrund","","","",""
"Türkei","1985","direkter Migrationshintergrund","859","0.221741114248308","0.206457465355933","0.237024763140682"
"Türkei","1985","indirekter Migrationshintergrund","","","",""
"Türkei","1985","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ex-Jugoslawien","1985","kein Migrationshintergrund","","","",""
"Ex-Jugoslawien","1985","direkter Migrationshintergrund","275","0.0861636780003888","0.0758399104382364","0.0964874455625411"
"Ex-Jugoslawien","1985","indirekter Migrationshintergrund","","","",""
"Ex-Jugoslawien","1985","Migrationshintergrund - n. w. differenzierbar","","","",""
"Griechenland","1985","kein Migrationshintergrund","","","",""
"Griechenland","1985","direkter Migrationshintergrund","371","0.0569726862654066","0.0484448789333081","0.0655004935975051"
"Griechenland","1985","indirekter Migrationshintergrund","","","",""
"Griechenland","1985","Migrationshintergrund - n. w. differenzierbar","","","",""
"Italien","1985","kein Migrationshintergrund","","","",""
"Italien","1985","direkter Migrationshintergrund","483","0.111731672394315","0.100141173399577","0.123322171389052"
"Italien","1985","indirekter Migrationshintergrund","","","",""
"Italien","1985","Migrationshintergrund - n. w. differenzierbar","","","",""
"Spanien","1985","kein Migrationshintergrund","","","",""
"Spanien","1985","direkter Migrationshintergrund","292","0.0286311235456064","0.0224955780182246","0.0347666690729883"
"Spanien","1985","indirekter Migrationshintergrund","","","",""
"Spanien","1985","Migrationshintergrund - n. w. differenzierbar","","","",""
"österreich","1985","kein Migrationshintergrund","","","",""
"österreich","1985","direkter Migrationshintergrund","34","0.0413850759239014","0.0340570690746128","0.0487130827731899"
"österreich","1985","indirekter Migrationshintergrund","","","",""
"österreich","1985","Migrationshintergrund - n. w. differenzierbar","","","",""
"Frankreich","1985","kein Migrationshintergrund","","","",""
