"corigin","year","bildungsniveau","sampreg","n","percent","lower_confidence_percent","upper_confidence_percent"
"Aethiopien","1984","Hauptschule","Ostdeutschland","","","",""
"Aethiopien","1984","Realschule","Westdeutschland","","","",""
"Aethiopien","1984","Realschule","Ostdeutschland","","","",""
"Aethiopien","1984","(Fach-)Abitur","Westdeutschland","","","",""
"Aethiopien","1984","(Fach-)Abitur","Ostdeutschland","","","",""
"Aethiopien","1984","AkademikerIn","Westdeutschland","","","",""
"Aethiopien","1984","AkademikerIn","Ostdeutschland","","","",""
"Kolumbien","1984","(noch) kein Abschluss","Westdeutschland","","","",""
"Kolumbien","1984","(noch) kein Abschluss","Ostdeutschland","","","",""
"Kolumbien","1984","Hauptschule","Westdeutschland","","","",""
"Kolumbien","1984","Hauptschule","Ostdeutschland","","","",""
"Kolumbien","1984","Realschule","Westdeutschland","","","",""
"Kolumbien","1984","Realschule","Ostdeutschland","","","",""
"Kolumbien","1984","(Fach-)Abitur","Westdeutschland","","","",""
"Kolumbien","1984","(Fach-)Abitur","Ostdeutschland","","","",""
"Kolumbien","1984","AkademikerIn","Westdeutschland","","","",""
"Kolumbien","1984","AkademikerIn","Ostdeutschland","","","",""
"Ghana","1984","(noch) kein Abschluss","Westdeutschland","","","",""
"Ghana","1984","(noch) kein Abschluss","Ostdeutschland","","","",""
"Ghana","1984","Hauptschule","Westdeutschland","","","",""
"Ghana","1984","Hauptschule","Ostdeutschland","","","",""
"Ghana","1984","Realschule","Westdeutschland","","","",""
"Ghana","1984","Realschule","Ostdeutschland","","","",""
"Ghana","1984","(Fach-)Abitur","Westdeutschland","","","",""
"Ghana","1984","(Fach-)Abitur","Ostdeutschland","","","",""
"Ghana","1984","AkademikerIn","Westdeutschland","","","",""
"Ghana","1984","AkademikerIn","Ostdeutschland","","","",""
"Bangla Desh","1984","(noch) kein Abschluss","Westdeutschland","","","",""
"Bangla Desh","1984","(noch) kein Abschluss","Ostdeutschland","","","",""
"Bangla Desh","1984","Hauptschule","Westdeutschland","","","",""
"Bangla Desh","1984","Hauptschule","Ostdeutschland","","","",""
"Bangla Desh","1984","Realschule","Westdeutschland","","","",""
"Bangla Desh","1984","Realschule","Ostdeutschland","","","",""
"Bangla Desh","1984","(Fach-)Abitur","Westdeutschland","","","",""
"Bangla Desh","1984","(Fach-)Abitur","Ostdeutschland","","","",""
"Bangla Desh","1984","AkademikerIn","Westdeutschland","","","",""
"Bangla Desh","1984","AkademikerIn","Ostdeutschland","","","",""
"Venezuela","1984","(noch) kein Abschluss","Westdeutschland","","","",""
"Venezuela","1984","(noch) kein Abschluss","Ostdeutschland","","","",""
"Venezuela","1984","Hauptschule","Westdeutschland","","","",""
"Venezuela","1984","Hauptschule","Ostdeutschland","","","",""
"Venezuela","1984","Realschule","Westdeutschland","","","",""
"Venezuela","1984","Realschule","Ostdeutschland","","","",""
"Venezuela","1984","(Fach-)Abitur","Westdeutschland","","","",""
"Venezuela","1984","(Fach-)Abitur","Ostdeutschland","","","",""
"Venezuela","1984","AkademikerIn","Westdeutschland","","","",""
"Venezuela","1984","AkademikerIn","Ostdeutschland","","","",""
"Tunesien","1984","(noch) kein Abschluss","Westdeutschland","","","",""
"Tunesien","1984","(noch) kein Abschluss","Ostdeutschland","","","",""
"Tunesien","1984","Hauptschule","Westdeutschland","","","",""
"Tunesien","1984","Hauptschule","Ostdeutschland","","","",""
"Tunesien","1984","Realschule","Westdeutschland","","","",""
"Tunesien","1984","Realschule","Ostdeutschland","","","",""
"Tunesien","1984","(Fach-)Abitur","Westdeutschland","","","",""
"Tunesien","1984","(Fach-)Abitur","Ostdeutschland","","","",""
"Tunesien","1984","AkademikerIn","Westdeutschland","","","",""
"Tunesien","1984","AkademikerIn","Ostdeutschland","","","",""
"Mauritius","1984","(noch) kein Abschluss","Westdeutschland","","","",""
"Mauritius","1984","(noch) kein Abschluss","Ostdeutschland","","","",""
"Mauritius","1984","Hauptschule","Westdeutschland","","","",""
"Mauritius","1984","Hauptschule","Ostdeutschland","","","",""
"Mauritius","1984","Realschule","Westdeutschland","","","",""
"Mauritius","1984","Realschule","Ostdeutschland","","","",""
"Mauritius","1984","(Fach-)Abitur","Westdeutschland","","","",""
"Mauritius","1984","(Fach-)Abitur","Ostdeutschland","","","",""
"Mauritius","1984","AkademikerIn","Westdeutschland","1","","",""
"Mauritius","1984","AkademikerIn","Ostdeutschland","","","",""
"Nigeria","1984","(noch) kein Abschluss","Westdeutschland","","","",""
"Nigeria","1984","(noch) kein Abschluss","Ostdeutschland","","","",""
"Nigeria","1984","Hauptschule","Westdeutschland","","","",""
"Nigeria","1984","Hauptschule","Ostdeutschland","","","",""
"Nigeria","1984","Realschule","Westdeutschland","","","",""
"Nigeria","1984","Realschule","Ostdeutschland","","","",""
"Nigeria","1984","(Fach-)Abitur","Westdeutschland","","","",""
"Nigeria","1984","(Fach-)Abitur","Ostdeutschland","","","",""
"Nigeria","1984","AkademikerIn","Westdeutschland","","","",""
"Nigeria","1984","AkademikerIn","Ostdeutschland","","","",""
"Kanada","1984","(noch) kein Abschluss","Westdeutschland","","","",""
"Kanada","1984","(noch) kein Abschluss","Ostdeutschland","","","",""
"Kanada","1984","Hauptschule","Westdeutschland","1","","",""
"Kanada","1984","Hauptschule","Ostdeutschland","","","",""
"Kanada","1984","Realschule","Westdeutschland","","","",""
"Kanada","1984","Realschule","Ostdeutschland","","","",""
"Kanada","1984","(Fach-)Abitur","Westdeutschland","","","",""
"Kanada","1984","(Fach-)Abitur","Ostdeutschland","","","",""
"Kanada","1984","AkademikerIn","Westdeutschland","","","",""
"Kanada","1984","AkademikerIn","Ostdeutschland","","","",""
"Neuseeland","1984","(noch) kein Abschluss","Westdeutschland","","","",""
"Neuseeland","1984","(noch) kein Abschluss","Ostdeutschland","","","",""
"Neuseeland","1984","Hauptschule","Westdeutschland","","","",""
"Neuseeland","1984","Hauptschule","Ostdeutschland","","","",""
"Neuseeland","1984","Realschule","Westdeutschland","","","",""
"Neuseeland","1984","Realschule","Ostdeutschland","","","",""
"Neuseeland","1984","(Fach-)Abitur","Westdeutschland","","","",""
"Neuseeland","1984","(Fach-)Abitur","Ostdeutschland","","","",""
"Neuseeland","1984","AkademikerIn","Westdeutschland","","","",""
"Neuseeland","1984","AkademikerIn","Ostdeutschland","","","",""
"Tansania","1984","(noch) kein Abschluss","Westdeutschland","","","",""
"Tansania","1984","(noch) kein Abschluss","Ostdeutschland","","","",""
"Tansania","1984","Hauptschule","Westdeutschland","","","",""
"Tansania","1984","Hauptschule","Ostdeutschland","","","",""
"Tansania","1984","Realschule","Westdeutschland","","","",""
"Tansania","1984","Realschule","Ostdeutschland","","","",""
"Tansania","1984","(Fach-)Abitur","Westdeutschland","","","",""
"Tansania","1984","(Fach-)Abitur","Ostdeutschland","","","",""
"Tansania","1984","AkademikerIn","Westdeutschland","","","",""
"Tansania","1984","AkademikerIn","Ostdeutschland","","","",""
"Zypern","1984","(noch) kein Abschluss","Westdeutschland","","","",""
"Zypern","1984","(noch) kein Abschluss","Ostdeutschland","","","",""
"Zypern","1984","Hauptschule","Westdeutschland","","","",""
"Zypern","1984","Hauptschule","Ostdeutschland","","","",""
"Zypern","1984","Realschule","Westdeutschland","","","",""
"Zypern","1984","Realschule","Ostdeutschland","","","",""
"Zypern","1984","(Fach-)Abitur","Westdeutschland","","","",""
"Zypern","1984","(Fach-)Abitur","Ostdeutschland","","","",""
"Zypern","1984","AkademikerIn","Westdeutschland","","","",""
"Zypern","1984","AkademikerIn","Ostdeutschland","","","",""
"Kuba","1984","(noch) kein Abschluss","Westdeutschland","","","",""
"Kuba","1984","(noch) kein Abschluss","Ostdeutschland","","","",""
"Kuba","1984","Hauptschule","Westdeutschland","","","",""
"Kuba","1984","Hauptschule","Ostdeutschland","","","",""
"Kuba","1984","Realschule","Westdeutschland","","","",""
"Kuba","1984","Realschule","Ostdeutschland","","","",""
"Kuba","1984","(Fach-)Abitur","Westdeutschland","","","",""
"Kuba","1984","(Fach-)Abitur","Ostdeutschland","","","",""
"Kuba","1984","AkademikerIn","Westdeutschland","","","",""
"Kuba","1984","AkademikerIn","Ostdeutschland","","","",""
"Irak","1984","(noch) kein Abschluss","Westdeutschland","","","",""
"Irak","1984","(noch) kein Abschluss","Ostdeutschland","","","",""
"Irak","1984","Hauptschule","Westdeutschland","","","",""
"Irak","1984","Hauptschule","Ostdeutschland","","","",""
"Irak","1984","Realschule","Westdeutschland","","","",""
"Irak","1984","Realschule","Ostdeutschland","","","",""
"Irak","1984","(Fach-)Abitur","Westdeutschland","","","",""
"Irak","1984","(Fach-)Abitur","Ostdeutschland","","","",""
"Irak","1984","AkademikerIn","Westdeutschland","","","",""
"Irak","1984","AkademikerIn","Ostdeutschland","","","",""
"Brasilien","1984","(noch) kein Abschluss","Westdeutschland","","","",""
"Brasilien","1984","(noch) kein Abschluss","Ostdeutschland","","","",""
"Brasilien","1984","Hauptschule","Westdeutschland","1","","",""
"Brasilien","1984","Hauptschule","Ostdeutschland","","","",""
"Brasilien","1984","Realschule","Westdeutschland","","","",""
"Brasilien","1984","Realschule","Ostdeutschland","","","",""
"Brasilien","1984","(Fach-)Abitur","Westdeutschland","1","","",""
"Brasilien","1984","(Fach-)Abitur","Ostdeutschland","","","",""
"Brasilien","1984","AkademikerIn","Westdeutschland","","","",""
"Brasilien","1984","AkademikerIn","Ostdeutschland","","","",""
"Hongkong","1984","(noch) kein Abschluss","Westdeutschland","","","",""
"Hongkong","1984","(noch) kein Abschluss","Ostdeutschland","","","",""
"Hongkong","1984","Hauptschule","Westdeutschland","","","",""
"Hongkong","1984","Hauptschule","Ostdeutschland","","","",""
"Hongkong","1984","Realschule","Westdeutschland","","","",""
"Hongkong","1984","Realschule","Ostdeutschland","","","",""
"Hongkong","1984","(Fach-)Abitur","Westdeutschland","","","",""
"Hongkong","1984","(Fach-)Abitur","Ostdeutschland","","","",""
"Hongkong","1984","AkademikerIn","Westdeutschland","","","",""
"Hongkong","1984","AkademikerIn","Ostdeutschland","","","",""
"Peru","1984","(noch) kein Abschluss","Westdeutschland","","","",""
"Peru","1984","(noch) kein Abschluss","Ostdeutschland","","","",""
"Peru","1984","Hauptschule","Westdeutschland","","","",""
"Peru","1984","Hauptschule","Ostdeutschland","","","",""
"Peru","1984","Realschule","Westdeutschland","","","",""
"Peru","1984","Realschule","Ostdeutschland","","","",""
"Peru","1984","(Fach-)Abitur","Westdeutschland","","","",""
"Peru","1984","(Fach-)Abitur","Ostdeutschland","","","",""
"Peru","1984","AkademikerIn","Westdeutschland","","","",""
"Peru","1984","AkademikerIn","Ostdeutschland","","","",""
"Sri Lanka","1984","(noch) kein Abschluss","Westdeutschland","","","",""
"Sri Lanka","1984","(noch) kein Abschluss","Ostdeutschland","","","",""
"Sri Lanka","1984","Hauptschule","Westdeutschland","","","",""
"Sri Lanka","1984","Hauptschule","Ostdeutschland","","","",""
"Sri Lanka","1984","Realschule","Westdeutschland","","","",""
"Sri Lanka","1984","Realschule","Ostdeutschland","","","",""
"Sri Lanka","1984","(Fach-)Abitur","Westdeutschland","","","",""
"Sri Lanka","1984","(Fach-)Abitur","Ostdeutschland","","","",""
"Sri Lanka","1984","AkademikerIn","Westdeutschland","","","",""
"Sri Lanka","1984","AkademikerIn","Ostdeutschland","","","",""
"Nepal","1984","(noch) kein Abschluss","Westdeutschland","","","",""
"Nepal","1984","(noch) kein Abschluss","Ostdeutschland","","","",""
"Nepal","1984","Hauptschule","Westdeutschland","","","",""
"Nepal","1984","Hauptschule","Ostdeutschland","","","",""
"Nepal","1984","Realschule","Westdeutschland","","","",""
"Nepal","1984","Realschule","Ostdeutschland","","","",""
"Nepal","1984","(Fach-)Abitur","Westdeutschland","","","",""
"Nepal","1984","(Fach-)Abitur","Ostdeutschland","","","",""
"Nepal","1984","AkademikerIn","Westdeutschland","","","",""
"Nepal","1984","AkademikerIn","Ostdeutschland","","","",""
"Marokko","1984","(noch) kein Abschluss","Westdeutschland","","","",""
"Marokko","1984","(noch) kein Abschluss","Ostdeutschland","","","",""
"Marokko","1984","Hauptschule","Westdeutschland","","","",""
"Marokko","1984","Hauptschule","Ostdeutschland","","","",""
"Marokko","1984","Realschule","Westdeutschland","","","",""
"Marokko","1984","Realschule","Ostdeutschland","","","",""
"Marokko","1984","(Fach-)Abitur","Westdeutschland","","","",""
"Marokko","1984","(Fach-)Abitur","Ostdeutschland","","","",""
"Marokko","1984","AkademikerIn","Westdeutschland","","","",""
"Marokko","1984","AkademikerIn","Ostdeutschland","","","",""
"China","1984","(noch) kein Abschluss","Westdeutschland","","","",""
"China","1984","(noch) kein Abschluss","Ostdeutschland","","","",""
"China","1984","Hauptschule","Westdeutschland","","","",""
"China","1984","Hauptschule","Ostdeutschland","","","",""
"China","1984","Realschule","Westdeutschland","","","",""
"China","1984","Realschule","Ostdeutschland","","","",""
"China","1984","(Fach-)Abitur","Westdeutschland","","","",""
"China","1984","(Fach-)Abitur","Ostdeutschland","","","",""
"China","1984","AkademikerIn","Westdeutschland","","","",""
"China","1984","AkademikerIn","Ostdeutschland","","","",""
"Irland","1984","(noch) kein Abschluss","Westdeutschland","","","",""
"Irland","1984","(noch) kein Abschluss","Ostdeutschland","","","",""
"Irland","1984","Hauptschule","Westdeutschland","","","",""
"Irland","1984","Hauptschule","Ostdeutschland","","","",""
"Irland","1984","Realschule","Westdeutschland","","","",""
"Irland","1984","Realschule","Ostdeutschland","","","",""
"Irland","1984","(Fach-)Abitur","Westdeutschland","","","",""
"Irland","1984","(Fach-)Abitur","Ostdeutschland","","","",""
"Irland","1984","AkademikerIn","Westdeutschland","","","",""
"Irland","1984","AkademikerIn","Ostdeutschland","","","",""
"Moldawien","1984","(noch) kein Abschluss","Westdeutschland","","","",""
"Moldawien","1984","(noch) kein Abschluss","Ostdeutschland","","","",""
"Moldawien","1984","Hauptschule","Westdeutschland","","","",""
"Moldawien","1984","Hauptschule","Ostdeutschland","","","",""
"Moldawien","1984","Realschule","Westdeutschland","","","",""
"Moldawien","1984","Realschule","Ostdeutschland","","","",""
"Moldawien","1984","(Fach-)Abitur","Westdeutschland","","","",""
"Moldawien","1984","(Fach-)Abitur","Ostdeutschland","","","",""
"Moldawien","1984","AkademikerIn","Westdeutschland","","","",""
"Moldawien","1984","AkademikerIn","Ostdeutschland","","","",""
"Kasachstan","1984","(noch) kein Abschluss","Westdeutschland","","","",""
"Kasachstan","1984","(noch) kein Abschluss","Ostdeutschland","","","",""
"Kasachstan","1984","Hauptschule","Westdeutschland","","","",""
"Kasachstan","1984","Hauptschule","Ostdeutschland","","","",""
"Kasachstan","1984","Realschule","Westdeutschland","","","",""
"Kasachstan","1984","Realschule","Ostdeutschland","","","",""
"Kasachstan","1984","(Fach-)Abitur","Westdeutschland","","","",""
"Kasachstan","1984","(Fach-)Abitur","Ostdeutschland","","","",""
"Kasachstan","1984","AkademikerIn","Westdeutschland","","","",""
"Kasachstan","1984","AkademikerIn","Ostdeutschland","","","",""
"Albanien","1984","(noch) kein Abschluss","Westdeutschland","","","",""
"Albanien","1984","(noch) kein Abschluss","Ostdeutschland","","","",""
"Albanien","1984","Hauptschule","Westdeutschland","","","",""
"Albanien","1984","Hauptschule","Ostdeutschland","","","",""
"Albanien","1984","Realschule","Westdeutschland","","","",""
"Albanien","1984","Realschule","Ostdeutschland","","","",""
"Albanien","1984","(Fach-)Abitur","Westdeutschland","","","",""
"Albanien","1984","(Fach-)Abitur","Ostdeutschland","","","",""
"Albanien","1984","AkademikerIn","Westdeutschland","","","",""
"Albanien","1984","AkademikerIn","Ostdeutschland","","","",""
"Libanon","1984","(noch) kein Abschluss","Westdeutschland","","","",""
"Libanon","1984","(noch) kein Abschluss","Ostdeutschland","","","",""
"Libanon","1984","Hauptschule","Westdeutschland","","","",""
"Libanon","1984","Hauptschule","Ostdeutschland","","","",""
"Libanon","1984","Realschule","Westdeutschland","","","",""
"Libanon","1984","Realschule","Ostdeutschland","","","",""
"Libanon","1984","(Fach-)Abitur","Westdeutschland","","","",""
"Libanon","1984","(Fach-)Abitur","Ostdeutschland","","","",""
"Libanon","1984","AkademikerIn","Westdeutschland","","","",""
"Libanon","1984","AkademikerIn","Ostdeutschland","","","",""
"Kirgistan","1984","(noch) kein Abschluss","Westdeutschland","","","",""
"Kirgistan","1984","(noch) kein Abschluss","Ostdeutschland","","","",""
"Kirgistan","1984","Hauptschule","Westdeutschland","","","",""
"Kirgistan","1984","Hauptschule","Ostdeutschland","","","",""
"Kirgistan","1984","Realschule","Westdeutschland","","","",""
"Kirgistan","1984","Realschule","Ostdeutschland","","","",""
"Kirgistan","1984","(Fach-)Abitur","Westdeutschland","","","",""
