"corigin","year","quintil_oecd","sex","n","percent","lower_confidence_percent","upper_confidence_percent"
"Nigeria","1995","2","weiblich","","","",""
"Nigeria","1995","3","männlich","","","",""
"Nigeria","1995","3","weiblich","","","",""
"Nigeria","1995","4","männlich","","","",""
"Nigeria","1995","4","weiblich","","","",""
"Nigeria","1995","5 Einkommensstärkstes Quintil","männlich","","","",""
"Nigeria","1995","5 Einkommensstärkstes Quintil","weiblich","","","",""
"Kanada","1995","1 Einkommensschwächstes Quintil","männlich","","","",""
"Kanada","1995","1 Einkommensschwächstes Quintil","weiblich","","","",""
"Kanada","1995","2","männlich","","","",""
"Kanada","1995","2","weiblich","","","",""
"Kanada","1995","3","männlich","","","",""
"Kanada","1995","3","weiblich","","","",""
"Kanada","1995","4","männlich","2","","",""
"Kanada","1995","4","weiblich","","","",""
"Kanada","1995","5 Einkommensstärkstes Quintil","männlich","","","",""
"Kanada","1995","5 Einkommensstärkstes Quintil","weiblich","1","","",""
"Neuseeland","1995","1 Einkommensschwächstes Quintil","männlich","","","",""
"Neuseeland","1995","1 Einkommensschwächstes Quintil","weiblich","","","",""
"Neuseeland","1995","2","männlich","","","",""
"Neuseeland","1995","2","weiblich","","","",""
"Neuseeland","1995","3","männlich","","","",""
"Neuseeland","1995","3","weiblich","","","",""
"Neuseeland","1995","4","männlich","","","",""
"Neuseeland","1995","4","weiblich","","","",""
"Neuseeland","1995","5 Einkommensstärkstes Quintil","männlich","","","",""
"Neuseeland","1995","5 Einkommensstärkstes Quintil","weiblich","","","",""
"Tansania","1995","1 Einkommensschwächstes Quintil","männlich","","","",""
"Tansania","1995","1 Einkommensschwächstes Quintil","weiblich","","","",""
"Tansania","1995","2","männlich","","","",""
"Tansania","1995","2","weiblich","","","",""
"Tansania","1995","3","männlich","1","","",""
"Tansania","1995","3","weiblich","","","",""
"Tansania","1995","4","männlich","","","",""
"Tansania","1995","4","weiblich","","","",""
"Tansania","1995","5 Einkommensstärkstes Quintil","männlich","","","",""
"Tansania","1995","5 Einkommensstärkstes Quintil","weiblich","","","",""
"Zypern","1995","1 Einkommensschwächstes Quintil","männlich","","","",""
"Zypern","1995","1 Einkommensschwächstes Quintil","weiblich","","","",""
"Zypern","1995","2","männlich","","","",""
"Zypern","1995","2","weiblich","","","",""
"Zypern","1995","3","männlich","","","",""
"Zypern","1995","3","weiblich","","","",""
"Zypern","1995","4","männlich","","","",""
"Zypern","1995","4","weiblich","","","",""
"Zypern","1995","5 Einkommensstärkstes Quintil","männlich","","","",""
"Zypern","1995","5 Einkommensstärkstes Quintil","weiblich","","","",""
"Kuba","1995","1 Einkommensschwächstes Quintil","männlich","","","",""
"Kuba","1995","1 Einkommensschwächstes Quintil","weiblich","","","",""
"Kuba","1995","2","männlich","","","",""
"Kuba","1995","2","weiblich","","","",""
"Kuba","1995","3","männlich","","","",""
"Kuba","1995","3","weiblich","","","",""
"Kuba","1995","4","männlich","","","",""
"Kuba","1995","4","weiblich","","","",""
"Kuba","1995","5 Einkommensstärkstes Quintil","männlich","","","",""
"Kuba","1995","5 Einkommensstärkstes Quintil","weiblich","","","",""
"Irak","1995","1 Einkommensschwächstes Quintil","männlich","","","",""
"Irak","1995","1 Einkommensschwächstes Quintil","weiblich","","","",""
"Irak","1995","2","männlich","","","",""
"Irak","1995","2","weiblich","","","",""
"Irak","1995","3","männlich","","","",""
"Irak","1995","3","weiblich","","","",""
"Irak","1995","4","männlich","","","",""
"Irak","1995","4","weiblich","","","",""
"Irak","1995","5 Einkommensstärkstes Quintil","männlich","","","",""
"Irak","1995","5 Einkommensstärkstes Quintil","weiblich","","","",""
"Brasilien","1995","1 Einkommensschwächstes Quintil","männlich","","","",""
"Brasilien","1995","1 Einkommensschwächstes Quintil","weiblich","1","","",""
"Brasilien","1995","2","männlich","1","","",""
"Brasilien","1995","2","weiblich","","","",""
"Brasilien","1995","3","männlich","","","",""
"Brasilien","1995","3","weiblich","1","","",""
"Brasilien","1995","4","männlich","","","",""
"Brasilien","1995","4","weiblich","","","",""
"Brasilien","1995","5 Einkommensstärkstes Quintil","männlich","","","",""
"Brasilien","1995","5 Einkommensstärkstes Quintil","weiblich","","","",""
"Hongkong","1995","1 Einkommensschwächstes Quintil","männlich","","","",""
"Hongkong","1995","1 Einkommensschwächstes Quintil","weiblich","","","",""
"Hongkong","1995","2","männlich","","","",""
"Hongkong","1995","2","weiblich","","","",""
"Hongkong","1995","3","männlich","","","",""
"Hongkong","1995","3","weiblich","","","",""
"Hongkong","1995","4","männlich","","","",""
"Hongkong","1995","4","weiblich","","","",""
"Hongkong","1995","5 Einkommensstärkstes Quintil","männlich","","","",""
"Hongkong","1995","5 Einkommensstärkstes Quintil","weiblich","","","",""
"Peru","1995","1 Einkommensschwächstes Quintil","männlich","","","",""
"Peru","1995","1 Einkommensschwächstes Quintil","weiblich","","","",""
"Peru","1995","2","männlich","","","",""
"Peru","1995","2","weiblich","","","",""
"Peru","1995","3","männlich","","","",""
"Peru","1995","3","weiblich","","","",""
"Peru","1995","4","männlich","","","",""
"Peru","1995","4","weiblich","","","",""
"Peru","1995","5 Einkommensstärkstes Quintil","männlich","","","",""
"Peru","1995","5 Einkommensstärkstes Quintil","weiblich","","","",""
"Sri Lanka","1995","1 Einkommensschwächstes Quintil","männlich","","","",""
"Sri Lanka","1995","1 Einkommensschwächstes Quintil","weiblich","","","",""
"Sri Lanka","1995","2","männlich","","","",""
"Sri Lanka","1995","2","weiblich","","","",""
"Sri Lanka","1995","3","männlich","","","",""
"Sri Lanka","1995","3","weiblich","","","",""
"Sri Lanka","1995","4","männlich","","","",""
"Sri Lanka","1995","4","weiblich","","","",""
"Sri Lanka","1995","5 Einkommensstärkstes Quintil","männlich","","","",""
"Sri Lanka","1995","5 Einkommensstärkstes Quintil","weiblich","","","",""
"Nepal","1995","1 Einkommensschwächstes Quintil","männlich","","","",""
"Nepal","1995","1 Einkommensschwächstes Quintil","weiblich","","","",""
"Nepal","1995","2","männlich","","","",""
"Nepal","1995","2","weiblich","","","",""
"Nepal","1995","3","männlich","","","",""
"Nepal","1995","3","weiblich","","","",""
"Nepal","1995","4","männlich","","","",""
"Nepal","1995","4","weiblich","","","",""
"Nepal","1995","5 Einkommensstärkstes Quintil","männlich","","","",""
"Nepal","1995","5 Einkommensstärkstes Quintil","weiblich","","","",""
"Marokko","1995","1 Einkommensschwächstes Quintil","männlich","1","","",""
"Marokko","1995","1 Einkommensschwächstes Quintil","weiblich","","","",""
"Marokko","1995","2","männlich","","","",""
"Marokko","1995","2","weiblich","","","",""
"Marokko","1995","3","männlich","","","",""
"Marokko","1995","3","weiblich","","","",""
"Marokko","1995","4","männlich","","","",""
"Marokko","1995","4","weiblich","","","",""
"Marokko","1995","5 Einkommensstärkstes Quintil","männlich","","","",""
"Marokko","1995","5 Einkommensstärkstes Quintil","weiblich","","","",""
"China","1995","1 Einkommensschwächstes Quintil","männlich","","","",""
"China","1995","1 Einkommensschwächstes Quintil","weiblich","","","",""
"China","1995","2","männlich","","","",""
"China","1995","2","weiblich","","","",""
"China","1995","3","männlich","","","",""
"China","1995","3","weiblich","","","",""
"China","1995","4","männlich","","","",""
"China","1995","4","weiblich","","","",""
"China","1995","5 Einkommensstärkstes Quintil","männlich","","","",""
"China","1995","5 Einkommensstärkstes Quintil","weiblich","1","","",""
"Irland","1995","1 Einkommensschwächstes Quintil","männlich","","","",""
"Irland","1995","1 Einkommensschwächstes Quintil","weiblich","","","",""
"Irland","1995","2","männlich","","","",""
"Irland","1995","2","weiblich","","","",""
"Irland","1995","3","männlich","","","",""
"Irland","1995","3","weiblich","","","",""
"Irland","1995","4","männlich","","","",""
"Irland","1995","4","weiblich","","","",""
"Irland","1995","5 Einkommensstärkstes Quintil","männlich","","","",""
"Irland","1995","5 Einkommensstärkstes Quintil","weiblich","","","",""
"Moldawien","1995","1 Einkommensschwächstes Quintil","männlich","","","",""
"Moldawien","1995","1 Einkommensschwächstes Quintil","weiblich","","","",""
"Moldawien","1995","2","männlich","","","",""
"Moldawien","1995","2","weiblich","1","","",""
"Moldawien","1995","3","männlich","","","",""
"Moldawien","1995","3","weiblich","","","",""
"Moldawien","1995","4","männlich","","","",""
"Moldawien","1995","4","weiblich","","","",""
"Moldawien","1995","5 Einkommensstärkstes Quintil","männlich","","","",""
"Moldawien","1995","5 Einkommensstärkstes Quintil","weiblich","","","",""
"Kasachstan","1995","1 Einkommensschwächstes Quintil","männlich","22","","",""
"Kasachstan","1995","1 Einkommensschwächstes Quintil","weiblich","22","","",""
"Kasachstan","1995","2","männlich","13","","",""
"Kasachstan","1995","2","weiblich","7","","",""
"Kasachstan","1995","3","männlich","1","","",""
"Kasachstan","1995","3","weiblich","1","","",""
"Kasachstan","1995","4","männlich","","","",""
"Kasachstan","1995","4","weiblich","","","",""
"Kasachstan","1995","5 Einkommensstärkstes Quintil","männlich","","","",""
"Kasachstan","1995","5 Einkommensstärkstes Quintil","weiblich","","","",""
"Albanien","1995","1 Einkommensschwächstes Quintil","männlich","1","","",""
"Albanien","1995","1 Einkommensschwächstes Quintil","weiblich","","","",""
"Albanien","1995","2","männlich","","","",""
"Albanien","1995","2","weiblich","","","",""
"Albanien","1995","3","männlich","","","",""
"Albanien","1995","3","weiblich","","","",""
"Albanien","1995","4","männlich","","","",""
"Albanien","1995","4","weiblich","","","",""
"Albanien","1995","5 Einkommensstärkstes Quintil","männlich","","","",""
"Albanien","1995","5 Einkommensstärkstes Quintil","weiblich","","","",""
"Libanon","1995","1 Einkommensschwächstes Quintil","männlich","","","",""
"Libanon","1995","1 Einkommensschwächstes Quintil","weiblich","","","",""
"Libanon","1995","2","männlich","","","",""
"Libanon","1995","2","weiblich","","","",""
"Libanon","1995","3","männlich","","","",""
"Libanon","1995","3","weiblich","","","",""
"Libanon","1995","4","männlich","","","",""
"Libanon","1995","4","weiblich","","","",""
"Libanon","1995","5 Einkommensstärkstes Quintil","männlich","","","",""
"Libanon","1995","5 Einkommensstärkstes Quintil","weiblich","","","",""
"Kirgistan","1995","1 Einkommensschwächstes Quintil","männlich","2","","",""
"Kirgistan","1995","1 Einkommensschwächstes Quintil","weiblich","4","","",""
"Kirgistan","1995","2","männlich","","","",""
"Kirgistan","1995","2","weiblich","","","",""
"Kirgistan","1995","3","männlich","","","",""
"Kirgistan","1995","3","weiblich","","","",""
"Kirgistan","1995","4","männlich","","","",""
"Kirgistan","1995","4","weiblich","","","",""
"Kirgistan","1995","5 Einkommensstärkstes Quintil","männlich","","","",""
"Kirgistan","1995","5 Einkommensstärkstes Quintil","weiblich","","","",""
"Ukraine","1995","1 Einkommensschwächstes Quintil","männlich","7","","",""
"Ukraine","1995","1 Einkommensschwächstes Quintil","weiblich","5","","",""
"Ukraine","1995","2","männlich","1","","",""
"Ukraine","1995","2","weiblich","1","","",""
"Ukraine","1995","3","männlich","","","",""
"Ukraine","1995","3","weiblich","1","","",""
"Ukraine","1995","4","männlich","","","",""
"Ukraine","1995","4","weiblich","","","",""
"Ukraine","1995","5 Einkommensstärkstes Quintil","männlich","","","",""
"Ukraine","1995","5 Einkommensstärkstes Quintil","weiblich","","","",""
"Algerien","1995","1 Einkommensschwächstes Quintil","männlich","","","",""
"Algerien","1995","1 Einkommensschwächstes Quintil","weiblich","","","",""
"Algerien","1995","2","männlich","2","","",""
"Algerien","1995","2","weiblich","","","",""
"Algerien","1995","3","männlich","","","",""
"Algerien","1995","3","weiblich","","","",""
"Algerien","1995","4","männlich","","","",""
"Algerien","1995","4","weiblich","","","",""
"Algerien","1995","5 Einkommensstärkstes Quintil","männlich","","","",""
"Algerien","1995","5 Einkommensstärkstes Quintil","weiblich","","","",""
"Mocambique","1995","1 Einkommensschwächstes Quintil","männlich","","","",""
"Mocambique","1995","1 Einkommensschwächstes Quintil","weiblich","","","",""
"Mocambique","1995","2","männlich","","","",""
"Mocambique","1995","2","weiblich","","","",""
"Mocambique","1995","3","männlich","","","",""
"Mocambique","1995","3","weiblich","","","",""
"Mocambique","1995","4","männlich","","","",""
"Mocambique","1995","4","weiblich","","","",""
"Mocambique","1995","5 Einkommensstärkstes Quintil","männlich","","","",""
"Mocambique","1995","5 Einkommensstärkstes Quintil","weiblich","","","",""
"Aegypten","1995","1 Einkommensschwächstes Quintil","männlich","1","","",""
"Aegypten","1995","1 Einkommensschwächstes Quintil","weiblich","","","",""
"Aegypten","1995","2","männlich","","","",""
"Aegypten","1995","2","weiblich","","","",""
"Aegypten","1995","3","männlich","","","",""
"Aegypten","1995","3","weiblich","","","",""
"Aegypten","1995","4","männlich","","","",""
"Aegypten","1995","4","weiblich","","","",""
"Aegypten","1995","5 Einkommensstärkstes Quintil","männlich","","","",""
"Aegypten","1995","5 Einkommensstärkstes Quintil","weiblich","","","",""
"Tadschikistan","1995","1 Einkommensschwächstes Quintil","männlich","3","","",""
"Tadschikistan","1995","1 Einkommensschwächstes Quintil","weiblich","3","","",""
"Tadschikistan","1995","2","männlich","","","",""
"Tadschikistan","1995","2","weiblich","2","","",""
"Tadschikistan","1995","3","männlich","","","",""
"Tadschikistan","1995","3","weiblich","","","",""
"Tadschikistan","1995","4","männlich","","","",""
"Tadschikistan","1995","4","weiblich","","","",""
"Tadschikistan","1995","5 Einkommensstärkstes Quintil","männlich","","","",""
"Tadschikistan","1995","5 Einkommensstärkstes Quintil","weiblich","","","",""
"Vietnam","1995","1 Einkommensschwächstes Quintil","männlich","1","","",""
"Vietnam","1995","1 Einkommensschwächstes Quintil","weiblich","1","","",""
"Vietnam","1995","2","männlich","","","",""
"Vietnam","1995","2","weiblich","","","",""
"Vietnam","1995","3","männlich","2","","",""
"Vietnam","1995","3","weiblich","1","","",""
"Vietnam","1995","4","männlich","","","",""
"Vietnam","1995","4","weiblich","","","",""
"Vietnam","1995","5 Einkommensstärkstes Quintil","männlich","","","",""
"Vietnam","1995","5 Einkommensstärkstes Quintil","weiblich","","","",""
"Somalia","1995","1 Einkommensschwächstes Quintil","männlich","","","",""
"Somalia","1995","1 Einkommensschwächstes Quintil","weiblich","","","",""
"Somalia","1995","2","männlich","","","",""
"Somalia","1995","2","weiblich","","","",""
"Somalia","1995","3","männlich","","","",""
"Somalia","1995","3","weiblich","","","",""
"Somalia","1995","4","männlich","","","",""
"Somalia","1995","4","weiblich","","","",""
"Somalia","1995","5 Einkommensstärkstes Quintil","männlich","","","",""
"Somalia","1995","5 Einkommensstärkstes Quintil","weiblich","","","",""
"Pakistan","1995","1 Einkommensschwächstes Quintil","männlich","","","",""
"Pakistan","1995","1 Einkommensschwächstes Quintil","weiblich","","","",""
