year,bula_h,migback,plb0417_v2,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2018,Baden-Wuerttemberg,Direct migration background,"Yes, definitely",0.31362,247,428,0.26962,0.35763
2018,Baden-Wuerttemberg,Indirect migration background,"Yes, definitely",0.58901,39,39,0.43257,0.74545
2018,Bavaria,No migration background,"No, definitely not",0.81032,749,996,0.78596,0.83469
2018,Bavaria,No migration background,Probably not,0.03186,37,996,0.02094,0.04277
2018,Bavaria,No migration background,Probably,0.02526,45,996,0.01551,0.03501
2018,Bavaria,No migration background,"Yes, definitely",0.13256,165,996,0.11149,0.15363
2018,Bavaria,Direct migration background,"No, definitely not",0.58075,127,485,0.53679,0.62471
2018,Bavaria,Direct migration background,Probably not,0.07524,34,485,0.05174,0.09873
2018,Bavaria,Direct migration background,Probably,0.04054,57,485,0.02297,0.05811
2018,Bavaria,Direct migration background,"Yes, definitely",0.30347,267,485,0.26251,0.34443
2018,Bavaria,Indirect migration background,"Yes, definitely",0.49454,36,36,0.32890,0.66018
2018,Berlin,No migration background,"No, definitely not",0.71013,209,267,0.65560,0.76465
2018,Berlin,No migration background,"Yes, definitely",0.19619,58,267,0.14846,0.24391
2018,Berlin,Direct migration background,"Yes, definitely",0.53356,105,105,0.43768,0.62944
2018,Brandenburg,No migration background,"No, definitely not",0.77725,301,355,0.73390,0.82059
2018,Brandenburg,No migration background,"Yes, definitely",0.15650,54,355,0.11865,0.19434
2018,Brandenburg,Direct migration background,"Yes, definitely",0.39203,80,80,0.28437,0.49969
2018,Mecklenburg-Western Pomerania,No migration background,"No, definitely not",0.74643,194,233,0.69045,0.80242
2018,Mecklenburg-Western Pomerania,No migration background,"Yes, definitely",0.15139,39,233,0.10527,0.19752
2018,Mecklenburg-Western Pomerania,Direct migration background,"Yes, definitely",0.60663,32,32,0.43467,0.77860
2018,Saxony,No migration background,"No, definitely not",0.75573,406,545,0.71962,0.79183
2018,Saxony,No migration background,Probably,0.04170,32,545,0.02490,0.05850
2018,Saxony,No migration background,"Yes, definitely",0.18396,107,545,0.15140,0.21652
2018,Saxony,Direct migration background,"Yes, definitely",0.33835,78,78,0.23267,0.44404
2018,Saxony-Anhalt,No migration background,"No, definitely not",0.74091,225,296,0.69091,0.79091
2018,Saxony-Anhalt,No migration background,"Yes, definitely",0.15080,71,296,0.10996,0.19164
2018,Saxony-Anhalt,Direct migration background,"Yes, definitely",0.61979,69,69,0.50441,0.73517
2018,Thuringa,No migration background,"No, definitely not",0.72191,250,305,0.67155,0.77228
2018,Thuringa,No migration background,"Yes, definitely",0.17518,55,305,0.13245,0.21791
2018,Thuringa,Direct migration background,"Yes, definitely",0.80224,62,62,0.70228,0.90220
2019,Schleswig-Holstein,No migration background,"No, definitely not",0.80406,179,230,0.75265,0.85547
2019,Schleswig-Holstein,No migration background,"Yes, definitely",0.14073,51,230,0.09569,0.18577
2019,Schleswig-Holstein,Direct migration background,"No, definitely not",0.71240,50,165,0.64312,0.78168
2019,Schleswig-Holstein,Direct migration background,"Yes, definitely",0.20413,115,165,0.14244,0.26582
2019,Hamburg,No migration background,"No, definitely not",0.86543,104,104,0.79952,0.93134
2019,Hamburg,Direct migration background,"Yes, definitely",0.25975,44,44,0.12869,0.39082
2019,Lower Saxony,No migration background,"No, definitely not",0.77099,468,626,0.73805,0.80394
2019,Lower Saxony,No migration background,Probably,0.05268,41,626,0.03516,0.07019
2019,Lower Saxony,No migration background,"Yes, definitely",0.14956,117,626,0.12160,0.17752
2019,Lower Saxony,Direct migration background,"No, definitely not",0.43292,82,424,0.38571,0.48014
2019,Lower Saxony,Direct migration background,Probably,0.15898,91,424,0.12414,0.19383
2019,Lower Saxony,Direct migration background,"Yes, definitely",0.37569,251,424,0.32954,0.42184
2019,Bremen,No migration background,"No, definitely not",0.86128,43,43,0.75674,0.96582
2019,Bremen,Direct migration background,"Yes, definitely",0.40010,48,48,0.26004,0.54017
2019,North Rhine-Westphalia,No migration background,"No, definitely not",0.80806,959,1333,0.78691,0.82921
2019,North Rhine-Westphalia,No migration background,Probably not,0.03897,68,1333,0.02858,0.04937
2019,North Rhine-Westphalia,No migration background,Probably,0.04297,80,1333,0.03208,0.05386
2019,North Rhine-Westphalia,No migration background,"Yes, definitely",0.10999,226,1333,0.09319,0.12680
2019,North Rhine-Westphalia,Direct migration background,"No, definitely not",0.54771,244,957,0.51616,0.57926
2019,North Rhine-Westphalia,Direct migration background,Probably not,0.05977,32,957,0.04475,0.07480
2019,North Rhine-Westphalia,Direct migration background,Probably,0.07066,131,957,0.05442,0.08691
2019,North Rhine-Westphalia,Direct migration background,"Yes, definitely",0.32186,550,957,0.29224,0.35147
2019,North Rhine-Westphalia,Indirect migration background,"Yes, definitely",0.68734,93,93,0.59261,0.78207
2019,Hesse,No migration background,"No, definitely not",0.71498,250,333,0.66642,0.76354
2019,Hesse,No migration background,"Yes, definitely",0.18297,83,333,0.14138,0.22456
2019,Hesse,Direct migration background,"No, definitely not",0.56244,54,263,0.50237,0.62251
2019,Hesse,Direct migration background,Probably,0.10710,44,263,0.06965,0.14454
2019,Hesse,Direct migration background,"Yes, definitely",0.27129,165,263,0.21745,0.32513
2019,"Rhineland-Palatinate, Saarland",No migration background,"No, definitely not",0.82736,298,365,0.78854,0.86619
2019,"Rhineland-Palatinate, Saarland",No migration background,"Yes, definitely",0.12782,67,365,0.09352,0.16212
2019,"Rhineland-Palatinate, Saarland",Direct migration background,"No, definitely not",0.60097,51,208,0.53426,0.66768
2019,"Rhineland-Palatinate, Saarland",Direct migration background,Probably,0.17070,58,208,0.11944,0.22196
2019,"Rhineland-Palatinate, Saarland",Direct migration background,"Yes, definitely",0.21991,99,208,0.16348,0.27633
2019,Baden-Wuerttemberg,No migration background,"No, definitely not",0.76810,451,563,0.73320,0.80299
2019,Baden-Wuerttemberg,No migration background,"Yes, definitely",0.14874,112,563,0.11932,0.17815
2019,Baden-Wuerttemberg,Direct migration background,"No, definitely not",0.63157,93,385,0.58332,0.67981
2019,Baden-Wuerttemberg,Direct migration background,Probably,0.05238,41,385,0.03009,0.07466
2019,Baden-Wuerttemberg,Direct migration background,"Yes, definitely",0.23558,251,385,0.19313,0.27802
2019,Baden-Wuerttemberg,Indirect migration background,"Yes, definitely",0.66045,45,45,0.52053,0.80038
2019,Bavaria,No migration background,"No, definitely not",0.82264,733,963,0.79850,0.84678
2019,Bavaria,No migration background,Probably not,0.02400,33,963,0.01433,0.03367
2019,Bavaria,No migration background,Probably,0.02488,35,963,0.01504,0.03472
2019,Bavaria,No migration background,"Yes, definitely",0.12848,162,963,0.10734,0.14963
2019,Bavaria,Direct migration background,"No, definitely not",0.63141,125,387,0.58328,0.67953
2019,Bavaria,Direct migration background,Probably,0.07191,69,387,0.04614,0.09768
2019,Bavaria,Direct migration background,"Yes, definitely",0.23334,193,387,0.19114,0.27553
2019,Berlin,No migration background,"No, definitely not",0.71428,189,244,0.65748,0.77108
2019,Berlin,No migration background,"Yes, definitely",0.19306,55,244,0.14344,0.24269
2019,Berlin,Direct migration background,"Yes, definitely",0.54154,58,58,0.41218,0.67090
2019,Brandenburg,No migration background,"No, definitely not",0.77567,321,381,0.73372,0.81761
2019,Brandenburg,No migration background,"Yes, definitely",0.13571,60,381,0.10127,0.17014
2019,Brandenburg,Direct migration background,"Yes, definitely",0.33166,50,50,0.19983,0.46349
2019,Mecklenburg-Western Pomerania,No migration background,"No, definitely not",0.82907,189,225,0.77977,0.87836
2019,Mecklenburg-Western Pomerania,No migration background,"Yes, definitely",0.13424,36,225,0.08959,0.17888
2019,Saxony,No migration background,"No, definitely not",0.76198,380,469,0.72340,0.80057
2019,Saxony,No migration background,"Yes, definitely",0.16940,89,469,0.13542,0.20339
2019,Saxony,Direct migration background,"Yes, definitely",0.22948,52,52,0.11407,0.34489
2019,Saxony-Anhalt,No migration background,"No, definitely not",0.76870,228,280,0.71922,0.81817
2019,Saxony-Anhalt,No migration background,"Yes, definitely",0.08992,52,280,0.05635,0.12349
2019,Saxony-Anhalt,Direct migration background,"Yes, definitely",0.35875,70,70,0.24558,0.47193
2019,Thuringa,No migration background,"No, definitely not",0.73665,242,294,0.68621,0.78708
2019,Thuringa,No migration background,"Yes, definitely",0.20605,52,294,0.15973,0.25236
2019,Thuringa,Direct migration background,"Yes, definitely",0.78931,37,37,0.65610,0.92253
2020,Schleswig-Holstein,No migration background,"No, definitely not",0.78599,166,214,0.73091,0.84107
2020,Schleswig-Holstein,No migration background,"Yes, definitely",0.16522,48,214,0.11534,0.21509
2020,Schleswig-Holstein,Direct migration background,"No, definitely not",0.70805,43,124,0.62770,0.78840
2020,Schleswig-Holstein,Direct migration background,"Yes, definitely",0.15419,81,124,0.09037,0.21802
2020,Hamburg,No migration background,"No, definitely not",0.87199,91,91,0.80296,0.94101
2020,Hamburg,Direct migration background,"Yes, definitely",0.28388,62,62,0.17073,0.39703
2020,Lower Saxony,No migration background,"No, definitely not",0.77954,424,537,0.74444,0.81463
2020,Lower Saxony,No migration background,"Yes, definitely",0.14839,113,537,0.11830,0.17849
2020,Lower Saxony,Direct migration background,"No, definitely not",0.37912,85,439,0.33369,0.42456
2020,Lower Saxony,Direct migration background,Probably,0.25396,94,439,0.21319,0.29472
2020,Lower Saxony,Direct migration background,"Yes, definitely",0.33117,260,439,0.28710,0.37525
2020,Bremen,No migration background,"No, definitely not",0.82525,42,42,0.70900,0.94149
2020,Bremen,Direct migration background,"Yes, definitely",0.49240,56,56,0.36027,0.62452
2020,North Rhine-Westphalia,No migration background,"No, definitely not",0.77407,912,1287,0.75121,0.79692
2020,North Rhine-Westphalia,No migration background,Probably not,0.03253,53,1287,0.02283,0.04223
2020,North Rhine-Westphalia,No migration background,Probably,0.03977,74,1287,0.02909,0.05045
2020,North Rhine-Westphalia,No migration background,"Yes, definitely",0.15363,248,1287,0.13392,0.17334
2020,North Rhine-Westphalia,Direct migration background,"No, definitely not",0.55887,246,1181,0.53053,0.58720
2020,North Rhine-Westphalia,Direct migration background,Probably not,0.04545,62,1181,0.03356,0.05733
2020,North Rhine-Westphalia,Direct migration background,Probably,0.10885,193,1181,0.09108,0.12662
2020,North Rhine-Westphalia,Direct migration background,"Yes, definitely",0.28684,680,1181,0.26103,0.31265
2020,North Rhine-Westphalia,Indirect migration background,"Yes, definitely",0.65596,79,79,0.55053,0.76138
2020,Hesse,No migration background,"No, definitely not",0.69741,243,317,0.64676,0.74806
2020,Hesse,No migration background,"Yes, definitely",0.15947,74,317,0.11910,0.19983
2020,Hesse,Direct migration background,"No, definitely not",0.61075,57,298,0.55529,0.66620
2020,Hesse,Direct migration background,Probably,0.08716,67,298,0.05508,0.11924
2020,Hesse,Direct migration background,"Yes, definitely",0.25276,174,298,0.20334,0.30219
2020,"Rhineland-Palatinate, Saarland",No migration background,"No, definitely not",0.85855,283,332,0.82100,0.89609
2020,"Rhineland-Palatinate, Saarland",No migration background,"Yes, definitely",0.07291,49,332,0.04490,0.10092
2020,"Rhineland-Palatinate, Saarland",Direct migration background,"No, definitely not",0.64504,45,218,0.58138,0.70871
2020,"Rhineland-Palatinate, Saarland",Direct migration background,Probably,0.06686,33,218,0.03363,0.10009
2020,"Rhineland-Palatinate, Saarland",Direct migration background,"Yes, definitely",0.25036,140,218,0.19272,0.30800
2020,Baden-Wuerttemberg,No migration background,"No, definitely not",0.78667,450,563,0.75280,0.82054
2020,Baden-Wuerttemberg,No migration background,"Yes, definitely",0.13319,113,563,0.10510,0.16128
2020,Baden-Wuerttemberg,Direct migration background,"No, definitely not",0.55336,81,368,0.50250,0.60422
2020,Baden-Wuerttemberg,Direct migration background,Probably,0.11319,64,368,0.08078,0.14561
2020,Baden-Wuerttemberg,Direct migration background,"Yes, definitely",0.26680,223,368,0.22155,0.31205
2020,Baden-Wuerttemberg,Indirect migration background,"Yes, definitely",0.49655,38,38,0.33544,0.65766
2020,Bavaria,No migration background,"No, definitely not",0.80331,672,864,0.77679,0.82983
2020,Bavaria,No migration background,Probably not,0.03381,43,864,0.02175,0.04587
2020,Bavaria,No migration background,"Yes, definitely",0.14077,149,864,0.11757,0.16397
2020,Bavaria,Direct migration background,"No, definitely not",0.62278,125,368,0.57319,0.67237
2020,Bavaria,Direct migration background,Probably,0.05545,49,368,0.03203,0.07886
2020,Bavaria,Direct migration background,"Yes, definitely",0.29517,194,368,0.24850,0.34183
2020,Bavaria,Indirect migration background,"Yes, definitely",0.60588,41,41,0.45444,0.75732
2020,Berlin,No migration background,"No, definitely not",0.69418,176,231,0.63464,0.75373
2020,Berlin,No migration background,"Yes, definitely",0.22780,55,231,0.17360,0.28201
2020,Berlin,Direct migration background,"Yes, definitely",0.59309,132,132,0.50896,0.67722
2020,Brandenburg,No migration background,"No, definitely not",0.78589,306,354,0.74310,0.82868
2020,Brandenburg,No migration background,"Yes, definitely",0.12419,48,354,0.08978,0.15859
2020,Brandenburg,Direct migration background,Probably,0.35581,35,73,0.24523,0.46640
2020,Brandenburg,Direct migration background,"Yes, definitely",0.12376,38,73,0.04770,0.19983
2020,Mecklenburg-Western Pomerania,No migration background,"No, definitely not",0.75427,166,166,0.68858,0.81997
2020,Saxony,No migration background,"No, definitely not",0.77232,368,460,0.73396,0.81068
2020,Saxony,No migration background,"Yes, definitely",0.14940,92,460,0.11679,0.18201
2020,Saxony,Direct migration background,"Yes, definitely",0.41989,83,83,0.31307,0.52672
2020,Saxony-Anhalt,No migration background,"No, definitely not",0.74853,204,286,0.69816,0.79890
2020,Saxony-Anhalt,No migration background,Probably,0.09707,31,286,0.06270,0.13144
2020,Saxony-Anhalt,No migration background,"Yes, definitely",0.11728,51,286,0.07992,0.15464
2020,Saxony-Anhalt,Direct migration background,"Yes, definitely",0.38054,80,80,0.27347,0.48761
2020,Thuringa,No migration background,"No, definitely not",0.73337,227,268,0.68033,0.78641
2020,Thuringa,No migration background,"Yes, definitely",0.16109,41,268,0.11700,0.20519
2020,Thuringa,Direct migration background,"Yes, definitely",0.76638,48,48,0.64540,0.88735
2021,Schleswig-Holstein,No migration background,"No, definitely not",0.73880,135,176,0.67372,0.80389
2021,Schleswig-Holstein,No migration background,"Yes, definitely",0.16472,41,176,0.10976,0.21968
2021,Schleswig-Holstein,Direct migration background,"Yes, definitely",0.17733,65,65,0.08375,0.27091
2021,Hamburg,No migration background,"No, definitely not",0.90122,85,85,0.83741,0.96502
2021,Hamburg,Direct migration background,"Yes, definitely",0.34334,32,32,0.17619,0.51049
2021,Lower Saxony,No migration background,"No, definitely not",0.78332,328,412,0.74349,0.82315
2021,Lower Saxony,No migration background,"Yes, definitely",0.14992,84,412,0.11541,0.18443
2021,Lower Saxony,Direct migration background,"No, definitely not",0.39118,48,233,0.32838,0.45398
2021,Lower Saxony,Direct migration background,Probably,0.18001,68,233,0.13057,0.22945
2021,Lower Saxony,Direct migration background,"Yes, definitely",0.29472,117,233,0.23605,0.35339
2021,North Rhine-Westphalia,No migration background,"No, definitely not",0.73271,646,906,0.70387,0.76154
2021,North Rhine-Westphalia,No migration background,Probably not,0.03221,45,906,0.02070,0.04371
2021,North Rhine-Westphalia,No migration background,Probably,0.05056,53,906,0.03629,0.06484
2021,North Rhine-Westphalia,No migration background,"Yes, definitely",0.18452,162,906,0.15925,0.20980
2021,North Rhine-Westphalia,Direct migration background,"No, definitely not",0.47302,150,641,0.43434,0.51170
2021,North Rhine-Westphalia,Direct migration background,Probably,0.18641,161,641,0.15624,0.21659
2021,North Rhine-Westphalia,Direct migration background,"Yes, definitely",0.31615,330,641,0.28012,0.35217
2021,North Rhine-Westphalia,Indirect migration background,"Yes, definitely",0.76478,42,42,0.63495,0.89461
2021,Hesse,No migration background,"No, definitely not",0.64850,164,210,0.58377,0.71323
2021,Hesse,No migration background,"Yes, definitely",0.14965,46,210,0.10129,0.19801
2021,Hesse,Direct migration background,Probably,0.15729,53,165,0.10157,0.21302
2021,Hesse,Direct migration background,"Yes, definitely",0.22320,112,165,0.15947,0.28693
2021,"Rhineland-Palatinate, Saarland",No migration background,"No, definitely not",0.76874,171,214,0.71212,0.82537
2021,"Rhineland-Palatinate, Saarland",No migration background,"Yes, definitely",0.11296,43,214,0.07045,0.15547
2021,"Rhineland-Palatinate, Saarland",Direct migration background,"No, definitely not",0.64220,31,136,0.56134,0.72306
2021,"Rhineland-Palatinate, Saarland",Direct migration background,Probably,0.08529,37,136,0.03817,0.13240
2021,"Rhineland-Palatinate, Saarland",Direct migration background,"Yes, definitely",0.20195,68,136,0.13423,0.26968
2021,Baden-Wuerttemberg,No migration background,"No, definitely not",0.78349,315,398,0.74298,0.82401
2021,Baden-Wuerttemberg,No migration background,"Yes, definitely",0.14448,83,398,0.10989,0.17906
2021,Baden-Wuerttemberg,Direct migration background,"No, definitely not",0.51444,59,218,0.44794,0.58094
2021,Baden-Wuerttemberg,Direct migration background,Probably,0.13052,51,218,0.08569,0.17534
2021,Baden-Wuerttemberg,Direct migration background,"Yes, definitely",0.21626,108,218,0.16148,0.27104
2021,Bavaria,No migration background,"No, definitely not",0.79301,479,617,0.76101,0.82500
2021,Bavaria,No migration background,Probably not,0.03982,33,617,0.02437,0.05526
2021,Bavaria,No migration background,"Yes, definitely",0.13224,105,617,0.10549,0.15899
2021,Bavaria,Direct migration background,"No, definitely not",0.63099,99,238,0.56955,0.69242
2021,Bavaria,Direct migration background,Probably,0.16371,46,238,0.11661,0.21082
2021,Bavaria,Direct migration background,"Yes, definitely",0.13270,93,238,0.08951,0.17589
2021,Berlin,No migration background,"No, definitely not",0.70465,123,173,0.63647,0.77283
2021,Berlin,No migration background,"Yes, definitely",0.22377,50,173,0.16149,0.28606
2021,Berlin,Direct migration background,"Yes, definitely",0.60784,90,90,0.50641,0.70928
2021,Brandenburg,No migration background,"No, definitely not",0.85772,190,190,0.80791,0.90752
2021,Mecklenburg-Western Pomerania,No migration background,"No, definitely not",0.82907,126,126,0.76308,0.89506
2021,Saxony,No migration background,"No, definitely not",0.75333,274,331,0.70682,0.79984
2021,Saxony,No migration background,"Yes, definitely",0.15078,57,331,0.11217,0.18938
2021,Saxony,Direct migration background,"Yes, definitely",0.36323,38,38,0.20826,0.51819
2021,Saxony-Anhalt,No migration background,"No, definitely not",0.81372,145,181,0.75684,0.87059
2021,Saxony-Anhalt,No migration background,"Yes, definitely",0.11740,36,181,0.07037,0.16442
2021,Thuringa,No migration background,"No, definitely not",0.78551,163,203,0.72891,0.84212
2021,Thuringa,No migration background,"Yes, definitely",0.15158,40,203,0.10213,0.20103
2022,Schleswig-Holstein,No migration background,"No, definitely not",0.78561,154,207,0.72957,0.84166
2022,Schleswig-Holstein,No migration background,"Yes, definitely",0.16159,53,207,0.11133,0.21185
2022,Schleswig-Holstein,Direct migration background,"Yes, definitely",0.27547,40,40,0.13526,0.41569
2022,Hamburg,No migration background,"No, definitely not",0.87856,77,77,0.80512,0.95199
2022,Lower Saxony,No migration background,"No, definitely not",0.77675,354,463,0.73878,0.81473
2022,Lower Saxony,No migration background,"Yes, definitely",0.14365,109,463,0.11166,0.17563
2022,Lower Saxony,Direct migration background,"No, definitely not",0.35283,48,218,0.28925,0.41641
2022,Lower Saxony,Direct migration background,Probably,0.14023,68,218,0.09403,0.18643
2022,Lower Saxony,Direct migration background,"Yes, definitely",0.38341,102,218,0.31871,0.44810
2022,North Rhine-Westphalia,No migration background,"No, definitely not",0.80104,761,1102,0.77746,0.82462
2022,North Rhine-Westphalia,No migration background,Probably not,0.04611,67,1102,0.03372,0.05849
2022,North Rhine-Westphalia,No migration background,Probably,0.03945,74,1102,0.02795,0.05095
2022,North Rhine-Westphalia,No migration background,"Yes, definitely",0.11340,200,1102,0.09467,0.13213
2022,North Rhine-Westphalia,Direct migration background,"No, definitely not",0.53419,148,645,0.49566,0.57271
2022,North Rhine-Westphalia,Direct migration background,Probably not,0.06374,34,645,0.04488,0.08261
2022,North Rhine-Westphalia,Direct migration background,Probably,0.12755,159,645,0.10179,0.15332
2022,North Rhine-Westphalia,Direct migration background,"Yes, definitely",0.27452,304,645,0.24005,0.30898
2022,North Rhine-Westphalia,Indirect migration background,"Yes, definitely",0.44775,48,48,0.30559,0.58992
2022,Hesse,No migration background,"No, definitely not",0.76980,195,258,0.71833,0.82127
2022,Hesse,No migration background,"Yes, definitely",0.13266,63,258,0.09119,0.17413
2022,Hesse,Direct migration background,"No, definitely not",0.69481,33,163,0.62390,0.76572
2022,Hesse,Direct migration background,Probably,0.03438,43,163,0.00632,0.06243
2022,Hesse,Direct migration background,"Yes, definitely",0.18676,87,163,0.12674,0.24677
2022,"Rhineland-Palatinate, Saarland",No migration background,"No, definitely not",0.83758,208,250,0.79177,0.88339
2022,"Rhineland-Palatinate, Saarland",No migration background,"Yes, definitely",0.07477,42,250,0.04210,0.10744
2022,"Rhineland-Palatinate, Saarland",Direct migration background,Probably,0.11964,33,88,0.05144,0.18783
2022,"Rhineland-Palatinate, Saarland",Direct migration background,"Yes, definitely",0.19642,55,88,0.11293,0.27990
2022,Baden-Wuerttemberg,No migration background,"No, definitely not",0.75148,342,496,0.71341,0.78955
2022,Baden-Wuerttemberg,No migration background,Probably,0.04684,32,496,0.02822,0.06545
2022,Baden-Wuerttemberg,No migration background,"Yes, definitely",0.15687,122,496,0.12483,0.18891
2022,Baden-Wuerttemberg,Direct migration background,"No, definitely not",0.64153,71,234,0.57995,0.70311
2022,Baden-Wuerttemberg,Direct migration background,Probably,0.12389,51,234,0.08159,0.16620
2022,Baden-Wuerttemberg,Direct migration background,"Yes, definitely",0.21693,112,234,0.16401,0.26985
2022,Bavaria,No migration background,"No, definitely not",0.82614,579,793,0.79974,0.85253
2022,Bavaria,No migration background,Probably not,0.02525,35,793,0.01432,0.03618
2022,Bavaria,No migration background,Probably,0.03330,40,793,0.02081,0.04580
2022,Bavaria,No migration background,"Yes, definitely",0.11531,139,793,0.09306,0.13755
2022,Bavaria,Direct migration background,"No, definitely not",0.64424,98,241,0.58368,0.70481
2022,Bavaria,Direct migration background,Probably,0.08735,50,241,0.05163,0.12307
2022,Bavaria,Direct migration background,"Yes, definitely",0.21652,93,241,0.16441,0.26863
2022,Berlin,No migration background,"No, definitely not",0.73808,133,183,0.67420,0.80196
2022,Berlin,No migration background,"Yes, definitely",0.14512,50,183,0.09395,0.19630
2022,Berlin,Direct migration background,"Yes, definitely",0.36357,82,82,0.25882,0.46833
2022,Brandenburg,No migration background,"No, definitely not",0.81483,230,272,0.76858,0.86107
2022,Brandenburg,No migration background,"Yes, definitely",0.08914,42,272,0.05521,0.12307
2022,Mecklenburg-Western Pomerania,No migration background,"No, definitely not",0.78934,129,129,0.71870,0.85999
2022,Saxony,No migration background,"No, definitely not",0.74762,308,460,0.70788,0.78736
2022,Saxony,No migration background,Probably not,0.05428,33,460,0.03355,0.07500
2022,Saxony,No migration background,Probably,0.03496,31,460,0.01816,0.05177
2022,Saxony,No migration background,"Yes, definitely",0.16314,88,460,0.12934,0.19695
2022,Saxony,Direct migration background,"Yes, definitely",0.29662,40,40,0.15326,0.43998
2022,Saxony-Anhalt,No migration background,"No, definitely not",0.76956,169,217,0.71340,0.82572
2022,Saxony-Anhalt,No migration background,"Yes, definitely",0.11243,48,217,0.07030,0.15455
2022,Thuringa,No migration background,"No, definitely not",0.77985,183,223,0.72534,0.83435
2022,Thuringa,No migration background,"Yes, definitely",0.14216,40,223,0.09622,0.18810
