year,age_gr,migback,pgemplst,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2020,30-45 y.,Direct migration background,"Marginal, Irregular Part-Time Employment",0.02306,157,4264,0.01855,0.02756
2020,30-45 y.,Direct migration background,Not Employed,0.24712,1625,4264,0.23417,0.26006
2020,30-45 y.,Indirect migration background,Full-Time Employment,0.63245,296,518,0.59089,0.67401
2020,30-45 y.,Indirect migration background,Regular Part-Time Employment,0.15490,122,518,0.12371,0.18608
2020,30-45 y.,Indirect migration background,Not Employed,0.17179,100,518,0.13927,0.20430
2020,46-65 y.,No migration background,Full-Time Employment,0.55824,4411,7905,0.54729,0.56919
2020,46-65 y.,No migration background,Regular Part-Time Employment,0.19938,1773,7905,0.19057,0.20818
2020,46-65 y.,No migration background,"Marginal, Irregular Part-Time Employment",0.04741,341,7905,0.04272,0.05209
2020,46-65 y.,No migration background,Not Employed,0.19394,1380,7905,0.18522,0.20265
2020,46-65 y.,Direct migration background,Full-Time Employment,0.49485,946,2331,0.47455,0.51515
2020,46-65 y.,Direct migration background,Regular Part-Time Employment,0.16642,339,2331,0.15130,0.18155
2020,46-65 y.,Direct migration background,"Marginal, Irregular Part-Time Employment",0.04302,117,2331,0.03478,0.05126
2020,46-65 y.,Direct migration background,Not Employed,0.29365,929,2331,0.27515,0.31214
2020,46-65 y.,Indirect migration background,Full-Time Employment,0.65182,163,248,0.59241,0.71123
2020,46-65 y.,Indirect migration background,Regular Part-Time Employment,0.13312,49,248,0.09076,0.17549
2020,46-65 y.,Indirect migration background,Not Employed,0.14577,36,248,0.10176,0.18977
2020,66 and older,No migration background,Full-Time Employment,0.01655,130,4411,0.01278,0.02031
2020,66 and older,No migration background,Regular Part-Time Employment,0.02281,147,4411,0.01840,0.02721
2020,66 and older,No migration background,"Marginal, Irregular Part-Time Employment",0.04796,236,4411,0.04166,0.05427
2020,66 and older,No migration background,Not Employed,0.91269,3898,4411,0.90435,0.92102
2020,66 and older,Direct migration background,Not Employed,0.90486,429,429,0.87706,0.93266
2021,17-29 y.,No migration background,Full-Time Employment,0.37508,619,1989,0.35379,0.39636
2021,17-29 y.,No migration background,Regular Part-Time Employment,0.08831,179,1989,0.07583,0.10078
2021,17-29 y.,No migration background,Vocational Training,0.12020,239,1989,0.10591,0.13450
2021,17-29 y.,No migration background,"Marginal, Irregular Part-Time Employment",0.09814,212,1989,0.08506,0.11122
2021,17-29 y.,No migration background,Not Employed,0.31214,740,1989,0.29177,0.33251
2021,17-29 y.,Direct migration background,Full-Time Employment,0.32717,343,1136,0.29988,0.35447
2021,17-29 y.,Direct migration background,Regular Part-Time Employment,0.09198,79,1136,0.07517,0.10879
2021,17-29 y.,Direct migration background,Vocational Training,0.07230,103,1136,0.05723,0.08737
2021,17-29 y.,Direct migration background,Not Employed,0.42972,611,1136,0.40092,0.45852
2021,17-29 y.,Indirect migration background,Full-Time Employment,0.29322,110,444,0.25083,0.33561
2021,17-29 y.,Indirect migration background,Regular Part-Time Employment,0.11487,31,444,0.08517,0.14456
2021,17-29 y.,Indirect migration background,Vocational Training,0.07670,52,444,0.05192,0.10148
2021,17-29 y.,Indirect migration background,"Marginal, Irregular Part-Time Employment",0.08857,59,444,0.06211,0.11502
2021,17-29 y.,Indirect migration background,Not Employed,0.42402,192,444,0.37800,0.47004
2021,30-45 y.,No migration background,Full-Time Employment,0.62279,1501,2570,0.60405,0.64154
2021,30-45 y.,No migration background,Regular Part-Time Employment,0.22057,672,2570,0.20454,0.23660
2021,30-45 y.,No migration background,"Marginal, Irregular Part-Time Employment",0.01827,52,2570,0.01309,0.02345
2021,30-45 y.,No migration background,Not Employed,0.12257,345,2570,0.10989,0.13526
2021,30-45 y.,Direct migration background,Full-Time Employment,0.50359,1046,2417,0.48365,0.52352
2021,30-45 y.,Direct migration background,Regular Part-Time Employment,0.19998,334,2417,0.18403,0.21593
2021,30-45 y.,Direct migration background,Vocational Training,0.01511,48,2417,0.01025,0.01998
2021,30-45 y.,Direct migration background,"Marginal, Irregular Part-Time Employment",0.03441,52,2417,0.02714,0.04168
2021,30-45 y.,Direct migration background,Not Employed,0.23300,891,2417,0.21615,0.24986
2021,30-45 y.,Direct migration background,In short-time work (since 2021),0.01015,46,2417,0.00615,0.01415
2021,30-45 y.,Indirect migration background,Full-Time Employment,0.64432,169,298,0.58988,0.69877
2021,30-45 y.,Indirect migration background,Regular Part-Time Employment,0.15686,73,298,0.11550,0.19822
2021,30-45 y.,Indirect migration background,Not Employed,0.14197,56,298,0.10227,0.18166
2021,46-65 y.,No migration background,Full-Time Employment,0.55314,3072,5570,0.54008,0.56619
2021,46-65 y.,No migration background,Regular Part-Time Employment,0.18292,1224,5570,0.17276,0.19307
2021,46-65 y.,No migration background,"Marginal, Irregular Part-Time Employment",0.04509,229,5570,0.03964,0.05054
2021,46-65 y.,No migration background,Not Employed,0.20094,996,5570,0.19042,0.21147
2021,46-65 y.,No migration background,In short-time work (since 2021),0.00895,49,5570,0.00648,0.01142
2021,46-65 y.,Direct migration background,Full-Time Employment,0.51156,621,1503,0.48628,0.53683
2021,46-65 y.,Direct migration background,Regular Part-Time Employment,0.16069,232,1503,0.14212,0.17927
2021,46-65 y.,Direct migration background,"Marginal, Irregular Part-Time Employment",0.04857,56,1503,0.03770,0.05944
2021,46-65 y.,Direct migration background,Not Employed,0.26272,594,1503,0.24046,0.28498
2021,46-65 y.,Indirect migration background,Full-Time Employment,0.64084,121,161,0.56650,0.71518
2021,46-65 y.,Indirect migration background,Regular Part-Time Employment,0.14602,40,161,0.09130,0.20074
2021,66 and older,No migration background,Full-Time Employment,0.01532,91,3182,0.01105,0.01959
2021,66 and older,No migration background,Regular Part-Time Employment,0.02820,109,3182,0.02245,0.03395
2021,66 and older,No migration background,"Marginal, Irregular Part-Time Employment",0.04659,161,3182,0.03927,0.05391
2021,66 and older,No migration background,Not Employed,0.88671,2821,3182,0.87570,0.89773
2021,66 and older,Direct migration background,Not Employed,0.86483,294,294,0.82568,0.90398
