"plh0108","year","bula_h","regtyp","n","percent","lowerconfidence_percent","upperconfidence_percent"
"2 Wichtig","1992","Sachsen","Laendlicher Raum","129","0.232893174361841","0.197341956727779","0.268444391995902"
"2 Wichtig","1992","Sachsen-Anhalt","Staedtischer Raum","32","0.161919417473943","0.106867021717531","0.216971813230355"
"2 Wichtig","1992","Sachsen-Anhalt","Laendlicher Raum","159","0.279208571513445","0.242730723885764","0.315686419141126"
"2 Wichtig","1992","Thueringen","Staedtischer Raum","48","0.242957503394702","0.179954191789974","0.305960814999429"
"2 Wichtig","1992","Thueringen","Laendlicher Raum","151","0.279849260332763","0.239435179347157","0.320263341318369"
"3 Weniger wichtig","1992","Schleswig-Holstein","Staedtischer Raum","39","0.305205059725951","0.220673310987887","0.389736808464014"
"3 Weniger wichtig","1992","Schleswig-Holstein","Laendlicher Raum","35","0.265412077987145","0.187694459983083","0.343129695991207"
"3 Weniger wichtig","1992","Hamburg","Staedtischer Raum","42","0.380881063920156","0.291346524526721","0.470415603313592"
"3 Weniger wichtig","1992","Hamburg","Laendlicher Raum","","","",""
"3 Weniger wichtig","1992","Niedersachsen","Staedtischer Raum","117","0.315527049662766","0.268491210090718","0.362562889234813"
"3 Weniger wichtig","1992","Niedersachsen","Laendlicher Raum","131","0.270377241773919","0.229566297327796","0.311188186220042"
"3 Weniger wichtig","1992","Bremen","Staedtischer Raum","9","","",""
"3 Weniger wichtig","1992","Bremen","Laendlicher Raum","","","",""
"3 Weniger wichtig","1992","Nordrhein-Westfalen","Staedtischer Raum","626","0.335002273478179","0.313246083854295","0.356758463102063"
"3 Weniger wichtig","1992","Nordrhein-Westfalen","Laendlicher Raum","22","","",""
"3 Weniger wichtig","1992","Hessen","Staedtischer Raum","164","0.29179453418394","0.253310205996926","0.330278862370954"
"3 Weniger wichtig","1992","Hessen","Laendlicher Raum","26","","",""
"3 Weniger wichtig","1992","Rheinland-Pfalz,Saarland","Staedtischer Raum","86","0.209015086597969","0.170717001471388","0.247313171724549"
"3 Weniger wichtig","1992","Rheinland-Pfalz,Saarland","Laendlicher Raum","19","","",""
"3 Weniger wichtig","1992","Baden-Wuerttemberg","Staedtischer Raum","254","0.263229812520849","0.235211076198505","0.291248548843193"
"3 Weniger wichtig","1992","Baden-Wuerttemberg","Laendlicher Raum","38","0.269108101936403","0.197897457301313","0.340318746571494"
"3 Weniger wichtig","1992","Bayern","Staedtischer Raum","184","0.306408894457319","0.269974380975149","0.342843407939489"
"3 Weniger wichtig","1992","Bayern","Laendlicher Raum","177","0.255111015070826","0.222561174813599","0.287660855328052"
"3 Weniger wichtig","1992","Saarland","Staedtischer Raum","","","",""
"3 Weniger wichtig","1992","Saarland","Laendlicher Raum","","","",""
"3 Weniger wichtig","1992","Berlin","Staedtischer Raum","209","0.430026419800813","0.385644194407521","0.474408645194104"
"3 Weniger wichtig","1992","Berlin","Laendlicher Raum","","","",""
"3 Weniger wichtig","1992","Brandenburg","Staedtischer Raum","27","","",""
"3 Weniger wichtig","1992","Brandenburg","Laendlicher Raum","189","0.301149343367269","0.263684838408898","0.338613848325641"
"3 Weniger wichtig","1992","Mecklenburg-Vorpommern","Staedtischer Raum","24","","",""
"3 Weniger wichtig","1992","Mecklenburg-Vorpommern","Laendlicher Raum","117","0.312925612996157","0.26475906444414","0.361092161548175"
"3 Weniger wichtig","1992","Sachsen","Staedtischer Raum","241","0.390944161312768","0.351129217646085","0.430759104979451"
"3 Weniger wichtig","1992","Sachsen","Laendlicher Raum","161","0.282167287070768","0.244313169161417","0.320021404980118"
"3 Weniger wichtig","1992","Sachsen-Anhalt","Staedtischer Raum","73","0.368325869938609","0.296240600737241","0.440411139139977"
"3 Weniger wichtig","1992","Sachsen-Anhalt","Laendlicher Raum","183","0.301148347968428","0.263845433416926","0.33845126251993"
"3 Weniger wichtig","1992","Thueringen","Staedtischer Raum","59","0.328545322529531","0.259546117682619","0.397544527376442"
"3 Weniger wichtig","1992","Thueringen","Laendlicher Raum","109","0.242982336427114","0.204372382926196","0.281592289928031"
"4 Ganz unwichtig","1992","Schleswig-Holstein","Staedtischer Raum","17","","",""
"4 Ganz unwichtig","1992","Schleswig-Holstein","Laendlicher Raum","14","","",""
"4 Ganz unwichtig","1992","Hamburg","Staedtischer Raum","35","0.358426460546257","0.270010204063878","0.446842717028635"
"4 Ganz unwichtig","1992","Hamburg","Laendlicher Raum","","","",""
"4 Ganz unwichtig","1992","Niedersachsen","Staedtischer Raum","65","0.210069647535997","0.168840105452966","0.251299189619027"
"4 Ganz unwichtig","1992","Niedersachsen","Laendlicher Raum","51","0.146590221807696","0.11409094469578","0.179089498919611"
"4 Ganz unwichtig","1992","Bremen","Staedtischer Raum","33","0.485411984584824","0.380391614170121","0.590432354999527"
"4 Ganz unwichtig","1992","Bremen","Laendlicher Raum","","","",""
"4 Ganz unwichtig","1992","Nordrhein-Westfalen","Staedtischer Raum","281","0.185589102701836","0.167668735599303","0.203509469804369"
"4 Ganz unwichtig","1992","Nordrhein-Westfalen","Laendlicher Raum","4","","",""
"4 Ganz unwichtig","1992","Hessen","Staedtischer Raum","70","0.161193581544969","0.130064203684114","0.192322959405825"
"4 Ganz unwichtig","1992","Hessen","Laendlicher Raum","16","","",""
"4 Ganz unwichtig","1992","Rheinland-Pfalz,Saarland","Staedtischer Raum","37","0.0981048141800323","0.0700874460202424","0.126122182339822"
"4 Ganz unwichtig","1992","Rheinland-Pfalz,Saarland","Laendlicher Raum","1","","",""
"4 Ganz unwichtig","1992","Baden-Wuerttemberg","Staedtischer Raum","108","0.131918997967832","0.110388762348666","0.153449233586998"
"4 Ganz unwichtig","1992","Baden-Wuerttemberg","Laendlicher Raum","11","","",""
"4 Ganz unwichtig","1992","Bayern","Staedtischer Raum","81","0.157232075486908","0.128462390553704","0.186001760420113"
"4 Ganz unwichtig","1992","Bayern","Laendlicher Raum","72","0.128472520284526","0.103487244666097","0.153457795902955"
"4 Ganz unwichtig","1992","Saarland","Staedtischer Raum","","","",""
"4 Ganz unwichtig","1992","Saarland","Laendlicher Raum","","","",""
"4 Ganz unwichtig","1992","Berlin","Staedtischer Raum","170","0.367525094993036","0.324303649108969","0.410746540877103"
"4 Ganz unwichtig","1992","Berlin","Laendlicher Raum","","","",""
"4 Ganz unwichtig","1992","Brandenburg","Staedtischer Raum","13","","",""
"4 Ganz unwichtig","1992","Brandenburg","Laendlicher Raum","108","0.209850394220613","0.17659620161218","0.243104586829047"
"4 Ganz unwichtig","1992","Mecklenburg-Vorpommern","Staedtischer Raum","15","","",""
"4 Ganz unwichtig","1992","Mecklenburg-Vorpommern","Laendlicher Raum","53","0.19953938100917","0.158024156817149","0.241054605201192"
"4 Ganz unwichtig","1992","Sachsen","Staedtischer Raum","165","0.337088728091246","0.298517807769782","0.37565964841271"
"4 Ganz unwichtig","1992","Sachsen","Laendlicher Raum","101","0.23604070266493","0.200323557743133","0.271757847586726"
"4 Ganz unwichtig","1992","Sachsen-Anhalt","Staedtischer Raum","49","0.366525050139204","0.29451378824301","0.438536312035398"
"4 Ganz unwichtig","1992","Sachsen-Anhalt","Laendlicher Raum","79","0.170984801894821","0.140370805564567","0.201598798225075"
"4 Ganz unwichtig","1992","Thueringen","Staedtischer Raum","35","0.266513404776879","0.201561228162892","0.331465581390865"
"4 Ganz unwichtig","1992","Thueringen","Laendlicher Raum","53","0.168237552742744","0.134561588034794","0.201913517450694"
"1 Sehr wichtig","1993","Schleswig-Holstein","Staedtischer Raum","","","",""
"1 Sehr wichtig","1993","Schleswig-Holstein","Laendlicher Raum","","","",""
"1 Sehr wichtig","1993","Hamburg","Staedtischer Raum","","","",""
"1 Sehr wichtig","1993","Hamburg","Laendlicher Raum","","","",""
"1 Sehr wichtig","1993","Niedersachsen","Staedtischer Raum","","","",""
"1 Sehr wichtig","1993","Niedersachsen","Laendlicher Raum","","","",""
"1 Sehr wichtig","1993","Bremen","Staedtischer Raum","","","",""
"1 Sehr wichtig","1993","Bremen","Laendlicher Raum","","","",""
"1 Sehr wichtig","1993","Nordrhein-Westfalen","Staedtischer Raum","","","",""
"1 Sehr wichtig","1993","Nordrhein-Westfalen","Laendlicher Raum","","","",""
"1 Sehr wichtig","1993","Hessen","Staedtischer Raum","","","",""
"1 Sehr wichtig","1993","Hessen","Laendlicher Raum","","","",""
"1 Sehr wichtig","1993","Rheinland-Pfalz,Saarland","Staedtischer Raum","","","",""
"1 Sehr wichtig","1993","Rheinland-Pfalz,Saarland","Laendlicher Raum","","","",""
"1 Sehr wichtig","1993","Baden-Wuerttemberg","Staedtischer Raum","","","",""
"1 Sehr wichtig","1993","Baden-Wuerttemberg","Laendlicher Raum","","","",""
"1 Sehr wichtig","1993","Bayern","Staedtischer Raum","","","",""
"1 Sehr wichtig","1993","Bayern","Laendlicher Raum","","","",""
"1 Sehr wichtig","1993","Saarland","Staedtischer Raum","","","",""
"1 Sehr wichtig","1993","Saarland","Laendlicher Raum","","","",""
"1 Sehr wichtig","1993","Berlin","Staedtischer Raum","","","",""
"1 Sehr wichtig","1993","Berlin","Laendlicher Raum","","","",""
"1 Sehr wichtig","1993","Brandenburg","Staedtischer Raum","","","",""
"1 Sehr wichtig","1993","Brandenburg","Laendlicher Raum","","","",""
"1 Sehr wichtig","1993","Mecklenburg-Vorpommern","Staedtischer Raum","","","",""
"1 Sehr wichtig","1993","Mecklenburg-Vorpommern","Laendlicher Raum","","","",""
"1 Sehr wichtig","1993","Sachsen","Staedtischer Raum","","","",""
"1 Sehr wichtig","1993","Sachsen","Laendlicher Raum","","","",""
"1 Sehr wichtig","1993","Sachsen-Anhalt","Staedtischer Raum","","","",""
"1 Sehr wichtig","1993","Sachsen-Anhalt","Laendlicher Raum","","","",""
"1 Sehr wichtig","1993","Thueringen","Staedtischer Raum","","","",""
"1 Sehr wichtig","1993","Thueringen","Laendlicher Raum","","","",""
"2 Wichtig","1993","Schleswig-Holstein","Staedtischer Raum","","","",""
"2 Wichtig","1993","Schleswig-Holstein","Laendlicher Raum","","","",""
"2 Wichtig","1993","Hamburg","Staedtischer Raum","","","",""
"2 Wichtig","1993","Hamburg","Laendlicher Raum","","","",""
"2 Wichtig","1993","Niedersachsen","Staedtischer Raum","","","",""
"2 Wichtig","1993","Niedersachsen","Laendlicher Raum","","","",""
"2 Wichtig","1993","Bremen","Staedtischer Raum","","","",""
"2 Wichtig","1993","Bremen","Laendlicher Raum","","","",""
"2 Wichtig","1993","Nordrhein-Westfalen","Staedtischer Raum","","","",""
"2 Wichtig","1993","Nordrhein-Westfalen","Laendlicher Raum","","","",""
"2 Wichtig","1993","Hessen","Staedtischer Raum","","","",""
"2 Wichtig","1993","Hessen","Laendlicher Raum","","","",""
"2 Wichtig","1993","Rheinland-Pfalz,Saarland","Staedtischer Raum","","","",""
"2 Wichtig","1993","Rheinland-Pfalz,Saarland","Laendlicher Raum","","","",""
"2 Wichtig","1993","Baden-Wuerttemberg","Staedtischer Raum","","","",""
"2 Wichtig","1993","Baden-Wuerttemberg","Laendlicher Raum","","","",""
"2 Wichtig","1993","Bayern","Staedtischer Raum","","","",""
"2 Wichtig","1993","Bayern","Laendlicher Raum","","","",""
"2 Wichtig","1993","Saarland","Staedtischer Raum","","","",""
"2 Wichtig","1993","Saarland","Laendlicher Raum","","","",""
"2 Wichtig","1993","Berlin","Staedtischer Raum","","","",""
"2 Wichtig","1993","Berlin","Laendlicher Raum","","","",""
"2 Wichtig","1993","Brandenburg","Staedtischer Raum","","","",""
"2 Wichtig","1993","Brandenburg","Laendlicher Raum","","","",""
"2 Wichtig","1993","Mecklenburg-Vorpommern","Staedtischer Raum","","","",""
"2 Wichtig","1993","Mecklenburg-Vorpommern","Laendlicher Raum","","","",""
"2 Wichtig","1993","Sachsen","Staedtischer Raum","","","",""
"2 Wichtig","1993","Sachsen","Laendlicher Raum","","","",""
"2 Wichtig","1993","Sachsen-Anhalt","Staedtischer Raum","","","",""
"2 Wichtig","1993","Sachsen-Anhalt","Laendlicher Raum","","","",""
"2 Wichtig","1993","Thueringen","Staedtischer Raum","","","",""
"2 Wichtig","1993","Thueringen","Laendlicher Raum","","","",""
"3 Weniger wichtig","1993","Schleswig-Holstein","Staedtischer Raum","","","",""
"3 Weniger wichtig","1993","Schleswig-Holstein","Laendlicher Raum","","","",""
"3 Weniger wichtig","1993","Hamburg","Staedtischer Raum","","","",""
"3 Weniger wichtig","1993","Hamburg","Laendlicher Raum","","","",""
"3 Weniger wichtig","1993","Niedersachsen","Staedtischer Raum","","","",""
"3 Weniger wichtig","1993","Niedersachsen","Laendlicher Raum","","","",""
"3 Weniger wichtig","1993","Bremen","Staedtischer Raum","","","",""
"3 Weniger wichtig","1993","Bremen","Laendlicher Raum","","","",""
"3 Weniger wichtig","1993","Nordrhein-Westfalen","Staedtischer Raum","","","",""
"3 Weniger wichtig","1993","Nordrhein-Westfalen","Laendlicher Raum","","","",""
"3 Weniger wichtig","1993","Hessen","Staedtischer Raum","","","",""
"3 Weniger wichtig","1993","Hessen","Laendlicher Raum","","","",""
"3 Weniger wichtig","1993","Rheinland-Pfalz,Saarland","Staedtischer Raum","","","",""
"3 Weniger wichtig","1993","Rheinland-Pfalz,Saarland","Laendlicher Raum","","","",""
"3 Weniger wichtig","1993","Baden-Wuerttemberg","Staedtischer Raum","","","",""
"3 Weniger wichtig","1993","Baden-Wuerttemberg","Laendlicher Raum","","","",""
"3 Weniger wichtig","1993","Bayern","Staedtischer Raum","","","",""
"3 Weniger wichtig","1993","Bayern","Laendlicher Raum","","","",""
"3 Weniger wichtig","1993","Saarland","Staedtischer Raum","","","",""
"3 Weniger wichtig","1993","Saarland","Laendlicher Raum","","","",""
"3 Weniger wichtig","1993","Berlin","Staedtischer Raum","","","",""
"3 Weniger wichtig","1993","Berlin","Laendlicher Raum","","","",""
"3 Weniger wichtig","1993","Brandenburg","Staedtischer Raum","","","",""
"3 Weniger wichtig","1993","Brandenburg","Laendlicher Raum","","","",""
"3 Weniger wichtig","1993","Mecklenburg-Vorpommern","Staedtischer Raum","","","",""
"3 Weniger wichtig","1993","Mecklenburg-Vorpommern","Laendlicher Raum","","","",""
"3 Weniger wichtig","1993","Sachsen","Staedtischer Raum","","","",""
"3 Weniger wichtig","1993","Sachsen","Laendlicher Raum","","","",""
"3 Weniger wichtig","1993","Sachsen-Anhalt","Staedtischer Raum","","","",""
"3 Weniger wichtig","1993","Sachsen-Anhalt","Laendlicher Raum","","","",""
"3 Weniger wichtig","1993","Thueringen","Staedtischer Raum","","","",""
"3 Weniger wichtig","1993","Thueringen","Laendlicher Raum","","","",""
"4 Ganz unwichtig","1993","Schleswig-Holstein","Staedtischer Raum","","","",""
"4 Ganz unwichtig","1993","Schleswig-Holstein","Laendlicher Raum","","","",""
"4 Ganz unwichtig","1993","Hamburg","Staedtischer Raum","","","",""
"4 Ganz unwichtig","1993","Hamburg","Laendlicher Raum","","","",""
"4 Ganz unwichtig","1993","Niedersachsen","Staedtischer Raum","","","",""
"4 Ganz unwichtig","1993","Niedersachsen","Laendlicher Raum","","","",""
"4 Ganz unwichtig","1993","Bremen","Staedtischer Raum","","","",""
"4 Ganz unwichtig","1993","Bremen","Laendlicher Raum","","","",""
"4 Ganz unwichtig","1993","Nordrhein-Westfalen","Staedtischer Raum","","","",""
"4 Ganz unwichtig","1993","Nordrhein-Westfalen","Laendlicher Raum","","","",""
"4 Ganz unwichtig","1993","Hessen","Staedtischer Raum","","","",""
"4 Ganz unwichtig","1993","Hessen","Laendlicher Raum","","","",""
"4 Ganz unwichtig","1993","Rheinland-Pfalz,Saarland","Staedtischer Raum","","","",""
"4 Ganz unwichtig","1993","Rheinland-Pfalz,Saarland","Laendlicher Raum","","","",""
"4 Ganz unwichtig","1993","Baden-Wuerttemberg","Staedtischer Raum","","","",""
"4 Ganz unwichtig","1993","Baden-Wuerttemberg","Laendlicher Raum","","","",""
"4 Ganz unwichtig","1993","Bayern","Staedtischer Raum","","","",""
"4 Ganz unwichtig","1993","Bayern","Laendlicher Raum","","","",""
"4 Ganz unwichtig","1993","Saarland","Staedtischer Raum","","","",""
"4 Ganz unwichtig","1993","Saarland","Laendlicher Raum","","","",""
"4 Ganz unwichtig","1993","Berlin","Staedtischer Raum","","","",""
"4 Ganz unwichtig","1993","Berlin","Laendlicher Raum","","","",""
"4 Ganz unwichtig","1993","Brandenburg","Staedtischer Raum","","","",""
"4 Ganz unwichtig","1993","Brandenburg","Laendlicher Raum","","","",""
"4 Ganz unwichtig","1993","Mecklenburg-Vorpommern","Staedtischer Raum","","","",""
"4 Ganz unwichtig","1993","Mecklenburg-Vorpommern","Laendlicher Raum","","","",""
"4 Ganz unwichtig","1993","Sachsen","Staedtischer Raum","","","",""
"4 Ganz unwichtig","1993","Sachsen","Laendlicher Raum","","","",""
"4 Ganz unwichtig","1993","Sachsen-Anhalt","Staedtischer Raum","","","",""
"4 Ganz unwichtig","1993","Sachsen-Anhalt","Laendlicher Raum","","","",""
"4 Ganz unwichtig","1993","Thueringen","Staedtischer Raum","","","",""
"4 Ganz unwichtig","1993","Thueringen","Laendlicher Raum","","","",""
"1 Sehr wichtig","1994","Schleswig-Holstein","Staedtischer Raum","","","",""
"1 Sehr wichtig","1994","Schleswig-Holstein","Laendlicher Raum","","","",""
"1 Sehr wichtig","1994","Hamburg","Staedtischer Raum","","","",""
"1 Sehr wichtig","1994","Hamburg","Laendlicher Raum","","","",""
"1 Sehr wichtig","1994","Niedersachsen","Staedtischer Raum","","","",""
"1 Sehr wichtig","1994","Niedersachsen","Laendlicher Raum","","","",""
"1 Sehr wichtig","1994","Bremen","Staedtischer Raum","","","",""
"1 Sehr wichtig","1994","Bremen","Laendlicher Raum","","","",""
"1 Sehr wichtig","1994","Nordrhein-Westfalen","Staedtischer Raum","","","",""
"1 Sehr wichtig","1994","Nordrhein-Westfalen","Laendlicher Raum","","","",""
"1 Sehr wichtig","1994","Hessen","Staedtischer Raum","","","",""
"1 Sehr wichtig","1994","Hessen","Laendlicher Raum","","","",""
"1 Sehr wichtig","1994","Rheinland-Pfalz,Saarland","Staedtischer Raum","","","",""
"1 Sehr wichtig","1994","Rheinland-Pfalz,Saarland","Laendlicher Raum","","","",""
"1 Sehr wichtig","1994","Baden-Wuerttemberg","Staedtischer Raum","","","",""
"1 Sehr wichtig","1994","Baden-Wuerttemberg","Laendlicher Raum","","","",""
"1 Sehr wichtig","1994","Bayern","Staedtischer Raum","","","",""
"1 Sehr wichtig","1994","Bayern","Laendlicher Raum","","","",""
"1 Sehr wichtig","1994","Saarland","Staedtischer Raum","","","",""
"1 Sehr wichtig","1994","Saarland","Laendlicher Raum","","","",""
"1 Sehr wichtig","1994","Berlin","Staedtischer Raum","","","",""
"1 Sehr wichtig","1994","Berlin","Laendlicher Raum","","","",""
"1 Sehr wichtig","1994","Brandenburg","Staedtischer Raum","","","",""
"1 Sehr wichtig","1994","Brandenburg","Laendlicher Raum","","","",""
