study,dataset,version,variable,value,label,label_de
soep-core,p_statistics,v39,pld0043,-3,Implausible value,unplausibler Wert
soep-core,p_statistics,v39,pld0043,-2,Does not apply,trifft nicht zu
soep-core,p_statistics,v39,pld0043,-1,No answer / don't know,keine Angabe/weiß nicht
soep-core,p_statistics,v39,pld0043,1,Very often,Sehr oft
soep-core,p_statistics,v39,pld0043,2,Often,Oft
soep-core,p_statistics,v39,pld0043,3,Sometimes,Manchmal
soep-core,p_statistics,v39,pld0043,4,Seldom,Selten
soep-core,p_statistics,v39,pld0043,5,Never,Nie
soep-core,p_statistics,v39,pld0044,-8,Question not part of the survey program this year,Frage in diesem Jahr nicht Teil des Frageprogramms
soep-core,p_statistics,v39,pld0044,-7,Only available in less restricted edition,nur in weniger eingeschränkter Edition verfügbar
soep-core,p_statistics,v39,pld0044,-6,Version of questionnaire with modified filtering,Fragebogenversion mit geänderter Filterführung
soep-core,p_statistics,v39,pld0044,-5,Not included in this version of the questionnaire,in Fragebogenversion nicht enthalten
soep-core,p_statistics,v39,pld0044,-4,Inadmissable multiple response,unzulässige Mehrfachantwort
soep-core,p_statistics,v39,pld0044,-3,Implausible value,unplausibler Wert
soep-core,p_statistics,v39,pld0044,-2,Does not apply,trifft nicht zu
soep-core,p_statistics,v39,pld0044,-1,No answer / don't know,keine Angabe/weiß nicht
soep-core,p_statistics,v39,pld0044,1,Very often,Sehr oft
soep-core,p_statistics,v39,pld0044,2,Often,Oft
soep-core,p_statistics,v39,pld0044,3,Sometimes,Manchmal
soep-core,p_statistics,v39,pld0044,4,Seldom,Selten
soep-core,p_statistics,v39,pld0044,5,Never,Nie
soep-core,p_statistics,v39,pld0045,-8,Question not part of the survey program this year,Frage in diesem Jahr nicht Teil des Frageprogramms
soep-core,p_statistics,v39,pld0045,-7,Only available in less restricted edition,nur in weniger eingeschränkter Edition verfügbar
soep-core,p_statistics,v39,pld0045,-6,Version of questionnaire with modified filtering,Fragebogenversion mit geänderter Filterführung
soep-core,p_statistics,v39,pld0045,-5,Not included in this version of the questionnaire,in Fragebogenversion nicht enthalten
soep-core,p_statistics,v39,pld0045,-4,Inadmissable multiple response,unzulässige Mehrfachantwort
soep-core,p_statistics,v39,pld0045,-3,Implausible value,unplausibler Wert
soep-core,p_statistics,v39,pld0045,-2,Does not apply,trifft nicht zu
soep-core,p_statistics,v39,pld0045,-1,No answer / don't know,keine Angabe/weiß nicht
soep-core,p_statistics,v39,pld0045,1,Very often,Sehr oft
soep-core,p_statistics,v39,pld0045,2,Often,Oft
soep-core,p_statistics,v39,pld0045,3,Sometimes,Manchmal
soep-core,p_statistics,v39,pld0045,4,Seldom,Selten
soep-core,p_statistics,v39,pld0045,5,Never,Nie
soep-core,p_statistics,v39,pld0298_h,-8,Question not part of the survey program this year,Frage in diesem Jahr nicht Teil des Frageprogramms
soep-core,p_statistics,v39,pld0298_h,-7,Only available in less restricted edition,nur in weniger eingeschränkter Edition verfügbar
soep-core,p_statistics,v39,pld0298_h,-6,Version of questionnaire with modified filtering,Fragebogenversion mit geänderter Filterführung
soep-core,p_statistics,v39,pld0298_h,-5,Not included in this version of the questionnaire,in Fragebogenversion nicht enthalten
soep-core,p_statistics,v39,pld0298_h,-4,Inadmissable multiple response,unzulässige Mehrfachantwort
soep-core,p_statistics,v39,pld0298_h,-3,Implausible value,unplausibler Wert
soep-core,p_statistics,v39,pld0298_h,-2,Does not apply,trifft nicht zu
soep-core,p_statistics,v39,pld0298_h,-1,No answer / don't know,keine Angabe/weiß nicht
soep-core,p_statistics,v39,pld0298_h,1,Heterosexual,Heterosexuell
soep-core,p_statistics,v39,pld0298_h,2,Homosexual,Homosexuell
soep-core,p_statistics,v39,pld0298_h,3,Bisexual,Bisexuell
soep-core,p_statistics,v39,pld0298_h,4,No answer/ Do not wish to respond,Keine Angabe / Möchte mich zu diesem Thema nicht äußern
soep-core,p_statistics,v39,ple0004,-8,Question not part of the survey program this year,Frage in diesem Jahr nicht Teil des Frageprogramms
soep-core,p_statistics,v39,ple0004,-7,Only available in less restricted edition,nur in weniger eingeschränkter Edition verfügbar
soep-core,p_statistics,v39,ple0004,-6,Version of questionnaire with modified filtering,Fragebogenversion mit geänderter Filterführung
soep-core,p_statistics,v39,ple0004,-5,Not included in this version of the questionnaire,in Fragebogenversion nicht enthalten
soep-core,p_statistics,v39,ple0004,-4,Inadmissable multiple response,unzulässige Mehrfachantwort
soep-core,p_statistics,v39,ple0004,-3,Implausible value,unplausibler Wert
soep-core,p_statistics,v39,ple0004,-2,Does not apply,trifft nicht zu
soep-core,p_statistics,v39,ple0004,-1,No answer / don't know,keine Angabe/weiß nicht
soep-core,p_statistics,v39,ple0004,1,Strong,Stark
soep-core,p_statistics,v39,ple0004,2,A Little,Ein wenig
soep-core,p_statistics,v39,ple0004,3,Not at all,Gar nicht
soep-core,p_statistics,v39,ple0005,-8,Question not part of the survey program this year,Frage in diesem Jahr nicht Teil des Frageprogramms
soep-core,p_statistics,v39,ple0005,-7,Only available in less restricted edition,nur in weniger eingeschränkter Edition verfügbar
soep-core,p_statistics,v39,ple0005,-6,Version of questionnaire with modified filtering,Fragebogenversion mit geänderter Filterführung
soep-core,p_statistics,v39,ple0005,-5,Not included in this version of the questionnaire,in Fragebogenversion nicht enthalten
soep-core,p_statistics,v39,ple0005,-4,Inadmissable multiple response,unzulässige Mehrfachantwort
soep-core,p_statistics,v39,ple0005,-3,Implausible value,unplausibler Wert
soep-core,p_statistics,v39,ple0005,-2,Does not apply,trifft nicht zu
soep-core,p_statistics,v39,ple0005,-1,No answer / don't know,keine Angabe/weiß nicht
soep-core,p_statistics,v39,ple0005,1,Strong,Stark
soep-core,p_statistics,v39,ple0005,2,A Little,Ein wenig
soep-core,p_statistics,v39,ple0005,3,Not at all,Gar nicht
soep-core,p_statistics,v39,ple0008,-8,Question not part of the survey program this year,Frage in diesem Jahr nicht Teil des Frageprogramms
soep-core,p_statistics,v39,ple0008,-7,Only available in less restricted edition,nur in weniger eingeschränkter Edition verfügbar
soep-core,p_statistics,v39,ple0008,-6,Version of questionnaire with modified filtering,Fragebogenversion mit geänderter Filterführung
soep-core,p_statistics,v39,ple0008,-5,Not included in this version of the questionnaire,in Fragebogenversion nicht enthalten
soep-core,p_statistics,v39,ple0008,-4,Inadmissable multiple response,unzulässige Mehrfachantwort
soep-core,p_statistics,v39,ple0008,-3,Implausible value,unplausibler Wert
soep-core,p_statistics,v39,ple0008,-2,Does not apply,trifft nicht zu
soep-core,p_statistics,v39,ple0008,-1,No answer / don't know,keine Angabe/weiß nicht
soep-core,p_statistics,v39,ple0008,1,Very good,Sehr gut
soep-core,p_statistics,v39,ple0008,2,Good,Gut
soep-core,p_statistics,v39,ple0008,3,Satisfactory,Zufriedenstellend
soep-core,p_statistics,v39,ple0008,4,Poor,Weniger gut
soep-core,p_statistics,v39,ple0008,5,Bad,Schlecht
soep-core,p_statistics,v39,ple0009,-8,Question not part of the survey program this year,Frage in diesem Jahr nicht Teil des Frageprogramms
soep-core,p_statistics,v39,ple0009,-7,Only available in less restricted edition,nur in weniger eingeschränkter Edition verfügbar
soep-core,p_statistics,v39,ple0009,-6,Version of questionnaire with modified filtering,Fragebogenversion mit geänderter Filterführung
soep-core,p_statistics,v39,ple0009,-5,Not included in this version of the questionnaire,in Fragebogenversion nicht enthalten
soep-core,p_statistics,v39,ple0009,-4,Inadmissable multiple response,unzulässige Mehrfachantwort
soep-core,p_statistics,v39,ple0009,-3,Implausible value,unplausibler Wert
soep-core,p_statistics,v39,ple0009,-2,Does not apply,trifft nicht zu
soep-core,p_statistics,v39,ple0009,-1,No answer / don't know,keine Angabe/weiß nicht
soep-core,p_statistics,v39,ple0009,1,"Yes, strongly limited","Ja, stark eingeschraenkt"
soep-core,p_statistics,v39,ple0009,2,"Yes, somewhat limited","Ja, etwas eingeschraenkt"
soep-core,p_statistics,v39,ple0009,3,"No, not limited at all","Nein, nicht eingeschraenkt"
soep-core,p_statistics,v39,ple0011,-8,Question not part of the survey program this year,Frage in diesem Jahr nicht Teil des Frageprogramms
soep-core,p_statistics,v39,ple0011,-7,Only available in less restricted edition,nur in weniger eingeschränkter Edition verfügbar
soep-core,p_statistics,v39,ple0011,-6,Version of questionnaire with modified filtering,Fragebogenversion mit geänderter Filterführung
soep-core,p_statistics,v39,ple0011,-5,Not included in this version of the questionnaire,in Fragebogenversion nicht enthalten
soep-core,p_statistics,v39,ple0011,-4,Inadmissable multiple response,unzulässige Mehrfachantwort
soep-core,p_statistics,v39,ple0011,-3,Implausible value,unplausibler Wert
soep-core,p_statistics,v39,ple0011,-2,Does not apply,trifft nicht zu
soep-core,p_statistics,v39,ple0011,-1,No answer / don't know,keine Angabe/weiß nicht
soep-core,p_statistics,v39,ple0011,1,Yes,Ja
soep-core,p_statistics,v39,ple0011,2,No,Nein
soep-core,p_statistics,v39,ple0012,-8,Question not part of the survey program this year,Frage in diesem Jahr nicht Teil des Frageprogramms
soep-core,p_statistics,v39,ple0012,-7,Only available in less restricted edition,nur in weniger eingeschränkter Edition verfügbar
soep-core,p_statistics,v39,ple0012,-6,Version of questionnaire with modified filtering,Fragebogenversion mit geänderter Filterführung
soep-core,p_statistics,v39,ple0012,-5,Not included in this version of the questionnaire,in Fragebogenversion nicht enthalten
soep-core,p_statistics,v39,ple0012,-4,Inadmissable multiple response,unzulässige Mehrfachantwort
soep-core,p_statistics,v39,ple0012,-3,Implausible value,unplausibler Wert
soep-core,p_statistics,v39,ple0012,-2,Does not apply,trifft nicht zu
soep-core,p_statistics,v39,ple0012,-1,No answer / don't know,keine Angabe/weiß nicht
soep-core,p_statistics,v39,ple0012,1,Yes,Ja
soep-core,p_statistics,v39,ple0012,2,No,Nein
soep-core,p_statistics,v39,ple0013,-8,Question not part of the survey program this year,Frage in diesem Jahr nicht Teil des Frageprogramms
soep-core,p_statistics,v39,ple0013,-7,Only available in less restricted edition,nur in weniger eingeschränkter Edition verfügbar
soep-core,p_statistics,v39,ple0013,-6,Version of questionnaire with modified filtering,Fragebogenversion mit geänderter Filterführung
soep-core,p_statistics,v39,ple0013,-5,Not included in this version of the questionnaire,in Fragebogenversion nicht enthalten
soep-core,p_statistics,v39,ple0013,-4,Inadmissable multiple response,unzulässige Mehrfachantwort
soep-core,p_statistics,v39,ple0013,-3,Implausible value,unplausibler Wert
soep-core,p_statistics,v39,ple0013,-2,Does not apply,trifft nicht zu
soep-core,p_statistics,v39,ple0013,-1,No answer / don't know,keine Angabe/weiß nicht
soep-core,p_statistics,v39,ple0013,1,Yes,Ja
soep-core,p_statistics,v39,ple0013,2,No,Nein
soep-core,p_statistics,v39,ple0014,-8,Question not part of the survey program this year,Frage in diesem Jahr nicht Teil des Frageprogramms
soep-core,p_statistics,v39,ple0014,-7,Only available in less restricted edition,nur in weniger eingeschränkter Edition verfügbar
soep-core,p_statistics,v39,ple0014,-6,Version of questionnaire with modified filtering,Fragebogenversion mit geänderter Filterführung
soep-core,p_statistics,v39,ple0014,-5,Not included in this version of the questionnaire,in Fragebogenversion nicht enthalten
soep-core,p_statistics,v39,ple0014,-4,Inadmissable multiple response,unzulässige Mehrfachantwort
soep-core,p_statistics,v39,ple0014,-3,Implausible value,unplausibler Wert
soep-core,p_statistics,v39,ple0014,-2,Does not apply,trifft nicht zu
soep-core,p_statistics,v39,ple0014,-1,No answer / don't know,keine Angabe/weiß nicht
soep-core,p_statistics,v39,ple0014,1,Yes,Ja
soep-core,p_statistics,v39,ple0014,2,No,Nein
soep-core,p_statistics,v39,ple0015,-8,Question not part of the survey program this year,Frage in diesem Jahr nicht Teil des Frageprogramms
soep-core,p_statistics,v39,ple0015,-7,Only available in less restricted edition,nur in weniger eingeschränkter Edition verfügbar
soep-core,p_statistics,v39,ple0015,-6,Version of questionnaire with modified filtering,Fragebogenversion mit geänderter Filterführung
soep-core,p_statistics,v39,ple0015,-5,Not included in this version of the questionnaire,in Fragebogenversion nicht enthalten
soep-core,p_statistics,v39,ple0015,-4,Inadmissable multiple response,unzulässige Mehrfachantwort
soep-core,p_statistics,v39,ple0015,-3,Implausible value,unplausibler Wert
soep-core,p_statistics,v39,ple0015,-2,Does not apply,trifft nicht zu
soep-core,p_statistics,v39,ple0015,-1,No answer / don't know,keine Angabe/weiß nicht
soep-core,p_statistics,v39,ple0015,1,Yes,Ja
soep-core,p_statistics,v39,ple0015,2,No,Nein
soep-core,p_statistics,v39,ple0016,-8,Question not part of the survey program this year,Frage in diesem Jahr nicht Teil des Frageprogramms
soep-core,p_statistics,v39,ple0016,-7,Only available in less restricted edition,nur in weniger eingeschränkter Edition verfügbar
soep-core,p_statistics,v39,ple0016,-6,Version of questionnaire with modified filtering,Fragebogenversion mit geänderter Filterführung
soep-core,p_statistics,v39,ple0016,-5,Not included in this version of the questionnaire,in Fragebogenversion nicht enthalten
soep-core,p_statistics,v39,ple0016,-4,Inadmissable multiple response,unzulässige Mehrfachantwort
soep-core,p_statistics,v39,ple0016,-3,Implausible value,unplausibler Wert
soep-core,p_statistics,v39,ple0016,-2,Does not apply,trifft nicht zu
soep-core,p_statistics,v39,ple0016,-1,No answer / don't know,keine Angabe/weiß nicht
soep-core,p_statistics,v39,ple0016,1,Yes,Ja
soep-core,p_statistics,v39,ple0016,2,No,Nein
soep-core,p_statistics,v39,ple0017,-8,Question not part of the survey program this year,Frage in diesem Jahr nicht Teil des Frageprogramms
soep-core,p_statistics,v39,ple0017,-7,Only available in less restricted edition,nur in weniger eingeschränkter Edition verfügbar
soep-core,p_statistics,v39,ple0017,-6,Version of questionnaire with modified filtering,Fragebogenversion mit geänderter Filterführung
soep-core,p_statistics,v39,ple0017,-5,Not included in this version of the questionnaire,in Fragebogenversion nicht enthalten
soep-core,p_statistics,v39,ple0017,-4,Inadmissable multiple response,unzulässige Mehrfachantwort
soep-core,p_statistics,v39,ple0017,-3,Implausible value,unplausibler Wert
soep-core,p_statistics,v39,ple0017,-2,Does not apply,trifft nicht zu
soep-core,p_statistics,v39,ple0017,-1,No answer / don't know,keine Angabe/weiß nicht
soep-core,p_statistics,v39,ple0017,1,Yes,Ja
soep-core,p_statistics,v39,ple0017,2,No,Nein
soep-core,p_statistics,v39,ple0018,-8,Question not part of the survey program this year,Frage in diesem Jahr nicht Teil des Frageprogramms
soep-core,p_statistics,v39,ple0018,-7,Only available in less restricted edition,nur in weniger eingeschränkter Edition verfügbar
soep-core,p_statistics,v39,ple0018,-6,Version of questionnaire with modified filtering,Fragebogenversion mit geänderter Filterführung
soep-core,p_statistics,v39,ple0018,-5,Not included in this version of the questionnaire,in Fragebogenversion nicht enthalten
soep-core,p_statistics,v39,ple0018,-4,Inadmissable multiple response,unzulässige Mehrfachantwort
soep-core,p_statistics,v39,ple0018,-3,Implausible value,unplausibler Wert
soep-core,p_statistics,v39,ple0018,-2,Does not apply,trifft nicht zu
soep-core,p_statistics,v39,ple0018,-1,No answer / don't know,keine Angabe/weiß nicht
