"ple0055","year","sampreg","n","percent","lower_confidence","upper_confidence"
"65","2013","Westdeutschland","","","",""
"65","2013","Ostdeutschland","","","",""
"90","2013","Westdeutschland","","","",""
"90","2013","Ostdeutschland","","","",""
"98","2013","Westdeutschland","","","",""
"98","2013","Ostdeutschland","","","",""
"100","2013","Westdeutschland","","","",""
"100","2013","Ostdeutschland","","","",""
"0","2014","Westdeutschland","","","",""
"0","2014","Ostdeutschland","","","",""
"1","2014","Westdeutschland","1702","0.754060697595341","0.73615492004103","0.771966475149651"
"1","2014","Ostdeutschland","527","0.731681367838171","0.699339367875152","0.764023367801189"
"2","2014","Westdeutschland","345","0.159430285139561","0.14420910434563","0.174651465933491"
"2","2014","Ostdeutschland","126","0.161144114866361","0.134307275840549","0.187980953892173"
"3","2014","Westdeutschland","113","0.0572152719539454","0.0475583590071474","0.0668721849007434"
"3","2014","Ostdeutschland","42","0.0715408434237512","0.0527286736941099","0.0903530131533924"
"4","2014","Westdeutschland","33","0.0164870090342343","0.0111923615276843","0.0217816565407843"
"4","2014","Ostdeutschland","","","",""
"5","2014","Westdeutschland","","","",""
"5","2014","Ostdeutschland","","","",""
"6","2014","Westdeutschland","","","",""
"6","2014","Ostdeutschland","","","",""
"7","2014","Westdeutschland","","","",""
"7","2014","Ostdeutschland","","","",""
"8","2014","Westdeutschland","","","",""
"8","2014","Ostdeutschland","","","",""
"9","2014","Westdeutschland","","","",""
"9","2014","Ostdeutschland","","","",""
"10","2014","Westdeutschland","","","",""
"10","2014","Ostdeutschland","","","",""
"11","2014","Westdeutschland","","","",""
"11","2014","Ostdeutschland","","","",""
"12","2014","Westdeutschland","","","",""
"12","2014","Ostdeutschland","","","",""
"13","2014","Westdeutschland","","","",""
"13","2014","Ostdeutschland","","","",""
"14","2014","Westdeutschland","","","",""
"14","2014","Ostdeutschland","","","",""
"15","2014","Westdeutschland","","","",""
"15","2014","Ostdeutschland","","","",""
"16","2014","Westdeutschland","","","",""
"16","2014","Ostdeutschland","","","",""
"17","2014","Westdeutschland","","","",""
"17","2014","Ostdeutschland","","","",""
"18","2014","Westdeutschland","","","",""
"18","2014","Ostdeutschland","","","",""
"19","2014","Westdeutschland","","","",""
"19","2014","Ostdeutschland","","","",""
"20","2014","Westdeutschland","","","",""
"20","2014","Ostdeutschland","","","",""
"21","2014","Westdeutschland","","","",""
"21","2014","Ostdeutschland","","","",""
"22","2014","Westdeutschland","","","",""
"22","2014","Ostdeutschland","","","",""
"23","2014","Westdeutschland","","","",""
"23","2014","Ostdeutschland","","","",""
"24","2014","Westdeutschland","","","",""
"24","2014","Ostdeutschland","","","",""
"25","2014","Westdeutschland","","","",""
"25","2014","Ostdeutschland","","","",""
"26","2014","Westdeutschland","","","",""
"26","2014","Ostdeutschland","","","",""
"27","2014","Westdeutschland","","","",""
"27","2014","Ostdeutschland","","","",""
"28","2014","Westdeutschland","","","",""
"28","2014","Ostdeutschland","","","",""
"30","2014","Westdeutschland","","","",""
"30","2014","Ostdeutschland","","","",""
"31","2014","Westdeutschland","","","",""
"31","2014","Ostdeutschland","","","",""
"32","2014","Westdeutschland","","","",""
"32","2014","Ostdeutschland","","","",""
"35","2014","Westdeutschland","","","",""
"35","2014","Ostdeutschland","","","",""
"36","2014","Westdeutschland","","","",""
"36","2014","Ostdeutschland","","","",""
"40","2014","Westdeutschland","","","",""
"40","2014","Ostdeutschland","","","",""
"42","2014","Westdeutschland","","","",""
"42","2014","Ostdeutschland","","","",""
"45","2014","Westdeutschland","","","",""
"45","2014","Ostdeutschland","","","",""
"48","2014","Westdeutschland","","","",""
"48","2014","Ostdeutschland","","","",""
"50","2014","Westdeutschland","","","",""
"50","2014","Ostdeutschland","","","",""
"51","2014","Westdeutschland","","","",""
"51","2014","Ostdeutschland","","","",""
"64","2014","Westdeutschland","","","",""
"64","2014","Ostdeutschland","","","",""
"65","2014","Westdeutschland","","","",""
"65","2014","Ostdeutschland","","","",""
"90","2014","Westdeutschland","","","",""
"90","2014","Ostdeutschland","","","",""
"98","2014","Westdeutschland","","","",""
"98","2014","Ostdeutschland","","","",""
"100","2014","Westdeutschland","","","",""
"100","2014","Ostdeutschland","","","",""
"0","2015","Westdeutschland","","","",""
"0","2015","Ostdeutschland","","","",""
"1","2015","Westdeutschland","1969","0.767094876404893","0.750640812812564","0.783548939997223"
"1","2015","Ostdeutschland","538","0.752869591505082","0.721728249884916","0.784010933125248"
"2","2015","Westdeutschland","372","0.15485432335661","0.140771602733904","0.168937043979315"
"2","2015","Ostdeutschland","131","0.165715443293731","0.138871090312046","0.192559796275416"
"3","2015","Westdeutschland","125","0.0525103921437015","0.0438274088062168","0.0611933754811862"
"3","2015","Ostdeutschland","37","0.0392762009468685","0.0252519924957614","0.0533004093979756"
"4","2015","Westdeutschland","","","",""
"4","2015","Ostdeutschland","","","",""
"5","2015","Westdeutschland","","","",""
"5","2015","Ostdeutschland","","","",""
"6","2015","Westdeutschland","","","",""
"6","2015","Ostdeutschland","","","",""
"7","2015","Westdeutschland","","","",""
"7","2015","Ostdeutschland","","","",""
"8","2015","Westdeutschland","","","",""
"8","2015","Ostdeutschland","","","",""
"9","2015","Westdeutschland","","","",""
"9","2015","Ostdeutschland","","","",""
"10","2015","Westdeutschland","","","",""
"10","2015","Ostdeutschland","","","",""
"11","2015","Westdeutschland","","","",""
"11","2015","Ostdeutschland","","","",""
"12","2015","Westdeutschland","","","",""
"12","2015","Ostdeutschland","","","",""
"13","2015","Westdeutschland","","","",""
"13","2015","Ostdeutschland","","","",""
"14","2015","Westdeutschland","","","",""
"14","2015","Ostdeutschland","","","",""
"15","2015","Westdeutschland","","","",""
"15","2015","Ostdeutschland","","","",""
"16","2015","Westdeutschland","","","",""
"16","2015","Ostdeutschland","","","",""
"17","2015","Westdeutschland","","","",""
"17","2015","Ostdeutschland","","","",""
"18","2015","Westdeutschland","","","",""
"18","2015","Ostdeutschland","","","",""
"19","2015","Westdeutschland","","","",""
"19","2015","Ostdeutschland","","","",""
"20","2015","Westdeutschland","","","",""
"20","2015","Ostdeutschland","","","",""
"21","2015","Westdeutschland","","","",""
"21","2015","Ostdeutschland","","","",""
"22","2015","Westdeutschland","","","",""
"22","2015","Ostdeutschland","","","",""
"23","2015","Westdeutschland","","","",""
"23","2015","Ostdeutschland","","","",""
"24","2015","Westdeutschland","","","",""
"24","2015","Ostdeutschland","","","",""
"25","2015","Westdeutschland","","","",""
"25","2015","Ostdeutschland","","","",""
"26","2015","Westdeutschland","","","",""
"26","2015","Ostdeutschland","","","",""
"27","2015","Westdeutschland","","","",""
"27","2015","Ostdeutschland","","","",""
"28","2015","Westdeutschland","","","",""
"28","2015","Ostdeutschland","","","",""
"30","2015","Westdeutschland","","","",""
"30","2015","Ostdeutschland","","","",""
"31","2015","Westdeutschland","","","",""
"31","2015","Ostdeutschland","","","",""
"32","2015","Westdeutschland","","","",""
"32","2015","Ostdeutschland","","","",""
"35","2015","Westdeutschland","","","",""
"35","2015","Ostdeutschland","","","",""
"36","2015","Westdeutschland","","","",""
"36","2015","Ostdeutschland","","","",""
"40","2015","Westdeutschland","","","",""
"40","2015","Ostdeutschland","","","",""
"42","2015","Westdeutschland","","","",""
"42","2015","Ostdeutschland","","","",""
"45","2015","Westdeutschland","","","",""
"45","2015","Ostdeutschland","","","",""
"48","2015","Westdeutschland","","","",""
"48","2015","Ostdeutschland","","","",""
"50","2015","Westdeutschland","","","",""
"50","2015","Ostdeutschland","","","",""
"51","2015","Westdeutschland","","","",""
"51","2015","Ostdeutschland","","","",""
"64","2015","Westdeutschland","","","",""
"64","2015","Ostdeutschland","","","",""
"65","2015","Westdeutschland","","","",""
"65","2015","Ostdeutschland","","","",""
"90","2015","Westdeutschland","","","",""
"90","2015","Ostdeutschland","","","",""
"98","2015","Westdeutschland","","","",""
"98","2015","Ostdeutschland","","","",""
"100","2015","Westdeutschland","","","",""
"100","2015","Ostdeutschland","","","",""
"0","2016","Westdeutschland","","","",""
"0","2016","Ostdeutschland","","","",""
"1","2016","Westdeutschland","1880","0.746093427579265","0.72889049825184","0.763296356906691"
"1","2016","Ostdeutschland","491","0.739569597960368","0.706213700196225","0.772925495724511"
"2","2016","Westdeutschland","408","0.178721543064383","0.163578871779527","0.193864214349238"
"2","2016","Ostdeutschland","117","0.158855971671238","0.131073286087011","0.186638657255465"
"3","2016","Westdeutschland","109","0.0437009636581681","0.035620966786788","0.0517809605295482"
"3","2016","Ostdeutschland","32","0.0602564878807531","0.0421704330239287","0.0783425427375776"
"4","2016","Westdeutschland","30","0.0151979147602623","0.0103624824446492","0.0200333470758753"
"4","2016","Ostdeutschland","","","",""
"5","2016","Westdeutschland","","","",""
"5","2016","Ostdeutschland","","","",""
"6","2016","Westdeutschland","","","",""
"6","2016","Ostdeutschland","","","",""
"7","2016","Westdeutschland","","","",""
"7","2016","Ostdeutschland","","","",""
"8","2016","Westdeutschland","","","",""
"8","2016","Ostdeutschland","","","",""
"9","2016","Westdeutschland","","","",""
"9","2016","Ostdeutschland","","","",""
"10","2016","Westdeutschland","","","",""
"10","2016","Ostdeutschland","","","",""
"11","2016","Westdeutschland","","","",""
"11","2016","Ostdeutschland","","","",""
"12","2016","Westdeutschland","","","",""
"12","2016","Ostdeutschland","","","",""
"13","2016","Westdeutschland","","","",""
"13","2016","Ostdeutschland","","","",""
"14","2016","Westdeutschland","","","",""
"14","2016","Ostdeutschland","","","",""
"15","2016","Westdeutschland","","","",""
"15","2016","Ostdeutschland","","","",""
"16","2016","Westdeutschland","","","",""
"16","2016","Ostdeutschland","","","",""
"17","2016","Westdeutschland","","","",""
"17","2016","Ostdeutschland","","","",""
"18","2016","Westdeutschland","","","",""
"18","2016","Ostdeutschland","","","",""
"19","2016","Westdeutschland","","","",""
"19","2016","Ostdeutschland","","","",""
"20","2016","Westdeutschland","","","",""
"20","2016","Ostdeutschland","","","",""
"21","2016","Westdeutschland","","","",""
"21","2016","Ostdeutschland","","","",""
"22","2016","Westdeutschland","","","",""
"22","2016","Ostdeutschland","","","",""
"23","2016","Westdeutschland","","","",""
"23","2016","Ostdeutschland","","","",""
"24","2016","Westdeutschland","","","",""
"24","2016","Ostdeutschland","","","",""
"25","2016","Westdeutschland","","","",""
"25","2016","Ostdeutschland","","","",""
"26","2016","Westdeutschland","","","",""
"26","2016","Ostdeutschland","","","",""
"27","2016","Westdeutschland","","","",""
"27","2016","Ostdeutschland","","","",""
"28","2016","Westdeutschland","","","",""
"28","2016","Ostdeutschland","","","",""
"30","2016","Westdeutschland","","","",""
"30","2016","Ostdeutschland","","","",""
"31","2016","Westdeutschland","","","",""
"31","2016","Ostdeutschland","","","",""
"32","2016","Westdeutschland","","","",""
"32","2016","Ostdeutschland","","","",""
"35","2016","Westdeutschland","","","",""
"35","2016","Ostdeutschland","","","",""
"36","2016","Westdeutschland","","","",""
"36","2016","Ostdeutschland","","","",""
"40","2016","Westdeutschland","","","",""
"40","2016","Ostdeutschland","","","",""
"42","2016","Westdeutschland","","","",""
"42","2016","Ostdeutschland","","","",""
"45","2016","Westdeutschland","","","",""
"45","2016","Ostdeutschland","","","",""
"48","2016","Westdeutschland","","","",""
"48","2016","Ostdeutschland","","","",""
"50","2016","Westdeutschland","","","",""
"50","2016","Ostdeutschland","","","",""
"51","2016","Westdeutschland","","","",""
"51","2016","Ostdeutschland","","","",""
"64","2016","Westdeutschland","","","",""
"64","2016","Ostdeutschland","","","",""
"65","2016","Westdeutschland","","","",""
"65","2016","Ostdeutschland","","","",""
"90","2016","Westdeutschland","","","",""
"90","2016","Ostdeutschland","","","",""
"98","2016","Westdeutschland","","","",""
"98","2016","Ostdeutschland","","","",""
"100","2016","Westdeutschland","","","",""
"100","2016","Ostdeutschland","","","",""
"0","2017","Westdeutschland","","","",""
"0","2017","Ostdeutschland","","","",""
"1","2017","Westdeutschland","2079","0.743406593343641","0.726959864240791","0.759853322446492"
"1","2017","Ostdeutschland","570","0.710902098559135","0.678964299924166","0.742839897194103"
"2","2017","Westdeutschland","435","0.167929877577628","0.153853609211908","0.182006145943347"
"2","2017","Ostdeutschland","131","0.185864393436337","0.158459754490487","0.213269032382186"
"3","2017","Westdeutschland","116","0.0551370294374539","0.0465419541481265","0.0637321047267812"
"3","2017","Ostdeutschland","42","0.0658064237065883","0.0483389461577938","0.0832739012553828"
"4","2017","Westdeutschland","35","0.0161666273143208","0.011417497105458","0.0209157575231835"
"4","2017","Ostdeutschland","","","",""
"5","2017","Westdeutschland","","","",""
"5","2017","Ostdeutschland","","","",""
"6","2017","Westdeutschland","","","",""
"6","2017","Ostdeutschland","","","",""
"7","2017","Westdeutschland","","","",""
"7","2017","Ostdeutschland","","","",""
"8","2017","Westdeutschland","","","",""
"8","2017","Ostdeutschland","","","",""
"9","2017","Westdeutschland","","","",""
"9","2017","Ostdeutschland","","","",""
"10","2017","Westdeutschland","","","",""
"10","2017","Ostdeutschland","","","",""
"11","2017","Westdeutschland","","","",""
"11","2017","Ostdeutschland","","","",""
"12","2017","Westdeutschland","","","",""
"12","2017","Ostdeutschland","","","",""
"13","2017","Westdeutschland","","","",""
"13","2017","Ostdeutschland","","","",""
"14","2017","Westdeutschland","","","",""
"14","2017","Ostdeutschland","","","",""
"15","2017","Westdeutschland","","","",""
"15","2017","Ostdeutschland","","","",""
"16","2017","Westdeutschland","","","",""
"16","2017","Ostdeutschland","","","",""
"17","2017","Westdeutschland","","","",""
"17","2017","Ostdeutschland","","","",""
"18","2017","Westdeutschland","","","",""
"18","2017","Ostdeutschland","","","",""
"19","2017","Westdeutschland","","","",""
"19","2017","Ostdeutschland","","","",""
"20","2017","Westdeutschland","","","",""
"20","2017","Ostdeutschland","","","",""
"21","2017","Westdeutschland","","","",""
"21","2017","Ostdeutschland","","","",""
"22","2017","Westdeutschland","","","",""
"22","2017","Ostdeutschland","","","",""
"23","2017","Westdeutschland","","","",""
"23","2017","Ostdeutschland","","","",""
"24","2017","Westdeutschland","","","",""
"24","2017","Ostdeutschland","","","",""
"25","2017","Westdeutschland","","","",""
"25","2017","Ostdeutschland","","","",""
"26","2017","Westdeutschland","","","",""
"26","2017","Ostdeutschland","","","",""
"27","2017","Westdeutschland","","","",""
"27","2017","Ostdeutschland","","","",""
"28","2017","Westdeutschland","","","",""
"28","2017","Ostdeutschland","","","",""
"30","2017","Westdeutschland","","","",""
"30","2017","Ostdeutschland","","","",""
"31","2017","Westdeutschland","","","",""
"31","2017","Ostdeutschland","","","",""
"32","2017","Westdeutschland","","","",""
"32","2017","Ostdeutschland","","","",""
"35","2017","Westdeutschland","","","",""
"35","2017","Ostdeutschland","","","",""
"36","2017","Westdeutschland","","","",""
"36","2017","Ostdeutschland","","","",""
"40","2017","Westdeutschland","","","",""
"40","2017","Ostdeutschland","","","",""
"42","2017","Westdeutschland","","","",""
"42","2017","Ostdeutschland","","","",""
"45","2017","Westdeutschland","","","",""
"45","2017","Ostdeutschland","","","",""
"48","2017","Westdeutschland","","","",""
"48","2017","Ostdeutschland","","","",""
"50","2017","Westdeutschland","","","",""
"50","2017","Ostdeutschland","","","",""
"51","2017","Westdeutschland","","","",""
"51","2017","Ostdeutschland","","","",""
"64","2017","Westdeutschland","","","",""
"64","2017","Ostdeutschland","","","",""
"65","2017","Westdeutschland","","","",""
"65","2017","Ostdeutschland","","","",""
"90","2017","Westdeutschland","","","",""
"90","2017","Ostdeutschland","","","",""
"98","2017","Westdeutschland","","","",""
"98","2017","Ostdeutschland","","","",""
"100","2017","Westdeutschland","","","",""
"100","2017","Ostdeutschland","","","",""
"0","2018","Westdeutschland","","","",""
"0","2018","Ostdeutschland","","","",""
"1","2018","Westdeutschland","1973","0.764520531427713","0.748119613599374","0.780921449256053"
"1","2018","Ostdeutschland","598","0.743484525491744","0.713012428569857","0.773956622413632"
"2","2018","Westdeutschland","385","0.152426175028138","0.138532549264235","0.166319800792041"
"2","2018","Ostdeutschland","118","0.164506154449222","0.138637592175546","0.190374716722897"
"3","2018","Westdeutschland","118","0.0505139793926001","0.0420485862599154","0.0589793725252848"
"3","2018","Ostdeutschland","43","0.047774047514298","0.0328915569837329","0.0626565380448631"
"4","2018","Westdeutschland","50","0.0175583201435013","0.0124814982939314","0.0226351419930713"
"4","2018","Ostdeutschland","","","",""
"5","2018","Westdeutschland","","","",""
"5","2018","Ostdeutschland","","","",""
"6","2018","Westdeutschland","","","",""
"6","2018","Ostdeutschland","","","",""
"7","2018","Westdeutschland","","","",""
"7","2018","Ostdeutschland","","","",""
"8","2018","Westdeutschland","","","",""
"8","2018","Ostdeutschland","","","",""
"9","2018","Westdeutschland","","","",""
"9","2018","Ostdeutschland","","","",""
"10","2018","Westdeutschland","","","",""
"10","2018","Ostdeutschland","","","",""
"11","2018","Westdeutschland","","","",""
"11","2018","Ostdeutschland","","","",""
"12","2018","Westdeutschland","","","",""
"12","2018","Ostdeutschland","","","",""
"13","2018","Westdeutschland","","","",""
"13","2018","Ostdeutschland","","","",""
"14","2018","Westdeutschland","","","",""
"14","2018","Ostdeutschland","","","",""
"15","2018","Westdeutschland","","","",""
"15","2018","Ostdeutschland","","","",""
"16","2018","Westdeutschland","","","",""
"16","2018","Ostdeutschland","","","",""
"17","2018","Westdeutschland","","","",""
"17","2018","Ostdeutschland","","","",""
"18","2018","Westdeutschland","","","",""
"18","2018","Ostdeutschland","","","",""
"19","2018","Westdeutschland","","","",""
"19","2018","Ostdeutschland","","","",""
"20","2018","Westdeutschland","","","",""
"20","2018","Ostdeutschland","","","",""
"21","2018","Westdeutschland","","","",""
"21","2018","Ostdeutschland","","","",""
"22","2018","Westdeutschland","","","",""
"22","2018","Ostdeutschland","","","",""
"23","2018","Westdeutschland","","","",""
"23","2018","Ostdeutschland","","","",""
"24","2018","Westdeutschland","","","",""
"24","2018","Ostdeutschland","","","",""
"25","2018","Westdeutschland","","","",""
"25","2018","Ostdeutschland","","","",""
"26","2018","Westdeutschland","","","",""
"26","2018","Ostdeutschland","","","",""
"27","2018","Westdeutschland","","","",""
"27","2018","Ostdeutschland","","","",""
"28","2018","Westdeutschland","","","",""
"28","2018","Ostdeutschland","","","",""
"30","2018","Westdeutschland","","","",""
"30","2018","Ostdeutschland","","","",""
"31","2018","Westdeutschland","","","",""
"31","2018","Ostdeutschland","","","",""
"32","2018","Westdeutschland","","","",""
"32","2018","Ostdeutschland","","","",""
"35","2018","Westdeutschland","","","",""
"35","2018","Ostdeutschland","","","",""
"36","2018","Westdeutschland","","","",""
"36","2018","Ostdeutschland","","","",""
"40","2018","Westdeutschland","","","",""
"40","2018","Ostdeutschland","","","",""
"42","2018","Westdeutschland","","","",""
"42","2018","Ostdeutschland","","","",""
"45","2018","Westdeutschland","","","",""
"45","2018","Ostdeutschland","","","",""
"48","2018","Westdeutschland","","","",""
"48","2018","Ostdeutschland","","","",""
"50","2018","Westdeutschland","","","",""
"50","2018","Ostdeutschland","","","",""
"51","2018","Westdeutschland","","","",""
"51","2018","Ostdeutschland","","","",""
"64","2018","Westdeutschland","","","",""
"64","2018","Ostdeutschland","","","",""
"65","2018","Westdeutschland","","","",""
"65","2018","Ostdeutschland","","","",""
"90","2018","Westdeutschland","","","",""
"90","2018","Ostdeutschland","","","",""
"98","2018","Westdeutschland","","","",""
"98","2018","Ostdeutschland","","","",""
"100","2018","Westdeutschland","","","",""
"100","2018","Ostdeutschland","","","",""
"0","2019","Westdeutschland","","","",""
"0","2019","Ostdeutschland","","","",""
"1","2019","Westdeutschland","2032","0.764338911840265","0.748167792010496","0.780510031670035"
"1","2019","Ostdeutschland","570","0.715095377011922","0.682941608213535","0.747249145810308"
"2","2019","Westdeutschland","425","0.161455382640468","0.147435559890177","0.175475205390758"
"2","2019","Ostdeutschland","112","0.153729452574278","0.128035358797714","0.179423546350841"
"3","2019","Westdeutschland","105","0.0416998472257854","0.0340830712607735","0.0493166231907973"
"3","2019","Ostdeutschland","48","0.102516164315124","0.0809084095012058","0.124123919129042"
"4","2019","Westdeutschland","36","0.0168162299727311","0.0119169208694425","0.0217155390760197"
"4","2019","Ostdeutschland","","","",""
"5","2019","Westdeutschland","","","",""
"5","2019","Ostdeutschland","","","",""
"6","2019","Westdeutschland","","","",""
"6","2019","Ostdeutschland","","","",""
"7","2019","Westdeutschland","","","",""
"7","2019","Ostdeutschland","","","",""
"8","2019","Westdeutschland","","","",""
"8","2019","Ostdeutschland","","","",""
"9","2019","Westdeutschland","","","",""
"9","2019","Ostdeutschland","","","",""
"10","2019","Westdeutschland","","","",""
"10","2019","Ostdeutschland","","","",""
"11","2019","Westdeutschland","","","",""
"11","2019","Ostdeutschland","","","",""
"12","2019","Westdeutschland","","","",""
"12","2019","Ostdeutschland","","","",""
"13","2019","Westdeutschland","","","",""
"13","2019","Ostdeutschland","","","",""
"14","2019","Westdeutschland","","","",""
"14","2019","Ostdeutschland","","","",""
"15","2019","Westdeutschland","","","",""
"15","2019","Ostdeutschland","","","",""
"16","2019","Westdeutschland","","","",""
"16","2019","Ostdeutschland","","","",""
"17","2019","Westdeutschland","","","",""
"17","2019","Ostdeutschland","","","",""
"18","2019","Westdeutschland","","","",""
"18","2019","Ostdeutschland","","","",""
"19","2019","Westdeutschland","","","",""
"19","2019","Ostdeutschland","","","",""
"20","2019","Westdeutschland","","","",""
"20","2019","Ostdeutschland","","","",""
"21","2019","Westdeutschland","","","",""
"21","2019","Ostdeutschland","","","",""
"22","2019","Westdeutschland","","","",""
"22","2019","Ostdeutschland","","","",""
"23","2019","Westdeutschland","","","",""
"23","2019","Ostdeutschland","","","",""
"24","2019","Westdeutschland","","","",""
"24","2019","Ostdeutschland","","","",""
"25","2019","Westdeutschland","","","",""
"25","2019","Ostdeutschland","","","",""
"26","2019","Westdeutschland","","","",""
"26","2019","Ostdeutschland","","","",""
"27","2019","Westdeutschland","","","",""
"27","2019","Ostdeutschland","","","",""
"28","2019","Westdeutschland","","","",""
"28","2019","Ostdeutschland","","","",""
"30","2019","Westdeutschland","","","",""
"30","2019","Ostdeutschland","","","",""
"31","2019","Westdeutschland","","","",""
"31","2019","Ostdeutschland","","","",""
"32","2019","Westdeutschland","","","",""
"32","2019","Ostdeutschland","","","",""
"35","2019","Westdeutschland","","","",""
"35","2019","Ostdeutschland","","","",""
"36","2019","Westdeutschland","","","",""
"36","2019","Ostdeutschland","","","",""
"40","2019","Westdeutschland","","","",""
"40","2019","Ostdeutschland","","","",""
"42","2019","Westdeutschland","","","",""
"42","2019","Ostdeutschland","","","",""
"45","2019","Westdeutschland","","","",""
"45","2019","Ostdeutschland","","","",""
"48","2019","Westdeutschland","","","",""
"48","2019","Ostdeutschland","","","",""
"50","2019","Westdeutschland","","","",""
"50","2019","Ostdeutschland","","","",""
"51","2019","Westdeutschland","","","",""
"51","2019","Ostdeutschland","","","",""
"64","2019","Westdeutschland","","","",""
"64","2019","Ostdeutschland","","","",""
"65","2019","Westdeutschland","","","",""
"65","2019","Ostdeutschland","","","",""
"90","2019","Westdeutschland","","","",""
"90","2019","Ostdeutschland","","","",""
"98","2019","Westdeutschland","","","",""
"98","2019","Ostdeutschland","","","",""
"100","2019","Westdeutschland","","","",""
"100","2019","Ostdeutschland","","","",""
"0","2020","Westdeutschland","","","",""
"0","2020","Ostdeutschland","","","",""
"1","2020","Westdeutschland","2135","0.732133796646589","0.715915106647276","0.748352486645901"
"1","2020","Ostdeutschland","529","0.743176508501251","0.711440978112741","0.774912038889762"
"2","2020","Westdeutschland","477","0.181253228681922","0.167144780087252","0.195361677276592"
"2","2020","Ostdeutschland","115","0.159809274141069","0.133191463415863","0.186427084866275"
"3","2020","Westdeutschland","148","0.0572555226296797","0.048746743031569","0.0657643022277904"
"3","2020","Ostdeutschland","44","0.0576963917620979","0.0407587807220693","0.0746340028021266"
"4","2020","Westdeutschland","44","0.0137056714676203","0.00944757975940282","0.0179637631758379"
"4","2020","Ostdeutschland","","","",""
"5","2020","Westdeutschland","","","",""
"5","2020","Ostdeutschland","","","",""
"6","2020","Westdeutschland","","","",""
"6","2020","Ostdeutschland","","","",""
"7","2020","Westdeutschland","","","",""
"7","2020","Ostdeutschland","","","",""
"8","2020","Westdeutschland","","","",""
"8","2020","Ostdeutschland","","","",""
"9","2020","Westdeutschland","","","",""
"9","2020","Ostdeutschland","","","",""
"10","2020","Westdeutschland","","","",""
"10","2020","Ostdeutschland","","","",""
"11","2020","Westdeutschland","","","",""
"11","2020","Ostdeutschland","","","",""
"12","2020","Westdeutschland","","","",""
"12","2020","Ostdeutschland","","","",""
"13","2020","Westdeutschland","","","",""
"13","2020","Ostdeutschland","","","",""
"14","2020","Westdeutschland","","","",""
"14","2020","Ostdeutschland","","","",""
"15","2020","Westdeutschland","","","",""
"15","2020","Ostdeutschland","","","",""
"16","2020","Westdeutschland","","","",""
"16","2020","Ostdeutschland","","","",""
"17","2020","Westdeutschland","","","",""
"17","2020","Ostdeutschland","","","",""
"18","2020","Westdeutschland","","","",""
"18","2020","Ostdeutschland","","","",""
"19","2020","Westdeutschland","","","",""
"19","2020","Ostdeutschland","","","",""
"20","2020","Westdeutschland","","","",""
"20","2020","Ostdeutschland","","","",""
"21","2020","Westdeutschland","","","",""
"21","2020","Ostdeutschland","","","",""
"22","2020","Westdeutschland","","","",""
"22","2020","Ostdeutschland","","","",""
"23","2020","Westdeutschland","","","",""
"23","2020","Ostdeutschland","","","",""
"24","2020","Westdeutschland","","","",""
"24","2020","Ostdeutschland","","","",""
"25","2020","Westdeutschland","","","",""
"25","2020","Ostdeutschland","","","",""
"26","2020","Westdeutschland","","","",""
"26","2020","Ostdeutschland","","","",""
"27","2020","Westdeutschland","","","",""
"27","2020","Ostdeutschland","","","",""
"28","2020","Westdeutschland","","","",""
"28","2020","Ostdeutschland","","","",""
"30","2020","Westdeutschland","","","",""
"30","2020","Ostdeutschland","","","",""
"31","2020","Westdeutschland","","","",""
"31","2020","Ostdeutschland","","","",""
"32","2020","Westdeutschland","","","",""
"32","2020","Ostdeutschland","","","",""
"35","2020","Westdeutschland","","","",""
"35","2020","Ostdeutschland","","","",""
"36","2020","Westdeutschland","","","",""
"36","2020","Ostdeutschland","","","",""
"40","2020","Westdeutschland","","","",""
"40","2020","Ostdeutschland","","","",""
"42","2020","Westdeutschland","","","",""
"42","2020","Ostdeutschland","","","",""
"45","2020","Westdeutschland","","","",""
"45","2020","Ostdeutschland","","","",""
"48","2020","Westdeutschland","","","",""
"48","2020","Ostdeutschland","","","",""
"50","2020","Westdeutschland","","","",""
"50","2020","Ostdeutschland","","","",""
"51","2020","Westdeutschland","","","",""
"51","2020","Ostdeutschland","","","",""
"64","2020","Westdeutschland","","","",""
"64","2020","Ostdeutschland","","","",""
"65","2020","Westdeutschland","","","",""
"65","2020","Ostdeutschland","","","",""
"90","2020","Westdeutschland","","","",""
"90","2020","Ostdeutschland","","","",""
"98","2020","Westdeutschland","","","",""
"98","2020","Ostdeutschland","","","",""
"100","2020","Westdeutschland","","","",""
"100","2020","Ostdeutschland","","","",""
