"ple0055","year","migback","regtyp","n","percent","lower_confidence_percent","upper_confidence_percent"
"2","1986","direkter Migrationshintergrund","Staedtischer Raum","38","0.133009539243451","0.0960901111760459","0.169928967310856"
"2","1986","direkter Migrationshintergrund","Laendlicher Raum","7","0.128637319167658","0.0261573158219835","0.231117322513332"
"2","1986","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"2","1986","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"2","1986","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"2","1986","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"3","1986","kein Migrationshintergrund","Staedtischer Raum","19","","",""
"3","1986","kein Migrationshintergrund","Laendlicher Raum","5","0.0165688012087529","-0.00134749854693665","0.0344851009644424"
"3","1986","direkter Migrationshintergrund","Staedtischer Raum","7","0.0270086474212063","0.00938432949282677","0.0446329653495858"
"3","1986","direkter Migrationshintergrund","Laendlicher Raum","1","","",""
"3","1986","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"3","1986","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"3","1986","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"3","1986","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"4","1986","kein Migrationshintergrund","Staedtischer Raum","4","0.00625913058778382","1.0771761930665e-05","0.012507489413637"
"4","1986","kein Migrationshintergrund","Laendlicher Raum","","","",""
"4","1986","direkter Migrationshintergrund","Staedtischer Raum","5","0.0242331558002141","0.00751515174287801","0.0409511598575502"
"4","1986","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"4","1986","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"4","1986","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"4","1986","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"4","1986","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"5","1986","kein Migrationshintergrund","Staedtischer Raum","5","0.00647298344551778","0.000119462460294687","0.0128265044307409"
"5","1986","kein Migrationshintergrund","Laendlicher Raum","1","","",""
"5","1986","direkter Migrationshintergrund","Staedtischer Raum","","","",""
"5","1986","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"5","1986","indirekter Migrationshintergrund","Staedtischer Raum","1","","",""
"5","1986","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"5","1986","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"5","1986","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"6","1986","kein Migrationshintergrund","Staedtischer Raum","2","","",""
"6","1986","kein Migrationshintergrund","Laendlicher Raum","","","",""
"6","1986","direkter Migrationshintergrund","Staedtischer Raum","2","","",""
"6","1986","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"6","1986","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"6","1986","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"6","1986","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"6","1986","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"7","1986","kein Migrationshintergrund","Staedtischer Raum","2","","",""
"7","1986","kein Migrationshintergrund","Laendlicher Raum","1","","",""
"7","1986","direkter Migrationshintergrund","Staedtischer Raum","","","",""
"7","1986","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"7","1986","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"7","1986","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"7","1986","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"7","1986","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"8","1986","kein Migrationshintergrund","Staedtischer Raum","2","","",""
"8","1986","kein Migrationshintergrund","Laendlicher Raum","","","",""
"8","1986","direkter Migrationshintergrund","Staedtischer Raum","","","",""
"8","1986","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"8","1986","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"8","1986","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"8","1986","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"8","1986","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"9","1986","kein Migrationshintergrund","Staedtischer Raum","2","","",""
"9","1986","kein Migrationshintergrund","Laendlicher Raum","","","",""
"9","1986","direkter Migrationshintergrund","Staedtischer Raum","","","",""
"9","1986","direkter Migrationshintergrund","Laendlicher Raum","2","","",""
"9","1986","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"9","1986","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"9","1986","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"9","1986","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"10","1986","kein Migrationshintergrund","Staedtischer Raum","3","","",""
"10","1986","kein Migrationshintergrund","Laendlicher Raum","1","","",""
"10","1986","direkter Migrationshintergrund","Staedtischer Raum","","","",""
"10","1986","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"10","1986","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"10","1986","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"10","1986","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"10","1986","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"11","1986","kein Migrationshintergrund","Staedtischer Raum","","","",""
"11","1986","kein Migrationshintergrund","Laendlicher Raum","","","",""
"11","1986","direkter Migrationshintergrund","Staedtischer Raum","","","",""
"11","1986","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"11","1986","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"11","1986","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"11","1986","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"11","1986","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"12","1986","kein Migrationshintergrund","Staedtischer Raum","","","",""
"12","1986","kein Migrationshintergrund","Laendlicher Raum","","","",""
"12","1986","direkter Migrationshintergrund","Staedtischer Raum","","","",""
"12","1986","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"12","1986","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"12","1986","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"12","1986","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"12","1986","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"13","1986","kein Migrationshintergrund","Staedtischer Raum","","","",""
"13","1986","kein Migrationshintergrund","Laendlicher Raum","","","",""
"13","1986","direkter Migrationshintergrund","Staedtischer Raum","","","",""
"13","1986","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"13","1986","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"13","1986","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"13","1986","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"13","1986","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"14","1986","kein Migrationshintergrund","Staedtischer Raum","","","",""
"14","1986","kein Migrationshintergrund","Laendlicher Raum","","","",""
"14","1986","direkter Migrationshintergrund","Staedtischer Raum","1","","",""
"14","1986","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"14","1986","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"14","1986","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"14","1986","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"14","1986","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"15","1986","kein Migrationshintergrund","Staedtischer Raum","","","",""
"15","1986","kein Migrationshintergrund","Laendlicher Raum","","","",""
"15","1986","direkter Migrationshintergrund","Staedtischer Raum","","","",""
"15","1986","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"15","1986","indirekter Migrationshintergrund","Staedtischer Raum","1","","",""
"15","1986","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"15","1986","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"15","1986","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"16","1986","kein Migrationshintergrund","Staedtischer Raum","1","","",""
"16","1986","kein Migrationshintergrund","Laendlicher Raum","","","",""
"16","1986","direkter Migrationshintergrund","Staedtischer Raum","","","",""
"16","1986","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"16","1986","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"16","1986","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"16","1986","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"16","1986","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"17","1986","kein Migrationshintergrund","Staedtischer Raum","","","",""
"17","1986","kein Migrationshintergrund","Laendlicher Raum","","","",""
"17","1986","direkter Migrationshintergrund","Staedtischer Raum","","","",""
"17","1986","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"17","1986","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"17","1986","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"17","1986","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"17","1986","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"18","1986","kein Migrationshintergrund","Staedtischer Raum","","","",""
"18","1986","kein Migrationshintergrund","Laendlicher Raum","","","",""
"18","1986","direkter Migrationshintergrund","Staedtischer Raum","","","",""
"18","1986","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"18","1986","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"18","1986","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"18","1986","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"18","1986","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"19","1986","kein Migrationshintergrund","Staedtischer Raum","","","",""
"19","1986","kein Migrationshintergrund","Laendlicher Raum","","","",""
"19","1986","direkter Migrationshintergrund","Staedtischer Raum","","","",""
"19","1986","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"19","1986","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"19","1986","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"19","1986","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"19","1986","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"20","1986","kein Migrationshintergrund","Staedtischer Raum","","","",""
"20","1986","kein Migrationshintergrund","Laendlicher Raum","","","",""
"20","1986","direkter Migrationshintergrund","Staedtischer Raum","","","",""
"20","1986","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"20","1986","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"20","1986","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"20","1986","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"20","1986","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"21","1986","kein Migrationshintergrund","Staedtischer Raum","1","","",""
"21","1986","kein Migrationshintergrund","Laendlicher Raum","","","",""
"21","1986","direkter Migrationshintergrund","Staedtischer Raum","","","",""
"21","1986","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"21","1986","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"21","1986","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"21","1986","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"21","1986","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"22","1986","kein Migrationshintergrund","Staedtischer Raum","","","",""
"22","1986","kein Migrationshintergrund","Laendlicher Raum","","","",""
"22","1986","direkter Migrationshintergrund","Staedtischer Raum","","","",""
"22","1986","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"22","1986","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"22","1986","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"22","1986","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"22","1986","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"23","1986","kein Migrationshintergrund","Staedtischer Raum","","","",""
"23","1986","kein Migrationshintergrund","Laendlicher Raum","","","",""
"23","1986","direkter Migrationshintergrund","Staedtischer Raum","","","",""
"23","1986","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"23","1986","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"23","1986","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"23","1986","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"23","1986","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
