"m11104","year","migback","sampreg","n","percent","lower_confidence_percent","upper_confidence_percent"
"Mehrmals im Jahr","2019","kein Migrationshintergrund","Ostdeutschland","784","0.156627842509482","0.146658837864451","0.166596847154514"
"Mehrmals im Jahr","2019","direkter Migrationshintergrund","Westdeutschland","812","0.128955600594922","0.120626595087447","0.137284606102397"
"Mehrmals im Jahr","2019","direkter Migrationshintergrund","Ostdeutschland","97","0.0967325121996588","0.075141337795395","0.118323686603923"
"Mehrmals im Jahr","2019","indirekter Migrationshintergrund","Westdeutschland","207","","",""
"Mehrmals im Jahr","2019","indirekter Migrationshintergrund","Ostdeutschland","25","","",""
"Mehrmals im Jahr","2019","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Mehrmals im Jahr","2019","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Mindestens einmal im Monat","2019","kein Migrationshintergrund","Westdeutschland","655","0.0464539216287759","0.0430760151945257","0.0498318280630261"
"Mindestens einmal im Monat","2019","kein Migrationshintergrund","Ostdeutschland","272","","",""
"Mindestens einmal im Monat","2019","direkter Migrationshintergrund","Westdeutschland","297","","",""
"Mindestens einmal im Monat","2019","direkter Migrationshintergrund","Ostdeutschland","33","0.0780103243523044","0.0584209343079101","0.0975997143966986"
"Mindestens einmal im Monat","2019","indirekter Migrationshintergrund","Westdeutschland","70","0.0422532542377493","0.0325760597158732","0.0519304487596255"
"Mindestens einmal im Monat","2019","indirekter Migrationshintergrund","Ostdeutschland","11","","",""
"Mindestens einmal im Monat","2019","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Mindestens einmal im Monat","2019","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Mindestens einmal die Woche","2019","kein Migrationshintergrund","Westdeutschland","8872","0.573027803213063","0.565089033078117","0.580966573348009"
"Mindestens einmal die Woche","2019","kein Migrationshintergrund","Ostdeutschland","2438","","",""
"Mindestens einmal die Woche","2019","direkter Migrationshintergrund","Westdeutschland","2613","","",""
"Mindestens einmal die Woche","2019","direkter Migrationshintergrund","Ostdeutschland","274","","",""
"Mindestens einmal die Woche","2019","indirekter Migrationshintergrund","Westdeutschland","987","0.615165562321632","0.591759572114475","0.638571552528789"
"Mindestens einmal die Woche","2019","indirekter Migrationshintergrund","Ostdeutschland","87","0.537702796366798","0.459464826529708","0.615940766203888"
"Mindestens einmal die Woche","2019","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Mindestens einmal die Woche","2019","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
