"m11104","year","bildungsniveau","migback","n","percent","lower_confidence_percent","upper_confidence_percent"
"Mehrmals im Jahr","1987","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Mehrmals im Jahr","1987","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Mehrmals im Jahr","1987","AkademikerIn","kein Migrationshintergrund","","","",""
"Mehrmals im Jahr","1987","AkademikerIn","direkter Migrationshintergrund","","","",""
"Mehrmals im Jahr","1987","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Mehrmals im Jahr","1987","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Mindestens einmal im Monat","1987","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Mindestens einmal im Monat","1987","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Mindestens einmal im Monat","1987","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Mindestens einmal im Monat","1987","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Mindestens einmal im Monat","1987","Hauptschule","kein Migrationshintergrund","","","",""
"Mindestens einmal im Monat","1987","Hauptschule","direkter Migrationshintergrund","","","",""
"Mindestens einmal im Monat","1987","Hauptschule","indirekter Migrationshintergrund","","","",""
"Mindestens einmal im Monat","1987","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Mindestens einmal im Monat","1987","Realschule","kein Migrationshintergrund","","","",""
"Mindestens einmal im Monat","1987","Realschule","direkter Migrationshintergrund","","","",""
"Mindestens einmal im Monat","1987","Realschule","indirekter Migrationshintergrund","","","",""
"Mindestens einmal im Monat","1987","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Mindestens einmal im Monat","1987","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Mindestens einmal im Monat","1987","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Mindestens einmal im Monat","1987","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Mindestens einmal im Monat","1987","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Mindestens einmal im Monat","1987","AkademikerIn","kein Migrationshintergrund","","","",""
"Mindestens einmal im Monat","1987","AkademikerIn","direkter Migrationshintergrund","","","",""
"Mindestens einmal im Monat","1987","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Mindestens einmal im Monat","1987","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Mindestens einmal die Woche","1987","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Mindestens einmal die Woche","1987","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Mindestens einmal die Woche","1987","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Mindestens einmal die Woche","1987","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Mindestens einmal die Woche","1987","Hauptschule","kein Migrationshintergrund","","","",""
"Mindestens einmal die Woche","1987","Hauptschule","direkter Migrationshintergrund","","","",""
"Mindestens einmal die Woche","1987","Hauptschule","indirekter Migrationshintergrund","","","",""
"Mindestens einmal die Woche","1987","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Mindestens einmal die Woche","1987","Realschule","kein Migrationshintergrund","","","",""
"Mindestens einmal die Woche","1987","Realschule","direkter Migrationshintergrund","","","",""
"Mindestens einmal die Woche","1987","Realschule","indirekter Migrationshintergrund","","","",""
"Mindestens einmal die Woche","1987","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Mindestens einmal die Woche","1987","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Mindestens einmal die Woche","1987","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Mindestens einmal die Woche","1987","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Mindestens einmal die Woche","1987","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Mindestens einmal die Woche","1987","AkademikerIn","kein Migrationshintergrund","","","",""
"Mindestens einmal die Woche","1987","AkademikerIn","direkter Migrationshintergrund","","","",""
"Mindestens einmal die Woche","1987","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Mindestens einmal die Woche","1987","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Fast nie oder nie","1988","(noch) kein Abschluss","kein Migrationshintergrund","49","0.318188498612075","0.250145062214678","0.386231935009472"
"Fast nie oder nie","1988","(noch) kein Abschluss","direkter Migrationshintergrund","607","0.851257531667826","0.824783728741276","0.877731334594377"
"Fast nie oder nie","1988","(noch) kein Abschluss","indirekter Migrationshintergrund","7","0.195330259434715","0.0484840725372723","0.342176446332158"
"Fast nie oder nie","1988","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Fast nie oder nie","1988","Hauptschule","kein Migrationshintergrund","2630","","",""
"Fast nie oder nie","1988","Hauptschule","direkter Migrationshintergrund","1025","","",""
"Fast nie oder nie","1988","Hauptschule","indirekter Migrationshintergrund","49","0.551684082480483","0.459988972552066","0.6433791924089"
"Fast nie oder nie","1988","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Fast nie oder nie","1988","Realschule","kein Migrationshintergrund","554","0.407833061169593","0.382930409882182","0.432735712457003"
"Fast nie oder nie","1988","Realschule","direkter Migrationshintergrund","66","0.552650748086676","0.472813842511449","0.632487653661903"
"Fast nie oder nie","1988","Realschule","indirekter Migrationshintergrund","9","0.494706416649233","0.346976852632627","0.642435980665839"
"Fast nie oder nie","1988","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Fast nie oder nie","1988","(Fach-)Abitur","kein Migrationshintergrund","147","","",""
"Fast nie oder nie","1988","(Fach-)Abitur","direkter Migrationshintergrund","119","","",""
"Fast nie oder nie","1988","(Fach-)Abitur","indirekter Migrationshintergrund","2","","",""
"Fast nie oder nie","1988","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Fast nie oder nie","1988","AkademikerIn","kein Migrationshintergrund","200","","",""
"Fast nie oder nie","1988","AkademikerIn","direkter Migrationshintergrund","38","0.398783671766747","0.294690391272791","0.502876952260704"
"Fast nie oder nie","1988","AkademikerIn","indirekter Migrationshintergrund","3","","",""
"Fast nie oder nie","1988","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Mehrmals im Jahr","1988","(noch) kein Abschluss","kein Migrationshintergrund","18","","",""
"Mehrmals im Jahr","1988","(noch) kein Abschluss","direkter Migrationshintergrund","26","","",""
"Mehrmals im Jahr","1988","(noch) kein Abschluss","indirekter Migrationshintergrund","4","0.074833393450392","-0.0226266878807044","0.172293474781488"
"Mehrmals im Jahr","1988","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Mehrmals im Jahr","1988","Hauptschule","kein Migrationshintergrund","492","0.108636169768017","0.0991422494413364","0.118130090094699"
"Mehrmals im Jahr","1988","Hauptschule","direkter Migrationshintergrund","145","","",""
"Mehrmals im Jahr","1988","Hauptschule","indirekter Migrationshintergrund","20","","",""
"Mehrmals im Jahr","1988","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Mehrmals im Jahr","1988","Realschule","kein Migrationshintergrund","289","","",""
"Mehrmals im Jahr","1988","Realschule","direkter Migrationshintergrund","23","","",""
"Mehrmals im Jahr","1988","Realschule","indirekter Migrationshintergrund","6","0.207161732705457","0.0874135801237388","0.326909885287175"
"Mehrmals im Jahr","1988","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Mehrmals im Jahr","1988","(Fach-)Abitur","kein Migrationshintergrund","111","","",""
"Mehrmals im Jahr","1988","(Fach-)Abitur","direkter Migrationshintergrund","32","0.186706384832218","0.133493384432532","0.239919385231904"
"Mehrmals im Jahr","1988","(Fach-)Abitur","indirekter Migrationshintergrund","7","0.179537688870132","0.00696247362425817","0.352112904116006"
"Mehrmals im Jahr","1988","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Mehrmals im Jahr","1988","AkademikerIn","kein Migrationshintergrund","112","","",""
"Mehrmals im Jahr","1988","AkademikerIn","direkter Migrationshintergrund","18","","",""
"Mehrmals im Jahr","1988","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Mehrmals im Jahr","1988","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Mindestens einmal im Monat","1988","(noch) kein Abschluss","kein Migrationshintergrund","11","","",""
"Mindestens einmal im Monat","1988","(noch) kein Abschluss","direkter Migrationshintergrund","12","","",""
"Mindestens einmal im Monat","1988","(noch) kein Abschluss","indirekter Migrationshintergrund","2","","",""
"Mindestens einmal im Monat","1988","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Mindestens einmal im Monat","1988","Hauptschule","kein Migrationshintergrund","195","","",""
"Mindestens einmal im Monat","1988","Hauptschule","direkter Migrationshintergrund","53","0.0328904664403552","0.0236401447557562","0.0421407881249541"
"Mindestens einmal im Monat","1988","Hauptschule","indirekter Migrationshintergrund","12","","",""
"Mindestens einmal im Monat","1988","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Mindestens einmal im Monat","1988","Realschule","kein Migrationshintergrund","119","","",""
"Mindestens einmal im Monat","1988","Realschule","direkter Migrationshintergrund","6","0.0244250142431917","-0.000360771875284507","0.0492108003616678"
"Mindestens einmal im Monat","1988","Realschule","indirekter Migrationshintergrund","1","","",""
"Mindestens einmal im Monat","1988","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Mindestens einmal im Monat","1988","(Fach-)Abitur","kein Migrationshintergrund","46","0.0883777789684733","0.0636462010802636","0.113109356856683"
"Mindestens einmal im Monat","1988","(Fach-)Abitur","direkter Migrationshintergrund","10","","",""
"Mindestens einmal im Monat","1988","(Fach-)Abitur","indirekter Migrationshintergrund","2","","",""
"Mindestens einmal im Monat","1988","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Mindestens einmal im Monat","1988","AkademikerIn","kein Migrationshintergrund","41","0.0693524320830754","0.0491916839178288","0.089513180248322"
"Mindestens einmal im Monat","1988","AkademikerIn","direkter Migrationshintergrund","3","","",""
"Mindestens einmal im Monat","1988","AkademikerIn","indirekter Migrationshintergrund","1","","",""
"Mindestens einmal im Monat","1988","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Mindestens einmal die Woche","1988","(noch) kein Abschluss","kein Migrationshintergrund","102","","",""
"Mindestens einmal die Woche","1988","(noch) kein Abschluss","direkter Migrationshintergrund","49","0.093458123500974","0.0718024936588939","0.115113753343054"
"Mindestens einmal die Woche","1988","(noch) kein Abschluss","indirekter Migrationshintergrund","15","","",""
"Mindestens einmal die Woche","1988","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Mindestens einmal die Woche","1988","Hauptschule","kein Migrationshintergrund","810","0.187163785569325","0.175263886190233","0.199063684948417"
"Mindestens einmal die Woche","1988","Hauptschule","direkter Migrationshintergrund","205","","",""
"Mindestens einmal die Woche","1988","Hauptschule","indirekter Migrationshintergrund","32","0.201800118679471","0.127801194242722","0.27579904311622"
"Mindestens einmal die Woche","1988","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Mindestens einmal die Woche","1988","Realschule","kein Migrationshintergrund","534","0.332017097300892","0.308152990071936","0.355881204529848"
"Mindestens einmal die Woche","1988","Realschule","direkter Migrationshintergrund","54","0.319720352484919","0.244837248621819","0.394603456348019"
"Mindestens einmal die Woche","1988","Realschule","indirekter Migrationshintergrund","28","","",""
"Mindestens einmal die Woche","1988","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Mindestens einmal die Woche","1988","(Fach-)Abitur","kein Migrationshintergrund","202","","",""
"Mindestens einmal die Woche","1988","(Fach-)Abitur","direkter Migrationshintergrund","45","0.302560753304388","0.23983094382336","0.365290562785415"
"Mindestens einmal die Woche","1988","(Fach-)Abitur","indirekter Migrationshintergrund","8","0.58992788637643","0.368770793766526","0.811084978986334"
"Mindestens einmal die Woche","1988","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Mindestens einmal die Woche","1988","AkademikerIn","kein Migrationshintergrund","257","","",""
"Mindestens einmal die Woche","1988","AkademikerIn","direkter Migrationshintergrund","26","","",""
"Mindestens einmal die Woche","1988","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Mindestens einmal die Woche","1988","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Fast nie oder nie","1989","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Fast nie oder nie","1989","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Fast nie oder nie","1989","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Fast nie oder nie","1989","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Fast nie oder nie","1989","Hauptschule","kein Migrationshintergrund","","","",""
"Fast nie oder nie","1989","Hauptschule","direkter Migrationshintergrund","","","",""
"Fast nie oder nie","1989","Hauptschule","indirekter Migrationshintergrund","","","",""
"Fast nie oder nie","1989","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Fast nie oder nie","1989","Realschule","kein Migrationshintergrund","","","",""
"Fast nie oder nie","1989","Realschule","direkter Migrationshintergrund","","","",""
"Fast nie oder nie","1989","Realschule","indirekter Migrationshintergrund","","","",""
"Fast nie oder nie","1989","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
