"m11104","year","migback","sex","n","percent","lowerconfidence_percent","upperconfidence_percent"
"Fast nie oder nie","2018","kein Migrationshintergrund","maennlich","","","",""
"Fast nie oder nie","2018","kein Migrationshintergrund","weiblich","","","",""
"Fast nie oder nie","2018","direkter Migrationshintergrund","maennlich","755","0.349960640913406","0.328394912616673","0.371526369210139"
"Fast nie oder nie","2018","direkter Migrationshintergrund","weiblich","773","0.599139084816755","0.572375095849318","0.625903073784192"
"Fast nie oder nie","2018","indirekter Migrationshintergrund","maennlich","","","",""
"Fast nie oder nie","2018","indirekter Migrationshintergrund","weiblich","","","",""
"Fast nie oder nie","2018","Migrationshintergrund - n. w. differenzierbar","maennlich","","","",""
"Fast nie oder nie","2018","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"Mehrmals im Jahr","2018","kein Migrationshintergrund","maennlich","","","",""
"Mehrmals im Jahr","2018","kein Migrationshintergrund","weiblich","","","",""
"Mehrmals im Jahr","2018","direkter Migrationshintergrund","maennlich","305","0.150148629186137","0.133996979879961","0.166300278492312"
"Mehrmals im Jahr","2018","direkter Migrationshintergrund","weiblich","209","0.171436087183774","0.150853294982272","0.192018879385277"
"Mehrmals im Jahr","2018","indirekter Migrationshintergrund","maennlich","","","",""
"Mehrmals im Jahr","2018","indirekter Migrationshintergrund","weiblich","","","",""
"Mehrmals im Jahr","2018","Migrationshintergrund - n. w. differenzierbar","maennlich","","","",""
"Mehrmals im Jahr","2018","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"Mindestens einmal im Monat","2018","kein Migrationshintergrund","maennlich","","","",""
"Mindestens einmal im Monat","2018","kein Migrationshintergrund","weiblich","","","",""
"Mindestens einmal im Monat","2018","direkter Migrationshintergrund","maennlich","128","0.0859587318745919","0.0732847639703277","0.0986326997788561"
"Mindestens einmal im Monat","2018","direkter Migrationshintergrund","weiblich","51","0.0342769133743941","0.0243407821188197","0.0442130446299686"
"Mindestens einmal im Monat","2018","indirekter Migrationshintergrund","maennlich","","","",""
"Mindestens einmal im Monat","2018","indirekter Migrationshintergrund","weiblich","","","",""
"Mindestens einmal im Monat","2018","Migrationshintergrund - n. w. differenzierbar","maennlich","","","",""
"Mindestens einmal im Monat","2018","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"Mindestens einmal die Woche","2018","kein Migrationshintergrund","maennlich","","","",""
"Mindestens einmal die Woche","2018","kein Migrationshintergrund","weiblich","","","",""
"Mindestens einmal die Woche","2018","direkter Migrationshintergrund","maennlich","691","0.413931998025865","0.391661844749253","0.436202151302478"
"Mindestens einmal die Woche","2018","direkter Migrationshintergrund","weiblich","255","0.195147914625077","0.17350428199995","0.216791547250203"
"Mindestens einmal die Woche","2018","indirekter Migrationshintergrund","maennlich","","","",""
"Mindestens einmal die Woche","2018","indirekter Migrationshintergrund","weiblich","","","",""
"Mindestens einmal die Woche","2018","Migrationshintergrund - n. w. differenzierbar","maennlich","","","",""
"Mindestens einmal die Woche","2018","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"Fast nie oder nie","2019","kein Migrationshintergrund","maennlich","2521","0.265227106115479","0.256432914401458","0.2740212978295"
"Fast nie oder nie","2019","kein Migrationshintergrund","weiblich","2645","0.261218582409309","0.252774874524661","0.269662290293956"
"Fast nie oder nie","2019","direkter Migrationshintergrund","maennlich","1258","0.354953784113416","0.339275113219829","0.370632455007004"
"Fast nie oder nie","2019","direkter Migrationshintergrund","weiblich","1556","0.409845155988725","0.393228315609634","0.426461996367816"
"Fast nie oder nie","2019","indirekter Migrationshintergrund","maennlich","165","0.188764606367461","0.162821253468071","0.214707959266852"
"Fast nie oder nie","2019","indirekter Migrationshintergrund","weiblich","264","0.273583765618349","0.245235648354961","0.301931882881738"
"Fast nie oder nie","2019","Migrationshintergrund - n. w. differenzierbar","maennlich","","","",""
"Fast nie oder nie","2019","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"Mehrmals im Jahr","2019","kein Migrationshintergrund","maennlich","1352","0.143061536038839","0.136086496519607","0.150036575558071"
"Mehrmals im Jahr","2019","kein Migrationshintergrund","weiblich","1282","0.126513431240337","0.120123890883959","0.132902971596714"
"Mehrmals im Jahr","2019","direkter Migrationshintergrund","maennlich","478","0.129413272496756","0.11841502841794","0.140411516575571"
"Mehrmals im Jahr","2019","direkter Migrationshintergrund","weiblich","431","0.125151836120486","0.113971869372111","0.136331802868861"
"Mehrmals im Jahr","2019","indirekter Migrationshintergrund","maennlich","117","0.118995760896066","0.0975299589052768","0.140461562886856"
"Mehrmals im Jahr","2019","indirekter Migrationshintergrund","weiblich","115","0.109605605847097","0.089740362915906","0.129470848778288"
"Mehrmals im Jahr","2019","Migrationshintergrund - n. w. differenzierbar","maennlich","","","",""
"Mehrmals im Jahr","2019","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"Mindestens einmal im Monat","2019","kein Migrationshintergrund","maennlich","516","0.0533751145974753","0.0488972724352355","0.057852956759715"
"Mindestens einmal im Monat","2019","kein Migrationshintergrund","weiblich","413","0.0440116109563706","0.0400690072492619","0.0479542146634793"
"Mindestens einmal im Monat","2019","direkter Migrationshintergrund","maennlich","194","0.03773024909198","0.031486848862042","0.0439736493219181"
"Mindestens einmal im Monat","2019","direkter Migrationshintergrund","weiblich","136","0.0439585180910552","0.0370319924450587","0.0508850437370517"
"Mindestens einmal im Monat","2019","indirekter Migrationshintergrund","maennlich","42","0.0577814097634135","0.0423124084655083","0.0732504110613188"
"Mindestens einmal im Monat","2019","indirekter Migrationshintergrund","weiblich","39","0.0278031589505649","0.0173484857363267","0.0382578321648031"
"Mindestens einmal im Monat","2019","Migrationshintergrund - n. w. differenzierbar","maennlich","","","",""
"Mindestens einmal im Monat","2019","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"Mindestens einmal die Woche","2019","kein Migrationshintergrund","maennlich","5291","0.538336243248206","0.528405080185696","0.548267406310717"
"Mindestens einmal die Woche","2019","kein Migrationshintergrund","weiblich","6058","0.568256375393984","0.558735907133365","0.577776843654603"
"Mindestens einmal die Woche","2019","direkter Migrationshintergrund","maennlich","1648","0.477902694297848","0.461535532019733","0.494269856575963"
"Mindestens einmal die Woche","2019","direkter Migrationshintergrund","weiblich","1242","0.421044489799734","0.404362719124515","0.437726260474954"
"Mindestens einmal die Woche","2019","indirekter Migrationshintergrund","maennlich","550","0.634458222973059","0.602530907809063","0.666385538137054"
"Mindestens einmal die Woche","2019","indirekter Migrationshintergrund","weiblich","532","0.589007469583989","0.557720488903591","0.620294450264387"
"Mindestens einmal die Woche","2019","Migrationshintergrund - n. w. differenzierbar","maennlich","","","",""
"Mindestens einmal die Woche","2019","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
