"m11104","year","migback","regtyp","n","percent","lower_confidence_percent","upper_confidence_percent"
"Mindestens einmal die Woche","2018","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"Mindestens einmal die Woche","2018","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"Mindestens einmal die Woche","2018","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"Mindestens einmal die Woche","2018","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"Fast nie oder nie","2019","kein Migrationshintergrund","Staedtischer Raum","2910","","",""
"Fast nie oder nie","2019","kein Migrationshintergrund","Laendlicher Raum","2147","","",""
"Fast nie oder nie","2019","direkter Migrationshintergrund","Staedtischer Raum","2001","","",""
"Fast nie oder nie","2019","direkter Migrationshintergrund","Laendlicher Raum","808","0.40677442022422","0.38416881173191","0.42938002871653"
"Fast nie oder nie","2019","indirekter Migrationshintergrund","Staedtischer Raum","330","0.230230711824924","0.208257150366617","0.252204273283231"
"Fast nie oder nie","2019","indirekter Migrationshintergrund","Laendlicher Raum","85","0.218527263545314","0.175957274827354","0.261097252263274"
"Fast nie oder nie","2019","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"Fast nie oder nie","2019","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"Mehrmals im Jahr","2019","kein Migrationshintergrund","Staedtischer Raum","1479","","",""
"Mehrmals im Jahr","2019","kein Migrationshintergrund","Laendlicher Raum","1103","","",""
"Mehrmals im Jahr","2019","direkter Migrationshintergrund","Staedtischer Raum","670","0.130409228601768","0.121164324761207","0.139654132442329"
"Mehrmals im Jahr","2019","direkter Migrationshintergrund","Laendlicher Raum","233","","",""
"Mehrmals im Jahr","2019","indirekter Migrationshintergrund","Staedtischer Raum","175","","",""
"Mehrmals im Jahr","2019","indirekter Migrationshintergrund","Laendlicher Raum","52","0.148754695400624","0.11209772980224","0.185411660999009"
"Mehrmals im Jahr","2019","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"Mehrmals im Jahr","2019","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"Mindestens einmal im Monat","2019","kein Migrationshintergrund","Staedtischer Raum","545","0.0480731482478721","0.0442651555282556","0.0518811409674887"
"Mindestens einmal im Monat","2019","kein Migrationshintergrund","Laendlicher Raum","364","0.0494515086033267","0.0445421346102494","0.0543608825964041"
"Mindestens einmal im Monat","2019","direkter Migrationshintergrund","Staedtischer Raum","233","","",""
"Mindestens einmal im Monat","2019","direkter Migrationshintergrund","Laendlicher Raum","96","0.0474163720159109","0.037636229868896","0.0571965141629258"
"Mindestens einmal im Monat","2019","indirekter Migrationshintergrund","Staedtischer Raum","61","0.0453239938814837","0.0344664742169853","0.0561815135459821"
"Mindestens einmal im Monat","2019","indirekter Migrationshintergrund","Laendlicher Raum","18","","",""
"Mindestens einmal im Monat","2019","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"Mindestens einmal im Monat","2019","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"Mindestens einmal die Woche","2019","kein Migrationshintergrund","Staedtischer Raum","7189","0.576338892105968","0.567542768959401","0.585135015252535"
"Mindestens einmal die Woche","2019","kein Migrationshintergrund","Laendlicher Raum","3878","0.50911006566314","0.497790047805219","0.520430083521062"
"Mindestens einmal die Woche","2019","direkter Migrationshintergrund","Staedtischer Raum","2193","","",""
"Mindestens einmal die Woche","2019","direkter Migrationshintergrund","Laendlicher Raum","677","0.435137008774548","0.412322347702814","0.457951669846282"
"Mindestens einmal die Woche","2019","indirekter Migrationshintergrund","Staedtischer Raum","844","0.6161519109341","0.590767790125522","0.641536031742678"
"Mindestens einmal die Woche","2019","indirekter Migrationshintergrund","Laendlicher Raum","207","","",""
"Mindestens einmal die Woche","2019","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"Mindestens einmal die Woche","2019","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
