"pgfamstd","year","bildungsniveau","regtyp","n","percent","lower_confidence_percent","upper_confidence_percent"
"Verwitwet / Lebenspartner/-in aus eingetr. gleichgeschlechtlicher Partnerschaft verstorben","1988","(noch) kein Abschluss","Staedtischer Raum","19","","",""
"Verwitwet / Lebenspartner/-in aus eingetr. gleichgeschlechtlicher Partnerschaft verstorben","1988","(noch) kein Abschluss","Laendlicher Raum","1","","",""
"Verwitwet / Lebenspartner/-in aus eingetr. gleichgeschlechtlicher Partnerschaft verstorben","1988","Hauptschule","Staedtischer Raum","346","0.141667291241336","0.131315457629242","0.152019124853429"
"Verwitwet / Lebenspartner/-in aus eingetr. gleichgeschlechtlicher Partnerschaft verstorben","1988","Hauptschule","Laendlicher Raum","120","","",""
"Verwitwet / Lebenspartner/-in aus eingetr. gleichgeschlechtlicher Partnerschaft verstorben","1988","Realschule","Staedtischer Raum","77","0.100061232136428","0.0838236793040383","0.116298784968819"
"Verwitwet / Lebenspartner/-in aus eingetr. gleichgeschlechtlicher Partnerschaft verstorben","1988","Realschule","Laendlicher Raum","18","","",""
"Verwitwet / Lebenspartner/-in aus eingetr. gleichgeschlechtlicher Partnerschaft verstorben","1988","(Fach-)Abitur","Staedtischer Raum","15","","",""
"Verwitwet / Lebenspartner/-in aus eingetr. gleichgeschlechtlicher Partnerschaft verstorben","1988","(Fach-)Abitur","Laendlicher Raum","2","","",""
"Verwitwet / Lebenspartner/-in aus eingetr. gleichgeschlechtlicher Partnerschaft verstorben","1988","AkademikerIn","Staedtischer Raum","14","","",""
"Verwitwet / Lebenspartner/-in aus eingetr. gleichgeschlechtlicher Partnerschaft verstorben","1988","AkademikerIn","Laendlicher Raum","4","0.056971481635217","0.0146081272123543","0.0993348360580798"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, zusammenlebend","1989","(noch) kein Abschluss","Staedtischer Raum","493","0.379862861714015","0.345559063472448","0.414166659955582"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, zusammenlebend","1989","(noch) kein Abschluss","Laendlicher Raum","68","0.37954245747598","0.290068821541884","0.469016093410076"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, zusammenlebend","1989","Hauptschule","Staedtischer Raum","2846","","",""
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, zusammenlebend","1989","Hauptschule","Laendlicher Raum","874","0.652482974228602","0.626293977237467","0.678671971219737"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, zusammenlebend","1989","Realschule","Staedtischer Raum","668","0.508957540632861","0.481623941121471","0.536291140144251"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, zusammenlebend","1989","Realschule","Laendlicher Raum","206","","",""
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, zusammenlebend","1989","(Fach-)Abitur","Staedtischer Raum","284","","",""
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, zusammenlebend","1989","(Fach-)Abitur","Laendlicher Raum","36","0.314454504657194","0.222057205876593","0.406851803437796"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, zusammenlebend","1989","AkademikerIn","Staedtischer Raum","393","0.622413731017664","0.582994540319939","0.661832921715388"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, zusammenlebend","1989","AkademikerIn","Laendlicher Raum","83","0.65468183100195","0.567400668045979","0.74196299395792"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, dauernd getrennt lebend","1989","(noch) kein Abschluss","Staedtischer Raum","26","","",""
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, dauernd getrennt lebend","1989","(noch) kein Abschluss","Laendlicher Raum","4","0.0145233179136619","-0.00753462292968374","0.0365812587570076"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, dauernd getrennt lebend","1989","Hauptschule","Staedtischer Raum","109","","",""
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, dauernd getrennt lebend","1989","Hauptschule","Laendlicher Raum","23","","",""
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, dauernd getrennt lebend","1989","Realschule","Staedtischer Raum","18","","",""
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, dauernd getrennt lebend","1989","Realschule","Laendlicher Raum","2","","",""
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, dauernd getrennt lebend","1989","(Fach-)Abitur","Staedtischer Raum","9","0.0170870847481372","0.00715476426406427","0.0270194052322101"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, dauernd getrennt lebend","1989","(Fach-)Abitur","Laendlicher Raum","3","","",""
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, dauernd getrennt lebend","1989","AkademikerIn","Staedtischer Raum","20","","",""
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, dauernd getrennt lebend","1989","AkademikerIn","Laendlicher Raum","3","","",""
"Ledig","1989","(noch) kein Abschluss","Staedtischer Raum","207","","",""
"Ledig","1989","(noch) kein Abschluss","Laendlicher Raum","39","0.594173084616856","0.503634066516758","0.684712102716953"
"Ledig","1989","Hauptschule","Staedtischer Raum","710","0.144610680972608","0.133962599688649","0.155258762256568"
"Ledig","1989","Hauptschule","Laendlicher Raum","220","","",""
"Ledig","1989","Realschule","Staedtischer Raum","474","0.328345163680678","0.302668717595378","0.354021609765978"
"Ledig","1989","Realschule","Laendlicher Raum","119","","",""
"Ledig","1989","(Fach-)Abitur","Staedtischer Raum","328","0.552173408667335","0.51406227217029","0.59028454516438"
"Ledig","1989","(Fach-)Abitur","Laendlicher Raum","53","0.568813764836034","0.470258525538352","0.667369004133716"
"Ledig","1989","AkademikerIn","Staedtischer Raum","117","","",""
"Ledig","1989","AkademikerIn","Laendlicher Raum","22","","",""
"Geschieden / eingetr. gleichgeschlechtliche Partnerschaft aufgehoben","1989","(noch) kein Abschluss","Staedtischer Raum","25","","",""
"Geschieden / eingetr. gleichgeschlechtliche Partnerschaft aufgehoben","1989","(noch) kein Abschluss","Laendlicher Raum","1","","",""
"Geschieden / eingetr. gleichgeschlechtliche Partnerschaft aufgehoben","1989","Hauptschule","Staedtischer Raum","180","","",""
"Geschieden / eingetr. gleichgeschlechtliche Partnerschaft aufgehoben","1989","Hauptschule","Laendlicher Raum","41","0.0424070721627516","0.0313241102650676","0.0534900340604357"
"Geschieden / eingetr. gleichgeschlechtliche Partnerschaft aufgehoben","1989","Realschule","Staedtischer Raum","49","0.0491570718966921","0.0373363521637265","0.0609777916296577"
"Geschieden / eingetr. gleichgeschlechtliche Partnerschaft aufgehoben","1989","Realschule","Laendlicher Raum","13","","",""
"Geschieden / eingetr. gleichgeschlechtliche Partnerschaft aufgehoben","1989","(Fach-)Abitur","Staedtischer Raum","18","","",""
"Geschieden / eingetr. gleichgeschlechtliche Partnerschaft aufgehoben","1989","(Fach-)Abitur","Laendlicher Raum","2","","",""
"Geschieden / eingetr. gleichgeschlechtliche Partnerschaft aufgehoben","1989","AkademikerIn","Staedtischer Raum","37","0.0786544671740409","0.0567651109598524","0.100543823388229"
"Geschieden / eingetr. gleichgeschlechtliche Partnerschaft aufgehoben","1989","AkademikerIn","Laendlicher Raum","2","","",""
"Verwitwet / Lebenspartner/-in aus eingetr. gleichgeschlechtlicher Partnerschaft verstorben","1989","(noch) kein Abschluss","Staedtischer Raum","18","","",""
"Verwitwet / Lebenspartner/-in aus eingetr. gleichgeschlechtlicher Partnerschaft verstorben","1989","(noch) kein Abschluss","Laendlicher Raum","1","","",""
"Verwitwet / Lebenspartner/-in aus eingetr. gleichgeschlechtlicher Partnerschaft verstorben","1989","Hauptschule","Staedtischer Raum","346","0.142751081897839","0.13216019237838","0.153341971417298"
"Verwitwet / Lebenspartner/-in aus eingetr. gleichgeschlechtlicher Partnerschaft verstorben","1989","Hauptschule","Laendlicher Raum","112","","",""
"Verwitwet / Lebenspartner/-in aus eingetr. gleichgeschlechtlicher Partnerschaft verstorben","1989","Realschule","Staedtischer Raum","76","0.0997656370821882","0.0833799442038345","0.116151329960542"
"Verwitwet / Lebenspartner/-in aus eingetr. gleichgeschlechtlicher Partnerschaft verstorben","1989","Realschule","Laendlicher Raum","16","","",""
"Verwitwet / Lebenspartner/-in aus eingetr. gleichgeschlechtlicher Partnerschaft verstorben","1989","(Fach-)Abitur","Staedtischer Raum","15","","",""
"Verwitwet / Lebenspartner/-in aus eingetr. gleichgeschlechtlicher Partnerschaft verstorben","1989","(Fach-)Abitur","Laendlicher Raum","3","","",""
"Verwitwet / Lebenspartner/-in aus eingetr. gleichgeschlechtlicher Partnerschaft verstorben","1989","AkademikerIn","Staedtischer Raum","14","","",""
"Verwitwet / Lebenspartner/-in aus eingetr. gleichgeschlechtlicher Partnerschaft verstorben","1989","AkademikerIn","Laendlicher Raum","4","0.0538430395327685","0.0124104532006654","0.0952756258648716"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, zusammenlebend","1990","(noch) kein Abschluss","Staedtischer Raum","473","0.410541150219824","0.375025526946583","0.446056773493066"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, zusammenlebend","1990","(noch) kein Abschluss","Laendlicher Raum","72","0.341568822350692","0.265165624189161","0.417972020512222"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, zusammenlebend","1990","Hauptschule","Staedtischer Raum","3116","0.632685173342257","0.61869167331533","0.646678673369185"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, zusammenlebend","1990","Hauptschule","Laendlicher Raum","1690","","",""
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, zusammenlebend","1990","Realschule","Staedtischer Raum","961","0.512662512293014","0.489277358984672","0.536047665601355"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, zusammenlebend","1990","Realschule","Laendlicher Raum","851","0.567847832741815","0.541852503568631","0.593843161915"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, zusammenlebend","1990","(Fach-)Abitur","Staedtischer Raum","311","0.356457214445102","0.320900295686222","0.392014133203982"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, zusammenlebend","1990","(Fach-)Abitur","Laendlicher Raum","63","0.296165142157228","0.228904065530085","0.363426218784371"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, zusammenlebend","1990","AkademikerIn","Staedtischer Raum","716","0.648349294430617","0.618454517232835","0.6782440716284"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, zusammenlebend","1990","AkademikerIn","Laendlicher Raum","579","0.765412631179733","0.733795411980788","0.797029850378678"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, dauernd getrennt lebend","1990","(noch) kein Abschluss","Staedtischer Raum","26","","",""
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, dauernd getrennt lebend","1990","(noch) kein Abschluss","Laendlicher Raum","6","0.0207641200504223","-0.00220887705607933","0.043737117156924"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, dauernd getrennt lebend","1990","Hauptschule","Staedtischer Raum","106","","",""
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, dauernd getrennt lebend","1990","Hauptschule","Laendlicher Raum","26","","",""
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, dauernd getrennt lebend","1990","Realschule","Staedtischer Raum","24","","",""
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, dauernd getrennt lebend","1990","Realschule","Laendlicher Raum","11","","",""
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, dauernd getrennt lebend","1990","(Fach-)Abitur","Staedtischer Raum","8","0.0122087505127214","0.00405607985134993","0.0203614211740929"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, dauernd getrennt lebend","1990","(Fach-)Abitur","Laendlicher Raum","4","0.0172860813674521","-0.00191489388692974","0.0364870566218339"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, dauernd getrennt lebend","1990","AkademikerIn","Staedtischer Raum","18","","",""
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, dauernd getrennt lebend","1990","AkademikerIn","Laendlicher Raum","6","0.0136312114767189","0.00497933253330372","0.0222830904201341"
"Ledig","1990","(noch) kein Abschluss","Staedtischer Raum","194","","",""
"Ledig","1990","(noch) kein Abschluss","Laendlicher Raum","65","0.609803622588653","0.531216054458463","0.688391190718844"
"Ledig","1990","Hauptschule","Staedtischer Raum","705","0.14090353758675","0.130804146066721","0.151002929106778"
"Ledig","1990","Hauptschule","Laendlicher Raum","303","0.136787766897259","0.123028759404623","0.150546774389895"
"Ledig","1990","Realschule","Staedtischer Raum","616","0.338374356657114","0.316237578297233","0.360511135016996"
"Ledig","1990","Realschule","Laendlicher Raum","431","0.313677458489062","0.289329263336305","0.338025653641818"
"Ledig","1990","(Fach-)Abitur","Staedtischer Raum","347","0.568793975821723","0.532027533663349","0.605560417980096"
"Ledig","1990","(Fach-)Abitur","Laendlicher Raum","103","","",""
"Ledig","1990","AkademikerIn","Staedtischer Raum","147","","",""
"Ledig","1990","AkademikerIn","Laendlicher Raum","61","0.139777085344706","0.113904070401644","0.165650100287768"
"Geschieden / eingetr. gleichgeschlechtliche Partnerschaft aufgehoben","1990","(noch) kein Abschluss","Staedtischer Raum","25","","",""
"Geschieden / eingetr. gleichgeschlechtliche Partnerschaft aufgehoben","1990","(noch) kein Abschluss","Laendlicher Raum","2","","",""
"Geschieden / eingetr. gleichgeschlechtliche Partnerschaft aufgehoben","1990","Hauptschule","Staedtischer Raum","227","","",""
"Geschieden / eingetr. gleichgeschlechtliche Partnerschaft aufgehoben","1990","Hauptschule","Laendlicher Raum","117","","",""
"Geschieden / eingetr. gleichgeschlechtliche Partnerschaft aufgehoben","1990","Realschule","Staedtischer Raum","69","0.0505574772536777","0.0403071774608799","0.0608077770464755"
"Geschieden / eingetr. gleichgeschlechtliche Partnerschaft aufgehoben","1990","Realschule","Laendlicher Raum","72","0.0663868657885746","0.0533225837870924","0.0794511477900569"
"Geschieden / eingetr. gleichgeschlechtliche Partnerschaft aufgehoben","1990","(Fach-)Abitur","Staedtischer Raum","16","","",""
"Geschieden / eingetr. gleichgeschlechtliche Partnerschaft aufgehoben","1990","(Fach-)Abitur","Laendlicher Raum","4","0.0520156120349033","0.0193019692678541","0.0847292548019526"
"Geschieden / eingetr. gleichgeschlechtliche Partnerschaft aufgehoben","1990","AkademikerIn","Staedtischer Raum","73","0.0929051527700002","0.074729864654501","0.1110804408855"
"Geschieden / eingetr. gleichgeschlechtliche Partnerschaft aufgehoben","1990","AkademikerIn","Laendlicher Raum","32","0.0511075544329926","0.0346761535988928","0.0675389552670923"
"Verwitwet / Lebenspartner/-in aus eingetr. gleichgeschlechtlicher Partnerschaft verstorben","1990","(noch) kein Abschluss","Staedtischer Raum","19","","",""
"Verwitwet / Lebenspartner/-in aus eingetr. gleichgeschlechtlicher Partnerschaft verstorben","1990","(noch) kein Abschluss","Laendlicher Raum","3","","",""
"Verwitwet / Lebenspartner/-in aus eingetr. gleichgeschlechtlicher Partnerschaft verstorben","1990","Hauptschule","Staedtischer Raum","405","0.14286464298688","0.132706826087607","0.153022459886154"
"Verwitwet / Lebenspartner/-in aus eingetr. gleichgeschlechtlicher Partnerschaft verstorben","1990","Hauptschule","Laendlicher Raum","260","","",""
"Verwitwet / Lebenspartner/-in aus eingetr. gleichgeschlechtlicher Partnerschaft verstorben","1990","Realschule","Staedtischer Raum","85","0.0862263209605581","0.0730937794908256","0.0993588624302907"
"Verwitwet / Lebenspartner/-in aus eingetr. gleichgeschlechtlicher Partnerschaft verstorben","1990","Realschule","Laendlicher Raum","30","0.0421463580971229","0.0316027175628677","0.052689998631378"
"Verwitwet / Lebenspartner/-in aus eingetr. gleichgeschlechtlicher Partnerschaft verstorben","1990","(Fach-)Abitur","Staedtischer Raum","15","","",""
"Verwitwet / Lebenspartner/-in aus eingetr. gleichgeschlechtlicher Partnerschaft verstorben","1990","(Fach-)Abitur","Laendlicher Raum","3","","",""
"Verwitwet / Lebenspartner/-in aus eingetr. gleichgeschlechtlicher Partnerschaft verstorben","1990","AkademikerIn","Staedtischer Raum","26","","",""
"Verwitwet / Lebenspartner/-in aus eingetr. gleichgeschlechtlicher Partnerschaft verstorben","1990","AkademikerIn","Laendlicher Raum","12","","",""
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, zusammenlebend","1991","(noch) kein Abschluss","Staedtischer Raum","462","0.434951559719845","0.398715002247428","0.471188117192263"
