"pli0080","year","age_gr","quintil_oecd","n","percent","lower_confidence_percent","upper_confidence_percent"
"Täglich","2013","66","2","","","",""
"Täglich","2013","66","3","","","",""
"Täglich","2013","66","4","","","",""
"Täglich","2013","66","5 Einkommensstärkstes Quintil","","","",""
"Min 1x pro Woche","2013","17-29","1 Einkommensschwächstes Quintil","453","0.510660320853341","0.477800250883167","0.543520390823514"
"Min 1x pro Woche","2013","17-29","2","438","0.599331936736041","0.564876032213127","0.633787841258955"
"Min 1x pro Woche","2013","17-29","3","377","0.539032396708513","0.500945307752046","0.577119485664979"
"Min 1x pro Woche","2013","17-29","4","375","0.523944530466656","0.486240343710224","0.561648717223089"
"Min 1x pro Woche","2013","17-29","5 Einkommensstärkstes Quintil","343","0.603141997166049","0.562584649729518","0.64369934460258"
"Min 1x pro Woche","2013","30-45","1 Einkommensschwächstes Quintil","482","0.434200391407526","0.405275617839647","0.463125164975406"
"Min 1x pro Woche","2013","30-45","2","731","0.405176560022944","0.381595834363195","0.428757285682693"
"Min 1x pro Woche","2013","30-45","3","681","0.423493383624068","0.398694128758318","0.448292638489817"
"Min 1x pro Woche","2013","30-45","4","785","0.431124986039341","0.40824678538308","0.454003186695601"
"Min 1x pro Woche","2013","30-45","5 Einkommensstärkstes Quintil","874","0.455674962060358","0.433065934887338","0.478283989233378"
"Min 1x pro Woche","2013","46-65","1 Einkommensschwächstes Quintil","377","0.271422208595577","0.246965000148595","0.295879417042559"
"Min 1x pro Woche","2013","46-65","2","474","0.310233463126408","0.286697795533481","0.333769130719335"
"Min 1x pro Woche","2013","46-65","3","449","0.294402110326427","0.270762893546573","0.318041327106281"
"Min 1x pro Woche","2013","46-65","4","675","0.301673506583132","0.28203342921699","0.321313583949275"
"Min 1x pro Woche","2013","46-65","5 Einkommensstärkstes Quintil","840","0.318751869635298","0.301092905279789","0.336410833990807"
"Min 1x pro Woche","2013","66","1 Einkommensschwächstes Quintil","","","",""
"Min 1x pro Woche","2013","66","2","","","",""
"Min 1x pro Woche","2013","66","3","","","",""
"Min 1x pro Woche","2013","66","4","","","",""
"Min 1x pro Woche","2013","66","5 Einkommensstärkstes Quintil","","","",""
"Min 1x pro Monat","2013","17-29","1 Einkommensschwächstes Quintil","178","0.20552613295891","0.178963535295969","0.232088730621852"
"Min 1x pro Monat","2013","17-29","2","139","0.171610055633932","0.145099040544781","0.198121070723083"
"Min 1x pro Monat","2013","17-29","3","141","0.21586616583228","0.184430509677435","0.247301821987125"
"Min 1x pro Monat","2013","17-29","4","161","0.27579616022834","0.242056347942125","0.309535972514554"
"Min 1x pro Monat","2013","17-29","5 Einkommensstärkstes Quintil","116","0.216837986676049","0.182676585363971","0.250999387988128"
"Min 1x pro Monat","2013","30-45","1 Einkommensschwächstes Quintil","263","0.220592208712599","0.196394680927945","0.244789736497254"
"Min 1x pro Monat","2013","30-45","2","530","0.327791759606802","0.305244596636189","0.350338922577414"
"Min 1x pro Monat","2013","30-45","3","530","0.397902585662657","0.373336558318955","0.422468613006358"
"Min 1x pro Monat","2013","30-45","4","686","0.39189121915997","0.369339209855863","0.414443228464077"
"Min 1x pro Monat","2013","30-45","5 Einkommensstärkstes Quintil","735","0.403807937139626","0.381533555442783","0.426082318836468"
"Min 1x pro Monat","2013","46-65","1 Einkommensschwächstes Quintil","332","0.267475669626653","0.243131251460879","0.291820087792427"
"Min 1x pro Monat","2013","46-65","2","492","0.347665633445227","0.323435982847054","0.3718952840434"
"Min 1x pro Monat","2013","46-65","3","525","0.36497879974507","0.340009180562582","0.389948418927557"
"Min 1x pro Monat","2013","46-65","4","834","0.406741575007372","0.385721871330598","0.427761278684146"
"Min 1x pro Monat","2013","46-65","5 Einkommensstärkstes Quintil","1168","0.435233500071907","0.416445445209673","0.454021554934141"
"Min 1x pro Monat","2013","66","1 Einkommensschwächstes Quintil","","","",""
"Min 1x pro Monat","2013","66","2","","","",""
"Min 1x pro Monat","2013","66","3","","","",""
"Min 1x pro Monat","2013","66","4","","","",""
"Min 1x pro Monat","2013","66","5 Einkommensstärkstes Quintil","","","",""
"Seltener","2013","17-29","1 Einkommensschwächstes Quintil","87","0.111201217407306","0.0905353467466342","0.131867088067979"
"Seltener","2013","17-29","2","88","0.115265630397258","0.0928116186291203","0.137719642165395"
"Seltener","2013","17-29","3","55","0.0939958693088916","0.071698449152613","0.11629328946517"
"Seltener","2013","17-29","4","54","0.0661446362921714","0.0473815071422134","0.0849077654421294"
"Seltener","2013","17-29","5 Einkommensstärkstes Quintil","43","0.0877582790054313","0.0643029677038676","0.111213590306995"
"Seltener","2013","30-45","1 Einkommensschwächstes Quintil","250","0.21565524212214","0.1916543685053","0.23965611573898"
"Seltener","2013","30-45","2","300","0.200462613497374","0.181232712237308","0.219692514757441"
"Seltener","2013","30-45","3","245","0.14855677349837","0.130706813556624","0.166406733440116"
"Seltener","2013","30-45","4","269","0.151990570329905","0.135405378405199","0.168575762254611"
"Seltener","2013","30-45","5 Einkommensstärkstes Quintil","199","0.114359727152447","0.0999123047413021","0.128807149563591"
"Seltener","2013","46-65","1 Einkommensschwächstes Quintil","381","0.329746580358615","0.303890904179366","0.355602256537865"
"Seltener","2013","46-65","2","410","0.273772326118076","0.251086097168351","0.296458555067801"
"Seltener","2013","46-65","3","371","0.270111497783926","0.247082036225812","0.29314095934204"
"Seltener","2013","46-65","4","484","0.246861692909912","0.228411132173583","0.265312253646242"
"Seltener","2013","46-65","5 Einkommensstärkstes Quintil","609","0.214985494006686","0.199417608912427","0.230553379100944"
"Seltener","2013","66","1 Einkommensschwächstes Quintil","","","",""
"Seltener","2013","66","2","","","",""
"Seltener","2013","66","3","","","",""
"Seltener","2013","66","4","","","",""
"Seltener","2013","66","5 Einkommensstärkstes Quintil","","","",""
"Nie","2013","17-29","1 Einkommensschwächstes Quintil","23","","",""
"Nie","2013","17-29","2","13","","",""
"Nie","2013","17-29","3","3","","",""
"Nie","2013","17-29","4","8","","",""
"Nie","2013","17-29","5 Einkommensstärkstes Quintil","","","",""
"Nie","2013","30-45","1 Einkommensschwächstes Quintil","50","0.0560624538378862","0.0426378578942702","0.0694870497815022"
"Nie","2013","30-45","2","29","","",""
"Nie","2013","30-45","3","20","","",""
"Nie","2013","30-45","4","20","","",""
"Nie","2013","30-45","5 Einkommensstärkstes Quintil","11","","",""
"Nie","2013","46-65","1 Einkommensschwächstes Quintil","126","0.0930556246483775","0.0770781597983606","0.109033089498394"
"Nie","2013","46-65","2","74","0.0472398267767243","0.0364459591888962","0.0580336943645524"
"Nie","2013","46-65","3","45","0.0365112458312874","0.026783311318194","0.0462391803443809"
"Nie","2013","46-65","4","66","0.0280427824298717","0.0209783142239323","0.0351072506358111"
"Nie","2013","46-65","5 Einkommensstärkstes Quintil","29","","",""
"Nie","2013","66","1 Einkommensschwächstes Quintil","","","",""
"Nie","2013","66","2","","","",""
"Nie","2013","66","3","","","",""
"Nie","2013","66","4","","","",""
"Nie","2013","66","5 Einkommensstärkstes Quintil","","","",""
"Täglich","2014","17-29","1 Einkommensschwächstes Quintil","","","",""
"Täglich","2014","17-29","2","","","",""
"Täglich","2014","17-29","3","","","",""
"Täglich","2014","17-29","4","","","",""
"Täglich","2014","17-29","5 Einkommensstärkstes Quintil","","","",""
"Täglich","2014","30-45","1 Einkommensschwächstes Quintil","","","",""
"Täglich","2014","30-45","2","","","",""
"Täglich","2014","30-45","3","","","",""
"Täglich","2014","30-45","4","","","",""
"Täglich","2014","30-45","5 Einkommensstärkstes Quintil","","","",""
"Täglich","2014","46-65","1 Einkommensschwächstes Quintil","","","",""
"Täglich","2014","46-65","2","","","",""
"Täglich","2014","46-65","3","","","",""
"Täglich","2014","46-65","4","","","",""
"Täglich","2014","46-65","5 Einkommensstärkstes Quintil","","","",""
"Täglich","2014","66","1 Einkommensschwächstes Quintil","","","",""
"Täglich","2014","66","2","","","",""
"Täglich","2014","66","3","","","",""
"Täglich","2014","66","4","","","",""
"Täglich","2014","66","5 Einkommensstärkstes Quintil","","","",""
"Min 1x pro Woche","2014","17-29","1 Einkommensschwächstes Quintil","","","",""
"Min 1x pro Woche","2014","17-29","2","","","",""
"Min 1x pro Woche","2014","17-29","3","","","",""
"Min 1x pro Woche","2014","17-29","4","","","",""
"Min 1x pro Woche","2014","17-29","5 Einkommensstärkstes Quintil","","","",""
"Min 1x pro Woche","2014","30-45","1 Einkommensschwächstes Quintil","","","",""
"Min 1x pro Woche","2014","30-45","2","","","",""
"Min 1x pro Woche","2014","30-45","3","","","",""
"Min 1x pro Woche","2014","30-45","4","","","",""
"Min 1x pro Woche","2014","30-45","5 Einkommensstärkstes Quintil","","","",""
"Min 1x pro Woche","2014","46-65","1 Einkommensschwächstes Quintil","","","",""
"Min 1x pro Woche","2014","46-65","2","","","",""
"Min 1x pro Woche","2014","46-65","3","","","",""
"Min 1x pro Woche","2014","46-65","4","","","",""
"Min 1x pro Woche","2014","46-65","5 Einkommensstärkstes Quintil","","","",""
"Min 1x pro Woche","2014","66","1 Einkommensschwächstes Quintil","","","",""
"Min 1x pro Woche","2014","66","2","","","",""
"Min 1x pro Woche","2014","66","3","","","",""
"Min 1x pro Woche","2014","66","4","","","",""
"Min 1x pro Woche","2014","66","5 Einkommensstärkstes Quintil","","","",""
"Min 1x pro Monat","2014","17-29","1 Einkommensschwächstes Quintil","","","",""
"Min 1x pro Monat","2014","17-29","2","","","",""
"Min 1x pro Monat","2014","17-29","3","","","",""
"Min 1x pro Monat","2014","17-29","4","","","",""
"Min 1x pro Monat","2014","17-29","5 Einkommensstärkstes Quintil","","","",""
"Min 1x pro Monat","2014","30-45","1 Einkommensschwächstes Quintil","","","",""
"Min 1x pro Monat","2014","30-45","2","","","",""
"Min 1x pro Monat","2014","30-45","3","","","",""
"Min 1x pro Monat","2014","30-45","4","","","",""
"Min 1x pro Monat","2014","30-45","5 Einkommensstärkstes Quintil","","","",""
"Min 1x pro Monat","2014","46-65","1 Einkommensschwächstes Quintil","","","",""
"Min 1x pro Monat","2014","46-65","2","","","",""
"Min 1x pro Monat","2014","46-65","3","","","",""
"Min 1x pro Monat","2014","46-65","4","","","",""
"Min 1x pro Monat","2014","46-65","5 Einkommensstärkstes Quintil","","","",""
"Min 1x pro Monat","2014","66","1 Einkommensschwächstes Quintil","","","",""
"Min 1x pro Monat","2014","66","2","","","",""
"Min 1x pro Monat","2014","66","3","","","",""
"Min 1x pro Monat","2014","66","4","","","",""
"Min 1x pro Monat","2014","66","5 Einkommensstärkstes Quintil","","","",""
"Seltener","2014","17-29","1 Einkommensschwächstes Quintil","","","",""
"Seltener","2014","17-29","2","","","",""
"Seltener","2014","17-29","3","","","",""
"Seltener","2014","17-29","4","","","",""
"Seltener","2014","17-29","5 Einkommensstärkstes Quintil","","","",""
"Seltener","2014","30-45","1 Einkommensschwächstes Quintil","","","",""
"Seltener","2014","30-45","2","","","",""
"Seltener","2014","30-45","3","","","",""
"Seltener","2014","30-45","4","","","",""
"Seltener","2014","30-45","5 Einkommensstärkstes Quintil","","","",""
"Seltener","2014","46-65","1 Einkommensschwächstes Quintil","","","",""
"Seltener","2014","46-65","2","","","",""
"Seltener","2014","46-65","3","","","",""
"Seltener","2014","46-65","4","","","",""
"Seltener","2014","46-65","5 Einkommensstärkstes Quintil","","","",""
"Seltener","2014","66","1 Einkommensschwächstes Quintil","","","",""
"Seltener","2014","66","2","","","",""
"Seltener","2014","66","3","","","",""
"Seltener","2014","66","4","","","",""
"Seltener","2014","66","5 Einkommensstärkstes Quintil","","","",""
"Nie","2014","17-29","1 Einkommensschwächstes Quintil","","","",""
"Nie","2014","17-29","2","","","",""
"Nie","2014","17-29","3","","","",""
"Nie","2014","17-29","4","","","",""
"Nie","2014","17-29","5 Einkommensstärkstes Quintil","","","",""
"Nie","2014","30-45","1 Einkommensschwächstes Quintil","","","",""
"Nie","2014","30-45","2","","","",""
"Nie","2014","30-45","3","","","",""
"Nie","2014","30-45","4","","","",""
"Nie","2014","30-45","5 Einkommensstärkstes Quintil","","","",""
"Nie","2014","46-65","1 Einkommensschwächstes Quintil","","","",""
"Nie","2014","46-65","2","","","",""
"Nie","2014","46-65","3","","","",""
"Nie","2014","46-65","4","","","",""
"Nie","2014","46-65","5 Einkommensstärkstes Quintil","","","",""
"Nie","2014","66","1 Einkommensschwächstes Quintil","","","",""
"Nie","2014","66","2","","","",""
"Nie","2014","66","3","","","",""
"Nie","2014","66","4","","","",""
"Nie","2014","66","5 Einkommensstärkstes Quintil","","","",""
"Täglich","2015","17-29","1 Einkommensschwächstes Quintil","","","",""
"Täglich","2015","17-29","2","","","",""
"Täglich","2015","17-29","3","","","",""
"Täglich","2015","17-29","4","","","",""
"Täglich","2015","17-29","5 Einkommensstärkstes Quintil","","","",""
"Täglich","2015","30-45","1 Einkommensschwächstes Quintil","","","",""
"Täglich","2015","30-45","2","","","",""
"Täglich","2015","30-45","3","","","",""
"Täglich","2015","30-45","4","","","",""
"Täglich","2015","30-45","5 Einkommensstärkstes Quintil","","","",""
"Täglich","2015","46-65","1 Einkommensschwächstes Quintil","","","",""
"Täglich","2015","46-65","2","","","",""
"Täglich","2015","46-65","3","","","",""
"Täglich","2015","46-65","4","","","",""
"Täglich","2015","46-65","5 Einkommensstärkstes Quintil","","","",""
"Täglich","2015","66","1 Einkommensschwächstes Quintil","","","",""
"Täglich","2015","66","2","","","",""
"Täglich","2015","66","3","","","",""
"Täglich","2015","66","4","","","",""
"Täglich","2015","66","5 Einkommensstärkstes Quintil","","","",""
"Min 1x pro Woche","2015","17-29","1 Einkommensschwächstes Quintil","","","",""
"Min 1x pro Woche","2015","17-29","2","","","",""
"Min 1x pro Woche","2015","17-29","3","","","",""
"Min 1x pro Woche","2015","17-29","4","","","",""
"Min 1x pro Woche","2015","17-29","5 Einkommensstärkstes Quintil","","","",""
"Min 1x pro Woche","2015","30-45","1 Einkommensschwächstes Quintil","","","",""
"Min 1x pro Woche","2015","30-45","2","","","",""
"Min 1x pro Woche","2015","30-45","3","","","",""
"Min 1x pro Woche","2015","30-45","4","","","",""
"Min 1x pro Woche","2015","30-45","5 Einkommensstärkstes Quintil","","","",""
"Min 1x pro Woche","2015","46-65","1 Einkommensschwächstes Quintil","","","",""
"Min 1x pro Woche","2015","46-65","2","","","",""
"Min 1x pro Woche","2015","46-65","3","","","",""
"Min 1x pro Woche","2015","46-65","4","","","",""
"Min 1x pro Woche","2015","46-65","5 Einkommensstärkstes Quintil","","","",""
"Min 1x pro Woche","2015","66","1 Einkommensschwächstes Quintil","","","",""
"Min 1x pro Woche","2015","66","2","","","",""
"Min 1x pro Woche","2015","66","3","","","",""
"Min 1x pro Woche","2015","66","4","","","",""
"Min 1x pro Woche","2015","66","5 Einkommensstärkstes Quintil","","","",""
"Min 1x pro Monat","2015","17-29","1 Einkommensschwächstes Quintil","","","",""
"Min 1x pro Monat","2015","17-29","2","","","",""
"Min 1x pro Monat","2015","17-29","3","","","",""
"Min 1x pro Monat","2015","17-29","4","","","",""
"Min 1x pro Monat","2015","17-29","5 Einkommensstärkstes Quintil","","","",""
"Min 1x pro Monat","2015","30-45","1 Einkommensschwächstes Quintil","","","",""
"Min 1x pro Monat","2015","30-45","2","","","",""
"Min 1x pro Monat","2015","30-45","3","","","",""
"Min 1x pro Monat","2015","30-45","4","","","",""
"Min 1x pro Monat","2015","30-45","5 Einkommensstärkstes Quintil","","","",""
"Min 1x pro Monat","2015","46-65","1 Einkommensschwächstes Quintil","","","",""
"Min 1x pro Monat","2015","46-65","2","","","",""
"Min 1x pro Monat","2015","46-65","3","","","",""
"Min 1x pro Monat","2015","46-65","4","","","",""
"Min 1x pro Monat","2015","46-65","5 Einkommensstärkstes Quintil","","","",""
"Min 1x pro Monat","2015","66","1 Einkommensschwächstes Quintil","","","",""
"Min 1x pro Monat","2015","66","2","","","",""
"Min 1x pro Monat","2015","66","3","","","",""
"Min 1x pro Monat","2015","66","4","","","",""
"Min 1x pro Monat","2015","66","5 Einkommensstärkstes Quintil","","","",""
"Seltener","2015","17-29","1 Einkommensschwächstes Quintil","","","",""
"Seltener","2015","17-29","2","","","",""
"Seltener","2015","17-29","3","","","",""
"Seltener","2015","17-29","4","","","",""
"Seltener","2015","17-29","5 Einkommensstärkstes Quintil","","","",""
"Seltener","2015","30-45","1 Einkommensschwächstes Quintil","","","",""
"Seltener","2015","30-45","2","","","",""
"Seltener","2015","30-45","3","","","",""
"Seltener","2015","30-45","4","","","",""
"Seltener","2015","30-45","5 Einkommensstärkstes Quintil","","","",""
"Seltener","2015","46-65","1 Einkommensschwächstes Quintil","","","",""
"Seltener","2015","46-65","2","","","",""
"Seltener","2015","46-65","3","","","",""
"Seltener","2015","46-65","4","","","",""
"Seltener","2015","46-65","5 Einkommensstärkstes Quintil","","","",""
"Seltener","2015","66","1 Einkommensschwächstes Quintil","","","",""
"Seltener","2015","66","2","","","",""
"Seltener","2015","66","3","","","",""
"Seltener","2015","66","4","","","",""
"Seltener","2015","66","5 Einkommensstärkstes Quintil","","","",""
"Nie","2015","17-29","1 Einkommensschwächstes Quintil","","","",""
"Nie","2015","17-29","2","","","",""
"Nie","2015","17-29","3","","","",""
"Nie","2015","17-29","4","","","",""
"Nie","2015","17-29","5 Einkommensstärkstes Quintil","","","",""
"Nie","2015","30-45","1 Einkommensschwächstes Quintil","","","",""
"Nie","2015","30-45","2","","","",""
"Nie","2015","30-45","3","","","",""
"Nie","2015","30-45","4","","","",""
"Nie","2015","30-45","5 Einkommensstärkstes Quintil","","","",""
"Nie","2015","46-65","1 Einkommensschwächstes Quintil","","","",""
"Nie","2015","46-65","2","","","",""
"Nie","2015","46-65","3","","","",""
"Nie","2015","46-65","4","","","",""
"Nie","2015","46-65","5 Einkommensstärkstes Quintil","","","",""
"Nie","2015","66","1 Einkommensschwächstes Quintil","","","",""
"Nie","2015","66","2","","","",""
"Nie","2015","66","3","","","",""
"Nie","2015","66","4","","","",""
"Nie","2015","66","5 Einkommensstärkstes Quintil","","","",""
"Täglich","2016","17-29","1 Einkommensschwächstes Quintil","","","",""
"Täglich","2016","17-29","2","","","",""
"Täglich","2016","17-29","3","","","",""
"Täglich","2016","17-29","4","","","",""
"Täglich","2016","17-29","5 Einkommensstärkstes Quintil","","","",""
"Täglich","2016","30-45","1 Einkommensschwächstes Quintil","","","",""
"Täglich","2016","30-45","2","","","",""
"Täglich","2016","30-45","3","","","",""
"Täglich","2016","30-45","4","","","",""
"Täglich","2016","30-45","5 Einkommensstärkstes Quintil","","","",""
"Täglich","2016","46-65","1 Einkommensschwächstes Quintil","","","",""
"Täglich","2016","46-65","2","","","",""
"Täglich","2016","46-65","3","","","",""
"Täglich","2016","46-65","4","","","",""
"Täglich","2016","46-65","5 Einkommensstärkstes Quintil","","","",""
"Täglich","2016","66","1 Einkommensschwächstes Quintil","","","",""
"Täglich","2016","66","2","","","",""
"Täglich","2016","66","3","","","",""
"Täglich","2016","66","4","","","",""
"Täglich","2016","66","5 Einkommensstärkstes Quintil","","","",""
"Min 1x pro Woche","2016","17-29","1 Einkommensschwächstes Quintil","","","",""
"Min 1x pro Woche","2016","17-29","2","","","",""
"Min 1x pro Woche","2016","17-29","3","","","",""
"Min 1x pro Woche","2016","17-29","4","","","",""
"Min 1x pro Woche","2016","17-29","5 Einkommensstärkstes Quintil","","","",""
"Min 1x pro Woche","2016","30-45","1 Einkommensschwächstes Quintil","","","",""
"Min 1x pro Woche","2016","30-45","2","","","",""
"Min 1x pro Woche","2016","30-45","3","","","",""
"Min 1x pro Woche","2016","30-45","4","","","",""
"Min 1x pro Woche","2016","30-45","5 Einkommensstärkstes Quintil","","","",""
"Min 1x pro Woche","2016","46-65","1 Einkommensschwächstes Quintil","","","",""
"Min 1x pro Woche","2016","46-65","2","","","",""
"Min 1x pro Woche","2016","46-65","3","","","",""
"Min 1x pro Woche","2016","46-65","4","","","",""
"Min 1x pro Woche","2016","46-65","5 Einkommensstärkstes Quintil","","","",""
"Min 1x pro Woche","2016","66","1 Einkommensschwächstes Quintil","","","",""
"Min 1x pro Woche","2016","66","2","","","",""
"Min 1x pro Woche","2016","66","3","","","",""
"Min 1x pro Woche","2016","66","4","","","",""
"Min 1x pro Woche","2016","66","5 Einkommensstärkstes Quintil","","","",""
"Min 1x pro Monat","2016","17-29","1 Einkommensschwächstes Quintil","","","",""
"Min 1x pro Monat","2016","17-29","2","","","",""
"Min 1x pro Monat","2016","17-29","3","","","",""
"Min 1x pro Monat","2016","17-29","4","","","",""
"Min 1x pro Monat","2016","17-29","5 Einkommensstärkstes Quintil","","","",""
"Min 1x pro Monat","2016","30-45","1 Einkommensschwächstes Quintil","","","",""
"Min 1x pro Monat","2016","30-45","2","","","",""
"Min 1x pro Monat","2016","30-45","3","","","",""
"Min 1x pro Monat","2016","30-45","4","","","",""
"Min 1x pro Monat","2016","30-45","5 Einkommensstärkstes Quintil","","","",""
"Min 1x pro Monat","2016","46-65","1 Einkommensschwächstes Quintil","","","",""
"Min 1x pro Monat","2016","46-65","2","","","",""
"Min 1x pro Monat","2016","46-65","3","","","",""
"Min 1x pro Monat","2016","46-65","4","","","",""
"Min 1x pro Monat","2016","46-65","5 Einkommensstärkstes Quintil","","","",""
"Min 1x pro Monat","2016","66","1 Einkommensschwächstes Quintil","","","",""
"Min 1x pro Monat","2016","66","2","","","",""
"Min 1x pro Monat","2016","66","3","","","",""
"Min 1x pro Monat","2016","66","4","","","",""
"Min 1x pro Monat","2016","66","5 Einkommensstärkstes Quintil","","","",""
"Seltener","2016","17-29","1 Einkommensschwächstes Quintil","","","",""
"Seltener","2016","17-29","2","","","",""
"Seltener","2016","17-29","3","","","",""
"Seltener","2016","17-29","4","","","",""
"Seltener","2016","17-29","5 Einkommensstärkstes Quintil","","","",""
"Seltener","2016","30-45","1 Einkommensschwächstes Quintil","","","",""
"Seltener","2016","30-45","2","","","",""
"Seltener","2016","30-45","3","","","",""
"Seltener","2016","30-45","4","","","",""
"Seltener","2016","30-45","5 Einkommensstärkstes Quintil","","","",""
"Seltener","2016","46-65","1 Einkommensschwächstes Quintil","","","",""
"Seltener","2016","46-65","2","","","",""
"Seltener","2016","46-65","3","","","",""
"Seltener","2016","46-65","4","","","",""
"Seltener","2016","46-65","5 Einkommensstärkstes Quintil","","","",""
"Seltener","2016","66","1 Einkommensschwächstes Quintil","","","",""
"Seltener","2016","66","2","","","",""
"Seltener","2016","66","3","","","",""
"Seltener","2016","66","4","","","",""
"Seltener","2016","66","5 Einkommensstärkstes Quintil","","","",""
"Nie","2016","17-29","1 Einkommensschwächstes Quintil","","","",""
"Nie","2016","17-29","2","","","",""
"Nie","2016","17-29","3","","","",""
"Nie","2016","17-29","4","","","",""
"Nie","2016","17-29","5 Einkommensstärkstes Quintil","","","",""
"Nie","2016","30-45","1 Einkommensschwächstes Quintil","","","",""
"Nie","2016","30-45","2","","","",""
"Nie","2016","30-45","3","","","",""
"Nie","2016","30-45","4","","","",""
"Nie","2016","30-45","5 Einkommensstärkstes Quintil","","","",""
"Nie","2016","46-65","1 Einkommensschwächstes Quintil","","","",""
"Nie","2016","46-65","2","","","",""
"Nie","2016","46-65","3","","","",""
"Nie","2016","46-65","4","","","",""
"Nie","2016","46-65","5 Einkommensstärkstes Quintil","","","",""
"Nie","2016","66","1 Einkommensschwächstes Quintil","","","",""
"Nie","2016","66","2","","","",""
"Nie","2016","66","3","","","",""
"Nie","2016","66","4","","","",""
"Nie","2016","66","5 Einkommensstärkstes Quintil","","","",""
"Täglich","2017","17-29","1 Einkommensschwächstes Quintil","","","",""
"Täglich","2017","17-29","2","","","",""
"Täglich","2017","17-29","3","","","",""
"Täglich","2017","17-29","4","","","",""
"Täglich","2017","17-29","5 Einkommensstärkstes Quintil","","","",""
"Täglich","2017","30-45","1 Einkommensschwächstes Quintil","","","",""
"Täglich","2017","30-45","2","","","",""
"Täglich","2017","30-45","3","","","",""
"Täglich","2017","30-45","4","","","",""
"Täglich","2017","30-45","5 Einkommensstärkstes Quintil","","","",""
"Täglich","2017","46-65","1 Einkommensschwächstes Quintil","","","",""
"Täglich","2017","46-65","2","","","",""
"Täglich","2017","46-65","3","","","",""
"Täglich","2017","46-65","4","","","",""
"Täglich","2017","46-65","5 Einkommensstärkstes Quintil","","","",""
"Täglich","2017","66","1 Einkommensschwächstes Quintil","","","",""
"Täglich","2017","66","2","","","",""
"Täglich","2017","66","3","","","",""
"Täglich","2017","66","4","","","",""
"Täglich","2017","66","5 Einkommensstärkstes Quintil","","","",""
"Min 1x pro Woche","2017","17-29","1 Einkommensschwächstes Quintil","","","",""
"Min 1x pro Woche","2017","17-29","2","","","",""
"Min 1x pro Woche","2017","17-29","3","","","",""
"Min 1x pro Woche","2017","17-29","4","","","",""
"Min 1x pro Woche","2017","17-29","5 Einkommensstärkstes Quintil","","","",""
"Min 1x pro Woche","2017","30-45","1 Einkommensschwächstes Quintil","","","",""
"Min 1x pro Woche","2017","30-45","2","","","",""
"Min 1x pro Woche","2017","30-45","3","","","",""
"Min 1x pro Woche","2017","30-45","4","","","",""
"Min 1x pro Woche","2017","30-45","5 Einkommensstärkstes Quintil","","","",""
"Min 1x pro Woche","2017","46-65","1 Einkommensschwächstes Quintil","","","",""
"Min 1x pro Woche","2017","46-65","2","","","",""
"Min 1x pro Woche","2017","46-65","3","","","",""
"Min 1x pro Woche","2017","46-65","4","","","",""
"Min 1x pro Woche","2017","46-65","5 Einkommensstärkstes Quintil","","","",""
"Min 1x pro Woche","2017","66","1 Einkommensschwächstes Quintil","","","",""
"Min 1x pro Woche","2017","66","2","","","",""
"Min 1x pro Woche","2017","66","3","","","",""
"Min 1x pro Woche","2017","66","4","","","",""
"Min 1x pro Woche","2017","66","5 Einkommensstärkstes Quintil","","","",""
"Min 1x pro Monat","2017","17-29","1 Einkommensschwächstes Quintil","","","",""
"Min 1x pro Monat","2017","17-29","2","","","",""
"Min 1x pro Monat","2017","17-29","3","","","",""
"Min 1x pro Monat","2017","17-29","4","","","",""
"Min 1x pro Monat","2017","17-29","5 Einkommensstärkstes Quintil","","","",""
"Min 1x pro Monat","2017","30-45","1 Einkommensschwächstes Quintil","","","",""
"Min 1x pro Monat","2017","30-45","2","","","",""
"Min 1x pro Monat","2017","30-45","3","","","",""
"Min 1x pro Monat","2017","30-45","4","","","",""
"Min 1x pro Monat","2017","30-45","5 Einkommensstärkstes Quintil","","","",""
"Min 1x pro Monat","2017","46-65","1 Einkommensschwächstes Quintil","","","",""
"Min 1x pro Monat","2017","46-65","2","","","",""
"Min 1x pro Monat","2017","46-65","3","","","",""
"Min 1x pro Monat","2017","46-65","4","","","",""
"Min 1x pro Monat","2017","46-65","5 Einkommensstärkstes Quintil","","","",""
"Min 1x pro Monat","2017","66","1 Einkommensschwächstes Quintil","","","",""
"Min 1x pro Monat","2017","66","2","","","",""
"Min 1x pro Monat","2017","66","3","","","",""
"Min 1x pro Monat","2017","66","4","","","",""
"Min 1x pro Monat","2017","66","5 Einkommensstärkstes Quintil","","","",""
"Seltener","2017","17-29","1 Einkommensschwächstes Quintil","","","",""
"Seltener","2017","17-29","2","","","",""
"Seltener","2017","17-29","3","","","",""
"Seltener","2017","17-29","4","","","",""
"Seltener","2017","17-29","5 Einkommensstärkstes Quintil","","","",""
"Seltener","2017","30-45","1 Einkommensschwächstes Quintil","","","",""
"Seltener","2017","30-45","2","","","",""
"Seltener","2017","30-45","3","","","",""
"Seltener","2017","30-45","4","","","",""
"Seltener","2017","30-45","5 Einkommensstärkstes Quintil","","","",""
"Seltener","2017","46-65","1 Einkommensschwächstes Quintil","","","",""
"Seltener","2017","46-65","2","","","",""
"Seltener","2017","46-65","3","","","",""
"Seltener","2017","46-65","4","","","",""
"Seltener","2017","46-65","5 Einkommensstärkstes Quintil","","","",""
