"pli0080","year","bildungsniveau","migback","n","percent","lowerconfidence_percent","upperconfidence_percent"
"Min 1x pro Woche","1993","Hauptschule","indirekter Migrationshintergrund","","","",""
"Min 1x pro Woche","1993","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Woche","1993","Realschule","kein Migrationshintergrund","","","",""
"Min 1x pro Woche","1993","Realschule","direkter Migrationshintergrund","","","",""
"Min 1x pro Woche","1993","Realschule","indirekter Migrationshintergrund","","","",""
"Min 1x pro Woche","1993","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Woche","1993","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Min 1x pro Woche","1993","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Min 1x pro Woche","1993","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Min 1x pro Woche","1993","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Woche","1993","AkademikerIn","kein Migrationshintergrund","","","",""
"Min 1x pro Woche","1993","AkademikerIn","direkter Migrationshintergrund","","","",""
"Min 1x pro Woche","1993","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Min 1x pro Woche","1993","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Monat","1993","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Min 1x pro Monat","1993","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Min 1x pro Monat","1993","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Min 1x pro Monat","1993","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Monat","1993","Hauptschule","kein Migrationshintergrund","","","",""
"Min 1x pro Monat","1993","Hauptschule","direkter Migrationshintergrund","","","",""
"Min 1x pro Monat","1993","Hauptschule","indirekter Migrationshintergrund","","","",""
"Min 1x pro Monat","1993","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Monat","1993","Realschule","kein Migrationshintergrund","","","",""
"Min 1x pro Monat","1993","Realschule","direkter Migrationshintergrund","","","",""
"Min 1x pro Monat","1993","Realschule","indirekter Migrationshintergrund","","","",""
"Min 1x pro Monat","1993","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Monat","1993","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Min 1x pro Monat","1993","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Min 1x pro Monat","1993","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Min 1x pro Monat","1993","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Monat","1993","AkademikerIn","kein Migrationshintergrund","","","",""
"Min 1x pro Monat","1993","AkademikerIn","direkter Migrationshintergrund","","","",""
"Min 1x pro Monat","1993","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Min 1x pro Monat","1993","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Seltener","1993","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Seltener","1993","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Seltener","1993","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Seltener","1993","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Seltener","1993","Hauptschule","kein Migrationshintergrund","","","",""
"Seltener","1993","Hauptschule","direkter Migrationshintergrund","","","",""
"Seltener","1993","Hauptschule","indirekter Migrationshintergrund","","","",""
"Seltener","1993","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Seltener","1993","Realschule","kein Migrationshintergrund","","","",""
"Seltener","1993","Realschule","direkter Migrationshintergrund","","","",""
"Seltener","1993","Realschule","indirekter Migrationshintergrund","","","",""
"Seltener","1993","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Seltener","1993","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Seltener","1993","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Seltener","1993","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Seltener","1993","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Seltener","1993","AkademikerIn","kein Migrationshintergrund","","","",""
"Seltener","1993","AkademikerIn","direkter Migrationshintergrund","","","",""
"Seltener","1993","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Seltener","1993","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","1993","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Nie","1993","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Nie","1993","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Nie","1993","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","1993","Hauptschule","kein Migrationshintergrund","","","",""
"Nie","1993","Hauptschule","direkter Migrationshintergrund","","","",""
"Nie","1993","Hauptschule","indirekter Migrationshintergrund","","","",""
"Nie","1993","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","1993","Realschule","kein Migrationshintergrund","","","",""
"Nie","1993","Realschule","direkter Migrationshintergrund","","","",""
"Nie","1993","Realschule","indirekter Migrationshintergrund","","","",""
"Nie","1993","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","1993","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Nie","1993","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Nie","1993","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Nie","1993","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","1993","AkademikerIn","kein Migrationshintergrund","","","",""
"Nie","1993","AkademikerIn","direkter Migrationshintergrund","","","",""
"Nie","1993","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Nie","1993","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Taeglich","1994","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Taeglich","1994","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Taeglich","1994","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Taeglich","1994","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Taeglich","1994","Hauptschule","kein Migrationshintergrund","","","",""
"Taeglich","1994","Hauptschule","direkter Migrationshintergrund","","","",""
"Taeglich","1994","Hauptschule","indirekter Migrationshintergrund","","","",""
"Taeglich","1994","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Taeglich","1994","Realschule","kein Migrationshintergrund","","","",""
"Taeglich","1994","Realschule","direkter Migrationshintergrund","","","",""
"Taeglich","1994","Realschule","indirekter Migrationshintergrund","","","",""
"Taeglich","1994","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Taeglich","1994","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Taeglich","1994","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Taeglich","1994","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Taeglich","1994","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Taeglich","1994","AkademikerIn","kein Migrationshintergrund","","","",""
"Taeglich","1994","AkademikerIn","direkter Migrationshintergrund","","","",""
"Taeglich","1994","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Taeglich","1994","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Woche","1994","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Min 1x pro Woche","1994","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Min 1x pro Woche","1994","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Min 1x pro Woche","1994","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Woche","1994","Hauptschule","kein Migrationshintergrund","","","",""
"Min 1x pro Woche","1994","Hauptschule","direkter Migrationshintergrund","","","",""
"Min 1x pro Woche","1994","Hauptschule","indirekter Migrationshintergrund","","","",""
"Min 1x pro Woche","1994","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Woche","1994","Realschule","kein Migrationshintergrund","","","",""
"Min 1x pro Woche","1994","Realschule","direkter Migrationshintergrund","","","",""
"Min 1x pro Woche","1994","Realschule","indirekter Migrationshintergrund","","","",""
"Min 1x pro Woche","1994","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Woche","1994","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Min 1x pro Woche","1994","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Min 1x pro Woche","1994","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Min 1x pro Woche","1994","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Woche","1994","AkademikerIn","kein Migrationshintergrund","","","",""
"Min 1x pro Woche","1994","AkademikerIn","direkter Migrationshintergrund","","","",""
"Min 1x pro Woche","1994","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Min 1x pro Woche","1994","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Monat","1994","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Min 1x pro Monat","1994","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Min 1x pro Monat","1994","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Min 1x pro Monat","1994","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Monat","1994","Hauptschule","kein Migrationshintergrund","","","",""
"Min 1x pro Monat","1994","Hauptschule","direkter Migrationshintergrund","","","",""
"Min 1x pro Monat","1994","Hauptschule","indirekter Migrationshintergrund","","","",""
"Min 1x pro Monat","1994","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Monat","1994","Realschule","kein Migrationshintergrund","","","",""
"Min 1x pro Monat","1994","Realschule","direkter Migrationshintergrund","","","",""
"Min 1x pro Monat","1994","Realschule","indirekter Migrationshintergrund","","","",""
"Min 1x pro Monat","1994","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Monat","1994","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Min 1x pro Monat","1994","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Min 1x pro Monat","1994","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Min 1x pro Monat","1994","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Monat","1994","AkademikerIn","kein Migrationshintergrund","","","",""
"Min 1x pro Monat","1994","AkademikerIn","direkter Migrationshintergrund","","","",""
"Min 1x pro Monat","1994","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Min 1x pro Monat","1994","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Seltener","1994","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Seltener","1994","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Seltener","1994","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Seltener","1994","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Seltener","1994","Hauptschule","kein Migrationshintergrund","","","",""
"Seltener","1994","Hauptschule","direkter Migrationshintergrund","","","",""
"Seltener","1994","Hauptschule","indirekter Migrationshintergrund","","","",""
"Seltener","1994","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Seltener","1994","Realschule","kein Migrationshintergrund","","","",""
"Seltener","1994","Realschule","direkter Migrationshintergrund","","","",""
"Seltener","1994","Realschule","indirekter Migrationshintergrund","","","",""
"Seltener","1994","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Seltener","1994","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Seltener","1994","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Seltener","1994","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Seltener","1994","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Seltener","1994","AkademikerIn","kein Migrationshintergrund","","","",""
"Seltener","1994","AkademikerIn","direkter Migrationshintergrund","","","",""
"Seltener","1994","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Seltener","1994","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","1994","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Nie","1994","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Nie","1994","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Nie","1994","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","1994","Hauptschule","kein Migrationshintergrund","","","",""
"Nie","1994","Hauptschule","direkter Migrationshintergrund","","","",""
"Nie","1994","Hauptschule","indirekter Migrationshintergrund","","","",""
"Nie","1994","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","1994","Realschule","kein Migrationshintergrund","","","",""
"Nie","1994","Realschule","direkter Migrationshintergrund","","","",""
"Nie","1994","Realschule","indirekter Migrationshintergrund","","","",""
"Nie","1994","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","1994","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Nie","1994","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Nie","1994","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Nie","1994","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","1994","AkademikerIn","kein Migrationshintergrund","","","",""
"Nie","1994","AkademikerIn","direkter Migrationshintergrund","","","",""
"Nie","1994","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Nie","1994","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Taeglich","1995","(noch) kein Abschluss","kein Migrationshintergrund","57","0.174767980624557","0.12797218886117","0.221563772387944"
"Taeglich","1995","(noch) kein Abschluss","direkter Migrationshintergrund","55","0.121529215283491","0.0942719324664298","0.148786498100553"
"Taeglich","1995","(noch) kein Abschluss","indirekter Migrationshintergrund","22","","",""
"Taeglich","1995","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Taeglich","1995","Hauptschule","kein Migrationshintergrund","200","0.0492105874230964","0.0428814941008761","0.0555396807453167"
