year,pgisced97,regtyp,e11103,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2020,Lower Secondary Level,Urban regions,Part Time,0.20796,491,2215,0.19106,0.22487
2020,Lower Secondary Level,Urban regions,Not Working,0.54236,1200,2215,0.52161,0.56311
2020,Lower Secondary Level,Rural regions,Full Time,0.25929,289,1120,0.23362,0.28497
2020,Lower Secondary Level,Rural regions,Part Time,0.24153,285,1120,0.21645,0.26661
2020,Lower Secondary Level,Rural regions,Not Working,0.49918,546,1120,0.46988,0.52847
2020,Upper Secondary Level,Urban regions,Full Time,0.34542,2433,7091,0.33436,0.35649
2020,Upper Secondary Level,Urban regions,Part Time,0.25328,1996,7091,0.24315,0.26340
2020,Upper Secondary Level,Urban regions,Not Working,0.40130,2662,7091,0.38989,0.41271
2020,Upper Secondary Level,Rural regions,Full Time,0.38116,1651,4290,0.36662,0.39569
2020,Upper Secondary Level,Rural regions,Part Time,0.24638,1155,4290,0.23348,0.25928
2020,Upper Secondary Level,Rural regions,Not Working,0.37246,1484,4290,0.35799,0.38693
2020,Post-secondary Non-tertiary Level,Urban regions,Full Time,0.50222,821,1711,0.47853,0.52592
2020,Post-secondary Non-tertiary Level,Urban regions,Part Time,0.31912,595,1711,0.29703,0.34122
2020,Post-secondary Non-tertiary Level,Urban regions,Not Working,0.17865,295,1711,0.16049,0.19681
2020,Post-secondary Non-tertiary Level,Rural regions,Full Time,0.51482,308,646,0.47625,0.55339
2020,Post-secondary Non-tertiary Level,Rural regions,Part Time,0.31137,223,646,0.27563,0.34710
2020,Post-secondary Non-tertiary Level,Rural regions,Not Working,0.17382,115,646,0.14457,0.20306
2020,First Stage of Tertiary Education,Urban regions,Full Time,0.52049,458,852,0.48693,0.55406
2020,First Stage of Tertiary Education,Urban regions,Part Time,0.19274,167,852,0.16623,0.21924
2020,First Stage of Tertiary Education,Urban regions,Not Working,0.28677,227,852,0.25638,0.31716
2020,First Stage of Tertiary Education,Rural regions,Full Time,0.49307,317,608,0.45330,0.53284
2020,First Stage of Tertiary Education,Rural regions,Part Time,0.21196,128,608,0.17945,0.24448
2020,First Stage of Tertiary Education,Rural regions,Not Working,0.29496,163,608,0.25869,0.33124
2020,Second Stage of Tertiary Education,Urban regions,Full Time,0.49040,2755,5738,0.47746,0.50334
2020,Second Stage of Tertiary Education,Urban regions,Part Time,0.25999,1599,5738,0.24864,0.27134
2020,Second Stage of Tertiary Education,Urban regions,Not Working,0.24961,1384,5738,0.23841,0.26081
2020,Second Stage of Tertiary Education,Rural regions,Full Time,0.45580,939,2024,0.43410,0.47751
2020,Second Stage of Tertiary Education,Rural regions,Part Time,0.24078,529,2024,0.22215,0.25941
2020,Second Stage of Tertiary Education,Rural regions,Not Working,0.30342,556,2024,0.28338,0.32345
2021,Pre-primary Level,Urban regions,Not Working,0.83765,278,278,0.79422,0.88107
2021,Pre-primary Level,Rural regions,Not Working,0.95330,129,129,0.91674,0.98985
2021,Primary Level,Urban regions,Full Time,0.21604,81,818,0.18782,0.24426
2021,Primary Level,Urban regions,Part Time,0.21350,136,818,0.18540,0.24160
2021,Primary Level,Urban regions,Not Working,0.57046,601,818,0.53652,0.60441
2021,Primary Level,Rural regions,Part Time,0.17507,33,215,0.12415,0.22598
2021,Primary Level,Rural regions,Not Working,0.73675,182,215,0.67775,0.79576
2021,Lower Secondary Level,Urban regions,Full Time,0.19545,231,1236,0.17334,0.21757
2021,Lower Secondary Level,Urban regions,Part Time,0.19537,243,1236,0.17326,0.21748
2021,Lower Secondary Level,Urban regions,Not Working,0.60918,762,1236,0.58196,0.63639
2021,Lower Secondary Level,Rural regions,Full Time,0.25665,141,659,0.22328,0.29002
2021,Lower Secondary Level,Rural regions,Part Time,0.17819,138,659,0.14895,0.20743
2021,Lower Secondary Level,Rural regions,Not Working,0.56516,380,659,0.52728,0.60304
2021,Upper Secondary Level,Urban regions,Full Time,0.30585,1379,4593,0.29252,0.31918
2021,Upper Secondary Level,Urban regions,Part Time,0.24362,1223,4593,0.23120,0.25603
2021,Upper Secondary Level,Urban regions,Not Working,0.45053,1991,4593,0.43614,0.46492
2021,Upper Secondary Level,Rural regions,Full Time,0.34554,979,2818,0.32798,0.36310
2021,Upper Secondary Level,Rural regions,Part Time,0.23110,718,2818,0.21553,0.24666
2021,Upper Secondary Level,Rural regions,Not Working,0.42336,1121,2818,0.40512,0.44161
2021,Post-secondary Non-tertiary Level,Urban regions,Full Time,0.47244,509,1173,0.44386,0.50102
2021,Post-secondary Non-tertiary Level,Urban regions,Part Time,0.31360,408,1173,0.28704,0.34016
2021,Post-secondary Non-tertiary Level,Urban regions,Not Working,0.21396,256,1173,0.19048,0.23744
2021,Post-secondary Non-tertiary Level,Rural regions,Full Time,0.47410,189,426,0.42662,0.52157
2021,Post-secondary Non-tertiary Level,Rural regions,Part Time,0.31964,147,426,0.27530,0.36397
2021,Post-secondary Non-tertiary Level,Rural regions,Not Working,0.20627,90,426,0.16780,0.24474
2021,First Stage of Tertiary Education,Urban regions,Full Time,0.51033,286,590,0.46996,0.55070
2021,First Stage of Tertiary Education,Urban regions,Part Time,0.15300,111,590,0.12393,0.18207
2021,First Stage of Tertiary Education,Urban regions,Not Working,0.33667,193,590,0.29851,0.37484
2021,First Stage of Tertiary Education,Rural regions,Full Time,0.41130,183,413,0.36378,0.45881
2021,First Stage of Tertiary Education,Rural regions,Part Time,0.20108,86,413,0.16237,0.23978
2021,First Stage of Tertiary Education,Rural regions,Not Working,0.38763,144,413,0.34058,0.43467
2021,Second Stage of Tertiary Education,Urban regions,Full Time,0.46329,1897,4210,0.44822,0.47835
2021,Second Stage of Tertiary Education,Urban regions,Part Time,0.23694,1062,4210,0.22410,0.24979
2021,Second Stage of Tertiary Education,Urban regions,Not Working,0.29977,1251,4210,0.28593,0.31361
2021,Second Stage of Tertiary Education,Rural regions,Full Time,0.41496,632,1496,0.38998,0.43993
2021,Second Stage of Tertiary Education,Rural regions,Part Time,0.25076,371,1496,0.22879,0.27274
2021,Second Stage of Tertiary Education,Rural regions,Not Working,0.33428,493,1496,0.31036,0.35819
2022,Pre-primary Level,Urban regions,Part Time,0.08493,62,354,0.05584,0.11401
2022,Pre-primary Level,Urban regions,Not Working,0.89287,292,354,0.86060,0.92513
2022,Pre-primary Level,Rural regions,Not Working,0.89605,118,118,0.84075,0.95135
2022,Primary Level,Urban regions,Part Time,0.21068,57,626,0.17871,0.24266
2022,Primary Level,Urban regions,Not Working,0.70184,569,626,0.66598,0.73771
2022,Primary Level,Rural regions,Not Working,0.68146,183,183,0.61377,0.74915
2022,Lower Secondary Level,Urban regions,Full Time,0.17695,220,1209,0.15543,0.19847
2022,Lower Secondary Level,Urban regions,Part Time,0.15799,214,1209,0.13742,0.17856
2022,Lower Secondary Level,Urban regions,Not Working,0.66506,775,1209,0.63845,0.69168
2022,Lower Secondary Level,Rural regions,Full Time,0.19688,143,711,0.16763,0.22613
2022,Lower Secondary Level,Rural regions,Part Time,0.15822,139,711,0.13137,0.18506
2022,Lower Secondary Level,Rural regions,Not Working,0.64491,429,711,0.60971,0.68011
2022,Upper Secondary Level,Urban regions,Full Time,0.26102,1517,5650,0.24956,0.27247
2022,Upper Secondary Level,Urban regions,Part Time,0.20552,1400,5650,0.19499,0.21606
2022,Upper Secondary Level,Urban regions,Not Working,0.53346,2733,5650,0.52045,0.54647
2022,Upper Secondary Level,Rural regions,Full Time,0.30505,1160,3601,0.29001,0.32009
2022,Upper Secondary Level,Rural regions,Part Time,0.19856,821,3601,0.18553,0.21160
2022,Upper Secondary Level,Rural regions,Not Working,0.49639,1620,3601,0.48006,0.51272
2022,Post-secondary Non-tertiary Level,Urban regions,Full Time,0.43321,626,1575,0.40873,0.45769
2022,Post-secondary Non-tertiary Level,Urban regions,Part Time,0.28540,468,1575,0.26309,0.30771
2022,Post-secondary Non-tertiary Level,Urban regions,Not Working,0.28139,481,1575,0.25918,0.30361
2022,Post-secondary Non-tertiary Level,Rural regions,Full Time,0.42410,260,628,0.38541,0.46278
2022,Post-secondary Non-tertiary Level,Rural regions,Part Time,0.24332,177,628,0.20973,0.27691
2022,Post-secondary Non-tertiary Level,Rural regions,Not Working,0.33259,191,628,0.29571,0.36946
2022,First Stage of Tertiary Education,Urban regions,Full Time,0.40564,305,790,0.37138,0.43990
2022,First Stage of Tertiary Education,Urban regions,Part Time,0.15960,155,790,0.13404,0.18516
2022,First Stage of Tertiary Education,Urban regions,Not Working,0.43476,330,790,0.40017,0.46935
2022,First Stage of Tertiary Education,Rural regions,Full Time,0.32561,229,577,0.28734,0.36388
2022,First Stage of Tertiary Education,Rural regions,Part Time,0.18487,101,577,0.15317,0.21657
2022,First Stage of Tertiary Education,Rural regions,Not Working,0.48952,247,577,0.44869,0.53034
2022,Second Stage of Tertiary Education,Urban regions,Full Time,0.40171,2646,6683,0.38995,0.41346
2022,Second Stage of Tertiary Education,Urban regions,Part Time,0.22130,1811,6683,0.21135,0.23125
2022,Second Stage of Tertiary Education,Urban regions,Not Working,0.37699,2226,6683,0.36537,0.38861
2022,Second Stage of Tertiary Education,Rural regions,Full Time,0.36542,742,1990,0.34426,0.38659
2022,Second Stage of Tertiary Education,Rural regions,Part Time,0.20446,445,1990,0.18673,0.22218
2022,Second Stage of Tertiary Education,Rural regions,Not Working,0.43012,803,1990,0.40836,0.45188
