year,migback,pgisced97,e11103,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2015,Direct migration background,Pre-primary Level,Not Working,0.93093,93,93,0.87911,0.98275
2015,Direct migration background,Primary Level,Full Time,0.16226,45,336,0.12278,0.20175
2015,Direct migration background,Primary Level,Part Time,0.17987,49,336,0.13874,0.22100
2015,Direct migration background,Primary Level,Not Working,0.65787,242,336,0.60706,0.70867
2015,Direct migration background,Lower Secondary Level,Full Time,0.23866,244,1067,0.21307,0.26425
2015,Direct migration background,Lower Secondary Level,Part Time,0.26751,243,1067,0.24093,0.29408
2015,Direct migration background,Lower Secondary Level,Not Working,0.49383,580,1067,0.46382,0.52384
2015,Direct migration background,Upper Secondary Level,Full Time,0.33712,633,2024,0.31652,0.35772
2015,Direct migration background,Upper Secondary Level,Part Time,0.24882,489,2024,0.22998,0.26765
2015,Direct migration background,Upper Secondary Level,Not Working,0.41406,902,2024,0.39260,0.43552
2015,Direct migration background,Post-secondary Non-tertiary Level,Full Time,0.37908,253,815,0.34575,0.41241
2015,Direct migration background,Post-secondary Non-tertiary Level,Part Time,0.28534,225,815,0.25432,0.31637
2015,Direct migration background,Post-secondary Non-tertiary Level,Not Working,0.33558,337,815,0.30314,0.36802
2015,Direct migration background,First Stage of Tertiary Education,Full Time,0.40610,52,52,0.27132,0.54089
2015,Direct migration background,Second Stage of Tertiary Education,Full Time,0.35447,450,1511,0.33034,0.37859
2015,Direct migration background,Second Stage of Tertiary Education,Part Time,0.25886,348,1511,0.23677,0.28096
2015,Direct migration background,Second Stage of Tertiary Education,Not Working,0.38667,713,1511,0.36211,0.41123
2015,Indirect migration background,Pre-primary Level,Not Working,0.87268,158,158,0.82054,0.92482
2015,Indirect migration background,Lower Secondary Level,Full Time,0.36802,100,352,0.31757,0.41847
2015,Indirect migration background,Lower Secondary Level,Part Time,0.23193,92,352,0.18778,0.27609
2015,Indirect migration background,Lower Secondary Level,Not Working,0.40005,160,352,0.34880,0.45130
2015,Indirect migration background,Upper Secondary Level,Full Time,0.43157,264,656,0.39364,0.46950
2015,Indirect migration background,Upper Secondary Level,Part Time,0.32622,215,656,0.29032,0.36212
2015,Indirect migration background,Upper Secondary Level,Not Working,0.24221,177,656,0.20940,0.27502
2015,Indirect migration background,Post-secondary Non-tertiary Level,Full Time,0.47524,52,91,0.37207,0.57841
2015,Indirect migration background,Post-secondary Non-tertiary Level,Part Time,0.41968,39,91,0.31772,0.52164
2015,Indirect migration background,First Stage of Tertiary Education,Full Time,0.76966,37,37,0.63211,0.90720
2015,Indirect migration background,Second Stage of Tertiary Education,Full Time,0.65728,130,237,0.59673,0.71784
2015,Indirect migration background,Second Stage of Tertiary Education,Part Time,0.23103,74,237,0.17725,0.28481
2015,Indirect migration background,Second Stage of Tertiary Education,Not Working,0.11169,33,237,0.07150,0.15187
2016,No migration background,Pre-primary Level,Part Time,0.07043,41,485,0.04763,0.09323
2016,No migration background,Pre-primary Level,Not Working,0.92897,444,485,0.90609,0.95186
2016,No migration background,Primary Level,Part Time,0.17915,33,112,0.10781,0.25049
2016,No migration background,Primary Level,Not Working,0.59080,79,112,0.49933,0.68227
2016,No migration background,Lower Secondary Level,Full Time,0.19595,301,1579,0.17636,0.21553
2016,No migration background,Lower Secondary Level,Part Time,0.19673,344,1579,0.17711,0.21634
2016,No migration background,Lower Secondary Level,Not Working,0.60733,934,1579,0.58323,0.63142
2016,No migration background,Upper Secondary Level,Full Time,0.35966,3034,8737,0.34960,0.36972
2016,No migration background,Upper Secondary Level,Part Time,0.24912,2473,8737,0.24005,0.25819
2016,No migration background,Upper Secondary Level,Not Working,0.39122,3230,8737,0.38098,0.40145
2016,No migration background,Post-secondary Non-tertiary Level,Full Time,0.53301,575,1179,0.50452,0.56150
2016,No migration background,Post-secondary Non-tertiary Level,Part Time,0.27915,427,1179,0.25354,0.30477
2016,No migration background,Post-secondary Non-tertiary Level,Not Working,0.18784,177,1179,0.16553,0.21014
2016,No migration background,First Stage of Tertiary Education,Full Time,0.54722,623,1245,0.51956,0.57488
2016,No migration background,First Stage of Tertiary Education,Part Time,0.13790,249,1245,0.11874,0.15706
2016,No migration background,First Stage of Tertiary Education,Not Working,0.31488,373,1245,0.28907,0.34069
2016,No migration background,Second Stage of Tertiary Education,Full Time,0.47690,2039,4422,0.46218,0.49162
2016,No migration background,Second Stage of Tertiary Education,Part Time,0.23563,1174,4422,0.22312,0.24814
2016,No migration background,Second Stage of Tertiary Education,Not Working,0.28747,1209,4422,0.27413,0.30081
2016,Direct migration background,Pre-primary Level,Not Working,0.86547,207,207,0.81887,0.91206
2016,Direct migration background,Primary Level,Full Time,0.14504,45,1279,0.12574,0.16435
2016,Direct migration background,Primary Level,Part Time,0.20277,73,1279,0.18072,0.22481
2016,Direct migration background,Primary Level,Not Working,0.65219,1161,1279,0.62608,0.67830
2016,Direct migration background,Lower Secondary Level,Full Time,0.25182,241,1384,0.22894,0.27470
2016,Direct migration background,Lower Secondary Level,Part Time,0.28785,255,1384,0.26399,0.31172
2016,Direct migration background,Lower Secondary Level,Not Working,0.46033,888,1384,0.43406,0.48660
2016,Direct migration background,Upper Secondary Level,Full Time,0.40463,672,2204,0.38413,0.42513
2016,Direct migration background,Upper Secondary Level,Part Time,0.26341,511,2204,0.24501,0.28180
2016,Direct migration background,Upper Secondary Level,Not Working,0.33196,1021,2204,0.31230,0.35163
2016,Direct migration background,Post-secondary Non-tertiary Level,Full Time,0.43916,301,811,0.40499,0.47334
2016,Direct migration background,Post-secondary Non-tertiary Level,Part Time,0.30492,252,811,0.27321,0.33662
2016,Direct migration background,Post-secondary Non-tertiary Level,Not Working,0.25592,258,811,0.22587,0.28597
2016,Direct migration background,First Stage of Tertiary Education,Full Time,0.36913,54,54,0.23921,0.49905
2016,Direct migration background,Second Stage of Tertiary Education,Full Time,0.41580,558,1854,0.39336,0.43824
2016,Direct migration background,Second Stage of Tertiary Education,Part Time,0.31776,433,1854,0.29656,0.33896
2016,Direct migration background,Second Stage of Tertiary Education,Not Working,0.26644,863,1854,0.24631,0.28657
2016,Indirect migration background,Pre-primary Level,Not Working,0.92915,146,146,0.88739,0.97091
2016,Indirect migration background,Lower Secondary Level,Full Time,0.34786,96,329,0.29631,0.39940
2016,Indirect migration background,Lower Secondary Level,Part Time,0.26973,97,329,0.22170,0.31776
2016,Indirect migration background,Lower Secondary Level,Not Working,0.38241,136,329,0.32982,0.43501
2016,Indirect migration background,Upper Secondary Level,Full Time,0.47058,256,603,0.43071,0.51045
2016,Indirect migration background,Upper Secondary Level,Part Time,0.28537,198,603,0.24930,0.32144
2016,Indirect migration background,Upper Secondary Level,Not Working,0.24405,149,603,0.20974,0.27836
2016,Indirect migration background,Post-secondary Non-tertiary Level,Full Time,0.53543,54,89,0.43122,0.63963
2016,Indirect migration background,Post-secondary Non-tertiary Level,Part Time,0.34368,35,89,0.24445,0.44291
2016,Indirect migration background,First Stage of Tertiary Education,Full Time,0.60324,33,33,0.43373,0.77275
2016,Indirect migration background,Second Stage of Tertiary Education,Full Time,0.58733,116,192,0.51751,0.65715
2016,Indirect migration background,Second Stage of Tertiary Education,Part Time,0.32092,76,192,0.25472,0.38713
2017,No migration background,Pre-primary Level,Part Time,0.07699,52,535,0.05438,0.09960
2017,No migration background,Pre-primary Level,Not Working,0.91825,483,535,0.89501,0.94149
2017,No migration background,Primary Level,Part Time,0.29781,46,135,0.22038,0.37524
2017,No migration background,Primary Level,Not Working,0.51261,89,135,0.42798,0.59725
2017,No migration background,Lower Secondary Level,Full Time,0.22898,397,1777,0.20944,0.24853
2017,No migration background,Lower Secondary Level,Part Time,0.19244,422,1777,0.17410,0.21077
2017,No migration background,Lower Secondary Level,Not Working,0.57858,958,1777,0.55561,0.60155
2017,No migration background,Upper Secondary Level,Full Time,0.36393,3564,9769,0.35439,0.37347
2017,No migration background,Upper Secondary Level,Part Time,0.24307,2772,9769,0.23457,0.25158
2017,No migration background,Upper Secondary Level,Not Working,0.39300,3433,9769,0.38331,0.40268
2017,No migration background,Post-secondary Non-tertiary Level,Full Time,0.52691,701,1434,0.50106,0.55276
2017,No migration background,Post-secondary Non-tertiary Level,Part Time,0.29384,527,1434,0.27025,0.31742
2017,No migration background,Post-secondary Non-tertiary Level,Not Working,0.17925,206,1434,0.15939,0.19911
2017,No migration background,First Stage of Tertiary Education,Full Time,0.53647,718,1372,0.51008,0.56287
2017,No migration background,First Stage of Tertiary Education,Part Time,0.16297,272,1372,0.14342,0.18252
2017,No migration background,First Stage of Tertiary Education,Not Working,0.30056,382,1372,0.27629,0.32483
2017,No migration background,Second Stage of Tertiary Education,Full Time,0.48350,2419,5038,0.46970,0.49730
2017,No migration background,Second Stage of Tertiary Education,Part Time,0.24132,1342,5038,0.22950,0.25313
2017,No migration background,Second Stage of Tertiary Education,Not Working,0.27518,1277,5038,0.26285,0.28751
2017,Direct migration background,Pre-primary Level,Not Working,0.87194,182,182,0.82326,0.92062
2017,Direct migration background,Primary Level,Full Time,0.17667,61,1727,0.15868,0.19466
2017,Direct migration background,Primary Level,Part Time,0.14835,98,1727,0.13158,0.16512
2017,Direct migration background,Primary Level,Not Working,0.67498,1568,1727,0.65289,0.69708
2017,Direct migration background,Lower Secondary Level,Full Time,0.23026,243,1630,0.20982,0.25071
2017,Direct migration background,Lower Secondary Level,Part Time,0.30540,258,1630,0.28303,0.32776
2017,Direct migration background,Lower Secondary Level,Not Working,0.46434,1129,1630,0.44012,0.48856
2017,Direct migration background,Upper Secondary Level,Full Time,0.41921,696,2303,0.39905,0.43936
2017,Direct migration background,Upper Secondary Level,Part Time,0.28566,530,2303,0.26721,0.30411
2017,Direct migration background,Upper Secondary Level,Not Working,0.29513,1077,2303,0.27650,0.31377
2017,Direct migration background,Post-secondary Non-tertiary Level,Full Time,0.38884,252,762,0.35420,0.42347
2017,Direct migration background,Post-secondary Non-tertiary Level,Part Time,0.32033,249,762,0.28718,0.35348
2017,Direct migration background,Post-secondary Non-tertiary Level,Not Working,0.29083,261,762,0.25857,0.32310
2017,Direct migration background,First Stage of Tertiary Education,Full Time,0.37304,47,47,0.23328,0.51280
2017,Direct migration background,Second Stage of Tertiary Education,Full Time,0.41904,561,1958,0.39718,0.44090
2017,Direct migration background,Second Stage of Tertiary Education,Part Time,0.32732,447,1958,0.30653,0.34811
2017,Direct migration background,Second Stage of Tertiary Education,Not Working,0.25364,950,1958,0.23436,0.27291
2017,Indirect migration background,Pre-primary Level,Not Working,0.88206,173,173,0.83386,0.93027
2017,Indirect migration background,Lower Secondary Level,Full Time,0.31457,87,294,0.26140,0.36773
2017,Indirect migration background,Lower Secondary Level,Part Time,0.27026,86,294,0.21941,0.32111
2017,Indirect migration background,Lower Secondary Level,Not Working,0.41518,121,294,0.35875,0.47160
2017,Indirect migration background,Upper Secondary Level,Full Time,0.45151,273,687,0.41427,0.48875
2017,Indirect migration background,Upper Secondary Level,Part Time,0.29179,247,687,0.25777,0.32581
2017,Indirect migration background,Upper Secondary Level,Not Working,0.25670,167,687,0.22401,0.28939
2017,Indirect migration background,Post-secondary Non-tertiary Level,Full Time,0.49301,53,103,0.39598,0.59003
2017,Indirect migration background,Post-secondary Non-tertiary Level,Part Time,0.42890,50,103,0.33285,0.52495
2017,Indirect migration background,First Stage of Tertiary Education,Full Time,0.85986,33,33,0.73958,0.98013
2017,Indirect migration background,Second Stage of Tertiary Education,Full Time,0.58599,130,232,0.52247,0.64951
2017,Indirect migration background,Second Stage of Tertiary Education,Part Time,0.30588,102,232,0.24646,0.36530
2018,No migration background,Pre-primary Level,Part Time,0.09576,39,440,0.06823,0.12329
2018,No migration background,Pre-primary Level,Not Working,0.89463,401,440,0.86591,0.92335
2018,No migration background,Primary Level,Part Time,0.30235,52,141,0.22627,0.37843
2018,No migration background,Primary Level,Not Working,0.53107,89,141,0.44840,0.61373
2018,No migration background,Lower Secondary Level,Full Time,0.20573,371,1762,0.18685,0.22461
2018,No migration background,Lower Secondary Level,Part Time,0.21982,439,1762,0.20048,0.23916
2018,No migration background,Lower Secondary Level,Not Working,0.57445,952,1762,0.55136,0.59755
2018,No migration background,Upper Secondary Level,Full Time,0.35666,3315,9344,0.34694,0.36637
2018,No migration background,Upper Secondary Level,Part Time,0.25237,2692,9344,0.24356,0.26118
2018,No migration background,Upper Secondary Level,Not Working,0.39097,3337,9344,0.38108,0.40087
2018,No migration background,Post-secondary Non-tertiary Level,Full Time,0.51013,676,1403,0.48396,0.53630
2018,No migration background,Post-secondary Non-tertiary Level,Part Time,0.31595,517,1403,0.29161,0.34028
2018,No migration background,Post-secondary Non-tertiary Level,Not Working,0.17392,210,1403,0.15408,0.19376
2018,No migration background,First Stage of Tertiary Education,Full Time,0.52321,668,1311,0.49616,0.55026
2018,No migration background,First Stage of Tertiary Education,Part Time,0.18554,273,1311,0.16449,0.20659
2018,No migration background,First Stage of Tertiary Education,Not Working,0.29125,370,1311,0.26665,0.31586
2018,No migration background,Second Stage of Tertiary Education,Full Time,0.50132,2366,4914,0.48734,0.51530
2018,No migration background,Second Stage of Tertiary Education,Part Time,0.23173,1302,4914,0.21993,0.24353
2018,No migration background,Second Stage of Tertiary Education,Not Working,0.26695,1246,4914,0.25458,0.27932
2018,Direct migration background,Pre-primary Level,Not Working,0.96981,163,163,0.94346,0.99616
2018,Direct migration background,Primary Level,Full Time,0.15962,82,1623,0.14180,0.17745
2018,Direct migration background,Primary Level,Part Time,0.15835,147,1623,0.14059,0.17612
2018,Direct migration background,Primary Level,Not Working,0.68202,1394,1623,0.65936,0.70469
2018,Direct migration background,Lower Secondary Level,Full Time,0.24922,246,1503,0.22735,0.27110
2018,Direct migration background,Lower Secondary Level,Part Time,0.28089,288,1503,0.25816,0.30362
2018,Direct migration background,Lower Secondary Level,Not Working,0.46989,969,1503,0.44465,0.49513
2018,Direct migration background,Upper Secondary Level,Full Time,0.42872,668,2132,0.40771,0.44974
2018,Direct migration background,Upper Secondary Level,Part Time,0.30128,552,2132,0.28180,0.32076
2018,Direct migration background,Upper Secondary Level,Not Working,0.26999,912,2132,0.25114,0.28884
2018,Direct migration background,Post-secondary Non-tertiary Level,Full Time,0.42691,249,690,0.38997,0.46384
2018,Direct migration background,Post-secondary Non-tertiary Level,Part Time,0.30389,217,690,0.26954,0.33823
2018,Direct migration background,Post-secondary Non-tertiary Level,Not Working,0.26921,224,690,0.23609,0.30233
2018,Direct migration background,First Stage of Tertiary Education,Full Time,0.33545,43,43,0.19266,0.47824
2018,Direct migration background,Second Stage of Tertiary Education,Full Time,0.42352,564,1817,0.40079,0.44625
2018,Direct migration background,Second Stage of Tertiary Education,Part Time,0.30864,461,1817,0.28739,0.32989
2018,Direct migration background,Second Stage of Tertiary Education,Not Working,0.26784,792,1817,0.24747,0.28821
2018,Indirect migration background,Pre-primary Level,Not Working,0.86382,144,144,0.80760,0.92003
2018,Indirect migration background,Lower Secondary Level,Full Time,0.32866,88,311,0.27637,0.38095
2018,Indirect migration background,Lower Secondary Level,Part Time,0.30879,106,311,0.25736,0.36022
2018,Indirect migration background,Lower Secondary Level,Not Working,0.36255,117,311,0.30903,0.41606
2018,Indirect migration background,Upper Secondary Level,Full Time,0.47934,292,676,0.44165,0.51703
2018,Indirect migration background,Upper Secondary Level,Part Time,0.31877,254,676,0.28361,0.35393
2018,Indirect migration background,Upper Secondary Level,Not Working,0.20189,130,676,0.17161,0.23218
2018,Indirect migration background,Post-secondary Non-tertiary Level,Full Time,0.49491,55,102,0.39741,0.59242
2018,Indirect migration background,Post-secondary Non-tertiary Level,Part Time,0.36900,47,102,0.27489,0.46311
2018,Indirect migration background,First Stage of Tertiary Education,Full Time,0.90133,33,33,0.79801,1.00466
2018,Indirect migration background,Second Stage of Tertiary Education,Full Time,0.62693,132,220,0.56288,0.69099
2018,Indirect migration background,Second Stage of Tertiary Education,Part Time,0.30282,88,220,0.24197,0.36368
2019,No migration background,Pre-primary Level,Part Time,0.11864,43,393,0.08663,0.15065
2019,No migration background,Pre-primary Level,Not Working,0.87311,350,393,0.84016,0.90606
2019,No migration background,Primary Level,Part Time,0.30670,48,119,0.22350,0.38991
2019,No migration background,Primary Level,Not Working,0.46630,71,119,0.37629,0.55631
2019,No migration background,Lower Secondary Level,Full Time,0.23462,392,1675,0.21432,0.25492
2019,No migration background,Lower Secondary Level,Part Time,0.20650,391,1675,0.18711,0.22589
2019,No migration background,Lower Secondary Level,Not Working,0.55888,892,1675,0.53509,0.58267
2019,No migration background,Upper Secondary Level,Full Time,0.35193,3345,9208,0.34218,0.36169
2019,No migration background,Upper Secondary Level,Part Time,0.23949,2520,9208,0.23077,0.24821
2019,No migration background,Upper Secondary Level,Not Working,0.40858,3343,9208,0.39854,0.41862
2019,No migration background,Post-secondary Non-tertiary Level,Full Time,0.51206,746,1509,0.48683,0.53729
2019,No migration background,Post-secondary Non-tertiary Level,Part Time,0.31990,538,1509,0.29636,0.34345
2019,No migration background,Post-secondary Non-tertiary Level,Not Working,0.16804,225,1509,0.14917,0.18691
2019,No migration background,First Stage of Tertiary Education,Full Time,0.51706,817,1512,0.49186,0.54225
2019,No migration background,First Stage of Tertiary Education,Part Time,0.18825,295,1512,0.16854,0.20796
2019,No migration background,First Stage of Tertiary Education,Not Working,0.29470,400,1512,0.27171,0.31768
2019,No migration background,Second Stage of Tertiary Education,Full Time,0.48334,2815,5621,0.47027,0.49640
2019,No migration background,Second Stage of Tertiary Education,Part Time,0.23137,1435,5621,0.22035,0.24240
2019,No migration background,Second Stage of Tertiary Education,Not Working,0.28529,1371,5621,0.27348,0.29709
2019,Direct migration background,Pre-primary Level,Not Working,0.95832,69,69,0.91082,1.00582
2019,Direct migration background,Primary Level,Full Time,0.16496,117,1538,0.14640,0.18351
2019,Direct migration background,Primary Level,Part Time,0.20554,181,1538,0.18534,0.22574
2019,Direct migration background,Primary Level,Not Working,0.62950,1240,1538,0.60536,0.65364
2019,Direct migration background,Lower Secondary Level,Full Time,0.24099,243,1290,0.21764,0.26434
2019,Direct migration background,Lower Secondary Level,Part Time,0.27905,276,1290,0.25456,0.30353
2019,Direct migration background,Lower Secondary Level,Not Working,0.47997,771,1290,0.45269,0.50724
2019,Direct migration background,Upper Secondary Level,Full Time,0.45415,635,1854,0.43148,0.47682
2019,Direct migration background,Upper Secondary Level,Part Time,0.27439,481,1854,0.25408,0.29471
2019,Direct migration background,Upper Secondary Level,Not Working,0.27145,738,1854,0.25121,0.29170
2019,Direct migration background,Post-secondary Non-tertiary Level,Full Time,0.42195,231,617,0.38294,0.46095
2019,Direct migration background,Post-secondary Non-tertiary Level,Part Time,0.28650,193,617,0.25080,0.32221
2019,Direct migration background,Post-secondary Non-tertiary Level,Not Working,0.29155,193,617,0.25566,0.32744
2019,Direct migration background,First Stage of Tertiary Education,Full Time,0.53598,45,45,0.38862,0.68334
2019,Direct migration background,Second Stage of Tertiary Education,Full Time,0.42903,594,1676,0.40533,0.45273
2019,Direct migration background,Second Stage of Tertiary Education,Part Time,0.32407,489,1676,0.30166,0.34648
2019,Direct migration background,Second Stage of Tertiary Education,Not Working,0.24690,593,1676,0.22625,0.26755
2019,Indirect migration background,Pre-primary Level,Not Working,0.90933,126,126,0.85900,0.95967
2019,Indirect migration background,Lower Secondary Level,Full Time,0.37540,77,254,0.31573,0.43506
2019,Indirect migration background,Lower Secondary Level,Part Time,0.44165,92,254,0.38046,0.50284
2019,Indirect migration background,Lower Secondary Level,Not Working,0.18295,85,254,0.13531,0.23059
2019,Indirect migration background,Upper Secondary Level,Full Time,0.44057,261,633,0.40187,0.47928
2019,Indirect migration background,Upper Secondary Level,Part Time,0.35472,237,633,0.31742,0.39202
2019,Indirect migration background,Upper Secondary Level,Not Working,0.20470,135,633,0.17324,0.23616
2019,Indirect migration background,Post-secondary Non-tertiary Level,Full Time,0.52950,66,117,0.43866,0.62033
2019,Indirect migration background,Post-secondary Non-tertiary Level,Part Time,0.39401,51,117,0.30509,0.48294
2019,Indirect migration background,First Stage of Tertiary Education,Full Time,0.90591,44,44,0.81865,0.99318
2019,Indirect migration background,Second Stage of Tertiary Education,Full Time,0.63024,168,259,0.57133,0.68915
2019,Indirect migration background,Second Stage of Tertiary Education,Part Time,0.30749,91,259,0.25118,0.36380
2020,No migration background,Pre-primary Level,Part Time,0.09495,40,429,0.06718,0.12273
2020,No migration background,Pre-primary Level,Not Working,0.90505,389,429,0.87727,0.93282
2020,No migration background,Primary Level,Part Time,0.27566,41,104,0.18937,0.36196
2020,No migration background,Primary Level,Not Working,0.47595,63,104,0.37950,0.57240
2020,No migration background,Lower Secondary Level,Full Time,0.23677,353,1530,0.21546,0.25808
2020,No migration background,Lower Secondary Level,Part Time,0.19807,360,1530,0.17810,0.21805
2020,No migration background,Lower Secondary Level,Not Working,0.56516,817,1530,0.54031,0.59001
2020,No migration background,Upper Secondary Level,Full Time,0.34810,2967,8415,0.33792,0.35828
2020,No migration background,Upper Secondary Level,Part Time,0.24308,2295,8415,0.23392,0.25225
2020,No migration background,Upper Secondary Level,Not Working,0.40882,3153,8415,0.39832,0.41932
2020,No migration background,Post-secondary Non-tertiary Level,Full Time,0.53175,703,1435,0.50592,0.55758
2020,No migration background,Post-secondary Non-tertiary Level,Part Time,0.31348,528,1435,0.28946,0.33749
2020,No migration background,Post-secondary Non-tertiary Level,Not Working,0.15477,204,1435,0.13605,0.17349
2020,No migration background,First Stage of Tertiary Education,Full Time,0.51178,702,1330,0.48490,0.53865
2020,No migration background,First Stage of Tertiary Education,Part Time,0.18418,260,1330,0.16334,0.20503
2020,No migration background,First Stage of Tertiary Education,Not Working,0.30404,368,1330,0.27931,0.32877
2020,No migration background,Second Stage of Tertiary Education,Full Time,0.48023,2585,5281,0.46675,0.49371
2020,No migration background,Second Stage of Tertiary Education,Part Time,0.24157,1370,5281,0.23002,0.25311
2020,No migration background,Second Stage of Tertiary Education,Not Working,0.27820,1326,5281,0.26612,0.29029
2020,Direct migration background,Pre-primary Level,Not Working,0.93058,167,167,0.89191,0.96924
2020,Direct migration background,Primary Level,Full Time,0.12764,215,1667,0.11161,0.14366
2020,Direct migration background,Primary Level,Part Time,0.26902,270,1667,0.24772,0.29031
2020,Direct migration background,Primary Level,Not Working,0.60335,1182,1667,0.57985,0.62684
2020,Direct migration background,Lower Secondary Level,Full Time,0.27258,390,1563,0.25049,0.29466
2020,Direct migration background,Lower Secondary Level,Part Time,0.23613,335,1563,0.21506,0.25719
2020,Direct migration background,Lower Secondary Level,Not Working,0.49130,838,1563,0.46650,0.51609
2020,Direct migration background,Upper Secondary Level,Full Time,0.41227,870,2350,0.39237,0.43218
2020,Direct migration background,Upper Secondary Level,Part Time,0.27866,628,2350,0.26053,0.29679
2020,Direct migration background,Upper Secondary Level,Not Working,0.30907,852,2350,0.29038,0.32776
2020,Direct migration background,Post-secondary Non-tertiary Level,Full Time,0.38167,351,787,0.34771,0.41563
2020,Direct migration background,Post-secondary Non-tertiary Level,Part Time,0.33513,245,787,0.30213,0.36813
2020,Direct migration background,Post-secondary Non-tertiary Level,Not Working,0.28321,191,787,0.25171,0.31470
2020,Direct migration background,First Stage of Tertiary Education,Full Time,0.41705,37,37,0.25598,0.57812
2020,Direct migration background,Second Stage of Tertiary Education,Full Time,0.45928,951,2189,0.43839,0.48016
2020,Direct migration background,Second Stage of Tertiary Education,Part Time,0.31400,649,2189,0.29455,0.33345
2020,Direct migration background,Second Stage of Tertiary Education,Not Working,0.22673,589,2189,0.20918,0.24427
2020,Indirect migration background,Pre-primary Level,Not Working,0.85447,130,130,0.79361,0.91532
2020,Indirect migration background,Lower Secondary Level,Full Time,0.32237,70,242,0.26336,0.38138
2020,Indirect migration background,Lower Secondary Level,Part Time,0.33732,81,242,0.27763,0.39701
2020,Indirect migration background,Lower Secondary Level,Not Working,0.34032,91,242,0.28049,0.40014
2020,Indirect migration background,Upper Secondary Level,Full Time,0.42091,247,616,0.38189,0.45993
2020,Indirect migration background,Upper Secondary Level,Part Time,0.32374,228,616,0.28676,0.36072
2020,Indirect migration background,Upper Secondary Level,Not Working,0.25535,141,616,0.22088,0.28981
2020,Indirect migration background,Post-secondary Non-tertiary Level,Full Time,0.58238,75,120,0.49377,0.67099
2020,Indirect migration background,Post-secondary Non-tertiary Level,Part Time,0.30513,45,120,0.22240,0.38786
2020,Indirect migration background,First Stage of Tertiary Education,Full Time,0.67388,36,36,0.51856,0.82919
2020,Indirect migration background,Second Stage of Tertiary Education,Full Time,0.59877,158,267,0.53986,0.65767
2020,Indirect migration background,Second Stage of Tertiary Education,Part Time,0.31270,109,267,0.25699,0.36841
2021,No migration background,Pre-primary Level,Not Working,0.85980,247,247,0.81641,0.90318
2021,No migration background,Primary Level,Not Working,0.62106,51,51,0.48659,0.75553
2021,No migration background,Lower Secondary Level,Full Time,0.18759,185,935,0.16256,0.21263
2021,No migration background,Lower Secondary Level,Part Time,0.19232,207,935,0.16704,0.21760
2021,No migration background,Lower Secondary Level,Not Working,0.62009,543,935,0.58896,0.65121
2021,No migration background,Upper Secondary Level,Full Time,0.31079,1844,5738,0.29881,0.32276
2021,No migration background,Upper Secondary Level,Part Time,0.23003,1483,5738,0.21914,0.24092
2021,No migration background,Upper Secondary Level,Not Working,0.45918,2411,5738,0.44628,0.47207
2021,No migration background,Post-secondary Non-tertiary Level,Full Time,0.49899,489,1049,0.46872,0.52926
2021,No migration background,Post-secondary Non-tertiary Level,Part Time,0.28911,362,1049,0.26166,0.31656
2021,No migration background,Post-secondary Non-tertiary Level,Not Working,0.21190,198,1049,0.18716,0.23664
2021,No migration background,First Stage of Tertiary Education,Full Time,0.47659,418,906,0.44405,0.50913
2021,No migration background,First Stage of Tertiary Education,Part Time,0.15774,177,906,0.13399,0.18149
2021,No migration background,First Stage of Tertiary Education,Not Working,0.36567,311,906,0.33429,0.39705
2021,No migration background,Second Stage of Tertiary Education,Full Time,0.45162,1856,4088,0.43636,0.46687
2021,No migration background,Second Stage of Tertiary Education,Part Time,0.22742,994,4088,0.21457,0.24027
2021,No migration background,Second Stage of Tertiary Education,Not Working,0.32096,1238,4088,0.30665,0.33527
2021,Direct migration background,Pre-primary Level,Not Working,0.87134,103,103,0.80637,0.93632
2021,Direct migration background,Primary Level,Full Time,0.16946,86,947,0.14555,0.19337
2021,Direct migration background,Primary Level,Part Time,0.18856,138,947,0.16363,0.21349
2021,Direct migration background,Primary Level,Not Working,0.64198,723,947,0.61143,0.67253
2021,Direct migration background,Lower Secondary Level,Full Time,0.26621,148,827,0.23607,0.29635
2021,Direct migration background,Lower Secondary Level,Part Time,0.20113,146,827,0.17379,0.22847
2021,Direct migration background,Lower Secondary Level,Not Working,0.53266,533,827,0.49863,0.56668
2021,Direct migration background,Upper Secondary Level,Full Time,0.35726,388,1288,0.33108,0.38344
2021,Direct migration background,Upper Secondary Level,Part Time,0.29097,323,1288,0.26616,0.31579
2021,Direct migration background,Upper Secondary Level,Not Working,0.35177,577,1288,0.32568,0.37786
2021,Direct migration background,Post-secondary Non-tertiary Level,Full Time,0.36248,164,459,0.31845,0.40650
2021,Direct migration background,Post-secondary Non-tertiary Level,Part Time,0.37204,158,459,0.32778,0.41631
2021,Direct migration background,Post-secondary Non-tertiary Level,Not Working,0.26548,137,459,0.22504,0.30592
2021,Direct migration background,Second Stage of Tertiary Education,Full Time,0.42776,560,1408,0.40191,0.45361
2021,Direct migration background,Second Stage of Tertiary Education,Part Time,0.27798,375,1408,0.25457,0.30139
2021,Direct migration background,Second Stage of Tertiary Education,Not Working,0.29426,473,1408,0.27044,0.31807
2021,Indirect migration background,Pre-primary Level,Not Working,0.93317,57,57,0.86776,0.99858
2021,Indirect migration background,Lower Secondary Level,Full Time,0.29099,39,105,0.20369,0.37828
