"e11103","year","bildungsniveau","migback","n","percent","lowerconfidence_percent","upperconfidence_percent"
"Teilzeit","1988","Realschule","indirekter Migrationshintergrund","11","","",""
"Teilzeit","1988","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Teilzeit","1988","(Fach-)Abitur","kein Migrationshintergrund","124","0.23324213333112","0.196467457121769","0.270016809540471"
"Teilzeit","1988","(Fach-)Abitur","direkter Migrationshintergrund","47","0.263410749638941","0.203835224516878","0.322986274761004"
"Teilzeit","1988","(Fach-)Abitur","indirekter Migrationshintergrund","3","","",""
"Teilzeit","1988","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Teilzeit","1988","AkademikerIn","kein Migrationshintergrund","125","0.200729352588971","0.169021251962593","0.232437453215349"
"Teilzeit","1988","AkademikerIn","direkter Migrationshintergrund","18","","",""
"Teilzeit","1988","AkademikerIn","indirekter Migrationshintergrund","2","","",""
"Teilzeit","1988","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht erwerbstätig","1988","(noch) kein Abschluss","kein Migrationshintergrund","155","0.852181623822045","0.800475843150411","0.903887404493679"
"nicht erwerbstätig","1988","(noch) kein Abschluss","direkter Migrationshintergrund","284","0.429673621832271","0.39294949696897","0.466397746695571"
"nicht erwerbstätig","1988","(noch) kein Abschluss","indirekter Migrationshintergrund","23","","",""
"nicht erwerbstätig","1988","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht erwerbstätig","1988","Hauptschule","kein Migrationshintergrund","1702","0.458673968427726","0.443570054231507","0.473777882623946"
"nicht erwerbstätig","1988","Hauptschule","direkter Migrationshintergrund","371","0.361952760099636","0.337208967784135","0.386696552415137"
"nicht erwerbstätig","1988","Hauptschule","indirekter Migrationshintergrund","40","0.412030160240722","0.321678176223217","0.502382144258227"
"nicht erwerbstätig","1988","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht erwerbstätig","1988","Realschule","kein Migrationshintergrund","444","0.329550389150747","0.305818328433477","0.353282449868018"
"nicht erwerbstätig","1988","Realschule","direkter Migrationshintergrund","48","0.366419431863989","0.289054324989631","0.443784538738348"
"nicht erwerbstätig","1988","Realschule","indirekter Migrationshintergrund","19","","",""
"nicht erwerbstätig","1988","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht erwerbstätig","1988","(Fach-)Abitur","kein Migrationshintergrund","204","0.410276306364845","0.367502416991398","0.453050195738291"
"nicht erwerbstätig","1988","(Fach-)Abitur","direkter Migrationshintergrund","62","0.333892823168703","0.27010848667243","0.397677159664976"
"nicht erwerbstätig","1988","(Fach-)Abitur","indirekter Migrationshintergrund","11","","",""
"nicht erwerbstätig","1988","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht erwerbstätig","1988","AkademikerIn","kein Migrationshintergrund","110","0.204853511447162","0.172904080096118","0.236802942798205"
"nicht erwerbstätig","1988","AkademikerIn","direkter Migrationshintergrund","18","","",""
"nicht erwerbstätig","1988","AkademikerIn","indirekter Migrationshintergrund","2","","",""
"nicht erwerbstätig","1988","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Vollzeit","1989","(noch) kein Abschluss","kein Migrationshintergrund","16","","",""
"Vollzeit","1989","(noch) kein Abschluss","direkter Migrationshintergrund","289","0.40276108010829","0.365596191860253","0.439925968356327"
"Vollzeit","1989","(noch) kein Abschluss","indirekter Migrationshintergrund","4","","",""
"Vollzeit","1989","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Vollzeit","1989","Hauptschule","kein Migrationshintergrund","1673","0.390766006848655","0.375573084868275","0.405958928829035"
"Vollzeit","1989","Hauptschule","direkter Migrationshintergrund","831","0.475959719125987","0.449826874240627","0.502092564011346"
"Vollzeit","1989","Hauptschule","indirekter Migrationshintergrund","62","0.349879874431546","0.267578038709852","0.432181710153239"
"Vollzeit","1989","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Vollzeit","1989","Realschule","kein Migrationshintergrund","759","0.492843623001841","0.4671549239778","0.518532322025882"
"Vollzeit","1989","Realschule","direkter Migrationshintergrund","58","0.373336959473497","0.294878604699629","0.451795314247365"
"Vollzeit","1989","Realschule","indirekter Migrationshintergrund","18","","",""
"Vollzeit","1989","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Vollzeit","1989","(Fach-)Abitur","kein Migrationshintergrund","203","0.387130375234019","0.345344883975238","0.428915866492801"
"Vollzeit","1989","(Fach-)Abitur","direkter Migrationshintergrund","102","0.456607147856009","0.38923711530047","0.523977180411549"
"Vollzeit","1989","(Fach-)Abitur","indirekter Migrationshintergrund","6","","",""
"Vollzeit","1989","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Vollzeit","1989","AkademikerIn","kein Migrationshintergrund","384","0.610944913251203","0.572128236185199","0.649761590317208"
"Vollzeit","1989","AkademikerIn","direkter Migrationshintergrund","51","0.502302965657662","0.397837642386704","0.60676828892862"
"Vollzeit","1989","AkademikerIn","indirekter Migrationshintergrund","1","","",""
"Vollzeit","1989","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Teilzeit","1989","(noch) kein Abschluss","kein Migrationshintergrund","22","","",""
"Teilzeit","1989","(noch) kein Abschluss","direkter Migrationshintergrund","98","0.150136129671586","0.123068369268393","0.177203890074779"
"Teilzeit","1989","(noch) kein Abschluss","indirekter Migrationshintergrund","8","","",""
"Teilzeit","1989","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Teilzeit","1989","Hauptschule","kein Migrationshintergrund","672","0.150811585133439","0.139668377109893","0.161954793156984"
"Teilzeit","1989","Hauptschule","direkter Migrationshintergrund","215","0.147802811662333","0.129232009993294","0.166373613331373"
"Teilzeit","1989","Hauptschule","indirekter Migrationshintergrund","23","","",""
"Teilzeit","1989","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Teilzeit","1989","Realschule","kein Migrationshintergrund","284","0.18192777552012","0.162105115938957","0.201750435101283"
"Teilzeit","1989","Realschule","direkter Migrationshintergrund","38","0.223952016914189","0.156329171734066","0.291574862094313"
"Teilzeit","1989","Realschule","indirekter Migrationshintergrund","12","","",""
"Teilzeit","1989","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Teilzeit","1989","(Fach-)Abitur","kein Migrationshintergrund","119","0.216528311273981","0.181195203532854","0.251861419015109"
"Teilzeit","1989","(Fach-)Abitur","direkter Migrationshintergrund","35","0.217253059134685","0.161479021759594","0.273027096509776"
"Teilzeit","1989","(Fach-)Abitur","indirekter Migrationshintergrund","8","","",""
"Teilzeit","1989","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Teilzeit","1989","AkademikerIn","kein Migrationshintergrund","116","0.179819025026331","0.149242759315042","0.210395290737621"
"Teilzeit","1989","AkademikerIn","direkter Migrationshintergrund","20","","",""
"Teilzeit","1989","AkademikerIn","indirekter Migrationshintergrund","1","","",""
"Teilzeit","1989","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht erwerbstätig","1989","(noch) kein Abschluss","kein Migrationshintergrund","140","0.797889488228276","0.738896022255485","0.856882954201066"
"nicht erwerbstätig","1989","(noch) kein Abschluss","direkter Migrationshintergrund","282","0.447102790220124","0.409427125678791","0.484778454761457"
"nicht erwerbstätig","1989","(noch) kein Abschluss","indirekter Migrationshintergrund","29","","",""
"nicht erwerbstätig","1989","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht erwerbstätig","1989","Hauptschule","kein Migrationshintergrund","1617","0.458422408017906","0.442907324493171","0.473937491542642"
"nicht erwerbstätig","1989","Hauptschule","direkter Migrationshintergrund","357","0.37623746921168","0.350888522445633","0.401586415977727"
"nicht erwerbstätig","1989","Hauptschule","indirekter Migrationshintergrund","44","0.422300640860356","0.337066213251832","0.507535068468879"
"nicht erwerbstätig","1989","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht erwerbstätig","1989","Realschule","kein Migrationshintergrund","412","0.325228601478039","0.301157869722453","0.349299333233625"
"nicht erwerbstätig","1989","Realschule","direkter Migrationshintergrund","50","0.402711023612314","0.323157270753769","0.482264776470858"
"nicht erwerbstätig","1989","Realschule","indirekter Migrationshintergrund","20","","",""
"nicht erwerbstätig","1989","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht erwerbstätig","1989","(Fach-)Abitur","kein Migrationshintergrund","200","0.396341313491999","0.354380563803282","0.438302063180716"
"nicht erwerbstätig","1989","(Fach-)Abitur","direkter Migrationshintergrund","73","0.326139793009306","0.262734539283356","0.389545046735256"
"nicht erwerbstätig","1989","(Fach-)Abitur","indirekter Migrationshintergrund","8","","",""
"nicht erwerbstätig","1989","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht erwerbstätig","1989","AkademikerIn","kein Migrationshintergrund","106","0.209236061722466","0.176850347794882","0.241621775650049"
"nicht erwerbstätig","1989","AkademikerIn","direkter Migrationshintergrund","17","","",""
"nicht erwerbstätig","1989","AkademikerIn","indirekter Migrationshintergrund","2","","",""
"nicht erwerbstätig","1989","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Vollzeit","1990","(noch) kein Abschluss","kein Migrationshintergrund","20","","",""
"Vollzeit","1990","(noch) kein Abschluss","direkter Migrationshintergrund","264","0.399055485056569","0.360996836444915","0.437114133668224"
"Vollzeit","1990","(noch) kein Abschluss","indirekter Migrationshintergrund","4","","",""
"Vollzeit","1990","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Vollzeit","1990","Hauptschule","kein Migrationshintergrund","1596","0.388397959681415","0.372956377661139","0.403839541701692"
"Vollzeit","1990","Hauptschule","direkter Migrationshintergrund","804","0.47737025112831","0.450988363885818","0.503752138370801"
"Vollzeit","1990","Hauptschule","indirekter Migrationshintergrund","61","0.303146714283836","0.228077139874671","0.378216288693001"
"Vollzeit","1990","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Vollzeit","1990","Realschule","kein Migrationshintergrund","756","0.508503422929967","0.482583174135883","0.534423671724051"
"Vollzeit","1990","Realschule","direkter Migrationshintergrund","69","0.494296914733774","0.412637061232771","0.575956768234777"
"Vollzeit","1990","Realschule","indirekter Migrationshintergrund","21","","",""
"Vollzeit","1990","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Vollzeit","1990","(Fach-)Abitur","kein Migrationshintergrund","203","0.400720296132948","0.358641366516532","0.442799225749363"
"Vollzeit","1990","(Fach-)Abitur","direkter Migrationshintergrund","95","0.425991440814591","0.357287575153973","0.49469530647521"
"Vollzeit","1990","(Fach-)Abitur","indirekter Migrationshintergrund","5","","",""
"Vollzeit","1990","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Vollzeit","1990","AkademikerIn","kein Migrationshintergrund","379","0.608136273437137","0.569269385755741","0.647003161118532"
"Vollzeit","1990","AkademikerIn","direkter Migrationshintergrund","55","0.525632018696125","0.422468671131896","0.628795366260354"
"Vollzeit","1990","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Vollzeit","1990","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Teilzeit","1990","(noch) kein Abschluss","kein Migrationshintergrund","19","","",""
"Teilzeit","1990","(noch) kein Abschluss","direkter Migrationshintergrund","100","0.159568712259996","0.131108082259621","0.188029342260372"
"Teilzeit","1990","(noch) kein Abschluss","indirekter Migrationshintergrund","5","","",""
"Teilzeit","1990","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Teilzeit","1990","Hauptschule","kein Migrationshintergrund","647","0.15777590984784","0.146226679689341","0.169325140006338"
"Teilzeit","1990","Hauptschule","direkter Migrationshintergrund","214","0.156887070378581","0.137677503524738","0.176096637232425"
"Teilzeit","1990","Hauptschule","indirekter Migrationshintergrund","43","0.347960170057044","0.270162126623528","0.425758213490559"
"Teilzeit","1990","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Teilzeit","1990","Realschule","kein Migrationshintergrund","292","0.188843384603951","0.168550900163327","0.209135869044574"
"Teilzeit","1990","Realschule","direkter Migrationshintergrund","28","","",""
"Teilzeit","1990","Realschule","indirekter Migrationshintergrund","15","","",""
"Teilzeit","1990","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Teilzeit","1990","(Fach-)Abitur","kein Migrationshintergrund","146","0.263030628636525","0.225224943739992","0.300836313533059"
"Teilzeit","1990","(Fach-)Abitur","direkter Migrationshintergrund","34","0.191285323734076","0.136639114549215","0.245931532918937"
"Teilzeit","1990","(Fach-)Abitur","indirekter Migrationshintergrund","9","","",""
"Teilzeit","1990","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Teilzeit","1990","AkademikerIn","kein Migrationshintergrund","115","0.185557854249804","0.154606363620891","0.216509344878717"
"Teilzeit","1990","AkademikerIn","direkter Migrationshintergrund","16","","",""
"Teilzeit","1990","AkademikerIn","indirekter Migrationshintergrund","2","","",""
"Teilzeit","1990","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht erwerbstätig","1990","(noch) kein Abschluss","kein Migrationshintergrund","120","0.781176193874001","0.716911667285376","0.845440720462625"
"nicht erwerbstätig","1990","(noch) kein Abschluss","direkter Migrationshintergrund","272","0.441375802683434","0.402785013038204","0.479966592328664"
"nicht erwerbstätig","1990","(noch) kein Abschluss","indirekter Migrationshintergrund","41","0.918552768484969","0.842738088274077","0.994367448695862"
